C,H,N,O,S,P,NOSC,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,AvgInitial,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
20,16,0,15,0,0,0.7,495.0416426,,2060863,1567832,1913412,Yes,1847369,,1516602,1922164,1691025,Yes,1709930.333,,0.8,0.75,,495.04164,13,0.65,0.8125,0.866666667,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,495.15611,495.00000,0.15611
20,18,0,8,0,0,-0.1,385.0928904,,5600601,6489824,5652574,Yes,5914333,,1810279,2621746,2826778,Yes,2419601,,0.9,0.4,,385.09289,12,0.6,0.666666667,1.5,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,385.18194,385.00000,0.18194
20,18,0,9,0,0,0,401.087805,,9784474,9258574,9307134,Yes,9450060.667,,2142262,4286420,4014026,Yes,3480902.667,,0.9,0.45,,401.08780,12,0.6,0.666666667,1.333333333,CRAM,,,0.483870968,,----,----,HUnSatLig,----,----,----,,401.18055,401.00000,0.18055
20,18,0,10,0,0,0.1,417.0827196,,10688599,9554564,10235681,Yes,10159614.67,,2240985,4379356,4183738,Yes,3601359.667,,0.9,0.5,,417.08272,12,0.6,0.666666667,1.2,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,417.17916,417.00000,0.17916
20,18,0,11,0,0,0.2,433.0776342,,10005336,9244971,8631227,Yes,9293844.667,,2677474,4140687,4183855,Yes,3667338.667,,0.9,0.55,,433.07763,12,0.6,0.666666667,1.090909091,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,433.17778,433.00000,0.17778
20,18,0,12,0,0,0.3,449.0725488,,7920419,8322427,7497106,Yes,7913317.333,,2725397,4831070,4446577,Yes,4001014.667,,0.9,0.6,,449.07255,12,0.6,0.666666667,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,449.17639,449.00000,0.17639
20,18,0,13,0,0,0.4,465.0674634,,6520116,6165158,5743717,Yes,6142997,,2875433,3897775,4668865,Yes,3814024.333,,0.9,0.65,,465.06746,12,0.6,0.666666667,0.923076923,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,465.17500,465.00000,0.17500
20,18,0,14,0,0,0.5,481.062378,,4499528,4050512,3522111,Yes,4024050.333,,2266408,3033043,4149797,Yes,3149749.333,,0.9,0.7,,481.06238,12,0.6,0.666666667,0.857142857,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,481.17362,481.00000,0.17362
20,18,0,15,0,0,0.6,497.0572926,,2340519,2399115,2069599,Yes,2269744.333,,1899705,2353321,2632958,Yes,2295328,,0.9,0.75,,497.05729,12,0.6,0.666666667,0.8,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,497.17223,497.00000,0.17223
20,20,0,7,0,0,-0.3,371.1136258,,6597160,6512891,6382993,Yes,6497681.333,,1849597,3038994,2978601,Yes,2622397.333,,1,0.35,,371.11363,11,0.55,0.55,1.571428571,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,371.19944,371.00000,0.19944
20,20,0,8,0,0,-0.2,387.1085404,,9473989,8012964,8753719,Yes,8746890.667,,2788141,4378935,3897847,Yes,3688307.667,,1,0.4,,387.10854,11,0.55,0.55,1.375,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,387.19805,387.00000,0.19805
20,20,0,9,0,0,-0.1,403.103455,,13589950,13152064,13190368,Yes,13310794,,3589873,6456515,5805225,Yes,5283871,,1,0.45,,403.10345,11,0.55,0.55,1.222222222,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,403.19667,403.00000,0.19667
20,20,0,10,0,0,0,419.0983696,,13078548,11424406,12707580,Yes,12403511.33,,3734396,6850209,5873293,Yes,5485966,,1,0.5,,419.09837,11,0.55,0.55,1.1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,419.19528,419.00000,0.19528
20,20,0,11,0,0,0.1,435.0932842,,12335711,10774724,10697480,Yes,11269305,,4030984,6189497,6282878,Yes,5501119.667,,1,0.55,,435.09328,11,0.55,0.55,1,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,435.19389,435.00000,0.19389
20,20,0,12,0,0,0.2,451.0881988,,8350247,8537347,7716042,Yes,8201212,,4522837,5747322,5460167,Yes,5243442,,1,0.6,,451.08820,11,0.55,0.55,0.916666667,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,451.19251,451.00000,0.19251
20,20,0,13,0,0,0.3,467.0831134,,6823125,6402683,6330359,Yes,6518722.333,,3683341,4923713,4943258,Yes,4516770.667,,1,0.65,,467.08311,11,0.55,0.55,0.846153846,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,467.19112,467.00000,0.19112
20,20,0,14,0,0,0.4,483.078028,,3959922,3951208,3111464,Yes,3674198,,3081606,3788751,3813992,Yes,3561449.667,,1,0.7,,483.07803,11,0.55,0.55,0.785714286,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,483.18973,483.00000,0.18973
20,20,0,15,0,0,0.5,499.0729426,,2480404,1639872,2333312,Yes,2151196,,2339128,2075874,2784110,Yes,2399704,,1,0.75,,499.07294,11,0.55,0.55,0.733333333,O,,,0.28,,----,----,HUnSatLig,----,----,----,,499.18835,499.00000,0.18835
20,22,0,6,0,0,-0.5,357.1343612,,3717526,3872703,4085016,Yes,3891748.333,,2118897,2760546,2502825,Yes,2460756,,1.1,0.3,,357.13436,10,0.5,0.454545455,1.666666667,CRAM,,,0.411764706,,----,----,HUnSatLig,----,----,----,,357.21694,357.00000,0.21694
20,22,0,7,0,0,-0.4,373.1292758,,13063449,14210847,13528029,Yes,13600775,,4028220,5741968,4899705,Yes,4889964.333,,1.1,0.35,,373.12928,10,0.5,0.454545455,1.428571429,CRAM,,,0.393939394,,----,----,HUnSatLig,----,----,----,,373.21556,373.00000,0.21556
20,22,0,8,0,0,-0.3,389.1241904,,12489235,12639826,12196855,Yes,12441972,,5309145,7389984,7049148,Yes,6582759,,1.1,0.4,,389.12419,10,0.5,0.454545455,1.25,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,389.21417,389.00000,0.21417
20,22,0,9,0,0,-0.2,405.119105,,18001579,18235408,17048986,Yes,17761991,,7107457,9895302,9615712,Yes,8872823.667,,1.1,0.45,,405.11910,10,0.5,0.454545455,1.111111111,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,405.21278,405.00000,0.21278
20,22,0,10,0,0,-0.1,421.1140196,,14839728,14152339,14620350,Yes,14537472.33,,7213832,7599691,8272455,Yes,7695326,,1.1,0.5,,421.11402,10,0.5,0.454545455,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,421.21140,421.00000,0.21140
20,22,0,11,0,0,0,437.1089342,,11182429,11116629,10136139,Yes,10811732.33,,6331688,7606488,7960007,Yes,7299394.333,,1.1,0.55,,437.10893,10,0.5,0.454545455,0.909090909,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,437.21001,437.00000,0.21001
20,22,0,12,0,0,0.1,453.1038488,,8065335,7543952,7545863,Yes,7718383.333,,5543588,6437279,6926376,Yes,6302414.333,,1.1,0.6,,453.10385,10,0.5,0.454545455,0.833333333,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,453.20862,453.00000,0.20862
20,22,0,13,0,0,0.2,469.0987634,,5183627,4795994,5058453,Yes,5012691.333,,4732933,5479650,5768580,Yes,5327054.333,,1.1,0.65,,469.09876,10,0.5,0.454545455,0.769230769,O,,,0.259259259,,----,----,HUnSatLig,----,----,----,,469.20724,469.00000,0.20724
20,22,0,14,0,0,0.3,485.093678,,3211431,2939013,2898970,Yes,3016471.333,,2824684,3198422,4080309,Yes,3367805,,1.1,0.7,,485.09368,10,0.5,0.454545455,0.714285714,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,485.20585,485.00000,0.20585
20,24,0,5,0,0,-0.7,343.1550966,,2816393,2467677,3339643,Yes,2874571,,1657885,3236140,2209102,Yes,2367709,,1.2,0.25,,343.15510,9,0.45,0.375,1.8,O,,,0.371428571,,----,----,HUnSatLig,----,----,----,,343.23445,343.00000,0.23445
20,24,0,6,0,0,-0.6,359.1500112,,7072893,7610353,7521146,Yes,7401464,,3523391,6101994,4730632,Yes,4785339,,1.2,0.3,,359.15001,9,0.45,0.375,1.5,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,359.23306,359.00000,0.23306
20,24,0,7,0,0,-0.5,375.1449258,,12898305,12425529,12621342,Yes,12648392,,7246192,10011652,9765311,Yes,9007718.333,,1.2,0.35,,375.14493,9,0.45,0.375,1.285714286,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,375.23167,375.00000,0.23167
20,24,0,8,0,0,-0.4,391.1398404,,16360510,16426987,15367581,Yes,16051692.67,,10636393,12104941,12181862,Yes,11641065.33,,1.2,0.4,,391.13984,9,0.45,0.375,1.125,CRAM,,,0.3125,,----,----,HUnSatLig,----,----,----,,391.23029,391.00000,0.23029
20,24,0,9,0,0,-0.3,407.134755,,19517284,19935425,19633711,Yes,19695473.33,,13872104,14927389,14737903,Yes,14512465.33,,1.2,0.45,,407.13475,9,0.45,0.375,1,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,407.22890,407.00000,0.22890
20,24,0,10,0,0,-0.2,423.1296696,,13606702,12055165,12932713,Yes,12864860,,11592317,11347419,12661227,Yes,11866987.67,,1.2,0.5,,423.12967,9,0.45,0.375,0.9,CRAM,,,0.266666667,,----,----,HUnSatLig,----,----,----,,423.22751,423.00000,0.22751
20,24,0,11,0,0,-0.1,439.1245842,,9248850,8703968,8132998,Yes,8695272,,9503814,8310769,9895178,Yes,9236587,,1.2,0.55,,439.12458,9,0.45,0.375,0.818181818,CRAM,,,0.24137931,,----,----,HUnSatLig,----,----,----,,439.22613,439.00000,0.22613
20,24,0,12,0,0,0,455.1194988,,6637655,5708836,5552973,Yes,5966488,,6776324,6511823,7053206,Yes,6780451,,1.2,0.6,,455.11950,9,0.45,0.375,0.75,O,,,0.214285714,,----,----,HUnSatLig,----,----,----,,455.22474,455.00000,0.22474
20,24,0,13,0,0,0.1,471.1144134,,4001877,3708484,3927872,Yes,3879411,,5187600,4914323,5140861,Yes,5080928,,1.2,0.65,,471.11441,9,0.45,0.375,0.692307692,O,,,0.185185185,,----,----,HUnSatLig,----,----,----,,471.22335,471.00000,0.22335
20,24,0,14,0,0,0.2,487.109328,,2151656,2238632,1952788,Yes,2114358.667,,3229786,2686950,2718985,Yes,2878573.667,,1.2,0.7,,487.10933,9,0.45,0.375,0.642857143,O,,,0.153846154,,----,----,HUnSatLig,----,----,----,,487.22196,487.00000,0.22196
20,26,0,5,0,0,-0.8,345.1707466,,7082455,7603534,8002454,Yes,7562814.333,,2142739,6107983,3367257,Yes,3872659.667,,1.3,0.25,,345.17075,8,0.4,0.307692308,1.6,CRAM,,,0.314285714,,----,----,HUnSatLig,----,----,----,,345.25056,345.00000,0.25056
20,26,0,6,0,0,-0.7,361.1656612,,11750254,13521446,13116894,Yes,12796198,,4871570,11545207,8110443,Yes,8175740,,1.3,0.3,,361.16566,8,0.4,0.307692308,1.333333333,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,361.24918,361.00000,0.24918
20,26,0,7,0,0,-0.6,377.1605758,,18076379,19295049,19357779,Yes,18909735.67,,11788183,17645162,14597113,Yes,14676819.33,,1.3,0.35,,377.16058,8,0.4,0.307692308,1.142857143,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,377.24779,377.00000,0.24779
20,26,0,8,0,0,-0.5,393.1554904,,19904068,19913068,18845479,Yes,19554205,,15377883,19410586,20089586,Yes,18292685,,1.3,0.4,,393.15549,8,0.4,0.307692308,1,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,393.24640,393.00000,0.24640
20,26,0,9,0,0,-0.4,409.150405,,20512748,20586834,19895968,Yes,20331850,,18885672,19367564,19685977,Yes,19313071,,1.3,0.45,,409.15040,8,0.4,0.307692308,0.888888889,CRAM,,,0.225806452,,----,----,HUnSatLig,----,----,----,,409.24501,409.00000,0.24501
20,26,0,10,0,0,-0.3,425.1453196,,11406993,10498644,9817599,Yes,10574412,,16185823,13657428,16544124,Yes,15462458.33,,1.3,0.5,,425.14532,8,0.4,0.307692308,0.8,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,425.24363,425.00000,0.24363
20,26,0,11,0,0,-0.2,441.1402342,,6633283,6211430,5500092,Yes,6114935,,11907939,10329861,11678796,Yes,11305532,,1.3,0.55,,441.14023,8,0.4,0.307692308,0.727272727,O,,,0.172413793,,----,----,HUnSatLig,----,----,----,,441.24224,441.00000,0.24224
20,26,0,12,0,0,-0.1,457.1351488,,3822472,4697025,3579548,Yes,4033015,,8088950,6705164,8095506,Yes,7629873.333,,1.3,0.6,,457.13515,8,0.4,0.307692308,0.666666667,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,457.24085,457.00000,0.24085
20,26,0,13,0,0,0,473.1300634,,3159090,2882102,2141431,Yes,2727541,,4685868,3657810,4663686,Yes,4335788,,1.3,0.65,,473.13006,8,0.4,0.307692308,0.615384615,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,473.23947,473.00000,0.23947
20,28,0,5,0,0,-0.9,347.1863966,,11196482,11922253,11371968,Yes,11496901,,1959450,5202310,3681654,Yes,3614471.333,,1.4,0.25,,347.18640,7,0.35,0.25,1.4,CRAM,,,0.257142857,,----,----,HUnSatLig,----,----,----,,347.26668,347.00000,0.26668
20,28,0,6,0,0,-0.8,363.1813112,,20979303,20765788,20545603,Yes,20763564.67,,5820391,13395208,10376144,Yes,9863914.333,,1.4,0.3,,363.18131,7,0.35,0.25,1.166666667,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,363.26529,363.00000,0.26529
20,28,0,7,0,0,-0.7,379.1762258,,23434660,24714573,24392312,Yes,24180515,,13707695,21463233,17792548,Yes,17654492,,1.4,0.35,,379.17623,7,0.35,0.25,1,CRAM,,,0.212121212,,----,----,HUnSatLig,----,----,----,,379.26390,379.00000,0.26390
20,28,0,8,0,0,-0.6,395.1711404,,22210594,23628499,21872787,Yes,22570626.67,,17479467,25628709,23792736,Yes,22300304,,1.4,0.4,,395.17114,7,0.35,0.25,0.875,CRAM,,,0.1875,,----,----,HUnSatLig,----,----,----,,395.26252,395.00000,0.26252
20,28,0,9,0,0,-0.5,411.166055,,16126020,16343495,15804142,Yes,16091219,,20761667,22939347,23196319,Yes,22299111,,1.4,0.45,,411.16605,7,0.35,0.25,0.777777778,CRAM,,,0.161290323,,----,----,HUnSatLig,----,----,----,,411.26113,411.00000,0.26113
20,28,0,10,0,0,-0.4,427.1609696,,9051612,8958492,8328579,Yes,8779561,,16943408,15140025,16527611,Yes,16203681.33,,1.4,0.5,,427.16097,7,0.35,0.25,0.7,O,,,0.133333333,,----,----,HUnSatLig,----,----,----,,427.25974,427.00000,0.25974
20,28,0,11,0,0,-0.3,443.1558842,,5154355,4965098,3927023,Yes,4682158.667,,12022403,9741846,10503053,Yes,10755767.33,,1.4,0.55,,443.15588,7,0.35,0.25,0.636363636,O,,,0.103448276,,----,----,HUnSatLig,----,----,----,,443.25836,443.00000,0.25836
20,28,0,12,0,0,-0.2,459.1507988,,2760398,2554215,2212344,Yes,2508985.667,,7152895,5800792,7380640,Yes,6778109,,1.4,0.6,,459.15080,7,0.35,0.25,0.583333333,O,,,0.071428571,,----,----,HUnSatLig,----,----,----,,459.25697,459.00000,0.25697
20,28,0,13,0,0,-0.1,475.1457134,,2088480,1825841,1899193,Yes,1937838,,4408408,3348511,4017564,Yes,3924827.667,,1.4,0.65,,475.14571,7,0.35,0.25,0.538461538,O,,,0.037037037,,----,----,HUnSatLig,----,----,----,,475.25558,475.00000,0.25558
21,18,0,11,0,0,0.19047619,445.0776342,,6653232,6159986,6752042,Yes,6521753.333,,1549745,3061041,2497753,Yes,2369513,,0.857142857,0.523809524,,445.07763,13,0.619047619,0.722222222,1.181818182,CRAM,,,0.483870968,,----,----,HUnSatLig,----,----,----,,445.18055,445.00000,0.18055
21,18,0,12,0,0,0.285714286,461.0725488,,6882866,6654749,6160744,Yes,6566119.667,,1599651,3223229,3209797,Yes,2677559,,0.857142857,0.571428571,,461.07255,13,0.619047619,0.722222222,1.083333333,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,461.17917,461.00000,0.17917
21,18,0,13,0,0,0.380952381,477.0674634,,5836831,5382708,5777031,Yes,5665523.333,,1829519,3614715,3204541,Yes,2882925,,0.857142857,0.619047619,,477.06746,13,0.619047619,0.722222222,1,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,477.17778,477.00000,0.17778
21,20,0,9,0,0,-0.095238095,415.103455,,8239222,8104541,8603436,Yes,8315733,,2368025,3631864,4257485,Yes,3419124.667,,0.952380952,0.428571429,,415.10345,12,0.571428571,0.6,1.333333333,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,415.19944,415.00000,0.19944
21,20,0,10,0,0,0,431.0983696,,8971328,8800647,9081953,Yes,8951309.333,,2076082,3563351,3593172,Yes,3077535,,0.952380952,0.476190476,,431.09837,12,0.571428571,0.6,1.2,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,431.19805,431.00000,0.19805
21,20,0,11,0,0,0.095238095,447.0932842,,8905764,8166900,7560795,Yes,8211153,,2103005,4142147,3361313,Yes,3202155,,0.952380952,0.523809524,,447.09328,12,0.571428571,0.6,1.090909091,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,447.19667,447.00000,0.19667
21,20,0,12,0,0,0.19047619,463.0881988,,7515558,7473883,6758622,Yes,7249354.333,,2440794,4560429,3955193,Yes,3652138.667,,0.952380952,0.571428571,,463.08820,12,0.571428571,0.6,1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,463.19528,463.00000,0.19528
21,20,0,13,0,0,0.285714286,479.0831134,,6130733,6089279,5313118,Yes,5844376.667,,2510551,3469281,4155884,Yes,3378572,,0.952380952,0.619047619,,479.08311,12,0.571428571,0.6,0.923076923,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,479.19389,479.00000,0.19389
21,20,0,14,0,0,0.380952381,495.078028,,4092481,3480408,3724868,Yes,3765919,,1899068,2902133,3591315,Yes,2797505.333,,0.952380952,0.666666667,,495.07803,12,0.571428571,0.6,0.857142857,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,495.19251,495.00000,0.19251
21,20,0,15,0,0,0.476190476,511.0729426,,2573759,2281216,2422160,Yes,2425711.667,,1872331,2486395,3091449,Yes,2483391.667,,0.952380952,0.714285714,,511.07294,12,0.571428571,0.6,0.8,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,511.19112,511.00000,0.19112
21,22,0,7,0,0,-0.380952381,385.1292758,,4963684,5492457,4813927,Yes,5090022.667,,2228591,2110780,2371618,Yes,2236996.333,,1.047619048,0.333333333,,385.12928,11,0.523809524,0.5,1.571428571,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,385.21833,385.00000,0.21833
21,22,0,8,0,0,-0.285714286,401.1241904,,8840352,8572498,8262658,Yes,8558502.667,,2730554,4584408,4167631,Yes,3827531,,1.047619048,0.380952381,,401.12419,11,0.523809524,0.5,1.375,CRAM,,,0.411764706,,----,----,HUnSatLig,----,----,----,,401.21694,401.00000,0.21694
21,22,0,9,0,0,-0.19047619,417.119105,,10917974,10766981,11015969,Yes,10900308,,3144663,5518043,4782778,Yes,4481828,,1.047619048,0.428571429,,417.11910,11,0.523809524,0.5,1.222222222,CRAM,,,0.393939394,,----,----,HUnSatLig,----,----,----,,417.21556,417.00000,0.21556
21,22,0,10,0,0,-0.095238095,433.1140196,,11058004,10506537,10843064,Yes,10802535,,3211998,5691020,5182252,Yes,4695090,,1.047619048,0.476190476,,433.11402,11,0.523809524,0.5,1.1,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,433.21417,433.00000,0.21417
21,22,0,11,0,0,0,449.1089342,,10732318,10388856,10282382,Yes,10467852,,3390481,5486426,5282158,Yes,4719688.333,,1.047619048,0.523809524,,449.10893,11,0.523809524,0.5,1,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,449.21278,449.00000,0.21278
21,22,0,12,0,0,0.095238095,465.1038488,,11894066,10502821,11462755,Yes,11286547.33,,3247145,5349805,5370304,Yes,4655751.333,,1.047619048,0.571428571,,465.10385,11,0.523809524,0.5,0.916666667,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,465.21140,465.00000,0.21140
21,22,0,13,0,0,0.19047619,481.0987634,,5609545,4851280,4618814,Yes,5026546.333,,2909482,4397010,4458022,Yes,3921504.667,,1.047619048,0.619047619,,481.09876,11,0.523809524,0.5,0.846153846,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,481.21001,481.00000,0.21001
21,22,0,14,0,0,0.285714286,497.093678,,3781289,3410828,3318368,Yes,3503495,,2638011,3547306,3985664,Yes,3390327,,1.047619048,0.666666667,,497.09368,11,0.523809524,0.5,0.785714286,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,497.20862,497.00000,0.20862
21,22,0,15,0,0,0.380952381,513.0885926,,2268206,1993008,1956294,Yes,2072502.667,,2212382,2116292,2862172,Yes,2396948.667,,1.047619048,0.714285714,,513.08859,11,0.523809524,0.5,0.733333333,O,,,0.259259259,,----,----,HUnSatLig,----,----,----,,513.20724,513.00000,0.20724
21,24,0,6,0,0,-0.571428571,371.1500112,,4586037,4799749,4315548,Yes,4567111.333,,2273543,2648349,3090228,Yes,2670706.667,,1.142857143,0.285714286,,371.15001,10,0.476190476,0.416666667,1.666666667,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,371.23583,371.00000,0.23583
21,24,0,7,0,0,-0.476190476,387.1449258,,7312336,7523500,6779455,Yes,7205097,,3308853,5165376,4168192,Yes,4214140.333,,1.142857143,0.333333333,,387.14493,10,0.476190476,0.416666667,1.428571429,CRAM,,,0.371428571,,----,----,HUnSatLig,----,----,----,,387.23445,387.00000,0.23445
21,24,0,8,0,0,-0.380952381,403.1398404,,17276354,18063172,18306275,Yes,17881933.67,,5225204,7969991,7309485,Yes,6834893.333,,1.142857143,0.380952381,,403.13984,10,0.476190476,0.416666667,1.25,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,403.23306,403.00000,0.23306
21,24,0,9,0,0,-0.285714286,419.134755,,13305874,14889622,14522107,Yes,14239201,,7162747,7378592,7527052,Yes,7356130.333,,1.142857143,0.428571429,,419.13475,10,0.476190476,0.416666667,1.111111111,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,419.23167,419.00000,0.23167
21,24,0,10,0,0,-0.19047619,435.1296696,,12931675,12492994,12149508,Yes,12524725.67,,6755844,7539125,7837307,Yes,7377425.333,,1.142857143,0.476190476,,435.12967,10,0.476190476,0.416666667,1,CRAM,,,0.3125,,----,----,HUnSatLig,----,----,----,,435.23029,435.00000,0.23029
21,24,0,11,0,0,-0.095238095,451.1245842,,12333603,11257088,10757318,Yes,11449336.33,,6112082,6931062,7258308,Yes,6767150.667,,1.142857143,0.523809524,,451.12458,10,0.476190476,0.416666667,0.909090909,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,451.22890,451.00000,0.22890
21,24,0,12,0,0,0,467.1194988,,7042259,6736506,5849077,Yes,6542614,,5518349,5550399,6239641,Yes,5769463,,1.142857143,0.571428571,,467.11950,10,0.476190476,0.416666667,0.833333333,CRAM,,,0.266666667,,----,----,HUnSatLig,----,----,----,,467.22751,467.00000,0.22751
21,24,0,13,0,0,0.095238095,483.1144134,,4963443,3956328,3822120,Yes,4247297,,3815815,3935183,4645482,Yes,4132160,,1.142857143,0.619047619,,483.11441,10,0.476190476,0.416666667,0.769230769,O,,,0.24137931,,----,----,HUnSatLig,----,----,----,,483.22613,483.00000,0.22613
21,24,0,14,0,0,0.19047619,499.109328,,2676502,2680769,2182784,Yes,2513351.667,,2594106,3226852,2952560,Yes,2924506,,1.142857143,0.666666667,,499.10933,10,0.476190476,0.416666667,0.714285714,O,,,0.214285714,,----,----,HUnSatLig,----,----,----,,499.22474,499.00000,0.22474
21,26,0,6,0,0,-0.666666667,373.1656612,,6554919,6399785,6430696,Yes,6461800,,2809670,5000603,4096900,Yes,3969057.667,,1.238095238,0.285714286,,373.16566,9,0.428571429,0.346153846,1.5,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,373.25195,373.00000,0.25195
21,26,0,7,0,0,-0.571428571,389.1605758,,10097181,10520154,10290175,Yes,10302503.33,,4969185,7199529,7043012,Yes,6403908.667,,1.238095238,0.333333333,,389.16058,9,0.428571429,0.346153846,1.285714286,CRAM,,,0.314285714,,----,----,HUnSatLig,----,----,----,,389.25056,389.00000,0.25056
21,26,0,8,0,0,-0.476190476,405.1554904,,13848239,13643796,13534622,Yes,13675552.33,,8502148,11077001,11026787,Yes,10201978.67,,1.238095238,0.380952381,,405.15549,9,0.428571429,0.346153846,1.125,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,405.24918,405.00000,0.24918
21,26,0,9,0,0,-0.380952381,421.150405,,12328878,12006035,12191420,Yes,12175444.33,,9040646,11058761,10861125,Yes,10320177.33,,1.238095238,0.428571429,,421.15040,9,0.428571429,0.346153846,1,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,421.24779,421.00000,0.24779
21,26,0,10,0,0,-0.285714286,437.1453196,,13613400,12843091,13009479,Yes,13155323.33,,9966884,9971924,10339779,Yes,10092862.33,,1.238095238,0.476190476,,437.14532,9,0.428571429,0.346153846,0.9,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,437.24640,437.00000,0.24640
21,26,0,11,0,0,-0.19047619,453.1402342,,9777459,8770702,8846340,Yes,9131500.333,,8103585,7819676,8552485,Yes,8158582,,1.238095238,0.523809524,,453.14023,9,0.428571429,0.346153846,0.818181818,CRAM,,,0.225806452,,----,----,HUnSatLig,----,----,----,,453.24502,453.00000,0.24502
21,26,0,12,0,0,-0.095238095,469.1351488,,5574794,4992602,4200340,Yes,4922578.667,,6245381,5614816,6927747,Yes,6262648,,1.238095238,0.571428571,,469.13515,9,0.428571429,0.346153846,0.75,O,,,0.2,,----,----,HUnSatLig,----,----,----,,469.24363,469.00000,0.24363
21,26,0,13,0,0,0,485.1300634,,3128488,2998918,2885146,Yes,3004184,,3805678,3729366,4098742,Yes,3877928.667,,1.238095238,0.619047619,,485.13006,9,0.428571429,0.346153846,0.692307692,O,,,0.172413793,,----,----,HUnSatLig,----,----,----,,485.24224,485.00000,0.24224
21,28,0,6,0,0,-0.761904762,375.1813112,,8290318,8442179,8373801,Yes,8368766,,3582330,9088015,5054922,Yes,5908422.333,,1.333333333,0.285714286,,375.18131,8,0.380952381,0.285714286,1.333333333,CRAM,,,0.277777778,,----,----,HUnSatLig,----,----,----,,375.26807,375.00000,0.26807
21,28,0,7,0,0,-0.666666667,391.1762258,,12948552,13004786,12199333,Yes,12717557,,6311024,10857717,8976749,Yes,8715163.333,,1.333333333,0.333333333,,391.17623,8,0.380952381,0.285714286,1.142857143,CRAM,,,0.257142857,,----,----,HUnSatLig,----,----,----,,391.26668,391.00000,0.26668
