C,H,N,O,S,P,NOSC,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,AvgInitial,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
24,32,0,5,0,0,-0.916666667,399.2176966,,1879389,1950032,2304266,Yes,2044562.333,,0,0,0,No,0,,1.333333333,0.208333333,,399.21770,9,0.375,0.28125,1.8,O,,,0.302325581,,----,----,HUnSatLig,----,----,----,,399.31001,399.00000,0.31001
24,32,0,6,0,0,-0.833333333,415.2126112,,3993718,4223583,3818284,Yes,4011861.667,,0,0,0,No,0,,1.333333333,0.25,,415.21261,9,0.375,0.28125,1.5,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,415.30862,415.00000,0.30862
24,34,0,5,0,0,-1,401.2333466,,2845873,2476640,2895887,Yes,2739466.667,,0,0,0,No,0,,1.416666667,0.208333333,,401.23335,8,0.333333333,0.235294118,1.6,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,401.32613,401.00000,0.32613
24,34,0,6,0,0,-0.916666667,417.2282612,,4760659,4886150,5081887,Yes,4909565.333,,0,0,0,No,0,,1.416666667,0.25,,417.22826,8,0.333333333,0.235294118,1.333333333,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,417.32474,417.00000,0.32474
24,34,0,7,0,0,-0.833333333,433.2231758,,6607687,6502692,6550447,Yes,6553608.667,,0,0,0,No,0,,1.416666667,0.291666667,,433.22318,8,0.333333333,0.235294118,1.142857143,CRAM,,,0.219512195,,----,----,HUnSatLig,----,----,----,,433.32335,433.00000,0.32335
25,20,0,14,0,0,0.32,543.078028,,2296792,2344468,1955461,Yes,2198907,,0,0,0,No,0,,0.8,0.56,,543.07803,16,0.64,0.8,1.142857143,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,543.20361,543.00000,0.20361
25,20,0,15,0,0,0.4,559.0729426,,2215239,2165461,1722266,Yes,2034322,,0,0,0,No,0,,0.8,0.6,,559.07294,16,0.64,0.8,1.066666667,CRAM,,,0.485714286,,----,----,HUnSatLig,----,----,----,,559.20222,559.00000,0.20222
25,22,0,10,0,0,-0.08,481.1140196,,2696777,2022480,2182718,Yes,2300658.333,,0,0,0,No,0,,0.88,0.4,,481.11402,15,0.6,0.681818182,1.5,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,481.22527,481.00000,0.22527
25,22,0,11,0,0,0,497.1089342,,2130090,2448268,2293856,Yes,2290738,,0,0,0,No,0,,0.88,0.44,,497.10893,15,0.6,0.681818182,1.363636364,CRAM,,,0.487179487,,----,----,HUnSatLig,----,----,----,,497.22388,497.00000,0.22388
25,22,0,12,0,0,0.08,513.1038488,,3346991,2459440,2858951,Yes,2888460.667,,0,0,0,No,0,,0.88,0.48,,513.10385,15,0.6,0.681818182,1.25,CRAM,,,0.473684211,,----,----,HUnSatLig,----,----,----,,513.22250,513.00000,0.22250
25,22,0,13,0,0,0.16,529.0987634,,3038426,2667047,2468214,Yes,2724562.333,,0,0,0,No,0,,0.88,0.52,,529.09876,15,0.6,0.681818182,1.153846154,CRAM,,,0.459459459,,----,----,HUnSatLig,----,----,----,,529.22111,529.00000,0.22111
25,22,0,14,0,0,0.24,545.093678,,3375584,2331646,2357916,Yes,2688382,,0,0,0,No,0,,0.88,0.56,,545.09368,15,0.6,0.681818182,1.071428571,CRAM,,,0.444444444,,----,----,HUnSatLig,----,----,----,,545.21972,545.00000,0.21972
25,22,0,15,0,0,0.32,561.0885926,,2986257,2710677,2404990,Yes,2700641.333,,0,0,0,No,0,,0.88,0.6,,561.08859,15,0.6,0.681818182,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,561.21834,561.00000,0.21834
25,24,0,9,0,0,-0.24,467.134755,,1886675,1850490,2077172,Yes,1938112.333,,0,0,0,No,0,,0.96,0.36,,467.13475,14,0.56,0.583333333,1.555555556,CRAM,,,0.463414634,,----,----,HUnSatLig,----,----,----,,467.24277,467.00000,0.24277
25,24,0,10,0,0,-0.16,483.1296696,,2306675,1871720,2728488,Yes,2302294.333,,0,0,0,No,0,,0.96,0.4,,483.12967,14,0.56,0.583333333,1.4,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,483.24139,483.00000,0.24139
25,24,0,11,0,0,-0.08,499.1245842,,3190038,2705858,2923649,Yes,2939848.333,,0,0,0,No,0,,0.96,0.44,,499.12458,14,0.56,0.583333333,1.272727273,CRAM,,,0.435897436,,----,----,HUnSatLig,----,----,----,,499.24000,499.00000,0.24000
25,24,0,12,0,0,0,515.1194988,,3194522,3158366,3022846,Yes,3125244.667,,0,0,0,No,0,,0.96,0.48,,515.11950,14,0.56,0.583333333,1.166666667,CRAM,,,0.421052632,,----,----,HUnSatLig,----,----,----,,515.23861,515.00000,0.23861
25,24,0,13,0,0,0.08,531.1144134,,3691795,3313202,3389862,Yes,3464953,,0,0,0,No,0,,0.96,0.52,,531.11441,14,0.56,0.583333333,1.076923077,CRAM,,,0.405405405,,----,----,HUnSatLig,----,----,----,,531.23723,531.00000,0.23723
25,24,0,14,0,0,0.16,547.109328,,2768353,3053027,2161838,Yes,2661072.667,,0,0,0,No,0,,0.96,0.56,,547.10933,14,0.56,0.583333333,1,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,547.23584,547.00000,0.23584
25,24,0,15,0,0,0.24,563.1042426,,2281683,2394191,2258010,Yes,2311294.667,,0,0,0,No,0,,0.96,0.6,,563.10424,14,0.56,0.583333333,0.933333333,CRAM,,,0.371428571,,----,----,HUnSatLig,----,----,----,,563.23445,563.00000,0.23445
25,24,0,16,0,0,0.32,579.0991572,,1662908,1684313,1728497,Yes,1691906,,0,0,0,No,0,,0.96,0.64,,579.09916,14,0.56,0.583333333,0.875,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,579.23307,579.00000,0.23307
25,26,0,9,0,0,-0.32,469.150405,,2428041,3049562,2702227,Yes,2726610,,0,0,0,No,0,,1.04,0.36,,469.15040,13,0.52,0.5,1.444444444,CRAM,,,0.414634146,,----,----,HUnSatLig,----,----,----,,469.25889,469.00000,0.25889
25,26,0,10,0,0,-0.24,485.1453196,,2948777,2880134,2777626,Yes,2868845.667,,0,0,0,No,0,,1.04,0.4,,485.14532,13,0.52,0.5,1.3,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,485.25750,485.00000,0.25750
25,26,0,11,0,0,-0.16,501.1402342,,3716999,3135480,2486438,Yes,3112972.333,,0,0,0,No,0,,1.04,0.44,,501.14023,13,0.52,0.5,1.181818182,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,501.25612,501.00000,0.25612
25,26,0,12,0,0,-0.08,517.1351488,,3565311,3298695,3447862,Yes,3437289.333,,0,0,0,No,0,,1.04,0.48,,517.13515,13,0.52,0.5,1.083333333,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,517.25473,517.00000,0.25473
25,26,0,13,0,0,0,533.1300634,,4012358,3917369,3448276,Yes,3792667.667,,0,0,0,No,0,,1.04,0.52,,533.13006,13,0.52,0.5,1,CRAM,,,0.351351351,,----,----,HUnSatLig,----,----,----,,533.25334,533.00000,0.25334
25,26,0,14,0,0,0.08,549.124978,,3452378,3199426,2778811,Yes,3143538.333,,0,0,0,No,0,,1.04,0.56,,549.12498,13,0.52,0.5,0.928571429,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,549.25196,549.00000,0.25196
25,26,0,15,0,0,0.16,565.1198926,,2545805,2010628,2274349,Yes,2276927.333,,0,0,0,No,0,,1.04,0.6,,565.11989,13,0.52,0.5,0.866666667,CRAM,,,0.314285714,,----,----,HUnSatLig,----,----,----,,565.25057,565.00000,0.25057
25,28,0,8,0,0,-0.48,455.1711404,,2775121,2740769,2455368,Yes,2657086,,0,0,0,No,0,,1.12,0.32,,455.17114,12,0.48,0.428571429,1.5,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,455.27639,455.00000,0.27639
25,28,0,9,0,0,-0.4,471.166055,,3462228,3313219,3330878,Yes,3368775,,0,0,0,No,0,,1.12,0.36,,471.16605,12,0.48,0.428571429,1.333333333,CRAM,,,0.365853659,,----,----,HUnSatLig,----,----,----,,471.27501,471.00000,0.27501
25,28,0,10,0,0,-0.32,487.1609696,,3717354,3781289,2727956,Yes,3408866.333,,0,0,0,No,0,,1.12,0.4,,487.16097,12,0.48,0.428571429,1.2,CRAM,,,0.35,,----,----,HUnSatLig,----,----,----,,487.27362,487.00000,0.27362
25,28,0,11,0,0,-0.24,503.1558842,,3832826,3925039,3813071,Yes,3856978.667,,0,0,0,No,0,,1.12,0.44,,503.15588,12,0.48,0.428571429,1.090909091,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,503.27223,503.00000,0.27223
25,28,0,12,0,0,-0.16,519.1507988,,3735391,3160493,3470446,Yes,3455443.333,,0,0,0,No,0,,1.12,0.48,,519.15080,12,0.48,0.428571429,1,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,519.27084,519.00000,0.27084
25,28,0,13,0,0,-0.08,535.1457134,,3435889,3422779,3128831,Yes,3329166.333,,0,0,0,No,0,,1.12,0.52,,535.14571,12,0.48,0.428571429,0.923076923,CRAM,,,0.297297297,,----,----,HUnSatLig,----,----,----,,535.26946,535.00000,0.26946
25,30,0,7,0,0,-0.64,441.1918758,,2619708,2493283,2875063,Yes,2662684.667,,0,0,0,No,0,,1.2,0.28,,441.19188,11,0.44,0.366666667,1.571428571,CRAM,,,0.348837209,,----,----,HUnSatLig,----,----,----,,441.29389,441.00000,0.29389
25,32,0,6,0,0,-0.8,427.2126112,,2552791,2200091,2268032,Yes,2340304.667,,0,0,0,No,0,,1.28,0.24,,427.21261,10,0.4,0.3125,1.666666667,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,427.31140,427.00000,0.31140
25,32,0,7,0,0,-0.72,443.2075258,,3812908,4479718,4435946,Yes,4242857.333,,0,0,0,No,0,,1.28,0.28,,443.20753,10,0.4,0.3125,1.428571429,CRAM,,,0.302325581,,----,----,HUnSatLig,----,----,----,,443.31001,443.00000,0.31001
25,34,0,6,0,0,-0.88,429.2282612,,2839820,2936276,3200242,Yes,2992112.667,,0,0,0,No,0,,1.36,0.24,,429.22826,9,0.36,0.264705882,1.5,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,429.32751,429.00000,0.32751
25,34,0,7,0,0,-0.8,445.2231758,,4906268,5263976,4375323,Yes,4848522.333,,0,0,0,No,0,,1.36,0.28,,445.22318,9,0.36,0.264705882,1.285714286,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,445.32613,445.00000,0.32613
25,36,0,6,0,0,-0.96,431.2439112,,2981935,3384705,2867797,Yes,3078145.667,,0,0,0,No,0,,1.44,0.24,,431.24391,8,0.32,0.222222222,1.333333333,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,431.34363,431.00000,0.34363
25,36,0,7,0,0,-0.88,447.2388258,,4360209,4932075,4509260,Yes,4600514.667,,0,0,0,No,0,,1.44,0.28,,447.23883,8,0.32,0.222222222,1.142857143,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,447.34224,447.00000,0.34224
26,22,0,12,0,0,0.076923077,525.1038488,,2664533,2029571,2108176,Yes,2267426.667,,0,0,0,No,0,,0.846153846,0.461538462,,525.10385,16,0.615384615,0.727272727,1.333333333,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,525.22527,525.00000,0.22527
26,22,0,13,0,0,0.153846154,541.0987634,,2176969,1672741,1771114,Yes,1873608,,0,0,0,No,0,,0.846153846,0.5,,541.09876,16,0.615384615,0.727272727,1.230769231,CRAM,,,0.487179487,,----,----,HUnSatLig,----,----,----,,541.22388,541.00000,0.22388
26,22,0,14,0,0,0.230769231,557.093678,,2213236,2192143,1641134,Yes,2015504.333,,0,0,0,No,0,,0.846153846,0.538461538,,557.09368,16,0.615384615,0.727272727,1.142857143,CRAM,,,0.473684211,,----,----,HUnSatLig,----,----,----,,557.22250,557.00000,0.22250
26,22,0,15,0,0,0.307692308,573.0885926,,1666340,1887905,1796897,Yes,1783714,,0,0,0,No,0,,0.846153846,0.576923077,,573.08859,16,0.615384615,0.727272727,1.066666667,CRAM,,,0.459459459,,----,----,HUnSatLig,----,----,----,,573.22111,573.00000,0.22111
26,24,0,10,0,0,-0.153846154,495.1296696,,1882691,2062682,1565253,Yes,1836875.333,,0,0,0,No,0,,0.923076923,0.384615385,,495.12967,15,0.576923077,0.625,1.5,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,495.24416,495.00000,0.24416
26,24,0,11,0,0,-0.076923077,511.1245842,,2110914,2612481,2310546,Yes,2344647,,0,0,0,No,0,,0.923076923,0.423076923,,511.12458,15,0.576923077,0.625,1.363636364,CRAM,,,0.463414634,,----,----,HUnSatLig,----,----,----,,511.24277,511.00000,0.24277
26,24,0,12,0,0,0,527.1194988,,2887835,2585623,2367300,Yes,2613586,,0,0,0,No,0,,0.923076923,0.461538462,,527.11950,15,0.576923077,0.625,1.25,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,527.24139,527.00000,0.24139
26,24,0,13,0,0,0.076923077,543.1144134,,2999768,2412052,2172038,Yes,2527952.667,,0,0,0,No,0,,0.923076923,0.5,,543.11441,15,0.576923077,0.625,1.153846154,CRAM,,,0.435897436,,----,----,HUnSatLig,----,----,----,,543.24000,543.00000,0.24000
26,24,0,14,0,0,0.153846154,559.109328,,2679622,2466004,2394778,Yes,2513468,,0,0,0,No,0,,0.923076923,0.538461538,,559.10933,15,0.576923077,0.625,1.071428571,CRAM,,,0.421052632,,----,----,HUnSatLig,----,----,----,,559.23861,559.00000,0.23861
26,24,0,15,0,0,0.230769231,575.1042426,,2296499,2008120,1942725,Yes,2082448,,0,0,0,No,0,,0.923076923,0.576923077,,575.10424,15,0.576923077,0.625,1,CRAM,,,0.405405405,,----,----,HUnSatLig,----,----,----,,575.23723,575.00000,0.23723
26,24,0,16,0,0,0.307692308,591.0991572,,1941573,1922143,1708235,Yes,1857317,,0,0,0,No,0,,0.923076923,0.615384615,,591.09916,15,0.576923077,0.625,0.9375,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,591.23584,591.00000,0.23584
26,26,0,10,0,0,-0.230769231,497.1453196,,2278060,1917325,1959521,Yes,2051635.333,,0,0,0,No,0,,1,0.384615385,,497.14532,14,0.538461538,0.538461538,1.4,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,497.26028,497.00000,0.26028
26,26,0,11,0,0,-0.153846154,513.1402342,,2930225,2464561,2506184,Yes,2633656.667,,0,0,0,No,0,,1,0.423076923,,513.14023,14,0.538461538,0.538461538,1.272727273,CRAM,,,0.414634146,,----,----,HUnSatLig,----,----,----,,513.25889,513.00000,0.25889
26,26,0,12,0,0,-0.076923077,529.1351488,,3223771,2835495,2678647,Yes,2912637.667,,0,0,0,No,0,,1,0.461538462,,529.13515,14,0.538461538,0.538461538,1.166666667,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,529.25750,529.00000,0.25750
26,26,0,14,0,0,0.076923077,561.124978,,2714384,2489492,2636926,Yes,2613600.667,,0,0,0,No,0,,1,0.538461538,,561.12498,14,0.538461538,0.538461538,1,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,561.25473,561.00000,0.25473
26,26,0,15,0,0,0.153846154,577.1198926,,2311738,2261962,1467999,Yes,2013899.667,,0,0,0,No,0,,1,0.576923077,,577.11989,14,0.538461538,0.538461538,0.933333333,CRAM,,,0.351351351,,----,----,HUnSatLig,----,----,----,,577.25334,577.00000,0.25334
26,26,0,16,0,0,0.230769231,593.1148072,,1837474,1737175,1675826,Yes,1750158.333,,0,0,0,No,0,,1,0.615384615,,593.11481,14,0.538461538,0.538461538,0.875,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,593.25196,593.00000,0.25196
26,27,1,11,0,0,-0.076923077,528.1511332,,4372669,3768864,3806558,Yes,3982697,,0,0,0,No,0,,1.038461538,0.423076923,,528.15113,14,0.538461538,0.518518519,1.272727273,CRAM,,,0.41025641,,----,----,HUnSatLig,----,----,----,,528.27326,528.00000,0.27326
26,28,0,9,0,0,-0.384615385,483.166055,,2164852,2133609,1812007,Yes,2036822.667,,0,0,0,No,0,,1.076923077,0.346153846,,483.16605,13,0.5,0.464285714,1.444444444,CRAM,,,0.395348837,,----,----,HUnSatLig,----,----,----,,483.27778,483.00000,0.27778
26,28,0,10,0,0,-0.307692308,499.1609696,,2852632,2637763,1817217,Yes,2435870.667,,0,0,0,No,0,,1.076923077,0.384615385,,499.16097,13,0.5,0.464285714,1.3,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,499.27639,499.00000,0.27639
26,28,0,11,0,0,-0.230769231,515.1558842,,2484379,2510174,2627583,Yes,2540712,,0,0,0,No,0,,1.076923077,0.423076923,,515.15588,13,0.5,0.464285714,1.181818182,CRAM,,,0.365853659,,----,----,HUnSatLig,----,----,----,,515.27501,515.00000,0.27501
26,28,0,12,0,0,-0.153846154,531.1507988,,2834708,3018290,2979239,Yes,2944079,,0,0,0,No,0,,1.076923077,0.461538462,,531.15080,13,0.5,0.464285714,1.083333333,CRAM,,,0.35,,----,----,HUnSatLig,----,----,----,,531.27362,531.00000,0.27362
26,28,0,13,0,0,-0.076923077,547.1457134,,3357153,2796002,2686639,Yes,2946598,,0,0,0,No,0,,1.076923077,0.5,,547.14571,13,0.5,0.464285714,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,547.27223,547.00000,0.27223
26,28,0,14,0,0,0,563.140628,,2498770,2376270,2643545,Yes,2506195,,0,0,0,No,0,,1.076923077,0.538461538,,563.14063,13,0.5,0.464285714,0.928571429,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,563.27085,563.00000,0.27085
26,28,0,15,0,0,0.076923077,579.1355426,,1657274,1672535,1592815,Yes,1640874.667,,0,0,0,No,0,,1.076923077,0.576923077,,579.13554,13,0.5,0.464285714,0.866666667,CRAM,,,0.297297297,,----,----,HUnSatLig,----,----,----,,579.26946,579.00000,0.26946
26,30,0,8,0,0,-0.538461538,469.1867904,,2536072,2027097,2524049,Yes,2362406,,0,0,0,No,0,,1.153846154,0.307692308,,469.18679,12,0.461538462,0.4,1.5,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,469.29528,469.00000,0.29528
26,30,0,9,0,0,-0.461538462,485.181705,,3213482,3004039,2875930,Yes,3031150.333,,0,0,0,No,0,,1.153846154,0.346153846,,485.18170,12,0.461538462,0.4,1.333333333,CRAM,,,0.348837209,,----,----,HUnSatLig,----,----,----,,485.29390,485.00000,0.29390
26,30,0,10,0,0,-0.384615385,501.1766196,,3272585,3305465,2961063,Yes,3179704.333,,0,0,0,No,0,,1.153846154,0.384615385,,501.17662,12,0.461538462,0.4,1.2,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,501.29251,501.00000,0.29251
26,30,0,12,0,0,-0.230769231,533.1664488,,2978118,3170873,2958805,Yes,3035932,,0,0,0,No,0,,1.153846154,0.461538462,,533.16645,12,0.461538462,0.4,1,CRAM,,,0.3,,----,----,HUnSatLig,----,----,----,,533.28974,533.00000,0.28974
26,30,0,14,0,0,-0.076923077,565.156278,,1767052,1832450,1541676,Yes,1713726,,0,0,0,No,0,,1.153846154,0.538461538,,565.15628,12,0.461538462,0.4,0.857142857,CRAM,,,0.263157895,,----,----,HUnSatLig,----,----,----,,565.28696,565.00000,0.28696
26,32,0,7,0,0,-0.692307692,455.2075258,,2302029,2332703,2619205,Yes,2417979,,0,0,0,No,0,,1.230769231,0.269230769,,455.20753,11,0.423076923,0.34375,1.571428571,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,455.31279,455.00000,0.31279
26,32,0,8,0,0,-0.615384615,471.2024404,,3009619,3569219,3521341,Yes,3366726.333,,0,0,0,No,0,,1.230769231,0.307692308,,471.20244,11,0.423076923,0.34375,1.375,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,471.31140,471.00000,0.31140
26,32,0,9,0,0,-0.538461538,487.197355,,4350187,3520170,3504660,Yes,3791672.333,,0,0,0,No,0,,1.230769231,0.346153846,,487.19735,11,0.423076923,0.34375,1.222222222,CRAM,,,0.302325581,,----,----,HUnSatLig,----,----,----,,487.31001,487.00000,0.31001
26,32,0,14,0,0,-0.153846154,567.171928,,2213437,1873841,1725942,Yes,1937740,,0,0,0,No,0,,1.230769231,0.538461538,,567.17193,11,0.423076923,0.34375,0.785714286,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,567.30308,567.00000,0.30308
26,34,0,6,0,0,-0.846153846,441.2282612,,1619767,2058593,1967795,Yes,1882051.667,,0,0,0,No,0,,1.307692308,0.230769231,,441.22826,10,0.384615385,0.294117647,1.666666667,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,441.33029,441.00000,0.33029
26,34,0,7,0,0,-0.769230769,457.2231758,,3365759,3498940,3034773,Yes,3299824,,0,0,0,No,0,,1.307692308,0.269230769,,457.22318,10,0.384615385,0.294117647,1.428571429,CRAM,,,0.288888889,,----,----,HUnSatLig,----,----,----,,457.32890,457.00000,0.32890
26,34,0,8,0,0,-0.692307692,473.2180904,,4552752,4238902,4116212,Yes,4302622,,0,0,0,No,0,,1.307692308,0.307692308,,473.21809,10,0.384615385,0.294117647,1.25,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,473.32752,473.00000,0.32752
26,36,0,6,0,0,-0.923076923,443.2439112,,2666535,2180324,2270182,Yes,2372347,,0,0,0,No,0,,1.384615385,0.230769231,,443.24391,9,0.346153846,0.25,1.5,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,443.34640,443.00000,0.34640
26,36,0,7,0,0,-0.846153846,459.2388258,,4001478,4221796,4355569,Yes,4192947.667,,0,0,0,No,0,,1.384615385,0.269230769,,459.23883,9,0.346153846,0.25,1.285714286,CRAM,,,0.244444444,,----,----,HUnSatLig,----,----,----,,459.34502,459.00000,0.34502
26,38,0,6,0,0,-1,445.2595612,,2381591,2224742,2412823,Yes,2339718.667,,0,0,0,No,0,,1.461538462,0.230769231,,445.25956,8,0.307692308,0.210526316,1.333333333,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,445.36252,445.00000,0.36252
26,38,0,7,0,0,-0.923076923,461.2544758,,3754532,3974935,3236187,Yes,3655218,,0,0,0,No,0,,1.461538462,0.269230769,,461.25448,8,0.307692308,0.210526316,1.142857143,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,461.36113,461.00000,0.36113
26,38,0,8,0,0,-0.846153846,477.2493904,,5683231,4982325,4987523,Yes,5217693,,0,0,0,No,0,,1.461538462,0.307692308,,477.24939,8,0.307692308,0.210526316,1,CRAM,,,0.181818182,,----,----,HUnSatLig,----,----,----,,477.35975,477.00000,0.35975
27,24,0,12,0,0,0,539.1194988,,1949107,1754161,1614410,Yes,1772559.333,,0,0,0,No,0,,0.888888889,0.444444444,,539.11950,16,0.592592593,0.666666667,1.333333333,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,539.24416,539.00000,0.24416
27,24,0,13,0,0,0.074074074,555.1144134,,2024857,1900867,1900219,Yes,1941981,,0,0,0,No,0,,0.888888889,0.481481481,,555.11441,16,0.592592593,0.666666667,1.230769231,CRAM,,,0.463414634,,----,----,HUnSatLig,----,----,----,,555.24278,555.00000,0.24278
27,24,0,14,0,0,0.148148148,571.109328,,2186635,2167041,1704306,Yes,2019327.333,,0,0,0,No,0,,0.888888889,0.518518519,,571.10933,16,0.592592593,0.666666667,1.142857143,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,571.24139,571.00000,0.24139
27,26,0,11,0,0,-0.148148148,525.1402342,,2046550,2169347,2180881,Yes,2132259.333,,0,0,0,No,0,,0.962962963,0.407407407,,525.14023,15,0.555555556,0.576923077,1.363636364,CRAM,,,0.441860465,,----,----,HUnSatLig,----,----,----,,525.26167,525.00000,0.26167
27,26,0,12,0,0,-0.074074074,541.1351488,,2386377,1995301,1931882,Yes,2104520,,0,0,0,No,0,,0.962962963,0.444444444,,541.13515,15,0.555555556,0.576923077,1.25,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,541.26028,541.00000,0.26028
27,26,0,13,0,0,0,557.1300634,,2438003,2092814,2386606,Yes,2305807.667,,0,0,0,No,0,,0.962962963,0.481481481,,557.13006,15,0.555555556,0.576923077,1.153846154,CRAM,,,0.414634146,,----,----,HUnSatLig,----,----,----,,557.25889,557.00000,0.25889
27,26,0,14,0,0,0.074074074,573.124978,,2421538,2084511,1914656,Yes,2140235,,0,0,0,No,0,,0.962962963,0.518518519,,573.12498,15,0.555555556,0.576923077,1.071428571,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,573.25750,573.00000,0.25750
27,26,0,15,0,0,0.148148148,589.1198926,,2186978,2156260,1759069,Yes,2034102.333,,0,0,0,No,0,,0.962962963,0.555555556,,589.11989,15,0.555555556,0.576923077,1,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,589.25612,589.00000,0.25612
27,28,0,10,0,0,-0.296296296,511.1609696,,2191300,1893634,1596307,Yes,1893747,,0,0,0,No,0,,1.037037037,0.37037037,,511.16097,14,0.518518519,0.5,1.4,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,511.27917,511.00000,0.27917
27,28,0,11,0,0,-0.222222222,527.1558842,,2245788,2116631,2131781,Yes,2164733.333,,0,0,0,No,0,,1.037037037,0.407407407,,527.15588,14,0.518518519,0.5,1.272727273,CRAM,,,0.395348837,,----,----,HUnSatLig,----,----,----,,527.27778,527.00000,0.27778
27,28,0,12,0,0,-0.148148148,543.1507988,,2222041,2659347,2285190,Yes,2388859.333,,0,0,0,No,0,,1.037037037,0.444444444,,543.15080,14,0.518518519,0.5,1.166666667,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,543.27639,543.00000,0.27639
27,28,0,13,0,0,-0.074074074,559.1457134,,2599237,2420947,2301081,Yes,2440421.667,,0,0,0,No,0,,1.037037037,0.481481481,,559.14571,14,0.518518519,0.5,1.076923077,CRAM,,,0.365853659,,----,----,HUnSatLig,----,----,----,,559.27501,559.00000,0.27501
