C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
17,28,4,7,0,0,,399.1885218,,7722115,8144436,4614591,Yes,,8755621,9144508,8422032,,1.647058824,0.411764706,,399.18852,6,0.352941176,0.214285714,0.857142857,CRAM,,,0.052631579,,----,----,----,----,----,Alipat+N,,399.28083,399.00000,0.28083
17,28,4,8,0,0,,415.1834364,,4775746,4987480,3637795,Yes,,5174464,5709162,5389772,,1.647058824,0.470588235,,415.18344,6,0.352941176,0.214285714,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,415.27944,415.00000,0.27944
17,29,3,5,0,0,,354.2034436,,6914174,6325851,4859530,Yes,,9814451,10157824,10038788,,1.705882353,0.294117647,,354.20344,5,0.294117647,0.172413793,1,O,,,0.086956522,,----,----,----,----,----,Alipat+N,,354.28535,354.00000,0.28535
17,29,3,6,0,0,,370.1983582,,6456466,5786158,3869464,Yes,,8327725,9201103,8785474,,1.705882353,0.352941176,,370.19836,5,0.294117647,0.172413793,0.833333333,O,,,0.045454545,,----,----,----,----,----,Alipat+N,,370.28396,370.00000,0.28396
17,29,3,7,0,0,,386.1932728,,4945684,5118073,3590788,Yes,,6085131,6441795,6322412,,1.705882353,0.411764706,,386.19327,5,0.294117647,0.172413793,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,386.28257,386.00000,0.28257
17,29,3,8,0,0,,402.1881874,,2700457,2430085,1630828,Yes,,3436662,3156754,3351751,,1.705882353,0.470588235,,402.18819,5,0.294117647,0.172413793,0.625,O,,,-0.05,,----,----,----,----,----,Alipat+N,,402.28119,402.00000,0.28119
17,29,5,8,0,0,,430.1943354,,2260356,2406055,1568928,Yes,,NA,NA,NA,,1.705882353,0.470588235,,430.19434,6,0.352941176,0.206896552,0.75,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,430.29381,430.00000,0.29381
17,30,0,6,0,0,,329.1969612,,3550472,3133973,1929830,Yes,,5384302,4884421,5528592,,1.764705882,0.352941176,,329.19696,3,0.176470588,0.1,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,329.27308,329.00000,0.27308
17,30,0,7,0,0,,345.1918758,,4624446,3913224,2811005,Yes,,5215604,5723946,6163872,,1.764705882,0.411764706,,345.19188,3,0.176470588,0.1,0.428571429,O,,,-0.037037037,,----,----,----,AlipatNoN,----,----,,345.27170,345.00000,0.27170
17,30,0,8,0,0,,361.1867904,,3837659,3273893,3000143,Yes,,4349991,4383962,5435510,,1.764705882,0.470588235,,361.18679,3,0.176470588,0.1,0.375,O,,,-0.076923077,,----,----,----,AlipatNoN,----,----,,361.27031,361.00000,0.27031
17,30,0,9,0,0,,377.181705,,3255016,2457697,2089480,Yes,,3393269,3492249,3803304,,1.764705882,0.529411765,,377.18170,3,0.176470588,0.1,0.333333333,O,,,-0.12,,----,----,----,AlipatNoN,----,----,,377.26892,377.00000,0.26892
17,30,0,10,0,0,,393.1766196,,5418764,2810502,2112325,Yes,,7248650,3956509,5111037,,1.764705882,0.588235294,,393.17662,3,0.176470588,0.1,0.3,O,,,-0.166666667,,----,----,----,AlipatNoN,----,----,,393.26754,393.00000,0.26754
17,30,0,13,0,0,,441.1613634,,4596164,4786305,3364333,Yes,,7936488,7973647,6911613,,1.764705882,0.764705882,,441.16136,3,0.176470588,0.1,0.230769231,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,441.26338,441.00000,0.26338
17,30,0,14,0,0,,457.156278,,3398735,3732729,2867126,Yes,,1743519,1835415,2337765,,1.764705882,0.823529412,,457.15628,3,0.176470588,0.1,0.214285714,O,,,-0.4,,----,----,----,----,SatFACarb,----,,457.26199,457.00000,0.26199
17,30,4,5,0,0,,369.2143426,,2967317,2602678,2640847,Yes,,4280484,4628583,4452547,,1.764705882,0.294117647,,369.21434,5,0.294117647,0.166666667,1,O,,,0.047619048,,----,----,----,----,----,Alipat+N,,369.29972,369.00000,0.29972
17,30,4,6,0,0,,385.2092572,,6581719,6623035,4809076,Yes,,8431791,9101840,8612780,,1.764705882,0.352941176,,385.20926,5,0.294117647,0.166666667,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,385.29833,385.00000,0.29833
17,30,4,7,0,0,,401.2041718,,7622144,8589261,5702378,Yes,,7633811,8706647,8162329,,1.764705882,0.411764706,,401.20417,5,0.294117647,0.166666667,0.714285714,O,,,-0.052631579,,----,----,----,----,----,Alipat+N,,401.29694,401.00000,0.29694
17,30,4,8,0,0,,417.1990864,,4631394,4734647,3582463,Yes,,3217294,4175343,3592708,,1.764705882,0.470588235,,417.19909,5,0.294117647,0.166666667,0.625,O,,,-0.111111111,,----,----,----,----,----,Alipat+N,,417.29556,417.00000,0.29556
17,31,3,4,0,0,,340.224179,,4100170,3235308,2791373,Yes,,6272905,6460740,6854546,,1.823529412,0.235294118,,340.22418,4,0.235294118,0.129032258,1,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,340.30285,340.00000,0.30285
17,31,3,6,0,0,,372.2140082,,9659291,9456940,7578039,Yes,,11429202,11737261,12106063,,1.823529412,0.352941176,,372.21401,4,0.235294118,0.129032258,0.666666667,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,372.30008,372.00000,0.30008
17,31,5,6,0,0,,400.2201562,,3026764,2998538,1999966,Yes,,4598439,4650387,4722527,,1.823529412,0.352941176,,400.22016,5,0.294117647,0.161290323,0.833333333,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,400.31270,400.00000,0.31270
17,31,5,7,0,0,,416.2150708,,2828631,2984588,2008084,Yes,,2721069,3979697,3070444,,1.823529412,0.411764706,,416.21507,5,0.294117647,0.161290323,0.714285714,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,416.31131,416.00000,0.31131
17,32,0,6,0,0,,331.2126112,,2527463,2290196,1961664,Yes,,4101188,3846071,4807163,,1.882352941,0.352941176,,331.21261,2,0.117647059,0.0625,0.333333333,O,,,-0.071428571,,----,----,----,AlipatNoN,----,----,,331.28920,331.00000,0.28920
17,32,0,7,0,0,,347.2075258,,2601684,1884840,1865106,Yes,,2843656,3167665,3351104,,1.882352941,0.411764706,,347.20753,2,0.117647059,0.0625,0.285714286,O,,,-0.111111111,,----,----,----,AlipatNoN,----,----,,347.28781,347.00000,0.28781
17,32,0,10,0,0,,395.1922696,,4981002,3248786,2693869,Yes,,7984483,5528864,5817092,,1.882352941,0.588235294,,395.19227,2,0.117647059,0.0625,0.2,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,395.28365,395.00000,0.28365
17,32,4,5,0,0,,371.2299926,,7936545,7252919,5824625,Yes,,11580362,12676936,12089299,,1.882352941,0.294117647,,371.22999,4,0.235294118,0.125,0.8,O,,,-0.047619048,,----,----,----,----,----,Alipat+N,,371.31583,371.00000,0.31583
17,32,4,6,0,0,,387.2249072,,8826969,9363903,6490010,Yes,,12958578,13993088,13268533,,1.882352941,0.352941176,,387.22491,4,0.235294118,0.125,0.666666667,O,,,-0.1,,----,----,----,----,----,Alipat+N,,387.31445,387.00000,0.31445
17,32,4,7,0,0,,403.2198218,,2974541,3597626,2216423,Yes,,3803481,4884427,4384114,,1.882352941,0.411764706,,403.21982,4,0.235294118,0.125,0.571428571,O,,,-0.157894737,,----,----,----,----,----,Alipat+N,,403.31306,403.00000,0.31306
17,33,3,4,0,0,,342.239829,,5751970,5470807,4038049,Yes,,9613789,9093018,9620981,,1.941176471,0.235294118,,342.23983,3,0.176470588,0.090909091,0.75,O,,,-0.041666667,,----,----,----,----,----,Alipat+N,,342.31897,342.00000,0.31897
18,8,0,10,0,0,,383.0044696,,1895161,2819168,1654526,Yes,,NA,NA,NA,,0.444444444,0.555555556,,383.00447,15,0.833333333,1.875,1.5,O,,,0.769230769,,CondAr,----,----,----,----,----,,383.09303,383.00000,0.09303
18,8,0,11,0,0,,398.9993842,,2094173,2914315,2132384,Yes,,NA,NA,NA,,0.444444444,0.611111111,,398.99938,15,0.833333333,1.875,1.363636364,O,,,0.76,,CondAr,----,----,----,----,----,,399.09165,399.00000,0.09165
18,10,0,8,0,0,,353.0302904,,2532047,2634413,2107171,Yes,,NA,NA,NA,,0.555555556,0.444444444,,353.03029,14,0.777777778,1.4,1.75,O,,,0.714285714,,CondAr,----,----,----,----,----,,353.11192,353.00000,0.11192
18,10,0,9,0,0,,369.025205,,4139723,4486254,2918799,Yes,,2030680,2587170,2387065,,0.555555556,0.5,,369.02520,14,0.777777778,1.4,1.555555556,O,,,0.703703704,,CondAr,----,----,----,----,----,,369.11054,369.00000,0.11054
18,10,0,10,0,0,,385.0201196,,5326233,5917438,3802431,Yes,,1649259,2569685,2949997,,0.555555556,0.555555556,,385.02012,14,0.777777778,1.4,1.4,O,,,0.692307692,,CondAr,----,----,----,----,----,,385.10915,385.00000,0.10915
18,10,0,11,0,0,,401.0150342,,5083614,6150056,3518160,Yes,,1805671,1753138,2321398,,0.555555556,0.611111111,,401.01503,14,0.777777778,1.4,1.272727273,O,,,0.68,,CondAr,----,----,----,----,----,,401.10776,401.00000,0.10776
18,10,0,12,0,0,,417.0099488,,4176736,4995759,2850307,Yes,,NA,NA,NA,,0.555555556,0.666666667,,417.00995,14,0.777777778,1.4,1.166666667,O,,,0.666666667,,CondAr,----,----,----,----,----,,417.10638,417.00000,0.10638
18,10,0,13,0,0,,433.0048634,,2214059,2708537,1874305,Yes,,NA,NA,NA,,0.555555556,0.722222222,,433.00486,14,0.777777778,1.4,1.076923077,O,,,0.652173913,,----,Aromatic,----,----,----,----,,433.10499,433.00000,0.10499
18,12,0,7,0,0,,339.0510258,,1834488,2123405,1803464,Yes,,NA,NA,NA,,0.666666667,0.388888889,,339.05103,13,0.722222222,1.083333333,1.857142857,O,,,0.655172414,,----,Aromatic,----,----,----,----,,339.12943,339.00000,0.12943
18,12,0,8,0,0,,355.0459404,,3698614,3806611,3260816,Yes,,1614573,2373674,2277183,,0.666666667,0.444444444,,355.04594,13,0.722222222,1.083333333,1.625,O,,,0.642857143,,----,Aromatic,----,----,----,----,,355.12804,355.00000,0.12804
18,12,0,9,0,0,,371.040855,,6626776,7201647,4586546,Yes,,2765694,3029763,3672970,,0.666666667,0.5,,371.04085,13,0.722222222,1.083333333,1.444444444,O,,,0.62962963,,----,Aromatic,----,----,----,----,,371.12665,371.00000,0.12665
18,12,0,10,0,0,,387.0357696,,8286238,10142084,5957480,Yes,,3171633,3276358,3922425,,0.666666667,0.555555556,,387.03577,13,0.722222222,1.083333333,1.3,O,,,0.615384615,,----,Aromatic,----,----,----,----,,387.12527,387.00000,0.12527
18,12,0,11,0,0,,403.0306842,,9131824,10103066,6651858,Yes,,2673456,3375530,3641683,,0.666666667,0.611111111,,403.03068,13,0.722222222,1.083333333,1.181818182,O,,,0.6,,----,Aromatic,----,----,----,----,,403.12388,403.00000,0.12388
18,12,0,12,0,0,,419.0255988,,6391650,7562995,4504003,Yes,,NA,NA,NA,,0.666666667,0.666666667,,419.02560,13,0.722222222,1.083333333,1.083333333,O,,,0.583333333,,----,Aromatic,----,----,----,----,,419.12249,419.00000,0.12249
18,12,0,13,0,0,,435.0205134,,3891200,4898266,2731175,Yes,,NA,NA,NA,,0.666666667,0.722222222,,435.02051,13,0.722222222,1.083333333,1,O,,,0.565217391,,----,Aromatic,----,----,----,----,,435.12111,435.00000,0.12111
18,12,0,14,0,0,,451.015428,,1771044,2210345,1702845,Yes,,NA,NA,NA,,0.666666667,0.777777778,,451.01543,13,0.722222222,1.083333333,0.928571429,O,,,0.545454545,,----,Aromatic,----,----,----,----,,451.11972,451.00000,0.11972
18,13,1,9,0,0,,386.051754,,1997543,1959499,1534557,Yes,,NA,NA,NA,,0.722222222,0.5,,386.05175,13,0.722222222,1,1.444444444,O,,,0.64,,----,Aromatic,----,----,----,----,,386.14102,386.00000,0.14102
18,13,1,10,0,0,,402.0466686,,2011281,2264171,1660250,Yes,,NA,NA,NA,,0.722222222,0.555555556,,402.04667,13,0.722222222,1,1.3,O,,,0.625,,----,Aromatic,----,----,----,----,,402.13964,402.00000,0.13964
18,14,0,7,0,0,,341.0666758,,3213122,2985196,1824910,Yes,,NA,NA,NA,,0.777777778,0.388888889,,341.06668,12,0.666666667,0.857142857,1.714285714,CRAM,,,0.586206897,,----,Aromatic,----,----,----,----,,341.14554,341.00000,0.14554
18,14,0,8,0,0,,357.0615904,,5402796,5754500,4398607,Yes,,2173415,2647292,3565627,,0.777777778,0.444444444,,357.06159,12,0.666666667,0.857142857,1.5,CRAM,,,0.571428571,,----,Aromatic,----,----,----,----,,357.14416,357.00000,0.14416
18,14,0,9,0,0,,373.056505,,9428189,10399337,6749902,Yes,,3358880,4362718,4619923,,0.777777778,0.5,,373.05650,12,0.666666667,0.857142857,1.333333333,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,373.14277,373.00000,0.14277
18,14,0,10,0,0,,389.0514196,,11950726,12911599,7853429,Yes,,3742176,4084384,4937832,,0.777777778,0.555555556,,389.05142,12,0.666666667,0.857142857,1.2,CRAM,,,0.538461538,,----,Aromatic,----,----,----,----,,389.14138,389.00000,0.14138
18,14,0,11,0,0,,405.0463342,,11628623,13126239,8243362,Yes,,3315408,3542265,4423296,,0.777777778,0.611111111,,405.04633,12,0.666666667,0.857142857,1.090909091,CRAM,,,0.52,,----,Aromatic,----,----,----,----,,405.14000,405.00000,0.14000
18,14,0,12,0,0,,421.0412488,,8692549,10686235,6756710,Yes,,2662096,2602664,2418715,,0.777777778,0.666666667,,421.04125,12,0.666666667,0.857142857,1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,421.13861,421.00000,0.13861
18,14,0,13,0,0,,437.0361634,,6078283,7330160,4257733,Yes,,2103167,1702195,2035583,,0.777777778,0.722222222,,437.03616,12,0.666666667,0.857142857,0.923076923,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,437.13722,437.00000,0.13722
18,14,0,14,0,0,,453.031078,,2969980,3541435,2103040,Yes,,NA,NA,NA,,0.777777778,0.777777778,,453.03108,12,0.666666667,0.857142857,0.857142857,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,453.13583,453.00000,0.13583
18,15,1,8,0,0,,372.0724894,,2134372,2451190,1719688,Yes,,NA,NA,NA,,0.833333333,0.444444444,,372.07249,12,0.666666667,0.8,1.5,CRAM,,,0.576923077,,----,Aromatic,----,----,----,----,,372.15853,372.00000,0.15853
18,15,1,9,0,0,,388.067404,,3492189,3076804,2107512,Yes,,NA,NA,NA,,0.833333333,0.5,,388.06740,12,0.666666667,0.8,1.333333333,CRAM,,,0.56,,----,Aromatic,----,----,----,----,,388.15714,388.00000,0.15714
18,15,1,10,0,0,,404.0623186,,3153865,3276230,1662786,Yes,,NA,NA,NA,,0.833333333,0.555555556,,404.06232,12,0.666666667,0.8,1.2,CRAM,,,0.541666667,,----,Aromatic,----,----,----,----,,404.15575,404.00000,0.15575
18,16,0,6,0,0,,327.0874112,,2351913,2051857,1504271,Yes,,NA,NA,NA,,0.888888889,0.333333333,,327.08741,11,0.611111111,0.6875,1.833333333,O,,,0.533333333,,----,Aromatic,----,----,----,----,,327.16305,327.00000,0.16305
18,16,0,7,0,0,,343.0823258,,4020645,4584288,2643564,Yes,,1547486,2694810,2690812,,0.888888889,0.388888889,,343.08233,11,0.611111111,0.6875,1.571428571,CRAM,,,0.517241379,,----,Aromatic,----,----,----,----,,343.16166,343.00000,0.16166
18,16,0,8,0,0,,359.0772404,,8292269,9142655,6209690,Yes,,3690735,5283286,4609346,,0.888888889,0.444444444,,359.07724,11,0.611111111,0.6875,1.375,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,359.16027,359.00000,0.16027
18,16,0,9,0,0,,375.072155,,12894168,12908890,9256290,Yes,,4739517,5474480,5554579,,0.888888889,0.5,,375.07215,11,0.611111111,0.6875,1.222222222,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,375.15888,375.00000,0.15888
18,16,0,10,0,0,,391.0670696,,15137998,16891453,10006371,Yes,,4508789,4797664,5857975,,0.888888889,0.555555556,,391.06707,11,0.611111111,0.6875,1.1,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,391.15750,391.00000,0.15750
18,16,0,11,0,0,,407.0619842,,14018877,15993720,10297667,Yes,,3624007,3911201,4677500,,0.888888889,0.611111111,,407.06198,11,0.611111111,0.6875,1,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,407.15611,407.00000,0.15611
18,16,0,12,0,0,,423.0568988,,10328843,12445480,8100079,Yes,,2721624,3402474,3328513,,0.888888889,0.666666667,,423.05690,11,0.611111111,0.6875,0.916666667,CRAM,,,0.416666667,,----,----,HUnSatLig,----,----,----,,423.15472,423.00000,0.15472
18,16,0,13,0,0,,439.0518134,,7050895,8893694,4522719,Yes,,NA,NA,NA,,0.888888889,0.722222222,,439.05181,11,0.611111111,0.6875,0.846153846,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,439.15334,439.00000,0.15334
18,16,0,14,0,0,,455.046728,,4076768,5144918,2627157,Yes,,NA,NA,NA,,0.888888889,0.777777778,,455.04673,11,0.611111111,0.6875,0.785714286,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,455.15195,455.00000,0.15195
18,17,1,8,0,0,,374.0881394,,2794085,2224108,1937441,Yes,,NA,NA,NA,,0.944444444,0.444444444,,374.08814,11,0.611111111,0.647058824,1.375,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,374.17464,374.00000,0.17464
18,17,1,9,0,0,,390.083054,,3896245,3250465,2163318,Yes,,NA,NA,NA,,0.944444444,0.5,,390.08305,11,0.611111111,0.647058824,1.222222222,CRAM,,,0.48,,----,----,HUnSatLig,----,----,----,,390.17325,390.00000,0.17325
18,17,1,10,0,0,,406.0779686,,3780815,2947828,2345722,Yes,,NA,NA,NA,,0.944444444,0.555555556,,406.07797,11,0.611111111,0.647058824,1.1,CRAM,,,0.458333333,,----,----,HUnSatLig,----,----,----,,406.17187,406.00000,0.17187
18,18,0,6,0,0,,329.1030612,,2424562,2691070,1475414,Yes,,NA,NA,NA,,1,0.333333333,,329.10306,10,0.555555556,0.555555556,1.666666667,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,329.17916,329.00000,0.17916
18,18,0,7,0,0,,345.0979758,,6048800,5570025,4425828,Yes,,2746198,4217612,4702594,,1,0.388888889,,345.09798,10,0.555555556,0.555555556,1.428571429,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,345.17777,345.00000,0.17777
18,18,0,8,0,0,,361.0928904,,12319414,13100161,8571696,Yes,,7658498,8517815,9416785,,1,0.444444444,,361.09289,10,0.555555556,0.555555556,1.25,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,361.17639,361.00000,0.17639
18,18,0,9,0,0,,377.087805,,15817413,15789119,11401194,Yes,,6419665,7456632,7956613,,1,0.5,,377.08780,10,0.555555556,0.555555556,1.111111111,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,377.17500,377.00000,0.17500
18,18,0,10,0,0,,393.0827196,,17313523,18964589,12486960,Yes,,5689069,5922564,7081188,,1,0.555555556,,393.08272,10,0.555555556,0.555555556,1,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,393.17361,393.00000,0.17361
18,18,0,11,0,0,,409.0776342,,15260157,18590824,11346359,Yes,,4206999,5228324,5361740,,1,0.611111111,,409.07763,10,0.555555556,0.555555556,0.909090909,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,409.17223,409.00000,0.17223
18,18,0,12,0,0,,425.0725488,,12274360,14511902,9289824,Yes,,NA,NA,NA,,1,0.666666667,,425.07255,10,0.555555556,0.555555556,0.833333333,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,425.17084,425.00000,0.17084
18,18,0,13,0,0,,441.0674634,,7224781,8436870,5144055,Yes,,1790437,2031376,2140291,,1,0.722222222,,441.06746,10,0.555555556,0.555555556,0.769230769,O,,,0.304347826,,----,----,HUnSatLig,----,----,----,,441.16945,441.00000,0.16945
18,18,0,14,0,0,,457.062378,,3969109,5077245,2801597,Yes,,NA,NA,NA,,1,0.777777778,,457.06238,10,0.555555556,0.555555556,0.714285714,O,,,0.272727273,,----,----,HUnSatLig,----,----,----,,457.16807,457.00000,0.16807
18,19,1,8,0,0,,376.1037894,,2809689,2702039,2252463,Yes,,NA,NA,NA,,1.055555556,0.444444444,,376.10379,10,0.555555556,0.526315789,1.25,CRAM,,,0.423076923,,----,----,HUnSatLig,----,----,----,,376.19076,376.00000,0.19076
18,19,1,9,0,0,,392.098704,,3685868,2942304,2034259,Yes,,NA,NA,NA,,1.055555556,0.5,,392.09870,10,0.555555556,0.526315789,1.111111111,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,392.18937,392.00000,0.18937
18,19,1,10,0,0,,408.0936186,,3634597,3273720,1982340,Yes,,NA,NA,NA,,1.055555556,0.555555556,,408.09362,10,0.555555556,0.526315789,1,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,408.18798,408.00000,0.18798
18,19,1,11,0,0,,424.0885332,,2131684,1993509,1795752,Yes,,NA,NA,NA,,1.055555556,0.611111111,,424.08853,10,0.555555556,0.526315789,0.909090909,CRAM,,,0.347826087,,----,----,HUnSatLig,----,----,----,,424.18660,424.00000,0.18660
18,20,0,6,0,0,,331.1187112,,3845840,3129852,2304175,Yes,,3073581,3159455,3242467,,1.111111111,0.333333333,,331.11871,9,0.5,0.45,1.5,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,331.19528,331.00000,0.19528
18,20,0,7,0,0,,347.1136258,,7191221,5975176,4357752,Yes,,5658601,5755282,6119456,,1.111111111,0.388888889,,347.11363,9,0.5,0.45,1.285714286,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,347.19389,347.00000,0.19389
18,20,0,8,0,0,,363.1085404,,15762886,14407560,10108366,Yes,,11204382,11023261,13198182,,1.111111111,0.444444444,,363.10854,9,0.5,0.45,1.125,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,363.19250,363.00000,0.19250
18,20,0,9,0,0,,379.103455,,17898915,18759445,13679204,Yes,,8673242,9202226,10562408,,1.111111111,0.5,,379.10345,9,0.5,0.45,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,379.19112,379.00000,0.19112
18,20,0,10,0,0,,395.0983696,,18989299,18772602,11832026,Yes,,7181640,7187721,7841517,,1.111111111,0.555555556,,395.09837,9,0.5,0.45,0.9,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,395.18973,395.00000,0.18973
18,20,0,11,0,0,,411.0932842,,14592657,16207152,11002370,Yes,,4753091,4548612,5765361,,1.111111111,0.611111111,,411.09328,9,0.5,0.45,0.818181818,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,411.18834,411.00000,0.18834
18,20,0,12,0,0,,427.0881988,,9646670,11400958,7002045,Yes,,2553394,2642232,3154317,,1.111111111,0.666666667,,427.08820,9,0.5,0.45,0.75,O,,,0.25,,----,----,HUnSatLig,----,----,----,,427.18696,427.00000,0.18696
18,20,0,13,0,0,,443.0831134,,5422346,7257098,3600656,Yes,,NA,NA,NA,,1.111111111,0.722222222,,443.08311,9,0.5,0.45,0.692307692,O,,,0.217391304,,----,----,HUnSatLig,----,----,----,,443.18557,443.00000,0.18557
18,20,0,14,0,0,,459.078028,,2512348,4070578,2458427,Yes,,NA,NA,NA,,1.111111111,0.777777778,,459.07803,9,0.5,0.45,0.642857143,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,459.18418,459.00000,0.18418
18,21,1,9,0,0,,394.114354,,2962430,2431870,1963023,Yes,,NA,NA,NA,,1.166666667,0.5,,394.11435,9,0.5,0.428571429,1,CRAM,,,0.32,,----,----,HUnSatLig,----,----,----,,394.20549,394.00000,0.20549
18,21,1,10,0,0,,410.1092686,,2957390,2813139,1709538,Yes,,NA,NA,NA,,1.166666667,0.555555556,,410.10927,9,0.5,0.428571429,0.9,CRAM,,,0.291666667,,----,----,HUnSatLig,----,----,----,,410.20410,410.00000,0.20410
18,22,0,5,0,0,,317.1394466,,1701471,1585550,1407790,Yes,,1764117,1675119,1982505,,1.222222222,0.277777778,,317.13945,8,0.444444444,0.363636364,1.6,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,317.21278,317.00000,0.21278
18,22,0,6,0,0,,333.1343612,,4420803,3473421,2990620,Yes,,3906583,4626850,4555746,,1.222222222,0.333333333,,333.13436,8,0.444444444,0.363636364,1.333333333,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,333.21139,333.00000,0.21139
