C,H,N,O,S,P,,mass,,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,Initial,AvgInitial,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv,AvgFinal,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
25,42,0,19,0,0,,645.224751,,4010280,3186326,2441917,Yes,3212841,5065205,4431889,4067378,4521490.667,1.68,0.76,,645.22475,5,0.2,0.119047619,0.263157895,O,,,-0.290322581,,----,----,----,----,SatFACarb,----,,645.37395,645,0.37395
25,42,0,20,0,0,,661.2196656,,3979299,3372898,2595456,Yes,3315884.333,3010806,3585578,2900803,3165729,1.68,0.8,,661.21967,5,0.2,0.119047619,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,661.37256,661,0.37256
25,42,0,21,0,0,,677.2145802,,4356513,3925101,3452207,Yes,3911273.667,2629744,2427964,3127964,2728557.333,1.68,0.84,,677.21458,5,0.2,0.119047619,0.238095238,O,,,-0.379310345,,----,----,----,----,SatFACarb,----,,677.37118,677,0.37118
25,42,0,22,0,0,,693.2094948,,3957998,4034188,3576313,Yes,3856166.333,0,0,0,0,1.68,0.88,,693.20949,5,0.2,0.119047619,0.227272727,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,693.36979,693,0.36979
25,46,0,7,0,0,,457.3170758,,1979877,4866642,1831093,Yes,2892537.333,0,0,0,0,1.84,0.28,,457.31708,3,0.12,0.065217391,0.428571429,O,,,-0.023255814,,----,----,----,AlipatNoN,----,----,,457.42282,457,0.42282
25,50,0,2,0,0,,381.3738028,,4991058,3283875,3378081,Yes,3884338,3408048,2583840,2043775,2678554.333,2,0.08,,381.3738,1,0.04,0.02,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,381.46199,381,0.46199
26,32,0,9,0,0,,487.197355,,3853518,3391496,2875266,Yes,3373426.667,6170163,6557055,6600848,6442688.667,1.230769231,0.346153846,,487.19735,11,0.423076923,0.34375,1.222222222,CRAM,,,0.302325581,,----,----,HUnSatLig,----,----,----,,487.31001,487,0.31001
26,32,0,10,0,0,,503.1922696,,4713002,3782562,3226289,Yes,3907284.333,6315228,6511432,5904820,6243826.667,1.230769231,0.384615385,,503.19227,11,0.423076923,0.34375,1.1,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,503.30863,503,0.30863
26,32,0,11,0,0,,519.1871842,,4684733,4737647,3789522,Yes,4403967.333,5043658,5353257,5264034,5220316.333,1.230769231,0.423076923,,519.18718,11,0.423076923,0.34375,1,CRAM,,,0.268292683,,----,----,HUnSatLig,----,----,----,,519.30724,519,0.30724
26,32,0,12,0,0,,535.1820988,,5100871,4405021,2859355,Yes,4121749,3560642,4112137,3441241,3704673.333,1.230769231,0.461538462,,535.1821,11,0.423076923,0.34375,0.916666667,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,535.30585,535,0.30585
26,32,0,13,0,0,,551.1770134,,4140710,4272716,2639437,Yes,3684287.667,2121186,2711598,2591004,2474596,1.230769231,0.5,,551.17701,11,0.423076923,0.34375,0.846153846,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,551.30446,551,0.30446
26,34,0,8,0,0,,473.2180904,,3313673,3217883,2783767,Yes,3105107.667,7334122,6584710,6922384,6947072,1.307692308,0.307692308,,473.21809,10,0.384615385,0.294117647,1.25,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,473.32752,473,0.32752
26,34,0,9,0,0,,489.213005,,4294900,3818613,3971183,Yes,4028232,9489899,9139767,9265323,9298329.667,1.307692308,0.346153846,,489.213,10,0.384615385,0.294117647,1.111111111,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,489.32613,489,0.32613
26,34,0,10,0,0,,505.2079196,,5831259,5753875,4791160,Yes,5458764.667,9338071,9030642,8970717,9113143.333,1.307692308,0.384615385,,505.20792,10,0.384615385,0.294117647,1,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,505.32474,505,0.32474
26,34,0,11,0,0,,521.2028342,,5895152,5512866,4260590,Yes,5222869.333,6966804,7374683,5823146,6721544.333,1.307692308,0.423076923,,521.20283,10,0.384615385,0.294117647,0.909090909,CRAM,,,0.219512195,,----,----,HUnSatLig,----,----,----,,521.32335,521,0.32335
26,34,0,12,0,0,,537.1977488,,6317430,5304083,4198620,Yes,5273377.667,4847920,5084873,4928060,4953617.667,1.307692308,0.461538462,,537.19775,10,0.384615385,0.294117647,0.833333333,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,537.32197,537,0.32197
26,34,0,13,0,0,,553.1926634,,4611790,4536867,3123084,Yes,4090580.333,2914350,3086263,2842856,2947823,1.307692308,0.5,,553.19266,10,0.384615385,0.294117647,0.769230769,O,,,0.179487179,,----,----,HUnSatLig,----,----,----,,553.32058,553,0.32058
26,34,0,14,0,0,,569.187578,,3773405,3388614,2524605,Yes,3228874.667,0,0,0,0,1.307692308,0.538461538,,569.18758,10,0.384615385,0.294117647,0.714285714,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,569.31919,569,0.31919
26,36,0,8,0,0,,475.2337404,,3388445,3278351,3296948,Yes,3321248,8697970,7801329,8597623,8365640.667,1.384615385,0.307692308,,475.23374,9,0.346153846,0.25,1.125,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,475.34363,475,0.34363
26,36,0,9,0,0,,491.228655,,4455708,4238567,4003167,Yes,4232480.667,10339755,9621235,9556170,9839053.333,1.384615385,0.346153846,,491.22865,9,0.346153846,0.25,1,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,491.34224,491,0.34224
26,36,0,10,0,0,,507.2235696,,4887181,4790399,4105264,Yes,4594281.333,9092317,8961170,9097732,9050406.333,1.384615385,0.384615385,,507.22357,9,0.346153846,0.25,0.9,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,507.34086,507,0.34086
26,36,0,11,0,0,,523.2184842,,6083619,5742284,4356849,Yes,5394250.667,7347815,7681916,7391917,7473882.667,1.384615385,0.423076923,,523.21848,9,0.346153846,0.25,0.818181818,CRAM,,,0.170731707,,----,----,HUnSatLig,----,----,----,,523.33947,523,0.33947
26,36,0,12,0,0,,539.2133988,,5101988,4966147,3366991,Yes,4478375.333,4909469,4633216,4786715,4776466.667,1.384615385,0.461538462,,539.2134,9,0.346153846,0.25,0.75,O,,,0.15,,----,----,HUnSatLig,----,----,----,,539.33808,539,0.33808
26,36,0,13,0,0,,555.2083134,,4256501,4477432,2470601,Yes,3734844.667,2397297,2714430,2213555,2441760.667,1.384615385,0.5,,555.20831,9,0.346153846,0.25,0.692307692,O,,,0.128205128,,----,----,HUnSatLig,----,----,----,,555.3367,555,0.3367
26,38,0,9,0,0,,493.244305,,3430214,2795867,2726479,Yes,2984186.667,7927155,7169969,6977773,7358299,1.461538462,0.346153846,,493.2443,8,0.307692308,0.210526316,0.888888889,CRAM,,,0.162790698,,----,----,HUnSatLig,----,----,----,,493.35836,493,0.35836
26,38,0,10,0,0,,509.2392196,,3664576,3758310,2926807,Yes,3449897.667,8332524,6878503,6809129,7340052,1.461538462,0.384615385,,509.23922,8,0.307692308,0.210526316,0.8,CRAM,,,0.142857143,,----,----,HUnSatLig,----,----,----,,509.35697,509,0.35697
26,38,0,11,0,0,,525.2341342,,4350037,4113133,3177181,Yes,3880117,6289089,5615500,5677739,5860776,1.461538462,0.423076923,,525.23413,8,0.307692308,0.210526316,0.727272727,O,,,0.12195122,,----,----,HUnSatLig,----,----,----,,525.35559,525,0.35559
26,38,0,12,0,0,,541.2290488,,3665362,3336942,2672567,Yes,3224957,4536841,4438573,3581431,4185615,1.461538462,0.461538462,,541.22905,8,0.307692308,0.210526316,0.666666667,O,,,0.1,,----,----,HUnSatLig,----,----,----,,541.3542,541,0.3542
26,40,0,20,0,0,,671.2040156,,3425169,3443060,2520446,Yes,3129558.333,0,0,0,0,1.538461538,0.769230769,,671.20402,7,0.269230769,0.175,0.35,O,,,-0.1875,,----,----,----,----,SatFACarb,----,,671.35922,671,0.35922
26,40,0,21,0,0,,687.1989302,,4380756,3375892,2767197,Yes,3507948.333,2575801,2857766,2760289,2731285.333,1.538461538,0.807692308,,687.19893,7,0.269230769,0.175,0.333333333,O,,,-0.225806452,,----,----,----,----,SatFACarb,----,,687.35783,687,0.35783
26,40,0,22,0,0,,703.1938448,,5327818,4490770,3018661,Yes,4279083,3695930,4148678,3907120,3917242.667,1.538461538,0.846153846,,703.19384,7,0.269230769,0.175,0.318181818,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,703.35645,703,0.35645
26,40,0,23,0,0,,719.1887594,,4439742,3497465,2384658,Yes,3440621.667,0,0,0,0,1.538461538,0.884615385,,719.18876,7,0.269230769,0.175,0.304347826,O,,,-0.310344828,,----,----,----,----,SatFACarb,----,,719.35506,719,0.35506
26,42,0,20,0,0,,673.2196656,,4342485,4282648,3900764,Yes,4175299,6649770,6128820,7845566,6874718.667,1.615384615,0.769230769,,673.21967,6,0.230769231,0.142857143,0.3,O,,,-0.25,,----,----,----,----,SatFACarb,----,,673.37534,673,0.37534
26,42,0,21,0,0,,689.2145802,,4644971,3742432,2257287,Yes,3548230,3000788,3102451,3237466,3113568.333,1.615384615,0.807692308,,689.21458,6,0.230769231,0.142857143,0.285714286,O,,,-0.290322581,,----,----,----,----,SatFACarb,----,,689.37395,689,0.37395
26,42,0,22,0,0,,705.2094948,,4332689,3587590,2578445,Yes,3499574.667,2405628,2103201,2586150,2364993,1.615384615,0.846153846,,705.20949,6,0.230769231,0.142857143,0.272727273,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,705.37256,705,0.37256
26,42,0,23,0,0,,721.2044094,,4733858,3786237,3533695,Yes,4017930,0,0,0,0,1.615384615,0.884615385,,721.20441,6,0.230769231,0.142857143,0.260869565,O,,,-0.379310345,,----,----,----,----,SatFACarb,----,,721.37118,721,0.37118
26,52,0,2,0,0,,395.3894528,,4335925,3720887,2714375,Yes,3590395.667,4221885,2553413,2138010,2971102.667,2,0.076923077,,395.38945,1,0.038461538,0.019230769,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,395.48088,395,0.48088
27,32,0,11,0,0,,531.1871842,,3330279,3126047,2541098,Yes,2999141.333,3675115,3874660,3742343,3764039.333,1.185185185,0.407407407,,531.18718,12,0.444444444,0.375,1.090909091,CRAM,,,0.302325581,,----,----,HUnSatLig,----,----,----,,531.31001,531,0.31001
27,32,0,12,0,0,,547.1820988,,3128916,2842263,2691520,Yes,2887566.333,2730805,2291980,3064187,2695657.333,1.185185185,0.444444444,,547.1821,12,0.444444444,0.375,1,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,547.30863,547,0.30863
27,34,0,10,0,0,,517.2079196,,4024203,3786291,3565214,Yes,3791902.667,6540681,6354661,6492820,6462720.667,1.259259259,0.37037037,,517.20792,11,0.407407407,0.323529412,1.1,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,517.32752,517,0.32752
27,34,0,11,0,0,,533.2028342,,5326104,4297505,2829257,Yes,4150955.333,6004822,5478204,5694066,5725697.333,1.259259259,0.407407407,,533.20283,11,0.407407407,0.323529412,1,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,533.32613,533,0.32613
27,34,0,12,0,0,,549.1977488,,4693630,4031091,3424519,Yes,4049746.667,4545424,3750046,4018508,4104659.333,1.259259259,0.444444444,,549.19775,11,0.407407407,0.323529412,0.916666667,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,549.32474,549,0.32474
27,34,0,13,0,0,,565.1926634,,4241313,3701018,2755350,Yes,3565893.667,2741519,2828508,2367386,2645804.333,1.259259259,0.481481481,,565.19266,11,0.407407407,0.323529412,0.846153846,CRAM,,,0.219512195,,----,----,HUnSatLig,----,----,----,,565.32336,565,0.32336
27,36,0,8,0,0,,487.2337404,,3028687,2826250,2574214,Yes,2809717,7898674,6761858,7168145,7276225.667,1.333333333,0.296296296,,487.23374,10,0.37037037,0.277777778,1.25,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,487.34641,487,0.34641
27,36,0,9,0,0,,503.228655,,3619371,3670948,3286708,Yes,3525675.667,8901851,8250187,8702389,8618142.333,1.333333333,0.333333333,,503.22865,10,0.37037037,0.277777778,1.111111111,CRAM,,,0.244444444,,----,----,HUnSatLig,----,----,----,,503.34502,503,0.34502
27,36,0,10,0,0,,519.2235696,,5463998,4557424,4161235,Yes,4727552.333,8795595,9256746,8792738,8948359.667,1.333333333,0.37037037,,519.22357,10,0.37037037,0.277777778,1,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,519.34363,519,0.34363
27,36,0,11,0,0,,535.2184842,,5608775,5294877,3967320,Yes,4956990.667,7162052,8072968,7805529,7680183,1.333333333,0.407407407,,535.21848,10,0.37037037,0.277777778,0.909090909,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,535.34225,535,0.34225
27,36,0,12,0,0,,551.2133988,,5666471,5518924,3780681,Yes,4988692,5024740,4768812,4868379,4887310.333,1.333333333,0.444444444,,551.2134,10,0.37037037,0.277777778,0.833333333,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,551.34086,551,0.34086
27,36,0,13,0,0,,567.2083134,,4812736,4745455,3137124,Yes,4231771.667,3372292,3319909,3035999,3242733.333,1.333333333,0.481481481,,567.20831,10,0.37037037,0.277777778,0.769230769,O,,,0.170731707,,----,----,HUnSatLig,----,----,----,,567.33947,567,0.33947
27,38,0,9,0,0,,505.244305,,3726940,3382293,3582843,Yes,3564025.333,9592023,8717301,8530398,8946574,1.407407407,0.333333333,,505.2443,9,0.333333333,0.236842105,1,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,505.36114,505,0.36114
27,38,0,10,0,0,,521.2392196,,4207601,4261539,3135214,Yes,3868118,8594966,9107292,7942826,8548361.333,1.407407407,0.37037037,,521.23922,9,0.333333333,0.236842105,0.9,CRAM,,,0.181818182,,----,----,HUnSatLig,----,----,----,,521.35975,521,0.35975
27,38,0,11,0,0,,537.2341342,,5136759,4900626,3674329,Yes,4570571.333,7698738,7907016,7430715,7678823,1.407407407,0.407407407,,537.23413,9,0.333333333,0.236842105,0.818181818,CRAM,,,0.162790698,,----,----,HUnSatLig,----,----,----,,537.35836,537,0.35836
27,38,0,12,0,0,,553.2290488,,5224143,5363234,3094408,Yes,4560595,4868144,5680053,4587751,5045316,1.407407407,0.444444444,,553.22905,9,0.333333333,0.236842105,0.75,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,553.35697,553,0.35697
27,38,0,13,0,0,,569.2239634,,3725277,3818693,1986490,Yes,3176820,2792681,3117042,2913060,2940927.667,1.407407407,0.481481481,,569.22396,9,0.333333333,0.236842105,0.692307692,O,,,0.12195122,,----,----,HUnSatLig,----,----,----,,569.35559,569,0.35559
27,40,0,10,0,0,,523.2548696,,3814436,3662541,2274544,Yes,3250507,7163497,7440252,5841581,6815110,1.481481481,0.37037037,,523.25487,8,0.296296296,0.2,0.8,O,,,0.136363636,,----,----,HUnSatLig,----,----,----,,523.37586,523,0.37586
27,40,0,11,0,0,,539.2497842,,3341733,3604227,2440269,Yes,3128743,5620127,6387327,5245467,5750973.667,1.481481481,0.407407407,,539.24978,8,0.296296296,0.2,0.727272727,O,,,0.11627907,,----,----,HUnSatLig,----,----,----,,539.37448,539,0.37448
27,40,0,12,0,0,,555.2446988,,3805941,3816951,2298565,Yes,3307152.333,4030578,4366140,3898546,4098421.333,1.481481481,0.444444444,,555.2447,8,0.296296296,0.2,0.666666667,O,,,0.095238095,,----,----,HUnSatLig,----,----,----,,555.37309,555,0.37309
27,42,0,23,0,0,,733.2044094,,3886104,2937359,2450844,Yes,3091435.667,0,0,0,0,1.555555556,0.851851852,,733.20441,7,0.259259259,0.166666667,0.304347826,O,,,-0.290322581,,----,----,----,----,SatFACarb,----,,733.37395,733,0.37395
27,44,0,23,0,0,,735.2200594,,3245213,2914830,2333149,Yes,2831064,2706359,2009146,2712477,2475994,1.62962963,0.851851852,,735.22006,6,0.222222222,0.136363636,0.260869565,O,,,-0.35483871,,----,----,----,----,SatFACarb,----,,735.39007,735,0.39007
27,46,0,4,1,0,,465.3044027,,5097434,3266965,3075719,Yes,3813372.667,5471996,3658913,3673438,4268115.667,1.703703704,0.148148148,,465.3044,5,0.185185185,0.108695652,1.25,O,,,0.083333333,,----,----,----,AlipatNoN,----,----,,465.412,465,0.412
28,34,0,12,0,0,,561.1977488,,3543904,2739571,2218632,Yes,2834035.667,3038455,3561934,3261453,3287280.667,1.214285714,0.428571429,,561.19775,12,0.428571429,0.352941176,1,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,561.32752,561,0.32752
28,36,0,10,0,0,,531.2235696,,3374312,2486047,2748968,Yes,2869775.667,6860781,6223716,6435462,6506653,1.285714286,0.357142857,,531.22357,11,0.392857143,0.305555556,1.1,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,531.34641,531,0.34641
28,36,0,11,0,0,,547.2184842,,4341332,3461782,2433980,Yes,3412364.667,5659446,5524746,5589370,5591187.333,1.285714286,0.392857143,,547.21848,11,0.392857143,0.305555556,1,CRAM,,,0.244444444,,----,----,HUnSatLig,----,----,----,,547.34502,547,0.34502
28,36,0,12,0,0,,563.2133988,,4285314,4052294,3310539,Yes,3882715.667,4641034,3861843,3907539,4136805.333,1.285714286,0.428571429,,563.2134,11,0.392857143,0.305555556,0.916666667,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,563.34363,563,0.34363
28,36,0,13,0,0,,579.2083134,,4072532,3030045,2437900,Yes,3180159,2916171,3000842,2588166,2835059.667,1.285714286,0.464285714,,579.20831,11,0.392857143,0.305555556,0.846153846,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,579.34225,579,0.34225
28,38,0,9,0,0,,517.244305,,3692428,2726452,3080863,Yes,3166581,8336778,7022310,8067732,7808940,1.357142857,0.321428571,,517.2443,10,0.357142857,0.263157895,1.111111111,CRAM,,,0.234042553,,----,----,HUnSatLig,----,----,----,,517.36391,517,0.36391
28,38,0,10,0,0,,533.2392196,,4572440,3586849,3681735,Yes,3947008,8804440,8361787,8254065,8473430.667,1.357142857,0.357142857,,533.23922,10,0.357142857,0.263157895,1,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,533.36252,533,0.36252
28,38,0,11,0,0,,549.2341342,,4841086,4064882,3675395,Yes,4193787.667,7340945,6530204,7057739,6976296,1.357142857,0.392857143,,549.23413,10,0.357142857,0.263157895,0.909090909,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,549.36114,549,0.36114
28,38,0,12,0,0,,565.2290488,,4631458,4287770,3315475,Yes,4078234.333,5295375,5048538,5353369,5232427.333,1.357142857,0.428571429,,565.22905,10,0.357142857,0.263157895,0.833333333,CRAM,,,0.181818182,,----,----,HUnSatLig,----,----,----,,565.35975,565,0.35975
28,38,0,13,0,0,,581.2239634,,3880036,3134467,2130595,Yes,3048366,3312322,2819001,2587086,2906136.333,1.357142857,0.464285714,,581.22396,10,0.357142857,0.263157895,0.769230769,O,,,0.162790698,,----,----,HUnSatLig,----,----,----,,581.35836,581,0.35836
28,40,0,10,0,0,,535.2548696,,3784008,3309341,2463574,Yes,3185641,7731398,7085831,7162456,7326561.667,1.428571429,0.357142857,,535.25487,9,0.321428571,0.225,0.9,CRAM,,,0.173913043,,----,----,HUnSatLig,----,----,----,,535.37864,535,0.37864
28,40,0,11,0,0,,551.2497842,,4173479,4077131,3291206,Yes,3847272,6026213,5887017,6033690,5982306.667,1.428571429,0.392857143,,551.24978,9,0.321428571,0.225,0.818181818,CRAM,,,0.155555556,,----,----,HUnSatLig,----,----,----,,551.37725,551,0.37725
28,40,0,12,0,0,,567.2446988,,3971009,3679470,2606689,Yes,3419056,4986116,4827235,4164446,4659265.667,1.428571429,0.428571429,,567.2447,9,0.321428571,0.225,0.75,O,,,0.136363636,,----,----,HUnSatLig,----,----,----,,567.37587,567,0.37587
28,43,0,4,0,1,,473.2826185,,3358730,3057117,3359260,Yes,3258369,4168934,4808073,3503247,4160084.667,1.535714286,0.142857143,,473.28262,8,0.285714286,0.186046512,2,O,,,0.22,,----,----,----,AlipatNoN,----,----,,473.39206,473,0.39206
29,38,0,10,0,0,,545.2392196,,2811434,3079863,2612844,Yes,2834713.667,5718743,5782897,5540262,5680634,1.310344828,0.344827586,,545.23922,11,0.379310345,0.289473684,1.1,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,545.3653,545,0.3653
29,38,0,11,0,0,,561.2341342,,3710817,3258738,2944132,Yes,3304562.333,5193975,5423564,5285900,5301146.333,1.310344828,0.379310345,,561.23413,11,0.379310345,0.289473684,1,CRAM,,,0.234042553,,----,----,HUnSatLig,----,----,----,,561.36391,561,0.36391
29,38,0,12,0,0,,577.2290488,,3662912,3316793,2579326,Yes,3186343.667,4451266,4443743,4159037,4351348.667,1.310344828,0.413793103,,577.22905,11,0.379310345,0.289473684,0.916666667,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,577.36252,577,0.36252
29,38,0,13,0,0,,593.2239634,,3458154,3090311,1999591,Yes,2849352,3283601,2778174,2507918,2856564.333,1.310344828,0.448275862,,593.22396,11,0.379310345,0.289473684,0.846153846,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,593.36114,593,0.36114
29,40,0,10,0,0,,547.2548696,,3638869,3360406,2752953,Yes,3250742.667,7140152,6587656,6308218,6678675.333,1.379310345,0.344827586,,547.25487,10,0.344827586,0.25,1,CRAM,,,0.208333333,,----,----,HUnSatLig,----,----,----,,547.38141,547,0.38141
29,40,0,11,0,0,,563.2497842,,4176770,3868997,2783175,Yes,3609647.333,6376714,6347089,6338514,6354105.667,1.379310345,0.379310345,,563.24978,10,0.344827586,0.25,0.909090909,CRAM,,,0.191489362,,----,----,HUnSatLig,----,----,----,,563.38003,563,0.38003
29,40,0,12,0,0,,579.2446988,,3624020,3446812,2568970,Yes,3213267.333,4590408,4020744,4591109,4400753.667,1.379310345,0.413793103,,579.2447,10,0.344827586,0.25,0.833333333,CRAM,,,0.173913043,,----,----,HUnSatLig,----,----,----,,579.37864,579,0.37864
29,42,0,10,0,0,,549.2705196,,2815615,3042929,2550016,Yes,2802853.333,6382483,5014682,6515018,5970727.667,1.448275862,0.344827586,,549.27052,9,0.310344828,0.214285714,0.9,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,549.39753,549,0.39753
29,42,0,11,0,0,,565.2654342,,3213219,3203353,2175760,Yes,2864110.667,4503823,5169368,4734872,4802687.667,1.448275862,0.379310345,,565.26543,9,0.310344828,0.214285714,0.818181818,CRAM,,,0.14893617,,----,----,HUnSatLig,----,----,----,,565.39614,565,0.39614
33,10,0,1,0,0,,421.0658882,,3679260,3693206,3587542,Yes,3653336,0,0,0,0,0.303030303,0.03030303,,421.06589,29,0.878787879,2.9,29,O,,,0.876923077,,CondAr,----,----,----,----,----,,421.16325,421,0.16325
34,12,0,1,0,0,,435.0815382,,3970049,4035585,3983510,Yes,3996381.333,0,0,0,0,0.352941176,0.029411765,,435.08154,29,0.852941176,2.416666667,29,O,,,0.850746269,,CondAr,----,----,----,----,----,,435.18214,435,0.18214
11,14,0,11,0,0,,321.0463342,,2112036,2821090,1743666,Yes,2225597.333,0,0,0,0,1.272727273,1,,321.04633,5,0.454545455,0.357142857,0.454545455,O,,,-0.090909091,,----,----,HUnSatLig,----,----,----,,321.12057,321,0.12057
11,16,0,10,0,0,,307.0670696,,2215157,2028892,1475913,Yes,1906654,0,0,0,0,1.454545455,0.909090909,,307.06707,4,0.363636364,0.25,0.4,O,,,-0.166666667,,----,----,HUnSatLig,----,----,----,,307.13807,307,0.13807
11,18,0,10,0,0,,309.0827196,,2128904,2260596,1756714,Yes,2048738,0,0,0,0,1.636363636,0.909090909,,309.08272,3,0.272727273,0.166666667,0.3,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,309.15419,309,0.15419
11,18,0,12,0,0,,341.0725488,,2765411,3194010,2343180,Yes,2767533.667,0,0,0,0,1.636363636,1.090909091,,341.07255,3,0.272727273,0.166666667,0.25,O,,,-0.6,,----,----,----,----,SatFACarb,----,,341.15142,341,0.15142
11,18,0,12,1,0,,373.0446195,,2871692,2752017,1850246,Yes,2491318.333,0,0,0,0,1.636363636,1.090909091,,373.04462,3,0.272727273,0.166666667,0.25,O,,,-1,,----,----,----,----,SatFACarb,----,,373.13088,373,0.13088
11,18,0,13,1,0,,389.0395341,,1576129,2386788,1554352,Yes,1839089.667,0,0,0,0,1.636363636,1.181818182,,389.03953,3,0.272727273,0.166666667,0.230769231,O,,,-1.285714286,,----,----,----,----,SatFACarb,----,,389.12949,389,0.12949
12,12,0,11,0,0,,331.0306842,,1659688,1469050,1417905,Yes,1515547.667,0,0,0,0,1,0.916666667,,331.03068,7,0.583333333,0.583333333,0.636363636,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,331.10723,331,0.10723
12,14,0,11,0,0,,333.0463342,,3058614,2416942,2416693,Yes,2630749.667,0,0,0,0,1.166666667,0.916666667,,333.04633,6,0.5,0.428571429,0.545454545,O,,,0.076923077,,----,----,HUnSatLig,----,----,----,,333.12335,333,0.12335
12,16,0,9,0,0,,303.072155,,1419498,1400144,1368225,Yes,1395955.667,0,0,0,0,1.333333333,0.75,,303.07215,5,0.416666667,0.3125,0.555555556,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,303.14224,303,0.14224
12,19,1,10,0,0,,336.0936186,,1870118,2294753,1474470,Yes,1879780.333,0,0,0,0,1.583333333,0.833333333,,336.09362,4,0.333333333,0.210526316,0.4,O,,,-0.25,,----,----,----,----,SatFACarb,----,,336.17134,336,0.17134
12,19,1,11,0,0,,352.0885332,,2167023,2695303,1738445,Yes,2200257,0,0,0,0,1.583333333,0.916666667,,352.08853,4,0.333333333,0.210526316,0.363636364,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,352.16995,352,0.16995
13,10,0,10,0,0,,325.0201196,,2040014,1967293,1779864,Yes,1929057,0,0,0,0,0.769230769,0.769230769,,325.02012,9,0.692307692,0.9,0.9,O,,,0.5,,----,----,HUnSatLig,----,----,----,,325.09528,325,0.09528
13,12,0,10,0,0,,327.0357696,,2571064,2629189,1959911,Yes,2386721.333,0,0,0,0,0.923076923,0.769230769,,327.03577,8,0.615384615,0.666666667,0.8,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,327.11139,327,0.11139
13,12,0,11,0,0,,343.0306842,,2795556,2722962,2815214,Yes,2777910.667,0,0,0,0,0.923076923,0.846153846,,343.03068,8,0.615384615,0.666666667,0.727272727,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,343.11,343,0.11
13,12,0,12,0,0,,359.0255988,,2354752,2275546,2140002,Yes,2256766.667,0,0,0,0,0.923076923,0.923076923,,359.0256,8,0.615384615,0.666666667,0.666666667,O,,,0.285714286,,----,----,HUnSatLig,----,----,----,,359.10862,359,0.10862
13,14,0,9,0,0,,313.056505,,2075456,2444477,1986816,Yes,2168916.333,0,0,0,0,1.076923077,0.692307692,,313.0565,7,0.538461538,0.5,0.777777778,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,313.12889,313,0.12889
13,16,0,9,0,0,,315.072155,,2530414,2835446,2750717,Yes,2705525.667,0,0,0,0,1.230769231,0.692307692,,315.07215,6,0.461538462,0.375,0.666666667,O,,,0.176470588,,----,----,HUnSatLig,----,----,----,,315.14501,315,0.14501
