mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
414.1994208,414.19942,17,29,5,7,0,0,1.705882353,0.411764706,6,0.352941176,0.206896552,0.857142857,CRAM,0,----,----,----,----,----,Alipat+N,414.2952,414,0.2952,0,0,0,2260561,3119391,2085285
409.1715342,409.17153,17,30,0,11,0,0,1.764705882,0.647058824,3,0.176470588,0.1,0.272727273,O,-0.217391304,----,----,----,----,SatFACarb,----,409.26615,409,0.26615,0,0,0,2973094,3126063,2880084
425.1664488,425.16645,17,30,0,12,0,0,1.764705882,0.705882353,3,0.176470588,0.1,0.25,O,-0.272727273,----,----,----,----,SatFACarb,----,425.26476,425,0.26476,0,0,0,2664403,2431259,2082766
341.2081946,341.20819,17,30,2,5,0,0,1.764705882,0.294117647,4,0.235294118,0.133333333,0.8,O,0.04,----,----,----,----,----,Alipat+N,341.28709,341,0.28709,0,0,0,3091113,3357798,3124922
472.1494185,472.14942,17,31,1,12,1,0,1.823529412,0.705882353,3,0.176470588,0.096774194,0.25,O,-0.5,----,----,----,----,SatFACarb,----,472.2586,472,0.2586,0,0,0,2434919,2235422,1735769
356.2190936,356.21909,17,31,3,5,0,0,1.823529412,0.294117647,4,0.235294118,0.129032258,0.8,O,0,----,----,----,----,----,Alipat+N,356.30146,356,0.30146,0,0,0,1723047,1683917,1605370
315.2176966,315.2177,17,32,0,5,0,0,1.882352941,0.294117647,2,0.117647059,0.0625,0.4,O,-0.034482759,----,----,----,AlipatNoN,----,----,315.29059,315,0.29059,0,0,0,2064596,2318074,2331856
363.2024404,363.20244,17,32,0,8,0,0,1.882352941,0.470588235,2,0.117647059,0.0625,0.25,O,-0.153846154,----,----,----,AlipatNoN,----,----,363.28643,363,0.28643,0,0,0,4152131,3039167,3570571
390.2068143,390.20681,17,33,3,5,1,0,1.941176471,0.294117647,3,0.176470588,0.090909091,0.6,O,-0.19047619,----,----,----,----,----,Alipat+N,390.29704,390,0.29704,0,0,0,2917214,2622958,2987455
365.2003319,365.20033,17,34,0,6,1,0,2,0.352941176,1,0.058823529,0.029411765,0.166666667,O,-0.230769231,----,----,----,AlipatNoN,----,----,365.28478,365,0.28478,0,0,0,3412574,3270304,4692636
381.1952465,381.19525,17,34,0,7,1,0,2,0.411764706,1,0.058823529,0.029411765,0.142857143,O,-0.28,----,----,----,AlipatNoN,----,----,381.28339,381,0.28339,0,0,0,3211506,3109623,3829331
351.2210673,351.22107,17,36,0,5,1,0,2.117647059,0.294117647,0,0,0,0,O,-0.259259259,----,----,----,AlipatNoN,----,----,351.30228,351,0.30228,0,0,0,4368245,3557105,2970558
319.1550966,319.1551,18,24,0,5,0,0,1.333333333,0.277777778,7,0.388888889,0.291666667,1.4,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,319.2289,319,0.2289,0,0,0,1945975,2533635,2681764
479.1042426,479.10424,18,24,0,15,0,0,1.333333333,0.833333333,7,0.388888889,0.291666667,0.466666667,O,-0.047619048,----,----,HUnSatLig,----,----,----,479.21503,479,0.21503,0,0,0,2681832,3102074,2463484
527.0889864,527.08899,18,24,0,18,0,0,1.333333333,1,7,0.388888889,0.291666667,0.388888889,O,-0.222222222,----,----,HUnSatLig,----,----,----,527.21087,527,0.21087,0,0,0,5500364,5406391,3953036
347.1612446,347.16124,18,24,2,5,0,0,1.333333333,0.277777778,8,0.444444444,0.333333333,1.6,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,347.24152,347,0.24152,0,0,0,2059257,2387106,2163504
362.1721436,362.17214,18,25,3,5,0,0,1.388888889,0.277777778,8,0.444444444,0.32,1.6,CRAM,0.32,----,----,HUnSatLig,----,----,----,362.25589,362,0.25589,0,0,0,2116011,1862212,1689079
481.1198926,481.11989,18,26,0,15,0,0,1.444444444,0.833333333,6,0.333333333,0.230769231,0.4,O,-0.142857143,----,----,HUnSatLig,----,----,----,481.23114,481,0.23114,0,0,0,2419539,2478220,2257885
513.1097218,513.10972,18,26,0,17,0,0,1.444444444,0.944444444,6,0.333333333,0.230769231,0.352941176,O,-0.263157895,----,----,HUnSatLig,----,----,----,513.22837,513,0.22837,0,0,0,2060686,2342437,1652690
545.099551,545.09955,18,26,0,19,0,0,1.444444444,1.055555556,6,0.333333333,0.230769231,0.315789474,O,-0.411764706,----,----,HUnSatLig,----,----,----,545.2256,545,0.2256,0,0,0,5409955,5113052,3946262
393.1779572,393.17796,18,26,4,6,0,0,1.444444444,0.333333333,8,0.444444444,0.307692308,1.333333333,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,393.26887,393,0.26887,0,0,0,3063050,2994973,2728190
348.192879,348.19288,18,27,3,4,0,0,1.5,0.222222222,7,0.388888889,0.259259259,1.75,CRAM,0.269230769,----,----,----,----,----,Alipat+N,348.27339,348,0.27339,0,0,0,2377557,2365172,2707345
396.1776228,396.17762,18,27,3,7,0,0,1.5,0.388888889,7,0.388888889,0.259259259,1,CRAM,0.173913043,----,----,----,----,----,Alipat+N,396.26923,396,0.26923,0,0,0,2851964,2802705,3002867
435.1507988,435.1508,18,28,0,12,0,0,1.555555556,0.666666667,5,0.277777778,0.178571429,0.416666667,O,-0.083333333,----,----,----,----,SatFACarb,----,435.25142,435,0.25142,0,0,0,3125581,2405185,2060275
515.1253718,515.12537,18,28,0,17,0,0,1.555555556,0.944444444,5,0.277777778,0.178571429,0.294117647,O,-0.368421053,----,----,----,----,SatFACarb,----,515.24449,515,0.24449,0,0,0,7252713,8697599,5892180
395.1936072,395.19361,18,28,4,6,0,0,1.555555556,0.333333333,7,0.388888889,0.25,1.166666667,CRAM,0.181818182,----,----,----,----,----,Alipat+N,395.28499,395,0.28499,0,0,0,3814755,4010273,4635396
443.178351,443.17835,18,28,4,9,0,0,1.555555556,0.5,7,0.388888889,0.25,0.777777778,CRAM,0.052631579,----,----,----,----,----,Alipat+N,443.28083,443,0.28083,0,0,0,2338845,2590464,2312706
426.1994208,426.19942,18,29,5,7,0,0,1.611111111,0.388888889,7,0.388888889,0.24137931,1,CRAM,0.105263158,----,----,----,----,----,Alipat+N,426.29797,426,0.29797,0,0,0,3328008,3053356,2782126
421.1715342,421.17153,18,30,0,11,0,0,1.666666667,0.611111111,4,0.222222222,0.133333333,0.363636364,O,-0.12,----,----,----,----,SatFACarb,----,421.26892,421,0.26892,0,0,0,3462873,3093165,2271770
465.1725968,465.1726,18,30,2,12,0,0,1.666666667,0.666666667,5,0.277777778,0.166666667,0.416666667,O,-0.2,----,----,----,----,SatFACarb,----,465.28016,465,0.28016,0,0,0,2912169,2127222,2192522
381.2143426,381.21434,18,30,4,5,0,0,1.666666667,0.277777778,6,0.333333333,0.2,1.2,CRAM,0.130434783,----,----,----,----,----,Alipat+N,381.30249,381,0.30249,0,0,0,2054393,2239741,2246234
445.194001,445.194,18,30,4,9,0,0,1.666666667,0.5,6,0.333333333,0.2,0.666666667,O,-0.052631579,----,----,----,----,----,Alipat+N,445.29695,445,0.29695,0,0,0,3181144,2732278,2527629
421.1632915,421.16329,18,31,0,9,0,1,1.722222222,0.5,4,0.222222222,0.129032258,0.444444444,O,-0.08,----,----,----,AlipatNoN,----,----,421.26068,421,0.26068,0,0,0,2159833,2317997,2199578
416.2038374,416.20384,18,31,3,8,0,0,1.722222222,0.444444444,5,0.277777778,0.161290323,0.625,O,-0.045454545,----,----,----,----,----,Alipat+N,416.30008,416,0.30008,0,0,0,2447147,2453424,1756396
439.1820988,439.1821,18,32,0,12,0,0,1.777777778,0.666666667,3,0.166666667,0.09375,0.25,O,-0.25,----,----,----,----,SatFACarb,----,439.28365,439,0.28365,0,0,0,4111797,2809120,2756857
313.238432,313.23843,18,34,0,4,0,0,1.888888889,0.222222222,2,0.111111111,0.058823529,0.5,O,0,----,----,----,AlipatNoN,----,----,313.31086,313,0.31086,0,0,0,2079128,1429640,1560955
393.1952465,393.19525,18,34,0,7,1,0,1.888888889,0.388888889,2,0.111111111,0.058823529,0.285714286,O,-0.185185185,----,----,----,AlipatNoN,----,----,393.28617,393,0.28617,0,0,0,2388240,3151650,2612482
409.1901611,409.19016,18,34,0,8,1,0,1.888888889,0.444444444,2,0.111111111,0.058823529,0.25,O,-0.230769231,----,----,----,AlipatNoN,----,----,409.28478,409,0.28478,0,0,0,3766697,4179761,3561558
409.2079196,409.20792,18,34,0,10,0,0,1.888888889,0.555555556,2,0.111111111,0.058823529,0.2,O,-0.230769231,----,----,----,AlipatNoN,----,----,409.30254,409,0.30254,0,0,0,2901931,2713395,2560088
505.1336475,505.13365,18,35,0,10,2,1,1.944444444,0.555555556,2,0.111111111,0.057142857,0.2,O,-0.55,----,----,----,AlipatNoN,----,----,505.25045,505,0.25045,0,0,0,4844487,3965502,3216662
347.2261527,347.22615,18,36,0,4,1,0,2,0.222222222,1,0.055555556,0.027777778,0.25,O,-0.133333333,----,----,----,AlipatNoN,----,----,347.30644,347,0.30644,0,0,0,16115727,10386871,3467846
363.2210673,363.22107,18,36,0,5,1,0,2,0.277777778,1,0.055555556,0.027777778,0.2,O,-0.172413793,----,----,----,AlipatNoN,----,----,363.30506,363,0.30506,0,0,0,5110602,3710918,3470226
379.2159819,379.21598,18,36,0,6,1,0,2,0.333333333,1,0.055555556,0.027777778,0.166666667,O,-0.214285714,----,----,----,AlipatNoN,----,----,379.30367,379,0.30367,0,0,0,3568133,3147865,2572689
333.2468881,333.24689,18,38,0,3,1,0,2.111111111,0.166666667,0,0,0,0,O,-0.161290323,----,----,----,AlipatNoN,----,----,333.32395,333,0.32395,0,0,0,90478643,58015168,22764543
349.2418027,349.2418,18,38,0,4,1,0,2.111111111,0.222222222,0,0,0,0,O,-0.2,----,----,----,AlipatNoN,----,----,349.32256,349,0.32256,0,0,0,8641213,5989457,2226430
365.2367173,365.23672,18,38,0,5,1,0,2.111111111,0.277777778,0,0,0,0,O,-0.24137931,----,----,----,AlipatNoN,----,----,365.32117,365,0.32117,0,0,0,2144365,2067630,1920426
372.1564936,372.15649,19,23,3,5,0,0,1.210526316,0.263157895,10,0.526315789,0.434782609,2,O,0.444444444,----,----,HUnSatLig,----,----,----,372.24255,372,0.24255,0,0,0,3541819,3878040,3753273
388.1514082,388.15141,19,23,3,6,0,0,1.210526316,0.315789474,10,0.526315789,0.434782609,1.666666667,CRAM,0.423076923,----,----,HUnSatLig,----,----,----,388.24116,388,0.24116,0,0,0,2436784,3155863,2493781
541.1046364,541.10464,19,26,0,18,0,0,1.368421053,0.947368421,7,0.368421053,0.269230769,0.388888889,O,-0.2,----,----,HUnSatLig,----,----,----,541.22976,541,0.22976,0,0,0,8216438,8160423,6367215
361.1768946,361.17689,19,26,2,5,0,0,1.368421053,0.263157895,8,0.421052632,0.307692308,1.6,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,361.26041,361,0.26041,0,0,0,1901091,1567446,2065522
360.192879,360.19288,19,27,3,4,0,0,1.421052632,0.210526316,8,0.421052632,0.296296296,2,O,0.321428571,----,----,HUnSatLig,----,----,----,360.27617,360,0.27617,0,0,0,1513889,1602925,1632755
479.140628,479.14063,19,28,0,14,0,0,1.473684211,0.736842105,6,0.315789474,0.214285714,0.428571429,O,-0.083333333,----,----,HUnSatLig,----,----,----,479.25142,479,0.25142,0,0,0,2206191,1860479,1745664
495.1355426,495.13554,19,28,0,15,0,0,1.473684211,0.789473684,6,0.315789474,0.214285714,0.4,O,-0.130434783,----,----,HUnSatLig,----,----,----,495.25004,495,0.25004,0,0,0,3007489,2602137,2158740
511.1304572,511.13046,19,28,0,16,0,0,1.473684211,0.842105263,6,0.315789474,0.214285714,0.375,O,-0.181818182,----,----,HUnSatLig,----,----,----,511.24865,511,0.24865,0,0,0,2828333,2622272,2359102
559.115201,559.1152,19,28,0,19,0,0,1.473684211,1,6,0.315789474,0.214285714,0.315789474,O,-0.368421053,----,----,HUnSatLig,----,----,----,559.24449,559,0.24449,0,0,0,5610338,5056730,3961749
391.1986926,391.19869,19,28,4,5,0,0,1.473684211,0.263157895,8,0.421052632,0.285714286,1.6,CRAM,0.28,----,----,HUnSatLig,----,----,----,391.28915,391,0.28915,0,0,0,3311775,3256581,3624668
362.208529,362.20853,19,29,3,4,0,0,1.526315789,0.210526316,7,0.368421053,0.24137931,1.75,CRAM,0.25,----,----,----,----,----,Alipat+N,362.29228,362,0.29228,0,0,0,2385337,1511505,1763333
410.1932728,410.19327,19,29,3,7,0,0,1.526315789,0.368421053,7,0.368421053,0.24137931,1,CRAM,0.16,----,----,----,----,----,Alipat+N,410.28812,410,0.28812,0,0,0,2745409,2789796,2655917
337.2020466,337.20205,19,30,0,5,0,0,1.578947368,0.263157895,5,0.263157895,0.166666667,1,O,0.151515152,----,----,----,AlipatNoN,----,----,337.28002,337,0.28002,0,0,0,3027513,3295208,3337769
465.1613634,465.16136,19,30,0,13,0,0,1.578947368,0.684210526,5,0.263157895,0.166666667,0.384615385,O,-0.12,----,----,----,----,SatFACarb,----,465.26893,465,0.26893,0,0,0,2585512,2720629,2691722
481.156278,481.15628,19,30,0,14,0,0,1.578947368,0.736842105,5,0.263157895,0.166666667,0.357142857,O,-0.166666667,----,----,----,----,SatFACarb,----,481.26754,481,0.26754,0,0,0,3700058,3327121,3395041
529.1410218,529.14102,19,30,0,17,0,0,1.578947368,0.894736842,5,0.263157895,0.166666667,0.294117647,O,-0.333333333,----,----,----,----,SatFACarb,----,529.26338,529,0.26338,0,0,0,2104520,1730852,1899899
409.2092572,409.20926,19,30,4,6,0,0,1.578947368,0.315789474,7,0.368421053,0.233333333,1.166666667,CRAM,0.166666667,----,----,----,----,----,Alipat+N,409.30388,409,0.30388,0,0,0,2922923,3066676,2942040
457.194001,457.194,19,30,4,9,0,0,1.578947368,0.473684211,7,0.368421053,0.233333333,0.777777778,CRAM,0.047619048,----,----,----,----,----,Alipat+N,457.29972,457,0.29972,0,0,0,3255457,2957209,3335140
412.2089228,412.20892,19,31,3,7,0,0,1.631578947,0.368421053,6,0.315789474,0.193548387,0.857142857,O,0.08,----,----,----,----,----,Alipat+N,412.30424,412,0.30424,0,0,0,4424539,3685490,3114300
428.2038374,428.20384,19,31,3,8,0,0,1.631578947,0.421052632,6,0.315789474,0.193548387,0.75,O,0.041666667,----,----,----,----,----,Alipat+N,428.30285,428,0.30285,0,0,0,3148388,3047235,2893153
440.2150708,440.21507,19,31,5,7,0,0,1.631578947,0.368421053,7,0.368421053,0.225806452,1,CRAM,0.095238095,----,----,----,----,----,Alipat+N,440.31686,440,0.31686,0,0,0,2684879,2497815,2183864
339.2176966,339.2177,19,32,0,5,0,0,1.684210526,0.263157895,4,0.210526316,0.125,0.8,O,0.090909091,----,----,----,AlipatNoN,----,----,339.29614,339,0.29614,0,0,0,2093160,2553377,2791530
419.1922696,419.19227,19,32,0,10,0,0,1.684210526,0.526315789,4,0.210526316,0.125,0.4,O,-0.071428571,----,----,----,AlipatNoN,----,----,419.2892,419,0.2892,0,0,0,3504704,2550873,3219996
435.1871842,435.18718,19,32,0,11,0,0,1.684210526,0.578947368,4,0.210526316,0.125,0.363636364,O,-0.111111111,----,----,----,AlipatNoN,----,----,435.28781,435,0.28781,0,0,0,3049294,2220865,2138097
451.1820988,451.1821,19,32,0,12,0,0,1.684210526,0.631578947,4,0.210526316,0.125,0.333333333,O,-0.153846154,----,----,----,----,SatFACarb,----,451.28643,451,0.28643,0,0,0,3302203,2449673,2151790
467.1770134,467.17701,19,32,0,13,0,0,1.684210526,0.684210526,4,0.210526316,0.125,0.307692308,O,-0.2,----,----,----,----,SatFACarb,----,467.28504,467,0.28504,0,0,0,3519652,2746915,2492149
395.2299926,395.22999,19,32,4,5,0,0,1.684210526,0.263157895,6,0.315789474,0.1875,1.2,O,0.12,----,----,----,----,----,Alipat+N,395.32138,395,0.32138,0,0,0,1915246,2543402,1944333
459.209651,459.20965,19,32,4,9,0,0,1.684210526,0.473684211,6,0.315789474,0.1875,0.666666667,O,-0.047619048,----,----,----,----,----,Alipat+N,459.31584,459,0.31584,0,0,0,2777922,2205167,2752997
414.2245728,414.22457,19,33,3,7,0,0,1.736842105,0.368421053,5,0.263157895,0.151515152,0.714285714,O,0,----,----,----,----,----,Alipat+N,414.32036,414,0.32036,0,0,0,3650644,3333409,3019686
426.2358062,426.23581,19,33,5,6,0,0,1.736842105,0.315789474,6,0.315789474,0.181818182,1,O,0.045454545,----,----,----,----,----,Alipat+N,426.33437,426,0.33437,0,0,0,3237898,3012909,3190188
341.2333466,341.23335,19,34,0,5,0,0,1.789473684,0.263157895,3,0.157894737,0.088235294,0.6,O,0.03030303,----,----,----,AlipatNoN,----,----,341.31225,341,0.31225,0,0,0,2270896,1929837,2143937
421.1901611,421.19016,19,34,0,8,1,0,1.789473684,0.421052632,3,0.157894737,0.088235294,0.375,O,-0.142857143,----,----,----,AlipatNoN,----,----,421.28756,421,0.28756,0,0,0,2222299,2173614,2403866
469.1926634,469.19266,19,34,0,13,0,0,1.789473684,0.684210526,3,0.157894737,0.088235294,0.230769231,O,-0.28,----,----,----,----,SatFACarb,----,469.30116,469,0.30116,0,0,0,2267061,2528996,2492790
343.2489966,343.249,19,36,0,5,0,0,1.894736842,0.263157895,2,0.105263158,0.055555556,0.4,O,-0.03030303,----,----,----,AlipatNoN,----,----,343.32837,343,0.32837,0,0,0,2152721,1726669,1651760
407.2108965,407.2109,19,36,0,7,1,0,1.894736842,0.368421053,2,0.105263158,0.055555556,0.285714286,O,-0.172413793,----,----,----,AlipatNoN,----,----,407.30506,407,0.30506,0,0,0,2939489,2756662,3444109
423.2058111,423.20581,19,36,0,8,1,0,1.894736842,0.421052632,2,0.105263158,0.055555556,0.25,O,-0.214285714,----,----,----,AlipatNoN,----,----,423.30367,423,0.30367,0,0,0,3105634,2590958,3971582
407.228655,407.22865,19,36,0,9,0,0,1.894736842,0.473684211,2,0.105263158,0.055555556,0.222222222,O,-0.172413793,----,----,----,AlipatNoN,----,----,407.32282,407,0.32282,0,0,0,4428900,4105784,4675471
439.2007257,439.20073,19,36,0,9,1,0,1.894736842,0.473684211,2,0.105263158,0.055555556,0.222222222,O,-0.259259259,----,----,----,AlipatNoN,----,----,439.30228,439,0.30228,0,0,0,3029942,2376480,3171064
393.2316319,393.23163,19,38,0,6,1,0,2,0.315789474,1,0.052631579,0.026315789,0.166666667,O,-0.2,----,----,----,AlipatNoN,----,----,393.32256,393,0.32256,0,0,0,2643739,1974571,2762508
425.2214611,425.22146,19,38,0,8,1,0,2,0.421052632,1,0.052631579,0.026315789,0.125,O,-0.285714286,----,----,----,AlipatNoN,----,----,425.31979,425,0.31979,0,0,0,11024342,6451996,11966925
447.1343779,447.13438,20,24,4,6,1,0,1.2,0.3,11,0.55,0.458333333,1.833333333,O,0.416666667,----,----,HUnSatLig,----,----,----,447.23777,447,0.23777,0,0,0,4167319,3350258,2120996
329.175832,329.17583,20,26,0,4,0,0,1.3,0.2,8,0.4,0.307692308,2,O,0.333333333,----,----,HUnSatLig,----,----,----,329.25195,329,0.25195,0,0,0,1938538,2292671,2430475
420.1776228,420.17762,20,27,3,7,0,0,1.35,0.35,9,0.45,0.333333333,1.285714286,CRAM,0.296296296,----,----,HUnSatLig,----,----,----,420.27478,420,0.27478,0,0,0,2596495,2158726,2139166
331.191482,331.19148,20,28,0,4,0,0,1.4,0.2,7,0.35,0.25,1.75,CRAM,0.277777778,----,----,HUnSatLig,----,----,----,331.26807,331,0.26807,0,0,0,2139199,2768306,2822645
539.1253718,539.12537,20,28,0,17,0,0,1.4,0.85,7,0.35,0.25,0.411764706,O,-0.130434783,----,----,HUnSatLig,----,----,----,539.25004,539,0.25004,0,0,0,2411215,2886785,2083405
555.1202864,555.12029,20,28,0,18,0,0,1.4,0.9,7,0.35,0.25,0.388888889,O,-0.181818182,----,----,HUnSatLig,----,----,----,555.24865,555,0.24865,0,0,0,8176336,8785135,5379228
375.1925446,375.19254,20,28,2,5,0,0,1.4,0.25,8,0.4,0.285714286,1.6,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,375.2793,375,0.2793,0,0,0,3015148,3476187,3274688
391.1874592,391.18746,20,28,2,6,0,0,1.4,0.3,8,0.4,0.285714286,1.333333333,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,391.27792,391,0.27792,0,0,0,1717147,1871106,1711833
419.1936072,419.19361,20,28,4,6,0,0,1.4,0.3,9,0.45,0.321428571,1.5,CRAM,0.307692308,----,----,HUnSatLig,----,----,----,419.29054,419,0.29054,0,0,0,3007040,3514969,3067420
374.208529,374.20853,20,29,3,4,0,0,1.45,0.2,8,0.4,0.275862069,2,O,0.3,----,----,HUnSatLig,----,----,----,374.29506,374,0.29506,0,0,0,3001448,2448764,2659403
333.207132,333.20713,20,30,0,4,0,0,1.5,0.2,6,0.3,0.2,1.5,CRAM,0.222222222,----,----,----,AlipatNoN,----,----,333.28418,333,0.28418,0,0,0,2258986,2501045,2867188
493.156278,493.15628,20,30,0,14,0,0,1.5,0.7,6,0.3,0.2,0.428571429,O,-0.076923077,----,----,----,----,SatFACarb,----,493.27031,493,0.27031,0,0,0,4696690,3698544,2974109
573.130851,573.13085,20,30,0,19,0,0,1.5,0.95,6,0.3,0.2,0.315789474,O,-0.333333333,----,----,----,----,SatFACarb,----,573.26338,573,0.26338,0,0,0,4163635,3336316,2524288
437.2041718,437.20417,20,30,4,7,0,0,1.5,0.35,8,0.4,0.266666667,1.142857143,CRAM,0.2,----,----,----,----,----,Alipat+N,437.30527,437,0.30527,0,0,0,2671492,2900785,2299765
453.1990864,453.19909,20,30,4,8,0,0,1.5,0.4,8,0.4,0.266666667,1,CRAM,0.166666667,----,----,----,----,----,Alipat+N,453.30388,453,0.30388,0,0,0,2879906,2466601,2698283
392.2190936,392.21909,20,31,3,5,0,0,1.55,0.25,7,0.35,0.225806452,1.4,CRAM,0.206896552,----,----,----,----,----,Alipat+N,392.30979,392,0.30979,0,0,0,2772450,2214941,3076090
440.2038374,440.20384,20,31,3,8,0,0,1.55,0.4,7,0.35,0.225806452,0.875,CRAM,0.115384615,----,----,----,----,----,Alipat+N,440.30563,440,0.30563,0,0,0,1882063,2467607,1878713
488.1885812,488.18858,20,31,3,11,0,0,1.55,0.55,7,0.35,0.225806452,0.636363636,O,0,----,----,----,----,----,Alipat+N,488.30147,488,0.30147,0,0,0,3565205,2392199,3340590
452.2150708,452.21507,20,31,5,7,0,0,1.55,0.35,8,0.4,0.258064516,1.142857143,CRAM,0.173913043,----,----,----,----,----,Alipat+N,452.31964,452,0.31964,0,0,0,2343278,2051863,2138697
468.2099854,468.20999,20,31,5,8,0,0,1.55,0.4,8,0.4,0.258064516,1,CRAM,0.136363636,----,----,----,----,----,Alipat+N,468.31825,468,0.31825,0,0,0,2926893,2338436,1875764
447.1871842,447.18718,20,32,0,11,0,0,1.6,0.55,5,0.25,0.15625,0.454545455,O,-0.034482759,----,----,----,AlipatNoN,----,----,447.29059,447,0.29059,0,0,0,2602137,2290930,2212641
479.1770134,479.17701,20,32,0,13,0,0,1.6,0.65,5,0.25,0.15625,0.384615385,O,-0.111111111,----,----,----,----,SatFACarb,----,479.28782,479,0.28782,0,0,0,2859509,2460548,2361092
511.1668426,511.16684,20,32,0,15,0,0,1.6,0.75,5,0.25,0.15625,0.333333333,O,-0.2,----,----,----,----,SatFACarb,----,511.28504,511,0.28504,0,0,0,3805236,3072324,2687809
471.209651,471.20965,20,32,4,9,0,0,1.6,0.45,7,0.35,0.21875,0.777777778,CRAM,0.043478261,----,----,----,----,----,Alipat+N,471.31861,471,0.31861,0,0,0,2594521,2812855,2401804
510.182827,510.18283,20,33,1,14,0,0,1.65,0.7,5,0.25,0.151515152,0.357142857,O,-0.208333333,----,----,----,----,SatFACarb,----,510.3008,510,0.3008,0,0,0,3457921,2995405,2071280
410.2296582,410.22966,20,33,3,6,0,0,1.65,0.3,6,0.3,0.181818182,1,O,0.107142857,----,----,----,----,----,Alipat+N,410.32452,410,0.32452,0,0,0,2821191,2491816,2607791
442.2194874,442.21949,20,33,3,8,0,0,1.65,0.4,6,0.3,0.181818182,0.75,O,0.038461538,----,----,----,----,----,Alipat+N,442.32174,442,0.32174,0,0,0,2893315,2383111,2700860
506.1991458,506.19915,20,33,3,12,0,0,1.65,0.6,6,0.3,0.181818182,0.5,O,-0.136363636,----,----,----,----,SatFACarb,----,506.3162,506,0.3162,0,0,0,6751380,4319950,3820930
454.2307208,454.23072,20,33,5,7,0,0,1.65,0.35,7,0.35,0.212121212,1,CRAM,0.086956522,----,----,----,----,----,Alipat+N,454.33575,454,0.33575,0,0,0,3061725,3315519,3232785
353.2333466,353.23335,20,34,0,5,0,0,1.7,0.25,4,0.2,0.117647059,0.8,O,0.085714286,----,----,----,AlipatNoN,----,----,353.31503,353,0.31503,0,0,0,2716237,2403243,2003100
449.2028342,449.20283,20,34,0,11,0,0,1.7,0.55,4,0.2,0.117647059,0.363636364,O,-0.103448276,----,----,----,AlipatNoN,----,----,449.30671,449,0.30671,0,0,0,3546853,2875640,2393280
481.1926634,481.19266,20,34,0,13,0,0,1.7,0.65,4,0.2,0.117647059,0.307692308,O,-0.185185185,----,----,----,----,SatFACarb,----,481.30393,481,0.30393,0,0,0,3083617,1704086,2104805
497.187578,497.18758,20,34,0,14,0,0,1.7,0.7,4,0.2,0.117647059,0.285714286,O,-0.230769231,----,----,----,----,SatFACarb,----,497.30255,497,0.30255,0,0,0,5063070,4267468,3413904
529.1774072,529.17741,20,34,0,16,0,0,1.7,0.8,4,0.2,0.117647059,0.25,O,-0.333333333,----,----,----,----,SatFACarb,----,529.29977,529,0.29977,0,0,0,3817164,3957542,3617147
473.225301,473.2253,20,34,4,9,0,0,1.7,0.45,6,0.3,0.176470588,0.666666667,O,-0.043478261,----,----,----,----,----,Alipat+N,473.33473,473,0.33473,0,0,0,2429965,1970329,2274485
412.2453082,412.24531,20,35,3,6,0,0,1.75,0.3,5,0.25,0.142857143,0.833333333,O,0.035714286,----,----,----,----,----,Alipat+N,412.34063,412,0.34063,0,0,0,4297567,4010101,3704638
428.2402228,428.24022,20,35,3,7,0,0,1.75,0.35,5,0.25,0.142857143,0.714285714,O,0,----,----,----,----,----,Alipat+N,428.33925,428,0.33925,0,0,0,2138725,1882180,1804127
440.2514562,440.25146,20,35,5,6,0,0,1.75,0.3,6,0.3,0.171428571,1,O,0.041666667,----,----,----,----,----,Alipat+N,440.35326,440,0.35326,0,0,0,3976656,3316503,3150006
355.2489966,355.249,20,36,0,5,0,0,1.8,0.25,3,0.15,0.083333333,0.6,O,0.028571429,----,----,----,AlipatNoN,----,----,355.33114,355,0.33114,0,0,0,3282233,2216050,1797516
442.2671062,442.26711,20,37,5,6,0,0,1.85,0.3,5,0.25,0.135135135,0.833333333,O,-0.041666667,----,----,----,----,----,Alipat+N,442.36937,442,0.36937,0,0,0,4140549,3301126,3080249
445.2667718,445.26677,20,38,4,7,0,0,1.9,0.35,4,0.2,0.105263158,0.571428571,O,-0.12,----,----,----,----,----,Alipat+N,445.36973,445,0.36973,0,0,0,2005082,2307829,1848713
391.2523673,391.25237,20,40,0,5,1,0,2,0.25,1,0.05,0.025,0.2,O,-0.151515152,----,----,----,AlipatNoN,----,----,391.34284,391,0.34284,0,0,0,2218672,2758420,2024684
391.2701258,391.27013,20,40,0,7,0,0,2,0.35,1,0.05,0.025,0.142857143,O,-0.151515152,----,----,----,AlipatNoN,----,----,391.3606,391,0.3606,0,0,0,2818742,3884313,3568369
