mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PosSW10.csv,PosSW11.csv,PosSW12.csv,PosSWGt22.csv,PosSWGt23.csv,PosSWGt24.csv
571.115201,571.1152,20,28,0,19,0,0,1.4,0.95,7,0.35,0.25,0.368421053,O,-0.238095238,----,----,HUnSatLig,----,----,----,571.24726,571,0.24726,2743784,1685703,2622559,0,0,0
493.156278,493.15628,20,30,0,14,0,0,1.5,0.7,6,0.3,0.2,0.428571429,O,-0.076923077,----,----,----,----,SatFACarb,----,493.27031,493,0.27031,3264452,2007113,2461229,2313335,2517412,2364722
540.1570062,540.15701,20,31,1,16,0,0,1.55,0.8,6,0.3,0.193548387,0.375,O,-0.227272727,----,----,----,----,SatFACarb,----,540.28191,540,0.28191,2257947,1838038,2254594,0,0,0
526.1777416,526.17774,20,33,1,15,0,0,1.65,0.75,5,0.25,0.151515152,0.333333333,O,-0.260869565,----,----,----,----,SatFACarb,----,526.29941,526,0.29941,1789690,2115191,2710067,2109288,2147145,2158290
542.1726562,542.17266,20,33,1,16,0,0,1.65,0.8,5,0.25,0.151515152,0.3125,O,-0.318181818,----,----,----,----,SatFACarb,----,542.29803,542,0.29803,2750439,2235902,2596620,0,0,0
558.1675708,558.16757,20,33,1,17,0,0,1.65,0.85,5,0.25,0.151515152,0.294117647,O,-0.380952381,----,----,----,----,SatFACarb,----,558.29664,558,0.29664,3449418,2600647,2760416,0,0,0
369.2282612,369.22826,20,34,0,6,0,0,1.7,0.3,4,0.2,0.117647059,0.666666667,O,0.058823529,----,----,----,AlipatNoN,----,----,369.31364,369,0.31364,1504987,3324597,1762551,6618695,12036239,8744816
465.1977488,465.19775,20,34,0,12,0,0,1.7,0.6,4,0.2,0.117647059,0.333333333,O,-0.142857143,----,----,----,----,SatFACarb,----,465.30532,465,0.30532,2362407,2976168,3313086,3262068,3724307,4237010
481.1926634,481.19266,20,34,0,13,0,0,1.7,0.65,4,0.2,0.117647059,0.307692308,O,-0.185185185,----,----,----,----,SatFACarb,----,481.30393,481,0.30393,2275118,2316754,3004969,4881866,5879691,5616495
577.162151,577.16215,20,34,0,19,0,0,1.7,0.95,4,0.2,0.117647059,0.210526316,O,-0.523809524,----,----,----,----,SatFACarb,----,577.29561,577,0.29561,2909778,2258574,2647581,0,0,0
419.228655,419.22865,20,36,0,9,0,0,1.8,0.45,3,0.15,0.083333333,0.333333333,O,-0.096774194,----,----,----,AlipatNoN,----,----,419.3256,419,0.3256,2263926,3594908,2947209,5846356,10320662,10354822
435.2235696,435.22357,20,36,0,10,0,0,1.8,0.5,3,0.15,0.083333333,0.3,O,-0.133333333,----,----,----,AlipatNoN,----,----,435.32421,435,0.32421,1565433,2282922,1988211,3966598,5959801,5259692
547.1879718,547.18797,20,36,0,17,0,0,1.8,0.85,3,0.15,0.083333333,0.176470588,O,-0.47826087,----,----,----,----,SatFACarb,----,547.3145,547,0.3145,2767709,2545235,2668308,0,0,0
445.0776342,445.07763,21,18,0,11,0,0,0.857142857,0.523809524,13,0.619047619,0.722222222,1.181818182,CRAM,0.483870968,----,----,HUnSatLig,----,----,----,445.18055,445,0.18055,1549745,3061041,2497753,0,0,0
461.0725488,461.07255,21,18,0,12,0,0,0.857142857,0.571428571,13,0.619047619,0.722222222,1.083333333,CRAM,0.466666667,----,----,HUnSatLig,----,----,----,461.17917,461,0.17917,1599651,3223229,3209797,0,0,0
477.0674634,477.06746,21,18,0,13,0,0,0.857142857,0.619047619,13,0.619047619,0.722222222,1,CRAM,0.448275862,----,----,HUnSatLig,----,----,----,477.17778,477,0.17778,1829519,3614715,3204541,0,0,0
495.078028,495.07803,21,20,0,14,0,0,0.952380952,0.666666667,12,0.571428571,0.6,0.857142857,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,495.19251,495,0.19251,1899068,2902133,3591315,0,0,0
511.0729426,511.07294,21,20,0,15,0,0,0.952380952,0.714285714,12,0.571428571,0.6,0.8,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,511.19112,511,0.19112,1872331,2486395,3091449,0,0,0
527.0678572,527.06786,21,20,0,16,0,0,0.952380952,0.761904762,12,0.571428571,0.6,0.75,O,0.307692308,----,----,HUnSatLig,----,----,----,527.18973,527,0.18973,1496055,2356881,2296904,0,0,0
385.1292758,385.12928,21,22,0,7,0,0,1.047619048,0.333333333,11,0.523809524,0.5,1.571428571,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,385.21833,385,0.21833,2228591,2110780,2371618,2451995,3275399,2923726
513.0885926,513.08859,21,22,0,15,0,0,1.047619048,0.714285714,11,0.523809524,0.5,0.733333333,O,0.259259259,----,----,HUnSatLig,----,----,----,513.20724,513,0.20724,2212382,2116292,2862172,0,0,0
339.160182,339.16018,21,24,0,4,0,0,1.142857143,0.19047619,10,0.476190476,0.416666667,2.5,O,0.421052632,----,----,HUnSatLig,----,----,----,339.23861,339,0.23861,1632878,1719338,1485169,0,0,0
371.1500112,371.15001,21,24,0,6,0,0,1.142857143,0.285714286,10,0.476190476,0.416666667,1.666666667,CRAM,0.388888889,----,----,HUnSatLig,----,----,----,371.23583,371,0.23583,2273543,2648349,3090228,3986574,4680419,4847029
499.109328,499.10933,21,24,0,14,0,0,1.142857143,0.666666667,10,0.476190476,0.416666667,0.714285714,O,0.214285714,----,----,HUnSatLig,----,----,----,499.22474,499,0.22474,2594106,3226852,2952560,0,0,0
515.1042426,515.10424,21,24,0,15,0,0,1.142857143,0.714285714,10,0.476190476,0.416666667,0.666666667,O,0.185185185,----,----,HUnSatLig,----,----,----,515.22335,515,0.22335,2654820,1777676,2193080,0,0,0
501.124978,501.12498,21,26,0,14,0,0,1.238095238,0.666666667,9,0.428571429,0.346153846,0.642857143,O,0.142857143,----,----,HUnSatLig,----,----,----,501.24086,501,0.24086,2262966,2564386,2926048,0,0,0
503.140628,503.14063,21,28,0,14,0,0,1.333333333,0.666666667,8,0.380952381,0.285714286,0.571428571,O,0.071428571,----,----,HUnSatLig,----,----,----,503.25697,503,0.25697,2418735,1874275,2510417,0,0,0
505.156278,505.15628,21,30,0,14,0,0,1.428571429,0.666666667,7,0.333333333,0.233333333,0.5,O,0,----,----,HUnSatLig,----,----,----,505.27309,505,0.27309,2079394,1716136,1993409,0,0,0
553.1410218,553.14102,21,30,0,17,0,0,1.428571429,0.80952381,7,0.333333333,0.233333333,0.411764706,O,-0.12,----,----,HUnSatLig,----,----,----,553.26893,553,0.26893,2772669,1850015,2468609,0,0,0
379.2126112,379.21261,21,32,0,6,0,0,1.523809524,0.285714286,6,0.285714286,0.1875,1,O,0.166666667,----,----,----,AlipatNoN,----,----,379.3003,379,0.3003,1885368,3797196,2425390,7430612,13702212,11662026
507.171928,507.17193,21,32,0,14,0,0,1.523809524,0.666666667,6,0.285714286,0.1875,0.428571429,O,-0.071428571,----,----,----,----,SatFACarb,----,507.2892,507,0.2892,3333903,1694191,2856750,2070396,2183247,2406777
523.1668426,523.16684,21,32,0,15,0,0,1.523809524,0.714285714,6,0.285714286,0.1875,0.4,O,-0.111111111,----,----,----,----,SatFACarb,----,523.28782,523,0.28782,3166454,1858587,2288609,1840022,2061101,2048719
539.1617572,539.16176,21,32,0,16,0,0,1.523809524,0.761904762,6,0.285714286,0.1875,0.375,O,-0.153846154,----,----,----,----,SatFACarb,----,539.28643,539,0.28643,3797044,1966530,3154684,2816559,2646657,2807851
556.1883062,556.18831,21,35,1,16,0,0,1.666666667,0.761904762,5,0.238095238,0.142857143,0.3125,O,-0.291666667,----,----,----,----,SatFACarb,----,556.31692,556,0.31692,1699956,1771706,1605359,1775700,1914726,1882189
399.2388258,399.23883,21,36,0,7,0,0,1.714285714,0.333333333,4,0.19047619,0.111111111,0.571428571,O,0.028571429,----,----,----,AlipatNoN,----,----,399.33114,399,0.33114,2342247,4394706,2435291,10021852,15263243,12839882
495.2083134,495.20831,21,36,0,13,0,0,1.714285714,0.619047619,4,0.19047619,0.111111111,0.307692308,O,-0.172413793,----,----,----,----,SatFACarb,----,495.32282,495,0.32282,1706565,2297465,2889882,3847839,4370527,5160330
513.218878,513.21888,21,38,0,14,0,0,1.80952381,0.666666667,3,0.142857143,0.078947368,0.214285714,O,-0.285714286,----,----,----,----,SatFACarb,----,513.33755,513,0.33755,1727522,2855625,2189410,4803515,4754900,5426234
545.2087072,545.20871,21,38,0,16,0,0,1.80952381,0.761904762,3,0.142857143,0.078947368,0.1875,O,-0.384615385,----,----,----,----,SatFACarb,----,545.33478,545,0.33478,2218388,2629172,2692884,1985918,2397593,2332566
561.2036218,561.20362,21,38,0,17,0,0,1.80952381,0.80952381,3,0.142857143,0.078947368,0.176470588,O,-0.44,----,----,----,----,SatFACarb,----,561.33339,561,0.33339,1690132,2077397,1724102,0,0,0
451.2548696,451.25487,21,40,0,10,0,0,1.904761905,0.476190476,2,0.095238095,0.05,0.2,O,-0.1875,----,----,----,AlipatNoN,----,----,451.35922,451,0.35922,2967366,2046312,1745082,5218698,4739265,5275935
443.0983696,443.09837,22,20,0,10,0,0,0.909090909,0.454545455,13,0.590909091,0.65,1.3,CRAM,0.470588235,----,----,HUnSatLig,----,----,----,443.20083,443,0.20083,1775241,2125340,2140051,0,0,0
475.0881988,475.0882,22,20,0,12,0,0,0.909090909,0.545454545,13,0.590909091,0.65,1.083333333,CRAM,0.4375,----,----,HUnSatLig,----,----,----,475.19806,475,0.19806,1528918,3044896,3009947,0,0,0
491.0831134,491.08311,22,20,0,13,0,0,0.909090909,0.590909091,13,0.590909091,0.65,1,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,491.19667,491,0.19667,1717572,2560543,2377156,0,0,0
507.078028,507.07803,22,20,0,14,0,0,0.909090909,0.636363636,13,0.590909091,0.65,0.928571429,CRAM,0.4,----,----,HUnSatLig,----,----,----,507.19528,507,0.19528,1516810,2362347,2771753,0,0,0
523.0729426,523.07294,22,20,0,15,0,0,0.909090909,0.681818182,13,0.590909091,0.65,0.866666667,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,523.1939,523,0.1939,1604341,2244632,2303966,0,0,0
410.1067663,410.10677,22,21,1,5,1,0,0.954545455,0.227272727,13,0.590909091,0.619047619,2.6,O,0.514285714,----,Aromatic,----,----,----,----,410.2016,410,0.2016,2695225,2527922,2848894,0,0,0
445.1140196,445.11402,22,22,0,10,0,0,1,0.454545455,12,0.545454545,0.545454545,1.2,CRAM,0.411764706,----,----,HUnSatLig,----,----,----,445.21695,445,0.21695,1590702,3342637,3356374,0,0,0
461.1089342,461.10893,22,22,0,11,0,0,1,0.5,12,0.545454545,0.545454545,1.090909091,CRAM,0.393939394,----,----,HUnSatLig,----,----,----,461.21556,461,0.21556,2131105,3531451,3260996,0,0,0
477.1038488,477.10385,22,22,0,12,0,0,1,0.545454545,12,0.545454545,0.545454545,1,CRAM,0.375,----,----,HUnSatLig,----,----,----,477.21417,477,0.21417,1987217,3261434,3607998,0,0,0
493.0987634,493.09876,22,22,0,13,0,0,1,0.590909091,12,0.545454545,0.545454545,0.923076923,CRAM,0.35483871,----,----,HUnSatLig,----,----,----,493.21279,493,0.21279,2045376,3014727,3028010,0,0,0
509.093678,509.09368,22,22,0,14,0,0,1,0.636363636,12,0.545454545,0.545454545,0.857142857,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,509.2114,509,0.2114,1875312,2587188,2758548,0,0,0
525.0885926,525.08859,22,22,0,15,0,0,1,0.681818182,12,0.545454545,0.545454545,0.8,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,525.21001,525,0.21001,1829115,2134614,2611223,0,0,0
428.1173309,428.11733,22,23,1,6,1,0,1.045454545,0.272727273,12,0.545454545,0.52173913,2,O,0.441176471,----,----,HUnSatLig,----,----,----,428.21633,428,0.21633,1853656,3268713,3010232,0,0,0
399.1449258,399.14493,22,24,0,7,0,0,1.090909091,0.318181818,11,0.5,0.458333333,1.571428571,CRAM,0.405405405,----,----,HUnSatLig,----,----,----,399.23722,399,0.23722,1566043,2648772,2773710,3393485,4044284,3710396
511.109328,511.10933,22,24,0,14,0,0,1.090909091,0.636363636,11,0.5,0.458333333,0.785714286,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,511.22751,511,0.22751,2394061,2548860,3141627,0,0,0
527.1042426,527.10424,22,24,0,15,0,0,1.090909091,0.681818182,11,0.5,0.458333333,0.733333333,O,0.24137931,----,----,HUnSatLig,----,----,----,527.22613,527,0.22613,1508086,2290322,2232393,0,0,0
385.1656612,385.16566,22,26,0,6,0,0,1.181818182,0.272727273,10,0.454545455,0.384615385,1.666666667,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,385.25473,385,0.25473,1958775,2415429,2365483,3918884,5046929,4350167
513.124978,513.12498,22,26,0,14,0,0,1.181818182,0.636363636,10,0.454545455,0.384615385,0.714285714,O,0.2,----,----,HUnSatLig,----,----,----,513.24363,513,0.24363,2595871,2686661,3072093,0,0,0
529.1198926,529.11989,22,26,0,15,0,0,1.181818182,0.681818182,10,0.454545455,0.384615385,0.666666667,O,0.172413793,----,----,HUnSatLig,----,----,----,529.24224,529,0.24224,1877224,1634763,2586741,0,0,0
515.140628,515.14063,22,28,0,14,0,0,1.272727273,0.636363636,9,0.409090909,0.321428571,0.642857143,O,0.133333333,----,----,HUnSatLig,----,----,----,515.25975,515,0.25975,2893925,2425102,2484922,0,0,0
517.156278,517.15628,22,30,0,14,0,0,1.363636364,0.636363636,8,0.363636364,0.266666667,0.571428571,O,0.066666667,----,----,HUnSatLig,----,----,----,517.27586,517,0.27586,2058398,2084692,2265871,0,0,0
581.1359364,581.13594,22,30,0,18,0,0,1.363636364,0.818181818,8,0.363636364,0.266666667,0.444444444,O,-0.076923077,----,----,HUnSatLig,----,----,----,581.27032,581,0.27032,2019026,1525845,1701362,0,0,0
391.2126112,391.21261,22,32,0,6,0,0,1.454545455,0.272727273,7,0.318181818,0.21875,1.166666667,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,391.30307,391,0.30307,1606007,3675389,2706292,7413205,11057198,9614901
519.171928,519.17193,22,32,0,14,0,0,1.454545455,0.636363636,7,0.318181818,0.21875,0.5,O,0,----,----,HUnSatLig,----,----,----,519.29198,519,0.29198,2112712,1715097,2014045,0,0,0
393.2282612,393.22826,22,34,0,6,0,0,1.545454545,0.272727273,6,0.272727273,0.176470588,1,O,0.157894737,----,----,----,AlipatNoN,----,----,393.31919,393,0.31919,1663463,2458793,2076928,5858183,9277910,8292298
505.1926634,505.19266,22,34,0,13,0,0,1.545454545,0.590909091,6,0.272727273,0.176470588,0.461538462,O,-0.032258065,----,----,----,AlipatNoN,----,----,505.30948,505,0.30948,2522276,2474921,2737347,2712925,2866105,3030831
521.187578,521.18758,22,34,0,14,0,0,1.545454545,0.636363636,6,0.272727273,0.176470588,0.428571429,O,-0.066666667,----,----,----,----,SatFACarb,----,521.30809,521,0.30809,2054885,2024924,2237347,2126764,2508040,2758852
553.1774072,553.17741,22,34,0,16,0,0,1.545454545,0.727272727,6,0.272727273,0.176470588,0.375,O,-0.142857143,----,----,----,----,SatFACarb,----,553.30532,553,0.30532,2241724,1792671,2381569,0,0,0
411.2388258,411.23883,22,36,0,7,0,0,1.636363636,0.318181818,5,0.227272727,0.138888889,0.714285714,O,0.081081081,----,----,----,AlipatNoN,----,----,411.33392,411,0.33392,1806916,3378901,2665121,6748339,12470935,10600473
523.203228,523.20323,22,36,0,14,0,0,1.636363636,0.636363636,5,0.227272727,0.138888889,0.357142857,O,-0.133333333,----,----,----,----,SatFACarb,----,523.32421,523,0.32421,1570294,2094108,2355170,2738069,3223341,3364047
555.1930572,555.19306,22,36,0,16,0,0,1.636363636,0.727272727,5,0.227272727,0.138888889,0.3125,O,-0.214285714,----,----,----,----,SatFACarb,----,555.32144,555,0.32144,3263114,2827954,2779893,3693675,3153822,3044972
445.244305,445.2443,22,38,0,9,0,0,1.727272727,0.409090909,4,0.181818182,0.105263158,0.444444444,O,-0.028571429,----,----,----,AlipatNoN,----,----,445.34726,445,0.34726,1794976,3050269,1579722,6775658,10548734,10314439
461.2392196,461.23922,22,38,0,10,0,0,1.727272727,0.454545455,4,0.181818182,0.105263158,0.4,O,-0.058823529,----,----,----,AlipatNoN,----,----,461.34587,461,0.34587,1572508,3237553,2022462,5156625,9731037,8711980
541.2137926,541.21379,22,38,0,15,0,0,1.727272727,0.681818182,4,0.181818182,0.105263158,0.266666667,O,-0.24137931,----,----,----,----,SatFACarb,----,541.33894,541,0.33894,1772544,2170347,1954568,3984883,4709946,4397052
557.2087072,557.20871,22,38,0,16,0,0,1.727272727,0.727272727,4,0.181818182,0.105263158,0.25,O,-0.285714286,----,----,----,----,SatFACarb,----,557.33755,557,0.33755,2095709,2155201,2564839,4112444,4253484,3763757
573.2036218,573.20362,22,38,0,17,0,0,1.727272727,0.772727273,4,0.181818182,0.105263158,0.235294118,O,-0.333333333,----,----,----,----,SatFACarb,----,573.33617,573,0.33617,2307584,2755255,3160648,3665815,4761493,3871841
369.301032,369.30103,22,42,0,4,0,0,1.909090909,0.181818182,2,0.090909091,0.047619048,0.5,O,0,----,----,----,AlipatNoN,----,----,369.38643,369,0.38643,1801456,1684429,1754381,3656285,2854565,2005382
339.3268528,339.32685,22,44,0,2,0,0,2,0.090909091,1,0.045454545,0.022727273,0.5,O,0,----,----,----,AlipatNoN,----,----,339.40532,339,0.40532,2642068,1961811,2560409,3180038,3511737,2850382
469.2840611,469.28406,22,46,0,8,1,0,2.090909091,0.363636364,0,0,0,0,O,-0.294117647,----,----,----,AlipatNoN,----,----,469.39258,469,0.39258,3042309,2199770,2401666,4717065,3701915,3215026
485.2789757,485.27898,22,46,0,9,1,0,2.090909091,0.409090909,0,0,0,0,O,-0.333333333,----,----,----,AlipatNoN,----,----,485.39119,485,0.39119,3037686,2256855,2451644,4204020,4030687,6279158
553.0835072,553.08351,23,22,0,16,0,0,0.956521739,0.695652174,13,0.565217391,0.590909091,0.8125,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,553.2114,553,0.2114,1536958,1644702,1766658,0,0,0
443.134755,443.13475,23,24,0,9,0,0,1.043478261,0.391304348,12,0.52173913,0.5,1.333333333,CRAM,0.405405405,----,----,HUnSatLig,----,----,----,443.23722,443,0.23722,1618053,2179096,1883535,1763096,2324607,2248548
475.1245842,475.12458,23,24,0,11,0,0,1.043478261,0.47826087,12,0.52173913,0.5,1.090909091,CRAM,0.371428571,----,----,HUnSatLig,----,----,----,475.23445,475,0.23445,1932375,3283999,3262876,0,0,0
491.1194988,491.1195,23,24,0,12,0,0,1.043478261,0.52173913,12,0.52173913,0.5,1,CRAM,0.352941176,----,----,HUnSatLig,----,----,----,491.23306,491,0.23306,1650502,3093536,2777029,0,0,0
507.1144134,507.11441,23,24,0,13,0,0,1.043478261,0.565217391,12,0.52173913,0.5,0.923076923,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,507.23168,507,0.23168,1789196,2620909,2416427,0,0,0
523.109328,523.10933,23,24,0,14,0,0,1.043478261,0.608695652,12,0.52173913,0.5,0.857142857,CRAM,0.3125,----,----,HUnSatLig,----,----,----,523.23029,523,0.23029,1781493,2746393,2309599,0,0,0
429.1554904,429.15549,23,26,0,8,0,0,1.130434783,0.347826087,11,0.47826087,0.423076923,1.375,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,429.25473,429,0.25473,1916788,3098637,2725996,3214350,4870614,4979498
509.1300634,509.13006,23,26,0,13,0,0,1.130434783,0.565217391,11,0.47826087,0.423076923,0.846153846,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,509.24779,509,0.24779,2268018,3223093,2705814,0,0,0
525.124978,525.12498,23,26,0,14,0,0,1.130434783,0.608695652,11,0.47826087,0.423076923,0.785714286,CRAM,0.25,----,----,HUnSatLig,----,----,----,525.24641,525,0.24641,1753339,2110551,2625048,0,0,0
541.1198926,541.11989,23,26,0,15,0,0,1.130434783,0.652173913,11,0.47826087,0.423076923,0.733333333,O,0.225806452,----,----,HUnSatLig,----,----,----,541.24502,541,0.24502,1664003,1531370,1739016,0,0,0
415.1762258,415.17623,23,28,0,7,0,0,1.217391304,0.304347826,10,0.434782609,0.357142857,1.428571429,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,415.27223,415,0.27223,2557463,3577592,2988237,5387578,6323979,5948547
527.140628,527.14063,23,28,0,14,0,0,1.217391304,0.608695652,10,0.434782609,0.357142857,0.714285714,O,0.1875,----,----,HUnSatLig,----,----,----,527.26252,527,0.26252,1984246,2402451,2682442,0,0,0
401.1969612,401.19696,23,30,0,6,0,0,1.304347826,0.260869565,9,0.391304348,0.3,1.5,CRAM,0.3,----,----,HUnSatLig,----,----,----,401.28973,401,0.28973,1580610,3224546,2626007,5030147,6558502,6335702
529.156278,529.15628,23,30,0,14,0,0,1.304347826,0.608695652,9,0.391304348,0.3,0.642857143,O,0.125,----,----,HUnSatLig,----,----,----,529.27864,529,0.27864,1921256,1639628,2426486,0,0,0
531.171928,531.17193,23,32,0,14,0,0,1.391304348,0.608695652,8,0.347826087,0.25,0.571428571,O,0.0625,----,----,HUnSatLig,----,----,----,531.29475,531,0.29475,1861841,1668611,2011804,0,0,0
517.1926634,517.19266,23,34,0,13,0,0,1.47826087,0.565217391,7,0.304347826,0.205882353,0.538461538,O,0.03030303,----,----,HUnSatLig,----,----,----,517.31226,517,0.31226,2782879,2296150,3157264,1954755,2487438,2224785
597.1672364,597.16724,23,34,0,18,0,0,1.47826087,0.782608696,7,0.304347826,0.205882353,0.388888889,O,-0.142857143,----,----,HUnSatLig,----,----,----,597.30532,597,0.30532,2899434,2196701,2681118,0,0,0
439.2337404,439.23374,23,36,0,8,0,0,1.565217391,0.347826087,6,0.260869565,0.166666667,0.75,O,0.105263158,----,----,----,AlipatNoN,----,----,439.33531,439,0.33531,2671161,3453924,2961664,7460180,11472760,10540170
503.2133988,503.2134,23,36,0,12,0,0,1.565217391,0.52173913,6,0.260869565,0.166666667,0.5,O,0,----,----,----,AlipatNoN,----,----,503.32976,503,0.32976,2714675,2419558,2432597,4550459,4731675,5208800
519.2083134,519.20831,23,36,0,13,0,0,1.565217391,0.565217391,6,0.260869565,0.166666667,0.461538462,O,-0.03030303,----,----,----,AlipatNoN,----,----,519.32837,519,0.32837,2166473,1852826,1886046,2356667,2136276,2402991
583.1879718,583.18797,23,36,0,17,0,0,1.565217391,0.739130435,6,0.260869565,0.166666667,0.352941176,O,-0.172413793,----,----,----,----,SatFACarb,----,583.32283,583,0.32283,3282722,2273842,2889179,3854389,3929516,4238243
457.244305,457.2443,23,38,0,9,0,0,1.652173913,0.391304348,5,0.217391304,0.131578947,0.555555556,O,0.027027027,----,----,----,AlipatNoN,----,----,457.35004,457,0.35004,2178415,2854914,2071820,6139882,8252414,7800778
473.2392196,473.23922,23,38,0,10,0,0,1.652173913,0.434782609,5,0.217391304,0.131578947,0.5,O,0,----,----,----,AlipatNoN,----,----,473.34865,473,0.34865,2178094,2875471,2640262,6593999,7585122,7091911
489.2341342,489.23413,23,38,0,11,0,0,1.652173913,0.47826087,5,0.217391304,0.131578947,0.454545455,O,-0.028571429,----,----,----,AlipatNoN,----,----,489.34726,489,0.34726,2094805,2434561,2127210,4614704,7350846,7561357
569.2087072,569.20871,23,38,0,16,0,0,1.652173913,0.695652174,5,0.217391304,0.131578947,0.3125,O,-0.2,----,----,----,----,SatFACarb,----,569.34033,569,0.34033,2019294,1746641,2022516,3140501,3072114,3103942
665.1781948,665.17819,23,38,0,22,0,0,1.652173913,0.956521739,5,0.217391304,0.131578947,0.227272727,O,-0.5,----,----,----,----,SatFACarb,----,665.33201,665,0.33201,2982596,1850524,2881672,0,0,0
587.2192718,587.21927,23,40,0,17,0,0,1.739130435,0.739130435,4,0.173913043,0.1,0.235294118,O,-0.310344828,----,----,----,----,SatFACarb,----,587.35506,587,0.35506,1902551,1927649,2598315,3543210,4359425,3874663
603.2141864,603.21419,23,40,0,18,0,0,1.739130435,0.782608696,4,0.173913043,0.1,0.222222222,O,-0.357142857,----,----,----,----,SatFACarb,----,603.35367,603,0.35367,2379581,3024919,3134639,3535675,4038371,3745415
619.209101,619.2091,23,40,0,19,0,0,1.739130435,0.826086957,4,0.173913043,0.1,0.210526316,O,-0.407407407,----,----,----,----,SatFACarb,----,619.35228,619,0.35228,1830399,2357644,2931449,1834551,2605446,2004749
473.1453196,473.14532,24,26,0,10,0,0,1.083333333,0.416666667,12,0.5,0.461538462,1.2,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,473.25473,473,0.25473,1826604,2756689,2480006,1817040,2854236,1657030
505.1351488,505.13515,24,26,0,12,0,0,1.083333333,0.5,12,0.5,0.461538462,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,505.25195,505,0.25195,1657761,2557863,2137279,0,0,0
521.1300634,521.13006,24,26,0,13,0,0,1.083333333,0.541666667,12,0.5,0.461538462,0.923076923,CRAM,0.314285714,----,----,HUnSatLig,----,----,----,521.25057,521,0.25057,1815781,2166234,2482081,0,0,0
443.1711404,443.17114,24,28,0,8,0,0,1.166666667,0.333333333,11,0.458333333,0.392857143,1.375,CRAM,0.35,----,----,HUnSatLig,----,----,----,443.27362,443,0.27362,1662849,2308628,2554764,3675157,4716157,4286306
507.1507988,507.1508,24,28,0,12,0,0,1.166666667,0.5,11,0.458333333,0.392857143,0.916666667,CRAM,0.277777778,----,----,HUnSatLig,----,----,----,507.26807,507,0.26807,2368782,3078638,2722605,2506107,2829389,2496889
523.1457134,523.14571,24,28,0,13,0,0,1.166666667,0.541666667,11,0.458333333,0.392857143,0.846153846,CRAM,0.257142857,----,----,HUnSatLig,----,----,----,523.26668,523,0.26668,2228982,2512922,2752993,0,0,0
555.1355426,555.13554,24,28,0,15,0,0,1.166666667,0.625,11,0.458333333,0.392857143,0.733333333,O,0.212121212,----,----,HUnSatLig,----,----,----,555.26391,555,0.26391,1640076,1697457,1713910,0,0,0
429.1918758,429.19188,24,30,0,7,0,0,1.25,0.291666667,10,0.416666667,0.333333333,1.428571429,CRAM,0.317073171,----,----,HUnSatLig,----,----,----,429.29112,429,0.29112,1918577,3271690,2950249,5210124,6851028,6669096
431.2075258,431.20753,24,32,0,7,0,0,1.333333333,0.291666667,9,0.375,0.28125,1.285714286,CRAM,0.268292683,----,----,HUnSatLig,----,----,----,431.30724,431,0.30724,2200487,3465036,3182539,7042966,9955688,9725619
543.171928,543.17193,24,32,0,14,0,0,1.333333333,0.583333333,9,0.375,0.28125,0.642857143,O,0.117647059,----,----,HUnSatLig,----,----,----,543.29753,543,0.29753,1963980,1708048,1823504,0,0,0
529.1926634,529.19266,24,34,0,13,0,0,1.416666667,0.541666667,8,0.333333333,0.235294118,0.615384615,O,0.085714286,----,----,HUnSatLig,----,----,----,529.31503,529,0.31503,2545895,2638541,2364023,2224430,2338119,1899714
625.162151,625.16215,24,34,0,19,0,0,1.416666667,0.791666667,8,0.333333333,0.235294118,0.421052632,O,-0.103448276,----,----,HUnSatLig,----,----,----,625.30671,625,0.30671,2276462,1673328,2353680,0,0,0
673.1468948,673.14689,24,34,0,22,0,0,1.416666667,0.916666667,8,0.333333333,0.235294118,0.363636364,O,-0.230769231,----,----,HUnSatLig,----,----,----,673.30255,673,0.30255,3009717,1695144,2276016,0,0,0
435.2388258,435.23883,24,36,0,7,0,0,1.5,0.291666667,7,0.291666667,0.194444444,1,O,0.170731707,----,----,----,AlipatNoN,----,----,435.33947,435,0.33947,1857016,2463657,1615729,5315205,8519800,7128491
