mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PosSW10.csv,PosSW11.csv,PosSW12.csv,PosSWGt22.csv,PosSWGt23.csv,PosSWGt24.csv
415.0518134,415.05181,16,16,0,13,0,0,1,0.8125,9,0.5625,0.5625,0.692307692,O,0.263157895,----,----,HUnSatLig,----,----,----,415.14779,415,0.14779,6261786,5986041,7070413,0,0,0
431.046728,431.04673,16,16,0,14,0,0,1,0.875,9,0.5625,0.5625,0.642857143,O,0.222222222,----,----,HUnSatLig,----,----,----,431.1464,431,0.1464,3209143,2947420,3638232,0,0,0
401.0725488,401.07255,16,18,0,12,0,0,1.125,0.75,8,0.5,0.444444444,0.666666667,O,0.2,----,----,HUnSatLig,----,----,----,401.16529,401,0.16529,9546293,9501650,10852296,0,0,0
417.0674634,417.06746,16,18,0,13,0,0,1.125,0.8125,8,0.5,0.444444444,0.615384615,O,0.157894737,----,----,HUnSatLig,----,----,----,417.1639,417,0.1639,6235097,4785884,6437562,0,0,0
403.0881988,403.0882,16,20,0,12,0,0,1.25,0.75,7,0.4375,0.35,0.583333333,O,0.1,----,----,HUnSatLig,----,----,----,403.18141,403,0.18141,10191600,7646401,8808616,0,0,0
419.0831134,419.08311,16,20,0,13,0,0,1.25,0.8125,7,0.4375,0.35,0.538461538,O,0.052631579,----,----,HUnSatLig,----,----,----,419.18002,419,0.18002,6180733,4283041,5703309,0,0,0
453.0885926,453.08859,16,22,0,15,0,0,1.375,0.9375,6,0.375,0.272727273,0.4,O,-0.176470588,----,----,HUnSatLig,----,----,----,453.19336,453,0.19336,9600677,3702177,6215721,0,0,0
377.0514196,377.05142,17,14,0,10,0,0,0.823529412,0.588235294,11,0.647058824,0.785714286,1.1,CRAM,0.5,----,----,HUnSatLig,----,----,----,377.13861,377,0.13861,4059002,6514249,6490075,0,0,0
393.0463342,393.04633,17,14,0,11,0,0,0.823529412,0.647058824,11,0.647058824,0.785714286,1,CRAM,0.47826087,----,----,HUnSatLig,----,----,----,393.13722,393,0.13722,4301255,7102084,7174878,0,0,0
409.0412488,409.04125,17,14,0,12,0,0,0.823529412,0.705882353,11,0.647058824,0.785714286,0.916666667,CRAM,0.454545455,----,----,HUnSatLig,----,----,----,409.13583,409,0.13583,5262373,6991495,7160404,0,0,0
425.0361634,425.03616,17,14,0,13,0,0,0.823529412,0.764705882,11,0.647058824,0.785714286,0.846153846,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,425.13445,425,0.13445,3673576,4526428,4904322,0,0,0
411.0568988,411.0569,17,16,0,12,0,0,0.941176471,0.705882353,10,0.588235294,0.625,0.833333333,CRAM,0.363636364,----,----,HUnSatLig,----,----,----,411.15195,411,0.15195,7154755,9068241,10650269,0,0,0
427.0518134,427.05181,17,16,0,13,0,0,0.941176471,0.764705882,10,0.588235294,0.625,0.769230769,O,0.333333333,----,----,HUnSatLig,----,----,----,427.15056,427,0.15056,5486906,6042818,6666498,0,0,0
443.046728,443.04673,17,16,0,14,0,0,0.941176471,0.823529412,10,0.588235294,0.625,0.714285714,O,0.3,----,----,HUnSatLig,----,----,----,443.14918,443,0.14918,3171983,3144227,3858840,0,0,0
429.0674634,429.06746,17,18,0,13,0,0,1.058823529,0.764705882,9,0.529411765,0.5,0.692307692,O,0.238095238,----,----,HUnSatLig,----,----,----,429.16668,429,0.16668,7125117,6316053,7415922,0,0,0
445.062378,445.06238,17,18,0,14,0,0,1.058823529,0.823529412,9,0.529411765,0.5,0.642857143,O,0.2,----,----,HUnSatLig,----,----,----,445.16529,445,0.16529,4359603,3380531,4324059,0,0,0
431.0831134,431.08311,17,20,0,13,0,0,1.176470588,0.764705882,8,0.470588235,0.4,0.615384615,O,0.142857143,----,----,HUnSatLig,----,----,----,431.1828,431,0.1828,6268851,5206872,5871573,0,0,0
447.078028,447.07803,17,20,0,14,0,0,1.176470588,0.823529412,8,0.470588235,0.4,0.571428571,O,0.1,----,----,HUnSatLig,----,----,----,447.18141,447,0.18141,3576030,2978373,3378722,0,0,0
417.1038488,417.10385,17,22,0,12,0,0,1.294117647,0.705882353,7,0.411764706,0.318181818,0.583333333,O,0.090909091,----,----,HUnSatLig,----,----,----,417.2003,417,0.2003,8616920,6956763,7729850,0,0,0
433.0987634,433.09876,17,22,0,13,0,0,1.294117647,0.764705882,7,0.411764706,0.318181818,0.538461538,O,0.047619048,----,----,HUnSatLig,----,----,----,433.19891,433,0.19891,5441248,4015757,4842285,0,0,0
449.093678,449.09368,17,22,0,14,0,0,1.294117647,0.823529412,7,0.411764706,0.318181818,0.5,O,0,----,----,HUnSatLig,----,----,----,449.19752,449,0.19752,5245971,3241819,4264304,0,0,0
465.0885926,465.08859,17,22,0,15,0,0,1.294117647,0.882352941,7,0.411764706,0.318181818,0.466666667,O,-0.052631579,----,----,HUnSatLig,----,----,----,465.19614,465,0.19614,3635241,2315182,3604929,0,0,0
483.0991572,483.09916,17,24,0,16,0,0,1.411764706,0.941176471,6,0.352941176,0.25,0.375,O,-0.222222222,----,----,HUnSatLig,----,----,----,483.21087,483,0.21087,11767175,4363215,7212649,0,0,0
499.0940718,499.09407,17,24,0,17,0,0,1.411764706,1,6,0.352941176,0.25,0.352941176,O,-0.294117647,----,----,HUnSatLig,----,----,----,499.20948,499,0.20948,6095161,1596899,3750255,0,0,0
421.0412488,421.04125,18,14,0,12,0,0,0.777777778,0.666666667,12,0.666666667,0.857142857,1,CRAM,0.5,----,----,HUnSatLig,----,----,----,421.13861,421,0.13861,2896652,5106254,4856394,0,0,0
437.0361634,437.03616,18,14,0,13,0,0,0.777777778,0.722222222,12,0.666666667,0.857142857,0.923076923,CRAM,0.47826087,----,----,HUnSatLig,----,----,----,437.13722,437,0.13722,2222896,3602145,3902925,0,0,0
375.072155,375.07215,18,16,0,9,0,0,0.888888889,0.5,11,0.611111111,0.6875,1.222222222,CRAM,0.481481481,----,----,HUnSatLig,----,----,----,375.15888,375,0.15888,2933596,6257645,5780907,0,0,0
407.0619842,407.06198,18,16,0,11,0,0,0.888888889,0.611111111,11,0.611111111,0.6875,1,CRAM,0.44,----,----,HUnSatLig,----,----,----,407.15611,407,0.15611,4603877,7906841,8042986,0,0,0
423.0568988,423.0569,18,16,0,12,0,0,0.888888889,0.666666667,11,0.611111111,0.6875,0.916666667,CRAM,0.416666667,----,----,HUnSatLig,----,----,----,423.15472,423,0.15472,4677251,6827487,7018991,0,0,0
439.0518134,439.05181,18,16,0,13,0,0,0.888888889,0.722222222,11,0.611111111,0.6875,0.846153846,CRAM,0.391304348,----,----,HUnSatLig,----,----,----,439.15334,439,0.15334,3829838,5131257,6181137,0,0,0
455.046728,455.04673,18,16,0,14,0,0,0.888888889,0.777777778,11,0.611111111,0.6875,0.785714286,CRAM,0.363636364,----,----,HUnSatLig,----,----,----,455.15195,455,0.15195,2792457,3423447,3664795,0,0,0
441.0674634,441.06746,18,18,0,13,0,0,1,0.722222222,10,0.555555556,0.555555556,0.769230769,O,0.304347826,----,----,HUnSatLig,----,----,----,441.16945,441,0.16945,5765995,6065933,6402131,0,0,0
457.062378,457.06238,18,18,0,14,0,0,1,0.777777778,10,0.555555556,0.555555556,0.714285714,O,0.272727273,----,----,HUnSatLig,----,----,----,457.16807,457,0.16807,4154747,3483667,4991767,0,0,0
443.0831134,443.08311,18,20,0,13,0,0,1.111111111,0.722222222,9,0.5,0.45,0.692307692,O,0.217391304,----,----,HUnSatLig,----,----,----,443.18557,443,0.18557,6601355,5943838,7326612,0,0,0
459.078028,459.07803,18,20,0,14,0,0,1.111111111,0.777777778,9,0.5,0.45,0.642857143,O,0.181818182,----,----,HUnSatLig,----,----,----,459.18418,459,0.18418,4017410,3750751,4663972,0,0,0
445.0987634,445.09876,18,22,0,13,0,0,1.222222222,0.722222222,8,0.444444444,0.363636364,0.615384615,O,0.130434783,----,----,HUnSatLig,----,----,----,445.20169,445,0.20169,5657007,4508975,5588695,0,0,0
461.093678,461.09368,18,22,0,14,0,0,1.222222222,0.777777778,8,0.444444444,0.363636364,0.571428571,O,0.090909091,----,----,HUnSatLig,----,----,----,461.2003,461,0.2003,3037858,2607292,3688004,0,0,0
463.109328,463.10933,18,24,0,14,0,0,1.333333333,0.777777778,7,0.388888889,0.291666667,0.5,O,0,----,----,HUnSatLig,----,----,----,463.21642,463,0.21642,4989017,3441195,4007417,0,0,0
479.1042426,479.10424,18,24,0,15,0,0,1.333333333,0.833333333,7,0.388888889,0.291666667,0.466666667,O,-0.047619048,----,----,HUnSatLig,----,----,----,479.21503,479,0.21503,5438680,3638240,4413933,0,0,0
511.0940718,511.09407,18,24,0,17,0,0,1.333333333,0.944444444,7,0.388888889,0.291666667,0.411764706,O,-0.157894737,----,----,HUnSatLig,----,----,----,511.21225,511,0.21225,5104588,2260092,2728954,0,0,0
529.1046364,529.10464,18,26,0,18,0,0,1.444444444,1,6,0.333333333,0.230769231,0.333333333,O,-0.333333333,----,----,HUnSatLig,----,----,----,529.22698,529,0.22698,6655208,3304651,4717173,0,0,0
403.0670696,403.06707,19,16,0,10,0,0,0.842105263,0.526315789,12,0.631578947,0.75,1.2,CRAM,0.5,----,----,HUnSatLig,----,----,----,403.16027,403,0.16027,2895086,5393599,4919462,0,0,0
419.0619842,419.06198,19,16,0,11,0,0,0.842105263,0.578947368,12,0.631578947,0.75,1.090909091,CRAM,0.481481481,----,----,HUnSatLig,----,----,----,419.15889,419,0.15889,2755966,5208738,4431502,0,0,0
435.0568988,435.0569,19,16,0,12,0,0,0.842105263,0.631578947,12,0.631578947,0.75,1,CRAM,0.461538462,----,----,HUnSatLig,----,----,----,435.1575,435,0.1575,3112460,4936125,5083778,0,0,0
451.0518134,451.05181,19,16,0,13,0,0,0.842105263,0.684210526,12,0.631578947,0.75,0.923076923,CRAM,0.44,----,----,HUnSatLig,----,----,----,451.15611,451,0.15611,2492761,3974782,4251850,0,0,0
467.046728,467.04673,19,16,0,14,0,0,0.842105263,0.736842105,12,0.631578947,0.75,0.857142857,CRAM,0.416666667,----,----,HUnSatLig,----,----,----,467.15473,467,0.15473,2365965,3114307,4172186,0,0,0
421.0776342,421.07763,19,18,0,11,0,0,0.947368421,0.578947368,11,0.578947368,0.611111111,1,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,421.175,421,0.175,4431626,6452812,7328328,0,0,0
437.0725488,437.07255,19,18,0,12,0,0,0.947368421,0.631578947,11,0.578947368,0.611111111,0.916666667,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,437.17362,437,0.17362,4240684,6214877,6246858,0,0,0
453.0674634,453.06746,19,18,0,13,0,0,0.947368421,0.684210526,11,0.578947368,0.611111111,0.846153846,CRAM,0.36,----,----,HUnSatLig,----,----,----,453.17223,453,0.17223,3816103,4993443,5725227,0,0,0
469.062378,469.06238,19,18,0,14,0,0,0.947368421,0.736842105,11,0.578947368,0.611111111,0.785714286,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,469.17084,469,0.17084,3371013,3872996,4226436,0,0,0
455.0831134,455.08311,19,20,0,13,0,0,1.052631579,0.684210526,10,0.526315789,0.5,0.769230769,O,0.28,----,----,HUnSatLig,----,----,----,455.18834,455,0.18834,5245446,5906643,6586264,0,0,0
471.078028,471.07803,19,20,0,14,0,0,1.052631579,0.736842105,10,0.526315789,0.5,0.714285714,O,0.25,----,----,HUnSatLig,----,----,----,471.18696,471,0.18696,3484687,3910804,4703613,0,0,0
457.0987634,457.09876,19,22,0,13,0,0,1.157894737,0.684210526,9,0.473684211,0.409090909,0.692307692,O,0.2,----,----,HUnSatLig,----,----,----,457.20446,457,0.20446,4825465,5309456,6133524,0,0,0
473.093678,473.09368,19,22,0,14,0,0,1.157894737,0.736842105,9,0.473684211,0.409090909,0.642857143,O,0.166666667,----,----,HUnSatLig,----,----,----,473.20307,473,0.20307,3574827,3253331,4217221,0,0,0
459.1144134,459.11441,19,24,0,13,0,0,1.263157895,0.684210526,8,0.421052632,0.333333333,0.615384615,O,0.12,----,----,HUnSatLig,----,----,----,459.22058,459,0.22058,5474561,4173660,5170850,0,0,0
543.1202864,543.12029,19,28,0,18,0,0,1.473684211,0.947368421,6,0.315789474,0.214285714,0.333333333,O,-0.3,----,----,HUnSatLig,----,----,----,543.24587,543,0.24587,8182733,3175951,5580560,0,0,0
559.115201,559.1152,19,28,0,19,0,0,1.473684211,1,6,0.315789474,0.214285714,0.315789474,O,-0.368421053,----,----,HUnSatLig,----,----,----,559.24449,559,0.24449,3995191,2415821,3723992,0,0,0
417.0827196,417.08272,20,18,0,10,0,0,0.9,0.5,12,0.6,0.666666667,1.2,CRAM,0.466666667,----,----,HUnSatLig,----,----,----,417.17916,417,0.17916,2240985,4379356,4183738,0,0,0
433.0776342,433.07763,20,18,0,11,0,0,0.9,0.55,12,0.6,0.666666667,1.090909091,CRAM,0.448275862,----,----,HUnSatLig,----,----,----,433.17778,433,0.17778,2677474,4140687,4183855,0,0,0
449.0725488,449.07255,20,18,0,12,0,0,0.9,0.6,12,0.6,0.666666667,1,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,449.17639,449,0.17639,2725397,4831070,4446577,0,0,0
465.0674634,465.06746,20,18,0,13,0,0,0.9,0.65,12,0.6,0.666666667,0.923076923,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,465.175,465,0.175,2875433,3897775,4668865,0,0,0
481.062378,481.06238,20,18,0,14,0,0,0.9,0.7,12,0.6,0.666666667,0.857142857,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,481.17362,481,0.17362,2266408,3033043,4149797,0,0,0
451.0881988,451.0882,20,20,0,12,0,0,1,0.6,11,0.55,0.55,0.916666667,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,451.19251,451,0.19251,4522837,5747322,5460167,0,0,0
467.0831134,467.08311,20,20,0,13,0,0,1,0.65,11,0.55,0.55,0.846153846,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,467.19112,467,0.19112,3683341,4923713,4943258,0,0,0
