mass,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
395.1500112,1867008,2252423,1607396,0,0,0
411.1449258,3042964,3159349,2191875,2863306,3031561,2742517
539.1042426,2874834,3904379,1709081,0,0,0
397.1656612,3233494,2538608,1709158,2973583,3258618,3372249
541.1198926,2125548,3130258,1832877,0,0,0
527.140628,2456699,3409505,1664975,0,0,0
385.2020466,3178452,2761017,2306930,3921068,3436046,4106153
499.1820988,3111220,3503307,1513987,3199279,3005170,2743935
389.2333466,3024572,2695205,1586083,2839580,3847893,3585694
407.2439112,3380048,2744720,2007887,4623462,4255290,4242321
487.2184842,1946588,3307065,1632330,4877783,4249592,3655862
583.1879718,2240815,4266561,1502245,7807946,5813372,4068184
425.2544758,3035824,2569500,2043986,4793303,4701981,4015564
633.1883656,2201867,3500113,1454309,2699796,2289988,1973979
459.259955,2035154,2494636,1632560,4683078,4370418,3500005
603.2141864,1775126,1987022,1510397,3683763,3464456,2684634
479.0619842,1786113,2312426,1508050,0,0,0
495.0568988,1619146,3036123,1749007,0,0,0
481.0776342,2019631,3099441,1734432,2270028,1771398,2213336
545.0572926,2514204,4169641,1666246,2066592,1792219,1635609
561.0522072,2368964,3582679,1589337,0,0,0
467.0983696,2378952,3315750,1766438,0,0,0
563.0678572,2355949,3537560,1482688,0,0,0
453.119105,2763125,3356598,1817337,2337693,2157351,2555437
469.1140196,2977456,3739688,1774104,2530730,2776284,2398577
425.1605758,2038452,2772253,1940569,3206610,2582811,2915791
553.1198926,2771795,3718015,1621159,0,0,0
411.1813112,2498710,3176760,2155012,2841295,3320845,2858232
539.140628,3307982,3621755,1778711,1796304,1742977,1656909
399.2176966,3027081,3086906,1989572,3747245,3707074,3032214
513.1977488,2367847,2767866,1820053,3343773,3013167,2857944
403.2489966,2682193,2480959,2045930,2447199,3518417,2569078
499.2184842,2434357,3854541,1741573,6254390,4421367,4211331
515.2133988,1956147,2156645,1553866,3603191,2599689,2021977
421.2595612,2611520,2063133,1559130,3245280,3392688,2815001
437.2544758,2679607,3153764,1941421,5623173,5834545,4878194
471.259955,2797224,2629178,1648159,5375712,4973500,3933712
367.3581528,3792962,2178541,2326368,3712445,3497404,2888171
511.0881988,2480522,3229575,1890127,2224166,2241339,2139962
527.0831134,2560128,3539551,1988560,2532299,2091191,1962380
543.078028,2935815,3708833,1717566,2001424,2060485,1964935
559.0729426,2311327,3720973,1566959,2154337,1926875,1919895
513.1038488,2641769,4006901,2049426,2150797,2560548,1802193
499.1245842,2975026,4155592,1562880,3019555,2639593,2662008
563.1042426,2394857,4234902,1572285,0,0,0
565.1198926,2280987,3124814,1745187,0,0,0
439.1762258,2411651,2334455,1602257,3093941,2892576,2125049
551.140628,2478656,4250517,1979188,2138644,2216695,1993633
541.1926634,2516195,2668434,1454505,4129661,3347625,2605034
415.2489966,2386756,2003035,1592866,2832583,3319150,2942414
451.2701258,1787918,1883162,1603492,4392767,4090634,3644523
499.2548696,2456885,2797776,1784583,6352701,5316349,4799112
523.0881988,1705388,2305485,1505286,0,0,0
555.078028,1733227,2364769,1565209,2480846,2077424,1746591
541.0987634,2175214,3027857,1752495,0,0,0
511.1245842,2356617,3161993,1885520,2260012,2674495,2390845
543.1144134,2887683,3611553,1837884,2746387,3030214,2177414
559.109328,2557595,4034316,1439981,2995042,2583770,1967509
497.1453196,2471683,2947667,1552523,2193301,2489797,2165131
513.1402342,2688360,3363319,1794707,2743699,3136040,2480084
561.124978,2222524,3682005,2145876,2667421,2545868,2109203
577.1198926,2574420,3727336,1553333,1938975,2085491,1734126
467.1711404,2130118,2347046,1918502,1943203,2653219,2390772
499.1609696,2428723,3375306,2327298,3351338,3543791,3330685
565.156278,2551319,3967565,1772320,2552821,2240686,2231323
463.2701258,3064612,3656777,1836923,6823630,5692644,4956220
527.2497842,2334322,3083877,1522125,5552608,5350080,3887499
481.2806904,2649908,2733369,1554217,5057905,4708514,4210159
497.275605,2405638,3380315,1760403,7134640,6458841,5310875
513.2705196,2555749,2859006,1826199,7455146,6301239,5430237
529.2654342,1967556,3140261,1531293,5199575,4012842,3712378
543.1507988,2392062,3629985,1763130,2814998,2753734,2353028
575.140628,2694864,3812451,1558590,2875437,2412661,2130993
497.181705,2353412,2860629,1709965,3565981,2761675,2516879
513.1766196,2510183,3600377,1524628,3809690,3384876,3008470
561.1613634,2643896,3818196,1613905,3557278,3310796,2733841
467.2075258,1995462,2090022,1699877,2953896,3196454,2401014
565.1926634,3025428,3597899,2018590,4682741,3645614,3032601
455.2439112,2985170,2698573,1877573,4489243,4208473,3667964
553.2290488,2387782,3223421,1643679,5980796,4594933,3746073
459.2752112,2833361,2586795,1720111,5719367,4829171,4450278
539.2497842,2976194,3991421,1485329,7063257,5723267,4668488
493.2806904,2775703,3724151,1884581,7543435,6605699,5705645
509.275605,3027354,3907360,1746697,7685850,6984797,5304994
525.2705196,2311952,3295776,1556975,6918368,5907018,4761996
735.2200594,2654238,3868377,1540396,0,0,0
571.1457134,2306039,3254594,1503070,3178545,2274949,2115801
573.1613634,2271578,4131030,1512139,3873843,3050619,2461823
543.1871842,1979898,3475362,1971511,5013529,4280518,3664770
561.1977488,2681780,3998419,2022990,5692319,4310220,3549966
579.2083134,1850849,3038045,1522471,3880969,3678323,3463089
471.2752112,2813608,3906618,1651231,5767906,5138366,4597265
473.2908612,2390191,3158104,1585975,5880856,4966561,4127419
553.2654342,2528066,3657597,1522333,7553661,5367029,4314390
539.2861696,2064318,2971517,1596431,6510301,5188740,3912774
585.1613634,2020585,3439019,1598891,3450787,3187844,2172215
587.1770134,2072749,4007182,1653810,4351862,3374222,2555164
525.213005,1864468,2713630,1598448,3775705,3134023,2632587
527.228655,2860660,3837540,1771981,6611421,5411519,4960652
497.2544758,2003205,3364954,1549714,6018475,4838869,4384152
485.2908612,2693026,2892255,1906661,6296674,5262045,4752329
487.3065112,2693087,3108414,1645647,6811113,5474309,4549825
551.2861696,3120175,3412883,1533225,8536603,7034103,5277080
505.3170758,2217364,4560441,1722451,7691242,9112151,5311785
521.3119904,2435613,3113348,1715724,6981304,7082291,4048212
486.2203529,2067390,2764298,1537557,4029717,3470181,3421243
587.2133988,1801388,3004683,1423152,4685686,3287182,2805531
527.2650404,3150449,3163750,1539532,7944674,6441665,4589963
575.2497842,2663112,3740765,1652278,8369197,6720629,4753453
513.2857758,2478949,3297279,1580951,7991725,6295097,4591582
499.3065112,2915639,3566803,1767690,9021256,7694084,5671566
519.3327258,2989195,3472684,1541126,8813967,8130705,5523738
535.3276404,1766768,2788668,1507530,5576044,5575709,3819750
500.2360029,2647370,2632970,1661760,4548610,4245388,3091195
