"","Mass","HW","SW"
"1398",479.1559,7104066,6819565.66666667
"1399",479.1923,7182573.66666667,6313027.33333333
"1400",479.2134,2827002,2069742
"1401",479.2287,6217625.66666667,5733443
"1402",479.265,3557786.66666667,3650968.66666667
"1403",479.3014,18067526,
"1404",481.026,2142254.5,
"1405",481.0412,2072617.66666667,1805644
"1406",481.0624,5140437,4024050.33333333
"1407",481.0777,2284501.33333333,2142621
"1408",481.0988,6202667.66666667,5026546.33333333
"1409",481.1141,2444849,2300658.33333333
"1410",481.1199,2765873.5,2012573.33333333
"1411",481.1352,6884994.33333333,5728669.66666667
"1412",481.1504,2175154.5,
"1413",481.1563,2464818.5,1826381.5
"1414",481.1715,6375726,6319858.66666667
"1415",481.1846,,3458632
"1416",481.1868,1714611.5,
"1417",481.2079,5539460.66666667,5718088.33333333
"1418",481.2232,2105396.5,
"1419",481.2443,4458459,4899912.33333333
"1420",481.2807,2312498,2484638
"1421",482.1668,,6791587.33333333
"1422",483.0417,2744688,1930860
"1423",483.0569,3075614,2815061.33333333
"1424",483.078,4634483.66666667,3674198
"1425",483.0933,2943860.33333333,2726998
"1426",483.1144,4800543.66666667,4247297
"1427",483.1297,3078515.5,2302294.33333333
"1428",483.1356,5017632.66666667,3966379.33333333
"1429",483.1508,4712993,4292353
"1430",483.1661,2954871.33333333,2036822.66666667
"1431",483.172,2470092.66666667,1818881.33333333
"1432",483.1872,4471160,4295766.66666667
"1433",483.2003,,6067287
"1434",483.2025,3070070,
"1435",483.2236,4192974.33333333,4320343.33333333
"1436",483.2388,2961615.33333333,1787309
"1437",483.2599,3253879.5,3423831.33333333
"1438",483.2752,2204024.5,
"1439",485.0361,3154370.33333333,2224065.33333333
"1440",485.0573,2620952.33333333,1785452.33333333
"1441",485.0726,3882947.66666667,3325378
"1442",485.0937,3864687,3016471.33333333
"1443",485.109,3787717,3436994.33333333
"1444",485.1301,3552709.66666667,3004184
"1445",485.1454,3095153.33333333,2868845.66666667
"1446",485.1512,12945180,11775768.3333333
"1447",485.1665,3000946,3068526
"1448",485.1817,3870066.66666667,3031150.33333333
"1449",485.1875,1684936.33333333,1681250
"1450",485.1973,,2071406.33333333
"1451",485.2028,3234590,3344153.33333333
"1452",485.2181,4549748.33333333,3085081
"1453",485.2392,2912544,3414468.33333333
"1454",485.2545,4277707.33333333,2528196.33333333
"1455",485.2756,1962816.5,2254874
"1456",485.2909,2497314,
"1457",485.3273,2972622,
"1458",486.1253,2695835,
"1459",486.2204,2123081.66666667,
"1460",487.0518,4393325.66666667,3367563
"1461",487.073,2658500,
"1462",487.0882,4593348.66666667,4079755.66666667
"1463",487.1094,2768240.33333333,2114358.66666667
"1464",487.1246,4067526.33333333,3888268.33333333
"1465",487.1304,,2206007
"1466",487.1457,2668658,2025527.33333333
"1467",487.161,4180338.66666667,3408866.33333333
"1468",487.1821,2538526.33333333,2444258.66666667
"1469",487.1973,5748254.66666667,3791672.33333333
"1470",487.2185,2295327.66666667,2668686
"1471",487.2337,6286880.66666667,4012515.66666667
"1472",487.2549,2406412,2314212
"1473",487.2701,4633805,3027599
"1474",487.2912,,2402447.33333333
"1475",487.3065,2482382.66666667,
"1476",487.3429,3762554.66666667,
"1477",489.0311,3004529.66666667,2389851.33333333
"1478",489.0675,5215006,4554929.66666667
"1479",489.0886,2034134,
"1480",489.1039,5135989,4740957
"1481",489.125,2244261.5,2000548.5
"1482",489.1403,5251361.33333333,4584627.33333333
"1483",489.1766,5699875.33333333,4450142.66666667
"1484",489.1977,2641017.33333333,2677940.66666667
"1485",489.213,6345338.33333333,4893535.66666667
"1486",489.2341,1942108,2225412
"1487",489.2494,6167505.33333333,4854283
"1488",489.2705,,2170720.66666667
"1489",489.2858,3765714.66666667,2394294.66666667
"1490",491.0467,4402555.33333333,3509470
"1491",491.0831,5439869,4737247
"1492",491.1195,5190697.33333333,4607199.66666667
"1493",491.1406,2002604,
"1494",491.1559,6208896,5520609
"1495",491.1923,6833879,5696396.33333333
"1496",491.1995,2016686,5959564.66666667
"1497",491.2134,2678147,5790946
"1498",491.2286,7139374,5532216
"1499",491.2498,,2045667
"1500",491.265,5162714.33333333,3902691.33333333
"1501",491.3014,2512818.5,1733007.5
"1502",492.1835,3085745.33333333,9134671.66666667
"1503",493.0259,2463355.5,
"1504",493.0624,4544646,4068625.66666667
"1505",493.0987,5414706.33333333,4906258.33333333
"1506",493.1141,,1648004.5
"1507",493.1199,1771264,
"1508",493.1352,5724980,5146558
"1509",493.1563,2415873.5,2529555.66666667
"1510",493.1716,5954016.66666667,4681663.33333333
"1511",493.2079,6405261,5309717
"1512",493.229,2601273,4900117.66666667
"1513",493.2443,5228857.66666667,5035968.66666667
"1514",493.2807,2794811.66666667,2333292.66666667
"1515",495.0417,2789606,1847369
"1516",495.0569,2134758.66666667,1889740
"1517",495.078,5170407.66666667,3765919
"1518",495.0934,2324820,1763907.5
"1519",495.1144,5312062.66666667,4612427
"1520",495.1297,2160213.5,1836875.33333333
"1521",495.1355,2255445.5,
"1522",495.1508,5704256.66666667,4974582.33333333
"1523",495.1639,,2135201.66666667
"1524",495.1719,10627308,9402359.66666667
"1525",495.1872,5182701,4861261
"1526",495.2025,1849176.5,
"1527",495.2236,4863897.33333333,4690595.33333333
"1528",495.26,3520923,3902799.33333333
"1529",495.2964,6812402,
"1530",496.1824,,5401280
"1531",497.0362,2526886.5,1637109
"1532",497.0573,3049628,2269744.33333333
"1533",497.0725,3073863.66666667,2091739.66666667
"1534",497.0937,4291059,3503495
"1535",497.1089,3149993.5,2290738
"1536",497.1148,4425034,2525405
"1537",497.13,4476746,3813426.66666667
"1538",497.1453,2323957.66666667,2051635.33333333
"1539",497.1512,2561355.66666667,2211721
"1540",497.1664,4401655,3595486.66666667
"1541",497.1817,2308002,
"1542",497.2029,4132515.33333333,3912415.66666667
"1543",497.2181,2897838.5,1753824.33333333
"1544",497.2392,3737423.66666667,3936651.66666667
"1545",497.2545,2305957.66666667,
"1546",497.2756,2515452,2815799.66666667
"1547",498.2204,1751255.5,
"1548",499.0518,3190181,2719344.33333333
"1549",499.0729,3094609,2151196
"1550",499.0882,3203154,3211377.66666667
"1551",499.1093,3293181.33333333,2513351.66666667
"1552",499.1246,2897832.66666667,2939848.33333333
"1553",499.1305,4951806.33333333,3633608.66666667
"1554",499.1458,2619817.66666667,2422729
"1555",499.161,2710442.33333333,2435870.66666667
"1556",499.1668,4622762.33333333,3372831
"1557",499.1821,2709504.66666667,2642037
"1558",499.1951,4053532,2321870
"1559",499.1974,3118678.66666667,2584431
"1560",499.2185,2676823.66666667,3244491.33333333
"1561",499.2337,4550915,2633164
"1562",499.2549,2346414.66666667,2766796.66666667
"1563",499.2701,3363076.66666667,
"1564",499.2913,,2036339
"1565",499.3065,2750044,
"1566",500.236,2314033.33333333,
"1567",501.031,2202965.33333333,1801395.33333333
"1568",501.0675,4014593.66666667,3244212.66666667
"1569",501.1039,3921752.33333333,3698187
"1570",501.125,2685005.5,1820863
"1571",501.1402,3390469,3112972.33333333
"1572",501.1461,5595653.33333333,5631500.33333333
"1573",501.1613,2213710.5,2107661
"1574",501.1766,3699548,3179704.33333333
"1575",501.1977,2196560,1930254.33333333
"1576",501.213,5236914.66666667,3757241.33333333
"1577",501.2202,1893968.5,
"1578",501.2341,2349393.5,2493626.33333333
"1579",501.2494,6007647,3708773.33333333
"1580",501.2705,,1913682.5
"1581",501.2858,4227254.33333333,1966268
"1582",501.3069,,1877190.5
"1583",501.3222,6930957.33333333,1858408
"1584",502.2516,2024824.5,
"1585",503.0467,3701507.33333333,2737913.33333333
"1586",503.0831,4612697.66666667,4258384
"1587",503.1195,4402096.66666667,4316070.66666667
"1588",503.1559,4122716.66666667,3856978.66666667
"1589",503.1617,2476637.33333333,2597459
"1590",503.177,5476104.66666667,1846805.5
"1591",503.1923,5523038.33333333,4038228
"1592",503.2134,,2001537
"1593",503.2286,6506762.33333333,4510976
"1594",503.2498,1837470,2274731.33333333
"1595",503.265,5830241.66666667,4154966.66666667
"1596",503.2862,,2110380.66666667
"1597",503.3014,3558840.33333333,2007128
"1598",503.3378,5579023.33333333,1754219.5
"1599",505.026,2233052.5,1693795.5
"1600",505.0624,4398422,3405804
"1601",505.0988,4435287.33333333,4256749.33333333
"1602",505.1199,2391263.5,
"1603",505.1352,5026136.66666667,4667375
"1604",505.1715,5227183.33333333,4230810.66666667
"1605",505.1927,,1756394.5
"1606",505.2079,6133083.33333333,4834972
"1607",505.229,,1821511.33333333
"1608",505.2443,6602418,5090290.66666667
"1609",505.2654,,2199880.66666667
"1610",505.2807,4201822.66666667,3544393.33333333
"1611",505.3171,2833418.66666667,
"1612",506.1991,,2094954.33333333
"1613",507.0416,2809248.33333333,2419763.66666667
"1614",507.078,4197452.33333333,3998431.66666667
"1615",507.1144,4789326,3970443.66666667
"1616",507.1508,5179129.66666667,4243170.33333333
"1617",507.1719,,1995832
"1618",507.1872,5496229.66666667,4707043.66666667
"1619",507.1904,,2239679
"1620",507.1944,,1928419.66666667
"1621",507.2083,,2567908
"1622",507.2236,5624231,4734010
"1623",507.2599,4827048,4177296.66666667
"1624",507.2963,2850341,2271292.66666667
"1625",508.1357,3558001.33333333,2101680.66666667
"1626",508.1784,3208306.66666667,2588423.33333333
"1627",509.0573,3158159.33333333,2511996.66666667
"1628",509.0725,2252631.5,1691733
"1629",509.0937,4253840.33333333,3464659
"1630",509.109,1930072.5,1900118.5
"1631",509.13,4256914,3756500
"1632",509.1512,6645906.33333333,6527786.66666667
"1633",509.1664,4481170.66666667,3778688.33333333
"1634",509.2028,4660713.33333333,4129921.66666667
"1635",509.2392,4614634.33333333,4204333.66666667
"1636",509.2756,2893803.66666667,2648708.33333333
"1637",510.1828,2017651.5,
"1638",511.0519,2683783.5,1834351
"1639",511.073,3324277,2425711.66666667
"1640",511.0883,2533408,2205211
"1641",511.1094,3621920.66666667,2826267.33333333
"1642",511.1246,2468043.33333333,2344647
"1643",511.1305,1775497,
"1644",511.1457,3620214.66666667,3358236.66666667
"1645",511.161,2223498,1893747
"1646",511.1668,2081674,
"1647",511.1821,3430946.33333333,3232968.66666667
"1648",511.1974,2394763,
"1649",511.2185,3374115.33333333,3673290
"1650",511.2337,2736779.5,1581643.5
"1651",511.2548,3118969.66666667,3702304.66666667
"1652",511.2913,2178188.5,1855848
"1653",513.031,2225837.5,
"1654",513.0522,1893550.5,
"1655",513.0675,3056377.66666667,2544395.33333333
"1656",513.0886,2763002.33333333,2072502.66666667
"1657",513.1038,2899365.33333333,2888460.66666667
"1658",513.125,2868816.33333333,2225762.66666667
"1659",513.1402,2615462,2633656.66666667
"1660",513.1461,7665915.66666667,3796238
"1661",513.1614,2807471.5,2294542.66666667
"1662",513.1766,2545062.66666667,2208015.33333333
"1663",513.1825,2396753.66666667,2199652.66666667
"1664",513.1978,2318588.66666667,2735717
"1665",513.213,3442940.66666667,2226619.33333333
"1666",513.2342,2938801,2628198.33333333
"1667",513.2494,3654568.33333333,2089746
"1668",513.2705,2413651.33333333,3163410.33333333
"1669",513.2858,2452393,
"1670",514.2517,2067136,
"1671",515.0467,2798366,2332154
"1672",515.0679,1854666,
"1673",515.0831,3851038.66666667,3128656.66666667
"1674",515.1042,2217674.5,1700555.5
"1675",515.1195,3171615,3125244.66666667
"1676",515.1254,3479242.5,2572967.33333333
"1677",515.1407,2266315,1693522.66666667
"1678",515.1559,3151818,2540712
"1679",515.1618,3669109,4247208.66666667
"1680",515.1923,4927946.33333333,4640084
"1681",515.2134,1888886,2243754.33333333
"1682",515.2287,5446603,3391317.33333333
"1683",515.2498,1781964,2036224.66666667
"1684",515.265,4986145,2707969.33333333
"1685",515.2861,,2095788.66666667
"1686",515.3014,3644193.66666667,2290605.33333333
"1687",517.0624,3777162.66666667,3300412.66666667
"1688",517.0988,3919157.66666667,3725715
"1689",517.1352,3636534,3437289.33333333
"1690",517.141,3549664.66666667,3855422.66666667
"1691",517.1563,,1613535.5
"1692",517.1715,3792694.33333333,2998677.33333333
"1693",517.2079,5445601,3792620
"1694",517.229,,1970754
"1695",517.2443,6492812.33333333,4412482.33333333
"1696",517.2654,,2328643.33333333
"1697",517.2807,5106999,3274136.66666667
"1698",517.3171,4130274.33333333,2201498
"1699",519.0416,3181020.5,1867386.66666667
"1700",519.078,4336276.66666667,3393659.66666667
"1701",519.1145,4028052.66666667,3876306
"1702",519.1508,4329449.66666667,3455443.33333333
"1703",519.1567,1806044,2808958
"1704",519.1872,4668735,3555113.66666667
"1705",519.2235,5663039,4335402.66666667
"1706",519.2599,6075370,4504705.33333333
"1707",519.2963,3923775.33333333,2668503.33333333
"1708",519.3327,2667668.33333333,
"1709",521.0573,3441979,2564619.33333333
"1710",521.0937,4067642.66666667,3296609.66666667
"1711",521.1301,3855845.33333333,3571896.33333333
"1712",521.1664,4365285,3479907.66666667
"1713",521.2028,5094714.33333333,4503397
"1714",521.2392,5099493,4190053.66666667
"1715",521.2756,4185231.33333333,4173329.66666667
"1716",521.312,2421561.66666667,2043751.66666667
"1717",523.0729,3418239.66666667,2561262
"1718",523.0883,1838719.66666667,2051185
"1719",523.1093,3775786.33333333,3087598.66666667
"1720",523.1247,1927612,
"1721",523.1458,3905662.66666667,3634416
"1722",523.1609,2091451.5,
"1723",523.1669,2362836,
"1724",523.1821,3994921.33333333,3425520.66666667
"1725",523.2185,4403838.33333333,4521543.33333333
"1726",523.2549,3858557.66666667,3838536
"1727",523.2912,2912954,2566388
"1728",525.0522,2499740,
"1729",525.0675,2775964,1798092
"1730",525.0886,2960738.66666667,2115874
"1731",525.1038,2414491,2267426.66666667
"1732",525.1249,2959458.33333333,2585720
"1733",525.1402,2270362.5,2132259.33333333
"1734",525.1461,2779746,1761486
"1735",525.1614,3467190.66666667,2978595.66666667
"1736",525.1767,2015130,1796141.5
"1737",525.1978,3471798,5753807.33333333
"1738",525.2131,2058848.66666667,
"1739",525.2342,3139339,3475408
"1740",525.2494,1925016,
"1741",525.2705,2388234.33333333,2824486.66666667
"1742",525.3069,1771415,1718064.5
"1743",527.0468,2446192.5,1988951.5
"1744",527.0678,1954704,
"1745",527.0831,2696079.66666667,2213030.66666667
"1746",527.089,,1922556
"1747",527.1043,2733284.66666667,2219175
"1748",527.1195,3724911,2613586
"1749",527.1406,2510393,2002856
"1750",527.1558,2726510,2164733.33333333
"1751",527.1617,20697997.6666667,9957032
"1752",527.177,2500461.5,2044243.66666667
"1753",527.1923,2947949,2030170.5
"1754",527.2134,2938732.5,2345300.33333333
"1755",527.2287,2823393.66666667,1912831.33333333
"1756",527.2498,2313441.33333333,2814122.33333333
"1757",527.2651,2617910.33333333,1828181.33333333
"1758",527.2862,1919594.5,1799339.33333333
"1759",528.1514,,3982697
"1760",529.0624,3131912,2366673.33333333
"1761",529.0987,3225777.66666667,2724562.33333333
"1762",529.1199,2380600.5,
"1763",529.1351,3167920.33333333,2912637.66666667
"1764",529.141,2589752,2108115
"1765",529.1563,,1724417
"1766",529.1716,3487799,2595881
"1767",529.1775,2758455,1741011.66666667
"1768",529.208,3613870.33333333,2563967
"1769",529.229,,1837269
"1770",529.2443,4548781.33333333,2767914.66666667
"1771",529.2654,2213036.66666667,3089792.33333333
"1772",529.2807,3759958.66666667,2524373.66666667
"1773",530.2465,1693973.5,
"1774",531.0416,2358219.33333333,1714680
"1775",531.0781,3307636.33333333,2947832.66666667
"1776",531.1145,3436317.66666667,3464953
"1777",531.1508,3129969.66666667,2944079
"1778",531.1567,,1755044.33333333
"1779",531.1872,3444336.66666667,2800207.66666667
"1780",531.2236,5001327.33333333,3374843.33333333
"1781",531.2447,,1608174.5
"1782",531.26,5386009,3413585.33333333
"1783",531.2811,1950323.5,2234108.33333333
"1784",531.2964,4179564.66666667,2867794
"1785",533.0573,3345453.66666667,2512496
"1786",533.0937,3554178,3395355.33333333
"1787",533.1301,3690368.33333333,3792667.66666667
"1788",533.1665,3674324,3035932
"1789",533.2029,4196563,2985415.33333333
"1790",533.2393,5860732.33333333,4018632
"1791",533.2604,,1817537
"1792",533.2756,4914554.66666667,3184072.66666667
"1793",533.312,3414735,2270153
"1794",535.073,3400157,2722616.33333333
"1795",535.1093,3534640.66666667,3125048.66666667
"1796",535.1458,3634991.33333333,3329166.33333333
"1797",535.1821,4343426.66666667,4202297.66666667
"1798",535.2185,4732204,3495738.33333333
"1799",535.2549,4943829.33333333,3951077.33333333
"1800",535.2913,3496915.66666667,2527547
"1801",535.3277,2020988.66666667,
"1802",537.0522,2715913,1745894
"1803",537.0886,3066243,2594129
"1804",537.1039,2065927,
"1805",537.125,3176833.66666667,2715302.66666667
"1806",537.1404,2044165,
"1807",537.1615,3288618.66666667,3637415
"1808",537.1978,3676030,2736636.66666667
"1809",537.2341,3981009.66666667,3308029.33333333
"1810",537.2553,,5964968
"1811",537.2705,3480613.33333333,3451389.66666667
"1812",537.3069,,1809457
"1813",539.0679,2466254,1732337.5
"1814",539.0831,2194343.5,1762545.5
"1815",539.1043,2829431.33333333,2016953.66666667
"1816",539.1196,2215589.5,1772559.33333333
"1817",539.1407,2902816,1944933
"1818",539.1559,2293155.5,
"1819",539.177,3644579,2139493
"1820",539.2134,3112220.33333333,2967056
"1821",539.2287,1874592,
"1822",539.2498,2817648,2526224.33333333
"1823",539.2862,2210755.33333333,2249744.66666667
"1824",541.0625,2508865.5,1887773
"1825",541.0836,2482240.5,
"1826",541.0988,2318522,1873608
"1827",541.1199,2362894.33333333,1789896
"1828",541.1352,2812478,2104520
"1829",541.1411,2298893,
"1830",541.1563,2157884.5,1680026
"1831",541.1716,2557756,2127607
"1832",541.1774,10357771,3337075
"1833",541.1927,2213044.66666667,1899549.66666667
"1834",541.2079,2744378,1713179
"1835",541.2291,2251577,2278259.33333333
"1836",541.2443,2581304,1729271
"1837",541.2654,2551607,2086003.33333333
"1838",543.0416,2262384.5,
"1839",543.078,2787404.66666667,2198907
"1840",543.0993,2071250.5,
"1841",543.1145,2779040,2527952.66666667
"1842",543.1508,2595059,2388859.33333333
"1843",543.1567,5386824,3517990
"1844",543.1872,2475590.33333333,2001654
"1845",543.1931,2011853.5,
"1846",543.2236,3043055,2199419.66666667
"1847",543.2448,2100426.5,1825147.33333333
"1848",543.26,3251607.33333333,2177062.33333333
"1849",545.0573,2783363.66666667,2046675.33333333
"1850",545.0937,3038167,2688382
"1851",545.0996,,2072446
"1852",545.1289,3973930,4569299.66666667
"1853",545.1665,3474524.5,2438697
"1854",545.1724,8502055.66666667,6458579.66666667
"1855",545.2029,3234598,2389545
"1856",545.2393,4062499.66666667,2791294.33333333
"1857",545.2604,,1744447.5
"1858",545.2757,4115404.33333333,2744361
"1859",547.0365,2040812.5,
"1860",547.073,3131912.66666667,2442107.33333333
"1861",547.1093,3044188,2661072.66666667
"1862",547.1457,3688794,2946598
"1863",547.1821,3335340.66666667,2204710
"1864",547.2185,4038997.33333333,2896080.33333333
"1865",547.2549,4801192.33333333,3280080.33333333
"1866",547.2761,,1578824.5
"1867",547.2913,3799888.66666667,2805968.33333333
"1868",549.0522,2673377,1695818.5
"1869",549.0887,3128713.33333333,2347037.66666667
"1870",549.125,3345286.66666667,3143538.33333333
"1871",549.1495,1885801.5,
"1872",549.1614,3192879.33333333,2907847.66666667
"1873",549.1978,3276674,3321031.33333333
"1874",549.2342,4053546.66666667,3408071.33333333
"1875",549.2705,3988691,3007004.33333333
"1876",549.3069,3041887.5,1815750.66666667
"1877",551.0678,2701575.66666667,1999204
"1878",551.1042,3289581,2318265
"1879",551.1406,2902787,2517347.33333333
"1880",551.177,3150592.33333333,2848781.66666667
"1881",551.2134,3414099.66666667,2706615.66666667
"1882",551.2498,3389691.66666667,3247287.66666667
"1883",551.2862,2688761,2373644.66666667
"1884",553.0623,1882773,
"1885",553.0835,2293547,1708196.33333333
"1886",553.0989,2284906.5,
"1887",553.1199,2703656.33333333,1911289
"1888",553.1352,,1721336.66666667
"1889",553.1563,2516582.5,1893197.66666667
"1890",553.1927,3054436.5,2488823.66666667
"1891",553.2291,2418294,2649420.66666667
"1892",553.2654,2569332,2574327
"1893",553.3018,2113373,1880908
"1894",555.0417,1651561,
"1895",555.0781,1887735,1722930.66666667
"1896",555.0991,2285029,
"1897",555.1144,2593251.5,1941981
"1898",555.1355,2005730.5,
"1899",555.1508,2583265.5,2065372.33333333
"1900",555.1719,2151903.5,
"1901",555.2083,2132189.5,1717723.66666667
"1902",555.2236,2184668.5,1910057
"1903",555.2447,2176219,1945904.33333333
"1904",555.2811,1869017,1955973
"1905",557.0574,2166112,1764113.5
"1906",557.0937,2912094,2015504.33333333
"1907",557.1301,3092827,2305807.66666667
"1908",557.1665,3445848.5,2992399
"1909",557.1723,2587151.66666667,2222180.33333333
"1910",557.2029,2677846,1902350
"1911",557.224,1811797,
"1912",557.2393,3319892,1923853.66666667
"1913",557.2604,,1791757
"1914",559.073,2533086.33333333,2034322
"1915",559.1093,2677297.33333333,2513468
"1916",559.1458,3416273,2440421.66666667
"1917",559.1516,4055256.66666667,3754384.33333333
"1918",559.1821,3094742.66666667,3111482.33333333
"1919",559.188,2606286,1790522.33333333
"1920",559.2185,3358924,2141412.33333333
"1921",559.2549,3565777.66666667,2188344.66666667
"1922",559.2913,2149319,
"1923",561.0522,2513660,
"1924",561.0886,3267915,2700641.33333333
"1925",561.125,2683468.33333333,2613600.66666667
"1926",561.1615,2691999,2636127.66666667
"1927",561.1673,4114164,3510623.33333333
"1928",561.1978,2901063,2230110.33333333
"1929",561.2341,3729135,2518877.66666667
"1930",561.2705,3346327,2853042
"1931",563.0678,2458732.33333333,1800600
"1932",563.1043,2734014.66666667,2311294.66666667
"1933",563.1407,3029777.33333333,2506195
"1934",563.1652,2003899.5,
"1935",563.1771,3062713.33333333,2373330
"1936",563.2134,3323831,3324539.66666667
"1937",563.2498,3754932.33333333,2784890.66666667
"1938",563.2862,2931975,2357881.33333333
"1939",565.0836,2974007.5,1943787.33333333
"1940",565.1199,2383662.66666667,2276927.33333333
"1941",565.1563,2763734.66666667,1713726
"1942",565.1927,2880639,2109671.66666667
"1943",565.2291,3875373,2205585
"1944",565.2654,3112234.5,2572889
"1945",565.3018,2555432,2040036
"1946",567.0782,1965998.5,
"1947",567.0991,2766765,
"1948",567.1356,2633642,1886969
"1949",567.1508,,1742584
"1950",567.172,2497960,1937740
"1951",567.1872,1572263,
"1952",567.2084,2915237.5,3340789.66666667
"1953",567.2448,2641059,2101406.66666667
"1954",567.2811,2608032.5,1749661.33333333
"1955",569.0937,,1812132
"1956",569.1148,2087204,
"1957",569.1301,2660130.5,1858594.5
"1958",569.1666,,1840545
"1959",569.1723,2863392,1952160.5
"1960",569.2028,1918750,
"1961",569.224,,1567483.33333333
"1962",569.2604,1728538,2073338
"1963",571.073,2579617,1687936
"1964",571.1093,2641055,2019327.33333333
"1965",571.1457,2354567.66666667,2074792.66666667
"1966",571.1821,2353818,1910651
"1967",571.188,2211716.66666667,1915558.66666667
"1968",571.2184,2315415.5,1634981
"1969",571.2549,2168213,
"1970",571.276,,1565246
"1971",573.0522,1986335,
"1972",573.0886,2824221,1783714
"1973",573.125,3217434.5,2140235
"1974",573.1614,2638249,2387187.66666667
"1975",573.1673,2484248,2367390.33333333
"1976",573.1977,2885654,2104050
"1977",573.2036,1735445.5,
"1978",573.2341,3289619.5,2046362.66666667
"1979",573.2705,2564625,
"1980",575.0679,2645662,
"1981",575.1042,2554779.5,2082448
"1982",575.1406,2688635,2046606
"1983",575.177,3143063,2031926.66666667
"1984",575.2134,3149205,1862965
"1985",575.2498,2685385,2091998
"1986",575.2862,2262928,
"1987",577.0471,1975330.5,
"1988",577.0836,3118880,1821007
"1989",577.12,2618363,2013899.66666667
"1990",577.1563,3042844,2369567
"1991",577.1927,2833433.5,1744126
"1992",577.2291,3294487.5,1985904.33333333
"1993",577.2654,3181845,2123118
"1994",579.0628,2352552,
"1995",579.0992,2730406,1691906
"1996",579.1356,2646947.5,1640874.66666667
"1997",579.172,2634145.5,1757437.66666667
"1998",579.2084,2137121.66666667,1992324
"1999",579.2448,2646173,1706574.66666667
"2000",579.2811,2663579,1718399.5
"2001",581.0784,2071601,
"2002",581.149,2312214,1695363
"2003",581.1877,1962282.5,2040838
"2004",581.224,2243880.5,2342355.66666667
"2005",581.2604,2243622.5,1752653.5
"2006",581.2967,,1818916.66666667
"2007",583.1458,2558650,1859073.33333333
"2008",583.188,2669873.66666667,
"2009",583.2032,1981367,
"2010",585.0523,1795408,
"2011",585.0887,2320718,1602176.5
"2012",585.125,2087756,1892862
"2013",585.1614,2352831.66666667,2354894.66666667
"2014",585.1673,3095914.33333333,2754253.66666667
"2015",585.1978,,1706187.66666667
"2016",585.2037,2752327.5,
"2017",585.2706,1691716,
"2018",585.4008,,1965617.5
"2019",587.0678,2360035,
"2020",587.1043,2317281,1945270
"2021",587.1407,2317791,1737455
"2022",587.177,2577913.66666667,2361580
"2023",587.1829,4429561.33333333,5767574.66666667
"2024",587.2134,2076407.66666667,
"2025",587.2498,1742297.5,
"2026",589.0835,2686073,1816805.5
"2027",589.12,2594935,2034102.33333333
"2028",589.1563,2504053.5,1866163.33333333
"2029",589.1622,3136141.33333333,2395912.66666667
"2030",589.1927,2657140,1754033
"2031",589.1985,,1838427
"2032",589.2291,2630770,1762734.33333333
"2033",589.2655,2079856,1561110
"2034",591.0992,2247955,1857317
"2035",591.1356,2682641,1840247.66666667
"2036",591.172,2822671,
"2037",591.2083,2546957.5,
"2038",591.2447,2767115.5,1509960
"2039",591.2811,2101258,1768517
"2040",593.0786,2172849.5,
"2041",593.1149,2491056,1750158.33333333
"2042",593.1512,2147758,1859724.33333333
"2043",593.1876,2527404.5,1482752
"2044",593.224,2055082.5,1772213
"2045",593.2604,2636201,2044206.66666667
"2046",594.1726,,2418921.66666667
"2047",595.1305,2019664,
"2048",595.167,2297166.5,
"2049",595.2033,1935821,
"2050",595.2396,,1677598
"2051",597.1249,1642740.5,
"2052",597.1615,2109427,
"2053",599.1407,2169243.5,
"2054",599.1771,2306970,
"2055",599.1829,2203802,
"2056",599.2135,,1549674
"2057",601.0836,2211145,
"2058",601.12,2271303.5,1592937
"2059",601.1562,2452806,1870944
"2060",601.1622,2200389.5,2056575.66666667
"2061",601.1927,2239300.5,1633117.5
"2062",601.1985,1735271,
"2063",601.229,1870147,1557371
"2064",603.0992,1955830.5,
"2065",603.1356,2603253,1728716
"2066",603.1718,2561267.5,
"2067",603.1778,6658721.66666667,7969340.33333333
"2068",603.2082,2103154,1729729.5
"2069",603.2141,1757515,1624768.5
"2070",603.2447,1939696.5,1524164.5
"2071",603.2631,1817071.5,
"2072",605.1513,2349221.5,1706806.5
"2073",605.1934,,1509940
"2074",605.224,2047907,2088497.5
"2075",607.2033,1863000.5,
"2076",607.2396,2074967.5,
"2077",608.2308,7425160.33333333,2993349
"2078",610.0957,,1681319
"2079",613.1986,2067082.5,
"2080",615.0992,1843535.5,
"2081",615.1721,2028109.5,
"2082",615.1778,2564941,1772601.66666667
"2083",615.2142,1678924,
"2084",617.0785,1613077,
"2085",617.1512,,1546928.5
"2086",617.1877,2170130,
"2087",617.1935,4402362.66666667,3635129.33333333
"2088",619.2033,1933529.5,
"2089",621.1462,1952166.5,
"2090",621.2189,1842341,
"2091",625.0954,,1757001
"2092",627.1779,2442779.5,
"2093",629.115,1640693.5,
"2094",629.1877,1884148,
"2095",629.1936,2935027.5,1721174.33333333
"2096",631.1728,1815759.5,1772877
"2097",631.2092,10308829,4512356.66666667
"2098",633.1885,2385429.66666667,3271892
"2099",633.2191,1654189.5,
"2100",635.1983,1764751,
"2101",643.1728,3622662.66666667,2575579
"2102",645.1885,8767225.33333333,3413371.66666667
"2103",647.2041,9267609,7791309.66666667
"2104",649.1833,,1592040.5
