Mass,C,H,O,N,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,nomass,CalcMass,KM_CH2,KMD_CH2,HC,OC,N.C,DBE,psi,psi_molc,DBE.C,DBE.H,DBE.O,AI,AI_0,NOSC
501.2494,28,38,8,0,0,0,0,CHO,Lignin,502.256652830516,0.030594086682489,502.25644,502.25644,501.695828565013,0.304171434987097,1.35714285714286,0.285714285714286,0,10,134,4.78571428571429,0.357142857142857,0.263157894736842,1.25,0.1,0.1,-0.7857142857142856
337.0201,14,10,10,0,0,0,0,CHO,ConHC,338.027395633547,0.00268751391773064,338.0273,338.0273,337.649951223786,0.350048776213896,0.714285714285714,0.714285714285714,0,10,46,3.28571428571429,0.714285714285714,1,1,0,0,0.7142857142857144
505.0624,22,18,14,0,0,0,0,CHO,Lignin,506.069660752594,-0.010799687569048,506.0695,506.0695,505.504578848381,0.495421151618643,0.818181818181818,0.636363636363636,0,14,78,3.54545454545455,0.636363636363636,0.777777777777778,1,0,0,0.4545454545454546
529.208,28,34,10,0,0,0,0,CHO,Lignin,530.215243423402,-0.0869665711006873,530.21498,530.21498,529.623200345872,0.376799654127581,1.21428571428571,0.357142857142857,0,12,126,4.5,0.428571428571429,0.352941176470588,1.2,0.111111111111111,0.111111111111111,-0.5
481.2443,25,38,9,0,0,0,0,CHO,Protein,482.251616050213,-0.0689090761374068,482.25135,482.25135,481.713129587496,0.28687041250447,1.52,0.36,0,7,120,4.8,0.28,0.184210526315789,0.777777777777778,-0.125,0,-0.7999999999999998
357.1344,20,22,6,0,0,0,0,CHO,Lignin,358.141653550213,-0.0421939566491604,358.1415,358.1415,357.74174938037,0.258250619630076,1.1,0.3,0,10,90,4.5,0.5,0.454545454545455,1.66666666666667,0.285714285714286,0.285714285714286,-0.5
474.1729,19,29,11,3,0,0,0,CHON,AminoSugar,475.180215633547,-0.0144028444286589,475.18,475.18,474.649625159708,0.350374840292261,1.52631578947368,0.578947368421053,0.157894736842105,7,74,3.89473684210526,0.368421052631579,0.241379310344828,0.636363636363636,-1.1,0,0.10526315789473673
533.2756,29,42,9,0,0,0,0,CHO,Lignin,534.282910814706,-0.0521588946081595,534.28263,534.28263,533.686325743429,0.313674256571403,1.44827586206897,0.310344827586207,0,9,140,4.82758620689655,0.310344827586207,0.214285714285714,1,0,0,-0.8275862068965516
428.1675,18,27,9,3,0,0,0,CHON,Protein,429.174737236111,-0.0180693551968957,429.17454,429.17454,428.695516890444,0.304483109555804,1.5,0.5,0.166666666666667,7,72,4,0.388888888888889,0.259259259259259,0.777777777777778,-0.583333333333333,0,0
539.0679,22,20,16,0,0,0,0,CHO,Tannin,540.07516246688,-0.051606298512883,540.07496,540.07496,539.472109715662,0.5278902843379,0.909090909090909,0.727272727272727,0,13,76,3.45454545454545,0.590909090909091,0.65,0.8125,-0.5,0,0.5454545454545454
405.213,19,34,9,0,0,0,0,CHO,Protein,406.220269800213,0.0317317661900864,406.22007,406.22007,405.766680617951,0.233319382049274,1.78947368421053,0.473684210526316,0,3,92,4.84210526315789,0.157894736842105,0.0882352941176471,0.333333333333333,-0.6,0,-0.8421052631578947
439.2337,23,36,8,0,0,0,0,CHO,Protein,440.241015633547,0.00567610286788784,440.2408,440.2408,439.74943858256,0.25056141743994,1.56521739130435,0.347826086956522,0,6,112,4.8695652173913,0.260869565217391,0.166666666666667,0.75,-0.133333333333333,0,-0.8695652173913047
541.2654,27,42,11,0,0,0,0,CHO,Protein,542.27271846688,-0.0115727375205023,542.27245,542.27245,541.667211905,0.332788094999614,1.55555555555556,0.407407407407407,0,7,128,4.74074074074074,0.259259259259259,0.166666666666667,0.636363636363636,-0.25,0,-0.7407407407407405
487.161,25,28,10,0,0,0,0,CHO,Lignin,488.168263858184,-0.0342881453256677,488.16806,488.16806,487.623170813667,0.376829186332714,1.12,0.4,0,12,108,4.32,0.48,0.428571428571429,1.2,0.133333333333333,0.133333333333333,-0.3200000000000003
430.1831,18,29,9,3,0,0,0,CHON,Protein,431.190359945141,0.0454561626212896,431.19018,431.19018,430.708888937151,0.291111062849495,1.61111111111111,0.5,0.166666666666667,6,74,4.11111111111111,0.333333333333333,0.206896551724138,0.666666666666667,-0.75,0,-0.11111111111111072
575.2498,30,40,11,0,0,0,0,CHO,Lignin,576.257123739607,-0.10691843070365,576.25681,576.25681,575.613669887197,0.386330112802625,1.33333333333333,0.366666666666667,0,11,138,4.6,0.366666666666667,0.275,1,0,0,-0.5999999999999996
525.0522,21,18,16,0,0,0,0,CHO,Tannin,526.059495038308,-0.019972852001533,526.05932,526.05932,525.472092306551,0.527907693449038,0.857142857142857,0.761904761904762,0,13,70,3.33333333333333,0.619047619047619,0.722222222222222,0.8125,-0.6,0,0.6666666666666665
553.1199,24,26,15,0,0,0,0,CHO,Lignin,554.127217300213,-0.085060094174011,554.12697,554.12697,553.508473899033,0.491526100967008,1.08333333333333,0.625,0,12,92,3.83333333333333,0.5,0.461538461538462,0.8,-0.333333333333333,0,0.16666666666666652
485.2392,24,38,10,0,0,0,0,CHO,Protein,486.246474800213,0.0465619551770547,486.24626,486.24626,485.703527642527,0.296472357473135,1.58333333333333,0.416666666666667,0,6,114,4.75,0.25,0.157894736842105,0.6,-0.285714285714286,0,-0.75
489.2494,27,38,8,0,0,0,0,CHO,Lignin,490.256681249489,-0.0266246013056565,490.25644,490.25644,489.709256259456,0.290743740543917,1.40740740740741,0.296296296296296,0,9,130,4.81481481481481,0.333333333333333,0.236842105263158,1.125,0.0526315789473684,0.0526315789473684,-0.8148148148148149
501.1766,26,30,10,0,0,0,0,CHO,Lignin,502.183879945141,0.0343277826332459,502.1837,502.1837,501.623136938492,0.376863061508175,1.15384615384615,0.384615384615385,0,12,114,4.38461538461539,0.461538461538462,0.4,1.2,0.125,0.125,-0.384615384615385
505.0988,23,22,13,0,0,0,0,CHO,Lignin,506.106052895451,-0.0239118883434047,506.10587,506.10587,505.540930355447,0.459069644553495,0.956521739130435,0.565217391304348,0,13,88,3.82608695652174,0.565217391304348,0.590909090909091,1,0,0,0.17391304347826075
399.1813,23,28,6,0,0,0,0,CHO,Lignin,400.188589075576,-0.00110991601874407,400.18842,400.18842,399.741734921895,0.258265078104614,1.21739130434783,0.260869565217391,0,10,108,4.69565217391304,0.434782608695652,0.357142857142857,1.66666666666667,0.235294117647059,0.235294117647059,-0.6956521739130439
535.1093,24,24,14,0,0,0,0,CHO,Lignin,536.116612895451,-0.0138321610650434,536.11642,536.11642,535.517980296049,0.482019703951437,1,0.583333333333333,0,13,92,3.83333333333333,0.541666666666667,0.541666666666667,0.928571428571429,-0.1,0,0.16666666666666652
607.2396,30,40,13,0,0,0,0,CHO,Lignin,608.24692521688,-0.0556444738189089,608.24663,608.24663,607.567751266357,0.432248733642837,1.33333333333333,0.433333333333333,0,11,134,4.46666666666667,0.366666666666667,0.275,0.846153846153846,-0.117647058823529,0,-0.4666666666666668
354.1307,15,21,7,3,0,0,0,CHON,Lignin,355.13797271688,-0.0638413286793297,355.1378,355.1378,354.741422483889,0.258577516110961,1.4,0.466666666666667,0.2,7,58,3.86666666666667,0.466666666666667,0.333333333333333,1,-0.3,0,0.1333333333333333
353.197,19,30,6,0,0,0,0,CHO,Protein,354.204243133547,-0.0125293435329973,354.20406,354.20406,353.80873551135,0.191264488649665,1.57894736842105,0.315789473684211,0,5,94,4.94736842105263,0.263157894736842,0.166666666666667,0.833333333333333,-0.0769230769230769,0,-0.9473684210526319
591.2083,29,36,13,0,0,0,0,CHO,Lignin,592.21559834188,-0.0119871546266871,592.21535,592.21535,591.554325114163,0.445674885836979,1.24137931034483,0.448275862068966,0,12,126,4.3448275862069,0.413793103448276,0.333333333333333,0.923076923076923,-0.0625,0,-0.3448275862068968
387.0358,18,12,10,0,0,0,0,CHO,ConHC,388.04304834188,-0.00447290572656092,388.04294,388.04294,387.609756007486,0.390243992514058,0.666666666666667,0.555555555555556,0,13,64,3.55555555555556,0.722222222222222,1.08333333333333,1.3,0.375,0.375,0.44444444444444464
577.2654,30,42,11,0,0,0,0,CHO,Lignin,578.272715557789,-0.00582162875298414,578.27245,578.27245,577.627011077549,0.372988922451327,1.4,0.366666666666667,0,10,140,4.66666666666667,0.333333333333333,0.238095238095238,0.909090909090909,-0.0526315789473684,0,-0.666666666666667
368.1463,16,23,7,3,0,0,0,CHON,Lignin,369.15362021688,-0.0544713063983973,369.15344,369.15344,368.741419986681,0.258580013319431,1.4375,0.4375,0.1875,7,64,4,0.4375,0.304347826086957,1,-0.25,0,0
399.1086,21,20,8,0,0,0,0,CHO,Lignin,400.115829324023,-0.0292545859100908,400.11568,400.11568,399.669056414531,0.330943585468958,0.952380952380952,0.380952380952381,0,12,88,4.19047619047619,0.571428571428571,0.6,1.5,0.307692307692308,0.307692307692308,-0.1904761904761907
745.2047,28,42,23,0,0,0,0,CHO,Carb,746.211967300213,-0.374751043606661,746.21137,746.21137,745.378740351178,0.621259648822388,1.5,0.821428571428571,0,8,108,3.85714285714286,0.285714285714286,0.19047619047619,0.347826086956522,-3,0,0.1428571428571428
385.0929,20,18,8,0,0,0,0,CHO,Lignin,386.10019946688,-0.082652845173188,386.10004,386.10004,385.669076534896,0.330923465103695,0.9,0.4,0,12,82,4.1,0.6,0.666666666666667,1.5,0.333333333333333,0.333333333333333,-0.09999999999999964
531.26,29,40,9,0,0,0,0,CHO,Lignin,532.267239075576,-0.0116345233878557,532.26699,532.26699,531.672904721369,0.327095278630509,1.37931034482759,0.310344827586207,0,10,138,4.75862068965517,0.344827586206897,0.25,1.11111111111111,0.05,0.05,-0.7586206896551726
527.2498,26,40,11,0,0,0,0,CHO,Protein,528.257079800213,-0.0334555160924291,528.25681,528.25681,527.667223225679,0.332776774321474,1.53846153846154,0.423076923076923,0,7,122,4.69230769230769,0.269230769230769,0.175,0.636363636363636,-0.266666666666667,0,-0.6923076923076925
591.2447,30,40,12,0,0,0,0,CHO,Lignin,592.25198396688,-0.0121868392005385,592.25172,592.25172,591.590670110649,0.409329889350943,1.33333333333333,0.4,0,11,136,4.53333333333333,0.366666666666667,0.275,0.916666666666667,-0.0555555555555556,0,-0.5333333333333332
345.0616,17,14,8,0,0,0,0,CHO,Lignin,346.06886646688,0.0027720492678757,346.06876,346.06876,345.682442878947,0.317557121052516,0.823529411764706,0.470588235294118,0,11,66,3.88235294117647,0.647058823529412,0.785714285714286,1.375,0.333333333333333,0.333333333333333,0.11764705882352944
443.2075,25,32,7,0,0,0,0,CHO,Lignin,444.214787336445,0.0361209378887691,444.21461,444.21461,443.718773136475,0.281226863525433,1.28,0.28,0,10,118,4.72,0.4,0.3125,1.42857142857143,0.166666666666667,0.166666666666667,-0.7199999999999998
384.1777,17,27,7,3,0,0,0,CHON,Protein,385.18493521688,-0.0908132089675363,385.18472,385.18472,384.754834277134,0.245165722865579,1.58823529411765,0.411764705882353,0.176470588235294,6,72,4.23529411764706,0.352941176470588,0.222222222222222,0.857142857142857,-0.357142857142857,0,-0.23529411764705888
491.1406,20,28,14,0,0,0,0,CHO,Tannin,492.147919800213,-0.0288368858723362,492.1477,492.1477,491.598383036319,0.401616963681192,1.4,0.7,0,7,80,4,0.35,0.25,0.5,-1.16666666666667,0,0
553.2654,28,42,11,0,0,0,0,CHO,Protein,554.272723133547,-0.0197416296609909,554.27245,554.27245,553.653817259254,0.346182740746485,1.5,0.392857142857143,0,8,132,4.71428571428571,0.285714285714286,0.19047619047619,0.727272727272727,-0.176470588235294,0,-0.7142857142857144
327.0358,13,12,10,0,0,0,0,CHO,Tannin,328.04304896688,-0.00719625067981087,328.04294,328.04294,327.676753167803,0.323246832196901,0.923076923076923,0.769230769230769,0,8,44,3.38461538461538,0.615384615384615,0.666666666666667,0.8,-0.666666666666667,0,0.6153846153846154
445.2232,25,34,7,0,0,0,0,CHO,Lignin,446.230441684271,0.0263581942439405,446.23025,446.23025,445.732176786649,0.267823213351221,1.36,0.28,0,9,120,4.8,0.36,0.264705882352941,1.28571428571429,0.111111111111111,0.111111111111111,-0.7999999999999998
321.1344,17,22,6,0,0,0,0,CHO,Lignin,322.14164396688,-0.0171604016844274,322.1415,322.1415,321.781937729347,0.218062270653206,1.29411764705882,0.352941176470588,0,7,78,4.58823529411765,0.411764705882353,0.318181818181818,1.16666666666667,0.0909090909090909,0.0909090909090909,-0.5882352941176467
443.1348,23,24,9,0,0,0,0,CHO,Lignin,444.14204646688,-0.0317411515176562,444.14187,444.14187,443.646113490014,0.353886509985614,1.04347826086957,0.391304347826087,0,12,98,4.26086956521739,0.521739130434783,0.5,1.33333333333333,0.214285714285714,0.214285714285714,-0.2608695652173916
551.1406,25,28,14,0,0,0,0,CHO,Lignin,552.14790209188,0.00636843882101193,552.1477,552.1477,551.531368811744,0.468631188255927,1.12,0.56,0,12,100,4,0.48,0.428571428571429,0.857142857142857,-0.181818181818182,0,0
511.2548,26,40,10,0,0,0,0,CHO,Protein,512.262118133547,0.0573367663267254,512.2619,512.2619,511.690121676102,0.30987832389809,1.53846153846154,0.384615384615385,0,7,124,4.76923076923077,0.269230769230769,0.175,0.7,-0.1875,0,-0.7692307692307692
369.01,14,10,12,0,0,0,0,CHO,ConHC,370.01723646688,-0.0288653580638534,370.01712,370.01712,369.604071915061,0.39592808493938503,0.714285714285714,0.857142857142857,0,10,42,3,0.714285714285714,1,0.833333333333333,-1,0,1
577.1927,28,34,13,0,0,0,0,CHO,Lignin,578.199957022435,-0.0274018274751696,578.19971,578.19971,577.554333785025,0.445666214974722,1.21428571428571,0.464285714285714,0,12,120,4.28571428571429,0.428571428571429,0.352941176470588,0.923076923076923,-0.0666666666666667,0,-0.2857142857142856
473.1454,24,26,10,0,0,0,0,CHO,Lignin,474.152628550213,-0.0664229435232021,474.15242,474.15242,473.623185489291,0.376814510708982,1.08333333333333,0.416666666666667,0,12,102,4.25,0.5,0.461538461538462,1.2,0.142857142857143,0.142857142857143,-0.25
537.0886,23,22,15,0,0,0,0,CHO,Tannin,538.09592146688,-0.0955762309725428,538.09569,538.09569,537.495078753844,0.504921246155618,0.956521739130435,0.652173913043478,0,13,84,3.65217391304348,0.565217391304348,0.590909090909091,0.866666666666667,-0.25,0,0.34782608695652195
323.15,17,24,6,0,0,0,0,CHO,Lignin,324.157292300213,-0.0117141073182819,324.15714,324.15714,323.795335371744,0.204664628256182,1.41176470588235,0.352941176470588,0,6,80,4.70588235294118,0.352941176470588,0.25,1,0,0,-0.7058823529411766
515.1923,27,32,10,0,0,0,0,CHO,Lignin,516.199543739607,0.00679697027341621,516.19934,516.19934,515.623150717555,0.376849282445164,1.18518518518519,0.37037037037037,0,12,120,4.44444444444444,0.444444444444444,0.375,1.2,0.117647058823529,0.117647058823529,-0.44444444444444464
707.2253,26,44,22,0,0,0,0,CHO,Carb,708.232599800213,-0.249496582426914,708.2321,708.2321,707.44178095222,0.558219047779971,1.69230769230769,0.846153846153846,0,5,104,4,0.192307692307692,0.113636363636364,0.227272727272727,-4.25,0,0
565.1563,26,30,14,0,0,0,0,CHO,Lignin,566.163564159188,-0.0149899926971939,566.16334,566.16334,565.531380865577,0.468619134422511,1.15384615384615,0.538461538461538,0,12,106,4.07692307692308,0.461538461538462,0.4,0.857142857142857,-0.166666666666667,0,-0.07692307692307665
492.1835,19,31,12,3,0,0,0,CHON,AminoSugar,493.19075771688,0.0319531941129664,493.19055,493.19055,492.640056510852,0.359943489148236,1.63157894736842,0.631578947368421,0.157894736842105,6,74,3.89473684210526,0.315789473684211,0.193548387096774,0.5,-1.875,0,0.10526315789473673
339.1813,18,28,6,0,0,0,0,CHO,Protein,340.188583550213,0.0149363820625026,340.18842,340.18842,339.808725938717,0.191274061282797,1.55555555555556,0.333333333333333,0,5,88,4.88888888888889,0.277777777777778,0.178571428571429,0.833333333333333,-0.0833333333333333,0,-0.8888888888888893
342.1671,15,25,6,3,0,0,0,CHON,Protein,343.174340633547,-0.0148112666179673,343.17417,343.17417,342.791149099018,0.208850900981588,1.66666666666667,0.4,0.2,5,64,4.26666666666667,0.333333333333333,0.2,0.833333333333333,-0.416666666666667,0,-0.2666666666666666
344.1463,14,23,7,3,0,0,0,CHON,Protein,345.153619075576,-0.054952272213669,345.15344,345.15344,344.768217461057,0.23178253894298,1.64285714285714,0.5,0.214285714285714,5,56,4,0.357142857142857,0.217391304347826,0.714285714285714,-0.875,0,0
405.0099,17,10,12,0,0,0,0,CHO,ConHC,406.01718846688,0.0919156161093711,406.01712,406.01712,405.563826047049,0.436173952951208,0.588235294117647,0.705882352941177,0,13,54,3.17647058823529,0.764705882352941,1.3,1.08333333333333,0.2,0.2,0.8235294117647061
475.0882,22,20,12,0,0,0,0,CHO,Lignin,476.095474702174,0.00295114302930289,476.09532,476.09532,475.563862241882,0.436137758117866,0.909090909090909,0.545454545454545,0,13,84,3.81818181818182,0.590909090909091,0.65,1.08333333333333,0.1,0.1,0.18181818181818166
371.1136,20,20,7,0,0,0,0,CHO,Lignin,372.120925633547,-0.0608319637683675,372.12077,372.12077,371.705412083611,0.294587916389332,1,0.35,0,11,86,4.3,0.55,0.55,1.57142857142857,0.307692307692308,0.307692307692308,-0.2999999999999998
581.2604,29,42,12,0,0,0,0,CHO,Lignin,582.267677419261,-0.0869116782236647,582.26736,582.26736,581.617512128917,0.382487871083185,1.44827586206897,0.413793103448276,0,9,134,4.62068965517241,0.310344827586207,0.214285714285714,0.75,-0.176470588235294,0,-0.6206896551724137
413.1606,23,26,7,0,0,0,0,CHO,Lignin,414.167860814706,-0.0184113901086442,414.16769,414.16769,413.705397281316,0.294602718683507,1.1304347826087,0.304347826086957,0,11,104,4.52173913043478,0.478260869565217,0.423076923076923,1.57142857142857,0.25,0.25,-0.5217391304347823
345.1304,14,22,8,2,0,0,0,CHON,AminoSugar,346.13763396688,-0.0527925257444318,346.13746,346.13746,345.751133592543,0.248866407457399,1.57142857142857,0.571428571428571,0.142857142857143,5,56,4,0.357142857142857,0.227272727272727,0.625,-1,0,0
515.2287,28,36,9,0,0,0,0,CHO,Lignin,516.235939510358,-0.013086764526407,516.23571,516.23571,515.659505848463,0.340494151536973,1.28571428571429,0.321428571428571,0,11,130,4.64285714285714,0.392857142857143,0.305555555555556,1.22222222222222,0.105263157894737,0.105263157894737,-0.6428571428571432
361.0201,16,10,10,0,0,0,0,CHO,ConHC,362.027419324023,-0.0629289985297549,362.0273,362.0273,361.623176273403,0.376823726596911,0.625,0.625,0,12,54,3.375,0.75,1.2,1.2,0.333333333333333,0.333333333333333,0.625
311.1136,15,20,7,0,0,0,0,CHO,Lignin,312.120904383547,-0.00444329960391395,312.12077,312.12077,311.772387393354,0.227612606646289,1.33333333333333,0.466666666666667,0,6,66,4.4,0.4,0.3,0.857142857142857,-0.125,0,-0.40000000000000036
418.104,15,33,2,1,5,0,0,CHONS,Lipid,419.111293800213,0.45085515340566,419.11130000000003,419.11130000000003,418.643310385389,0.356689614610673,2.2,0.133333333333333,0.0666666666666667,0,96,6.4,0,0,0,-1.07142857142857,0,-1.0666666666666664
415.2337,21,36,8,0,0,0,0,CHO,Protein,416.241005633547,0.0300279242330164,416.2408,416.2408,415.776227208132,0.223772791867816,1.71428571428571,0.380952380952381,0,4,104,4.95238095238095,0.19047619047619,0.111111111111111,0.5,-0.307692307692308,0,-0.9523809523809526
429.1191,22,22,9,0,0,0,0,CHO,Lignin,430.12641096688,-0.0666357128094407,430.12623,430.12623,429.646127973824,0.353872026176475,1,0.409090909090909,0,12,92,4.18181818181818,0.545454545454545,0.545454545454545,1.33333333333333,0.230769230769231,0.230769230769231,-0.18181818181818166
451.2337,24,36,8,0,0,0,0,CHO,Protein,452.241016883547,0.00276147722013293,452.2408,452.2408,451.736040523961,0.263959476038735,1.5,0.333333333333333,0,7,116,4.83333333333333,0.291666666666667,0.194444444444444,0.875,-0.0625,0,-0.833333333333333
505.1199,20,26,15,0,0,0,0,CHO,Tannin,506.127214244658,-0.0870898789756237,506.12696999999997,506.12696999999997,505.562068075702,0.437931924298084,1.3,0.75,0,8,76,3.8,0.4,0.307692307692308,0.533333333333333,-1.4,0,0.20000000000000018
395.1922,17,32,10,0,0,0,0,CHO,AminoSugar,396.19952271688,0.0619165812082543,396.19934,396.19934,395.757122790332,0.242877209667824,1.88235294117647,0.588235294117647,0,2,80,4.70588235294118,0.117647058823529,0.0625,0.2,-1.14285714285714,0,-0.7058823529411766
608.2308,24,39,15,3,0,0,0,CHON,AminoSugar,609.238117375971,3.66078757350741e-4,609.23784,609.23784,608.557836651428,0.442163348571512,1.625,0.625,0.125,7,96,4,0.291666666666667,0.179487179487179,0.466666666666667,-1.58333333333333,0,0
537.125,24,26,14,0,0,0,0,CHO,Lignin,538.132308609737,-0.0986109482458551,538.13206,538.13206,537.531425266493,0.468574733507353,1.08333333333333,0.583333333333333,0,12,94,3.91666666666667,0.5,0.461538461538462,0.857142857142857,-0.2,0,0.08333333333333348
372.214,17,31,6,3,0,0,0,CHON,Protein,373.221309075576,-0.0625159255957781,373.22109,373.22109,372.804566827658,0.195433172342064,1.82352941176471,0.352941176470588,0.176470588235294,4,78,4.58823529411765,0.235294117647059,0.129032258064516,0.666666666666667,-0.4375,0,-0.5882352941176467
471.2024,26,32,8,0,0,0,0,CHO,Lignin,472.209701249489,0.0354810824930888,472.20952,472.20952,471.682427678548,0.317572321451678,1.23076923076923,0.307692307692308,0,11,120,4.61538461538461,0.423076923076923,0.34375,1.375,0.166666666666667,0.166666666666667,-0.615384615384615
517.1715,26,30,11,0,0,0,0,CHO,Lignin,518.178825633546,-0.0266846998360345,518.17861,518.17861,517.600222527649,0.399777472351047,1.15384615384615,0.423076923076923,0,12,112,4.30769230769231,0.461538461538462,0.4,1.09090909090909,0.0666666666666667,0.0666666666666667,-0.3076923076923075
333.0616,16,14,8,0,0,0,0,CHO,Lignin,334.068857519512,0.0296546298658873,334.06876,334.06876,333.695833248773,0.30416675122683,0.875,0.5,0,10,62,3.875,0.625,0.714285714285714,1.25,0.25,0.25,0.125
523.0729,22,20,15,0,0,0,0,CHO,Tannin,524.080185697649,0.0654019210097279,524.08005,524.08005,523.494993080384,0.50500691961588,0.909090909090909,0.681818181818182,0,13,78,3.54545454545455,0.590909090909091,0.65,0.866666666666667,-0.285714285714286,0,0.4545454545454546
443.2286,22,36,9,0,0,0,0,CHO,Protein,444.23589896688,0.0760578332808574,444.23571,444.23571,443.739861193474,0.260138806525617,1.63636363636364,0.409090909090909,0,5,106,4.81818181818182,0.227272727272727,0.138888888888889,0.555555555555556,-0.307692307692308,0,-0.8181818181818183
345.098,18,18,7,0,0,0,0,CHO,Lignin,346.10527396688,-0.0607745144778936,346.10513,346.10513,345.718809726008,0.281190273992308,1,0.388888888888889,0,10,76,4.22222222222222,0.555555555555556,0.555555555555556,1.42857142857143,0.272727272727273,0.272727272727273,-0.22222222222222232
563.1771,27,32,13,0,0,0,0,CHO,Lignin,564.184330814706,-0.0703674385509433,564.18407,564.18407,563.55435755073,0.445642449270395,1.18518518518519,0.481481481481481,0,12,114,4.22222222222222,0.444444444444444,0.375,0.923076923076923,-0.0714285714285714,0,-0.22222222222222232
356.1827,16,27,6,3,0,0,0,CHON,Protein,357.189981249489,0.0122215392374216,357.18981,357.18981,356.791139725439,0.208860274561232,1.6875,0.375,0.1875,5,70,4.375,0.3125,0.185185185185185,0.833333333333333,-0.357142857142857,0,-0.375
593.1876,28,34,14,0,0,0,0,CHO,Lignin,594.194879800213,-0.0403898012315738,594.19462,594.19462,593.531396489138,0.468603510862408,1.21428571428571,0.5,0,12,118,4.21428571428571,0.428571428571429,0.352941176470588,0.857142857142857,-0.142857142857143,0,-0.2142857142857144
447.2236,21,36,10,0,0,0,0,CHO,Protein,448.23083271688,0.0327057375261104,448.23062,448.23062,447.73033416476,0.269665835239891,1.71428571428571,0.476190476190476,0,4,100,4.76190476190476,0.19047619047619,0.111111111111111,0.4,-0.545454545454545,0,-0.7619047619047619
349.0201,15,10,10,0,0,0,0,CHO,ConHC,350.027412300213,-0.0450199407170311,350.0273,350.0273,349.636568564639,0.363431435361065,0.666666666666667,0.666666666666667,0,11,50,3.33333333333333,0.733333333333333,1.1,1.1,0.2,0.2,0.6666666666666665
475.2185,22,36,11,0,0,0,0,CHO,Protein,476.225738550213,0.0492381757586055,476.22553,476.22553,475.693980636145,0.306019363855285,1.63636363636364,0.5,0,5,102,4.63636363636364,0.227272727272727,0.138888888888889,0.454545454545455,-0.545454545454545,0,-0.6363636363636367
397.2232,21,34,7,0,0,0,0,CHO,Protein,398.230456050213,-0.00653921199880219,398.23025,398.23025,397.785788365362,0.214211634638332,1.61904761904762,0.333333333333333,0,5,104,4.95238095238095,0.238095238095238,0.147058823529412,0.714285714285714,-0.142857142857143,0,-0.9523809523809526
559.2185,29,36,11,0,0,0,0,CHO,Lignin,560.225807375971,-0.0809981802167628,560.22553,560.22553,559.60025423463,0.399745765369858,1.24137931034483,0.379310344827586,0,12,130,4.48275862068965,0.413793103448276,0.333333333333333,1.09090909090909,0.0555555555555556,0.0555555555555556,-0.4827586206896548
331.1762,16,28,7,0,0,0,0,CHO,Protein,332.18349021688,0.0392452375252776,332.18333,332.18333,331.812571164114,0.187428835885612,1.75,0.4375,0,3,78,4.875,0.1875,0.107142857142857,0.428571428571429,-0.444444444444444,0,-0.875
445.0776,21,18,11,0,0,0,0,CHO,Lignin,446.084879996292,0.0704453560723224,446.08477,446.08477,445.586777634151,0.413222365849094,0.857142857142857,0.523809523809524,0,13,80,3.80952380952381,0.619047619047619,0.722222222222222,1.18181818181818,0.2,0.2,0.1904761904761907
539.1043,23,24,15,0,0,0,0,CHO,Tannin,540.111544648698,-0.0454476459824722,540.11133,540.11133,539.508451272811,0.491548727189183,1.04347826086957,0.652173913043478,0,12,86,3.73913043478261,0.521739130434783,0.5,0.8,-0.375,0,0.26086956521739113
529.1199,22,26,15,0,0,0,0,CHO,Tannin,530.12718521688,-0.0283908848917872,530.12697,530.12697,529.535240465931,0.464759534069458,1.18181818181818,0.681818181818182,0,10,84,3.81818181818182,0.454545454545455,0.384615384615385,0.666666666666667,-0.714285714285714,0,0.18181818181818166
519.1508,25,28,12,0,0,0,0,CHO,Lignin,520.158104361617,-0.0538252054347506,520.15788,520.15788,519.57729117541,0.42270882458979,1.12,0.48,0,12,104,4.16,0.48,0.428571428571429,1,0,0,-0.16000000000000014
455.2287,23,36,9,0,0,0,0,CHO,Protein,456.23594271688,-0.0218360262772949,456.23571,456.23571,455.72650558742,0.273494412580249,1.56521739130435,0.391304347826087,0,6,110,4.78260869565217,0.260869565217391,0.166666666666667,0.666666666666667,-0.214285714285714,0,-0.7826086956521738
593.2604,30,42,12,0,0,0,0,CHO,Lignin,594.267628739607,-0.00324131273465587,594.26736,594.26736,593.604064196416,0.395935803584052,1.4,0.4,0,10,138,4.6,0.333333333333333,0.238095238095238,0.833333333333333,-0.111111111111111,0,-0.5999999999999996
489.1403,24,26,11,0,0,0,0,CHO,Lignin,490.147542375971,-0.0626306738154754,490.14733,490.14733,489.600239251379,0.399760748620736,1.08333333333333,0.458333333333333,0,12,100,4.16666666666667,0.5,0.461538461538462,1.09090909090909,0.0769230769230769,0.0769230769230769,-0.16666666666666696
359.0409,17,12,9,0,0,0,0,CHO,ConHC,360.048137022436,-0.0139935056614092,360.04803,360.04803,359.646104056116,0.353895943883913,0.705882352941177,0.529411764705882,0,12,62,3.64705882352941,0.705882352941177,1,1.33333333333333,0.375,0.375,0.3529411764705883
315.1086,14,20,8,0,0,0,0,CHO,Lignin,316.115829510358,-0.0376177246903107,316.11568,316.11568,315.762851751079,0.237148248920903,1.42857142857143,0.571428571428571,0,5,60,4.28571428571429,0.357142857142857,0.25,0.625,-0.5,0,-0.2857142857142856
