"","Mass","HW","SW"
"662",489.1766,5699875.33333333,4450142.66666667
"663",489.1977,2641017.33333333,2677940.66666667
"664",489.213,6345338.33333333,4893535.66666667
"665",489.2494,6167505.33333333,4854283
"666",489.2858,3765714.66666667,2394294.66666667
"667",491.0831,5439869,4737247
"668",491.1195,5190697.33333333,4607199.66666667
"669",491.1559,6208896,5520609
"670",491.1923,6833879,5696396.33333333
"671",491.2134,2678147,5790946
"672",491.265,5162714.33333333,3902691.33333333
"673",492.1835,3085745.33333333,9134671.66666667
"674",493.2079,6405261,5309717
"675",493.229,2601273,4900117.66666667
"676",493.2443,5228857.66666667,5035968.66666667
"677",493.2807,2794811.66666667,2333292.66666667
"678",495.078,5170407.66666667,3765919
"679",495.1144,5312062.66666667,4612427
"680",495.1508,5704256.66666667,4974582.33333333
"681",495.1719,10627308,9402359.66666667
"682",495.1872,5182701,4861261
"683",495.2236,4863897.33333333,4690595.33333333
"684",495.26,3520923,3902799.33333333
"685",497.0937,4291059,3503495
"686",497.1148,4425034,2525405
"687",497.1512,2561355.66666667,2211721
"688",497.1664,4401655,3595486.66666667
"689",497.2392,3737423.66666667,3936651.66666667
"690",497.2756,2515452,2815799.66666667
"691",499.1305,4951806.33333333,3633608.66666667
"692",499.1668,4622762.33333333,3372831
"693",499.1821,2709504.66666667,2642037
"694",499.2185,2676823.66666667,3244491.33333333
"695",499.2337,4550915,2633164
"696",499.2549,2346414.66666667,2766796.66666667
"697",501.1461,5595653.33333333,5631500.33333333
"698",501.1766,3699548,3179704.33333333
"699",501.213,5236914.66666667,3757241.33333333
"700",501.2494,6007647,3708773.33333333
"701",501.2858,4227254.33333333,1966268
"702",503.1559,4122716.66666667,3856978.66666667
"703",503.1923,5523038.33333333,4038228
"704",503.265,5830241.66666667,4154966.66666667
"705",505.1715,5227183.33333333,4230810.66666667
"706",505.2079,6133083.33333333,4834972
"707",505.2443,6602418,5090290.66666667
"708",505.2807,4201822.66666667,3544393.33333333
"709",507.078,4197452.33333333,3998431.66666667
"710",507.1144,4789326,3970443.66666667
"711",507.1508,5179129.66666667,4243170.33333333
"712",507.1872,5496229.66666667,4707043.66666667
"713",507.2236,5624231,4734010
"714",509.0937,4253840.33333333,3464659
"715",509.1512,6645906.33333333,6527786.66666667
"716",509.1664,4481170.66666667,3778688.33333333
"717",509.2028,4660713.33333333,4129921.66666667
"718",509.2392,4614634.33333333,4204333.66666667
"719",509.2756,2893803.66666667,2648708.33333333
"720",511.1457,3620214.66666667,3358236.66666667
"721",511.1821,3430946.33333333,3232968.66666667
"722",511.2185,3374115.33333333,3673290
"723",513.1461,7665915.66666667,3796238
"724",513.1825,2396753.66666667,2199652.66666667
"725",513.2494,3654568.33333333,2089746
"726",513.2705,2413651.33333333,3163410.33333333
"727",515.1618,3669109,4247208.66666667
"728",515.1923,4927946.33333333,4640084
"729",515.2134,1888886,2243754.33333333
"730",515.2287,5446603,3391317.33333333
"731",515.265,4986145,2707969.33333333
"732",517.141,3549664.66666667,3855422.66666667
"733",517.1715,3792694.33333333,2998677.33333333
"734",517.2079,5445601,3792620
"735",517.2443,6492812.33333333,4412482.33333333
"736",517.2807,5106999,3274136.66666667
"737",519.1872,4668735,3555113.66666667
"738",519.2963,3923775.33333333,2668503.33333333
"739",521.1301,3855845.33333333,3571896.33333333
"740",521.1664,4365285,3479907.66666667
"741",521.2028,5094714.33333333,4503397
"742",521.2392,5099493,4190053.66666667
"743",521.2756,4185231.33333333,4173329.66666667
"744",523.1093,3775786.33333333,3087598.66666667
"745",523.1821,3994921.33333333,3425520.66666667
"746",523.2185,4403838.33333333,4521543.33333333
"747",523.2549,3858557.66666667,3838536
"748",525.1614,3467190.66666667,2978595.66666667
"749",525.2705,2388234.33333333,2824486.66666667
"750",527.2498,2313441.33333333,2814122.33333333
"751",529.2443,4548781.33333333,2767914.66666667
"752",529.2654,2213036.66666667,3089792.33333333
"753",529.2807,3759958.66666667,2524373.66666667
"754",531.1872,3444336.66666667,2800207.66666667
"755",531.2236,5001327.33333333,3374843.33333333
"756",531.26,5386009,3413585.33333333
"757",533.2756,4914554.66666667,3184072.66666667
"758",533.312,3414735,2270153
"759",535.1821,4343426.66666667,4202297.66666667
"760",535.2185,4732204,3495738.33333333
"761",535.2549,4943829.33333333,3951077.33333333
"762",535.2913,3496915.66666667,2527547
"763",537.2341,3981009.66666667,3308029.33333333
"764",537.2705,3480613.33333333,3451389.66666667
"765",539.2134,3112220.33333333,2967056
"766",539.2498,2817648,2526224.33333333
"767",539.2862,2210755.33333333,2249744.66666667
"768",541.1774,10357771,3337075
"769",543.1567,5386824,3517990
"770",543.2236,3043055,2199419.66666667
"771",543.26,3251607.33333333,2177062.33333333
"772",547.1821,3335340.66666667,2204710
"773",547.2185,4038997.33333333,2896080.33333333
"774",547.2549,4801192.33333333,3280080.33333333
"775",547.2913,3799888.66666667,2805968.33333333
"776",549.1614,3192879.33333333,2907847.66666667
"777",549.2705,3988691,3007004.33333333
"778",551.177,3150592.33333333,2848781.66666667
"779",551.2134,3414099.66666667,2706615.66666667
"780",551.2498,3389691.66666667,3247287.66666667
"781",551.2862,2688761,2373644.66666667
"782",553.2654,2569332,2574327
"783",559.1516,4055256.66666667,3754384.33333333
"784",559.2549,3565777.66666667,2188344.66666667
"785",561.2341,3729135,2518877.66666667
"786",561.2705,3346327,2853042
"787",563.2134,3323831,3324539.66666667
"788",563.2498,3754932.33333333,2784890.66666667
"789",563.2862,2931975,2357881.33333333
"790",565.1927,2880639,2109671.66666667
"791",571.188,2211716.66666667,1915558.66666667
"792",575.2498,2685385,2091998
"793",587.1829,4429561.33333333,5767574.66666667
"794",603.1778,6658721.66666667,7969340.33333333
"795",608.2308,7425160.33333333,2993349
"796",617.1935,4402362.66666667,3635129.33333333
"797",657.2248,3847025.33333333,2891187.33333333
"798",661.1833,4539748.33333333,5127991.66666667
"799",677.2146,4209586,4230154.33333333
