"Mass","Forest","fenton","adsorbed","HC","OC","Class"
635.3073,"HW","PreFenton","new",1.45,0.36,"Lignin-like"
637.2866,"HW","PreFenton","new",1.44,0.41,"Lignin-like"
640.2207,"HW","PostFenton","unbound",1.62,0.71,"Carbohydrate-like"
641.1571,"HW","PostFenton","unbound",1.42,0.83,"Lignin-like"
641.1935,"HW","PostFenton","new",1.52,0.76,"Carbohydrate-like"
641.1935,"HW","PreFenton","new",1.52,0.76,"Carbohydrate-like"
641.2298,"HW","PostFenton","new",1.62,0.69,"Carbohydrate-like"
641.2298,"HW","PreFenton","new",1.62,0.69,"Carbohydrate-like"
642.2363,"HW","PostFenton","sorbed",1.71,0.71,"Carbohydrate-like"
643.1727,"HW","PostFenton","unbound",1.5,0.83,"Carbohydrate-like"
643.1727,"HW","PreFenton","unbound",1.5,0.83,"Carbohydrate-like"
643.2091,"HW","PostFenton","unbound",1.6,0.76,"Carbohydrate-like"
643.2396,"HW","PreFenton","new",1.21,0.39,"Lignin-like"
643.2455,"HW","PostFenton","new",1.69,0.69,"Carbohydrate-like"
643.2455,"HW","PreFenton","new",1.69,0.69,"Carbohydrate-like"
645.152,"HW","PostFenton","sorbed",1.48,0.91,"Lignin-like"
645.1884,"HW","PostFenton","unbound",1.58,0.83,"Carbohydrate-like"
645.1884,"HW","PreFenton","unbound",1.58,0.83,"Carbohydrate-like"
645.2248,"HW","PostFenton","unbound",1.68,0.76,"Carbohydrate-like"
645.2248,"HW","PreFenton","new",1.68,0.76,"Carbohydrate-like"
645.2611,"HW","PostFenton","new",1.77,0.69,"Carbohydrate-like"
647.1676,"HW","PostFenton","unbound",1.57,0.91,"Carbohydrate-like"
647.204,"HW","PostFenton","unbound",1.67,0.83,"Carbohydrate-like"
647.204,"HW","PreFenton","unbound",1.67,0.83,"Carbohydrate-like"
647.2404,"HW","PreFenton","new",1.76,0.76,"Carbohydrate-like"
649.1833,"HW","PostFenton","unbound",1.65,0.91,"Carbohydrate-like"
651.1989,"HW","PostFenton","sorbed",1.74,0.91,"Carbohydrate-like"
655.2091,"HW","PreFenton","new",1.54,0.73,"Carbohydrate-like"
657.152,"HW","PostFenton","unbound",1.42,0.88,"Lignin-like"
657.1884,"HW","PostFenton","unbound",1.52,0.8,"Carbohydrate-like"
657.1884,"HW","PreFenton","new",1.52,0.8,"Carbohydrate-like"
657.2248,"HW","PostFenton","unbound",1.62,0.73,"Carbohydrate-like"
657.2248,"HW","PreFenton","unbound",1.62,0.73,"Carbohydrate-like"
657.2611,"HW","PostFenton","new",1.7,0.67,"Carbohydrate-like"
659.1676,"HW","PostFenton","unbound",1.5,0.88,"Carbohydrate-like"
659.1676,"HW","PreFenton","new",1.5,0.88,"Carbohydrate-like"
659.204,"HW","PostFenton","unbound",1.6,0.8,"Carbohydrate-like"
659.204,"HW","PreFenton","unbound",1.6,0.8,"Carbohydrate-like"
659.2404,"HW","PostFenton","unbound",1.69,0.73,"Carbohydrate-like"
659.2404,"HW","PreFenton","new",1.69,0.73,"Carbohydrate-like"
661.1469,"HW","PostFenton","sorbed",1.48,0.96,"Lignin-like"
661.1833,"HW","PostFenton","unbound",1.58,0.88,"Carbohydrate-like"
661.1833,"HW","PreFenton","unbound",1.58,0.88,"Carbohydrate-like"
661.2197,"HW","PostFenton","unbound",1.68,0.8,"Carbohydrate-like"
661.2197,"HW","PreFenton","new",1.68,0.8,"Carbohydrate-like"
663.1625,"HW","PostFenton","sorbed",1.57,0.96,"Carbohydrate-like"
663.1989,"HW","PostFenton","unbound",1.67,0.88,"Carbohydrate-like"
663.1989,"HW","PreFenton","new",1.67,0.88,"Carbohydrate-like"
665.1782,"HW","PostFenton","sorbed",1.65,0.96,"Carbohydrate-like"
665.2146,"HW","PostFenton","sorbed",1.75,0.88,"Carbohydrate-like"
665.2146,"HW","PreFenton","new",1.75,0.88,"Carbohydrate-like"
668.252,"HW","PreFenton","new",1.65,0.65,"Carbohydrate-like"
669.2553,"HW","PreFenton","new",1.2,0.37,"Lignin-like"
671.1676,"HW","PostFenton","sorbed",1.44,0.84,"Lignin-like"
671.204,"HW","PostFenton","sorbed",1.54,0.77,"Carbohydrate-like"
671.2404,"HW","PostFenton","new",1.63,0.7,"Carbohydrate-like"
673.1469,"HW","PostFenton","sorbed",1.42,0.92,"Lignin-like"
673.1833,"HW","PostFenton","unbound",1.52,0.84,"Carbohydrate-like"
673.2197,"HW","PostFenton","unbound",1.62,0.77,"Carbohydrate-like"
673.2197,"HW","PreFenton","unbound",1.62,0.77,"Carbohydrate-like"
673.2561,"HW","PostFenton","new",1.7,0.7,"Carbohydrate-like"
675.1625,"HW","PostFenton","unbound",1.5,0.92,"Carbohydrate-like"
675.1625,"HW","PreFenton","new",1.5,0.92,"Carbohydrate-like"
675.1989,"HW","PostFenton","unbound",1.6,0.84,"Carbohydrate-like"
675.1989,"HW","PreFenton","new",1.6,0.84,"Carbohydrate-like"
675.2353,"HW","PostFenton","unbound",1.69,0.77,"Carbohydrate-like"
675.2353,"HW","PreFenton","new",1.69,0.77,"Carbohydrate-like"
677.1782,"HW","PostFenton","unbound",1.58,0.92,"Carbohydrate-like"
677.1782,"HW","PreFenton","new",1.58,0.92,"Carbohydrate-like"
677.2146,"HW","PostFenton","unbound",1.68,0.84,"Carbohydrate-like"
677.2146,"HW","PreFenton","unbound",1.68,0.84,"Carbohydrate-like"
679.1938,"HW","PostFenton","unbound",1.67,0.92,"Carbohydrate-like"
679.1938,"HW","PreFenton","new",1.67,0.92,"Carbohydrate-like"
681.2095,"HW","PostFenton","sorbed",1.75,0.92,"Carbohydrate-like"
685.1833,"HW","PostFenton","sorbed",1.46,0.81,"Lignin-like"
687.1989,"HW","PostFenton","unbound",1.54,0.81,"Carbohydrate-like"
687.1989,"HW","PreFenton","new",1.54,0.81,"Carbohydrate-like"
687.2353,"HW","PostFenton","new",1.63,0.74,"Carbohydrate-like"
687.2353,"HW","PreFenton","new",1.63,0.74,"Carbohydrate-like"
689.1782,"HW","PostFenton","sorbed",1.52,0.88,"Carbohydrate-like"
689.2146,"HW","PostFenton","unbound",1.62,0.81,"Carbohydrate-like"
689.2146,"HW","PreFenton","new",1.62,0.81,"Carbohydrate-like"
689.251,"HW","PostFenton","new",1.7,0.74,"Carbohydrate-like"
691.1575,"HW","PostFenton","unbound",1.5,0.96,"Carbohydrate-like"
691.1575,"HW","PreFenton","new",1.5,0.96,"Carbohydrate-like"
691.1938,"HW","PostFenton","unbound",1.6,0.88,"Carbohydrate-like"
691.2302,"HW","PostFenton","unbound",1.69,0.81,"Carbohydrate-like"
691.2302,"HW","PreFenton","new",1.69,0.81,"Carbohydrate-like"
693.1731,"HW","PostFenton","sorbed",1.58,0.96,"Carbohydrate-like"
693.2095,"HW","PostFenton","sorbed",1.68,0.88,"Carbohydrate-like"
695.1888,"HW","PostFenton","sorbed",1.67,0.96,"Carbohydrate-like"
695.2075,"HW","PreFenton","new",0.7,0.15,"Aromatic"
701.1782,"HW","PostFenton","sorbed",1.46,0.85,"Lignin-like"
703.1211,"HW","PreFenton","new",1.33,1,"Lignin-like"
703.1938,"HW","PostFenton","unbound",1.54,0.85,"Carbohydrate-like"
703.1938,"HW","PreFenton","new",1.54,0.85,"Carbohydrate-like"
703.2302,"HW","PostFenton","new",1.63,0.78,"Carbohydrate-like"
705.1731,"HW","PostFenton","sorbed",1.52,0.92,"Carbohydrate-like"
705.2095,"HW","PostFenton","unbound",1.62,0.85,"Carbohydrate-like"
707.1888,"HW","PostFenton","sorbed",1.6,0.92,"Carbohydrate-like"
707.2251,"HW","PostFenton","sorbed",1.69,0.85,"Carbohydrate-like"
709.2044,"HW","PostFenton","sorbed",1.68,0.92,"Carbohydrate-like"
715.2302,"HW","PostFenton","new",1.57,0.75,"Carbohydrate-like"
717.2095,"HW","PostFenton","unbound",1.56,0.81,"Carbohydrate-like"
719.1888,"HW","PostFenton","sorbed",1.54,0.88,"Carbohydrate-like"
719.2251,"HW","PostFenton","unbound",1.63,0.81,"Carbohydrate-like"
721.1316,"HW","PreFenton","new",1.42,1.04,"Lignin-like"
721.2044,"HW","PostFenton","sorbed",1.62,0.88,"Carbohydrate-like"
723.2201,"HW","PostFenton","sorbed",1.69,0.88,"Carbohydrate-like"
731.2251,"HW","PostFenton","new",1.57,0.79,"Carbohydrate-like"
733.2044,"HW","PostFenton","sorbed",1.56,0.85,"Carbohydrate-like"
735.2201,"HW","PostFenton","unbound",1.63,0.85,"Carbohydrate-like"
735.2201,"HW","PreFenton","sorbed",1.63,0.85,"Carbohydrate-like"
737.1993,"HW","PostFenton","sorbed",1.62,0.92,"Carbohydrate-like"
745.2044,"HW","PostFenton","sorbed",1.5,0.82,"Carbohydrate-like"
758.205,"HW","PreFenton","new",1.09,0.5,"Lignin-like"
761.1993,"HW","PostFenton","sorbed",1.5,0.86,"Carbohydrate-like"
763.215,"HW","PostFenton","sorbed",1.57,0.86,"Carbohydrate-like"
777.2306,"HW","PostFenton","sorbed",1.59,0.83,"Carbohydrate-like"
787.215,"HW","PostFenton","new",1.47,0.8,"Lignin-like"
805.2265,"HW","PreFenton","new",0.73,0.13,"Aromatic"
255.233,"SW","PostFenton","new",2,0.12,"Aliphatic-noN"
281.1394,"SW","PostFenton","new",1.47,0.33,"Lignin-like"
281.2486,"SW","PostFenton","new",1.89,0.11,"Aliphatic-noN"
283.2643,"SW","PostFenton","unbound",2,0.11,"Aliphatic-noN"
283.2643,"SW","PreFenton","unbound",2,0.11,"Aliphatic-noN"
287.2228,"SW","PreFenton","unbound",2,0.25,"Aliphatic-noN"
293.1758,"SW","PostFenton","new",1.53,0.24,"Aliphatic-noN"
293.1758,"SW","PreFenton","new",1.53,0.24,"Aliphatic-noN"
293.1792,"SW","PostFenton","new",2.14,0.29,"Aliphatic-noN"
295.1187,"SW","PostFenton","new",1.33,0.4,"Lignin-like"
295.1187,"SW","PreFenton","unbound",1.33,0.4,"Lignin-like"
295.1551,"SW","PostFenton","new",1.5,0.31,"Aliphatic-noN"
297.0827,"SW","PostFenton","sorbed",1.8,1,"Carbohydrate-like"
297.098,"SW","PostFenton","new",1.29,0.5,"Lignin-like"
297.1344,"SW","PostFenton","new",1.47,0.4,"Lignin-like"
297.1344,"SW","PreFenton","unbound",1.47,0.4,"Lignin-like"
297.153,"SW","PostFenton","unbound",1.62,0.19,"Aliphatic-noN"
297.153,"SW","PreFenton","new",1.62,0.19,"Aliphatic-noN"
299.1136,"SW","PostFenton","new",1.43,0.5,"Lignin-like"
299.15,"SW","PostFenton","new",1.6,0.4,"Aliphatic-noN"
299.15,"SW","PreFenton","new",1.6,0.4,"Aliphatic-noN"
299.1864,"SW","PostFenton","new",1.75,0.31,"Aliphatic-noN"
299.1864,"SW","PreFenton","new",1.75,0.31,"Aliphatic-noN"
300.1929,"SW","PostFenton","new",1.93,0.29,"Aliphatic+N"
300.1929,"SW","PreFenton","unbound",1.93,0.29,"Aliphatic+N"
301.1293,"SW","PostFenton","new",1.57,0.5,"Aliphatic-noN"
301.1657,"SW","PostFenton","new",1.73,0.4,"Aliphatic-noN"
301.1657,"SW","PreFenton","new",1.73,0.4,"Aliphatic-noN"
301.202,"SW","PostFenton","new",1.88,0.31,"Aliphatic-noN"
301.202,"SW","PreFenton","new",1.88,0.31,"Aliphatic-noN"
303.1449,"SW","PostFenton","new",1.71,0.5,"Aliphatic-noN"
303.1813,"SW","PostFenton","new",1.87,0.4,"Aliphatic-noN"
303.2177,"SW","PreFenton","unbound",2,0.31,"Aliphatic-noN"
307.0459,"SW","PreFenton","sorbed",0.86,0.57,"Lignin-like"
307.0823,"SW","PreFenton","sorbed",1.07,0.47,"Lignin-like"
307.1187,"SW","PostFenton","new",1.25,0.38,"Lignin-like"
307.1187,"SW","PreFenton","new",1.25,0.38,"Lignin-like"
307.1398,"SW","PreFenton","unbound",1.85,0.62,"Carbohydrate-like"
307.1551,"SW","PostFenton","new",1.41,0.29,"Lignin-like"
307.1551,"SW","PreFenton","unbound",1.41,0.29,"Lignin-like"
307.1949,"SW","PostFenton","new",2.13,0.27,"Aliphatic-noN"
309.0616,"SW","PreFenton","sorbed",1,0.57,"Lignin-like"
309.0827,"SW","PostFenton","sorbed",1.64,0.91,"Carbohydrate-like"
309.098,"SW","PostFenton","unbound",1.2,0.47,"Lignin-like"
309.098,"SW","PreFenton","unbound",1.2,0.47,"Lignin-like"
309.1344,"SW","PostFenton","unbound",1.38,0.38,"Lignin-like"
309.1344,"SW","PreFenton","unbound",1.38,0.38,"Lignin-like"
309.1707,"SW","PostFenton","unbound",1.53,0.29,"Aliphatic-noN"
309.1707,"SW","PreFenton","unbound",1.53,0.29,"Aliphatic-noN"
309.1741,"SW","PostFenton","unbound",2.14,0.36,"Aliphatic-noN"
309.1741,"SW","PreFenton","new",2.14,0.36,"Aliphatic-noN"
311.0772,"SW","PostFenton","unbound",1.14,0.57,"Lignin-like"
311.0772,"SW","PreFenton","unbound",1.14,0.57,"Lignin-like"
311.0984,"SW","PostFenton","sorbed",1.82,0.91,"Carbohydrate-like"
311.1136,"SW","PostFenton","unbound",1.33,0.47,"Lignin-like"
311.1136,"SW","PreFenton","unbound",1.33,0.47,"Lignin-like"
311.15,"SW","PostFenton","unbound",1.5,0.38,"Aliphatic-noN"
311.15,"SW","PreFenton","unbound",1.5,0.38,"Aliphatic-noN"
311.1686,"SW","PostFenton","unbound",1.65,0.18,"Aliphatic-noN"
311.1686,"SW","PreFenton","unbound",1.65,0.18,"Aliphatic-noN"
311.1864,"SW","PostFenton","new",1.65,0.29,"Aliphatic-noN"
311.1864,"SW","PreFenton","new",1.65,0.29,"Aliphatic-noN"
311.2228,"SW","PreFenton","new",1.78,0.22,"Aliphatic-noN"
312.1565,"SW","PostFenton","new",1.64,0.36,"Aliphatic+N"
312.1565,"SW","PreFenton","new",1.64,0.36,"Aliphatic+N"
313.0565,"SW","PostFenton","sorbed",1.08,0.69,"Lignin-like"
313.0565,"SW","PreFenton","sorbed",1.08,0.69,"Lignin-like"
313.0929,"SW","PostFenton","unbound",1.29,0.57,"Lignin-like"
313.0929,"SW","PreFenton","unbound",1.29,0.57,"Lignin-like"
313.1293,"SW","PostFenton","unbound",1.47,0.47,"Lignin-like"
313.1293,"SW","PreFenton","unbound",1.47,0.47,"Lignin-like"
313.1657,"SW","PostFenton","unbound",1.62,0.38,"Aliphatic-noN"
313.1657,"SW","PreFenton","unbound",1.62,0.38,"Aliphatic-noN"
313.1769,"SW","PreFenton","new",1.73,0.33,"Aliphatic+N"
313.1809,"SW","PostFenton","new",1.3,0.15,"Lignin-like"
313.202,"SW","PostFenton","new",1.76,0.29,"Aliphatic-noN"
313.202,"SW","PreFenton","new",1.76,0.29,"Aliphatic-noN"
313.2384,"SW","PreFenton","new",1.89,0.22,"Aliphatic-noN"
314.1358,"SW","PostFenton","new",1.62,0.46,"Aliphatic+N"
314.1358,"SW","PreFenton","new",1.62,0.46,"Aliphatic+N"
314.1721,"SW","PostFenton","new",1.79,0.36,"Aliphatic+N"
314.1721,"SW","PreFenton","unbound",1.79,0.36,"Aliphatic+N"
314.2085,"SW","PostFenton","new",1.93,0.27,"Aliphatic+N"
314.2085,"SW","PreFenton","unbound",1.93,0.27,"Aliphatic+N"
315.051,"SW","PreFenton","sorbed",0.75,0.44,"Aromatic"
315.0722,"SW","PostFenton","sorbed",1.23,0.69,"Lignin-like"
315.0722,"SW","PreFenton","unbound",1.23,0.69,"Lignin-like"
315.0874,"SW","PreFenton","sorbed",0.94,0.35,"Lignin-like"
315.1085,"SW","PostFenton","unbound",1.43,0.57,"Lignin-like"
315.1085,"SW","PreFenton","unbound",1.43,0.57,"Lignin-like"
315.1198,"SW","PreFenton","sorbed",1.54,0.54,"Aliphatic+N"
315.1238,"SW","PreFenton","sorbed",1.11,0.28,"Lignin-like"
315.1449,"SW","PostFenton","unbound",1.6,0.47,"Aliphatic-noN"
315.1449,"SW","PreFenton","unbound",1.6,0.47,"Aliphatic-noN"
315.1602,"SW","PostFenton","new",1.26,0.21,"Lignin-like"
315.1602,"SW","PreFenton","new",1.26,0.21,"Lignin-like"
315.1813,"SW","PostFenton","unbound",1.75,0.38,"Aliphatic-noN"
315.1813,"SW","PreFenton","unbound",1.75,0.38,"Aliphatic-noN"
315.1966,"SW","PreFenton","unbound",1.4,0.15,"Lignin-like"
315.2177,"SW","PostFenton","new",1.88,0.29,"Aliphatic-noN"
315.2177,"SW","PreFenton","unbound",1.88,0.29,"Aliphatic-noN"
316.1514,"SW","PreFenton","sorbed",1.77,0.46,"Aliphatic+N"
316.1878,"SW","PostFenton","new",1.93,0.36,"Aliphatic+N"
316.1878,"SW","PreFenton","unbound",1.93,0.36,"Aliphatic+N"
317.0303,"SW","PreFenton","sorbed",0.67,0.53,"Aromatic"
317.0514,"SW","PostFenton","sorbed",1.17,0.83,"Lignin-like"
317.0667,"SW","PreFenton","sorbed",0.88,0.44,"Aromatic"
317.0878,"SW","PostFenton","sorbed",1.38,0.69,"Lignin-like"
317.1031,"SW","PreFenton","unbound",1.06,0.35,"Lignin-like"
317.1064,"SW","PreFenton","sorbed",1.57,0.43,"Aliphatic-noN"
317.1242,"SW","PostFenton","unbound",1.57,0.57,"Aliphatic-noN"
317.1394,"SW","PostFenton","new",1.22,0.28,"Lignin-like"
317.1394,"SW","PreFenton","new",1.22,0.28,"Lignin-like"
317.1606,"SW","PostFenton","unbound",1.73,0.47,"Aliphatic-noN"
317.1606,"SW","PreFenton","unbound",1.73,0.47,"Aliphatic-noN"
317.1758,"SW","PostFenton","new",1.37,0.21,"Lignin-like"
317.1758,"SW","PreFenton","new",1.37,0.21,"Lignin-like"
317.197,"SW","PostFenton","new",1.88,0.38,"Aliphatic-noN"
317.197,"SW","PreFenton","unbound",1.88,0.38,"Aliphatic-noN"
319.0459,"SW","PreFenton","sorbed",0.8,0.53,"Aromatic"
319.0671,"SW","PostFenton","sorbed",1.33,0.83,"Lignin-like"
319.0823,"SW","PostFenton","sorbed",1,0.44,"Lignin-like"
319.0823,"SW","PreFenton","unbound",1,0.44,"Lignin-like"
319.1035,"SW","PostFenton","sorbed",1.54,0.69,"Carbohydrate-like"
319.1187,"SW","PostFenton","unbound",1.18,0.35,"Lignin-like"
319.1187,"SW","PreFenton","unbound",1.18,0.35,"Lignin-like"
319.1398,"SW","PostFenton","unbound",1.71,0.57,"Aliphatic-noN"
319.1551,"SW","PostFenton","unbound",1.33,0.28,"Lignin-like"
319.1551,"SW","PreFenton","unbound",1.33,0.28,"Lignin-like"
319.1762,"SW","PostFenton","new",1.87,0.47,"Aliphatic-noN"
319.1762,"SW","PreFenton","new",1.87,0.47,"Aliphatic-noN"
319.1915,"SW","PostFenton","new",1.47,0.21,"Lignin-like"
319.1915,"SW","PreFenton","new",1.47,0.21,"Lignin-like"
319.2126,"SW","PostFenton","new",2,0.38,"Aliphatic-noN"
319.2126,"SW","PreFenton","unbound",2,0.38,"Aliphatic-noN"
321.0252,"SW","PreFenton","sorbed",0.71,0.64,"Aromatic"
321.0616,"SW","PostFenton","sorbed",0.93,0.53,"Lignin-like"
321.0616,"SW","PreFenton","sorbed",0.93,0.53,"Lignin-like"
321.0827,"SW","PostFenton","unbound",1.5,0.83,"Carbohydrate-like"
321.0827,"SW","PreFenton","new",1.5,0.83,"Carbohydrate-like"
321.098,"SW","PostFenton","unbound",1.12,0.44,"Lignin-like"
321.098,"SW","PreFenton","unbound",1.12,0.44,"Lignin-like"
321.1191,"SW","PostFenton","unbound",1.69,0.69,"Carbohydrate-like"
321.1344,"SW","PostFenton","unbound",1.29,0.35,"Lignin-like"
321.1344,"SW","PreFenton","unbound",1.29,0.35,"Lignin-like"
321.1555,"SW","PostFenton","new",1.86,0.57,"Aliphatic-noN"
321.1555,"SW","PreFenton","new",1.86,0.57,"Aliphatic-noN"
321.1707,"SW","PostFenton","new",1.44,0.28,"Lignin-like"
321.1707,"SW","PreFenton","unbound",1.44,0.28,"Lignin-like"
321.2071,"SW","PreFenton","new",1.58,0.21,"Aliphatic-noN"
321.2105,"SW","PostFenton","new",2.12,0.25,"Aliphatic-noN"
323.0409,"SW","PostFenton","sorbed",0.86,0.64,"Lignin-like"
323.0409,"SW","PreFenton","sorbed",0.86,0.64,"Lignin-like"
323.062,"SW","PostFenton","sorbed",1.45,1,"Lignin-like"
323.0772,"SW","PostFenton","unbound",1.07,0.53,"Lignin-like"
323.0772,"SW","PreFenton","unbound",1.07,0.53,"Lignin-like"
323.0984,"SW","PostFenton","unbound",1.67,0.83,"Carbohydrate-like"
323.0984,"SW","PreFenton","unbound",1.67,0.83,"Carbohydrate-like"
323.1136,"SW","PostFenton","unbound",1.25,0.44,"Lignin-like"
323.1136,"SW","PreFenton","unbound",1.25,0.44,"Lignin-like"
323.1348,"SW","PostFenton","new",1.85,0.69,"Carbohydrate-like"
323.1348,"SW","PreFenton","new",1.85,0.69,"Carbohydrate-like"
323.15,"SW","PostFenton","unbound",1.41,0.35,"Lignin-like"
323.15,"SW","PreFenton","unbound",1.41,0.35,"Lignin-like"
323.1534,"SW","PreFenton","new",2,0.43,"Aliphatic-noN"
323.1864,"SW","PostFenton","new",1.56,0.28,"Aliphatic-noN"
323.1864,"SW","PreFenton","unbound",1.56,0.28,"Aliphatic-noN"
324.1565,"SW","PostFenton","new",1.53,0.33,"Aliphatic+N"
324.1565,"SW","PreFenton","new",1.53,0.33,"Aliphatic+N"
325.0201,"SW","PreFenton","sorbed",0.77,0.77,"Lignin-like"
325.0565,"SW","PostFenton","sorbed",1,0.64,"Lignin-like"
325.0565,"SW","PreFenton","sorbed",1,0.64,"Lignin-like"
325.0776,"SW","PostFenton","sorbed",1.64,1,"Carbohydrate-like"
325.0929,"SW","PostFenton","unbound",1.2,0.53,"Lignin-like"
325.0929,"SW","PreFenton","unbound",1.2,0.53,"Lignin-like"
325.114,"SW","PostFenton","sorbed",1.83,0.83,"Carbohydrate-like"
325.1293,"SW","PostFenton","unbound",1.38,0.44,"Lignin-like"
325.1293,"SW","PreFenton","unbound",1.38,0.44,"Lignin-like"
325.1657,"SW","PostFenton","unbound",1.53,0.35,"Aliphatic-noN"
325.1657,"SW","PreFenton","unbound",1.53,0.35,"Aliphatic-noN"
325.1843,"SW","PostFenton","unbound",1.67,0.17,"Aliphatic-noN"
325.1843,"SW","PreFenton","unbound",1.67,0.17,"Aliphatic-noN"
325.202,"SW","PostFenton","new",1.67,0.28,"Aliphatic-noN"
325.202,"SW","PreFenton","unbound",1.67,0.28,"Aliphatic-noN"
325.3112,"SW","PostFenton","new",2,0.1,"Aliphatic-noN"
326.1358,"SW","PostFenton","new",1.5,0.43,"Aliphatic+N"
326.1721,"SW","PostFenton","new",1.67,0.33,"Aliphatic+N"
326.1721,"SW","PreFenton","unbound",1.67,0.33,"Aliphatic+N"
326.2085,"SW","PostFenton","new",1.81,0.25,"Aliphatic+N"
326.2085,"SW","PreFenton","unbound",1.81,0.25,"Aliphatic+N"
327.0358,"SW","PostFenton","sorbed",0.92,0.77,"Lignin-like"
327.0358,"SW","PreFenton","sorbed",0.92,0.77,"Lignin-like"
327.051,"SW","PreFenton","sorbed",0.71,0.41,"Aromatic"
327.0722,"SW","PostFenton","unbound",1.14,0.64,"Lignin-like"
327.0722,"SW","PreFenton","unbound",1.14,0.64,"Lignin-like"
327.0874,"SW","PreFenton","sorbed",0.89,0.33,"Aromatic"
327.0933,"SW","PostFenton","sorbed",1.82,1,"Carbohydrate-like"
327.1085,"SW","PostFenton","unbound",1.33,0.53,"Lignin-like"
327.1085,"SW","PreFenton","unbound",1.33,0.53,"Lignin-like"
327.1449,"SW","PostFenton","unbound",1.5,0.44,"Aliphatic-noN"
327.1449,"SW","PreFenton","unbound",1.5,0.44,"Aliphatic-noN"
327.1813,"SW","PostFenton","unbound",1.65,0.35,"Aliphatic-noN"
327.1813,"SW","PreFenton","unbound",1.65,0.35,"Aliphatic-noN"
327.1925,"SW","PreFenton","new",1.75,0.31,"Aliphatic+N"
327.2177,"SW","PostFenton","new",1.78,0.28,"Aliphatic-noN"
327.2177,"SW","PreFenton","unbound",1.78,0.28,"Aliphatic-noN"
328.1514,"SW","PostFenton","unbound",1.64,0.43,"Aliphatic+N"
328.1514,"SW","PreFenton","unbound",1.64,0.43,"Aliphatic+N"
328.1878,"SW","PostFenton","new",1.8,0.33,"Aliphatic+N"
328.1878,"SW","PreFenton","unbound",1.8,0.33,"Aliphatic+N"
328.2242,"SW","PostFenton","new",1.94,0.25,"Aliphatic+N"
328.2242,"SW","PreFenton","unbound",1.94,0.25,"Aliphatic+N"
329.0303,"SW","PreFenton","sorbed",0.62,0.5,"Condensed Ar"
329.0514,"SW","PostFenton","sorbed",1.08,0.77,"Lignin-like"
329.0514,"SW","PreFenton","sorbed",1.08,0.77,"Lignin-like"
329.0667,"SW","PreFenton","sorbed",0.82,0.41,"Aromatic"
329.0878,"SW","PostFenton","unbound",1.29,0.64,"Lignin-like"
329.0878,"SW","PreFenton","unbound",1.29,0.64,"Lignin-like"
329.1031,"SW","PreFenton","unbound",1,0.33,"Lignin-like"
329.1242,"SW","PostFenton","unbound",1.47,0.53,"Lignin-like"
329.1242,"SW","PreFenton","unbound",1.47,0.53,"Lignin-like"
329.1354,"SW","PostFenton","new",1.57,0.5,"Aliphatic+N"
329.1354,"SW","PreFenton","new",1.57,0.5,"Aliphatic+N"
329.1394,"SW","PostFenton","new",1.16,0.26,"Lignin-like"
329.1394,"SW","PreFenton","unbound",1.16,0.26,"Lignin-like"
329.1606,"SW","PostFenton","unbound",1.62,0.44,"Aliphatic-noN"
329.1606,"SW","PreFenton","unbound",1.62,0.44,"Aliphatic-noN"
329.1718,"SW","PreFenton","new",1.73,0.4,"Aliphatic+N"
329.1758,"SW","PostFenton","new",1.3,0.2,"Lignin-like"
329.1758,"SW","PreFenton","unbound",1.3,0.2,"Lignin-like"
329.183,"SW","PostFenton","new",1.86,0.36,"Aliphatic+N"
329.183,"SW","PreFenton","new",1.86,0.36,"Aliphatic+N"
329.197,"SW","PostFenton","unbound",1.76,0.35,"Aliphatic-noN"
329.197,"SW","PreFenton","unbound",1.76,0.35,"Aliphatic-noN"
329.2333,"SW","PostFenton","new",1.89,0.28,"Aliphatic-noN"
329.2333,"SW","PreFenton","unbound",1.89,0.28,"Aliphatic-noN"
330.1307,"SW","PostFenton","new",1.62,0.54,"Aliphatic+N"
330.1671,"SW","PostFenton","unbound",1.79,0.43,"Aliphatic+N"
330.1671,"SW","PreFenton","unbound",1.79,0.43,"Aliphatic+N"
330.2034,"SW","PostFenton","new",1.93,0.33,"Aliphatic+N"
