"Mass","Forest","fenton","adsorbed","HC","OC","Class"
559.4861,"HW","PreFenton","new",2.09,0.12,"Aliphatic-noN"
561.0522,"HW","PreFenton","sorbed",0.75,0.67,"Lignin-like"
561.0886,"HW","PreFenton","new",0.88,0.6,"Lignin-like"
561.125,"HW","PreFenton","unbound",1,0.54,"Lignin-like"
561.1309,"HW","PostFenton","sorbed",1.58,1,"Carbohydrate-like"
561.1496,"HW","PostFenton","new",0.54,0.07,"Condensed Ar"
561.1614,"HW","PreFenton","unbound",1.11,0.48,"Lignin-like"
561.1672,"HW","PostFenton","unbound",1.7,0.9,"Carbohydrate-like"
561.1672,"HW","PreFenton","sorbed",1.7,0.9,"Carbohydrate-like"
561.1977,"HW","PostFenton","unbound",1.21,0.43,"Lignin-like"
561.1977,"HW","PreFenton","unbound",1.21,0.43,"Lignin-like"
561.2341,"HW","PostFenton","unbound",1.31,0.38,"Lignin-like"
561.2341,"HW","PreFenton","unbound",1.31,0.38,"Lignin-like"
561.2705,"HW","PostFenton","unbound",1.4,0.33,"Lignin-like"
561.2705,"HW","PreFenton","unbound",1.4,0.33,"Lignin-like"
561.3069,"HW","PreFenton","new",1.48,0.29,"Lignin-like"
563.0679,"HW","PreFenton","sorbed",0.83,0.67,"Lignin-like"
563.1042,"HW","PreFenton","sorbed",0.96,0.6,"Lignin-like"
563.1406,"HW","PostFenton","sorbed",1.08,0.54,"Lignin-like"
563.1406,"HW","PreFenton","sorbed",1.08,0.54,"Lignin-like"
563.1653,"HW","PostFenton","new",0.59,0.07,"Condensed Ar"
563.1653,"HW","PreFenton","new",0.59,0.07,"Condensed Ar"
563.177,"HW","PostFenton","unbound",1.19,0.48,"Lignin-like"
563.177,"HW","PreFenton","unbound",1.19,0.48,"Lignin-like"
563.2134,"HW","PostFenton","unbound",1.29,0.43,"Lignin-like"
563.2134,"HW","PreFenton","unbound",1.29,0.43,"Lignin-like"
563.2498,"HW","PostFenton","unbound",1.38,0.38,"Lignin-like"
563.2498,"HW","PreFenton","unbound",1.38,0.38,"Lignin-like"
563.2862,"HW","PostFenton","unbound",1.47,0.33,"Lignin-like"
563.2862,"HW","PreFenton","unbound",1.47,0.33,"Lignin-like"
563.3226,"HW","PreFenton","new",1.55,0.29,"Aliphatic-noN"
565.1081,"HW","PostFenton","sorbed",0.46,0.13,"Condensed Ar"
565.1199,"HW","PreFenton","sorbed",1.04,0.6,"Lignin-like"
565.1356,"HW","PreFenton","new",0.84,0.12,"Aromatic"
565.1445,"HW","PostFenton","new",0.55,0.1,"Condensed Ar"
565.1445,"HW","PreFenton","new",0.55,0.1,"Condensed Ar"
565.1563,"HW","PostFenton","sorbed",1.15,0.54,"Lignin-like"
565.1563,"HW","PreFenton","unbound",1.15,0.54,"Lignin-like"
565.1927,"HW","PostFenton","unbound",1.26,0.48,"Lignin-like"
565.1927,"HW","PreFenton","unbound",1.26,0.48,"Lignin-like"
565.229,"HW","PostFenton","unbound",1.36,0.43,"Lignin-like"
565.229,"HW","PreFenton","new",1.36,0.43,"Lignin-like"
565.2654,"HW","PostFenton","unbound",1.45,0.38,"Lignin-like"
565.2654,"HW","PreFenton","new",1.45,0.38,"Lignin-like"
565.3018,"HW","PostFenton","new",1.53,0.33,"Aliphatic-noN"
565.3018,"HW","PreFenton","new",1.53,0.33,"Aliphatic-noN"
565.3382,"HW","PreFenton","new",1.61,0.29,"Aliphatic-noN"
566.2203,"HW","PreFenton","new",1.68,0.64,"Carbohydrate-like"
567.0992,"HW","PostFenton","sorbed",1,0.67,"Lignin-like"
567.1355,"HW","PostFenton","sorbed",1.12,0.6,"Lignin-like"
567.1567,"HW","PostFenton","unbound",1.45,0.77,"Lignin-like"
567.1719,"HW","PostFenton","sorbed",1.23,0.54,"Lignin-like"
567.1719,"HW","PreFenton","new",1.23,0.54,"Lignin-like"
567.1931,"HW","PostFenton","new",1.57,0.7,"Carbohydrate-like"
567.1931,"HW","PreFenton","new",1.57,0.7,"Carbohydrate-like"
567.2083,"HW","PostFenton","unbound",1.33,0.48,"Lignin-like"
567.2083,"HW","PreFenton","new",1.33,0.48,"Lignin-like"
567.2236,"HW","PreFenton","new",1.16,0.32,"Lignin-like"
567.2447,"HW","PostFenton","unbound",1.43,0.43,"Lignin-like"
567.2447,"HW","PreFenton","new",1.43,0.43,"Lignin-like"
567.2811,"HW","PostFenton","new",1.52,0.38,"Aliphatic-noN"
567.2811,"HW","PreFenton","new",1.52,0.38,"Aliphatic-noN"
567.3175,"HW","PostFenton","new",1.6,0.33,"Aliphatic-noN"
567.3175,"HW","PreFenton","new",1.6,0.33,"Aliphatic-noN"
569.0784,"HW","PostFenton","sorbed",0.96,0.74,"Lignin-like"
569.1301,"HW","PreFenton","new",0.93,0.46,"Lignin-like"
569.1359,"HW","PostFenton","unbound",1.43,0.86,"Lignin-like"
569.1723,"HW","PostFenton","unbound",1.55,0.77,"Carbohydrate-like"
569.1723,"HW","PreFenton","new",1.55,0.77,"Carbohydrate-like"
569.1876,"HW","PostFenton","sorbed",1.31,0.54,"Lignin-like"
569.1876,"HW","PreFenton","new",1.31,0.54,"Lignin-like"
569.2028,"HW","PreFenton","new",1.13,0.37,"Lignin-like"
569.2087,"HW","PostFenton","unbound",1.65,0.7,"Carbohydrate-like"
569.2087,"HW","PreFenton","new",1.65,0.7,"Carbohydrate-like"
569.224,"HW","PostFenton","unbound",1.41,0.48,"Lignin-like"
569.224,"HW","PreFenton","new",1.41,0.48,"Lignin-like"
569.2392,"HW","PreFenton","new",1.23,0.32,"Lignin-like"
569.2603,"HW","PostFenton","unbound",1.5,0.43,"Aliphatic-noN"
569.2603,"HW","PreFenton","new",1.5,0.43,"Aliphatic-noN"
569.2967,"HW","PreFenton","new",1.59,0.38,"Aliphatic-noN"
569.3331,"HW","PreFenton","new",1.67,0.33,"Aliphatic-noN"
570.1676,"HW","PostFenton","sorbed",1.57,0.81,"Carbohydrate-like"
570.204,"HW","PostFenton","new",1.68,0.73,"Carbohydrate-like"
571.0941,"HW","PostFenton","sorbed",1.04,0.74,"Lignin-like"
571.1152,"HW","PostFenton","sorbed",1.4,0.95,"Lignin-like"
571.1457,"HW","PreFenton","unbound",1,0.46,"Lignin-like"
571.1516,"HW","PostFenton","unbound",1.52,0.86,"Carbohydrate-like"
571.1516,"HW","PreFenton","new",1.52,0.86,"Carbohydrate-like"
571.1821,"HW","PreFenton","new",1.1,0.41,"Lignin-like"
571.188,"HW","PostFenton","unbound",1.64,0.77,"Carbohydrate-like"
571.188,"HW","PreFenton","unbound",1.64,0.77,"Carbohydrate-like"
571.2032,"HW","PostFenton","sorbed",1.38,0.54,"Lignin-like"
571.2185,"HW","PreFenton","new",1.2,0.37,"Lignin-like"
571.2244,"HW","PostFenton","new",1.74,0.7,"Carbohydrate-like"
571.2244,"HW","PreFenton","new",1.74,0.7,"Carbohydrate-like"
571.2396,"HW","PostFenton","unbound",1.48,0.48,"Lignin-like"
571.2396,"HW","PreFenton","new",1.48,0.48,"Lignin-like"
571.2549,"HW","PreFenton","new",1.29,0.32,"Lignin-like"
571.276,"HW","PostFenton","new",1.57,0.43,"Aliphatic-noN"
571.276,"HW","PreFenton","new",1.57,0.43,"Aliphatic-noN"
571.2913,"HW","PreFenton","new",1.38,0.28,"Lignin-like"
571.3124,"HW","PreFenton","new",1.66,0.38,"Aliphatic-noN"
572.1468,"HW","PostFenton","sorbed",1.55,0.9,"Carbohydrate-like"
572.1832,"HW","PostFenton","sorbed",1.67,0.81,"Carbohydrate-like"
573.0886,"HW","PreFenton","new",0.85,0.58,"Lignin-like"
573.125,"HW","PreFenton","new",0.96,0.52,"Lignin-like"
573.1309,"HW","PostFenton","unbound",1.5,0.95,"Carbohydrate-like"
573.1309,"HW","PreFenton","new",1.5,0.95,"Carbohydrate-like"
573.1614,"HW","PreFenton","unbound",1.07,0.46,"Lignin-like"
573.1672,"HW","PostFenton","unbound",1.62,0.86,"Carbohydrate-like"
573.1672,"HW","PreFenton","new",1.62,0.86,"Carbohydrate-like"
573.1977,"HW","PostFenton","new",1.17,0.41,"Lignin-like"
573.1977,"HW","PreFenton","new",1.17,0.41,"Lignin-like"
573.2036,"HW","PostFenton","unbound",1.73,0.77,"Carbohydrate-like"
573.2036,"HW","PreFenton","new",1.73,0.77,"Carbohydrate-like"
573.2189,"HW","PostFenton","sorbed",1.46,0.54,"Lignin-like"
573.2341,"HW","PostFenton","new",1.27,0.37,"Lignin-like"
573.2341,"HW","PreFenton","new",1.27,0.37,"Lignin-like"
573.2553,"HW","PreFenton","new",1.56,0.48,"Aliphatic-noN"
573.2705,"HW","PostFenton","new",1.35,0.32,"Lignin-like"
573.2705,"HW","PreFenton","new",1.35,0.32,"Lignin-like"
573.2916,"HW","PreFenton","new",1.64,0.43,"Aliphatic-noN"
573.3069,"HW","PreFenton","new",1.44,0.28,"Lignin-like"
575.1042,"HW","PreFenton","new",0.92,0.58,"Lignin-like"
575.1406,"HW","PreFenton","unbound",1.04,0.52,"Lignin-like"
575.1465,"HW","PostFenton","sorbed",1.6,0.95,"Carbohydrate-like"
575.177,"HW","PreFenton","new",1.14,0.46,"Lignin-like"
575.1829,"HW","PostFenton","unbound",1.71,0.86,"Carbohydrate-like"
575.2134,"HW","PostFenton","unbound",1.24,0.41,"Lignin-like"
575.2134,"HW","PreFenton","new",1.24,0.41,"Lignin-like"
575.2498,"HW","PostFenton","unbound",1.33,0.37,"Lignin-like"
575.2498,"HW","PreFenton","unbound",1.33,0.37,"Lignin-like"
575.2862,"HW","PostFenton","new",1.42,0.32,"Lignin-like"
575.2862,"HW","PreFenton","new",1.42,0.32,"Lignin-like"
577.1199,"HW","PreFenton","unbound",1,0.58,"Lignin-like"
577.1563,"HW","PreFenton","new",1.11,0.52,"Lignin-like"
577.1622,"HW","PostFenton","sorbed",1.7,0.95,"Carbohydrate-like"
577.1809,"HW","PreFenton","new",0.62,0.07,"Condensed Ar"
577.1927,"HW","PostFenton","unbound",1.21,0.46,"Lignin-like"
577.1927,"HW","PreFenton","new",1.21,0.46,"Lignin-like"
577.229,"HW","PostFenton","unbound",1.31,0.41,"Lignin-like"
577.229,"HW","PreFenton","new",1.31,0.41,"Lignin-like"
577.2654,"HW","PostFenton","unbound",1.4,0.37,"Lignin-like"
577.2654,"HW","PreFenton","new",1.4,0.37,"Lignin-like"
577.3018,"HW","PreFenton","new",1.48,0.32,"Lignin-like"
579.1602,"HW","PostFenton","new",0.59,0.1,"Condensed Ar"
579.1602,"HW","PreFenton","new",0.59,0.1,"Condensed Ar"
579.1719,"HW","PostFenton","sorbed",1.19,0.52,"Lignin-like"
579.1719,"HW","PreFenton","new",1.19,0.52,"Lignin-like"
579.2083,"HW","PostFenton","unbound",1.29,0.46,"Lignin-like"
579.2083,"HW","PreFenton","unbound",1.29,0.46,"Lignin-like"
579.2447,"HW","PostFenton","unbound",1.38,0.41,"Lignin-like"
579.2447,"HW","PreFenton","new",1.38,0.41,"Lignin-like"
579.2811,"HW","PostFenton","unbound",1.47,0.37,"Lignin-like"
579.2811,"HW","PreFenton","new",1.47,0.37,"Lignin-like"
579.3175,"HW","PreFenton","new",1.55,0.32,"Aliphatic-noN"
581.1359,"HW","PostFenton","sorbed",1.36,0.82,"Lignin-like"
581.1723,"HW","PostFenton","new",1.48,0.74,"Lignin-like"
581.1876,"HW","PostFenton","sorbed",1.26,0.52,"Lignin-like"
581.2087,"HW","PostFenton","new",1.58,0.67,"Carbohydrate-like"
581.224,"HW","PostFenton","unbound",1.36,0.46,"Lignin-like"
581.224,"HW","PreFenton","new",1.36,0.46,"Lignin-like"
581.2603,"HW","PostFenton","unbound",1.45,0.41,"Lignin-like"
581.2603,"HW","PreFenton","new",1.45,0.41,"Lignin-like"
581.2967,"HW","PostFenton","new",1.53,0.37,"Aliphatic-noN"
581.2967,"HW","PreFenton","new",1.53,0.37,"Aliphatic-noN"
581.3331,"HW","PreFenton","new",1.61,0.32,"Aliphatic-noN"
583.1516,"HW","PostFenton","unbound",1.45,0.82,"Lignin-like"
583.188,"HW","PostFenton","unbound",1.57,0.74,"Carbohydrate-like"
583.188,"HW","PreFenton","unbound",1.57,0.74,"Carbohydrate-like"
583.2032,"HW","PostFenton","unbound",1.33,0.52,"Lignin-like"
583.2032,"HW","PreFenton","new",1.33,0.52,"Lignin-like"
583.2185,"HW","PreFenton","new",1.16,0.35,"Lignin-like"
583.2244,"HW","PostFenton","new",1.67,0.67,"Carbohydrate-like"
583.2244,"HW","PreFenton","new",1.67,0.67,"Carbohydrate-like"
583.2396,"HW","PostFenton","unbound",1.43,0.46,"Lignin-like"
583.2396,"HW","PreFenton","new",1.43,0.46,"Lignin-like"
583.2549,"HW","PreFenton","new",1.25,0.31,"Lignin-like"
583.276,"HW","PostFenton","new",1.52,0.41,"Aliphatic-noN"
583.276,"HW","PreFenton","new",1.52,0.41,"Aliphatic-noN"
583.3124,"HW","PreFenton","new",1.6,0.37,"Aliphatic-noN"
583.3488,"HW","PreFenton","new",1.68,0.32,"Aliphatic-noN"
585.125,"HW","PreFenton","new",0.93,0.5,"Lignin-like"
585.1309,"HW","PostFenton","sorbed",1.43,0.9,"Lignin-like"
585.1614,"HW","PreFenton","unbound",1.03,0.45,"Lignin-like"
585.1672,"HW","PostFenton","unbound",1.55,0.82,"Carbohydrate-like"
585.1672,"HW","PreFenton","unbound",1.55,0.82,"Carbohydrate-like"
585.1825,"HW","PostFenton","sorbed",1.31,0.58,"Lignin-like"
585.1977,"HW","PreFenton","new",1.13,0.4,"Lignin-like"
585.2036,"HW","PostFenton","unbound",1.65,0.74,"Carbohydrate-like"
585.2036,"HW","PreFenton","new",1.65,0.74,"Carbohydrate-like"
585.2189,"HW","PostFenton","unbound",1.41,0.52,"Lignin-like"
585.2341,"HW","PreFenton","new",1.23,0.35,"Lignin-like"
585.2553,"HW","PostFenton","new",1.5,0.46,"Aliphatic-noN"
585.2705,"HW","PreFenton","new",1.31,0.31,"Lignin-like"
585.2916,"HW","PreFenton","new",1.59,0.41,"Aliphatic-noN"
587.1042,"HW","PreFenton","new",0.89,0.56,"Lignin-like"
587.1406,"HW","PreFenton","new",1,0.5,"Lignin-like"
587.1465,"HW","PostFenton","unbound",1.52,0.9,"Carbohydrate-like"
587.1465,"HW","PreFenton","new",1.52,0.9,"Carbohydrate-like"
587.177,"HW","PreFenton","unbound",1.1,0.45,"Lignin-like"
587.1829,"HW","PostFenton","unbound",1.64,0.82,"Carbohydrate-like"
587.1829,"HW","PreFenton","unbound",1.64,0.82,"Carbohydrate-like"
587.2134,"HW","PreFenton","unbound",1.2,0.4,"Lignin-like"
587.2193,"HW","PostFenton","unbound",1.74,0.74,"Carbohydrate-like"
587.2193,"HW","PreFenton","new",1.74,0.74,"Carbohydrate-like"
587.2498,"HW","PreFenton","new",1.29,0.35,"Lignin-like"
587.2862,"HW","PreFenton","new",1.38,0.31,"Lignin-like"
589.1199,"HW","PreFenton","new",0.96,0.56,"Lignin-like"
589.1563,"HW","PreFenton","new",1.07,0.5,"Lignin-like"
589.1622,"HW","PostFenton","unbound",1.62,0.9,"Carbohydrate-like"
589.1622,"HW","PreFenton","unbound",1.62,0.9,"Carbohydrate-like"
589.1927,"HW","PreFenton","new",1.17,0.45,"Lignin-like"
589.1985,"HW","PostFenton","unbound",1.73,0.82,"Carbohydrate-like"
589.229,"HW","PostFenton","unbound",1.27,0.4,"Lignin-like"
589.229,"HW","PreFenton","new",1.27,0.4,"Lignin-like"
589.2654,"HW","PreFenton","new",1.35,0.35,"Lignin-like"
589.3018,"HW","PreFenton","new",1.44,0.31,"Lignin-like"
591.1355,"HW","PreFenton","new",1.04,0.56,"Lignin-like"
591.1719,"HW","PreFenton","new",1.14,0.5,"Lignin-like"
591.1778,"HW","PostFenton","sorbed",1.71,0.9,"Carbohydrate-like"
591.2083,"HW","PostFenton","unbound",1.24,0.45,"Lignin-like"
591.2083,"HW","PreFenton","new",1.24,0.45,"Lignin-like"
591.2447,"HW","PostFenton","unbound",1.33,0.4,"Lignin-like"
591.2447,"HW","PreFenton","new",1.33,0.4,"Lignin-like"
591.2811,"HW","PostFenton","new",1.42,0.35,"Lignin-like"
591.2811,"HW","PreFenton","new",1.42,0.35,"Lignin-like"
591.3175,"HW","PreFenton","new",1.5,0.31,"Aliphatic-noN"
593.1758,"HW","PostFenton","new",0.62,0.1,"Condensed Ar"
593.1758,"HW","PreFenton","new",0.62,0.1,"Condensed Ar"
593.1876,"HW","PreFenton","new",1.21,0.5,"Lignin-like"
593.224,"HW","PostFenton","unbound",1.31,0.45,"Lignin-like"
593.224,"HW","PreFenton","new",1.31,0.45,"Lignin-like"
593.2603,"HW","PostFenton","unbound",1.4,0.4,"Lignin-like"
593.2603,"HW","PreFenton","new",1.4,0.4,"Lignin-like"
593.2967,"HW","PostFenton","new",1.48,0.35,"Lignin-like"
593.2967,"HW","PreFenton","new",1.48,0.35,"Lignin-like"
595.1551,"HW","PreFenton","new",0.59,0.12,"Condensed Ar"
595.2032,"HW","PostFenton","unbound",1.29,0.5,"Lignin-like"
595.2032,"HW","PreFenton","new",1.29,0.5,"Lignin-like"
595.2396,"HW","PostFenton","unbound",1.38,0.45,"Lignin-like"
595.2396,"HW","PreFenton","new",1.38,0.45,"Lignin-like"
595.276,"HW","PostFenton","unbound",1.47,0.4,"Lignin-like"
595.276,"HW","PreFenton","new",1.47,0.4,"Lignin-like"
595.3124,"HW","PreFenton","new",1.55,0.35,"Aliphatic-noN"
597.1672,"HW","PostFenton","unbound",1.48,0.78,"Lignin-like"
597.1672,"HW","PreFenton","new",1.48,0.78,"Lignin-like"
597.1825,"HW","PostFenton","sorbed",1.26,0.56,"Lignin-like"
597.1977,"HW","PreFenton","new",1.1,0.39,"Lignin-like"
597.2036,"HW","PostFenton","unbound",1.58,0.71,"Carbohydrate-like"
597.2036,"HW","PreFenton","new",1.58,0.71,"Carbohydrate-like"
597.2189,"HW","PostFenton","sorbed",1.36,0.5,"Lignin-like"
597.2189,"HW","PreFenton","new",1.36,0.5,"Lignin-like"
597.2553,"HW","PostFenton","unbound",1.45,0.45,"Lignin-like"
597.2553,"HW","PreFenton","new",1.45,0.45,"Lignin-like"
597.2916,"HW","PostFenton","new",1.53,0.4,"Aliphatic-noN"
597.2916,"HW","PreFenton","new",1.53,0.4,"Aliphatic-noN"
599.1465,"HW","PostFenton","unbound",1.45,0.86,"Lignin-like"
599.1465,"HW","PreFenton","new",1.45,0.86,"Lignin-like"
599.1829,"HW","PostFenton","unbound",1.57,0.78,"Carbohydrate-like"
599.1829,"HW","PreFenton","new",1.57,0.78,"Carbohydrate-like"
599.2134,"HW","PreFenton","new",1.16,0.39,"Lignin-like"
599.2193,"HW","PostFenton","unbound",1.67,0.71,"Carbohydrate-like"
599.2193,"HW","PreFenton","new",1.67,0.71,"Carbohydrate-like"
599.2345,"HW","PostFenton","sorbed",1.43,0.5,"Lignin-like"
599.2709,"HW","PostFenton","new",1.52,0.45,"Aliphatic-noN"
599.2862,"HW","PreFenton","new",1.33,0.3,"Lignin-like"
599.3073,"HW","PreFenton","new",1.6,0.4,"Aliphatic-noN"
601.1258,"HW","PostFenton","sorbed",1.43,0.95,"Lignin-like"
601.1563,"HW","PreFenton","new",1.03,0.48,"Lignin-like"
601.1622,"HW","PostFenton","unbound",1.55,0.86,"Carbohydrate-like"
601.1622,"HW","PreFenton","new",1.55,0.86,"Carbohydrate-like"
601.1927,"HW","PreFenton","new",1.13,0.43,"Lignin-like"
601.1985,"HW","PostFenton","unbound",1.65,0.78,"Carbohydrate-like"
601.1985,"HW","PreFenton","new",1.65,0.78,"Carbohydrate-like"
601.229,"HW","PreFenton","new",1.23,0.39,"Lignin-like"
601.2349,"HW","PostFenton","unbound",1.75,0.71,"Carbohydrate-like"
601.2349,"HW","PreFenton","new",1.75,0.71,"Carbohydrate-like"
601.2654,"HW","PreFenton","new",1.31,0.34,"Lignin-like"
601.2866,"HW","PreFenton","new",1.59,0.45,"Aliphatic-noN"
602.2313,"HW","PreFenton","new",1.12,0.21,"Lignin-like"
603.1355,"HW","PreFenton","new",1,0.54,"Lignin-like"
603.1414,"HW","PostFenton","sorbed",1.52,0.95,"Carbohydrate-like"
603.1719,"HW","PreFenton","new",1.1,0.48,"Lignin-like"
603.1778,"HW","PostFenton","unbound",1.64,0.86,"Carbohydrate-like"
603.1778,"HW","PreFenton","unbound",1.64,0.86,"Carbohydrate-like"
603.2083,"HW","PreFenton","new",1.2,0.43,"Lignin-like"
603.2142,"HW","PostFenton","unbound",1.74,0.78,"Carbohydrate-like"
603.2142,"HW","PreFenton","unbound",1.74,0.78,"Carbohydrate-like"
603.2447,"HW","PostFenton","new",1.29,0.39,"Lignin-like"
603.2447,"HW","PreFenton","new",1.29,0.39,"Lignin-like"
603.2811,"HW","PreFenton","new",1.38,0.34,"Lignin-like"
605.1571,"HW","PostFenton","sorbed",1.62,0.95,"Carbohydrate-like"
605.1876,"HW","PreFenton","new",1.17,0.48,"Lignin-like"
605.1935,"HW","PostFenton","sorbed",1.73,0.86,"Carbohydrate-like"
605.224,"HW","PostFenton","new",1.27,0.43,"Lignin-like"
605.224,"HW","PreFenton","new",1.27,0.43,"Lignin-like"
605.2603,"HW","PostFenton","new",1.35,0.39,"Lignin-like"
605.2603,"HW","PreFenton","new",1.35,0.39,"Lignin-like"
605.2967,"HW","PreFenton","new",1.44,0.34,"Lignin-like"
607.2032,"HW","PreFenton","new",1.24,0.48,"Lignin-like"
607.2396,"HW","PostFenton","new",1.33,0.43,"Lignin-like"
607.2396,"HW","PreFenton","new",1.33,0.43,"Lignin-like"
607.276,"HW","PostFenton","new",1.42,0.39,"Lignin-like"
607.276,"HW","PreFenton","new",1.42,0.39,"Lignin-like"
607.3124,"HW","PreFenton","new",1.5,0.34,"Aliphatic-noN"
608.2308,"HW","PostFenton","new",1.62,0.62,"Carbohydrate-like"
608.2308,"HW","PreFenton","unbound",1.62,0.62,"Carbohydrate-like"
609.2553,"HW","PostFenton","unbound",1.4,0.43,"Lignin-like"
609.2553,"HW","PreFenton","new",1.4,0.43,"Lignin-like"
609.2916,"HW","PreFenton","new",1.48,0.39,"Lignin-like"
611.1465,"HW","PostFenton","sorbed",1.39,0.83,"Lignin-like"
611.177,"HW","PreFenton","new",1.03,0.42,"Lignin-like"
611.1829,"HW","PostFenton","unbound",1.5,0.75,"Carbohydrate-like"
611.2193,"HW","PostFenton","new",1.6,0.68,"Carbohydrate-like"
611.2345,"HW","PostFenton","new",1.38,0.48,"Lignin-like"
611.2345,"HW","PreFenton","new",1.38,0.48,"Lignin-like"
611.2709,"HW","PostFenton","new",1.47,0.43,"Lignin-like"
611.3073,"HW","PreFenton","new",1.55,0.39,"Aliphatic-noN"
613.1622,"HW","PostFenton","unbound",1.48,0.83,"Lignin-like"
613.1985,"HW","PostFenton","unbound",1.58,0.75,"Carbohydrate-like"
613.1985,"HW","PreFenton","new",1.58,0.75,"Carbohydrate-like"
613.229,"HW","PreFenton","new",1.19,0.38,"Lignin-like"
613.2349,"HW","PostFenton","new",1.68,0.68,"Carbohydrate-like"
615.1414,"HW","PostFenton","sorbed",1.45,0.91,"Lignin-like"
615.1778,"HW","PostFenton","unbound",1.57,0.83,"Carbohydrate-like"
615.1778,"HW","PreFenton","new",1.57,0.83,"Carbohydrate-like"
615.2083,"HW","PreFenton","new",1.16,0.42,"Lignin-like"
615.2142,"HW","PostFenton","unbound",1.67,0.75,"Carbohydrate-like"
615.2142,"HW","PreFenton","new",1.67,0.75,"Carbohydrate-like"
615.2447,"HW","PreFenton","new",1.25,0.38,"Lignin-like"
615.2506,"HW","PostFenton","new",1.76,0.68,"Carbohydrate-like"
615.2506,"HW","PreFenton","new",1.76,0.68,"Carbohydrate-like"
615.2811,"HW","PreFenton","new",1.33,0.33,"Lignin-like"
617.1571,"HW","PostFenton","unbound",1.55,0.91,"Carbohydrate-like"
617.1876,"HW","PreFenton","new",1.13,0.47,"Lignin-like"
617.1935,"HW","PostFenton","unbound",1.65,0.83,"Carbohydrate-like"
617.1935,"HW","PreFenton","unbound",1.65,0.83,"Carbohydrate-like"
617.224,"HW","PreFenton","new",1.23,0.42,"Lignin-like"
617.2298,"HW","PostFenton","unbound",1.75,0.75,"Carbohydrate-like"
617.2298,"HW","PreFenton","new",1.75,0.75,"Carbohydrate-like"
617.2603,"HW","PreFenton","new",1.31,0.38,"Lignin-like"
619.1727,"HW","PostFenton","unbound",1.64,0.91,"Carbohydrate-like"
619.2032,"HW","PreFenton","new",1.2,0.47,"Lignin-like"
619.2091,"HW","PostFenton","sorbed",1.74,0.83,"Carbohydrate-like"
619.276,"HW","PreFenton","new",1.38,0.38,"Lignin-like"
619.3124,"HW","PreFenton","new",1.45,0.33,"Lignin-like"
621.1884,"HW","PostFenton","sorbed",1.73,0.91,"Carbohydrate-like"
621.2189,"HW","PreFenton","new",1.27,0.47,"Lignin-like"
621.2553,"HW","PreFenton","new",1.35,0.42,"Lignin-like"
621.2916,"HW","PreFenton","new",1.44,0.38,"Lignin-like"
621.328,"HW","PreFenton","new",1.52,0.33,"Aliphatic-noN"
622.2101,"HW","PostFenton","new",1.54,0.67,"Carbohydrate-like"
623.2709,"HW","PostFenton","new",1.42,0.42,"Lignin-like"
623.2709,"HW","PreFenton","new",1.42,0.42,"Lignin-like"
623.3073,"HW","PreFenton","new",1.5,0.38,"Aliphatic-noN"
625.1622,"HW","PostFenton","new",1.42,0.79,"Lignin-like"
625.1622,"HW","PreFenton","new",1.42,0.79,"Lignin-like"
627.1414,"HW","PostFenton","sorbed",1.39,0.87,"Lignin-like"
627.1778,"HW","PostFenton","unbound",1.5,0.79,"Carbohydrate-like"
627.1778,"HW","PreFenton","new",1.5,0.79,"Carbohydrate-like"
627.2142,"HW","PostFenton","unbound",1.6,0.72,"Carbohydrate-like"
627.2506,"HW","PostFenton","new",1.69,0.65,"Carbohydrate-like"
629.1571,"HW","PostFenton","unbound",1.48,0.87,"Lignin-like"
629.1876,"HW","PreFenton","new",1.1,0.45,"Lignin-like"
629.1935,"HW","PostFenton","unbound",1.58,0.79,"Carbohydrate-like"
629.1935,"HW","PreFenton","new",1.58,0.79,"Carbohydrate-like"
629.2298,"HW","PostFenton","unbound",1.68,0.72,"Carbohydrate-like"
629.2298,"HW","PreFenton","new",1.68,0.72,"Carbohydrate-like"
629.2662,"HW","PreFenton","new",1.77,0.65,"Carbohydrate-like"
631.1363,"HW","PostFenton","sorbed",1.45,0.95,"Lignin-like"
631.1668,"HW","PreFenton","new",1.07,0.5,"Lignin-like"
631.1727,"HW","PostFenton","unbound",1.57,0.87,"Carbohydrate-like"
631.2091,"HW","PostFenton","unbound",1.67,0.79,"Carbohydrate-like"
631.2091,"HW","PreFenton","unbound",1.67,0.79,"Carbohydrate-like"
631.2455,"HW","PostFenton","unbound",1.76,0.72,"Carbohydrate-like"
631.276,"HW","PreFenton","new",1.33,0.36,"Lignin-like"
633.152,"HW","PostFenton","sorbed",1.55,0.95,"Carbohydrate-like"
633.1884,"HW","PostFenton","unbound",1.65,0.87,"Carbohydrate-like"
633.1884,"HW","PreFenton","unbound",1.65,0.87,"Carbohydrate-like"
633.2248,"HW","PostFenton","sorbed",1.75,0.79,"Carbohydrate-like"
633.2248,"HW","PreFenton","new",1.75,0.79,"Carbohydrate-like"
633.2553,"HW","PreFenton","new",1.31,0.41,"Lignin-like"
633.2916,"HW","PreFenton","new",1.39,0.36,"Lignin-like"
634.2118,"HW","PreFenton","new",1.83,0.74,"Carbohydrate-like"
635.1676,"HW","PostFenton","sorbed",1.64,0.95,"Carbohydrate-like"
635.204,"HW","PostFenton","sorbed",1.74,0.87,"Carbohydrate-like"
635.2345,"HW","PreFenton","new",1.29,0.45,"Lignin-like"
