Mass,HC,OC
555.1144,0.89,0.48
589.12,0.96,0.56
543.1508,1.04,0.44
402.083,0.89,0.47
493.229,1.73,0.55
603.1356,1,0.54
411.1813,1.17,0.25
513.1402,1,0.42
527.2651,1.33,0.27
577.12,1,0.58
432.0936,0.95,0.5
404.0987,1,0.47
573.1614,1.07,0.46
439.1398,1,0.33
433.2595,1.52,0.24
571.1093,0.89,0.52
575.0679,0.8,0.64
453.1191,0.92,0.38
579.1356,1.08,0.58
455.265,1.67,0.33
423.0358,0.57,0.48
396.214,1.63,0.32
341.0303,0.59,0.47
569.1301,0.93,0.46
439.0307,0.57,0.52
420.0936,1,0.53
519.3327,1.6,0.23
549.0522,0.78,0.7
341.0667,0.78,0.39
467.062,0.7,0.48
383.1501,1.09,0.27
559.1093,0.92,0.54
394.162,1.39,0.39
557.2029,1.17,0.38
591.1356,1.04,0.56
561.125,1,0.54
511.0519,0.67,0.54
589.0835,0.85,0.62
575.1406,1.04,0.52
380.1464,1.35,0.41
428.2038,1.63,0.42
477.1726,1.58,0.63
486.1253,1.25,0.65
527.0831,0.8,0.52
404.0623,0.83,0.56
399.2177,1.33,0.21
394.1984,1.53,0.32
382.1984,1.61,0.33
499.161,1.08,0.38
407.2439,1.57,0.26
329.0666,0.82,0.41
527.1558,1.04,0.41
425.1242,0.96,0.35
579.0992,0.96,0.64
437.0515,0.64,0.45
511.2337,1.24,0.28
541.2079,1.17,0.34
499.3065,1.47,0.2
321.0252,0.71,0.64
525.0675,0.72,0.52
543.1145,0.92,0.5
366.1671,1.47,0.35
363.2177,1.52,0.24
545.0573,0.75,0.62
392.0623,0.88,0.59
543.078,0.8,0.56
471.2752,1.43,0.21
493.2807,1.56,0.3
409.0929,0.82,0.36
411.145,1.04,0.3
515.0467,0.7,0.61
376.1514,1.28,0.33
439.1035,0.87,0.39
541.1352,0.96,0.44
527.2287,1.24,0.31
573.0886,0.85,0.58
326.2085,1.81,0.25
469.114,0.92,0.42
401.2545,1.81,0.33
381.0252,0.53,0.47
505.3171,1.59,0.24
469.2596,1.36,0.21
328.2242,1.94,0.25
507.2963,1.57,0.29
463.2701,1.54,0.27
384.214,1.72,0.33
319.0459,0.8,0.53
329.197,1.76,0.35
335.1864,1.47,0.26
399.133,1.87,0.67
573.1977,1.17,0.41
388.0674,0.83,0.5
379.046,0.6,0.4
509.2756,1.56,0.33
499.1246,0.96,0.44
497.2181,1.21,0.29
513.1038,0.88,0.48
389.2545,1.9,0.35
557.0937,0.85,0.54
523.2912,1.57,0.32
354.1558,1.47,0.41
398.1933,1.61,0.39
469.2232,1.26,0.26
441.2283,1.31,0.23
457.2596,1.41,0.22
425.2215,2,0.42
483.0933,0.83,0.46
527.1923,1.14,0.36
483.1661,1.08,0.35
429.0099,0.53,0.63
393.0616,0.67,0.38
483.2388,1.29,0.25
485.3273,1.53,0.17
477.2858,1.56,0.26
453.0463,0.64,0.5
777.2674,1.67,0.77
423.0722,0.73,0.41
489.0311,0.67,0.67
413.0759,1.57,0.86
406.1983,1.45,0.3
406.078,0.94,0.56
376.0674,0.88,0.53
333.1707,1.37,0.26
338.1721,1.56,0.31
356.2555,1.94,0.22
379.0341,1.23,0.85
401.2333,1.42,0.21
465.128,0.79,0.11
408.1776,1.42,0.37
545.0937,0.88,0.56
359.0045,0.5,0.62
455.1348,1,0.38
549.3069,1.53,0.3
543.2236,1.24,0.34
547.1093,0.96,0.56
441.1555,1.08,0.33
513.0675,0.75,0.54
483.2025,1.19,0.3
453.0827,0.78,0.43
497.0725,0.75,0.5
483.0569,0.7,0.52
483.1297,0.96,0.4
445.2596,1.46,0.23
557.1301,0.96,0.48
485.1454,1.04,0.4
383.2439,1.71,0.29
378.2035,1.53,0.26
390.0831,0.94,0.5
337.202,1.58,0.26
459.0205,0.6,0.65
577.0836,0.88,0.64
375.2177,1.45,0.23
402.9943,0.47,0.71
531.1508,1.08,0.46
429.2494,1.73,0.36
529.0624,0.75,0.58
547.073,0.83,0.62
400.2089,1.72,0.39
457.2443,1.65,0.39
467.265,1.6,0.32
497.1089,0.88,0.44
515.1559,1.08,0.42
485.0361,0.64,0.59
529.1351,1,0.46
515.1195,0.96,0.48
367.0824,0.8,0.35
519.0416,0.73,0.68
419.265,1.9,0.38
391.2337,1.89,0.42
499.0518,0.7,0.57
395.2439,1.64,0.27
387.2177,1.39,0.22
499.0882,0.83,0.5
404.1827,1.35,0.3
573.125,0.96,0.52
469.1504,1.04,0.36
529.0987,0.88,0.52
543.26,1.33,0.3
469.0413,0.64,0.55
483.2599,1.6,0.36
378.1671,1.39,0.33
561.0886,0.88,0.6
469.1868,1.15,0.31
375.2752,2,0.3
531.0781,0.83,0.58
441.2494,1.65,0.35
427.2126,1.28,0.24
557.2393,1.27,0.33
371.0045,0.47,0.59
371.2439,1.8,0.3
381.1766,1.88,0.62
439.0671,0.73,0.45
499.2701,1.38,0.24
340.2242,1.82,0.24
441.1281,1.8,0.73
501.1402,1.04,0.44
343.1187,1.05,0.32
433.2443,1.81,0.43
355.0823,0.84,0.37
533.312,1.53,0.27
559.1458,1.04,0.48
397.1293,1,0.32
419.2439,1.5,0.25
395.0773,0.76,0.38
531.1145,0.96,0.52
557.1665,1.07,0.43
317.1064,1.57,0.43
443.2439,1.38,0.23
535.2913,1.52,0.31
390.1671,1.32,0.32
447.0205,0.63,0.68
469.0776,0.78,0.48
380.1827,1.5,0.33
367.0459,0.63,0.42
533.0937,0.92,0.58
479.265,1.54,0.31
508.1357,2.17,0.28
425.0878,0.82,0.41
503.3014,1.52,0.24
455.0984,0.87,0.43
355.0459,0.67,0.44
431.2439,1.44,0.24
449.2544,1.52,0.28
517.1352,1.04,0.48
413.015,0.53,0.58
515.3014,1.47,0.23
343.046,0.71,0.47
473.0362,0.67,0.62
513.2494,1.31,0.28
411.1085,0.91,0.36
397.0201,0.53,0.53
409.0565,0.67,0.43
503.0467,0.73,0.64
527.1195,0.92,0.46
471.1297,1,0.42
374.1722,1.32,0.26
529.2807,1.4,0.27
487.3429,1.6,0.17
489.2858,1.5,0.25
517.0624,0.78,0.61
427.0307,0.6,0.55
485.109,0.92,0.46
547.2913,1.47,0.3
361.202,1.43,0.24
351.2177,1.6,0.25
369.0252,0.56,0.5
515.0831,0.83,0.54
443.0256,0.6,0.6
344.2191,1.94,0.31
395.0409,0.6,0.45
485.0726,0.78,0.52
381.0616,0.7,0.4
429.2283,1.36,0.24
371.1018,1.85,0.77
425.0514,0.67,0.48
501.1039,0.92,0.5
519.2963,1.52,0.28
391.143,1.65,0.47
441.0463,0.67,0.52
441.1191,0.96,0.39
545.1289,0.93,0.2
417.01,0.56,0.67
411.0358,0.6,0.5
475.2701,1.48,0.26
499.1951,1.85,0.6
411.2058,2,0.44
487.1246,1,0.46
455.062,0.73,0.5
417.2494,1.81,0.38
517.3171,1.53,0.23
531.2964,1.47,0.27
521.2756,1.5,0.32
441.0827,0.82,0.45
505.2807,1.5,0.29
411.2388,1.64,0.32
389.1274,1.21,0.26
501.2858,1.45,0.24
381.2283,1.62,0.29
471.0569,0.73,0.55
485.2545,1.36,0.25
471.0933,0.87,0.48
364.1878,1.5,0.28
457.0412,0.67,0.57
411.0721,0.76,0.43
393.2283,1.55,0.27
819.2779,1.62,0.75
423.2388,1.57,0.3
457.114,0.96,0.43
427.1035,0.91,0.41
357.0252,0.59,0.53
499.2337,1.29,0.29
487.2701,1.43,0.25
327.2177,1.78,0.28
337.1327,1.86,0.5
383.0409,0.63,0.47
473.2545,1.41,0.26
405.2282,1.48,0.26
451.1123,0.74,0.11
392.1827,1.42,0.32
401.015,0.56,0.61
386.9994,0.47,0.65
457.0777,0.82,0.5
515.265,1.38,0.28
461.2544,1.46,0.27
385.0201,0.56,0.56
357.2283,1.79,0.32
342.2398,1.94,0.24
349.2021,1.5,0.25
387.2388,1.8,0.35
427.0671,0.76,0.48
359.2439,1.89,0.32
503.3378,1.6,0.2
411.133,1.75,0.62
385.1174,1.86,0.71
354.2035,1.71,0.29
377.2181,1.89,0.44
375.2388,1.89,0.37
330.2034,1.93,0.33
461.2392,1.73,0.45
495.2964,1.63,0.3
501.3222,1.53,0.2
363.2388,2,0.39
477.2341,1.73,0.5
329.2333,1.89,0.28
361.2232,1.89,0.39
439.0552,1.33,0.87
347.2439,2,0.33
345.2283,1.89,0.33
479.3014,1.63,0.26
331.249,2,0.28
343.0823,0.89,0.39
355.1187,1,0.3
333.0252,0.67,0.6
365.099,1.12,0.5
309.1344,1.38,0.38
345.1919,1.76,0.41
340.1514,1.53,0.4
317.1606,1.73,0.47
382.162,1.47,0.41
370.1984,1.71,0.35
591.172,1.14,0.5
329.1394,1.16,0.26
354.0831,1.13,0.6
397.1657,1.13,0.26
529.1716,1.11,0.41
455.2075,1.23,0.27
453.2494,1.58,0.33
311.0409,0.92,0.69
345.0252,0.62,0.56
499.2549,1.6,0.4
438.1042,1.11,0.58
573.2341,1.27,0.37
343.1551,1.2,0.25
471.2388,1.33,0.26
311.15,1.5,0.38
419.2286,1.8,0.45
309.0616,1,0.57
327.1813,1.65,0.35
371.1864,1.27,0.23
392.0987,1.06,0.5
355.2126,1.68,0.32
517.0988,0.92,0.54
331.0823,0.94,0.41
510.1828,1.65,0.7
513.213,1.21,0.32
501.0675,0.78,0.57
593.1512,1.11,0.56
378.0831,1,0.53
332.1827,1.93,0.43
359.146,1.6,0.53
319.1187,1.18,0.35
340.1878,1.69,0.31
357.1708,1.24,0.24
309.098,1.2,0.47
385.2021,1.3,0.22
383.1137,0.95,0.33
487.0518,0.73,0.59
396.1091,0.9,0.33
455.1711,1.12,0.32
386.1093,1.31,0.62
366.0831,1.06,0.56
408.0572,0.88,0.65
397.0565,0.7,0.45
355.1551,1.14,0.24
413.0514,0.7,0.5
368.0623,1,0.67
503.265,1.43,0.29
559.1821,1.14,0.43
331.0459,0.75,0.5
595.1305,1.08,0.62
368.1827,1.59,0.35
563.1043,0.96,0.6
370.1144,1.31,0.56
396.0572,0.94,0.69
369.098,0.9,0.35
417.2283,1.42,0.25
519.1145,1,0.54
503.0831,0.87,0.57
589.1927,1.17,0.45
340.115,1.36,0.5
567.0991,1,0.67
503.1195,1,0.5
533.0573,0.78,0.65
383.0773,0.8,0.4
408.0936,1.06,0.56
341.197,1.67,0.33
415.2126,1.33,0.25
459.2388,1.38,0.27
547.1457,1.08,0.5
396.0936,1.12,0.59
369.2283,1.7,0.3
457.2232,1.31,0.27
499.1974,1.19,0.33
354.1671,1.56,0.38
427.1399,1.04,0.35
495.26,1.54,0.35
319.0823,1,0.44
397.0929,0.86,0.38
431.0256,0.63,0.63
331.1551,1.26,0.26
485.1817,1.15,0.35
369.1344,1.05,0.29
412.1726,1.5,0.44
331.1187,1.11,0.33
477.0311,0.7,0.7
435.2388,1.5,0.29
465.2494,1.52,0.32
579.2811,1.47,0.37
473.2392,1.65,0.43
545.1665,1.11,0.44
486.2204,1.13,0.1
533.1301,1.04,0.52
369.0616,0.74,0.42
359.1864,1.33,0.24
563.1407,1.08,0.54
408.13,1.21,0.47
517.2807,1.45,0.28
529.2443,1.31,0.31
589.2291,1.27,0.4
379.2126,1.52,0.29
380.0624,0.94,0.62
451.0154,0.67,0.78
343.2126,1.78,0.33
545.2757,1.4,0.3
565.0836,0.92,0.67
551.1042,1,0.62
447.2388,1.44,0.28
471.1661,1.12,0.36
567.2811,1.52,0.38
445.2443,1.73,0.41
393.213,1.89,0.5
347.1864,1.4,0.25
481.026,0.74,0.79
563.2862,1.47,0.33
549.0887,0.92,0.62
443.062,0.76,0.52
441.1919,1.2,0.28
367.2126,1.6,0.3
715.2303,1.57,0.75
410.1093,1.17,0.56
389.015,0.59,0.65
399.2388,1.71,0.33
443.0984,0.91,0.45
507.0416,0.76,0.71
487.0882,0.87,0.52
380.1563,1.8,0.67
382.1144,1.24,0.53
559.2549,1.33,0.33
535.073,0.87,0.65
325.0201,0.77,0.77
551.2862,1.52,0.34
577.1563,1.11,0.52
357.098,0.95,0.37
551.0678,0.87,0.7
412.0885,1.12,0.65
549.125,1.04,0.56
373.2232,1.79,0.37
387.141,1.5,0.56
553.0835,0.96,0.7
373.2021,1.36,0.23
414.1042,1.24,0.65
489.1039,0.96,0.52
491.2134,1.64,0.55
394.078,1,0.59
567.1356,1.12,0.6
413.0878,0.86,0.43
427.1763,1.17,0.29
414.1882,1.61,0.44
607.2033,1.24,0.48
491.1995,1.14,0.17
569.1148,1.08,0.67
413.1242,1,0.36
519.078,0.87,0.61
325.1657,1.53,0.35
473.109,0.96,0.48
605.224,1.27,0.43
311.0773,1.14,0.57
368.0987,1.19,0.56
373.0201,0.59,0.59
461.0361,0.7,0.65
508.1784,1.63,0.68
371.0409,0.67,0.5
657.2248,1.62,0.73
491.265,1.48,0.3
537.0522,0.82,0.73
469.2443,1.58,0.38
460.2047,1.14,0.11
315.1449,1.6,0.47
525.2705,1.56,0.37
410.0729,1,0.65
413.1969,1.25,0.25
309.1707,1.53,0.29
439.0154,0.71,0.82
579.172,1.19,0.52
521.0573,0.82,0.68
458.1891,1.07,0.11
398.1093,1.24,0.59
472.2047,1.1,0.1
473.0726,0.82,0.55
382.078,1.06,0.62
475.0518,0.76,0.62
429.0463,0.7,0.55
323.0409,0.86,0.64
543.2448,1.54,0.46
491.0467,0.76,0.67
537.2705,1.5,0.36
445.0412,0.7,0.6
561.1615,1.11,0.48
385.0565,0.74,0.47
333.1555,1.73,0.53
459.0569,0.76,0.57
485.2181,1.26,0.3
521.0937,0.96,0.61
380.0987,1.12,0.53
555.0991,1.04,0.7
313.0565,1.08,0.69
345.1708,1.3,0.25
429.0827,0.86,0.48
575.177,1.14,0.46
398.0729,1.06,0.69
391.2126,1.45,0.27
415.0307,0.63,0.58
555.1355,1.17,0.62
561.2705,1.4,0.33
403.2337,1.8,0.4
435.0205,0.67,0.72
575.2134,1.24,0.41
427.2337,1.64,0.36
489.0675,0.82,0.59
328.1514,1.64,0.43
321.0616,0.93,0.53
330.1671,1.79,0.43
357.0616,0.78,0.44
459.0933,0.91,0.5
389.2181,1.79,0.42
477.2494,1.46,0.31
541.0836,1,0.73
457.1504,1.08,0.38
399.0721,0.8,0.45
501.2341,1.58,0.46
384.0937,1.19,0.62
719.2252,1.63,0.81
371.0773,0.84,0.42
569.2604,1.5,0.43
399.0358,0.63,0.53
603.2141,1.74,0.78
595.167,1.19,0.56
501.2494,1.36,0.29
337.0201,0.71,0.71
505.0624,0.82,0.64
529.208,1.21,0.36
481.2443,1.52,0.36
357.1344,1.1,0.3
474.1729,1.53,0.58
533.2756,1.45,0.31
428.1675,1.5,0.5
539.0679,0.91,0.73
405.213,1.79,0.47
439.2337,1.57,0.35
541.2654,1.56,0.41
487.161,1.12,0.4
430.1831,1.61,0.5
575.2498,1.33,0.37
525.0522,0.86,0.76
553.1199,1.08,0.62
485.2392,1.58,0.42
489.2494,1.41,0.3
501.1766,1.15,0.38
505.0988,0.96,0.57
399.1813,1.22,0.26
535.1093,1,0.58
607.2396,1.33,0.43
354.1307,1.4,0.47
353.197,1.58,0.32
591.2083,1.24,0.45
387.0358,0.67,0.56
577.2654,1.4,0.37
368.1463,1.44,0.44
399.1086,0.95,0.38
745.2047,1.5,0.82
385.0929,0.9,0.4
531.26,1.38,0.31
527.2498,1.54,0.42
591.2447,1.33,0.4
345.0616,0.82,0.47
443.2075,1.28,0.28
384.1777,1.59,0.41
491.1406,1.4,0.7
553.2654,1.5,0.39
327.0358,0.92,0.77
445.2232,1.36,0.28
321.1344,1.29,0.35
443.1348,1.04,0.39
551.1406,1.12,0.56
511.2548,1.54,0.38
369.01,0.71,0.86
577.1927,1.21,0.46
473.1454,1.08,0.42
537.0886,0.96,0.65
323.15,1.41,0.35
515.1923,1.19,0.37
707.2253,1.69,0.85
565.1563,1.15,0.54
492.1835,1.63,0.63
339.1813,1.56,0.33
342.1671,1.67,0.4
344.1463,1.64,0.5
405.0099,0.59,0.71
475.0882,0.91,0.55
371.1136,1,0.35
581.2604,1.45,0.41
413.1606,1.13,0.3
345.1304,1.57,0.57
515.2287,1.29,0.32
361.0201,0.62,0.62
311.1136,1.33,0.47
418.104,2.2,0.13
415.2337,1.71,0.38
429.1191,1,0.41
451.2337,1.5,0.33
505.1199,1.3,0.75
395.1922,1.88,0.59
608.2308,1.62,0.62
537.125,1.08,0.58
372.214,1.82,0.35
471.2024,1.23,0.31
517.1715,1.15,0.42
333.0616,0.88,0.5
523.0729,0.91,0.68
443.2286,1.64,0.41
345.098,1,0.39
563.1771,1.19,0.48
356.1827,1.69,0.38
593.1876,1.21,0.5
447.2236,1.71,0.48
349.0201,0.67,0.67
475.2185,1.64,0.5
397.2232,1.62,0.33
559.2185,1.24,0.38
331.1762,1.75,0.44
445.0776,0.86,0.52
539.1043,1.04,0.65
529.1199,1.18,0.68
519.1508,1.12,0.48
455.2287,1.57,0.39
593.2604,1.4,0.4
489.1403,1.08,0.46
359.0409,0.71,0.53
315.1086,1.43,0.57
491.0831,0.91,0.59
507.2599,1.48,0.33
421.2232,1.48,0.3
459.2236,1.64,0.45
409.0446,1.29,0.86
333.098,1.06,0.41
321.098,1.12,0.44
417.1072,1.86,0.86
549.1614,1.15,0.5
507.078,0.91,0.64
595.2033,1.29,0.5
359.0773,0.89,0.44
361.1868,1.76,0.47
386.1933,1.71,0.41
393.01,0.62,0.75
409.2232,1.55,0.32
315.0722,1.23,0.69
433.194,1.15,0.11
513.0522,0.9,0.8
385.1293,1.05,0.33
495.0417,0.8,0.75
535.1458,1.12,0.52
543.0993,1.09,0.73
457.1868,1.2,0.32
581.1877,1.26,0.52
385.2232,1.7,0.35
501.213,1.26,0.33
401.197,1.3,0.26
479.2134,1.71,0.57
557.224,1.46,0.5
567.172,1.23,0.54
399.1449,1.09,0.32
347.0409,0.75,0.56
545.2029,1.21,0.39
521.1301,1.08,0.54
313.0929,1.29,0.57
359.2075,1.78,0.39
371.15,1.14,0.29
313.1293,1.47,0.47
335.0408,0.8,0.6
519.2599,1.43,0.32
533.1665,1.15,0.46
398.1569,1.47,0.47
503.1559,1.12,0.44
433.2232,1.42,0.29
513.2342,1.52,0.44
527.0678,0.95,0.76
583.2032,1.33,0.52
465.0311,0.74,0.74
549.2705,1.45,0.34
403.2126,1.39,0.26
573.2036,1.73,0.77
487.2337,1.33,0.3
415.1034,0.95,0.43
402.1882,1.71,0.47
346.162,1.79,0.5
515.0679,1,0.8
735.2202,1.63,0.85
561.1978,1.21,0.43
489.1977,1.55,0.55
545.2393,1.31,0.34
433.2079,1.7,0.5
457.194,1.07,0.1
445.114,1,0.45
593.224,1.31,0.45
553.1563,1.2,0.56
497.2392,1.52,0.4
565.2654,1.45,0.38
531.2236,1.29,0.36
337.1656,1.44,0.33
523.1093,1.04,0.61
403.0307,0.67,0.61
433.1021,1.86,0.93
539.1407,1.17,0.58
547.1821,1.19,0.44
429.1919,1.25,0.29
414.1518,1.47,0.53
415.0671,0.8,0.5
401.0514,0.74,0.53
459.1297,1.04,0.43
419.0256,0.67,0.67
333.1344,1.22,0.33
515.2134,1.5,0.5
345.1344,1.16,0.32
463.2337,1.44,0.32
342.1307,1.5,0.5
443.1711,1.17,0.33
463.2185,1.71,0.52
493.1563,1.5,0.7
505.1352,1.08,0.5
381.01,0.67,0.8
333.1191,1.57,0.64
377.0151,0.62,0.69
385.1657,1.18,0.27
423.1871,1.78,0.61
523.1669,1.52,0.71
493.2443,1.46,0.35
541.1199,1.13,0.65
531.1872,1.19,0.41
323.0772,1.07,0.53
347.1711,1.75,0.5
489.0886,1.16,0.79
455.1769,1.78,0.72
483.0417,0.84,0.79
461.0725,0.86,0.57
581.224,1.36,0.46
475.1246,1.04,0.48
431.062,0.8,0.55
351.1813,1.47,0.32
585.2037,1.65,0.74
525.0886,1,0.68
509.0573,0.86,0.71
364.1249,1.64,0.71
358.1256,1.5,0.57
555.1719,1.28,0.56
473.2181,1.31,0.31
477.1977,1.62,0.57
347.0773,0.94,0.47
389.197,1.36,0.27
325.0565,1,0.64
541.1563,1.25,0.58
373.0565,0.78,0.5
487.2185,1.57,0.48
539.2498,1.48,0.41
671.2041,1.54,0.77
525.1249,1.13,0.61
377.197,1.43,0.29
391.1974,1.78,0.5
517.2443,1.36,0.32
433.0413,0.74,0.63
335.15,1.33,0.33
579.2084,1.29,0.46
535.2549,1.43,0.36
577.2291,1.31,0.41
507.1144,1.04,0.57
461.1089,1,0.5
417.0463,0.74,0.58
393.1766,1.76,0.59
527.1043,1.09,0.68
579.2448,1.38,0.41
384.1413,1.44,0.5
515.1042,1.14,0.71
541.2291,1.46,0.46
445.194,1.11,0.11
423.0205,0.71,0.76
491.1195,1.04,0.52
503.177,1.45,0.59
429.1627,1,0.11
443.1784,1.04,0.11
463.0518,0.8,0.65
523.2549,1.48,0.37
547.2549,1.38,0.34
515.1407,1.27,0.64
477.0675,0.86,0.62
473.1889,1.07,0.14
335.0772,1,0.5
477.1039,1,0.55
377.1817,1.76,0.53
509.0937,1,0.64
493.0624,0.86,0.67
353.015,0.71,0.79
471.0416,0.89,0.83
561.2341,1.31,0.38
467.177,1.68,0.68
555.2447,1.48,0.44
365.015,0.67,0.73
387.0722,0.84,0.47
449.0361,0.74,0.68
475.2337,1.38,0.31
447.0569,0.8,0.6
401.0878,0.9,0.45
471.2236,1.57,0.43
479.0467,0.8,0.7
487.1973,1.23,0.35
497.0573,0.9,0.75
547.2185,1.29,0.39
567.2448,1.43,0.43
431.0984,0.95,0.48
441.0311,0.82,0.82
360.1413,1.64,0.57
477.125,1.37,0.74
489.125,1.3,0.7
416.1675,1.59,0.53
509.2392,1.46,0.38
375.2024,1.78,0.44
453.0311,0.78,0.78
431.2075,1.33,0.29
541.1927,1.36,0.52
495.078,0.95,0.67
467.2286,1.5,0.38
323.1136,1.25,0.44
343.1762,1.65,0.41
373.0929,0.95,0.42
503.2286,1.33,0.33
665.2147,1.75,0.88
513.0886,1.05,0.71
689.2147,1.62,0.81
499.0729,1,0.75
359.1136,1.05,0.37
370.1256,1.4,0.53
473.1817,1.2,0.36
493.0987,1,0.59
461.2181,1.36,0.32
505.2443,1.41,0.33
565.1927,1.26,0.48
499.2185,1.5,0.46
511.073,0.95,0.71
429.1555,1.13,0.35
563.2498,1.38,0.38
419.1922,1.68,0.53
501.1977,1.48,0.52
375.0358,0.71,0.59
365.197,1.5,0.3
415.1762,1.22,0.3
459.2025,1.28,0.32
329.0514,1.08,0.77
415.1398,1.09,0.36
543.1931,1.71,0.76
359.15,1.2,0.3
463.0882,0.95,0.57
551.177,1.23,0.5
465.1614,1.58,0.68
447.0933,0.95,0.52
493.1199,1.37,0.79
501.125,1.24,0.67
347.1136,1.11,0.39
419.2075,1.39,0.3
371.2075,1.68,0.37
417.0827,0.9,0.5
555.2083,1.38,0.5
399.0205,0.8,0.87
523.1458,1.17,0.54
509.13,1.13,0.57
407.1923,1.78,0.56
527.1406,1.22,0.61
444.1181,1.8,0.8
425.2181,1.55,0.36
339.0358,0.86,0.71
360.1776,1.8,0.47
517.2079,1.26,0.37
387.1813,1.27,0.27
465.3044,1.7,0.15
511.1094,1.09,0.64
401.1242,1.05,0.38
400.1725,1.59,0.47
551.2498,1.43,0.39
431.1784,1.07,0.11
459.1661,1.17,0.38
361.0565,0.82,0.53
521.2392,1.41,0.37
475.1093,1.26,0.74
525.2342,1.46,0.42
563.2134,1.29,0.43
527.2134,1.44,0.48
487.073,1.05,0.79
479.0831,0.95,0.62
503.1923,1.23,0.38
677.2146,1.68,0.84
513.125,1.18,0.64
387.1085,1,0.4
437.1664,1.67,0.67
483.2236,1.5,0.42
501.1613,1.36,0.59
401.2181,1.7,0.4
347.15,1.26,0.32
411.0205,0.75,0.81
533.2393,1.36,0.36
331.0671,1.23,0.77
537.1615,1.2,0.52
485.0573,0.95,0.79
413.2181,1.62,0.38
383.2075,1.6,0.35
345.0464,1.08,0.85
363.1661,1.75,0.56
349.0565,0.88,0.56
433.0776,0.9,0.55
449.2181,1.42,0.33
489.213,1.31,0.35
344.1827,1.8,0.4
437.2181,1.48,0.35
549.1978,1.26,0.44
395.2075,1.52,0.33
337.0565,0.93,0.6
335.1136,1.18,0.41
565.2291,1.36,0.43
479.2287,1.44,0.36
553.1927,1.31,0.5
475.1457,1.4,0.65
535.1821,1.23,0.46
349.1657,1.37,0.32
495.1719,1.6,0.7
337.114,1.69,0.77
473.2028,1.55,0.5
499.1093,1.14,0.67
513.1978,1.42,0.5
533.2029,1.26,0.41
373.1657,1.24,0.29
461.0937,1.22,0.78
331.1398,1.6,0.53
358.162,1.67,0.47
673.2198,1.62,0.77
461.2028,1.62,0.52
511.2185,1.44,0.44
549.2342,1.36,0.39
513.1614,1.3,0.57
467.0467,0.84,0.74
615.2142,1.67,0.75
329.1606,1.62,0.44
331.1035,1.43,0.64
567.2084,1.33,0.48
491.2286,1.38,0.35
479.1406,1.47,0.74
325.0929,1.2,0.53
495.2236,1.44,0.4
521.1664,1.2,0.48
389.0514,0.78,0.56
327.0721,1.14,0.64
559.188,1.71,0.81
527.177,1.33,0.54
371.0256,0.86,0.86
357.1919,1.67,0.39
407.2075,1.45,0.32
445.1504,1.13,0.39
453.213,1.48,0.39
489.1766,1.2,0.4
386.1569,1.56,0.5
487.1094,1.2,0.7
539.177,1.28,0.52
351.1297,1.71,0.71
519.1872,1.23,0.42
407.0256,0.71,0.71
495.1144,1.09,0.59
505.1715,1.2,0.44
445.1868,1.25,0.33
325.1293,1.38,0.44
481.0624,0.9,0.7
449.0725,0.9,0.6
403.0916,1.85,0.92
283.2643,2,0.11
447.1872,1.6,0.55
372.1412,1.53,0.53
388.1726,1.69,0.5
327.1449,1.5,0.44
539.2134,1.38,0.46
441.213,1.55,0.41
365.1453,1.73,0.67
613.1986,1.58,0.75
361.1657,1.3,0.3
356.1463,1.53,0.47
485.2028,1.48,0.48
497.0937,1.05,0.67
429.213,1.62,0.43
373.1293,1.1,0.35
421.1715,1.67,0.61
363.0358,0.75,0.62
391.0307,0.71,0.65
507.1508,1.17,0.5
370.162,1.56,0.44
445.2079,1.62,0.48
417.213,1.7,0.45
553.2291,1.41,0.44
487.1821,1.45,0.55
537.2341,1.41,0.41
387.145,1.14,0.33
525.1614,1.25,0.54
403.0671,0.84,0.53
507.2236,1.38,0.38
487.1457,1.33,0.62
481.0988,1.05,0.62
491.1559,1.17,0.46
363.1813,1.4,0.3
461.1301,1.37,0.68
417.1919,1.3,0.3
388.1362,1.53,0.6
437.0361,0.78,0.72
465.0674,0.9,0.65
375.1813,1.33,0.29
431.1348,1.09,0.41
493.1352,1.13,0.52
419.062,0.84,0.58
475.161,1.17,0.42
347.1348,1.6,0.6
441.1613,1.76,0.76
519.2235,1.33,0.37
457.2079,1.55,0.45
509.1512,1.5,0.75
395.1559,1.75,0.69
451.0518,0.84,0.68
511.1457,1.22,0.57
461.1664,1.5,0.6
355.0307,0.86,0.79
417.1191,1.05,0.43
447.1508,1.47,0.63
461.1453,1.13,0.43
389.0878,0.95,0.47
401.1606,1.18,0.32
421.0413,0.78,0.67
485.1875,1.79,0.74
447.2024,1.33,0.33
455.0467,0.89,0.78
358.1984,1.81,0.38
475.1821,1.52,0.57
347.0984,1.43,0.71
443.0467,0.94,0.82
329.0878,1.29,0.64
475.1974,1.28,0.36
361.0929,1,0.44
337.0929,1.12,0.5
497.2029,1.42,0.46
535.2185,1.33,0.41
449.1089,1.05,0.52
351.0358,0.8,0.67
477.213,1.36,0.36
485.0937,1.1,0.7
551.2134,1.33,0.44
479.1195,1.09,0.55
435.0569,0.84,0.63
405.0463,0.78,0.61
463.1093,1.33,0.78
431.1711,1.22,0.35
601.1985,1.65,0.78
349.0929,1.06,0.47
449.0937,1.29,0.82
483.078,1,0.7
341.1606,1.53,0.41
