soil,Mass,Class,intensity,Forest,Treatment,Fenton,Goethite
Soil_6,531.26,Lignin,3464618,SW,PreFenton,PreFenton,PreGoethite
Soil_6,533.2756,Lignin,3125720,SW,PreFenton,PreFenton,PreGoethite
Soil_6,533.312,Lipid,1984984,SW,PreFenton,PreFenton,PreGoethite
Soil_6,535.1821,Lignin,4002304,SW,PreFenton,PreFenton,PreGoethite
Soil_6,535.2185,Lignin,3077633,SW,PreFenton,PreFenton,PreGoethite
Soil_6,535.2549,Lignin,3756546,SW,PreFenton,PreFenton,PreGoethite
Soil_6,535.2913,Protein,2698754,SW,PreFenton,PreFenton,PreGoethite
Soil_6,537.2341,Lignin,2821673,SW,PreFenton,PreFenton,PreGoethite
Soil_6,537.2705,Protein,3241513,SW,PreFenton,PreFenton,PreGoethite
Soil_6,539.2134,Lignin,3010124,SW,PreFenton,PreFenton,PreGoethite
Soil_6,539.2498,Lignin,2590797,SW,PreFenton,PreFenton,PreGoethite
Soil_6,539.2862,Protein,2062925,SW,PreFenton,PreFenton,PreGoethite
Soil_6,541.1774,Carb,3252843,SW,PreFenton,PreFenton,PreGoethite
Soil_6,543.1567,Carb,2996870,SW,PreFenton,PreFenton,PreGoethite
Soil_6,543.2236,Lignin,2261127,SW,PreFenton,PreFenton,PreGoethite
Soil_6,543.26,Lignin,2227848,SW,PreFenton,PreFenton,PreGoethite
Soil_6,547.1821,Lignin,2048175,SW,PreFenton,PreFenton,PreGoethite
Soil_6,547.2185,Lignin,2728623,SW,PreFenton,PreFenton,PreGoethite
Soil_6,547.2549,Lignin,3068591,SW,PreFenton,PreFenton,PreGoethite
Soil_6,547.2913,Lignin,2632368,SW,PreFenton,PreFenton,PreGoethite
Soil_6,549.1614,Lignin,2549947,SW,PreFenton,PreFenton,PreGoethite
Soil_6,549.2705,Lignin,2987707,SW,PreFenton,PreFenton,PreGoethite
Soil_6,551.177,Lignin,2130113,SW,PreFenton,PreFenton,PreGoethite
Soil_6,551.2134,Lignin,2543809,SW,PreFenton,PreFenton,PreGoethite
Soil_6,551.2498,Lignin,2997953,SW,PreFenton,PreFenton,PreGoethite
Soil_6,551.2862,Protein,2110145,SW,PreFenton,PreFenton,PreGoethite
Soil_6,553.2654,Protein,2911937,SW,PreFenton,PreFenton,PreGoethite
Soil_6,559.1516,Carb,3290777,SW,PreFenton,PreFenton,PreGoethite
Soil_6,559.2549,Lignin,1952920,SW,PreFenton,PreFenton,PreGoethite
Soil_6,561.2341,Lignin,2514044,SW,PreFenton,PreFenton,PreGoethite
Soil_6,561.2705,Lignin,2483323,SW,PreFenton,PreFenton,PreGoethite
Soil_6,563.2134,Lignin,2933336,SW,PreFenton,PreFenton,PreGoethite
Soil_6,563.2498,Lignin,2633303,SW,PreFenton,PreFenton,PreGoethite
Soil_6,563.2862,Lignin,2542166,SW,PreFenton,PreFenton,PreGoethite
Soil_6,565.1927,Lignin,1803307,SW,PreFenton,PreFenton,PreGoethite
Soil_6,571.188,Carb,1634159,SW,PreFenton,PreFenton,PreGoethite
Soil_6,575.2498,Lignin,1989822,SW,PreFenton,PreFenton,PreGoethite
Soil_6,587.1829,Carb,5215720,SW,PreFenton,PreFenton,PreGoethite
Soil_6,603.1778,Carb,7215395,SW,PreFenton,PreFenton,PreGoethite
Soil_6,608.2308,AminoSugar,2945953,SW,PreFenton,PreFenton,PreGoethite
Soil_6,617.1935,Carb,3000626,SW,PreFenton,PreFenton,PreGoethite
Soil_6,657.2248,Carb,2631321,SW,PreFenton,PreFenton,PreGoethite
Soil_6,661.1833,Carb,4286183,SW,PreFenton,PreFenton,PreGoethite
Soil_6,677.2146,Carb,3312657,SW,PreFenton,PreFenton,PreGoethite
Soil_7,283.2643,Lipid,4230211,HW,PostFenton,PostFenton,PreGoethite
Soil_7,309.1707,Lipid,2713108,HW,PostFenton,PostFenton,PreGoethite
Soil_7,311.1136,Lignin,2282022,HW,PostFenton,PostFenton,PreGoethite
Soil_7,311.15,Protein,2058028,HW,PostFenton,PostFenton,PreGoethite
Soil_7,313.0929,Lignin,2922566,HW,PostFenton,PostFenton,PreGoethite
Soil_7,313.1293,Lignin,2905163,HW,PostFenton,PostFenton,PreGoethite
Soil_7,313.1657,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,314.2085,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,315.0722,Tannin,2530414,HW,PostFenton,PostFenton,PreGoethite
Soil_7,315.1449,Protein,2282105,HW,PostFenton,PostFenton,PreGoethite
Soil_7,315.1813,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,316.1878,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,319.1187,Lignin,1473000,HW,PostFenton,PostFenton,PreGoethite
Soil_7,321.0616,Lignin,2012198,HW,PostFenton,PostFenton,PreGoethite
Soil_7,321.098,Lignin,2700077,HW,PostFenton,PostFenton,PreGoethite
Soil_7,321.1344,Lignin,2605875,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.0409,Lignin,1942389,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.0772,Lignin,3224187,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.0984,Carb,5476479,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.1136,Lignin,3687554,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.15,Lignin,2721672,HW,PostFenton,PostFenton,PreGoethite
Soil_7,323.1864,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,325.0565,Lignin,2993620,HW,PostFenton,PostFenton,PreGoethite
Soil_7,325.0929,Lignin,4492763,HW,PostFenton,PostFenton,PreGoethite
Soil_7,325.1293,Lignin,4337633,HW,PostFenton,PostFenton,PreGoethite
Soil_7,325.1657,Protein,2659816,HW,PostFenton,PostFenton,PreGoethite
Soil_7,325.202,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,326.1721,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,326.2085,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,327.1085,Lignin,6038342,HW,PostFenton,PostFenton,PreGoethite
Soil_7,327.1449,Protein,4944716,HW,PostFenton,PostFenton,PreGoethite
Soil_7,327.1813,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,327.2177,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,328.1514,Protein,2403334,HW,PostFenton,PostFenton,PreGoethite
Soil_7,328.1878,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,328.2242,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.0878,Lignin,5214389,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.1242,Lignin,5441724,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.1394,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.1606,Protein,4498115,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.197,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,329.2333,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,330.1671,Protein,2105730,HW,PostFenton,PostFenton,PreGoethite
Soil_7,330.2034,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.1035,Lignin,4745783,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.1187,Lignin,2020922,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.1398,Protein,4637246,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.1551,Lignin,1564225,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.1762,Protein,2390085,HW,PostFenton,PostFenton,PreGoethite
Soil_7,331.2126,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,333.0616,Lignin,2411449,HW,PostFenton,PostFenton,PreGoethite
Soil_7,333.098,Lignin,2726848,HW,PostFenton,PostFenton,PreGoethite
Soil_7,333.1191,AminoSugar,3108804,HW,PostFenton,PostFenton,PreGoethite
Soil_7,333.1344,Lignin,3003847,HW,PostFenton,PostFenton,PreGoethite
Soil_7,333.1707,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,335.0772,Lignin,3136851,HW,PostFenton,PostFenton,PreGoethite
Soil_7,335.1136,Lignin,3866458,HW,PostFenton,PostFenton,PreGoethite
Soil_7,335.15,Lignin,3063650,HW,PostFenton,PostFenton,PreGoethite
Soil_7,335.1864,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,337.0201,ConHC,2387690,HW,PostFenton,PostFenton,PreGoethite
Soil_7,337.0565,Lignin,4006130,HW,PostFenton,PostFenton,PreGoethite
Soil_7,337.0929,Lignin,5538554,HW,PostFenton,PostFenton,PreGoethite
Soil_7,337.1293,Lignin,5490433,HW,PostFenton,PostFenton,PreGoethite
Soil_7,338.1721,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,339.0358,Tannin,3999389,HW,PostFenton,PostFenton,PreGoethite
Soil_7,339.0722,Lignin,5842085,HW,PostFenton,PostFenton,PreGoethite
Soil_7,339.1085,Lignin,7815341,HW,PostFenton,PostFenton,PreGoethite
Soil_7,339.1449,Lignin,6239413,HW,PostFenton,PostFenton,PreGoethite
Soil_7,339.1813,Protein,2590397,HW,PostFenton,PostFenton,PreGoethite
Soil_7,340.1878,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,340.2242,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,341.0514,Tannin,5338718,HW,PostFenton,PostFenton,PreGoethite
Soil_7,341.0878,Lignin,7016038,HW,PostFenton,PostFenton,PreGoethite
Soil_7,341.1242,Lignin,8400495,HW,PostFenton,PostFenton,PreGoethite
Soil_7,341.1606,Protein,6616695,HW,PostFenton,PostFenton,PreGoethite
Soil_7,341.197,Protein,1974399,HW,PostFenton,PostFenton,PreGoethite
Soil_7,342.1307,Protein,2935636,HW,PostFenton,PostFenton,PreGoethite
Soil_7,342.1671,Protein,2154333,HW,PostFenton,PostFenton,PreGoethite
Soil_7,342.2398,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.0671,Tannin,7016493,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.1035,Lignin,8169525,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.1511,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.1551,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.1762,Protein,3836998,HW,PostFenton,PostFenton,PreGoethite
Soil_7,343.2126,Protein,1864271,HW,PostFenton,PostFenton,PreGoethite
Soil_7,344.1827,Protein,3700531,HW,PostFenton,PostFenton,PreGoethite
Soil_7,344.2191,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.0616,Lignin,2409989,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.0827,Tannin,6489610,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.098,Lignin,2464781,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.1191,Lignin,7082514,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.1344,Lignin,3059734,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.1555,Protein,5903899,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.1919,Protein,1461284,HW,PostFenton,PostFenton,PreGoethite
Soil_7,345.2283,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,346.162,Protein,2613007,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.0984,Tannin,5235701,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.1136,Lignin,3533817,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.1348,AminoSugar,4361214,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.15,Lignin,4065794,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.1711,Protein,3282439,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.1864,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.2075,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,347.2439,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,349.0565,Lignin,3612128,HW,PostFenton,PostFenton,PreGoethite
Soil_7,349.0929,Lignin,5365225,HW,PostFenton,PostFenton,PreGoethite
Soil_7,349.1293,Lignin,6414834,HW,PostFenton,PostFenton,PreGoethite
Soil_7,349.1657,Lignin,4071931,HW,PostFenton,PostFenton,PreGoethite
Soil_7,349.1868,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.0358,Tannin,4749276,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.0569,Tannin,9268193,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.0722,Lignin,6200293,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.1449,Lignin,8172536,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.1813,Lignin,3264002,HW,PostFenton,PostFenton,PreGoethite
Soil_7,351.2177,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,353.0514,Tannin,7341549,HW,PostFenton,PostFenton,PreGoethite
Soil_7,353.0878,Lignin,9248246,HW,PostFenton,PostFenton,PreGoethite
Soil_7,353.1242,Lignin,10546688,HW,PostFenton,PostFenton,PreGoethite
Soil_7,353.1606,Lignin,7310858,HW,PostFenton,PostFenton,PreGoethite
Soil_7,353.197,Protein,2040851,HW,PostFenton,PostFenton,PreGoethite
Soil_7,354.1671,Protein,1704726,HW,PostFenton,PostFenton,PreGoethite
Soil_7,355.0307,Tannin,4512765,HW,PostFenton,PostFenton,PreGoethite
Soil_7,355.0671,Tannin,9488391,HW,PostFenton,PostFenton,PreGoethite
Soil_7,355.1035,Lignin,11567121,HW,PostFenton,PostFenton,PreGoethite
Soil_7,355.1762,Protein,5804069,HW,PostFenton,PostFenton,PreGoethite
Soil_7,355.2126,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,356.1463,Protein,4473131,HW,PostFenton,PostFenton,PreGoethite
Soil_7,356.1827,Protein,2511157,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.0463,Tannin,7424544,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.0616,ConHC,2030628,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.0827,Tannin,10578474,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.098,Lignin,1681710,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.1191,Lignin,12388916,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.1344,Lignin,2251832,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.1555,Protein,10314302,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.1919,Protein,4074056,HW,PostFenton,PostFenton,PreGoethite
Soil_7,357.2283,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,358.1256,AminoSugar,3265352,HW,PostFenton,PostFenton,PreGoethite
Soil_7,358.162,Protein,4084050,HW,PostFenton,PostFenton,PreGoethite
Soil_7,358.1984,Protein,4563804,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.062,Tannin,8655946,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.0984,Tannin,10093652,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.1136,Lignin,4097112,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.1348,AminoSugar,10302558,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.15,Lignin,3898466,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.1864,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.2075,Protein,2613874,HW,PostFenton,PostFenton,PreGoethite
Soil_7,359.2439,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,360.1776,Protein,3693950,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.0565,Lignin,3772019,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.0929,Lignin,5012093,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.114,Tannin,7906947,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.1293,Lignin,5762695,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.1504,AminoSugar,8478349,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.1657,Lignin,4450961,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.1868,Protein,2850967,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.202,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,361.2232,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.0358,ConHC,4235419,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.0722,Lignin,5722277,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.1449,Lignin,8906938,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.1661,AminoSugar,3834048,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.1813,Lignin,4672708,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.2177,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,363.2388,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.015,ConHC,3475142,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.0514,Lignin,6943440,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.0878,Lignin,9390811,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.1089,Carb,9259744,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.1242,Lignin,12690149,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.1453,AminoSugar,4653803,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.1606,Lignin,9077487,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.1817,AminoSugar,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,365.197,Protein,3573497,HW,PostFenton,PostFenton,PreGoethite
Soil_7,366.1671,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.0307,Tannin,6669564,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.0671,Lignin,10599686,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.1035,Lignin,13405457,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.1246,Carb,9155863,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.1398,Lignin,14322971,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.1762,Lignin,7043365,HW,PostFenton,PostFenton,PreGoethite
Soil_7,367.2126,Protein,1881391,HW,PostFenton,PostFenton,PreGoethite
Soil_7,368.1463,Lignin,2467381,HW,PostFenton,PostFenton,PreGoethite
Soil_7,368.1827,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.0463,Tannin,10682162,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.0827,Lignin,13692732,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.1191,Lignin,17235782,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.1344,Lignin,1898826,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.1555,Lignin,13930320,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.1919,Protein,5306203,HW,PostFenton,PostFenton,PreGoethite
Soil_7,369.2283,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,370.162,Protein,4528234,HW,PostFenton,PostFenton,PreGoethite
Soil_7,370.1984,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.062,Tannin,12253541,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.0984,Lignin,15028591,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.1136,Lignin,2675572,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.1348,Lignin,15225210,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.15,Lignin,2854782,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.1864,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.2075,Protein,3479438,HW,PostFenton,PostFenton,PreGoethite
Soil_7,371.2439,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,372.1412,Protein,4605586,HW,PostFenton,PostFenton,PreGoethite
Soil_7,372.1776,Protein,5253788,HW,PostFenton,PostFenton,PreGoethite
Soil_7,372.214,Protein,2418854,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.0565,ConHC,2554768,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.0929,Lignin,3335066,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.114,Lignin,13753247,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.1293,Lignin,4576164,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.1504,Protein,12110761,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.1657,Lignin,4008878,HW,PostFenton,PostFenton,PreGoethite
Soil_7,373.2232,Protein,1642430,HW,PostFenton,PostFenton,PreGoethite
Soil_7,374.1569,Protein,5027007,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.0358,ConHC,3356081,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.0722,Lignin,4988347,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.0933,Tannin,10470849,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.1297,AminoSugar,11003338,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.1661,Protein,7536084,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.1813,Lignin,4167129,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.2024,Protein,3086302,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.2177,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,375.2388,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.0514,Lignin,5345238,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.0878,Lignin,6701023,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.1242,Lignin,10383337,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.1453,AminoSugar,7903215,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.1606,Lignin,9211891,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.1817,Protein,3159033,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.197,Lignin,3205117,HW,PostFenton,PostFenton,PreGoethite
Soil_7,377.2181,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.0307,ConHC,6028777,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.0671,Lignin,7928307,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.1035,Lignin,11250172,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.1246,Carb,7969282,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.161,AminoSugar,5149196,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.1762,Lignin,7993872,HW,PostFenton,PostFenton,PreGoethite
Soil_7,379.2126,Lipid,1548825,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.0827,Lignin,11961350,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.1191,Lignin,16296976,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.1402,Carb,5475349,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.1555,Lignin,14224409,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.1766,AminoSugar,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.1919,Protein,6277155,HW,PostFenton,PostFenton,PreGoethite
Soil_7,381.2283,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,382.162,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.0256,Tannin,5448188,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.062,Tannin,12951046,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.0984,Lignin,15465999,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.1195,Carb,18718228,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.1348,Lignin,17452568,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.2075,Protein,3463723,HW,PostFenton,PostFenton,PreGoethite
Soil_7,383.2439,Lipid,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,384.214,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.0776,Tannin,13754370,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.0929,Lignin,2198534,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.114,Lignin,16265227,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.1174,Carb,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.1293,Lignin,2908175,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.1504,Lignin,14917652,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.1657,Lignin,3147288,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.1868,Protein,7659550,HW,PostFenton,PostFenton,PreGoethite
Soil_7,385.2232,Protein,2867239,HW,PostFenton,PostFenton,PreGoethite
Soil_7,386.1569,Protein,4558093,HW,PostFenton,PostFenton,PreGoethite
Soil_7,386.1933,Protein,2606870,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.0569,Tannin,10160616,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.0722,Lignin,3027948,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.0933,Tannin,13992433,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.1085,Lignin,3894773,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.1297,Lignin,13631994,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.1661,Protein,10904067,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.1813,Lignin,4142598,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.2177,Lignin,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,387.2388,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.0514,ConHC,4273091,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.0878,Lignin,4568012,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.1089,Tannin,9853905,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.1242,Lignin,7023572,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.1453,AminoSugar,9280473,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.1606,Lignin,7314397,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.1817,Protein,7367650,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.197,Lignin,3350501,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.2181,Protein,2152938,HW,PostFenton,PostFenton,PreGoethite
Soil_7,389.2545,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.0307,ConHC,4386186,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.0671,Lignin,6821267,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.1035,Lignin,8441243,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.161,AminoSugar,5722536,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.1762,Lignin,7939499,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.1974,Protein,3127728,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.2126,Lignin,2230195,HW,PostFenton,PostFenton,PreGoethite
Soil_7,391.2337,Protein,0,HW,PostFenton,PostFenton,PreGoethite
Soil_7,393.0463,Lignin,7831368,HW,PostFenton,PostFenton,PreGoethite
Soil_7,393.0827,Lignin,9348944,HW,PostFenton,PostFenton,PreGoethite
Soil_7,393.1038,Tannin,14313300,HW,PostFenton,PostFenton,PreGoethite
Soil_7,393.1191,Lignin,14124888,HW,PostFenton,PostFenton,PreGoethite
