Mass,Forest,treatment,intensity,NOSC,Class,fenton,goethite
373.0447,HW,PostFenton,2491318.33333333,0.7272727272727271,Other,post-Fenton,pre-Goethite
373.0447,SW,PostFenton,1781570.5,0.7272727272727271,Other,post-Fenton,pre-Goethite
373.0565,SW,PostFenton,3408044,0.22222222222222232,ConHC,post-Fenton,pre-Goethite
373.0565,HW,PreFenton,8859142.66666667,0.22222222222222232,ConHC,initial,pre-Goethite
373.0565,HW,PostFentonGoethite,1791808,0.22222222222222232,ConHC,post-Fenton,post-Goethite
373.0565,HW,PostFenton,3123301,0.22222222222222232,ConHC,post-Fenton,pre-Goethite
373.0565,SW,PreFentonGoethite,2424069,0.22222222222222232,ConHC,initial,post-Goethite
373.0565,HW,PreFentonGoethite,4113840.33333333,0.22222222222222232,ConHC,initial,post-Goethite
373.0565,SW,PreFenton,9021424.33333333,0.22222222222222232,ConHC,initial,pre-Goethite
373.0929,HW,PreFentonGoethite,5402558.33333333,-0.10526315789473717,Lignin,initial,post-Goethite
373.0929,SW,PostFenton,3826700.66666667,-0.10526315789473717,Lignin,post-Fenton,pre-Goethite
373.0929,HW,PostFentonGoethite,2811725.66666667,-0.10526315789473717,Lignin,post-Fenton,post-Goethite
373.0929,HW,PostFenton,3525232,-0.10526315789473717,Lignin,post-Fenton,pre-Goethite
373.0929,SW,PreFenton,9495889.33333333,-0.10526315789473717,Lignin,initial,pre-Goethite
373.0929,SW,PostFentonGoethite,2395479.33333333,-0.10526315789473717,Lignin,post-Fenton,post-Goethite
373.0929,SW,PreFentonGoethite,4700260.66666667,-0.10526315789473717,Lignin,initial,post-Goethite
373.0929,HW,PreFenton,8239294.66666667,-0.10526315789473717,Lignin,initial,pre-Goethite
373.0988,SW,PostFenton,2312718,0.3333333333333335,Other,post-Fenton,pre-Goethite
373.1293,HW,PostFentonGoethite,5339993,-0.40000000000000036,Lignin,post-Fenton,post-Goethite
373.1293,SW,PostFentonGoethite,5586957,-0.40000000000000036,Lignin,post-Fenton,post-Goethite
373.1293,HW,PreFenton,9611809.33333333,-0.40000000000000036,Lignin,initial,pre-Goethite
373.1293,HW,PreFentonGoethite,7842081.33333333,-0.40000000000000036,Lignin,initial,post-Goethite
373.1293,SW,PostFenton,4889964.33333333,-0.40000000000000036,Lignin,post-Fenton,pre-Goethite
373.1293,SW,PreFenton,13600775,-0.40000000000000036,Lignin,initial,pre-Goethite
373.1293,HW,PostFenton,4518693.33333333,-0.40000000000000036,Lignin,post-Fenton,pre-Goethite
373.1293,SW,PreFentonGoethite,8652228.33333333,-0.40000000000000036,Lignin,initial,post-Goethite
373.1657,SW,PostFenton,3969057.66666667,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
373.1657,HW,PostFentonGoethite,7394831.33333333,-0.666666666666667,Lignin,post-Fenton,post-Goethite
373.1657,SW,PreFenton,6461800,-0.666666666666667,Lignin,initial,pre-Goethite
373.1657,HW,PreFenton,6898222.33333333,-0.666666666666667,Lignin,initial,pre-Goethite
373.1657,SW,PostFentonGoethite,7823384,-0.666666666666667,Lignin,post-Fenton,post-Goethite
373.1657,HW,PostFenton,4164400.33333333,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
373.1657,SW,PreFentonGoethite,8481231,-0.666666666666667,Lignin,initial,post-Goethite
373.1657,HW,PreFentonGoethite,8552068.66666667,-0.666666666666667,Lignin,initial,post-Goethite
373.2021,SW,PreFenton,3183645.33333333,-0.9090909090909092,Lignin,initial,pre-Goethite
373.2021,HW,PostFenton,1978808.5,-0.9090909090909092,Lignin,post-Fenton,pre-Goethite
373.2021,SW,PostFentonGoethite,4131704,-0.9090909090909092,Lignin,post-Fenton,post-Goethite
373.2021,HW,PreFenton,3428752.66666667,-0.9090909090909092,Lignin,initial,pre-Goethite
373.2021,HW,PostFentonGoethite,3364037.66666667,-0.9090909090909092,Lignin,post-Fenton,post-Goethite
373.2021,HW,PreFentonGoethite,4798781,-0.9090909090909092,Lignin,initial,post-Goethite
373.2021,SW,PreFentonGoethite,5245059.66666667,-0.9090909090909092,Lignin,initial,post-Goethite
373.2021,SW,PostFenton,2115483,-0.9090909090909092,Lignin,post-Fenton,pre-Goethite
374.0518,HW,PreFenton,2442778.5,0.47058823529411775,ConHC,initial,pre-Goethite
374.0882,SW,PreFenton,1858009.66666667,0.11111111111111116,Lignin,initial,pre-Goethite
374.0882,HW,PreFenton,2318544.66666667,0.11111111111111116,Lignin,initial,pre-Goethite
374.1722,HW,PreFenton,3731865,-0.3157894736842106,Lignin,initial,pre-Goethite
374.1722,SW,PreFenton,2516467.66666667,-0.3157894736842106,Lignin,initial,pre-Goethite
374.1722,SW,PreFentonGoethite,4293354.66666667,-0.3157894736842106,Lignin,initial,post-Goethite
374.1722,HW,PreFentonGoethite,4884823.33333333,-0.3157894736842106,Lignin,initial,post-Goethite
374.2085,HW,PreFenton,1793237.5,-0.5999999999999996,Lignin,initial,pre-Goethite
374.2085,SW,PreFentonGoethite,1679689.66666667,-0.5999999999999996,Lignin,initial,post-Goethite
374.2085,HW,PreFentonGoethite,2703205,-0.5999999999999996,Lignin,initial,post-Goethite
374.9994,HW,PreFenton,2118508.33333333,0.875,ConHC,initial,pre-Goethite
374.9994,SW,PreFenton,2346907.66666667,0.875,ConHC,initial,pre-Goethite
375.0358,HW,PostFenton,3632482.33333333,0.47058823529411775,ConHC,post-Fenton,pre-Goethite
375.0358,SW,PreFentonGoethite,1778700.5,0.47058823529411775,ConHC,initial,post-Goethite
375.0358,HW,PreFentonGoethite,3419463.33333333,0.47058823529411775,ConHC,initial,post-Goethite
375.0358,SW,PostFenton,3227718.66666667,0.47058823529411775,ConHC,post-Fenton,pre-Goethite
375.0358,HW,PreFenton,9261604.33333333,0.47058823529411775,ConHC,initial,pre-Goethite
375.0358,SW,PreFenton,9174268,0.47058823529411775,ConHC,initial,pre-Goethite
375.0511,HW,PreFenton,1718998.5,0.09523809523809534,ConHC,initial,pre-Goethite
375.0603,SW,PostFenton,3000909.66666667,0.5454545454545454,Other,post-Fenton,pre-Goethite
375.0603,HW,PostFenton,3170153.33333333,0.5454545454545454,Other,post-Fenton,pre-Goethite
375.0722,SW,PreFentonGoethite,3697467,0.11111111111111116,Lignin,initial,post-Goethite
375.0722,SW,PreFenton,12763740.6666667,0.11111111111111116,Lignin,initial,pre-Goethite
375.0722,SW,PostFentonGoethite,2379491.5,0.11111111111111116,Lignin,post-Fenton,post-Goethite
375.0722,SW,PostFenton,4990716,0.11111111111111116,Lignin,post-Fenton,pre-Goethite
375.0722,HW,PostFentonGoethite,2140943.66666667,0.11111111111111116,Lignin,post-Fenton,post-Goethite
375.0722,HW,PostFenton,5164738.66666667,0.11111111111111116,Lignin,post-Fenton,pre-Goethite
375.0722,HW,PreFenton,11686449.3333333,0.11111111111111116,Lignin,initial,pre-Goethite
375.0722,HW,PreFentonGoethite,5256192,0.11111111111111116,Lignin,initial,post-Goethite
375.1086,SW,PostFenton,6554545,-0.21052631578947345,Lignin,post-Fenton,pre-Goethite
375.1086,HW,PostFenton,6351565.33333333,-0.21052631578947345,Lignin,post-Fenton,pre-Goethite
375.1086,SW,PreFentonGoethite,8071834.33333333,-0.21052631578947345,Lignin,initial,post-Goethite
375.1086,HW,PreFenton,11170366,-0.21052631578947345,Lignin,initial,pre-Goethite
375.1086,HW,PostFentonGoethite,5240603,-0.21052631578947345,Lignin,post-Fenton,post-Goethite
375.1086,SW,PreFenton,12242194.3333333,-0.21052631578947345,Lignin,initial,pre-Goethite
375.1086,HW,PreFentonGoethite,8135693.33333333,-0.21052631578947345,Lignin,initial,post-Goethite
375.1086,SW,PostFentonGoethite,5339395.66666667,-0.21052631578947345,Lignin,post-Fenton,post-Goethite
375.145,SW,PostFenton,9007718.33333333,-0.5,Lignin,post-Fenton,pre-Goethite
375.145,HW,PostFenton,7377283,-0.5,Lignin,post-Fenton,pre-Goethite
375.145,SW,PostFentonGoethite,13891854.6666667,-0.5,Lignin,post-Fenton,post-Goethite
375.145,HW,PreFenton,11222261.6666667,-0.5,Lignin,initial,pre-Goethite
375.145,SW,PreFenton,12648392,-0.5,Lignin,initial,pre-Goethite
375.145,SW,PreFentonGoethite,14401529.6666667,-0.5,Lignin,initial,post-Goethite
375.145,HW,PostFentonGoethite,11143291.6666667,-0.5,Lignin,post-Fenton,post-Goethite
375.145,HW,PreFentonGoethite,12166853.6666667,-0.5,Lignin,initial,post-Goethite
375.1813,SW,PreFenton,8368766,-0.7619047619047619,Lignin,initial,pre-Goethite
375.1813,SW,PreFentonGoethite,12834819.6666667,-0.7619047619047619,Lignin,initial,post-Goethite
375.1813,HW,PostFentonGoethite,9491932.66666667,-0.7619047619047619,Lignin,post-Fenton,post-Goethite
375.1813,HW,PostFenton,4652430,-0.7619047619047619,Lignin,post-Fenton,pre-Goethite
375.1813,SW,PostFenton,5908422.33333333,-0.7619047619047619,Lignin,post-Fenton,pre-Goethite
375.1813,HW,PreFenton,8811779,-0.7619047619047619,Lignin,initial,pre-Goethite
375.1813,SW,PostFentonGoethite,11907352.6666667,-0.7619047619047619,Lignin,post-Fenton,post-Goethite
375.1813,HW,PreFentonGoethite,11441875.6666667,-0.7619047619047619,Lignin,initial,post-Goethite
375.1926,HW,PreFenton,1998790,-0.5999999999999996,Lignin,initial,pre-Goethite
375.1926,SW,PreFentonGoethite,1886848,-0.5999999999999996,Lignin,initial,post-Goethite
375.1926,HW,PreFentonGoethite,3255341,-0.5999999999999996,Lignin,initial,post-Goethite
375.2177,SW,PreFentonGoethite,5559310,-1,Lignin,initial,post-Goethite
375.2177,HW,PostFentonGoethite,2915986.33333333,-1,Lignin,post-Fenton,post-Goethite
375.2177,HW,PreFentonGoethite,4284811.66666667,-1,Lignin,initial,post-Goethite
375.2177,HW,PreFenton,3122618.33333333,-1,Lignin,initial,pre-Goethite
375.2177,SW,PostFentonGoethite,3636857,-1,Lignin,post-Fenton,post-Goethite
375.2177,SW,PreFenton,3246728.66666667,-1,Lignin,initial,pre-Goethite
376.0674,SW,PreFenton,1957599.66666667,0.3529411764705883,Lignin,initial,pre-Goethite
376.0674,HW,PreFenton,3026834.66666667,0.3529411764705883,Lignin,initial,pre-Goethite
376.1514,HW,PreFenton,2808411,-0.11111111111111072,Lignin,initial,pre-Goethite
376.1514,SW,PreFentonGoethite,2723258,-0.11111111111111072,Lignin,initial,post-Goethite
376.1514,SW,PreFenton,2068558.33333333,-0.11111111111111072,Lignin,initial,pre-Goethite
376.1514,HW,PreFentonGoethite,3140670.33333333,-0.11111111111111072,Lignin,initial,post-Goethite
376.1878,HW,PreFentonGoethite,1847639,-0.4210526315789478,Lignin,initial,post-Goethite
376.2242,HW,PreFentonGoethite,4703662.33333333,-0.7000000000000002,Lipid,initial,post-Goethite
376.2242,SW,PreFentonGoethite,2939171,-0.7000000000000002,Lipid,initial,post-Goethite
376.2242,HW,PreFenton,2470517,-0.7000000000000002,Lipid,initial,pre-Goethite
377.0151,HW,PostFenton,2966955.33333333,0.75,ConHC,post-Fenton,pre-Goethite
377.0151,HW,PreFenton,5443808.66666667,0.75,ConHC,initial,pre-Goethite
377.0151,SW,PostFenton,2324266,0.75,ConHC,post-Fenton,pre-Goethite
377.0151,SW,PreFenton,5079889,0.75,ConHC,initial,pre-Goethite
377.0304,HW,PreFenton,1898497,0.2999999999999998,ConHC,initial,pre-Goethite
377.0514,HW,PreFenton,12607384,0.3529411764705883,Lignin,initial,pre-Goethite
377.0514,SW,PreFenton,12502876.6666667,0.3529411764705883,Lignin,initial,pre-Goethite
377.0514,SW,PreFentonGoethite,2344964.33333333,0.3529411764705883,Lignin,initial,post-Goethite
377.0514,HW,PostFenton,5931275.66666667,0.3529411764705883,Lignin,post-Fenton,pre-Goethite
377.0514,SW,PostFenton,5687775.33333333,0.3529411764705883,Lignin,post-Fenton,pre-Goethite
377.0514,HW,PostFentonGoethite,2092401,0.3529411764705883,Lignin,post-Fenton,post-Goethite
377.0514,HW,PreFentonGoethite,4133943.33333333,0.3529411764705883,Lignin,initial,post-Goethite
377.099,SW,PreFenton,1804733.5,0.23529411764705888,Lignin,initial,pre-Goethite
377.099,HW,PreFenton,2077062.5,0.23529411764705888,Lignin,initial,pre-Goethite
377.1242,HW,PostFenton,10465909.6666667,-0.3157894736842106,Lignin,post-Fenton,pre-Goethite
377.1242,HW,PreFentonGoethite,12551249.6666667,-0.3157894736842106,Lignin,initial,post-Goethite
377.1242,SW,PreFentonGoethite,14470338.6666667,-0.3157894736842106,Lignin,initial,post-Goethite
377.1242,SW,PostFenton,11396595.6666667,-0.3157894736842106,Lignin,post-Fenton,pre-Goethite
377.1242,HW,PreFenton,13937244.3333333,-0.3157894736842106,Lignin,initial,pre-Goethite
377.1242,HW,PostFentonGoethite,12038193.3333333,-0.3157894736842106,Lignin,post-Fenton,post-Goethite
377.1242,SW,PreFenton,15856839.6666667,-0.3157894736842106,Lignin,initial,pre-Goethite
377.1242,SW,PostFentonGoethite,13377700,-0.3157894736842106,Lignin,post-Fenton,post-Goethite
377.1355,HW,PreFenton,1847818.66666667,-0.11111111111111072,Lignin,initial,pre-Goethite
377.1355,HW,PreFentonGoethite,1705269.5,-0.11111111111111072,Lignin,initial,post-Goethite
377.1606,HW,PreFenton,14224659.3333333,-0.5999999999999996,Lignin,initial,pre-Goethite
377.1606,HW,PreFentonGoethite,17793460.6666667,-0.5999999999999996,Lignin,initial,post-Goethite
377.1606,SW,PreFenton,18909735.6666667,-0.5999999999999996,Lignin,initial,pre-Goethite
377.1606,SW,PreFentonGoethite,26412919.3333333,-0.5999999999999996,Lignin,initial,post-Goethite
377.1606,SW,PostFenton,14676819.3333333,-0.5999999999999996,Lignin,post-Fenton,pre-Goethite
377.1606,SW,PostFentonGoethite,28025689.6666667,-0.5999999999999996,Lignin,post-Fenton,post-Goethite
377.1606,HW,PostFenton,9751851.33333333,-0.5999999999999996,Lignin,post-Fenton,pre-Goethite
377.1606,HW,PostFentonGoethite,18234087.3333333,-0.5999999999999996,Lignin,post-Fenton,post-Goethite
377.1718,HW,PreFentonGoethite,1631683,-0.4210526315789478,Lignin,initial,post-Goethite
377.197,HW,PreFenton,7789515,-0.8571428571428568,Lignin,initial,pre-Goethite
377.197,HW,PreFentonGoethite,11484951.3333333,-0.8571428571428568,Lignin,initial,post-Goethite
377.197,SW,PostFenton,4503389.66666667,-0.8571428571428568,Lignin,post-Fenton,pre-Goethite
377.197,HW,PostFenton,3153376.66666667,-0.8571428571428568,Lignin,post-Fenton,pre-Goethite
377.197,HW,PostFentonGoethite,9182620.66666667,-0.8571428571428568,Lignin,post-Fenton,post-Goethite
377.197,SW,PreFenton,9524445,-0.8571428571428568,Lignin,initial,pre-Goethite
377.197,SW,PreFentonGoethite,15733291.6666667,-0.8571428571428568,Lignin,initial,post-Goethite
377.197,SW,PostFentonGoethite,12416526.6666667,-0.8571428571428568,Lignin,post-Fenton,post-Goethite
377.2334,HW,PreFenton,2199735.5,-1.0909090909090908,Lipid,initial,pre-Goethite
377.2334,HW,PostFentonGoethite,2357586.5,-1.0909090909090908,Lipid,post-Fenton,post-Goethite
377.2334,SW,PreFentonGoethite,4560437.66666667,-1.0909090909090908,Lipid,initial,post-Goethite
377.2334,SW,PreFenton,2212754.66666667,-1.0909090909090908,Lipid,initial,pre-Goethite
377.2334,HW,PreFentonGoethite,3069903.66666667,-1.0909090909090908,Lipid,initial,post-Goethite
377.2334,SW,PostFentonGoethite,2926105,-1.0909090909090908,Lipid,post-Fenton,post-Goethite
378.0467,HW,PreFenton,1790239.5,0.625,Lignin,initial,pre-Goethite
378.0831,HW,PreFenton,3065770,0.23529411764705888,Lignin,initial,pre-Goethite
378.0831,SW,PreFenton,2315747.66666667,0.23529411764705888,Lignin,initial,pre-Goethite
378.0831,HW,PostFenton,1683512,0.23529411764705888,Lignin,post-Fenton,pre-Goethite
378.1195,HW,PreFentonGoethite,1677808,-0.11111111111111072,Lignin,initial,post-Goethite
378.1195,HW,PreFenton,2512377.5,-0.11111111111111072,Lignin,initial,pre-Goethite
378.1195,SW,PreFenton,1750477,-0.11111111111111072,Lignin,initial,pre-Goethite
378.1307,HW,PreFenton,1903887.66666667,0.11764705882352944,Lignin,initial,pre-Goethite
378.1307,HW,PreFentonGoethite,1593396.5,0.11764705882352944,Lignin,initial,post-Goethite
378.1307,SW,PreFenton,1721160.5,0.11764705882352944,Lignin,initial,pre-Goethite
378.1307,SW,PreFentonGoethite,1831462.33333333,0.11764705882352944,Lignin,initial,post-Goethite
378.1671,SW,PreFentonGoethite,2834053.66666667,-0.22222222222222232,Lignin,initial,post-Goethite
378.1671,SW,PreFenton,2061052,-0.22222222222222232,Lignin,initial,pre-Goethite
378.1671,HW,PreFenton,3259335.33333333,-0.22222222222222232,Lignin,initial,pre-Goethite
378.1671,HW,PreFentonGoethite,3367036.33333333,-0.22222222222222232,Lignin,initial,post-Goethite
378.2035,SW,PostFentonGoethite,1821291.5,-0.5263157894736841,Lipid,post-Fenton,post-Goethite
378.2035,SW,PreFentonGoethite,4024122,-0.5263157894736841,Lipid,initial,post-Goethite
378.2035,HW,PreFentonGoethite,5212638.66666667,-0.5263157894736841,Lipid,initial,post-Goethite
378.2035,HW,PreFenton,3097044,-0.5263157894736841,Lipid,initial,pre-Goethite
378.2035,SW,PreFenton,1870854.66666667,-0.5263157894736841,Lipid,initial,pre-Goethite
379.046,HW,PreFenton,2892704.66666667,0.20000000000000018,ConHC,initial,pre-Goethite
379.046,SW,PreFenton,2290088,0.20000000000000018,ConHC,initial,pre-Goethite
379.046,HW,PreFentonGoethite,1879826,0.20000000000000018,ConHC,initial,post-Goethite
379.0824,HW,PreFenton,2309549,-0.0952380952380949,ConHC,initial,pre-Goethite
379.0824,SW,PreFenton,2176093.33333333,-0.0952380952380949,ConHC,initial,pre-Goethite
379.0824,HW,PreFentonGoethite,1645765.5,-0.0952380952380949,ConHC,initial,post-Goethite
381.0252,SW,PreFenton,2340490,0.42105263157894735,ConHC,initial,pre-Goethite
381.0252,HW,PreFenton,2832787.33333333,0.42105263157894735,ConHC,initial,pre-Goethite
381.0252,HW,PreFentonGoethite,2095978.5,0.42105263157894735,ConHC,initial,post-Goethite
381.0616,SW,PostFenton,1677951,0.10000000000000009,ConHC,post-Fenton,pre-Goethite
381.0616,HW,PreFenton,3891615.33333333,0.10000000000000009,ConHC,initial,pre-Goethite
381.0616,SW,PreFenton,3307668.33333333,0.10000000000000009,ConHC,initial,pre-Goethite
381.0616,HW,PreFentonGoethite,2422927,0.10000000000000009,ConHC,initial,post-Goethite
381.098,SW,PreFenton,2638324,-0.1904761904761907,Lignin,initial,pre-Goethite
381.098,HW,PreFentonGoethite,1899334.66666667,-0.1904761904761907,Lignin,initial,post-Goethite
381.098,HW,PreFenton,2548822,-0.1904761904761907,Lignin,initial,pre-Goethite
381.1313,SW,PreFenton,11724797.3333333,-0.5555555555555554,Lignin,initial,pre-Goethite
381.1344,HW,PreFentonGoethite,1906704.5,-0.45454545454545414,Lignin,initial,post-Goethite
381.1344,HW,PreFenton,2121129.5,-0.45454545454545414,Lignin,initial,pre-Goethite
383.0045,HW,PreFenton,2122951.66666667,0.6666666666666665,ConHC,initial,pre-Goethite
383.0409,SW,PostFenton,1712659.5,0.3157894736842106,ConHC,post-Fenton,pre-Goethite
383.0409,SW,PreFenton,4143630.33333333,0.3157894736842106,ConHC,initial,pre-Goethite
383.0409,HW,PreFenton,4837587.33333333,0.3157894736842106,ConHC,initial,pre-Goethite
383.0409,SW,PreFentonGoethite,1724969.5,0.3157894736842106,ConHC,initial,post-Goethite
383.0409,HW,PreFentonGoethite,2793283.66666667,0.3157894736842106,ConHC,initial,post-Goethite
383.1137,SW,PreFenton,3268642.33333333,-0.2857142857142856,Lignin,initial,pre-Goethite
383.1137,SW,PostFenton,1887783,-0.2857142857142856,Lignin,post-Fenton,pre-Goethite
383.1137,HW,PreFenton,3554197.66666667,-0.2857142857142856,Lignin,initial,pre-Goethite
383.1137,HW,PreFentonGoethite,2682205,-0.2857142857142856,Lignin,initial,post-Goethite
383.1137,HW,PostFenton,1711755,-0.2857142857142856,Lignin,post-Fenton,pre-Goethite
383.1137,SW,PreFentonGoethite,2038306.66666667,-0.2857142857142856,Lignin,initial,post-Goethite
383.1292,SW,PreFenton,14689830.3333333,-0.7777777777777777,Lipid,initial,pre-Goethite
383.1292,SW,PostFentonGoethite,8624758,-0.7777777777777777,Lipid,post-Fenton,post-Goethite
383.1292,SW,PostFenton,4434347,-0.7777777777777777,Lipid,post-Fenton,pre-Goethite
383.1292,HW,PreFentonGoethite,2774580,-0.7777777777777777,Lipid,initial,post-Goethite
383.1292,SW,PreFentonGoethite,33030865.3333333,-0.7777777777777777,Lipid,initial,post-Goethite
383.1501,HW,PreFenton,2676641.33333333,-0.5454545454545459,Lignin,initial,pre-Goethite
383.1501,SW,PreFentonGoethite,2397569,-0.5454545454545459,Lignin,initial,post-Goethite
383.1501,SW,PreFenton,2376321.33333333,-0.5454545454545459,Lignin,initial,pre-Goethite
383.1501,HW,PostFentonGoethite,1898322.5,-0.5454545454545459,Lignin,post-Fenton,post-Goethite
383.1501,SW,PostFentonGoethite,2170800,-0.5454545454545459,Lignin,post-Fenton,post-Goethite
383.1501,HW,PreFentonGoethite,3029182.33333333,-0.5454545454545459,Lignin,initial,post-Goethite
383.1864,SW,PreFentonGoethite,2396639,-0.7826086956521738,Lignin,initial,post-Goethite
383.1864,SW,PostFentonGoethite,1961605,-0.7826086956521738,Lignin,post-Fenton,post-Goethite
383.1864,HW,PreFenton,2153706,-0.7826086956521738,Lignin,initial,pre-Goethite
383.1864,HW,PostFentonGoethite,1740825.66666667,-0.7826086956521738,Lignin,post-Fenton,post-Goethite
383.1864,HW,PreFentonGoethite,2647926,-0.7826086956521738,Lignin,initial,post-Goethite
383.2228,HW,PreFentonGoethite,1748563,-1,Lignin,initial,post-Goethite
385.0201,SW,PreFenton,3857098.33333333,0.5555555555555554,ConHC,initial,pre-Goethite
385.0201,HW,PreFenton,5015367.33333333,0.5555555555555554,ConHC,initial,pre-Goethite
385.0201,HW,PreFentonGoethite,2389647,0.5555555555555554,ConHC,initial,post-Goethite
385.0565,HW,PostFenton,2133947,0.2105263157894739,ConHC,post-Fenton,pre-Goethite
385.0565,SW,PreFenton,6415059.33333333,0.2105263157894739,ConHC,initial,pre-Goethite
385.0565,SW,PreFentonGoethite,2299912,0.2105263157894739,ConHC,initial,post-Goethite
385.0565,HW,PreFentonGoethite,3478853.66666667,0.2105263157894739,ConHC,initial,post-Goethite
385.0565,HW,PreFenton,6739453.66666667,0.2105263157894739,ConHC,initial,pre-Goethite
385.0565,SW,PostFenton,2369693,0.2105263157894739,ConHC,post-Fenton,pre-Goethite
385.0565,HW,PostFentonGoethite,1808097.5,0.2105263157894739,ConHC,post-Fenton,post-Goethite
385.0929,HW,PostFenton,2344388,-0.09999999999999964,Lignin,post-Fenton,pre-Goethite
385.0929,SW,PreFenton,5914333,-0.09999999999999964,Lignin,initial,pre-Goethite
385.0929,HW,PreFenton,6188553,-0.09999999999999964,Lignin,initial,pre-Goethite
385.0929,HW,PreFentonGoethite,4062375,-0.09999999999999964,Lignin,initial,post-Goethite
385.0929,SW,PreFentonGoethite,3169788.33333333,-0.09999999999999964,Lignin,initial,post-Goethite
385.0929,SW,PostFenton,2419601,-0.09999999999999964,Lignin,post-Fenton,pre-Goethite
385.1293,HW,PostFenton,2708600.33333333,-0.3809523809523814,Lignin,post-Fenton,pre-Goethite
385.1293,SW,PreFenton,5090022.66666667,-0.3809523809523814,Lignin,initial,pre-Goethite
385.1293,SW,PostFenton,2236996.33333333,-0.3809523809523814,Lignin,post-Fenton,pre-Goethite
385.1293,SW,PreFentonGoethite,4726959.33333333,-0.3809523809523814,Lignin,initial,post-Goethite
385.1293,SW,PostFentonGoethite,2883706.66666667,-0.3809523809523814,Lignin,post-Fenton,post-Goethite
385.1293,HW,PreFenton,5241363.66666667,-0.3809523809523814,Lignin,initial,pre-Goethite
385.1293,HW,PreFentonGoethite,4688392.66666667,-0.3809523809523814,Lignin,initial,post-Goethite
385.1293,HW,PostFentonGoethite,2628054,-0.3809523809523814,Lignin,post-Fenton,post-Goethite
385.1657,HW,PreFenton,4615711,-0.6363636363636367,Lignin,initial,pre-Goethite
385.1657,SW,PostFentonGoethite,4438660,-0.6363636363636367,Lignin,post-Fenton,post-Goethite
385.1657,SW,PreFenton,3896731,-0.6363636363636367,Lignin,initial,pre-Goethite
385.1657,SW,PreFentonGoethite,5437624,-0.6363636363636367,Lignin,initial,post-Goethite
385.1657,SW,PostFenton,2246562.33333333,-0.6363636363636367,Lignin,post-Fenton,pre-Goethite
385.1657,HW,PostFenton,2972972.33333333,-0.6363636363636367,Lignin,post-Fenton,pre-Goethite
385.1657,HW,PreFentonGoethite,5845524.66666667,-0.6363636363636367,Lignin,initial,post-Goethite
385.1657,HW,PostFentonGoethite,4110645,-0.6363636363636367,Lignin,post-Fenton,post-Goethite
385.2021,HW,PreFenton,2748799.66666667,-0.8695652173913047,Lignin,initial,pre-Goethite
385.2021,SW,PreFenton,2018212,-0.8695652173913047,Lignin,initial,pre-Goethite
385.2021,HW,PostFentonGoethite,2655892,-0.8695652173913047,Lignin,post-Fenton,post-Goethite
385.2021,SW,PostFentonGoethite,2829965,-0.8695652173913047,Lignin,post-Fenton,post-Goethite
385.2021,HW,PreFentonGoethite,3821089,-0.8695652173913047,Lignin,initial,post-Goethite
385.2021,HW,PostFenton,1703676,-0.8695652173913047,Lignin,post-Fenton,pre-Goethite
385.2021,SW,PreFentonGoethite,3036523.33333333,-0.8695652173913047,Lignin,initial,post-Goethite
386.0517,HW,PreFenton,1830533,0.44444444444444464,ConHC,initial,pre-Goethite
386.0881,HW,PreFenton,2251920,0.10526315789473673,Lignin,initial,pre-Goethite
386.2126,HW,PostFentonGoethite,1807434,-0.8461538461538458,UnsatHC,post-Fenton,post-Goethite
386.2126,SW,PostFentonGoethite,1689655,-0.8461538461538458,UnsatHC,post-Fenton,post-Goethite
386.9994,HW,PreFenton,4977400.33333333,0.8235294117647061,ConHC,initial,pre-Goethite
386.9994,SW,PreFenton,2800666,0.8235294117647061,ConHC,initial,pre-Goethite
387.0358,HW,PostFenton,2341470,0.44444444444444464,ConHC,post-Fenton,pre-Goethite
387.0358,HW,PreFentonGoethite,3456805.33333333,0.44444444444444464,ConHC,initial,post-Goethite
387.0358,HW,PreFenton,8128600.66666667,0.44444444444444464,ConHC,initial,pre-Goethite
387.0358,SW,PostFenton,2209669.5,0.44444444444444464,ConHC,post-Fenton,pre-Goethite
387.0358,SW,PreFenton,6973987,0.44444444444444464,ConHC,initial,pre-Goethite
387.0603,HW,PostFentonGoethite,2006054.5,0.5,Carb,post-Fenton,post-Goethite
387.0603,SW,PostFentonGoethite,1698308,0.5,Carb,post-Fenton,post-Goethite
387.0603,HW,PostFenton,4065551,0.5,Carb,post-Fenton,pre-Goethite
387.0603,SW,PostFenton,3108200.33333333,0.5,Carb,post-Fenton,pre-Goethite
387.0722,HW,PostFenton,3313084.33333333,0.10526315789473673,Lignin,post-Fenton,pre-Goethite
387.0722,HW,PreFentonGoethite,4654897,0.10526315789473673,Lignin,initial,post-Goethite
387.0722,SW,PreFenton,8554369.66666667,0.10526315789473673,Lignin,initial,pre-Goethite
387.0722,SW,PostFenton,3242688.66666667,0.10526315789473673,Lignin,post-Fenton,pre-Goethite
387.0722,HW,PreFenton,8902414,0.10526315789473673,Lignin,initial,pre-Goethite
387.0722,SW,PreFentonGoethite,3061355.33333333,0.10526315789473673,Lignin,initial,post-Goethite
387.1085,SW,PreFenton,8746890.66666667,-0.20000000000000018,Lignin,initial,pre-Goethite
