"C","H","N","O","S","P","Mass","HC","OC","DBE","CRAM","AI_mod","Class","KM","NKM","KMD"
16,27,3,7,0,0,372.1776,1.69,0.44,5,"O",0,"Aliphat+N",372.26368,372,0.26368
16,27,3,8,0,0,388.1725,1.69,0.5,5,"O",-0.055555556,"Aliphat+N",388.2623,388,0.2623
16,28,0,6,0,0,315.1813,1.75,0.38,3,"O",0,"UnSatAliph_noN",315.25419,315,0.25419
16,28,0,7,0,0,331.1762,1.75,0.44,3,"O",-0.04,"UnSatAliph_noN",331.25281,331,0.25281
16,28,0,8,0,0,347.1711,1.75,0.5,3,"O",-0.083333333,"UnSatAliph_noN",347.25142,347,0.25142
16,28,0,9,0,0,363.1661,1.75,0.56,3,"O",-0.130434783,"UnSatAliph_noN",363.25003,363,0.25003
16,28,0,10,0,0,379.161,1.75,0.62,3,"O",-0.181818182,"SatFatAcCarb",379.24864,379,0.24864
16,28,0,10,1,0,411.133,1.75,0.62,3,"O",-0.3,"SatFatAcCarb",411.22811,411,0.22811
16,28,0,13,0,0,427.1457,1.75,0.81,3,"O",-0.368421053,"SatFatAcCarb",427.24448,427,0.24448
16,28,4,5,0,0,355.1987,1.75,0.31,5,"O",0.052631579,"Aliphat+N",355.28083,355,0.28083
16,28,4,6,0,0,371.1936,1.75,0.38,5,"O",0,"Aliphat+N",371.27944,371,0.27944
16,28,4,7,0,0,387.1885,1.75,0.44,5,"O",-0.058823529,"Aliphat+N",387.27805,387,0.27805
16,28,4,8,0,0,403.1834,1.75,0.5,5,"O",-0.125,"Aliphat+N",403.27667,403,0.27667
16,29,3,4,0,0,326.2085,1.81,0.25,4,"O",0.045454545,"Aliphat+N",326.28396,326,0.28396
16,29,3,6,0,0,358.1984,1.81,0.38,4,"O",-0.05,"Aliphat+N",358.28119,358,0.28119
16,30,0,8,0,0,349.1868,1.88,0.5,2,"O",-0.166666667,"UnSatAliph_noN",349.26753,349,0.26753
16,30,0,9,0,0,365.1817,1.88,0.56,2,"O",-0.217391304,"UnSatAliph_noN",365.26615,365,0.26615
16,30,0,10,0,0,381.1766,1.88,0.62,2,"O",-0.272727273,"SatFatAcCarb",381.26476,381,0.26476
16,30,4,5,0,0,357.2143,1.88,0.31,4,"O",-0.052631579,"Aliphat+N",357.29694,357,0.29694
16,30,4,6,0,0,373.2093,1.88,0.38,4,"O",-0.111111111,"Aliphat+N",373.29556,373,0.29556
16,30,4,7,0,0,389.2042,1.88,0.44,4,"O",-0.176470588,"Aliphat+N",389.29417,389,0.29417
16,31,3,4,0,0,328.2242,1.94,0.25,3,"O",-0.045454545,"Aliphat+N",328.30008,328,0.30008
16,31,3,5,0,0,344.2191,1.94,0.31,3,"O",-0.095238095,"Aliphat+N",344.29869,344,0.29869
16,31,3,5,1,0,376.1912,1.94,0.31,3,"O",-0.210526316,"Aliphat+N",376.27815,376,0.27815
16,34,0,5,1,0,337.2054,2.12,0.31,0,"O",-0.28,"UnSatAliph_noN",337.28339,337,0.28339
16,34,0,6,1,0,353.2003,2.12,0.38,0,"O",-0.333333333,"UnSatAliph_noN",353.282,353,0.282
17,8,0,10,0,0,371.0045,0.47,0.59,14,"O",0.75,"CondAr",371.09026,371,0.09026
17,8,0,11,0,0,386.9994,0.47,0.65,14,"O",0.739130435,"CondAr",387.08887,387,0.08887
17,8,0,12,0,0,402.9943,0.47,0.71,14,"O",0.727272727,"CondAr",403.08749,403,0.08749
17,10,0,8,0,0,341.0303,0.59,0.47,13,"O",0.692307692,"CondAr",341.10915,341,0.10915
17,10,0,9,0,0,357.0252,0.59,0.53,13,"O",0.68,"CondAr",357.10776,357,0.10776
17,10,0,10,0,0,373.0201,0.59,0.59,13,"O",0.666666667,"CondAr",373.10637,373,0.10637
17,10,0,11,0,0,389.015,0.59,0.65,13,"O",0.652173913,"Aromatic",389.10499,389,0.10499
17,10,0,12,0,0,405.0099,0.59,0.71,13,"O",0.636363636,"Aromatic",405.1036,405,0.1036
17,12,0,7,0,0,327.051,0.71,0.41,12,"O",0.62962963,"Aromatic",327.12665,327,0.12665
17,12,0,8,0,0,343.0459,0.71,0.47,12,"O",0.615384615,"Aromatic",343.12526,343,0.12526
17,12,0,9,0,0,359.0409,0.71,0.53,12,"O",0.6,"Aromatic",359.12388,359,0.12388
17,12,0,10,0,0,375.0358,0.71,0.59,12,"O",0.583333333,"Aromatic",375.12249,375,0.12249
17,12,0,11,0,0,391.0307,0.71,0.65,12,"O",0.565217391,"Aromatic",391.1211,391,0.1211
17,12,0,12,0,0,407.0256,0.71,0.71,12,"O",0.545454545,"Aromatic",407.11972,407,0.11972
17,12,0,13,0,0,423.0205,0.71,0.76,12,"O",0.523809524,"Aromatic",423.11833,423,0.11833
17,14,0,7,0,0,329.0667,0.82,0.41,11,"CRAM",0.555555556,"Aromatic",329.14277,329,0.14277
17,14,0,8,0,0,345.0616,0.82,0.47,11,"CRAM",0.538461538,"Aromatic",345.14138,345,0.14138
17,14,0,9,0,0,361.0565,0.82,0.53,11,"CRAM",0.52,"Aromatic",361.13999,361,0.13999
17,14,0,10,0,0,377.0514,0.82,0.59,11,"CRAM",0.5,"HighUnsatLign",377.13861,377,0.13861
17,14,0,11,0,0,393.0463,0.82,0.65,11,"CRAM",0.47826087,"HighUnsatLign",393.13722,393,0.13722
17,14,0,12,0,0,409.0412,0.82,0.71,11,"CRAM",0.454545455,"HighUnsatLign",409.13583,409,0.13583
17,14,0,13,0,0,425.0362,0.82,0.76,11,"CRAM",0.428571429,"HighUnsatLign",425.13445,425,0.13445
17,14,0,14,0,0,441.0311,0.82,0.82,11,"CRAM",0.4,"HighUnsatLign",441.13306,441,0.13306
17,15,1,8,0,0,360.0725,0.88,0.47,11,"CRAM",0.541666667,"Aromatic",360.15575,360,0.15575
17,15,1,9,0,0,376.0674,0.88,0.53,11,"CRAM",0.52173913,"Aromatic",376.15436,376,0.15436
17,15,1,10,0,0,392.0623,0.88,0.59,11,"CRAM",0.5,"HighUnsatLign",392.15298,392,0.15298
17,16,0,7,0,0,331.0823,0.94,0.41,10,"CRAM",0.481481481,"HighUnsatLign",331.15888,331,0.15888
17,16,0,8,0,0,347.0772,0.94,0.47,10,"CRAM",0.461538462,"HighUnsatLign",347.1575,347,0.1575
17,16,0,9,0,0,363.0722,0.94,0.53,10,"CRAM",0.44,"HighUnsatLign",363.15611,363,0.15611
17,16,0,10,0,0,379.0671,0.94,0.59,10,"CRAM",0.416666667,"HighUnsatLign",379.15472,379,0.15472
17,16,0,11,0,0,395.062,0.94,0.65,10,"CRAM",0.391304348,"HighUnsatLign",395.15334,395,0.15334
17,16,0,12,0,0,411.0569,0.94,0.71,10,"CRAM",0.363636364,"HighUnsatLign",411.15195,411,0.15195
17,16,0,13,0,0,427.0518,0.94,0.76,10,"O",0.333333333,"HighUnsatLign",427.15056,427,0.15056
17,17,1,8,0,0,362.0881,1,0.47,10,"CRAM",0.458333333,"HighUnsatLign",362.17187,362,0.17187
17,17,1,9,0,0,378.0831,1,0.53,10,"CRAM",0.434782609,"HighUnsatLign",378.17048,378,0.17048
17,17,1,10,0,0,394.078,1,0.59,10,"CRAM",0.409090909,"HighUnsatLign",394.16909,394,0.16909
17,17,1,11,0,0,410.0729,1,0.65,10,"CRAM",0.380952381,"HighUnsatLign",410.16771,410,0.16771
17,18,0,7,0,0,333.098,1.06,0.41,9,"CRAM",0.407407407,"HighUnsatLign",333.175,333,0.175
17,18,0,8,0,0,349.0929,1.06,0.47,9,"CRAM",0.384615385,"HighUnsatLign",349.17361,349,0.17361
17,18,0,9,0,0,365.0878,1.06,0.53,9,"CRAM",0.36,"HighUnsatLign",365.17223,365,0.17223
17,18,0,10,0,0,381.0827,1.06,0.59,9,"CRAM",0.333333333,"HighUnsatLign",381.17084,381,0.17084
17,18,0,11,0,0,397.0776,1.06,0.65,9,"CRAM",0.304347826,"HighUnsatLign",397.16945,397,0.16945
17,18,0,12,0,0,413.0725,1.06,0.71,9,"O",0.272727273,"HighUnsatLign",413.16807,413,0.16807
17,18,0,13,0,0,429.0675,1.06,0.76,9,"O",0.238095238,"HighUnsatLign",429.16668,429,0.16668
17,19,1,8,0,0,364.1038,1.12,0.47,9,"CRAM",0.375,"HighUnsatLign",364.18798,364,0.18798
17,19,1,9,0,0,380.0987,1.12,0.53,9,"CRAM",0.347826087,"HighUnsatLign",380.1866,380,0.1866
17,19,1,10,0,0,396.0936,1.12,0.59,9,"CRAM",0.318181818,"HighUnsatLign",396.18521,396,0.18521
17,20,0,6,0,0,319.1187,1.18,0.35,8,"CRAM",0.357142857,"HighUnsatLign",319.1925,319,0.1925
17,20,0,7,0,0,335.1136,1.18,0.41,8,"CRAM",0.333333333,"HighUnsatLign",335.19112,335,0.19112
17,20,0,8,0,0,351.1085,1.18,0.47,8,"CRAM",0.307692308,"HighUnsatLign",351.18973,351,0.18973
17,20,0,9,0,0,367.1035,1.18,0.53,8,"CRAM",0.28,"HighUnsatLign",367.18834,367,0.18834
17,20,0,10,0,0,383.0984,1.18,0.59,8,"CRAM",0.25,"HighUnsatLign",383.18696,383,0.18696
17,20,0,11,0,0,399.0933,1.18,0.65,8,"O",0.217391304,"HighUnsatLign",399.18557,399,0.18557
17,20,0,12,0,0,415.0882,1.18,0.71,8,"O",0.181818182,"HighUnsatLign",415.18418,415,0.18418
17,20,0,13,0,0,431.0831,1.18,0.76,8,"O",0.142857143,"HighUnsatLign",431.1828,431,0.1828
17,20,2,9,0,0,395.1096,1.18,0.53,9,"CRAM",0.333333333,"HighUnsatLign",395.20097,395,0.20097
17,21,1,8,0,0,366.1194,1.24,0.47,8,"CRAM",0.291666667,"HighUnsatLign",366.2041,366,0.2041
17,21,1,10,0,0,398.1093,1.24,0.59,8,"CRAM",0.227272727,"HighUnsatLign",398.20133,398,0.20133
17,21,1,11,0,0,414.1042,1.24,0.65,8,"O",0.19047619,"HighUnsatLign",414.19994,414,0.19994
17,21,3,7,0,0,378.1307,1.24,0.41,9,"CRAM",0.380952381,"HighUnsatLign",378.21811,378,0.21811
17,22,0,6,0,0,321.1344,1.29,0.35,7,"CRAM",0.285714286,"HighUnsatLign",321.20862,321,0.20862
17,22,0,7,0,0,337.1293,1.29,0.41,7,"CRAM",0.259259259,"HighUnsatLign",337.20723,337,0.20723
17,22,0,8,0,0,353.1242,1.29,0.47,7,"CRAM",0.230769231,"HighUnsatLign",353.20585,353,0.20585
17,22,0,9,0,0,369.1191,1.29,0.53,7,"CRAM",0.2,"HighUnsatLign",369.20446,369,0.20446
17,22,0,10,0,0,385.114,1.29,0.59,7,"O",0.166666667,"HighUnsatLign",385.20307,385,0.20307
17,22,0,11,0,0,401.1089,1.29,0.65,7,"O",0.130434783,"HighUnsatLign",401.20168,401,0.20168
17,22,0,12,0,0,417.1038,1.29,0.71,7,"O",0.090909091,"HighUnsatLign",417.2003,417,0.2003
17,22,0,13,0,0,433.0988,1.29,0.76,7,"O",0.047619048,"HighUnsatLign",433.19891,433,0.19891
17,22,2,6,0,0,349.1405,1.29,0.35,8,"CRAM",0.333333333,"HighUnsatLign",349.22124,349,0.22124
17,23,1,9,0,0,384.13,1.35,0.53,7,"CRAM",0.173913043,"HighUnsatLign",384.21883,384,0.21883
17,23,3,7,0,0,380.1463,1.35,0.41,8,"CRAM",0.285714286,"HighUnsatLign",380.23423,380,0.23423
17,23,3,8,0,0,396.1412,1.35,0.47,8,"CRAM",0.25,"HighUnsatLign",396.23284,396,0.23284
17,24,0,6,0,0,323.15,1.41,0.35,6,"CRAM",0.214285714,"HighUnsatLign",323.22473,323,0.22473
17,24,0,7,0,0,339.1449,1.41,0.41,6,"CRAM",0.185185185,"HighUnsatLign",339.22335,339,0.22335
17,24,0,8,0,0,355.1398,1.41,0.47,6,"O",0.153846154,"HighUnsatLign",355.22196,355,0.22196
17,24,0,9,0,0,371.1348,1.41,0.53,6,"O",0.12,"HighUnsatLign",371.22057,371,0.22057
17,24,0,10,0,0,387.1297,1.41,0.59,6,"O",0.083333333,"HighUnsatLign",387.21919,387,0.21919
17,24,0,11,0,0,403.1246,1.41,0.65,6,"O",0.043478261,"HighUnsatLign",403.2178,403,0.2178
17,24,0,12,0,0,419.1195,1.41,0.71,6,"O",0,"HighUnsatLign",419.21641,419,0.21641
17,24,0,13,0,0,435.1144,1.41,0.76,6,"O",-0.047619048,"HighUnsatLign",435.21503,435,0.21503
17,24,4,7,0,0,395.1572,1.41,0.41,8,"CRAM",0.263157895,"HighUnsatLign",395.2486,395,0.2486
17,25,3,4,0,0,334.1772,1.47,0.24,7,"CRAM",0.291666667,"HighUnsatLign",334.2545,334,0.2545
17,25,3,5,0,0,350.1721,1.47,0.29,7,"CRAM",0.260869565,"HighUnsatLign",350.25312,350,0.25312
17,25,3,6,0,0,366.1671,1.47,0.35,7,"CRAM",0.227272727,"HighUnsatLign",366.25173,366,0.25173
17,25,3,7,0,0,382.162,1.47,0.41,7,"CRAM",0.19047619,"HighUnsatLign",382.25034,382,0.25034
17,25,3,8,0,0,398.1569,1.47,0.47,7,"CRAM",0.15,"HighUnsatLign",398.24896,398,0.24896
17,26,0,5,0,0,309.1707,1.53,0.29,5,"O",0.172413793,"UnSatAliph_noN",309.24224,309,0.24224
17,26,0,6,0,0,325.1657,1.53,0.35,5,"O",0.142857143,"UnSatAliph_noN",325.24085,325,0.24085
17,26,0,7,0,0,341.1606,1.53,0.41,5,"O",0.111111111,"UnSatAliph_noN",341.23946,341,0.23946
17,26,0,8,0,0,357.1555,1.53,0.47,5,"O",0.076923077,"UnSatAliph_noN",357.23808,357,0.23808
17,26,0,9,0,0,373.1504,1.53,0.53,5,"O",0.04,"UnSatAliph_noN",373.23669,373,0.23669
17,26,0,10,0,0,389.1453,1.53,0.59,5,"O",0,"UnSatAliph_noN",389.2353,389,0.2353
17,26,0,11,0,0,405.1402,1.53,0.65,5,"O",-0.043478261,"SatFatAcCarb",405.23392,405,0.23392
17,26,0,12,0,0,421.1351,1.53,0.71,5,"O",-0.090909091,"SatFatAcCarb",421.23253,421,0.23253
17,26,0,13,0,0,437.1301,1.53,0.76,5,"O",-0.142857143,"SatFatAcCarb",437.23114,437,0.23114
17,26,0,14,0,0,453.125,1.53,0.82,5,"O",-0.2,"SatFatAcCarb",453.22976,453,0.22976
17,26,0,15,0,0,469.1199,1.53,0.88,5,"O",-0.263157895,"SatFatAcCarb",469.22837,469,0.22837
17,26,4,7,0,0,397.1729,1.53,0.41,7,"CRAM",0.157894737,"Aliphat+N",397.26471,397,0.26471
17,26,4,8,0,0,413.1678,1.53,0.47,7,"CRAM",0.111111111,"Aliphat+N",413.26333,413,0.26333
17,27,2,11,0,1,465.128,1.59,0.65,6,"O",-0.117647059,"SatFatAcCarb",465.23552,465,0.23552
17,27,3,6,0,0,368.1827,1.59,0.35,6,"CRAM",0.136363636,"Aliphat+N",368.26785,368,0.26785
17,27,3,7,0,0,384.1776,1.59,0.41,6,"CRAM",0.095238095,"Aliphat+N",384.26646,384,0.26646
17,27,3,8,0,0,400.1725,1.59,0.47,6,"O",0.05,"Aliphat+N",400.26507,400,0.26507
17,27,3,9,0,0,416.1675,1.59,0.53,6,"O",0,"Aliphat+N",416.26368,416,0.26368
17,27,5,7,0,0,412.1838,1.59,0.41,7,"CRAM",0.117647059,"Aliphat+N",412.27908,412,0.27908
17,27,5,11,1,0,508.1355,1.59,0.65,7,"O",-0.363636364,"SatFatAcCarb",508.253,508,0.253
17,28,0,3,1,0,311.1686,1.65,0.18,4,"O",0.103448276,"UnSatAliph_noN",311.24059,311,0.24059
17,28,0,6,0,0,327.1813,1.65,0.35,4,"O",0.071428571,"UnSatAliph_noN",327.25697,327,0.25697
17,28,0,7,0,0,343.1762,1.65,0.41,4,"O",0.037037037,"UnSatAliph_noN",343.25558,343,0.25558
17,28,0,8,0,0,359.1711,1.65,0.47,4,"O",0,"UnSatAliph_noN",359.25419,359,0.25419
17,28,0,9,0,0,375.1661,1.65,0.53,4,"O",-0.04,"UnSatAliph_noN",375.25281,375,0.25281
17,28,0,10,0,0,391.161,1.65,0.59,4,"O",-0.083333333,"UnSatAliph_noN",391.25142,391,0.25142
17,28,0,12,0,0,423.1508,1.65,0.71,4,"O",-0.181818182,"SatFatAcCarb",423.24865,423,0.24865
17,28,0,13,0,0,439.1457,1.65,0.76,4,"O",-0.238095238,"SatFatAcCarb",439.24726,439,0.24726
17,28,0,14,0,0,455.1406,1.65,0.82,4,"O",-0.3,"SatFatAcCarb",455.24587,455,0.24587
17,28,0,15,0,0,471.1355,1.65,0.88,4,"O",-0.368421053,"SatFatAcCarb",471.24449,471,0.24449
17,28,4,6,0,0,383.1936,1.65,0.35,6,"CRAM",0.1,"Aliphat+N",383.28222,383,0.28222
17,28,4,7,0,0,399.1885,1.65,0.41,6,"CRAM",0.052631579,"Aliphat+N",399.28083,399,0.28083
17,28,4,8,0,0,415.1834,1.65,0.47,6,"O",0,"Aliphat+N",415.27944,415,0.27944
17,29,3,5,0,0,354.2034,1.71,0.29,5,"O",0.086956522,"Aliphat+N",354.28535,354,0.28535
17,29,3,6,0,0,370.1984,1.71,0.35,5,"O",0.045454545,"Aliphat+N",370.28396,370,0.28396
17,29,3,7,0,0,386.1933,1.71,0.41,5,"O",0,"Aliphat+N",386.28257,386,0.28257
17,29,3,8,0,0,402.1882,1.71,0.47,5,"O",-0.05,"Aliphat+N",402.28119,402,0.28119
17,29,5,8,0,0,430.1943,1.71,0.47,6,"O",-0.0625,"Aliphat+N",430.29381,430,0.29381
17,30,0,6,0,0,329.197,1.76,0.35,3,"O",0,"UnSatAliph_noN",329.27308,329,0.27308
17,30,0,7,0,0,345.1919,1.76,0.41,3,"O",-0.037037037,"UnSatAliph_noN",345.2717,345,0.2717
17,30,0,8,0,0,361.1868,1.76,0.47,3,"O",-0.076923077,"UnSatAliph_noN",361.27031,361,0.27031
17,30,0,9,0,0,377.1817,1.76,0.53,3,"O",-0.12,"UnSatAliph_noN",377.26892,377,0.26892
17,30,0,10,0,0,393.1766,1.76,0.59,3,"O",-0.166666667,"UnSatAliph_noN",393.26754,393,0.26754
17,30,0,13,0,0,441.1614,1.76,0.76,3,"O",-0.333333333,"SatFatAcCarb",441.26338,441,0.26338
17,30,0,14,0,0,457.1563,1.76,0.82,3,"O",-0.4,"SatFatAcCarb",457.26199,457,0.26199
17,30,4,5,0,0,369.2143,1.76,0.29,5,"O",0.047619048,"Aliphat+N",369.29972,369,0.29972
17,30,4,6,0,0,385.2093,1.76,0.35,5,"O",0,"Aliphat+N",385.29833,385,0.29833
17,30,4,7,0,0,401.2042,1.76,0.41,5,"O",-0.052631579,"Aliphat+N",401.29694,401,0.29694
17,30,4,8,0,0,417.1991,1.76,0.47,5,"O",-0.111111111,"Aliphat+N",417.29556,417,0.29556
17,31,3,4,0,0,340.2242,1.82,0.24,4,"O",0.041666667,"Aliphat+N",340.30285,340,0.30285
17,31,3,6,0,0,372.214,1.82,0.35,4,"O",-0.045454545,"Aliphat+N",372.30008,372,0.30008
17,31,5,6,0,0,400.2202,1.82,0.35,5,"O",-0.055555556,"Aliphat+N",400.3127,400,0.3127
17,31,5,7,0,0,416.2151,1.82,0.41,5,"O",-0.117647059,"Aliphat+N",416.31131,416,0.31131
17,32,0,6,0,0,331.2126,1.88,0.35,2,"O",-0.071428571,"UnSatAliph_noN",331.2892,331,0.2892
17,32,0,7,0,0,347.2075,1.88,0.41,2,"O",-0.111111111,"UnSatAliph_noN",347.28781,347,0.28781
17,32,0,10,0,0,395.1923,1.88,0.59,2,"O",-0.25,"UnSatAliph_noN",395.28365,395,0.28365
17,32,4,5,0,0,371.23,1.88,0.29,4,"O",-0.047619048,"Aliphat+N",371.31583,371,0.31583
17,32,4,6,0,0,387.2249,1.88,0.35,4,"O",-0.1,"Aliphat+N",387.31445,387,0.31445
17,32,4,7,0,0,403.2198,1.88,0.41,4,"O",-0.157894737,"Aliphat+N",403.31306,403,0.31306
17,33,3,4,0,0,342.2398,1.94,0.24,3,"O",-0.041666667,"Aliphat+N",342.31897,342,0.31897
18,8,0,10,0,0,383.0045,0.44,0.56,15,"O",0.769230769,"CondAr",383.09303,383,0.09303
18,8,0,11,0,0,398.9994,0.44,0.61,15,"O",0.76,"CondAr",399.09165,399,0.09165
18,10,0,8,0,0,353.0303,0.56,0.44,14,"O",0.714285714,"CondAr",353.11192,353,0.11192
18,10,0,9,0,0,369.0252,0.56,0.5,14,"O",0.703703704,"CondAr",369.11054,369,0.11054
18,10,0,10,0,0,385.0201,0.56,0.56,14,"O",0.692307692,"CondAr",385.10915,385,0.10915
18,10,0,11,0,0,401.015,0.56,0.61,14,"O",0.68,"CondAr",401.10776,401,0.10776
18,10,0,12,0,0,417.0099,0.56,0.67,14,"O",0.666666667,"CondAr",417.10638,417,0.10638
18,10,0,13,0,0,433.0049,0.56,0.72,14,"O",0.652173913,"Aromatic",433.10499,433,0.10499
18,12,0,7,0,0,339.051,0.67,0.39,13,"O",0.655172414,"Aromatic",339.12943,339,0.12943
18,12,0,8,0,0,355.0459,0.67,0.44,13,"O",0.642857143,"Aromatic",355.12804,355,0.12804
18,12,0,9,0,0,371.0409,0.67,0.5,13,"O",0.62962963,"Aromatic",371.12665,371,0.12665
18,12,0,10,0,0,387.0358,0.67,0.56,13,"O",0.615384615,"Aromatic",387.12527,387,0.12527
18,12,0,11,0,0,403.0307,0.67,0.61,13,"O",0.6,"Aromatic",403.12388,403,0.12388
18,12,0,12,0,0,419.0256,0.67,0.67,13,"O",0.583333333,"Aromatic",419.12249,419,0.12249
18,12,0,13,0,0,435.0205,0.67,0.72,13,"O",0.565217391,"Aromatic",435.12111,435,0.12111
18,12,0,14,0,0,451.0154,0.67,0.78,13,"O",0.545454545,"Aromatic",451.11972,451,0.11972
18,13,1,9,0,0,386.0518,0.72,0.5,13,"O",0.64,"Aromatic",386.14102,386,0.14102
18,13,1,10,0,0,402.0467,0.72,0.56,13,"O",0.625,"Aromatic",402.13964,402,0.13964
18,14,0,7,0,0,341.0667,0.78,0.39,12,"CRAM",0.586206897,"Aromatic",341.14554,341,0.14554
18,14,0,8,0,0,357.0616,0.78,0.44,12,"CRAM",0.571428571,"Aromatic",357.14416,357,0.14416
18,14,0,9,0,0,373.0565,0.78,0.5,12,"CRAM",0.555555556,"Aromatic",373.14277,373,0.14277
18,14,0,10,0,0,389.0514,0.78,0.56,12,"CRAM",0.538461538,"Aromatic",389.14138,389,0.14138
18,14,0,11,0,0,405.0463,0.78,0.61,12,"CRAM",0.52,"Aromatic",405.14,405,0.14
18,14,0,12,0,0,421.0412,0.78,0.67,12,"CRAM",0.5,"HighUnsatLign",421.13861,421,0.13861
18,14,0,13,0,0,437.0362,0.78,0.72,12,"CRAM",0.47826087,"HighUnsatLign",437.13722,437,0.13722
18,14,0,14,0,0,453.0311,0.78,0.78,12,"CRAM",0.454545455,"HighUnsatLign",453.13583,453,0.13583
18,15,1,8,0,0,372.0725,0.83,0.44,12,"CRAM",0.576923077,"Aromatic",372.15853,372,0.15853
18,15,1,9,0,0,388.0674,0.83,0.5,12,"CRAM",0.56,"Aromatic",388.15714,388,0.15714
18,15,1,10,0,0,404.0623,0.83,0.56,12,"CRAM",0.541666667,"Aromatic",404.15575,404,0.15575
18,16,0,6,0,0,327.0874,0.89,0.33,11,"O",0.533333333,"Aromatic",327.16305,327,0.16305
18,16,0,7,0,0,343.0823,0.89,0.39,11,"CRAM",0.517241379,"Aromatic",343.16166,343,0.16166
18,16,0,8,0,0,359.0772,0.89,0.44,11,"CRAM",0.5,"HighUnsatLign",359.16027,359,0.16027
18,16,0,9,0,0,375.0722,0.89,0.5,11,"CRAM",0.481481481,"HighUnsatLign",375.15888,375,0.15888
18,16,0,10,0,0,391.0671,0.89,0.56,11,"CRAM",0.461538462,"HighUnsatLign",391.1575,391,0.1575
18,16,0,11,0,0,407.062,0.89,0.61,11,"CRAM",0.44,"HighUnsatLign",407.15611,407,0.15611
18,16,0,12,0,0,423.0569,0.89,0.67,11,"CRAM",0.416666667,"HighUnsatLign",423.15472,423,0.15472
18,16,0,13,0,0,439.0518,0.89,0.72,11,"CRAM",0.391304348,"HighUnsatLign",439.15334,439,0.15334
18,16,0,14,0,0,455.0467,0.89,0.78,11,"CRAM",0.363636364,"HighUnsatLign",455.15195,455,0.15195
18,17,1,8,0,0,374.0881,0.94,0.44,11,"CRAM",0.5,"HighUnsatLign",374.17464,374,0.17464
18,17,1,9,0,0,390.0831,0.94,0.5,11,"CRAM",0.48,"HighUnsatLign",390.17325,390,0.17325
18,17,1,10,0,0,406.078,0.94,0.56,11,"CRAM",0.458333333,"HighUnsatLign",406.17187,406,0.17187
18,18,0,6,0,0,329.1031,1,0.33,10,"CRAM",0.466666667,"HighUnsatLign",329.17916,329,0.17916
18,18,0,7,0,0,345.098,1,0.39,10,"CRAM",0.448275862,"HighUnsatLign",345.17777,345,0.17777
18,18,0,8,0,0,361.0929,1,0.44,10,"CRAM",0.428571429,"HighUnsatLign",361.17639,361,0.17639
18,18,0,9,0,0,377.0878,1,0.5,10,"CRAM",0.407407407,"HighUnsatLign",377.175,377,0.175
18,18,0,10,0,0,393.0827,1,0.56,10,"CRAM",0.384615385,"HighUnsatLign",393.17361,393,0.17361
18,18,0,11,0,0,409.0776,1,0.61,10,"CRAM",0.36,"HighUnsatLign",409.17223,409,0.17223
18,18,0,12,0,0,425.0725,1,0.67,10,"CRAM",0.333333333,"HighUnsatLign",425.17084,425,0.17084
18,18,0,13,0,0,441.0675,1,0.72,10,"O",0.304347826,"HighUnsatLign",441.16945,441,0.16945
18,18,0,14,0,0,457.0624,1,0.78,10,"O",0.272727273,"HighUnsatLign",457.16807,457,0.16807
18,19,1,8,0,0,376.1038,1.06,0.44,10,"CRAM",0.423076923,"HighUnsatLign",376.19076,376,0.19076
18,19,1,9,0,0,392.0987,1.06,0.5,10,"CRAM",0.4,"HighUnsatLign",392.18937,392,0.18937
18,19,1,10,0,0,408.0936,1.06,0.56,10,"CRAM",0.375,"HighUnsatLign",408.18798,408,0.18798
18,19,1,11,0,0,424.0885,1.06,0.61,10,"CRAM",0.347826087,"HighUnsatLign",424.1866,424,0.1866
18,20,0,6,0,0,331.1187,1.11,0.33,9,"CRAM",0.4,"HighUnsatLign",331.19528,331,0.19528
18,20,0,7,0,0,347.1136,1.11,0.39,9,"CRAM",0.379310345,"HighUnsatLign",347.19389,347,0.19389
18,20,0,8,0,0,363.1085,1.11,0.44,9,"CRAM",0.357142857,"HighUnsatLign",363.1925,363,0.1925
18,20,0,9,0,0,379.1035,1.11,0.5,9,"CRAM",0.333333333,"HighUnsatLign",379.19112,379,0.19112
18,20,0,10,0,0,395.0984,1.11,0.56,9,"CRAM",0.307692308,"HighUnsatLign",395.18973,395,0.18973
18,20,0,11,0,0,411.0933,1.11,0.61,9,"CRAM",0.28,"HighUnsatLign",411.18834,411,0.18834
18,20,0,12,0,0,427.0882,1.11,0.67,9,"O",0.25,"HighUnsatLign",427.18696,427,0.18696
18,20,0,13,0,0,443.0831,1.11,0.72,9,"O",0.217391304,"HighUnsatLign",443.18557,443,0.18557
18,20,0,14,0,0,459.078,1.11,0.78,9,"O",0.181818182,"HighUnsatLign",459.18418,459,0.18418
18,21,1,9,0,0,394.1144,1.17,0.5,9,"CRAM",0.32,"HighUnsatLign",394.20549,394,0.20549
18,21,1,10,0,0,410.1093,1.17,0.56,9,"CRAM",0.291666667,"HighUnsatLign",410.2041,410,0.2041
18,22,0,5,0,0,317.1394,1.22,0.28,8,"CRAM",0.35483871,"HighUnsatLign",317.21278,317,0.21278
18,22,0,6,0,0,333.1344,1.22,0.33,8,"CRAM",0.333333333,"HighUnsatLign",333.21139,333,0.21139
