"C","H","N","O","S","P","Mass","HC","OC","DBE","CRAM","AI_mod","Class","KM","NKM","KMD"
30,44,0,9,0,0,547.2913,1.47,0.3,9,"CRAM",0.176470588,"HighUnsatLign",547.41781,547,0.41781
30,44,0,10,0,0,563.2862,1.47,0.33,9,"CRAM",0.16,"HighUnsatLign",563.41642,563,0.41642
30,46,0,5,0,0,485.3272,1.53,0.17,8,"O",0.2,"UnSatAliph_noN",485.43947,485,0.43947
30,46,0,6,0,0,501.3222,1.53,0.2,8,"O",0.185185185,"UnSatAliph_noN",501.43808,501,0.43808
30,46,0,7,0,0,517.3171,1.53,0.23,8,"O",0.169811321,"UnSatAliph_noN",517.4367,517,0.4367
30,46,0,8,0,0,533.312,1.53,0.27,8,"O",0.153846154,"UnSatAliph_noN",533.43531,533,0.43531
30,48,0,5,0,0,487.3429,1.6,0.17,7,"O",0.163636364,"UnSatAliph_noN",487.45559,487,0.45559
30,48,0,6,0,0,503.3378,1.6,0.2,7,"O",0.148148148,"UnSatAliph_noN",503.4542,503,0.4542
30,48,0,7,0,0,519.3327,1.6,0.23,7,"O",0.132075472,"UnSatAliph_noN",519.45281,519,0.45281
30,48,0,8,0,0,535.3276,1.6,0.27,7,"O",0.115384615,"UnSatAliph_noN",535.45143,535,0.45143
31,36,1,3,0,1,500.236,1.16,0.1,15,"O",0.454545455,"HighUnsatLign",500.35168,500,0.35168
12,18,0,10,0,0,321.0827,1.5,0.83,4,"O",-0.142857143,"SatFatAcCarb",321.15697,321,0.15697
12,18,0,13,0,0,369.0675,1.5,1.08,4,"O",-0.454545455,"SatFatAcCarb",369.1528,369,0.1528
12,20,0,11,0,0,339.0933,1.67,0.92,3,"O",-0.384615385,"SatFatAcCarb",339.17169,339,0.17169
12,22,0,10,1,0,357.0861,1.83,0.83,2,"O",-0.666666667,"SatFatAcCarb",357.16866,357,0.16866
13,16,0,11,1,0,379.0341,1.23,0.85,6,"O",-0.076923077,"HighUnsatLign",379.1217,379,0.1217
13,20,0,7,1,0,319.0857,1.54,0.54,4,"O",-0.058823529,"UnSatAliph_noN",319.15948,319,0.15948
13,20,0,13,0,0,383.0831,1.54,1,4,"O",-0.384615385,"SatFatAcCarb",383.1717,383,0.1717
13,21,3,6,0,0,314.1358,1.62,0.46,5,"CRAM",0.071428571,"Aliphat+N",314.2084,314,0.2084
13,22,0,10,0,0,337.114,1.69,0.77,3,"O",-0.25,"SatFatAcCarb",337.19197,337,0.19197
13,24,0,9,0,0,323.1348,1.85,0.69,2,"O",-0.294117647,"SatFatAcCarb",323.20948,323,0.20948
14,20,0,8,0,0,315.1085,1.43,0.57,5,"O",0.1,"HighUnsatLign",315.1814,315,0.1814
14,22,0,13,0,0,397.0988,1.57,0.93,4,"O",-0.333333333,"SatFatAcCarb",397.19059,397,0.19059
14,22,2,7,0,0,329.1354,1.57,0.5,5,"O",0.058823529,"Aliphat+N",329.21153,329,0.21153
14,22,4,7,0,0,357.1416,1.57,0.5,6,"CRAM",0.076923077,"Aliphat+N",357.22416,357,0.22416
14,23,3,7,0,0,344.1463,1.64,0.5,5,"O",0,"Aliphat+N",344.2259,344,0.2259
14,24,0,10,0,0,351.1297,1.71,0.71,3,"O",-0.222222222,"SatFatAcCarb",351.21086,351,0.21086
14,25,0,13,0,1,431.096,1.79,0.93,3,"O",-0.615384615,"SatFatAcCarb",431.19568,431,0.19568
14,25,3,5,0,0,314.1721,1.79,0.36,4,"O",0,"Aliphat+N",314.24479,314,0.24479
14,26,0,8,1,0,353.1276,1.86,0.57,2,"O",-0.333333333,"UnSatAliph_noN",353.20922,353,0.20922
14,26,0,9,1,0,369.1225,1.86,0.64,2,"O",-0.411764706,"SatFatAcCarb",369.20783,369,0.20783
14,26,4,5,0,0,329.183,1.86,0.36,4,"O",-0.066666667,"Aliphat+N",329.25916,329,0.25916
14,27,3,4,0,0,300.1929,1.93,0.29,3,"O",-0.055555556,"Aliphat+N",300.26229,300,0.26229
14,27,3,6,1,0,364.1548,1.93,0.43,3,"O",-0.357142857,"Aliphat+N",364.23898,364,0.23898
14,30,0,5,1,0,309.1741,2.14,0.36,0,"O",-0.333333333,"UnSatAliph_noN",309.24561,309,0.24561
15,18,0,7,0,0,309.098,1.2,0.47,7,"CRAM",0.304347826,"HighUnsatLign",309.16945,309,0.16945
15,20,0,12,1,0,423.0603,1.33,0.8,6,"O",-0.125,"HighUnsatLign",423.1581,423,0.1581
15,21,3,5,0,0,322.1408,1.4,0.33,7,"CRAM",0.315789474,"HighUnsatLign",322.21533,322,0.21533
15,22,0,6,0,0,297.1344,1.47,0.4,5,"CRAM",0.166666667,"HighUnsatLign",297.20307,297,0.20307
15,22,4,6,0,0,353.1467,1.47,0.4,7,"CRAM",0.25,"HighUnsatLign",353.22832,353,0.22832
15,23,3,5,0,0,324.1565,1.53,0.33,6,"CRAM",0.210526316,"Aliphat+N",324.23145,324,0.23145
15,24,0,6,0,0,299.15,1.6,0.4,4,"O",0.083333333,"UnSatAliph_noN",299.21919,299,0.21919
15,24,0,7,1,0,347.117,1.6,0.47,4,"O",-0.047619048,"UnSatAliph_noN",347.19726,347,0.19726
15,24,0,10,0,0,363.1297,1.6,0.67,4,"O",-0.1,"SatFatAcCarb",363.21364,363,0.21364
15,26,0,7,0,0,317.1606,1.73,0.47,3,"O",-0.043478261,"UnSatAliph_noN",317.23391,317,0.23391
15,26,0,8,0,0,333.1555,1.73,0.53,3,"O",-0.090909091,"UnSatAliph_noN",333.23253,333,0.23253
15,26,0,9,0,0,349.1504,1.73,0.6,3,"O",-0.142857143,"SatFatAcCarb",349.23114,349,0.23114
15,26,2,5,0,0,313.1769,1.73,0.33,4,"O",0.047619048,"Aliphat+N",313.24931,313,0.24931
15,26,2,6,0,0,329.1718,1.73,0.4,4,"O",0,"Aliphat+N",329.24793,329,0.24793
15,28,0,7,1,0,351.1483,1.87,0.47,2,"O",-0.238095238,"UnSatAliph_noN",351.22949,351,0.22949
15,28,0,8,1,0,367.1432,1.87,0.53,2,"O",-0.3,"UnSatAliph_noN",367.22811,367,0.22811
15,28,0,9,1,0,383.1381,1.87,0.6,2,"O",-0.368421053,"SatFatAcCarb",383.22672,383,0.22672
15,28,0,10,0,0,367.161,1.87,0.67,2,"O",-0.3,"SatFatAcCarb",367.24587,367,0.24587
15,28,0,13,1,0,447.1178,1.87,0.87,2,"O",-0.733333333,"SatFatAcCarb",447.22117,447,0.22117
15,29,3,7,1,0,394.1653,1.93,0.47,3,"O",-0.4,"Aliphat+N",394.25649,394,0.25649
15,30,0,6,1,0,337.169,2,0.4,1,"O",-0.272727273,"UnSatAliph_noN",337.247,337,0.247
16,19,3,5,0,0,332.1252,1.19,0.31,9,"O",0.476190476,"HighUnsatLign",332.20199,332,0.20199
16,22,0,6,0,0,309.1344,1.38,0.38,6,"CRAM",0.230769231,"HighUnsatLign",309.20584,309,0.20584
16,22,0,8,1,0,373.0963,1.38,0.5,6,"O",0.090909091,"HighUnsatLign",373.18253,373,0.18253
16,22,0,11,1,0,421.081,1.38,0.69,6,"O",-0.052631579,"HighUnsatLign",421.17837,421,0.17837
16,23,3,5,0,0,336.1565,1.44,0.31,7,"CRAM",0.285714286,"HighUnsatLign",336.23422,336,0.23422
16,24,0,11,0,0,391.1246,1.5,0.69,5,"O",-0.047619048,"SatFatAcCarb",391.21503,391,0.21503
16,24,0,14,0,0,439.1093,1.5,0.88,5,"O",-0.222222222,"SatFatAcCarb",439.21087,439,0.21087
16,24,2,10,0,0,403.1358,1.5,0.62,6,"O",0,"SatFatAcCarb",403.22904,403,0.22904
16,24,4,6,0,0,367.1623,1.5,0.38,7,"CRAM",0.222222222,"Aliphat+N",367.24721,367,0.24721
16,25,1,9,0,0,374.1457,1.56,0.56,5,"O",0,"Aliphat+N",374.23217,374,0.23217
16,26,0,3,1,0,297.153,1.62,0.19,4,"O",0.111111111,"UnSatAliph_noN",297.2217,297,0.2217
16,27,3,6,1,0,388.1548,1.69,0.38,5,"O",-0.055555556,"Aliphat+N",388.24453,388,0.24453
16,28,0,11,0,0,395.1559,1.75,0.69,3,"O",-0.238095238,"SatFatAcCarb",395.24726,395,0.24726
16,28,0,12,0,0,411.1508,1.75,0.75,3,"O",-0.3,"SatFatAcCarb",411.24587,411,0.24587
16,28,2,5,0,0,327.1925,1.75,0.31,4,"O",0.043478261,"Aliphat+N",327.2682,327,0.2682
16,29,5,6,0,0,386.2045,1.81,0.38,5,"O",-0.0625,"Aliphat+N",386.29381,386,0.29381
16,29,5,7,0,0,402.1994,1.81,0.44,5,"O",-0.133333333,"Aliphat+N",402.29242,402,0.29242
16,30,0,6,0,0,317.197,1.88,0.38,2,"O",-0.076923077,"UnSatAliph_noN",317.27031,317,0.27031
16,30,0,7,0,0,333.1919,1.88,0.44,2,"O",-0.12,"UnSatAliph_noN",333.26892,333,0.26892
16,30,0,7,1,0,365.1639,1.88,0.44,2,"O",-0.217391304,"UnSatAliph_noN",365.24839,365,0.24839
16,30,0,8,1,0,381.1589,1.88,0.5,2,"O",-0.272727273,"UnSatAliph_noN",381.247,381,0.247
16,32,0,5,1,0,335.1898,2,0.31,1,"O",-0.2,"UnSatAliph_noN",335.26727,335,0.26727
16,32,0,6,0,0,319.2126,2,0.38,1,"O",-0.153846154,"UnSatAliph_noN",319.28642,319,0.28642
16,32,0,6,1,0,351.1847,2,0.38,1,"O",-0.25,"UnSatAliph_noN",351.26589,351,0.26589
16,32,0,7,1,0,367.1796,2,0.44,1,"O",-0.304347826,"UnSatAliph_noN",367.2645,367,0.2645
17,21,3,6,0,0,362.1358,1.24,0.35,9,"CRAM",0.409090909,"HighUnsatLign",362.2195,362,0.2195
17,22,2,5,0,0,333.1456,1.29,0.29,8,"CRAM",0.36,"HighUnsatLign",333.22263,333,0.22263
17,23,3,5,0,0,348.1565,1.35,0.29,8,"CRAM",0.347826087,"HighUnsatLign",348.237,348,0.237
17,23,3,6,0,0,364.1514,1.35,0.35,8,"CRAM",0.318181818,"HighUnsatLign",364.23561,364,0.23561
17,24,0,5,0,0,307.1551,1.41,0.29,6,"CRAM",0.24137931,"HighUnsatLign",307.22612,307,0.22612
17,26,2,5,3,0,433.0931,1.53,0.29,6,"CRAM",-0.052631579,"Aliphat+N",433.19325,433,0.19325
17,27,5,8,0,0,428.1787,1.59,0.47,7,"CRAM",0.0625,"Aliphat+N",428.2777,428,0.2777
17,28,0,5,0,0,311.1864,1.65,0.29,4,"O",0.103448276,"UnSatAliph_noN",311.25835,311,0.25835
17,28,2,7,0,0,371.1824,1.65,0.41,5,"O",0.043478261,"Aliphat+N",371.2682,371,0.2682
17,28,4,9,0,0,431.1784,1.65,0.53,6,"O",-0.058823529,"Aliphat+N",431.27805,431,0.27805
17,29,5,6,0,0,398.2045,1.71,0.35,6,"CRAM",0.055555556,"Aliphat+N",398.29659,398,0.29659
17,29,5,7,0,0,414.1994,1.71,0.41,6,"CRAM",0,"Aliphat+N",414.2952,414,0.2952
17,30,0,11,0,0,409.1715,1.76,0.65,3,"O",-0.217391304,"SatFatAcCarb",409.26615,409,0.26615
17,30,0,12,0,0,425.1664,1.76,0.71,3,"O",-0.272727273,"SatFatAcCarb",425.26476,425,0.26476
17,30,2,5,0,0,341.2082,1.76,0.29,4,"O",0.04,"Aliphat+N",341.28709,341,0.28709
17,31,1,12,1,0,472.1494,1.82,0.71,3,"O",-0.5,"SatFatAcCarb",472.2586,472,0.2586
17,31,3,5,0,0,356.2191,1.82,0.29,4,"O",0,"Aliphat+N",356.30146,356,0.30146
17,32,0,5,0,0,315.2177,1.88,0.29,2,"O",-0.034482759,"UnSatAliph_noN",315.29059,315,0.29059
17,32,0,8,0,0,363.2024,1.88,0.47,2,"O",-0.153846154,"UnSatAliph_noN",363.28643,363,0.28643
17,33,3,5,1,0,390.2068,1.94,0.29,3,"O",-0.19047619,"Aliphat+N",390.29704,390,0.29704
17,34,0,6,1,0,365.2003,2,0.35,1,"O",-0.230769231,"UnSatAliph_noN",365.28478,365,0.28478
17,34,0,7,1,0,381.1952,2,0.41,1,"O",-0.28,"UnSatAliph_noN",381.28339,381,0.28339
17,36,0,5,1,0,351.2211,2.12,0.29,0,"O",-0.259259259,"UnSatAliph_noN",351.30228,351,0.30228
18,24,0,5,0,0,319.1551,1.33,0.28,7,"CRAM",0.290322581,"HighUnsatLign",319.2289,319,0.2289
18,24,0,15,0,0,479.1042,1.33,0.83,7,"O",-0.047619048,"HighUnsatLign",479.21503,479,0.21503
18,24,0,18,0,0,527.089,1.33,1,7,"O",-0.222222222,"HighUnsatLign",527.21087,527,0.21087
18,24,2,5,0,0,347.1612,1.33,0.28,8,"CRAM",0.333333333,"HighUnsatLign",347.24152,347,0.24152
18,25,3,5,0,0,362.1721,1.39,0.28,8,"CRAM",0.32,"HighUnsatLign",362.25589,362,0.25589
18,26,0,15,0,0,481.1199,1.44,0.83,6,"O",-0.142857143,"HighUnsatLign",481.23114,481,0.23114
18,26,0,17,0,0,513.1097,1.44,0.94,6,"O",-0.263157895,"HighUnsatLign",513.22837,513,0.22837
18,26,0,19,0,0,545.0996,1.44,1.06,6,"O",-0.411764706,"HighUnsatLign",545.2256,545,0.2256
18,26,4,6,0,0,393.178,1.44,0.33,8,"CRAM",0.272727273,"HighUnsatLign",393.26887,393,0.26887
18,27,3,4,0,0,348.1929,1.5,0.22,7,"CRAM",0.269230769,"Aliphat+N",348.27339,348,0.27339
18,27,3,7,0,0,396.1776,1.5,0.39,7,"CRAM",0.173913043,"Aliphat+N",396.26923,396,0.26923
18,28,0,12,0,0,435.1508,1.56,0.67,5,"O",-0.083333333,"SatFatAcCarb",435.25142,435,0.25142
18,28,0,17,0,0,515.1254,1.56,0.94,5,"O",-0.368421053,"SatFatAcCarb",515.24449,515,0.24449
18,28,4,6,0,0,395.1936,1.56,0.33,7,"CRAM",0.181818182,"Aliphat+N",395.28499,395,0.28499
18,28,4,9,0,0,443.1784,1.56,0.5,7,"CRAM",0.052631579,"Aliphat+N",443.28083,443,0.28083
18,29,5,7,0,0,426.1994,1.61,0.39,7,"CRAM",0.105263158,"Aliphat+N",426.29797,426,0.29797
18,30,0,11,0,0,421.1715,1.67,0.61,4,"O",-0.12,"SatFatAcCarb",421.26892,421,0.26892
18,30,2,12,0,0,465.1726,1.67,0.67,5,"O",-0.2,"SatFatAcCarb",465.28016,465,0.28016
18,30,4,5,0,0,381.2143,1.67,0.28,6,"CRAM",0.130434783,"Aliphat+N",381.30249,381,0.30249
18,30,4,9,0,0,445.194,1.67,0.5,6,"O",-0.052631579,"Aliphat+N",445.29695,445,0.29695
18,31,0,9,0,1,421.1633,1.72,0.5,4,"O",-0.08,"UnSatAliph_noN",421.26068,421,0.26068
18,31,3,8,0,0,416.2038,1.72,0.44,5,"O",-0.045454545,"Aliphat+N",416.30008,416,0.30008
18,32,0,12,0,0,439.1821,1.78,0.67,3,"O",-0.25,"SatFatAcCarb",439.28365,439,0.28365
18,34,0,4,0,0,313.2384,1.89,0.22,2,"O",0,"UnSatAliph_noN",313.31086,313,0.31086
18,34,0,7,1,0,393.1952,1.89,0.39,2,"O",-0.185185185,"UnSatAliph_noN",393.28617,393,0.28617
18,34,0,8,1,0,409.1902,1.89,0.44,2,"O",-0.230769231,"UnSatAliph_noN",409.28478,409,0.28478
18,34,0,10,0,0,409.2079,1.89,0.56,2,"O",-0.230769231,"UnSatAliph_noN",409.30254,409,0.30254
18,35,0,10,2,1,505.1336,1.94,0.56,2,"O",-0.55,"UnSatAliph_noN",505.25045,505,0.25045
18,36,0,4,1,0,347.2262,2,0.22,1,"O",-0.133333333,"UnSatAliph_noN",347.30644,347,0.30644
18,36,0,5,1,0,363.2211,2,0.28,1,"O",-0.172413793,"UnSatAliph_noN",363.30506,363,0.30506
18,36,0,6,1,0,379.216,2,0.33,1,"O",-0.214285714,"UnSatAliph_noN",379.30367,379,0.30367
18,38,0,3,1,0,333.2469,2.11,0.17,0,"O",-0.161290323,"UnSatAliph_noN",333.32395,333,0.32395
18,38,0,4,1,0,349.2418,2.11,0.22,0,"O",-0.2,"UnSatAliph_noN",349.32256,349,0.32256
18,38,0,5,1,0,365.2367,2.11,0.28,0,"O",-0.24137931,"UnSatAliph_noN",365.32117,365,0.32117
19,23,3,5,0,0,372.1565,1.21,0.26,10,"O",0.444444444,"HighUnsatLign",372.24255,372,0.24255
19,23,3,6,0,0,388.1514,1.21,0.32,10,"CRAM",0.423076923,"HighUnsatLign",388.24116,388,0.24116
19,26,0,18,0,0,541.1046,1.37,0.95,7,"O",-0.2,"HighUnsatLign",541.22976,541,0.22976
19,26,2,5,0,0,361.1769,1.37,0.26,8,"CRAM",0.310344828,"HighUnsatLign",361.26041,361,0.26041
19,27,3,4,0,0,360.1929,1.42,0.21,8,"O",0.321428571,"HighUnsatLign",360.27617,360,0.27617
19,28,0,14,0,0,479.1406,1.47,0.74,6,"O",-0.083333333,"HighUnsatLign",479.25142,479,0.25142
19,28,0,15,0,0,495.1355,1.47,0.79,6,"O",-0.130434783,"HighUnsatLign",495.25004,495,0.25004
19,28,0,16,0,0,511.1305,1.47,0.84,6,"O",-0.181818182,"HighUnsatLign",511.24865,511,0.24865
19,28,0,19,0,0,559.1152,1.47,1,6,"O",-0.368421053,"HighUnsatLign",559.24449,559,0.24449
19,28,4,5,0,0,391.1987,1.47,0.26,8,"CRAM",0.28,"HighUnsatLign",391.28915,391,0.28915
19,29,3,4,0,0,362.2085,1.53,0.21,7,"CRAM",0.25,"Aliphat+N",362.29228,362,0.29228
19,29,3,7,0,0,410.1933,1.53,0.37,7,"CRAM",0.16,"Aliphat+N",410.28812,410,0.28812
19,30,0,5,0,0,337.202,1.58,0.26,5,"O",0.151515152,"UnSatAliph_noN",337.28002,337,0.28002
19,30,0,13,0,0,465.1614,1.58,0.68,5,"O",-0.12,"SatFatAcCarb",465.26893,465,0.26893
19,30,0,14,0,0,481.1563,1.58,0.74,5,"O",-0.166666667,"SatFatAcCarb",481.26754,481,0.26754
19,30,0,17,0,0,529.141,1.58,0.89,5,"O",-0.333333333,"SatFatAcCarb",529.26338,529,0.26338
19,30,4,6,0,0,409.2093,1.58,0.32,7,"CRAM",0.166666667,"Aliphat+N",409.30388,409,0.30388
19,30,4,9,0,0,457.194,1.58,0.47,7,"CRAM",0.047619048,"Aliphat+N",457.29972,457,0.29972
19,31,3,7,0,0,412.2089,1.63,0.37,6,"O",0.08,"Aliphat+N",412.30424,412,0.30424
19,31,3,8,0,0,428.2038,1.63,0.42,6,"O",0.041666667,"Aliphat+N",428.30285,428,0.30285
19,31,5,7,0,0,440.2151,1.63,0.37,7,"CRAM",0.095238095,"Aliphat+N",440.31686,440,0.31686
19,32,0,5,0,0,339.2177,1.68,0.26,4,"O",0.090909091,"UnSatAliph_noN",339.29614,339,0.29614
19,32,0,10,0,0,419.1923,1.68,0.53,4,"O",-0.071428571,"UnSatAliph_noN",419.2892,419,0.2892
19,32,0,11,0,0,435.1872,1.68,0.58,4,"O",-0.111111111,"UnSatAliph_noN",435.28781,435,0.28781
19,32,0,12,0,0,451.1821,1.68,0.63,4,"O",-0.153846154,"SatFatAcCarb",451.28643,451,0.28643
19,32,0,13,0,0,467.177,1.68,0.68,4,"O",-0.2,"SatFatAcCarb",467.28504,467,0.28504
19,32,4,5,0,0,395.23,1.68,0.26,6,"O",0.12,"Aliphat+N",395.32138,395,0.32138
19,32,4,9,0,0,459.2097,1.68,0.47,6,"O",-0.047619048,"Aliphat+N",459.31584,459,0.31584
19,33,3,7,0,0,414.2246,1.74,0.37,5,"O",0,"Aliphat+N",414.32036,414,0.32036
19,33,5,6,0,0,426.2358,1.74,0.32,6,"O",0.045454545,"Aliphat+N",426.33437,426,0.33437
19,34,0,5,0,0,341.2333,1.79,0.26,3,"O",0.03030303,"UnSatAliph_noN",341.31225,341,0.31225
19,34,0,8,1,0,421.1902,1.79,0.42,3,"O",-0.142857143,"UnSatAliph_noN",421.28756,421,0.28756
19,34,0,13,0,0,469.1927,1.79,0.68,3,"O",-0.28,"SatFatAcCarb",469.30116,469,0.30116
19,36,0,5,0,0,343.249,1.89,0.26,2,"O",-0.03030303,"UnSatAliph_noN",343.32837,343,0.32837
19,36,0,7,1,0,407.2109,1.89,0.37,2,"O",-0.172413793,"UnSatAliph_noN",407.30506,407,0.30506
19,36,0,8,1,0,423.2058,1.89,0.42,2,"O",-0.214285714,"UnSatAliph_noN",423.30367,423,0.30367
19,36,0,9,0,0,407.2287,1.89,0.47,2,"O",-0.172413793,"UnSatAliph_noN",407.32282,407,0.32282
19,36,0,9,1,0,439.2007,1.89,0.47,2,"O",-0.259259259,"UnSatAliph_noN",439.30228,439,0.30228
19,38,0,6,1,0,393.2316,2,0.32,1,"O",-0.2,"UnSatAliph_noN",393.32256,393,0.32256
19,38,0,8,1,0,425.2215,2,0.42,1,"O",-0.285714286,"UnSatAliph_noN",425.31979,425,0.31979
20,24,4,6,1,0,447.1344,1.2,0.3,11,"O",0.416666667,"HighUnsatLign",447.23777,447,0.23777
20,26,0,4,0,0,329.1758,1.3,0.2,8,"O",0.333333333,"HighUnsatLign",329.25195,329,0.25195
20,27,3,7,0,0,420.1776,1.35,0.35,9,"CRAM",0.296296296,"HighUnsatLign",420.27478,420,0.27478
20,28,0,4,0,0,331.1915,1.4,0.2,7,"CRAM",0.277777778,"HighUnsatLign",331.26807,331,0.26807
20,28,0,17,0,0,539.1254,1.4,0.85,7,"O",-0.130434783,"HighUnsatLign",539.25004,539,0.25004
20,28,0,18,0,0,555.1203,1.4,0.9,7,"O",-0.181818182,"HighUnsatLign",555.24865,555,0.24865
20,28,2,5,0,0,375.1925,1.4,0.25,8,"CRAM",0.290322581,"HighUnsatLign",375.2793,375,0.2793
20,28,2,6,0,0,391.1875,1.4,0.3,8,"CRAM",0.266666667,"HighUnsatLign",391.27792,391,0.27792
20,28,4,6,0,0,419.1936,1.4,0.3,9,"CRAM",0.307692308,"HighUnsatLign",419.29054,419,0.29054
20,29,3,4,0,0,374.2085,1.45,0.2,8,"O",0.3,"HighUnsatLign",374.29506,374,0.29506
20,30,0,4,0,0,333.2071,1.5,0.2,6,"CRAM",0.222222222,"UnSatAliph_noN",333.28418,333,0.28418
20,30,0,14,0,0,493.1563,1.5,0.7,6,"O",-0.076923077,"SatFatAcCarb",493.27031,493,0.27031
20,30,0,19,0,0,573.1309,1.5,0.95,6,"O",-0.333333333,"SatFatAcCarb",573.26338,573,0.26338
20,30,4,7,0,0,437.2042,1.5,0.35,8,"CRAM",0.2,"Aliphat+N",437.30527,437,0.30527
20,30,4,8,0,0,453.1991,1.5,0.4,8,"CRAM",0.166666667,"Aliphat+N",453.30388,453,0.30388
20,31,3,5,0,0,392.2191,1.55,0.25,7,"CRAM",0.206896552,"Aliphat+N",392.30979,392,0.30979
20,31,3,8,0,0,440.2038,1.55,0.4,7,"CRAM",0.115384615,"Aliphat+N",440.30563,440,0.30563
20,31,3,11,0,0,488.1886,1.55,0.55,7,"O",0,"Aliphat+N",488.30147,488,0.30147
20,31,5,7,0,0,452.2151,1.55,0.35,8,"CRAM",0.173913043,"Aliphat+N",452.31964,452,0.31964
20,31,5,8,0,0,468.21,1.55,0.4,8,"CRAM",0.136363636,"Aliphat+N",468.31825,468,0.31825
20,32,0,11,0,0,447.1872,1.6,0.55,5,"O",-0.034482759,"UnSatAliph_noN",447.29059,447,0.29059
20,32,0,13,0,0,479.177,1.6,0.65,5,"O",-0.111111111,"SatFatAcCarb",479.28782,479,0.28782
20,32,0,15,0,0,511.1668,1.6,0.75,5,"O",-0.2,"SatFatAcCarb",511.28504,511,0.28504
20,32,4,9,0,0,471.2097,1.6,0.45,7,"CRAM",0.043478261,"Aliphat+N",471.31861,471,0.31861
20,33,1,14,0,0,510.1828,1.65,0.7,5,"O",-0.208333333,"SatFatAcCarb",510.3008,510,0.3008
20,33,3,6,0,0,410.2297,1.65,0.3,6,"O",0.107142857,"Aliphat+N",410.32452,410,0.32452
20,33,3,8,0,0,442.2195,1.65,0.4,6,"O",0.038461538,"Aliphat+N",442.32174,442,0.32174
20,33,3,12,0,0,506.1991,1.65,0.6,6,"O",-0.136363636,"SatFatAcCarb",506.3162,506,0.3162
20,33,5,7,0,0,454.2307,1.65,0.35,7,"CRAM",0.086956522,"Aliphat+N",454.33575,454,0.33575
20,34,0,5,0,0,353.2333,1.7,0.25,4,"O",0.085714286,"UnSatAliph_noN",353.31503,353,0.31503
20,34,0,11,0,0,449.2028,1.7,0.55,4,"O",-0.103448276,"UnSatAliph_noN",449.30671,449,0.30671
20,34,0,13,0,0,481.1927,1.7,0.65,4,"O",-0.185185185,"SatFatAcCarb",481.30393,481,0.30393
20,34,0,14,0,0,497.1876,1.7,0.7,4,"O",-0.230769231,"SatFatAcCarb",497.30255,497,0.30255
20,34,0,16,0,0,529.1774,1.7,0.8,4,"O",-0.333333333,"SatFatAcCarb",529.29977,529,0.29977
20,34,4,9,0,0,473.2253,1.7,0.45,6,"O",-0.043478261,"Aliphat+N",473.33473,473,0.33473
20,35,3,6,0,0,412.2453,1.75,0.3,5,"O",0.035714286,"Aliphat+N",412.34063,412,0.34063
20,35,3,7,0,0,428.2402,1.75,0.35,5,"O",0,"Aliphat+N",428.33925,428,0.33925
20,35,5,6,0,0,440.2515,1.75,0.3,6,"O",0.041666667,"Aliphat+N",440.35326,440,0.35326
20,36,0,5,0,0,355.249,1.8,0.25,3,"O",0.028571429,"UnSatAliph_noN",355.33114,355,0.33114
20,37,5,6,0,0,442.2671,1.85,0.3,5,"O",-0.041666667,"Aliphat+N",442.36937,442,0.36937
20,38,4,7,0,0,445.2668,1.9,0.35,4,"O",-0.12,"Aliphat+N",445.36973,445,0.36973
20,40,0,5,1,0,391.2524,2,0.25,1,"O",-0.151515152,"UnSatAliph_noN",391.34284,391,0.34284
20,40,0,7,0,0,391.2701,2,0.35,1,"O",-0.151515152,"UnSatAliph_noN",391.3606,391,0.3606
21,32,0,17,0,0,555.1567,1.52,0.81,6,"O",-0.2,"SatFatAcCarb",555.28504,555,0.28504
21,32,0,18,0,0,571.1516,1.52,0.86,6,"O",-0.25,"SatFatAcCarb",571.28366,571,0.28366
21,32,0,19,0,0,587.1465,1.52,0.9,6,"O",-0.304347826,"SatFatAcCarb",587.28227,587,0.28227
21,32,4,7,0,0,451.2198,1.52,0.33,8,"CRAM",0.185185185,"Aliphat+N",451.32416,451,0.32416
21,33,3,4,0,0,390.2398,1.57,0.19,7,"CRAM",0.21875,"Aliphat+N",390.33007,390,0.33007
21,33,3,5,0,0,406.2347,1.57,0.24,7,"CRAM",0.193548387,"Aliphat+N",406.32868,406,0.32868
21,33,5,7,0,0,466.2307,1.57,0.33,8,"CRAM",0.16,"Aliphat+N",466.33853,466,0.33853
21,33,5,8,0,0,482.2256,1.57,0.38,8,"CRAM",0.125,"Aliphat+N",482.33714,482,0.33714
21,34,0,5,0,0,365.2333,1.62,0.24,5,"O",0.135135135,"UnSatAliph_noN",365.3178,365,0.3178
21,34,0,14,0,0,509.1876,1.62,0.67,5,"O",-0.142857143,"SatFatAcCarb",509.30532,509,0.30532
21,34,0,15,0,0,525.1825,1.62,0.71,5,"O",-0.185185185,"SatFatAcCarb",525.30393,525,0.30393
21,34,0,18,0,0,573.1672,1.62,0.86,5,"O",-0.333333333,"SatFatAcCarb",573.29977,573,0.29977
21,34,4,6,0,0,437.2406,1.62,0.29,7,"CRAM",0.142857143,"Aliphat+N",437.34166,437,0.34166
21,34,4,7,0,0,453.2355,1.62,0.33,7,"CRAM",0.111111111,"Aliphat+N",453.34028,453,0.34028
21,34,4,9,0,0,485.2253,1.62,0.43,7,"CRAM",0.04,"Aliphat+N",485.3375,485,0.3375
