Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new,preg_total,postg_total,preg_rel_abund,postg_rel_abund,delta_abund,sorption_frac,HC,OC
425.0514,HW,PreFenton,3913405.66666667,2396221.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,4.435480278647335e-4,2.2158949128248101e-4,-2.219585365822525e-4,most sorbed,0.666666666666667,0.476190476190476
425.0514,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.666666666666667,0.476190476190476
425.0514,SW,PreFenton,3904423,0,adsorbed,NA,8442516687.333333,8882618607.166666,4.624714578128074e-4,0,-4.624714578128074e-4,most sorbed,0.666666666666667,0.476190476190476
425.0726,HW,PostFenton,9245157.66666667,2188809.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.001036645878833959,2.63869574646295e-4,-7.727763041876641e-4,most sorbed,1,0.666666666666667
425.0726,HW,PreFenton,12025362,3303029,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0013629626094967843,3.054461228684285e-4,-0.0010575164866283558,most sorbed,1,0.666666666666667
425.0726,SW,PostFenton,8146325,2077291.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,9.169619032955173e-4,1.9892741069078132e-4,-7.18034492604736e-4,most sorbed,1,0.666666666666667
425.0726,SW,PreFenton,9975717.66666667,1888972.5,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0011816047318726256,2.1265941762668285e-4,-9.689453142459428e-4,most sorbed,1,0.666666666666667
425.0878,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.818181818181818,0.409090909090909
425.0878,HW,PreFenton,3558758.66666667,2263784.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,4.033520985804254e-4,2.0934243920563698e-4,-1.9400965937478842e-4,most sorbed,0.818181818181818,0.409090909090909
425.0878,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.818181818181818,0.409090909090909
425.0878,SW,PreFenton,3546703.66666667,0,adsorbed,NA,8442516687.333333,8882618607.166666,4.2010028502377023e-4,0,-4.2010028502377023e-4,most sorbed,0.818181818181818,0.409090909090909
425.0937,HW,PostFenton,18404495.6666667,4554248,not adsorbed,NA,8918337356.5,8295042489.333333,0.002063668925155971,5.490325101838052e-4,-0.001514636414972166,most sorbed,1.46666666666667,0.933333333333333
425.0937,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.46666666666667,0.933333333333333
425.0937,SW,PostFenton,18601363.3333333,3959403.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,0.002093795855925801,3.791638245217274e-4,-0.0017146320314040736,most sorbed,1.46666666666667,0.933333333333333
425.0937,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.46666666666667,0.933333333333333
425.1089,HW,PostFenton,12167652.6666667,5512370.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.001364340928166222,6.645379261675555e-4,-6.998030019986665e-4,most sorbed,1.15789473684211,0.578947368421053
425.1089,HW,PreFenton,11622587,5388691.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0013173118203529675,4.983168101464953e-4,-8.189950102064722e-4,most sorbed,1.15789473684211,0.578947368421053
425.1089,SW,PostFenton,10099431.6666667,5346922.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.0011368063615519533,5.120366573032256e-4,-6.247697042487276e-4,most sorbed,1.15789473684211,0.578947368421053
425.1089,SW,PreFenton,11005859.3333333,4067313.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0013036230475973899,4.578957527290144e-4,-8.457272948683755e-4,most sorbed,1.15789473684211,0.578947368421053
425.1122,HW,PostFenton,0,2083827,NA,new molecules,8918337356.5,8295042489.333333,0,2.5121354142303804e-4,2.5121354142303804e-4,most unbound,1.625,0.6875
425.1122,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.625,0.6875
425.1122,SW,PostFenton,0,2970730.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,2.8448569301198993e-4,2.8448569301198993e-4,most unbound,1.625,0.6875
425.1122,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.625,0.6875
425.1242,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.956521739130435,0.347826086956522
425.1242,HW,PreFenton,2728975.66666667,2492136.66666667,NA,NA,8822958103.333334,10813785976.333332,3.0930393578947816e-4,2.3045921864191428e-4,-7.884471714756389e-5,sorbed,0.956521739130435,0.347826086956522
425.1242,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.956521739130435,0.347826086956522
425.1242,SW,PreFenton,2822733.66666667,1842843.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,3.343474192833681e-4,2.0746622306247494e-4,-1.2688119622089315e-4,more sorbed,0.956521739130435,0.347826086956522
425.1301,HW,PostFenton,12896057.6666667,10575708,not adsorbed,NA,8918337356.5,8295042489.333333,0.0014460159053377361,0.0012749431981330288,-1.7107270720470732e-4,most sorbed,1.625,0.8125
425.1301,HW,PreFenton,4270607.66666667,4017555.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,4.840335425658685e-4,3.7152162453797487e-4,-1.1251191802789365e-4,more sorbed,1.625,0.8125
425.1301,SW,PostFenton,14562705,9836137.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.001639198742246491,9.419367672946237e-4,-6.972619749518673e-4,most sorbed,1.625,0.8125
425.1301,SW,PreFenton,4199330.66666667,3445915,not adsorbed,NA,8442516687.333333,8882618607.166666,4.974027084799376e-4,3.8793909233249865e-4,-1.0946361614743892e-4,more sorbed,1.625,0.8125
425.1453,HW,PostFenton,15251940,13700955.6666667,not adsorbed,NA,8918337356.5,8295042489.333333,0.0017101775129513177,0.0016517040972707346,-5.847341568058313e-5,sorbed,1.3,0.5
425.1453,HW,PreFenton,10281145.6666667,8191721.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0011652719582542798,7.575257501176221e-4,-4.077462081366577e-4,most sorbed,1.3,0.5
425.1453,SW,PostFenton,15462458.3333333,15996521.3333333,not adsorbed,NA,8884038661.5,10442460691.833334,0.0017404762543798504,0.0015318727841459432,-2.0860347023390728e-4,most sorbed,1.3,0.5
425.1453,SW,PreFenton,10574412,8458735.66666667,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0012525189338228066,9.522795068384452e-4,-3.002394269843614e-4,most sorbed,1.3,0.5
425.1487,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.76470588235294,0.588235294117647
425.1487,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.76470588235294,0.588235294117647
425.1487,SW,PostFenton,0,2335577.5,NA,new molecules,8884038661.5,10442460691.833334,0,2.2366160322983736e-4,2.2366160322983736e-4,most unbound,1.76470588235294,0.588235294117647
425.1487,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.76470588235294,0.588235294117647
425.1606,HW,PostFenton,0,8413936.5,NA,new molecules,8918337356.5,8295042489.333333,0,0.0010143331406463022,0.0010143331406463022,most unbound,1.08333333333333,0.291666666666667
425.1606,HW,PreFenton,2250424.66666667,2901737.33333333,NA,NA,8822958103.333334,10813785976.333332,2.5506464388813703e-4,2.6833685627623567e-4,1.3272212388098636e-5,minimal change,1.08333333333333,0.291666666666667
425.1606,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.08333333333333,0.291666666666667
425.1606,SW,PreFenton,2628683.66666667,2210116,NA,NA,8442516687.333333,8882618607.166666,3.1136256687660396e-4,2.4881356475407333e-4,-6.254900212253063e-5,sorbed,1.08333333333333,0.291666666666667
425.1664,HW,PostFenton,2726030,5166255.66666667,NA,NA,8918337356.5,8295042489.333333,3.056657189597311e-4,6.22812441685501e-4,3.1714672272576994e-4,most unbound,1.76470588235294,0.705882352941177
425.1664,HW,PreFenton,0,2392809.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,2.2127396811534347e-4,2.2127396811534347e-4,most unbound,1.76470588235294,0.705882352941177
425.1664,SW,PostFenton,3673144.66666667,5739454,not adsorbed,NA,8884038661.5,10442460691.833334,4.134543766209239e-4,5.496265841334329e-4,1.3617220751250902e-4,more unbound,1.76470588235294,0.705882352941177
425.1664,SW,PreFenton,0,1972548,NA,new molecules,8442516687.333333,8882618607.166666,0,2.2206829846420633e-4,2.2206829846420633e-4,most unbound,1.76470588235294,0.705882352941177
425.1762,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.61904761904762,0.0476190476190476
425.1762,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.61904761904762,0.0476190476190476
425.1762,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.61904761904762,0.0476190476190476
425.1762,SW,PreFenton,0,1859254,NA,new molecules,8442516687.333333,8882618607.166666,0,2.0931372630362836e-4,2.0931372630362836e-4,most unbound,1.61904761904762,0.0476190476190476
425.1817,HW,PostFenton,10226146.6666667,18647556.3333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.0011466427269891872,0.002248036264710199,0.001101393537721012,most unbound,1.42857142857143,0.428571428571429
425.1817,HW,PreFenton,16847031.6666667,24745705.6666667,not adsorbed,NA,8822958103.333334,10813785976.333332,0.001909453889427612,0.0022883480143609533,3.788941249333413e-4,most unbound,1.42857142857143,0.428571428571429
425.1817,SW,PostFenton,11965154.6666667,21882471.6666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.0013468147902731523,0.002095528277523724,7.48713487250572e-4,most unbound,1.42857142857143,0.428571428571429
425.1817,SW,PreFenton,11065930.3333333,14406125.6666667,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0013107383429796456,0.0016218331894880145,3.1109484650836887e-4,most unbound,1.42857142857143,0.428571428571429
425.1851,HW,PostFenton,0,2790591.5,NA,new molecules,8918337356.5,8295042489.333333,0,3.3641678190177393e-4,3.3641678190177393e-4,most unbound,1.88888888888889,0.5
425.1851,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.88888888888889,0.5
425.1851,SW,PostFenton,0,2967351,NA,new molecules,8884038661.5,10442460691.833334,0,2.84162046434195e-4,2.84162046434195e-4,most unbound,1.88888888888889,0.5
425.1851,SW,PreFenton,0,2959682.66666667,NA,new molecules,8442516687.333333,8882618607.166666,0,3.33199341045527e-4,3.33199341045527e-4,most unbound,1.88888888888889,0.5
425.197,HW,PostFenton,0,1895854.66666667,NA,new molecules,8918337356.5,8295042489.333333,0,2.285527372650069e-4,2.285527372650069e-4,most unbound,1.2,0.24
425.197,HW,PreFenton,2378983,3005674,NA,NA,8822958103.333334,10813785976.333332,2.696355317726392e-4,2.779483528320342e-4,8.312821059394964e-6,minimal change,1.2,0.24
425.197,SW,PostFenton,0,1756433.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,1.6820112792383432e-4,1.6820112792383432e-4,most unbound,1.2,0.24
425.197,SW,PreFenton,0,2208578,NA,new molecules,8442516687.333333,8882618607.166666,0,2.4864041761492236e-4,2.4864041761492236e-4,most unbound,1.2,0.24
425.2027,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.88888888888889,0.611111111111111
425.2027,HW,PreFenton,0,2355576.5,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1783087857992853e-4,2.1783087857992853e-4,most unbound,1.88888888888889,0.611111111111111
425.2027,SW,PostFenton,1906020,2977212.33333333,NA,NA,8884038661.5,10442460691.833334,2.1454431623085525e-4,0.00028510639601082713,7.056207977997189e-5,unbound,1.88888888888889,0.611111111111111
425.2027,SW,PreFenton,0,2186948,NA,new molecules,8442516687.333333,8882618607.166666,0,2.4620532488421024e-4,2.4620532488421024e-4,most unbound,1.88888888888889,0.611111111111111
425.2181,HW,PostFenton,3771873.66666667,10122413.6666667,not adsorbed,NA,8918337356.5,8295042489.333333,4.229346251313979e-4,0.0012202967832513456,7.973621581199477e-4,most unbound,1.54545454545455,0.363636363636364
425.2181,HW,PreFenton,7042912.66666667,11052095.6666667,not adsorbed,NA,8822958103.333334,10813785976.333332,7.982484541104011e-4,0.0010220375815514495,2.2378912744104845e-4,most unbound,1.54545454545455,0.363636363636364
425.2181,SW,PostFenton,5132341,15970577.3333333,not adsorbed,NA,8884038661.5,10442460691.833334,5.777035867979265e-4,0.0015293883122608548,9.516847254629283e-4,most unbound,1.54545454545455,0.363636363636364
425.2181,SW,PreFenton,8323656.33333333,13603990.3333333,not adsorbed,NA,8442516687.333333,8882618607.166666,9.859212177598259e-4,0.0015315292634941393,5.456080457343134e-4,most unbound,1.54545454545455,0.363636363636364
425.2215,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,2,0.421052631578947
425.2215,HW,PreFenton,2942182.5,9814421,not adsorbed,NA,8822958103.333334,10813785976.333332,3.334689415433625e-4,9.075841727845819e-4,5.741152312412194e-4,most unbound,2,0.421052631578947
425.2215,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,2,0.421052631578947
425.2215,SW,PreFenton,0,7302294,NA,new molecules,8442516687.333333,8882618607.166666,0,8.220879813649063e-4,8.220879813649063e-4,most unbound,2,0.421052631578947
425.2334,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.30769230769231,0.192307692307692
425.2334,HW,PreFenton,1862374.5,1950783.33333333,NA,NA,8822958103.333334,10813785976.333332,2.1108277724864074e-4,1.803978123483066e-4,-3.0684964900334145e-5,minimal change,1.30769230769231,0.192307692307692
425.2334,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.30769230769231,0.192307692307692
425.2334,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.30769230769231,0.192307692307692
425.2545,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.65217391304348,0.304347826086957
425.2545,HW,PreFenton,2549770,4503616,NA,NA,8822958103.333334,10813785976.333332,2.889926451126058e-4,4.164698663221608e-4,1.2747722120955499e-4,more unbound,1.65217391304348,0.304347826086957
425.2545,SW,PostFenton,0,4253626.33333333,NA,new molecules,8884038661.5,10442460691.833334,0,4.0733946326079404e-4,4.0733946326079404e-4,most unbound,1.65217391304348,0.304347826086957
425.2545,SW,PreFenton,3170715.66666667,5658772.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,3.755652235101684e-4,6.370612747875638e-4,2.6149605127739537e-4,most unbound,1.65217391304348,0.304347826086957
425.3636,HW,PostFenton,0,2082151,NA,new molecules,8918337356.5,8295042489.333333,0,2.5101149303062114e-4,2.5101149303062114e-4,most unbound,1.92307692307692,0.153846153846154
425.3636,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.92307692307692,0.153846153846154
425.3636,SW,PostFenton,0,2033056.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.946913242000498e-4,1.946913242000498e-4,most unbound,1.92307692307692,0.153846153846154
425.3636,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.92307692307692,0.153846153846154
426.1015,HW,PostFenton,1935304,0,NA,NA,8918337356.5,8295042489.333333,2.1700278007418973e-4,0,-2.1700278007418973e-4,most sorbed,0.954545454545455,0.272727272727273
426.1015,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,0.954545454545455,0.272727272727273
426.1015,SW,PostFenton,1836020,0,NA,NA,8884038661.5,10442460691.833334,2.066650168865882e-4,0,-2.066650168865882e-4,most sorbed,0.954545454545455,0.272727272727273
426.1015,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.954545454545455,0.272727272727273
426.1043,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.16666666666667,0.611111111111111
426.1043,HW,PreFenton,1829450.5,0,NA,NA,8822958103.333334,10813785976.333332,2.0735114896542798e-4,0,-2.0735114896542798e-4,most sorbed,1.16666666666667,0.611111111111111
426.1043,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.16666666666667,0.611111111111111
426.1043,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.16666666666667,0.611111111111111
426.1196,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.954545454545455,0.363636363636364
426.1196,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,0.954545454545455,0.363636363636364
426.1196,SW,PostFenton,2133285.5,0,NA,NA,8884038661.5,10442460691.833334,2.4012564344691985e-4,0,-2.4012564344691985e-4,most sorbed,0.954545454545455,0.363636363636364
426.1196,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.954545454545455,0.363636363636364
426.1253,HW,PostFenton,3083378,0,adsorbed,NA,8918337356.5,8295042489.333333,3.4573462258104926e-4,0,-3.4573462258104926e-4,most sorbed,1.66666666666667,0.866666666666667
426.1253,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.66666666666667,0.866666666666667
426.1253,SW,PostFenton,2606748.66666667,0,NA,NA,8884038661.5,10442460691.833334,2.9341932942765253e-4,0,-2.9341932942765253e-4,most sorbed,1.66666666666667,0.866666666666667
426.1253,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.66666666666667,0.866666666666667
426.1882,HW,PostFenton,0,2304291,NA,new molecules,8918337356.5,8295042489.333333,0,2.777913438012051e-4,2.777913438012051e-4,most unbound,1.52631578947368,0.421052631578947
426.1882,HW,PreFenton,2235335,2285549,NA,NA,8822958103.333334,10813785976.333332,2.533543709286668e-4,2.1135511697772374e-4,-4.199925395094307e-5,minimal change,1.52631578947368,0.421052631578947
426.1882,SW,PostFenton,0,2558734,NA,new molecules,8884038661.5,10442460691.833334,0,2.450317100069232e-4,2.450317100069232e-4,most unbound,1.52631578947368,0.421052631578947
426.1882,SW,PreFenton,0,1958840,NA,new molecules,8442516687.333333,8882618607.166666,0,2.205250598533602e-4,2.205250598533602e-4,most unbound,1.52631578947368,0.421052631578947
427.0154,HW,PostFenton,2023849.66666667,0,NA,NA,8918337356.5,8295042489.333333,2.2693127494124416e-4,0,-2.2693127494124416e-4,most sorbed,0.75,0.875
427.0154,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,0.75,0.875
427.0154,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.75,0.875
427.0154,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.75,0.875
427.0307,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.6,0.55
427.0307,HW,PreFenton,3783771.66666667,2196904,not adsorbed,NA,8822958103.333334,10813785976.333332,4.2885522319743895e-4,2.0315771042704803e-4,-2.2569751277039092e-4,most sorbed,0.6,0.55
427.0307,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.6,0.55
427.0307,SW,PreFenton,3383943,0,adsorbed,NA,8442516687.333333,8882618607.166666,4.0082159447514906e-4,0,-4.0082159447514906e-4,most sorbed,0.6,0.55
427.0518,HW,PostFenton,7753470,0,adsorbed,NA,8918337356.5,8295042489.333333,8.693851432239213e-4,0,-8.693851432239213e-4,most sorbed,0.941176470588235,0.764705882352941
427.0518,HW,PreFenton,5741658,0,adsorbed,NA,8822958103.333334,10813785976.333332,6.507633758150556e-4,0,-6.507633758150556e-4,most sorbed,0.941176470588235,0.764705882352941
