Mass,Forest,treatment,intensity,total,rel_abund,HC,OC,percentile,perc
363.1086,HW,PostFenton,8185619,8918337356.5,9.178413725327436e-4,1.11111111111111,0.444444444444444,93,top 25 %
363.1086,HW,PostFentonGoethite,8289273,8295042489.333333,9.993044653670248e-4,1.11111111111111,0.444444444444444,94,top 25 %
363.1119,HW,PostFentonGoethite,2504140.5,8295042489.333333,3.018839871188238e-4,1.6,0.533333333333333,69,second 25 %
363.1119,HW,PreFentonGoethite,0,10813785976.333332,0,1.6,0.533333333333333,6,lowest 25%
363.1119,HW,PreFenton,0,8822958103.333334,0,1.6,0.533333333333333,6,lowest 25%
363.1119,SW,PostFenton,0,8884038661.5,0,1.6,0.533333333333333,7,lowest 25%
363.1119,HW,PostFenton,0,8918337356.5,0,1.6,0.533333333333333,8,lowest 25%
363.1119,SW,PreFenton,0,8442516687.333333,0,1.6,0.533333333333333,6,lowest 25%
363.1119,SW,PostFentonGoethite,2459995,10442460691.833334,2.3557618004000456e-4,1.6,0.533333333333333,66,second 25 %
363.1119,SW,PreFentonGoethite,1680967.66666667,8882618607.166666,1.892423553241871e-4,1.6,0.533333333333333,58,second 25 %
363.1198,HW,PostFentonGoethite,0,8295042489.333333,0,1.17647058823529,0.411764705882353,7,lowest 25%
363.1198,SW,PostFentonGoethite,0,10442460691.833334,0,1.17647058823529,0.411764705882353,6,lowest 25%
363.1198,SW,PostFenton,0,8884038661.5,0,1.17647058823529,0.411764705882353,7,lowest 25%
363.1198,HW,PreFenton,2106283,8822958103.333334,2.3872753053244596e-4,1.17647058823529,0.411764705882353,56,second 25 %
363.1198,SW,PreFenton,0,8442516687.333333,0,1.17647058823529,0.411764705882353,6,lowest 25%
363.1198,HW,PreFentonGoethite,0,10813785976.333332,0,1.17647058823529,0.411764705882353,6,lowest 25%
363.1198,HW,PostFenton,0,8918337356.5,0,1.17647058823529,0.411764705882353,8,lowest 25%
363.1198,SW,PreFentonGoethite,0,8882618607.166666,0,1.17647058823529,0.411764705882353,6,lowest 25%
363.1297,SW,PostFenton,9266565,8884038661.5,0.001043057707544399,1.6,0.666666666666667,94,top 25 %
363.1297,HW,PostFentonGoethite,5125120,8295042489.333333,6.178533752648569e-4,1.6,0.666666666666667,87,top 25 %
363.1297,SW,PostFentonGoethite,8833718.33333333,10442460691.833334,8.459422155394713e-4,1.6,0.666666666666667,93,top 25 %
363.1297,SW,PreFenton,2149361.33333333,8442516687.333333,2.545877506594815e-4,1.6,0.666666666666667,65,second 25 %
363.1297,HW,PostFenton,5622895,8918337356.5,6.30486914234281e-4,1.6,0.666666666666667,88,top 25 %
363.1297,HW,PreFenton,2293551,8822958103.333334,2.5995261148678594e-4,1.6,0.666666666666667,60,second 25 %
363.1297,SW,PreFentonGoethite,1956685,8882618607.166666,2.2028245121560316e-4,1.6,0.666666666666667,63,second 25 %
363.1297,HW,PreFentonGoethite,2096658.66666667,10813785976.333332,1.938875682628954e-4,1.6,0.666666666666667,49,third 25 %
363.141,SW,PreFentonGoethite,0,8882618607.166666,0,1.71428571428571,0.642857142857143,6,lowest 25%
363.141,SW,PreFenton,0,8442516687.333333,0,1.71428571428571,0.642857142857143,6,lowest 25%
363.141,HW,PreFentonGoethite,0,10813785976.333332,0,1.71428571428571,0.642857142857143,6,lowest 25%
363.141,SW,PostFentonGoethite,1789715.5,10442460691.833334,1.7138829178449012e-4,1.71428571428571,0.642857142857143,54,second 25 %
363.141,SW,PostFenton,1691870,8884038661.5,1.904392883083583e-4,1.71428571428571,0.642857142857143,56,second 25 %
363.141,HW,PreFenton,0,8822958103.333334,0,1.71428571428571,0.642857142857143,6,lowest 25%
363.141,HW,PostFenton,1791951.5,8918337356.5,2.009288759068934e-4,1.71428571428571,0.642857142857143,54,second 25 %
363.141,HW,PostFentonGoethite,1592409,8295042489.333333,1.9197116856817703e-4,1.71428571428571,0.642857142857143,55,second 25 %
363.1449,HW,PostFenton,8353566.33333333,8918337356.5,9.36673059047823e-4,1.26315789473684,0.368421052631579,94,top 25 %
363.1449,SW,PostFenton,11320713.6666667,8884038661.5,0.0012742755967200268,1.26315789473684,0.368421052631579,96,top 25 %
363.1449,HW,PreFentonGoethite,14388419.3333333,10813785976.333332,0.0013305626137620334,1.26315789473684,0.368421052631579,98,top 25 %
363.1449,SW,PostFentonGoethite,20918970.6666667,10442460691.833334,0.0020032606570429,1.26315789473684,0.368421052631579,99,top 25 %
363.1449,HW,PreFenton,11647937.3333333,8822958103.333334,0.0013201850441670671,1.26315789473684,0.368421052631579,98,top 25 %
363.1449,SW,PreFenton,14875553,8442516687.333333,0.001761980882112845,1.26315789473684,0.368421052631579,99,top 25 %
363.1449,SW,PreFentonGoethite,19991804.3333333,8882618607.166666,0.0022506656220952154,1.26315789473684,0.368421052631579,99,top 25 %
363.1449,HW,PostFentonGoethite,15289349,8295042489.333333,0.0018431911614269253,1.26315789473684,0.368421052631579,99,top 25 %
363.1562,SW,PostFenton,0,8884038661.5,0,1.33333333333333,0.333333333333333,8,lowest 25%
363.1562,SW,PreFenton,1694796,8442516687.333333,2.0074535387567248e-4,1.33333333333333,0.333333333333333,54,second 25 %
363.1562,SW,PostFentonGoethite,0,10442460691.833334,0,1.33333333333333,0.333333333333333,6,lowest 25%
363.1562,HW,PostFenton,0,8918337356.5,0,1.33333333333333,0.333333333333333,8,lowest 25%
363.1562,SW,PreFentonGoethite,2059349,8882618607.166666,2.3184030420246547e-4,1.33333333333333,0.333333333333333,65,second 25 %
363.1562,HW,PreFenton,1743131,8822958103.333334,1.9756763883322092e-4,1.33333333333333,0.333333333333333,49,third 25 %
363.1562,HW,PostFentonGoethite,0,8295042489.333333,0,1.33333333333333,0.333333333333333,7,lowest 25%
363.1562,HW,PreFentonGoethite,2276637.33333333,10813785976.333332,2.105310146063458e-4,1.33333333333333,0.333333333333333,54,second 25 %
363.1661,SW,PreFenton,6500263.66666667,8442516687.333333,7.699438339777631e-4,1.75,0.5625,91,top 25 %
363.1661,HW,PostFentonGoethite,7256417.33333333,8295042489.333333,8.747896520921285e-4,1.75,0.5625,92,top 25 %
363.1661,SW,PostFentonGoethite,18029932,10442460691.833334,0.0017265980243622607,1.75,0.5625,98,top 25 %
363.1661,HW,PreFentonGoethite,6853494.33333333,10813785976.333332,6.337738094995263e-4,1.75,0.5625,89,top 25 %
363.1661,HW,PostFenton,4014543.66666667,8918337356.5,4.501448539329731e-4,1.75,0.5625,81,top 25 %
363.1661,HW,PreFenton,5342153,8822958103.333334,6.054832106685083e-4,1.75,0.5625,87,top 25 %
363.1661,SW,PreFentonGoethite,9813933.33333333,8882618607.166666,0.0011048468663751095,1.75,0.5625,95,top 25 %
363.1661,SW,PostFenton,10917947,8884038661.5,0.001228939609112033,1.75,0.5625,96,top 25 %
363.1813,HW,PreFentonGoethite,14093521.3333333,10813785976.333332,0.0013032920536968163,1.4,0.3,98,top 25 %
363.1813,SW,PreFenton,20763564.6666667,8442516687.333333,0.0024594046343810205,1.4,0.3,100,top 25 %
363.1813,HW,PostFenton,4623828.33333333,8918337356.5,5.18463044007112e-4,1.4,0.3,84,top 25 %
363.1813,SW,PostFenton,9863914.33333333,8884038661.5,0.0011102961962648511,1.4,0.3,95,top 25 %
363.1813,HW,PostFentonGoethite,11630950.3333333,8295042489.333333,0.0014021568121308167,1.4,0.3,97,top 25 %
363.1813,SW,PreFentonGoethite,35462407,8882618607.166666,0.003992337008749678,1.4,0.3,100,top 25 %
363.1813,HW,PreFenton,9718052,8822958103.333334,0.0011014505437046671,1.4,0.3,96,top 25 %
363.1813,SW,PostFentonGoethite,31154886,10442460691.833334,0.0029834812808407405,1.4,0.3,100,top 25 %
363.2025,SW,PostFentonGoethite,9628364.66666667,10442460691.833334,9.220398286197679e-4,1.88235294117647,0.470588235294118,94,top 25 %
363.2025,HW,PreFenton,0,8822958103.333334,0,1.88235294117647,0.470588235294118,6,lowest 25%
363.2025,HW,PostFentonGoethite,5432344,8295042489.333333,6.548904369068028e-4,1.88235294117647,0.470588235294118,88,top 25 %
363.2025,HW,PostFenton,2575203,8918337356.5,2.88753710143416e-4,1.88235294117647,0.470588235294118,68,second 25 %
363.2025,SW,PreFentonGoethite,6374328.33333333,8882618607.166666,7.176181501466697e-4,1.88235294117647,0.470588235294118,90,top 25 %
363.2025,SW,PostFenton,3583899.66666667,8884038661.5,4.0340883276407944e-4,1.88235294117647,0.470588235294118,80,top 25 %
363.2025,HW,PreFentonGoethite,3587289.66666667,10813785976.333332,3.317330003125348e-4,1.88235294117647,0.470588235294118,75,second 25 %
363.2025,SW,PreFenton,2925150.33333333,8442516687.333333,3.4647847812039955e-4,1.88235294117647,0.470588235294118,75,second 25 %
363.2177,SW,PostFenton,0,8884038661.5,0,1.52380952380952,0.238095238095238,8,lowest 25%
363.2177,SW,PreFentonGoethite,8861970,8882618607.166666,9.976753918996357e-4,1.52380952380952,0.238095238095238,94,top 25 %
363.2177,HW,PostFenton,0,8918337356.5,0,1.52380952380952,0.238095238095238,8,lowest 25%
363.2177,HW,PreFenton,2783025.66666667,8822958103.333334,3.1542999910826237e-4,1.52380952380952,0.238095238095238,69,second 25 %
363.2177,SW,PreFenton,4097635.33333333,8442516687.333333,4.85357090200507e-4,1.52380952380952,0.238095238095238,83,top 25 %
363.2177,HW,PreFentonGoethite,4246069,10813785976.333332,3.9265332320177185e-4,1.52380952380952,0.238095238095238,79,top 25 %
363.2177,HW,PostFentonGoethite,2902556.66666667,8295042489.333333,3.4991462314980216e-4,1.52380952380952,0.238095238095238,74,second 25 %
363.2177,SW,PostFentonGoethite,4465020,10442460691.833334,4.275831273649829e-4,1.52380952380952,0.238095238095238,82,top 25 %
363.2388,HW,PostFentonGoethite,4852430.33333333,8295042489.333333,5.849795633443846e-4,2,0.388888888888889,86,top 25 %
363.2388,SW,PreFenton,9406058.33333333,8442516687.333333,0.0011141296702967304,2,0.388888888888889,95,top 25 %
363.2388,SW,PostFenton,0,8884038661.5,0,2,0.388888888888889,8,lowest 25%
363.2388,HW,PreFentonGoethite,10536167.6666667,10813785976.333332,9.743273715353514e-4,2,0.388888888888889,95,top 25 %
363.2388,SW,PostFentonGoethite,8719746.66666667,10442460691.833334,8.350279617031323e-4,2,0.388888888888889,93,top 25 %
363.2388,SW,PreFentonGoethite,15939523,8882618607.166666,0.0017944621631215472,2,0.388888888888889,98,top 25 %
363.2388,HW,PreFenton,7457422.66666667,8822958103.333334,8.452292960395265e-4,2,0.388888888888889,93,top 25 %
363.2388,HW,PostFenton,0,8918337356.5,0,2,0.388888888888889,8,lowest 25%
364.0674,SW,PostFenton,0,8884038661.5,0,0.9375,0.5625,8,lowest 25%
364.0674,SW,PreFenton,1842420,8442516687.333333,2.182311351263612e-4,0.9375,0.5625,58,second 25 %
364.0674,SW,PreFentonGoethite,0,8882618607.166666,0,0.9375,0.5625,6,lowest 25%
364.0674,HW,PreFenton,2587926.66666667,8822958103.333334,2.9331734735189835e-4,0.9375,0.5625,66,second 25 %
364.0674,HW,PostFentonGoethite,0,8295042489.333333,0,0.9375,0.5625,7,lowest 25%
364.0674,SW,PostFentonGoethite,0,10442460691.833334,0,0.9375,0.5625,6,lowest 25%
364.0674,HW,PreFentonGoethite,0,10813785976.333332,0,0.9375,0.5625,6,lowest 25%
364.0674,HW,PostFenton,0,8918337356.5,0,0.9375,0.5625,8,lowest 25%
364.0885,HW,PreFenton,0,8822958103.333334,0,1.46153846153846,0.846153846153846,6,lowest 25%
364.0885,HW,PostFenton,2790467,8918337356.5,3.1289094462951764e-4,1.46153846153846,0.846153846153846,72,second 25 %
364.0885,SW,PreFentonGoethite,0,8882618607.166666,0,1.46153846153846,0.846153846153846,6,lowest 25%
364.0885,HW,PostFentonGoethite,0,8295042489.333333,0,1.46153846153846,0.846153846153846,7,lowest 25%
364.0885,SW,PostFentonGoethite,0,10442460691.833334,0,1.46153846153846,0.846153846153846,6,lowest 25%
364.0885,SW,PreFenton,0,8442516687.333333,0,1.46153846153846,0.846153846153846,6,lowest 25%
364.0885,HW,PreFentonGoethite,0,10813785976.333332,0,1.46153846153846,0.846153846153846,6,lowest 25%
364.0885,SW,PostFenton,1947394.66666667,8884038661.5,2.192015074299404e-4,1.46153846153846,0.846153846153846,62,second 25 %
364.1038,HW,PreFentonGoethite,1721931,10813785976.333332,1.5923479563665835e-4,1.11764705882353,0.470588235294118,40,third 25 %
364.1038,HW,PostFenton,0,8918337356.5,0,1.11764705882353,0.470588235294118,8,lowest 25%
364.1038,SW,PostFenton,0,8884038661.5,0,1.11764705882353,0.470588235294118,8,lowest 25%
364.1038,HW,PostFentonGoethite,0,8295042489.333333,0,1.11764705882353,0.470588235294118,7,lowest 25%
364.1038,HW,PreFenton,2088313.33333333,8822958103.333334,2.3669083643776574e-4,1.11764705882353,0.470588235294118,56,second 25 %
364.1038,SW,PreFenton,1669760,8442516687.333333,1.9777988742447047e-4,1.11764705882353,0.470588235294118,53,second 25 %
364.1038,SW,PostFentonGoethite,0,10442460691.833334,0,1.11764705882353,0.470588235294118,6,lowest 25%
364.1038,SW,PreFentonGoethite,0,8882618607.166666,0,1.11764705882353,0.470588235294118,6,lowest 25%
364.1249,SW,PreFentonGoethite,2831223,8882618607.166666,3.1873742701456475e-4,1.64285714285714,0.714285714285714,75,second 25 %
364.1249,SW,PreFenton,1946161.33333333,8442516687.333333,2.3051909820364806e-4,1.64285714285714,0.714285714285714,61,second 25 %
364.1249,SW,PostFenton,2673592.33333333,8884038661.5,3.009433474124386e-4,1.64285714285714,0.714285714285714,73,second 25 %
364.1249,SW,PostFentonGoethite,2573462.33333333,10442460691.833334,2.46442137469183e-4,1.64285714285714,0.714285714285714,68,second 25 %
364.1249,HW,PostFentonGoethite,3006450,8295042489.333333,3.624393731395614e-4,1.64285714285714,0.714285714285714,75,second 25 %
364.1249,HW,PostFenton,3093582.33333333,8918337356.5,3.4687881941117846e-4,1.64285714285714,0.714285714285714,75,second 25 %
364.1249,HW,PreFenton,1643308,8822958103.333334,1.8625363293736535e-4,1.64285714285714,0.714285714285714,48,third 25 %
364.1249,HW,PreFentonGoethite,0,10813785976.333332,0,1.64285714285714,0.714285714285714,7,lowest 25%
364.1514,HW,PreFenton,1995579,8822958103.333334,2.2618026478512526e-4,1.35294117647059,0.352941176470588,54,second 25 %
364.1514,SW,PreFenton,0,8442516687.333333,0,1.35294117647059,0.352941176470588,6,lowest 25%
364.1514,SW,PostFenton,0,8884038661.5,0,1.35294117647059,0.352941176470588,8,lowest 25%
364.1514,HW,PostFentonGoethite,0,8295042489.333333,0,1.35294117647059,0.352941176470588,7,lowest 25%
364.1514,HW,PreFentonGoethite,2108829.33333333,10813785976.333332,1.950130451951462e-4,1.35294117647059,0.352941176470588,50,third 25 %
364.1514,SW,PreFentonGoethite,1575069.5,8882618607.166666,1.7732040174833172e-4,1.35294117647059,0.352941176470588,56,second 25 %
364.1514,HW,PostFenton,0,8918337356.5,0,1.35294117647059,0.352941176470588,8,lowest 25%
364.1514,SW,PostFentonGoethite,0,10442460691.833334,0,1.35294117647059,0.352941176470588,6,lowest 25%
364.1548,HW,PostFenton,0,8918337356.5,0,1.92857142857143,0.428571428571429,8,lowest 25%
364.1548,SW,PreFentonGoethite,1710208,8882618607.166666,1.925342149239833e-4,1.92857142857143,0.428571428571429,58,second 25 %
364.1548,HW,PreFentonGoethite,1802228,10813785976.333332,1.666602246377256e-4,1.92857142857143,0.428571428571429,42,third 25 %
364.1548,HW,PostFentonGoethite,0,8295042489.333333,0,1.92857142857143,0.428571428571429,7,lowest 25%
364.1548,SW,PostFenton,0,8884038661.5,0,1.92857142857143,0.428571428571429,8,lowest 25%
364.1548,HW,PreFenton,0,8822958103.333334,0,1.92857142857143,0.428571428571429,6,lowest 25%
364.1548,SW,PreFenton,0,8442516687.333333,0,1.92857142857143,0.428571428571429,6,lowest 25%
364.1548,SW,PostFentonGoethite,0,10442460691.833334,0,1.92857142857143,0.428571428571429,6,lowest 25%
364.1878,SW,PostFentonGoethite,2251229,10442460691.833334,2.1558414883578194e-4,1.5,0.277777777777778,63,second 25 %
364.1878,SW,PostFenton,0,8884038661.5,0,1.5,0.277777777777778,8,lowest 25%
364.1878,HW,PostFenton,0,8918337356.5,0,1.5,0.277777777777778,8,lowest 25%
364.1878,HW,PostFentonGoethite,0,8295042489.333333,0,1.5,0.277777777777778,7,lowest 25%
364.1878,HW,PreFentonGoethite,6993153,10813785976.333332,6.466886819569914e-4,1.5,0.277777777777778,89,top 25 %
364.1878,HW,PreFenton,4354542,8822958103.333334,4.935467163053674e-4,1.5,0.277777777777778,83,top 25 %
364.1878,SW,PreFenton,2985371,8442516687.333333,3.5361150123387725e-4,1.5,0.277777777777778,75,second 25 %
364.1878,SW,PreFentonGoethite,5658164.66666667,8882618607.166666,6.369928640301583e-4,1.5,0.277777777777778,89,top 25 %
365.015,SW,PostFenton,2457547,8884038661.5,2.7662497808007765e-4,0.666666666666667,0.733333333333333,70,second 25 %
365.015,HW,PostFenton,3311458.66666667,8918337356.5,3.713089709768785e-4,0.666666666666667,0.733333333333333,77,top 25 %
365.015,SW,PostFentonGoethite,0,10442460691.833334,0,0.666666666666667,0.733333333333333,6,lowest 25%
365.015,SW,PreFentonGoethite,0,8882618607.166666,0,0.666666666666667,0.733333333333333,7,lowest 25%
365.015,HW,PreFenton,4871797.33333333,8822958103.333334,5.521727833540039e-4,0.666666666666667,0.733333333333333,85,top 25 %
365.015,HW,PreFentonGoethite,0,10813785976.333332,0,0.666666666666667,0.733333333333333,7,lowest 25%
365.015,HW,PostFentonGoethite,0,8295042489.333333,0,0.666666666666667,0.733333333333333,7,lowest 25%
365.015,SW,PreFenton,4821498,8442516687.333333,5.710972425122829e-4,0.666666666666667,0.733333333333333,86,top 25 %
365.0303,SW,PreFenton,1757353.33333333,8442516687.333333,2.0815515069931245e-4,0.526315789473684,0.421052631578947,56,second 25 %
365.0303,HW,PreFentonGoethite,0,10813785976.333332,0,0.526315789473684,0.421052631578947,7,lowest 25%
365.0303,SW,PostFenton,0,8884038661.5,0,0.526315789473684,0.421052631578947,8,lowest 25%
365.0303,HW,PreFenton,2347472.33333333,8822958103.333334,2.6606409163911247e-4,0.526315789473684,0.421052631578947,61,second 25 %
365.0303,HW,PostFenton,0,8918337356.5,0,0.526315789473684,0.421052631578947,8,lowest 25%
365.0303,HW,PostFentonGoethite,0,8295042489.333333,0,0.526315789473684,0.421052631578947,7,lowest 25%
365.0303,SW,PreFentonGoethite,0,8882618607.166666,0,0.526315789473684,0.421052631578947,7,lowest 25%
365.0303,SW,PostFentonGoethite,0,10442460691.833334,0,0.526315789473684,0.421052631578947,6,lowest 25%
365.0362,HW,PostFenton,1553544.5,8918337356.5,1.7419665100106599e-4,1.16666666666667,1.08333333333333,49,third 25 %
365.0362,HW,PreFenton,0,8822958103.333334,0,1.16666666666667,1.08333333333333,6,lowest 25%
365.0362,SW,PreFentonGoethite,0,8882618607.166666,0,1.16666666666667,1.08333333333333,7,lowest 25%
365.0362,SW,PreFenton,0,8442516687.333333,0,1.16666666666667,1.08333333333333,6,lowest 25%
365.0362,HW,PreFentonGoethite,0,10813785976.333332,0,1.16666666666667,1.08333333333333,7,lowest 25%
365.0362,HW,PostFentonGoethite,0,8295042489.333333,0,1.16666666666667,1.08333333333333,7,lowest 25%
365.0362,SW,PostFenton,0,8884038661.5,0,1.16666666666667,1.08333333333333,8,lowest 25%
365.0362,SW,PostFentonGoethite,0,10442460691.833334,0,1.16666666666667,1.08333333333333,6,lowest 25%
365.0514,SW,PreFentonGoethite,2421217.33333333,8882618607.166666,2.7257922921286365e-4,0.875,0.625,71,second 25 %
365.0514,SW,PreFenton,12293637.6666667,8442516687.333333,0.001456157935122754,0.875,0.625,97,top 25 %
365.0514,HW,PreFentonGoethite,3794511,10813785976.333332,3.50895700017046e-4,0.875,0.625,77,top 25 %
365.0514,HW,PostFentonGoethite,1923618,8295042489.333333,2.3189971630327357e-4,0.875,0.625,61,second 25 %
365.0514,HW,PostFenton,7064600.33333333,8918337356.5,7.921432046057777e-4,0.875,0.625,91,top 25 %
365.0514,HW,PreFenton,11811118,8822958103.333334,0.0013386800505759777,0.875,0.625,98,top 25 %
365.0514,SW,PostFentonGoethite,1761643.5,10442460691.833334,1.6870003651320582e-4,0.875,0.625,54,second 25 %
365.0514,SW,PostFenton,6686337,8884038661.5,7.52623581994978e-4,0.875,0.625,91,top 25 %
365.0667,HW,PostFenton,0,8918337356.5,0,0.7,0.35,8,lowest 25%
365.0667,HW,PreFenton,2170846.33333333,8822958103.333334,2.460451821156421e-4,0.7,0.35,58,second 25 %
365.0667,SW,PreFenton,2444469.33333333,8442516687.333333,2.8954273042786777e-4,0.7,0.35,70,second 25 %
365.0667,HW,PostFentonGoethite,0,8295042489.333333,0,0.7,0.35,7,lowest 25%
365.0667,HW,PreFentonGoethite,1588459,10813785976.333332,1.4689203239979457e-4,0.7,0.35,39,third 25 %
365.0667,SW,PreFentonGoethite,0,8882618607.166666,0,0.7,0.35,7,lowest 25%
365.0667,SW,PostFentonGoethite,0,10442460691.833334,0,0.7,0.35,6,lowest 25%
365.0667,SW,PostFenton,0,8884038661.5,0,0.7,0.35,8,lowest 25%
365.0726,HW,PreFenton,2389131.33333333,8822958103.333334,2.707857506917902e-4,1.38461538461538,0.923076923076923,62,second 25 %
365.0726,HW,PostFentonGoethite,8862675.66666667,8295042489.333333,0.0010684304122689258,1.38461538461538,0.923076923076923,95,top 25 %
365.0726,SW,PreFentonGoethite,5775506,8882618607.166666,6.502030826067677e-4,1.38461538461538,0.923076923076923,89,top 25 %
365.0726,SW,PreFenton,1777932.33333333,8442516687.333333,2.1059269400092954e-4,1.38461538461538,0.923076923076923,56,second 25 %
365.0726,SW,PostFenton,9467186,8884038661.5,0.0010656398920264874,1.38461538461538,0.923076923076923,94,top 25 %
365.0726,HW,PostFenton,11474633.6666667,8918337356.5,0.0012866337309278373,1.38461538461538,0.923076923076923,97,top 25 %
365.0726,HW,PreFentonGoethite,8560897.66666667,10813785976.333332,7.91665165687831e-4,1.38461538461538,0.923076923076923,93,top 25 %
365.0726,SW,PostFentonGoethite,6812946.33333333,10442460691.833334,6.524272903092167e-4,1.38461538461538,0.923076923076923,89,top 25 %
365.0878,HW,PreFentonGoethite,6605746.33333333,10813785976.333332,6.10863424501875e-4,1.05882352941176,0.529411764705882,88,top 25 %
365.0878,HW,PostFenton,9335161.33333333,8918337356.5,0.0010467378570882984,1.05882352941176,0.529411764705882,95,top 25 %
365.0878,SW,PostFenton,8938806.66666667,8884038661.5,0.0010061647643885222,1.05882352941176,0.529411764705882,94,top 25 %
365.0878,SW,PreFentonGoethite,6572865.66666667,8882618607.166666,7.399693668445425e-4,1.05882352941176,0.529411764705882,91,top 25 %
365.0878,HW,PostFentonGoethite,5294040.33333333,8295042489.333333,6.382173858833131e-4,1.05882352941176,0.529411764705882,87,top 25 %
365.0878,SW,PostFentonGoethite,5303916.33333333,10442460691.833334,5.079182474185734e-4,1.05882352941176,0.529411764705882,85,top 25 %
365.0878,HW,PreFenton,13518481,8822958103.333334,0.001532193720254966,1.05882352941176,0.529411764705882,99,top 25 %
365.0878,SW,PreFenton,15298748.3333333,8442516687.333333,0.0018121075622256884,1.05882352941176,0.529411764705882,99,top 25 %
365.0912,HW,PostFenton,0,8918337356.5,0,1.57142857142857,0.642857142857143,8,lowest 25%
365.0912,SW,PreFentonGoethite,0,8882618607.166666,0,1.57142857142857,0.642857142857143,7,lowest 25%
365.0912,SW,PostFenton,0,8884038661.5,0,1.57142857142857,0.642857142857143,8,lowest 25%
365.0912,SW,PostFentonGoethite,1644007.5,10442460691.833334,1.5743487560223405e-4,1.57142857142857,0.642857142857143,52,second 25 %
365.0912,HW,PreFentonGoethite,0,10813785976.333332,0,1.57142857142857,0.642857142857143,7,lowest 25%
365.0912,HW,PostFentonGoethite,1926277,8295042489.333333,2.322202692122453e-4,1.57142857142857,0.642857142857143,61,second 25 %
365.0912,HW,PreFenton,0,8822958103.333334,0,1.57142857142857,0.642857142857143,6,lowest 25%
365.0912,SW,PreFenton,0,8442516687.333333,0,1.57142857142857,0.642857142857143,6,lowest 25%
365.099,HW,PreFentonGoethite,0,10813785976.333332,0,1.125,0.5,7,lowest 25%
365.099,HW,PostFenton,1515340,8918337356.5,1.6991283682440725e-4,1.125,0.5,49,third 25 %
365.099,HW,PreFenton,1779519.33333333,8822958103.333334,2.0169191698428483e-4,1.125,0.5,50,third 25 %
365.099,HW,PostFentonGoethite,0,8295042489.333333,0,1.125,0.5,7,lowest 25%
365.099,SW,PreFenton,0,8442516687.333333,0,1.125,0.5,6,lowest 25%
365.099,SW,PostFentonGoethite,0,10442460691.833334,0,1.125,0.5,6,lowest 25%
365.099,SW,PostFenton,0,8884038661.5,0,1.125,0.5,8,lowest 25%
365.099,SW,PreFentonGoethite,0,8882618607.166666,0,1.125,0.5,7,lowest 25%
365.1089,HW,PreFenton,2784238,8822958103.333334,3.1556740578288683e-4,1.57142857142857,0.785714285714286,69,second 25 %
365.1089,SW,PreFenton,2454210.66666667,8442516687.333333,2.906965727824769e-4,1.57142857142857,0.785714285714286,70,second 25 %
365.1089,HW,PostFentonGoethite,8255797,8295042489.333333,9.952688018917564e-4,1.57142857142857,0.785714285714286,94,top 25 %
365.1089,SW,PostFenton,8796477.33333333,8884038661.5,9.901439726341887e-4,1.57142857142857,0.785714285714286,94,top 25 %
365.1089,SW,PostFentonGoethite,6553202.66666667,10442460691.833334,6.275534914669767e-4,1.57142857142857,0.785714285714286,88,top 25 %
365.1089,HW,PreFentonGoethite,4219493.66666667,10813785976.333332,3.9019578119090794e-4,1.57142857142857,0.785714285714286,79,top 25 %
365.1089,HW,PostFenton,8814975.66666667,8918337356.5,9.884102063308924e-4,1.57142857142857,0.785714285714286,94,top 25 %
365.1089,SW,PreFentonGoethite,2113010.33333333,8882618607.166666,2.3788146567820813e-4,1.57142857142857,0.785714285714286,66,second 25 %
365.1242,HW,PreFenton,12805107.6666667,8822958103.333334,0.001451339507305254,1.22222222222222,0.444444444444444,99,top 25 %
365.1242,SW,PreFentonGoethite,13737804.3333333,8882618607.166666,0.001546593965235587,1.22222222222222,0.444444444444444,98,top 25 %
365.1242,HW,PostFentonGoethite,15222415.3333333,8295042489.333333,0.0018351220446318312,1.22222222222222,0.444444444444444,99,top 25 %
365.1242,SW,PostFenton,12847085,8884038661.5,0.0014460861202320423,1.22222222222222,0.444444444444444,97,top 25 %
365.1242,HW,PreFentonGoethite,11354048.6666667,10813785976.333332,0.0010499605495721636,1.22222222222222,0.444444444444444,96,top 25 %
365.1242,HW,PostFenton,12140932.3333333,8918337356.5,0.0013613448166416983,1.22222222222222,0.444444444444444,98,top 25 %
365.1242,SW,PostFentonGoethite,16327970.3333333,10442460691.833334,0.0015636132914632667,1.22222222222222,0.444444444444444,98,top 25 %
365.1242,SW,PreFenton,13646024,8442516687.333333,0.0016163455170273705,1.22222222222222,0.444444444444444,98,top 25 %
365.1276,HW,PostFenton,0,8918337356.5,0,1.73333333333333,0.533333333333333,8,lowest 25%
365.1276,SW,PreFentonGoethite,1902840,8882618607.166666,2.1422061265410545e-4,1.73333333333333,0.533333333333333,62,second 25 %
365.1276,HW,PreFentonGoethite,2509152,10813785976.333332,2.3203270394766838e-4,1.73333333333333,0.533333333333333,60,second 25 %
365.1276,SW,PostFenton,0,8884038661.5,0,1.73333333333333,0.533333333333333,8,lowest 25%
365.1276,HW,PostFentonGoethite,4009787.33333333,8295042489.333333,4.833956352230324e-4,1.73333333333333,0.533333333333333,82,top 25 %
365.1276,HW,PreFenton,0,8822958103.333334,0,1.73333333333333,0.533333333333333,6,lowest 25%
