"Mass","HC","OC"
503.177,1.45,0.59
393.2283,1.55,0.27
409.2232,1.55,0.32
425.2181,1.55,0.36
441.213,1.55,0.41
457.2079,1.55,0.45
473.2028,1.55,0.5
489.1977,1.55,0.55
585.1672,1.55,0.82
395.2439,1.64,0.27
411.2388,1.64,0.32
427.2337,1.64,0.36
443.2287,1.64,0.41
459.2236,1.64,0.45
475.2185,1.64,0.5
491.2134,1.64,0.55
571.188,1.64,0.77
587.1829,1.64,0.82
603.1778,1.64,0.86
413.2545,1.73,0.32
429.2494,1.73,0.36
445.2443,1.73,0.41
461.2392,1.73,0.45
477.2341,1.73,0.5
493.229,1.73,0.55
481.0412,0.61,0.52
435.0722,0.7,0.39
451.0671,0.7,0.43
467.062,0.7,0.48
483.0569,0.7,0.52
499.0518,0.7,0.57
515.0467,0.7,0.61
531.0416,0.7,0.65
437.0878,0.78,0.39
453.0827,0.78,0.43
469.0776,0.78,0.48
485.0725,0.78,0.52
501.0675,0.78,0.57
517.0624,0.78,0.61
533.0573,0.78,0.65
549.0522,0.78,0.7
439.1035,0.87,0.39
455.0984,0.87,0.43
471.0933,0.87,0.48
487.0882,0.87,0.52
503.0831,0.87,0.57
519.078,0.87,0.61
535.0729,0.87,0.65
551.0679,0.87,0.7
409.1293,0.96,0.3
425.1242,0.96,0.35
441.1191,0.96,0.39
457.114,0.96,0.43
473.1089,0.96,0.48
489.1038,0.96,0.52
505.0988,0.96,0.57
521.0937,0.96,0.61
537.0886,0.96,0.65
553.0835,0.96,0.7
395.15,1.04,0.26
411.1449,1.04,0.3
427.1398,1.04,0.35
443.1348,1.04,0.39
459.1297,1.04,0.43
475.1246,1.04,0.48
491.1195,1.04,0.52
507.1144,1.04,0.57
523.1093,1.04,0.61
539.1042,1.04,0.65
397.1657,1.13,0.26
413.1606,1.13,0.3
429.1555,1.13,0.35
445.1504,1.13,0.39
461.1453,1.13,0.43
477.1402,1.13,0.48
493.1351,1.13,0.52
509.1301,1.13,0.57
525.125,1.13,0.61
541.1199,1.13,0.65
399.1813,1.22,0.26
415.1762,1.22,0.3
431.1711,1.22,0.35
447.1661,1.22,0.39
463.161,1.22,0.43
479.1559,1.22,0.48
495.1508,1.22,0.52
511.1457,1.22,0.57
527.1406,1.22,0.61
385.202,1.3,0.22
401.197,1.3,0.26
417.1919,1.3,0.3
433.1868,1.3,0.35
449.1817,1.3,0.39
465.1766,1.3,0.43
481.1715,1.3,0.48
497.1664,1.3,0.52
387.2177,1.39,0.22
403.2126,1.39,0.26
419.2075,1.39,0.3
435.2024,1.39,0.35
451.1974,1.39,0.39
467.1923,1.39,0.43
483.1872,1.39,0.48
499.1821,1.39,0.52
389.2333,1.48,0.22
405.2283,1.48,0.26
421.2232,1.48,0.3
437.2181,1.48,0.35
453.213,1.48,0.39
469.2079,1.48,0.43
485.2028,1.48,0.48
407.2439,1.57,0.26
423.2388,1.57,0.3
439.2337,1.57,0.35
455.2287,1.57,0.39
471.2236,1.57,0.43
487.2185,1.57,0.48
583.188,1.57,0.74
425.2545,1.65,0.3
441.2494,1.65,0.35
457.2443,1.65,0.39
617.1935,1.65,0.83
633.1884,1.65,0.87
459.26,1.74,0.39
603.2142,1.74,0.78
479.062,0.67,0.46
495.0569,0.67,0.5
481.0776,0.75,0.46
497.0725,0.75,0.5
513.0675,0.75,0.54
529.0624,0.75,0.58
545.0573,0.75,0.62
561.0522,0.75,0.67
467.0984,0.83,0.42
483.0933,0.83,0.46
499.0882,0.83,0.5
515.0831,0.83,0.54
531.078,0.83,0.58
547.0729,0.83,0.62
563.0679,0.83,0.67
453.1191,0.92,0.38
469.114,0.92,0.42
485.1089,0.92,0.46
501.1038,0.92,0.5
517.0988,0.92,0.54
533.0937,0.92,0.58
549.0886,0.92,0.62
455.1348,1,0.38
471.1297,1,0.42
487.1246,1,0.46
503.1195,1,0.5
519.1144,1,0.54
535.1093,1,0.58
425.1606,1.08,0.29
441.1555,1.08,0.33
457.1504,1.08,0.38
473.1453,1.08,0.42
489.1402,1.08,0.46
505.1351,1.08,0.5
521.1301,1.08,0.54
537.125,1.08,0.58
553.1199,1.08,0.62
411.1813,1.17,0.25
427.1762,1.17,0.29
443.1711,1.17,0.33
459.1661,1.17,0.38
475.161,1.17,0.42
491.1559,1.17,0.46
507.1508,1.17,0.5
523.1457,1.17,0.54
539.1406,1.17,0.58
413.197,1.25,0.25
429.1919,1.25,0.29
445.1868,1.25,0.33
461.1817,1.25,0.38
477.1766,1.25,0.42
493.1715,1.25,0.46
509.1664,1.25,0.5
525.1614,1.25,0.54
399.2177,1.33,0.21
415.2126,1.33,0.25
431.2075,1.33,0.29
447.2024,1.33,0.33
463.1974,1.33,0.38
479.1923,1.33,0.42
495.1872,1.33,0.46
511.1821,1.33,0.5
401.2333,1.42,0.21
417.2283,1.42,0.25
433.2232,1.42,0.29
449.2181,1.42,0.33
465.213,1.42,0.38
481.2079,1.42,0.42
497.2028,1.42,0.46
513.1977,1.42,0.5
403.249,1.5,0.21
419.2439,1.5,0.25
435.2388,1.5,0.29
451.2337,1.5,0.33
467.2287,1.5,0.38
483.2236,1.5,0.42
499.2185,1.5,0.46
515.2134,1.5,0.5
643.1727,1.5,0.83
421.2596,1.58,0.25
437.2545,1.58,0.29
453.2494,1.58,0.33
469.2443,1.58,0.38
485.2392,1.58,0.42
645.1884,1.58,0.83
661.1833,1.58,0.88
608.2308,1.62,0.62
471.26,1.67,0.38
631.2091,1.67,0.79
647.204,1.67,0.83
367.3582,2,0.08
511.0882,0.8,0.48
527.0831,0.8,0.52
543.078,0.8,0.56
559.0729,0.8,0.6
513.1038,0.88,0.48
529.0988,0.88,0.52
545.0937,0.88,0.56
499.1246,0.96,0.44
515.1195,0.96,0.48
531.1144,0.96,0.52
547.1093,0.96,0.56
563.1042,0.96,0.6
485.1453,1.04,0.4
501.1402,1.04,0.44
517.1351,1.04,0.48
533.1301,1.04,0.52
549.125,1.04,0.56
565.1199,1.04,0.6
439.1762,1.12,0.28
455.1711,1.12,0.32
471.1661,1.12,0.36
487.161,1.12,0.4
503.1559,1.12,0.44
519.1508,1.12,0.48
535.1457,1.12,0.52
551.1406,1.12,0.56
441.1919,1.2,0.28
457.1868,1.2,0.32
473.1817,1.2,0.36
489.1766,1.2,0.4
505.1715,1.2,0.44
521.1664,1.2,0.48
537.1614,1.2,0.52
427.2126,1.28,0.24
443.2075,1.28,0.28
459.2024,1.28,0.32
475.1974,1.28,0.36
491.1923,1.28,0.4
507.1872,1.28,0.44
523.1821,1.28,0.48
429.2283,1.36,0.24
445.2232,1.36,0.28
461.2181,1.36,0.32
477.213,1.36,0.36
493.2079,1.36,0.4
509.2028,1.36,0.44
525.1977,1.36,0.48
541.1927,1.36,0.52
415.249,1.44,0.2
431.2439,1.44,0.24
447.2388,1.44,0.28
463.2337,1.44,0.32
479.2287,1.44,0.36
495.2236,1.44,0.4
511.2185,1.44,0.44
449.2545,1.52,0.28
465.2494,1.52,0.32
481.2443,1.52,0.36
497.2392,1.52,0.4
451.2701,1.6,0.28
467.265,1.6,0.32
499.2549,1.6,0.4
659.204,1.6,0.8
677.2146,1.68,0.84
523.0882,0.77,0.46
555.078,0.77,0.54
541.0988,0.85,0.5
511.1246,0.92,0.42
543.1144,0.92,0.5
559.1093,0.92,0.54
497.1453,1,0.38
513.1402,1,0.42
529.1351,1,0.46
561.125,1,0.54
577.1199,1,0.58
467.1711,1.08,0.31
483.1661,1.08,0.35
499.161,1.08,0.38
515.1559,1.08,0.42
531.1508,1.08,0.46
547.1457,1.08,0.5
563.1406,1.08,0.54
485.1817,1.15,0.35
501.1766,1.15,0.38
517.1715,1.15,0.42
533.1664,1.15,0.46
549.1614,1.15,0.5
565.1563,1.15,0.54
455.2075,1.23,0.27
471.2024,1.23,0.31
487.1974,1.23,0.35
503.1923,1.23,0.38
519.1872,1.23,0.42
535.1821,1.23,0.46
551.177,1.23,0.5
441.2283,1.31,0.23
457.2232,1.31,0.27
473.2181,1.31,0.31
489.213,1.31,0.35
505.2079,1.31,0.38
521.2028,1.31,0.42
537.1977,1.31,0.46
443.2439,1.38,0.23
459.2388,1.38,0.27
475.2337,1.38,0.31
491.2287,1.38,0.35
507.2236,1.38,0.38
523.2185,1.38,0.42
539.2134,1.38,0.46
445.2596,1.46,0.23
461.2545,1.46,0.27
477.2494,1.46,0.31
493.2443,1.46,0.35
509.2392,1.46,0.38
525.2341,1.46,0.42
463.2701,1.54,0.27
479.265,1.54,0.31
495.26,1.54,0.35
511.2549,1.54,0.38
527.2498,1.54,0.42
481.2807,1.62,0.31
497.2756,1.62,0.35
513.2705,1.62,0.38
529.2654,1.62,0.42
657.2248,1.62,0.73
673.2197,1.62,0.77
543.1508,1.04,0.44
575.1406,1.04,0.52
497.1817,1.11,0.33
513.1766,1.11,0.37
561.1614,1.11,0.48
467.2075,1.19,0.26
499.1974,1.19,0.33
515.1923,1.19,0.37
531.1872,1.19,0.41
547.1821,1.19,0.44
563.177,1.19,0.48
469.2232,1.26,0.26
485.2181,1.26,0.3
501.213,1.26,0.33
517.2079,1.26,0.37
533.2028,1.26,0.41
549.1977,1.26,0.44
565.1927,1.26,0.48
455.2439,1.33,0.22
471.2388,1.33,0.26
487.2337,1.33,0.3
503.2287,1.33,0.33
519.2236,1.33,0.37
535.2185,1.33,0.41
551.2134,1.33,0.44
457.2596,1.41,0.22
473.2545,1.41,0.26
489.2494,1.41,0.3
505.2443,1.41,0.33
521.2392,1.41,0.37
537.2341,1.41,0.41
553.229,1.41,0.44
459.2752,1.48,0.22
475.2701,1.48,0.26
491.265,1.48,0.3
507.26,1.48,0.33
523.2549,1.48,0.37
539.2498,1.48,0.41
477.2858,1.56,0.26
493.2807,1.56,0.3
509.2756,1.56,0.33
525.2705,1.56,0.37
479.3014,1.63,0.26
495.2963,1.63,0.3
735.2201,1.63,0.85
571.1457,1,0.46
573.1614,1.07,0.46
543.1872,1.14,0.39
559.1821,1.14,0.43
513.213,1.21,0.32
529.2079,1.21,0.36
545.2028,1.21,0.39
561.1977,1.21,0.43
483.2388,1.29,0.25
499.2337,1.29,0.29
515.2287,1.29,0.32
531.2236,1.29,0.36
547.2185,1.29,0.39
563.2134,1.29,0.43
579.2083,1.29,0.46
485.2545,1.36,0.25
501.2494,1.36,0.29
517.2443,1.36,0.32
533.2392,1.36,0.36
549.2341,1.36,0.39
471.2752,1.43,0.21
487.2701,1.43,0.25
503.265,1.43,0.29
519.26,1.43,0.32
535.2549,1.43,0.36
551.2498,1.43,0.39
473.2909,1.5,0.21
489.2858,1.5,0.25
505.2807,1.5,0.29
521.2756,1.5,0.32
537.2705,1.5,0.36
553.2654,1.5,0.39
539.2862,1.57,0.36
585.1614,1.03,0.45
587.177,1.1,0.45
525.213,1.17,0.31
527.2287,1.24,0.31
543.2236,1.24,0.34
497.2545,1.31,0.24
513.2494,1.31,0.28
529.2443,1.31,0.31
545.2392,1.31,0.34
561.2341,1.31,0.38
499.2701,1.38,0.24
515.265,1.38,0.28
531.26,1.38,0.31
547.2549,1.38,0.34
563.2498,1.38,0.38
485.2909,1.45,0.21
501.2858,1.45,0.24
517.2807,1.45,0.28
533.2756,1.45,0.31
549.2705,1.45,0.34
487.3065,1.52,0.21
503.3014,1.52,0.24
519.2963,1.52,0.28
535.2913,1.52,0.31
551.2862,1.52,0.34
505.3171,1.59,0.24
521.312,1.59,0.28
545.1288,0.93,0.2
486.2204,1.13,0.1
587.2134,1.2,0.4
527.265,1.33,0.27
543.26,1.33,0.3
559.2549,1.33,0.33
575.2498,1.33,0.37
513.2858,1.4,0.23
529.2807,1.4,0.27
545.2756,1.4,0.3
561.2705,1.4,0.33
499.3065,1.47,0.2
515.3014,1.47,0.23
531.2963,1.47,0.27
547.2913,1.47,0.3
563.2862,1.47,0.33
485.3272,1.53,0.17
501.3222,1.53,0.2
517.3171,1.53,0.23
533.312,1.53,0.27
487.3429,1.6,0.17
503.3378,1.6,0.2
519.3327,1.6,0.23
535.3276,1.6,0.27
500.236,1.16,0.1
321.0827,1.5,0.83
369.0675,1.5,1.08
339.0933,1.67,0.92
357.0861,1.83,0.83
379.0341,1.23,0.85
319.0857,1.54,0.54
383.0831,1.54,1
314.1358,1.62,0.46
337.114,1.69,0.77
323.1348,1.85,0.69
315.1085,1.43,0.57
397.0988,1.57,0.93
329.1354,1.57,0.5
357.1416,1.57,0.5
344.1463,1.64,0.5
351.1297,1.71,0.71
431.096,1.79,0.93
314.1721,1.79,0.36
353.1276,1.86,0.57
369.1225,1.86,0.64
329.183,1.86,0.36
300.1929,1.93,0.29
364.1548,1.93,0.43
309.1741,2.14,0.36
309.098,1.2,0.47
423.0603,1.33,0.8
322.1408,1.4,0.33
297.1344,1.47,0.4
353.1467,1.47,0.4
324.1565,1.53,0.33
299.15,1.6,0.4
347.117,1.6,0.47
363.1297,1.6,0.67
317.1606,1.73,0.47
333.1555,1.73,0.53
349.1504,1.73,0.6
313.1769,1.73,0.33
329.1718,1.73,0.4
351.1483,1.87,0.47
367.1432,1.87,0.53
383.1381,1.87,0.6
367.161,1.87,0.67
447.1178,1.87,0.87
394.1653,1.93,0.47
337.169,2,0.4
332.1252,1.19,0.31
309.1344,1.38,0.38
373.0963,1.38,0.5
421.081,1.38,0.69
336.1565,1.44,0.31
391.1246,1.5,0.69
439.1093,1.5,0.88
403.1358,1.5,0.62
367.1623,1.5,0.38
374.1457,1.56,0.56
297.153,1.62,0.19
388.1548,1.69,0.38
395.1559,1.75,0.69
411.1508,1.75,0.75
327.1925,1.75,0.31
386.2045,1.81,0.38
402.1994,1.81,0.44
317.197,1.88,0.38
333.1919,1.88,0.44
365.1639,1.88,0.44
381.1589,1.88,0.5
335.1898,2,0.31
319.2126,2,0.38
351.1847,2,0.38
367.1796,2,0.44
362.1358,1.24,0.35
333.1456,1.29,0.29
348.1565,1.35,0.29
364.1514,1.35,0.35
307.1551,1.41,0.29
433.0931,1.53,0.29
428.1787,1.59,0.47
311.1864,1.65,0.29
371.1824,1.65,0.41
431.1784,1.65,0.53
398.2045,1.71,0.35
414.1994,1.71,0.41
409.1715,1.76,0.65
425.1664,1.76,0.71
341.2082,1.76,0.29
472.1494,1.82,0.71
356.2191,1.82,0.29
315.2177,1.88,0.29
363.2024,1.88,0.47
390.2068,1.94,0.29
365.2003,2,0.35
381.1952,2,0.41
351.2211,2.12,0.29
319.1551,1.33,0.28
479.1042,1.33,0.83
527.089,1.33,1
347.1612,1.33,0.28
362.1721,1.39,0.28
481.1199,1.44,0.83
513.1097,1.44,0.94
545.0996,1.44,1.06
393.178,1.44,0.33
348.1929,1.5,0.22
396.1776,1.5,0.39
435.1508,1.56,0.67
515.1254,1.56,0.94
395.1936,1.56,0.33
443.1784,1.56,0.5
426.1994,1.61,0.39
421.1715,1.67,0.61
465.1726,1.67,0.67
381.2143,1.67,0.28
445.194,1.67,0.5
421.1633,1.72,0.5
416.2038,1.72,0.44
439.1821,1.78,0.67
313.2384,1.89,0.22
393.1952,1.89,0.39
409.1902,1.89,0.44
409.2079,1.89,0.56
505.1336,1.94,0.56
347.2262,2,0.22
363.2211,2,0.28
379.216,2,0.33
333.2469,2.11,0.17
349.2418,2.11,0.22
365.2367,2.11,0.28
372.1565,1.21,0.26
388.1514,1.21,0.32
541.1046,1.37,0.95
361.1769,1.37,0.26
360.1929,1.42,0.21
479.1406,1.47,0.74
495.1355,1.47,0.79
511.1305,1.47,0.84
559.1152,1.47,1
391.1987,1.47,0.26
362.2085,1.53,0.21
410.1933,1.53,0.37
337.202,1.58,0.26
465.1614,1.58,0.68
481.1563,1.58,0.74
529.141,1.58,0.89
409.2093,1.58,0.32
457.194,1.58,0.47
412.2089,1.63,0.37
428.2038,1.63,0.42
440.2151,1.63,0.37
339.2177,1.68,0.26
419.1923,1.68,0.53
435.1872,1.68,0.58
451.1821,1.68,0.63
467.177,1.68,0.68
395.23,1.68,0.26
459.2097,1.68,0.47
414.2246,1.74,0.37
426.2358,1.74,0.32
341.2333,1.79,0.26
421.1902,1.79,0.42
469.1927,1.79,0.68
343.249,1.89,0.26
407.2109,1.89,0.37
423.2058,1.89,0.42
407.2287,1.89,0.47
439.2007,1.89,0.47
393.2316,2,0.32
425.2215,2,0.42
447.1344,1.2,0.3
329.1758,1.3,0.2
420.1776,1.35,0.35
331.1915,1.4,0.2
539.1254,1.4,0.85
555.1203,1.4,0.9
375.1925,1.4,0.25
391.1875,1.4,0.3
419.1936,1.4,0.3
374.2085,1.45,0.2
333.2071,1.5,0.2
493.1563,1.5,0.7
573.1309,1.5,0.95
437.2042,1.5,0.35
453.1991,1.5,0.4
392.2191,1.55,0.25
440.2038,1.55,0.4
488.1886,1.55,0.55
452.2151,1.55,0.35
468.21,1.55,0.4
447.1872,1.6,0.55
479.177,1.6,0.65
511.1668,1.6,0.75
471.2097,1.6,0.45
510.1828,1.65,0.7
410.2297,1.65,0.3
442.2195,1.65,0.4
506.1991,1.65,0.6
454.2307,1.65,0.35
353.2333,1.7,0.25
449.2028,1.7,0.55
481.1927,1.7,0.65
497.1876,1.7,0.7
529.1774,1.7,0.8
473.2253,1.7,0.45
412.2453,1.75,0.3
428.2402,1.75,0.35
440.2515,1.75,0.3
355.249,1.8,0.25
442.2671,1.85,0.3
445.2668,1.9,0.35
391.2524,2,0.25
391.2701,2,0.35
555.1567,1.52,0.81
571.1516,1.52,0.86
587.1465,1.52,0.9
451.2198,1.52,0.33
390.2398,1.57,0.19
406.2347,1.57,0.24
466.2307,1.57,0.33
482.2256,1.57,0.38
365.2333,1.62,0.24
509.1876,1.62,0.67
525.1825,1.62,0.71
573.1672,1.62,0.86
437.2406,1.62,0.29
453.2355,1.62,0.33
485.2253,1.62,0.43
468.2464,1.67,0.33
484.2413,1.67,0.38
367.249,1.71,0.24
479.2134,1.71,0.57
495.2083,1.71,0.62
511.2032,1.71,0.67
527.1981,1.71,0.71
543.1931,1.71,0.76
559.188,1.71,0.81
423.2613,1.71,0.24
471.246,1.71,0.38
487.241,1.71,0.43
454.2671,1.76,0.29
470.262,1.76,0.33
385.2596,1.81,0.29
449.2392,1.81,0.48
425.2769,1.81,0.24
441.2719,1.81,0.29
456.2828,1.86,0.29
472.2777,1.86,0.33
403.2701,1.9,0.33
451.2549,1.9,0.48
443.2875,1.9,0.29
405.2858,2,0.33
439.2735,2.1,0.33
357.2071,1.36,0.18
599.1465,1.45,0.86
377.2333,1.55,0.23
569.1723,1.55,0.77
601.1622,1.55,0.86
548.2097,1.59,0.59
496.2413,1.59,0.36
379.249,1.64,0.23
507.2083,1.64,0.59
539.1981,1.64,0.68
555.1931,1.64,0.73
483.246,1.64,0.36
499.241,1.64,0.41
566.2203,1.68,0.64
482.262,1.68,0.32
498.2569,1.68,0.36
397.2596,1.73,0.27
509.224,1.73,0.59
541.2138,1.73,0.68
557.2087,1.73,0.73
573.2036,1.73,0.77
453.2719,1.73,0.27
469.2668,1.73,0.32
485.2617,1.73,0.36
468.2828,1.77,0.27
484.2777,1.77,0.32
415.2701,1.82,0.32
431.265,1.82,0.36
447.26,1.82,0.41
495.2447,1.82,0.55
439.2926,1.82,0.23
471.2824,1.82,0.32
470.2984,1.86,0.27
486.2933,1.86,0.32
433.2807,1.91,0.36
469.2841,2.09,0.36
485.279,2.09,0.41
465.0463,0.61,0.48
383.1864,1.22,0.22
403.1949,1.39,0.17
501.1977,1.48,0.52
597.1672,1.48,0.78
391.249,1.57,0.22
503.2134,1.57,0.52
567.1931,1.57,0.7
599.1829,1.57,0.78
615.1778,1.57,0.83
510.2569,1.61,0.35
409.2596,1.65,0.26
473.2392,1.65,0.43
489.2341,1.65,0.48
569.2087,1.65,0.7
585.2036,1.65,0.74
601.1985,1.65,0.78
512.2726,1.7,0.35
411.2752,1.74,0.26
427.2701,1.74,0.3
443.265,1.74,0.35
475.2549,1.74,0.43
491.2498,1.74,0.48
571.2244,1.74,0.7
587.2193,1.74,0.74
498.2933,1.78,0.3
429.2858,1.83,0.3
445.2807,1.83,0.35
634.2118,1.83,0.74
465.0827,0.75,0.42
439.1398,1,0.33
397.202,1.25,0.21
527.177,1.33,0.54
703.1211,1.33,1
417.2105,1.42,0.17
625.1622,1.42,0.79
721.1316,1.42,1.04
531.2083,1.5,0.54
627.1778,1.5,0.79
659.1676,1.5,0.88
675.1625,1.5,0.92
691.1575,1.5,0.96
501.2341,1.58,0.46
517.229,1.58,0.5
597.2036,1.58,0.71
613.1985,1.58,0.75
629.1935,1.58,0.79
677.1782,1.58,0.92
524.2726,1.62,0.33
439.2701,1.67,0.29
455.265,1.67,0.33
487.2549,1.67,0.42
503.2498,1.67,0.46
583.2244,1.67,0.67
599.2193,1.67,0.71
615.2142,1.67,0.75
663.1989,1.67,0.88
679.1938,1.67,0.92
526.2882,1.71,0.33
441.2858,1.75,0.29
473.2756,1.75,0.38
489.2705,1.75,0.42
505.2654,1.75,0.46
537.2553,1.75,0.54
601.2349,1.75,0.71
617.2298,1.75,0.75
633.2248,1.75,0.79
665.2146,1.75,0.88
528.3039,1.79,0.33
475.2913,1.83,0.38
525.0675,0.72,0.52
495.0933,0.8,0.44
497.1089,0.88,0.44
561.0886,0.88,0.6
467.1348,0.96,0.36
483.1297,0.96,0.4
453.1555,1.04,0.32
469.1504,1.04,0.36
425.197,1.2,0.24
553.1563,1.2,0.56
411.2177,1.28,0.2
539.177,1.28,0.52
555.1719,1.28,0.56
413.2333,1.36,0.2
527.2134,1.44,0.48
417.2646,1.52,0.2
433.2596,1.52,0.24
513.2341,1.52,0.44
529.229,1.52,0.48
641.1935,1.52,0.76
657.1884,1.52,0.8
457.282,1.52,0.16
435.2752,1.6,0.24
483.26,1.6,0.36
515.2498,1.6,0.44
531.2447,1.6,0.48
675.1989,1.6,0.84
453.2858,1.68,0.28
469.2807,1.68,0.32
485.2756,1.68,0.36
501.2705,1.68,0.4
517.2654,1.68,0.44
629.2298,1.68,0.72
645.2248,1.68,0.76
661.2197,1.68,0.8
540.3039,1.72,0.32
471.2963,1.76,0.32
487.2913,1.76,0.36
503.2862,1.76,0.4
519.2811,1.76,0.44
615.2506,1.76,0.68
647.2404,1.76,0.76
381.3738,2,0.08
525.1038,0.85,0.46
557.0937,0.85,0.54
573.0886,0.85,0.58
527.1195,0.92,0.46
575.1042,0.92,0.58
482.1643,1.12,0.23
453.1919,1.15,0.27
469.1868,1.15,0.31
439.2126,1.23,0.23
567.1719,1.23,0.54
425.2333,1.31,0.19
553.1927,1.31,0.5
569.1876,1.31,0.54
427.249,1.38,0.19
555.2083,1.38,0.5
429.2646,1.46,0.19
541.229,1.46,0.46
557.224,1.46,0.5
447.2752,1.54,0.23
543.2447,1.54,0.46
655.2091,1.54,0.73
687.1989,1.54,0.81
703.1938,1.54,0.85
465.2858,1.62,0.27
545.2603,1.62,0.46
641.2298,1.62,0.69
689.2146,1.62,0.81
668.252,1.65,0.65
467.3014,1.69,0.27
483.2963,1.69,0.31
499.2913,1.69,0.35
515.2862,1.69,0.38
531.2811,1.69,0.42
547.276,1.69,0.46
643.2455,1.69,0.69
659.2404,1.69,0.73
675.2353,1.69,0.77
691.2302,1.69,0.81
517.3018,1.77,0.38
533.2967,1.77,0.42
629.2662,1.77,0.65
395.3895,2,0.08
539.1195,0.89,0.44
587.1042,0.89,0.56
525.1402,0.96,0.41
541.1351,0.96,0.44
557.1301,0.96,0.48
573.125,0.96,0.52
589.1199,0.96,0.56
511.161,1.04,0.37
559.1457,1.04,0.48
591.1355,1.04,0.56
481.1868,1.11,0.3
529.1715,1.11,0.41
545.1664,1.11,0.44
577.1563,1.11,0.52
451.2126,1.19,0.22
483.2024,1.19,0.3
579.1719,1.19,0.52
453.2283,1.26,0.22
567.2083,1.33,0.48
583.2032,1.33,0.52
441.2646,1.41,0.19
569.224,1.41,0.48
555.2447,1.48,0.44
571.2396,1.48,0.48
461.2909,1.56,0.22
541.2654,1.56,0.41
557.2603,1.56,0.44
573.2553,1.56,0.48
463.3065,1.63,0.22
511.2913,1.63,0.33
527.2862,1.63,0.37
543.2811,1.63,0.41
559.276,1.63,0.44
687.2353,1.63,0.74
465.3044,1.7,0.15
513.3069,1.7,0.33
529.3018,1.7,0.37
545.2967,1.7,0.41
553.1351,0.93,0.43
569.1301,0.93,0.46
585.125,0.93,0.5
539.1559,1,0.39
555.1508,1,0.43
587.1406,1,0.5
603.1355,1,0.54
525.1766,1.07,0.36
541.1715,1.07,0.39
557.1664,1.07,0.43
589.1563,1.07,0.5
458.1891,1.07,0.11
495.2024,1.14,0.29
511.1974,1.14,0.32
527.1923,1.14,0.36
575.177,1.14,0.46
591.1719,1.14,0.5
481.2232,1.21,0.25
497.2181,1.21,0.29
577.1927,1.21,0.46
593.1876,1.21,0.5
512.2112,1.25,0.21
467.2439,1.29,0.21
595.2032,1.29,0.5
469.2596,1.36,0.21
565.229,1.36,0.43
581.224,1.36,0.46
597.2189,1.36,0.5
455.2803,1.43,0.18
567.2447,1.43,0.43
583.2396,1.43,0.46
569.2603,1.5,0.43
473.2826,1.54,0.14
475.3065,1.57,0.21
491.3014,1.57,0.25
507.2963,1.57,0.29
523.2913,1.57,0.32
555.2811,1.57,0.39
571.276,1.57,0.43
509.312,1.64,0.29
525.3069,1.64,0.32
541.3018,1.64,0.36
557.2967,1.64,0.39
573.2916,1.64,0.43
601.1563,1.03,0.48
555.1872,1.1,0.38
571.1821,1.1,0.41
603.1719,1.1,0.48
472.2047,1.1,0.1
491.1993,1.14,0.17
507.1942,1.14,0.21
509.2181,1.17,0.28
541.2079,1.17,0.34
557.2028,1.17,0.38
573.1977,1.17,0.41
589.1927,1.17,0.45
605.1876,1.17,0.48
495.2388,1.24,0.24
511.2337,1.24,0.28
559.2185,1.24,0.38
575.2134,1.24,0.41
591.2083,1.24,0.45
607.2032,1.24,0.48
481.2596,1.31,0.21
577.229,1.31,0.41
593.224,1.31,0.45
483.2752,1.38,0.21
579.2447,1.38,0.41
595.2396,1.38,0.45
611.2345,1.38,0.48
469.2959,1.45,0.17
565.2654,1.45,0.38
581.2603,1.45,0.41
597.2553,1.45,0.45
471.3116,1.52,0.17
567.2811,1.52,0.38
583.276,1.52,0.41
489.3222,1.59,0.21
537.3069,1.59,0.31
553.3018,1.59,0.34
569.2967,1.59,0.38
585.2916,1.59,0.41
601.2866,1.59,0.45
539.3226,1.66,0.31
555.3175,1.66,0.34
571.3124,1.66,0.38
631.1668,1.07,0.5
484.2047,1.07,0.1
569.2028,1.13,0.37
585.1977,1.13,0.4
601.1927,1.13,0.43
617.1876,1.13,0.47
539.2287,1.2,0.3
555.2236,1.2,0.33
571.2185,1.2,0.37
603.2083,1.2,0.43
619.2032,1.2,0.47
525.2494,1.27,0.27
541.2443,1.27,0.3
557.2392,1.27,0.33
573.2341,1.27,0.37
589.229,1.27,0.4
605.224,1.27,0.43
621.2189,1.27,0.47
511.2701,1.33,0.23
591.2447,1.33,0.4
607.2396,1.33,0.43
497.2909,1.4,0.2
577.2654,1.4,0.37
593.2603,1.4,0.4
609.2553,1.4,0.43
483.3116,1.47,0.17
579.2811,1.47,0.37
595.276,1.47,0.4
549.3069,1.53,0.3
565.3018,1.53,0.33
581.2967,1.53,0.37
597.2916,1.53,0.4
551.3226,1.6,0.3
567.3175,1.6,0.33
583.3124,1.6,0.37
599.3073,1.6,0.4
569.3331,1.67,0.33
611.177,1.03,0.42
597.1977,1.1,0.39
629.1876,1.1,0.45
498.2204,1.1,0.1
567.2236,1.16,0.32
583.2185,1.16,0.35
599.2134,1.16,0.39
615.2083,1.16,0.42
569.2392,1.23,0.32
585.2341,1.23,0.35
601.229,1.23,0.39
617.224,1.23,0.42
555.26,1.29,0.29
571.2549,1.29,0.32
587.2498,1.29,0.35
603.2447,1.29,0.39
