Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new
379.1399,SW,PreFenton,17697902.3333333,20173873.6666667,not adsorbed,NA
379.1433,HW,PostFenton,0,2158990,NA,new molecules
379.1433,HW,PreFenton,0,0,NA,NA
379.1433,SW,PostFenton,0,2590068,NA,new molecules
379.1433,SW,PreFenton,0,0,NA,NA
379.161,HW,PostFenton,5404184.33333333,10056341,not adsorbed,NA
379.161,HW,PreFenton,4159261,5803494.33333333,not adsorbed,NA
379.161,SW,PostFenton,10831234.6666667,21121767.6666667,not adsorbed,NA
379.161,SW,PreFenton,3711433.33333333,5693495.33333333,not adsorbed,NA
379.1762,HW,PostFenton,8525682,20193945.6666667,not adsorbed,NA
379.1762,HW,PreFenton,14408312,19567766,not adsorbed,NA
379.1762,SW,PostFenton,17654492,43206038.6666667,not adsorbed,NA
379.1762,SW,PreFenton,24180515,36206992.3333333,not adsorbed,NA
379.1796,HW,PostFenton,0,2901656.5,NA,new molecules
379.1796,HW,PreFenton,0,2054759.5,NA,new molecules
379.1796,SW,PostFenton,0,0,NA,NA
379.1796,SW,PreFenton,0,3138146.5,NA,new molecules
379.1974,HW,PostFenton,0,2212511.66666667,NA,new molecules
379.1974,HW,PreFenton,0,1736771.5,NA,new molecules
379.1974,SW,PostFenton,2275895.33333333,4162290,NA,NA
379.1974,SW,PreFenton,1912085,2874262.33333333,NA,NA
379.2126,HW,PostFenton,1867473.66666667,6129999.33333333,NA,NA
379.2126,HW,PreFenton,5824132.33333333,9261560.66666667,not adsorbed,NA
379.2126,SW,PostFenton,2702651.33333333,10931616.6666667,NA,NA
379.2126,SW,PreFenton,8981635,16281327.6666667,not adsorbed,NA
379.216,HW,PostFenton,0,6783397.66666667,NA,new molecules
379.216,HW,PreFenton,0,3096229,NA,new molecules
379.216,SW,PostFenton,0,2914380.33333333,NA,new molecules
379.216,SW,PreFenton,0,3735792.66666667,NA,new molecules
379.2338,HW,PostFenton,0,2278827,NA,new molecules
379.2338,HW,PreFenton,2398518,3057835,NA,NA
379.2338,SW,PostFenton,0,4297126.66666667,NA,new molecules
379.2338,SW,PreFenton,4020361.33333333,5766901.33333333,not adsorbed,NA
380.0624,HW,PostFenton,1868056.33333333,0,NA,NA
380.0624,HW,PreFenton,2341370.66666667,0,NA,NA
380.0624,SW,PostFenton,0,0,NA,NA
380.0624,SW,PreFenton,1722573.33333333,0,NA,NA
380.0835,HW,PostFenton,1976521,0,NA,NA
380.0835,HW,PreFenton,0,0,NA,NA
380.0835,SW,PostFenton,0,0,NA,NA
380.0835,SW,PreFenton,0,0,NA,NA
380.0987,HW,PostFenton,2153010,0,NA,NA
380.0987,HW,PreFenton,3207260,0,adsorbed,NA
380.0987,SW,PostFenton,1562333.5,0,NA,NA
380.0987,SW,PreFenton,2203864,0,NA,NA
380.1199,HW,PostFenton,4839891.33333333,2531844.33333333,not adsorbed,NA
380.1199,HW,PreFenton,0,0,NA,NA
380.1199,SW,PostFenton,4028552.66666667,1896010.5,not adsorbed,NA
380.1199,SW,PreFenton,0,0,NA,NA
380.1351,HW,PostFenton,0,1599624.5,NA,new molecules
380.1351,HW,PreFenton,0,1850166.5,NA,new molecules
380.1351,SW,PostFenton,0,0,NA,NA
380.1351,SW,PreFenton,0,0,NA,NA
380.1464,HW,PostFenton,0,0,NA,NA
380.1464,HW,PreFenton,2689473.33333333,2056265,NA,NA
380.1464,SW,PostFenton,0,0,NA,NA
380.1464,SW,PreFenton,1908624,1670698.5,NA,NA
380.1497,HW,PostFenton,0,1728140.5,NA,new molecules
380.1497,HW,PreFenton,0,1925051.5,NA,new molecules
380.1497,SW,PostFenton,0,1956372.5,NA,new molecules
380.1497,SW,PreFenton,0,1915363.66666667,NA,new molecules
380.1563,HW,PostFenton,1922610.66666667,3596559.33333333,NA,NA
380.1563,HW,PreFenton,2936090.33333333,4180130,not adsorbed,NA
380.1563,SW,PostFenton,2809320,3879080,not adsorbed,NA
380.1563,SW,PreFenton,2434622,3706853.33333333,NA,NA
380.1827,HW,PostFenton,0,1991020.33333333,NA,new molecules
380.1827,HW,PreFenton,3530701.66666667,4152150,not adsorbed,NA
380.1827,SW,PostFenton,0,2302383,NA,new molecules
380.1827,SW,PreFenton,2694725.33333333,3585686.66666667,NA,NA
381.01,HW,PostFenton,2963660.66666667,0,adsorbed,NA
381.01,HW,PreFenton,2616547.33333333,0,NA,NA
381.01,SW,PostFenton,2427598,0,NA,NA
381.01,SW,PreFenton,2769200.33333333,0,adsorbed,NA
381.0252,HW,PostFenton,0,0,NA,NA
381.0252,HW,PreFenton,2832787.33333333,2095978.5,not adsorbed,NA
381.0252,SW,PostFenton,0,0,NA,NA
381.0252,SW,PreFenton,2340490,0,NA,NA
381.0464,HW,PostFenton,9240279,2098790.66666667,not adsorbed,NA
381.0464,HW,PreFenton,11648922,2811871.33333333,not adsorbed,NA
381.0464,SW,PostFenton,8304855.33333333,0,adsorbed,NA
381.0464,SW,PreFenton,11605648,1857727.5,not adsorbed,NA
381.0616,HW,PostFenton,0,0,NA,NA
381.0616,HW,PreFenton,3891615.33333333,2422927,not adsorbed,NA
381.0616,SW,PostFenton,1677951,0,NA,NA
381.0616,SW,PreFenton,3307668.33333333,0,adsorbed,NA
381.0675,HW,PostFenton,7648306,1680758,not adsorbed,NA
381.0675,HW,PreFenton,0,0,NA,NA
381.0675,SW,PostFenton,7598984,0,adsorbed,NA
381.0675,SW,PreFenton,0,0,NA,NA
381.0827,HW,PostFenton,11927264.6666667,4805147.66666667,not adsorbed,NA
381.0827,HW,PreFenton,15435003.6666667,6002838.66666667,not adsorbed,NA
381.0827,SW,PostFenton,11198348,4888486.66666667,not adsorbed,NA
381.0827,SW,PreFenton,16550213,4754301.33333333,not adsorbed,NA
381.094,HW,PostFenton,0,0,NA,NA
381.094,HW,PreFenton,1831884,0,NA,NA
381.094,SW,PostFenton,0,0,NA,NA
381.094,SW,PreFenton,0,0,NA,NA
381.098,HW,PostFenton,0,0,NA,NA
381.098,HW,PreFenton,2548822,1899334.66666667,NA,NA
381.098,SW,PostFenton,0,0,NA,NA
381.098,SW,PreFenton,2638324,0,NA,NA
381.1039,HW,PostFenton,25015356.3333333,15882786,not adsorbed,NA
381.1039,HW,PreFenton,4597336,5838323.33333333,not adsorbed,NA
381.1039,SW,PostFenton,20776166.6666667,8944897.66666667,not adsorbed,NA
381.1039,SW,PreFenton,3436362.66666667,3269165.33333333,not adsorbed,NA
381.1191,HW,PostFenton,16338667.3333333,14610299.6666667,not adsorbed,NA
381.1191,HW,PreFenton,14148871.6666667,10190670.3333333,not adsorbed,NA
381.1191,SW,PostFenton,16065771,15430235.3333333,not adsorbed,NA
381.1191,SW,PreFenton,14969167,10917425.3333333,not adsorbed,NA
381.1225,HW,PostFenton,0,3868882,NA,new molecules
381.1225,HW,PreFenton,0,0,NA,NA
381.1225,SW,PostFenton,0,2613340,NA,new molecules
381.1225,SW,PreFenton,0,1813213,NA,new molecules
381.1313,HW,PostFenton,0,0,NA,NA
381.1313,HW,PreFenton,0,0,NA,NA
381.1313,SW,PostFenton,0,0,NA,NA
381.1313,SW,PreFenton,11724797.3333333,0,adsorbed,NA
381.1344,HW,PostFenton,0,0,NA,NA
381.1344,HW,PreFenton,2121129.5,1906704.5,NA,NA
381.1344,SW,PostFenton,0,0,NA,NA
381.1344,SW,PreFenton,0,0,NA,NA
381.1402,HW,PostFenton,5699995.33333333,10059649.6666667,not adsorbed,NA
381.1402,HW,PreFenton,2499684,3609600.66666667,NA,NA
381.1402,SW,PostFenton,8380315.33333333,10012598.3333333,not adsorbed,NA
381.1402,SW,PreFenton,1985962.33333333,2827318.66666667,NA,NA
381.1555,HW,PostFenton,14019658.6666667,23893211.3333333,not adsorbed,NA
381.1555,HW,PreFenton,15617300,17061723.3333333,not adsorbed,NA
381.1555,SW,PostFenton,20066207.3333333,35421455.6666667,not adsorbed,NA
381.1555,SW,PreFenton,18424836.3333333,23062074.6666667,not adsorbed,NA
381.1589,HW,PostFenton,0,2594865.66666667,NA,new molecules
381.1589,HW,PreFenton,0,2156209.66666667,NA,new molecules
381.1589,SW,PostFenton,0,3923899.33333333,NA,new molecules
381.1589,SW,PreFenton,0,2386150,NA,new molecules
381.1766,HW,PostFenton,0,3922998.66666667,NA,new molecules
381.1766,HW,PreFenton,3334597.33333333,4730723,not adsorbed,NA
381.1766,SW,PostFenton,4150522.33333333,8665707,not adsorbed,NA
381.1766,SW,PreFenton,3360095.33333333,5054357.33333333,not adsorbed,NA
381.1919,HW,PostFenton,6451285,18194321,not adsorbed,NA
381.1919,HW,PreFenton,13630069,19018258.6666667,not adsorbed,NA
381.1919,SW,PostFenton,16652883.6666667,49159449.6666667,not adsorbed,NA
381.1919,SW,PreFenton,26934969,41174596,not adsorbed,NA
381.1953,HW,PostFenton,0,0,NA,NA
381.1953,HW,PreFenton,0,3383486.66666667,NA,new molecules
381.1953,SW,PostFenton,0,3390632.5,NA,new molecules
381.1953,SW,PreFenton,2273231.5,8192239.33333333,NA,NA
381.2283,HW,PostFenton,0,3725211,NA,new molecules
381.2283,HW,PreFenton,4248876,6949749,not adsorbed,NA
381.2283,SW,PostFenton,2303848,8225400.66666667,NA,NA
381.2283,SW,PreFenton,6113987.33333333,11903223.6666667,not adsorbed,NA
381.2647,HW,PostFenton,0,0,NA,NA
381.2647,HW,PreFenton,0,0,NA,NA
381.2647,SW,PostFenton,0,4317826.66666667,NA,new molecules
381.2647,SW,PreFenton,0,1579254,NA,new molecules
382.078,HW,PostFenton,2107550.66666667,0,NA,NA
382.078,HW,PreFenton,2549487.33333333,0,NA,NA
382.078,SW,PostFenton,0,0,NA,NA
382.078,SW,PreFenton,1791408.33333333,0,NA,NA
382.0935,HW,PostFenton,0,0,NA,NA
382.0935,HW,PreFenton,0,0,NA,NA
382.0935,SW,PostFenton,2071008,0,NA,NA
382.0935,SW,PreFenton,0,0,NA,NA
382.1144,HW,PostFenton,1926132,0,NA,NA
382.1144,HW,PreFenton,2469244.5,0,NA,NA
382.1144,SW,PostFenton,1642725.5,0,NA,NA
382.1144,SW,PreFenton,1783141,0,NA,NA
382.1256,HW,PostFenton,1860950.33333333,1731483,NA,NA
382.1256,HW,PreFenton,0,0,NA,NA
382.1256,SW,PostFenton,1691807.66666667,0,NA,NA
382.1256,SW,PreFenton,0,0,NA,NA
382.1355,HW,PostFenton,3572910.33333333,1902637,not adsorbed,NA
382.1355,HW,PreFenton,0,0,NA,NA
382.1355,SW,PostFenton,5494946,5145965.66666667,not adsorbed,NA
382.1355,SW,PreFenton,8510741.66666667,18097969.3333333,not adsorbed,NA
382.162,HW,PostFenton,1561554.5,3805690.66666667,NA,NA
382.162,HW,PreFenton,2679477.66666667,2703890.33333333,NA,NA
382.162,SW,PostFenton,0,2804085,NA,new molecules
382.162,SW,PreFenton,2003399.66666667,2379405,NA,NA
382.1984,HW,PostFenton,0,3395930.33333333,NA,new molecules
382.1984,HW,PreFenton,2708417.33333333,4038687,NA,NA
382.1984,SW,PostFenton,0,2832083.66666667,NA,new molecules
382.1984,SW,PreFenton,1950503.33333333,4539883.66666667,NA,NA
383.0045,HW,PostFenton,0,0,NA,NA
383.0045,HW,PreFenton,2122951.66666667,0,NA,NA
383.0045,SW,PostFenton,0,0,NA,NA
383.0045,SW,PreFenton,0,0,NA,NA
383.0256,HW,PostFenton,5630880.33333333,0,adsorbed,NA
383.0256,HW,PreFenton,4184611.66666667,0,adsorbed,NA
383.0256,SW,PostFenton,4713182.33333333,0,adsorbed,NA
383.0256,SW,PreFenton,4220767.66666667,0,adsorbed,NA
383.0409,HW,PostFenton,0,0,NA,NA
383.0409,HW,PreFenton,4837587.33333333,2793283.66666667,not adsorbed,NA
383.0409,SW,PostFenton,1712659.5,0,NA,NA
383.0409,SW,PreFenton,4143630.33333333,1724969.5,not adsorbed,NA
383.062,HW,PostFenton,12318293,2829900.33333333,not adsorbed,NA
383.062,HW,PreFenton,12208687.6666667,3249995,not adsorbed,NA
383.062,SW,PostFenton,10872551.6666667,2277220.66666667,not adsorbed,NA
383.062,SW,PreFenton,11245758.6666667,2026524,not adsorbed,NA
383.0773,HW,PostFenton,1785088.5,0,NA,NA
383.0773,HW,PreFenton,4493706,2938021.66666667,not adsorbed,NA
383.0773,SW,PostFenton,1763869,0,NA,NA
383.0773,SW,PreFenton,4248088.33333333,1785711.33333333,not adsorbed,NA
383.0831,HW,PostFenton,15227824,6578258.66666667,not adsorbed,NA
383.0831,HW,PreFenton,0,3268605.33333333,NA,new molecules
383.0831,SW,PostFenton,16701165.3333333,4725865.66666667,not adsorbed,NA
383.0831,SW,PreFenton,0,2244805.66666667,NA,new molecules
383.0984,HW,PostFenton,15240116,7134294.66666667,not adsorbed,NA
383.0984,HW,PreFenton,14291515.6666667,6499159.66666667,not adsorbed,NA
383.0984,SW,PostFenton,15094171.6666667,7575320.33333333,not adsorbed,NA
383.0984,SW,PreFenton,15207283.3333333,5781193.66666667,not adsorbed,NA
383.1017,HW,PostFenton,0,2386861,NA,new molecules
383.1017,HW,PreFenton,0,0,NA,NA
383.1017,SW,PostFenton,0,2240619.5,NA,new molecules
383.1017,SW,PreFenton,0,0,NA,NA
383.1137,HW,PostFenton,1711755,0,NA,NA
383.1137,HW,PreFenton,3554197.66666667,2682205,not adsorbed,NA
383.1137,SW,PostFenton,1887783,0,NA,NA
383.1137,SW,PreFenton,3268642.33333333,2038306.66666667,not adsorbed,NA
383.1195,HW,PostFenton,20536249.6666667,9393244.33333333,not adsorbed,NA
383.1195,HW,PreFenton,3650455.66666667,3673097.33333333,not adsorbed,NA
383.1195,SW,PostFenton,25889868,9631518,not adsorbed,NA
383.1195,SW,PreFenton,3514745.33333333,2491428,not adsorbed,NA
383.1292,HW,PostFenton,0,0,NA,NA
383.1292,HW,PreFenton,0,2774580,NA,new molecules
383.1292,SW,PostFenton,4434347,8624758,not adsorbed,NA
383.1292,SW,PreFenton,14689830.3333333,33030865.3333333,not adsorbed,NA
383.1348,HW,PostFenton,17092883,18145717.6666667,not adsorbed,NA
383.1348,HW,PreFenton,12152732.3333333,10790073.3333333,not adsorbed,NA
383.1348,SW,PostFenton,18977189,21262114,not adsorbed,NA
383.1348,SW,PreFenton,13090344,12557010.3333333,not adsorbed,NA
383.1381,HW,PostFenton,0,2957921.66666667,NA,new molecules
383.1381,HW,PreFenton,0,2047503.66666667,NA,new molecules
383.1381,SW,PostFenton,0,3097720.33333333,NA,new molecules
383.1381,SW,PreFenton,0,2107201,NA,new molecules
383.1501,HW,PostFenton,0,1898322.5,NA,new molecules
383.1501,HW,PreFenton,2676641.33333333,3029182.33333333,NA,NA
383.1501,SW,PostFenton,0,2170800,NA,new molecules
383.1501,SW,PreFenton,2376321.33333333,2397569,NA,NA
383.1559,HW,PostFenton,0,0,NA,NA
383.1559,HW,PreFenton,0,0,NA,NA
383.1559,SW,PostFenton,2813013,2626685.33333333,not adsorbed,NA
383.1559,SW,PreFenton,0,0,NA,NA
383.1712,HW,PostFenton,11358493.3333333,22992661.3333333,not adsorbed,NA
383.1712,HW,PreFenton,12926888,16594118,not adsorbed,NA
383.1712,SW,PostFenton,18820185,37172353.3333333,not adsorbed,NA
383.1712,SW,PreFenton,16786994,23233243.3333333,not adsorbed,NA
383.1746,HW,PostFenton,0,0,NA,NA
383.1746,HW,PreFenton,0,0,NA,NA
383.1746,SW,PostFenton,0,2787126.5,NA,new molecules
383.1746,SW,PreFenton,0,0,NA,NA
383.1864,HW,PostFenton,0,1740825.66666667,NA,new molecules
383.1864,HW,PreFenton,2153706,2647926,NA,NA
383.1864,SW,PostFenton,0,1961605,NA,new molecules
383.1864,SW,PreFenton,0,2396639,NA,new molecules
383.2075,HW,PostFenton,4003111,13074890.3333333,not adsorbed,NA
383.2075,HW,PreFenton,10266548,16164050.3333333,not adsorbed,NA
383.2075,SW,PostFenton,10755170.3333333,36405045.3333333,not adsorbed,NA
383.2075,SW,PreFenton,21151974.6666667,34015289.6666667,not adsorbed,NA
383.2228,HW,PostFenton,0,0,NA,NA
383.2228,HW,PreFenton,0,1748563,NA,new molecules
383.2228,SW,PostFenton,0,0,NA,NA
383.2228,SW,PreFenton,0,0,NA,NA
383.2439,HW,PostFenton,0,2623615,NA,new molecules
383.2439,HW,PreFenton,3095829,5241737.66666667,not adsorbed,NA
383.2439,SW,PostFenton,0,5563540,NA,new molecules
383.2439,SW,PreFenton,3624859.33333333,6659479.66666667,not adsorbed,NA
383.2803,HW,PostFenton,0,7189750,NA,new molecules
383.2803,HW,PreFenton,0,0,NA,NA
383.2803,SW,PostFenton,0,11013277.6666667,NA,new molecules
383.2803,SW,PreFenton,0,2364259,NA,new molecules
384.0937,HW,PostFenton,2229267.66666667,0,NA,NA
384.0937,HW,PreFenton,2495524.33333333,0,NA,NA
384.0937,SW,PostFenton,1786264.33333333,0,NA,NA
384.0937,SW,PreFenton,1698186,0,NA,NA
384.13,HW,PostFenton,0,0,NA,NA
384.13,HW,PreFenton,2059994.33333333,2161933.66666667,NA,NA
384.13,SW,PostFenton,0,0,NA,NA
384.13,SW,PreFenton,1670548,0,NA,NA
384.1413,HW,PostFenton,3214368,4632267.33333333,not adsorbed,NA
384.1413,HW,PreFenton,2259337,2499943,NA,NA
384.1413,SW,PostFenton,2669050,3579091.33333333,NA,NA
384.1413,SW,PreFenton,2075105.66666667,1708975,NA,NA
384.1777,HW,PostFenton,2377940.33333333,8117631.66666667,NA,NA
384.1777,HW,PreFenton,3811391,5824371,not adsorbed,NA
384.1777,SW,PostFenton,2102957.66666667,6450908.66666667,NA,NA
384.1777,SW,PreFenton,3073686.33333333,5189923.66666667,not adsorbed,NA
384.214,HW,PostFenton,0,3719903.33333333,NA,new molecules
384.214,HW,PreFenton,2853279.66666667,4939989,not adsorbed,NA
384.214,SW,PostFenton,0,3539174,NA,new molecules
384.214,SW,PreFenton,2571594.33333333,5494402,NA,NA
385.0201,HW,PostFenton,0,0,NA,NA
385.0201,HW,PreFenton,5015367.33333333,2389647,not adsorbed,NA
385.0201,SW,PostFenton,0,0,NA,NA
385.0201,SW,PreFenton,3857098.33333333,0,adsorbed,NA
385.0413,HW,PostFenton,8348428,0,adsorbed,NA
385.0413,HW,PreFenton,4606115.33333333,0,adsorbed,NA
385.0413,SW,PostFenton,6650415,0,adsorbed,NA
385.0413,SW,PreFenton,4793039.66666667,0,adsorbed,NA
385.0565,HW,PostFenton,2133947,1808097.5,NA,NA
385.0565,HW,PreFenton,6739453.66666667,3478853.66666667,not adsorbed,NA
385.0565,SW,PostFenton,2369693,0,NA,NA
385.0565,SW,PreFenton,6415059.33333333,2299912,not adsorbed,NA
385.0776,HW,PostFenton,13168746.6666667,3539229.33333333,not adsorbed,NA
385.0776,HW,PreFenton,10338820.3333333,2969933,not adsorbed,NA
385.0776,SW,PostFenton,11998775.6666667,3057773.66666667,not adsorbed,NA
385.0776,SW,PreFenton,9543044,2189816.66666667,not adsorbed,NA
385.081,HW,PostFenton,0,2217587.66666667,NA,new molecules
385.081,HW,PreFenton,0,0,NA,NA
385.081,SW,PostFenton,0,1685828.5,NA,new molecules
385.081,SW,PreFenton,0,0,NA,NA
385.0929,HW,PostFenton,2344388,0,NA,NA
385.0929,HW,PreFenton,6188553,4062375,not adsorbed,NA
385.0929,SW,PostFenton,2419601,0,NA,NA
385.0929,SW,PreFenton,5914333,3169788.33333333,not adsorbed,NA
385.0988,HW,PostFenton,12299718,0,adsorbed,NA
385.0988,HW,PreFenton,0,0,NA,NA
385.0988,SW,PostFenton,16461373,0,adsorbed,NA
385.0988,SW,PreFenton,0,0,NA,NA
385.114,HW,PostFenton,15814089.6666667,8636711,not adsorbed,NA
385.114,HW,PreFenton,11078159,6270467.66666667,not adsorbed,NA
385.114,SW,PostFenton,16253846,10026615,not adsorbed,NA
385.114,SW,PreFenton,11540535.6666667,6275585.33333333,not adsorbed,NA
385.1174,HW,PostFenton,0,3656317.33333333,NA,new molecules
385.1174,HW,PreFenton,5831526,12405252.6666667,not adsorbed,NA
385.1174,SW,PostFenton,0,4120183.66666667,NA,new molecules
385.1174,SW,PreFenton,4108003.66666667,10661719.3333333,not adsorbed,NA
385.1253,HW,PostFenton,1862860.66666667,1800033,NA,NA
385.1253,HW,PreFenton,0,0,NA,NA
385.1253,SW,PostFenton,0,0,NA,NA
385.1253,SW,PreFenton,0,0,NA,NA
385.1293,HW,PostFenton,2708600.33333333,2628054,NA,NA
385.1293,HW,PreFenton,5241363.66666667,4688392.66666667,not adsorbed,NA
385.1293,SW,PostFenton,2236996.33333333,2883706.66666667,NA,NA
385.1293,SW,PreFenton,5090022.66666667,4726959.33333333,not adsorbed,NA
385.1351,HW,PostFenton,4037754,0,adsorbed,NA
385.1351,HW,PreFenton,0,0,NA,NA
385.1351,SW,PostFenton,7648155,0,adsorbed,NA
385.1351,SW,PreFenton,0,0,NA,NA
385.1449,HW,PostFenton,0,0,NA,NA
385.1449,HW,PreFenton,0,0,NA,NA
385.1449,SW,PostFenton,0,0,NA,NA
385.1449,SW,PreFenton,0,2659592.66666667,NA,new molecules
385.1504,HW,PostFenton,14543656.3333333,19136134.3333333,not adsorbed,NA
385.1504,HW,PreFenton,9557871.66666667,9527824,not adsorbed,NA
385.1504,SW,PostFenton,17679263,23656064,not adsorbed,NA
385.1504,SW,PreFenton,10993046.6666667,12009993.6666667,not adsorbed,NA
385.1538,HW,PostFenton,0,0,NA,NA
385.1538,HW,PreFenton,0,0,NA,NA
385.1538,SW,PostFenton,0,2354737,NA,new molecules
385.1538,SW,PreFenton,0,0,NA,NA
385.1616,HW,PostFenton,0,1761022,NA,new molecules
385.1616,HW,PreFenton,0,0,NA,NA
385.1616,SW,PostFenton,0,0,NA,NA
385.1616,SW,PreFenton,0,0,NA,NA
385.1657,HW,PostFenton,2972972.33333333,4110645,not adsorbed,NA
385.1657,HW,PreFenton,4615711,5845524.66666667,not adsorbed,NA
385.1657,SW,PostFenton,2246562.33333333,4438660,NA,NA
385.1657,SW,PreFenton,3896731,5437624,not adsorbed,NA
385.1691,HW,PostFenton,0,2657845,NA,new molecules
385.1691,HW,PreFenton,0,0,NA,NA
385.1691,SW,PostFenton,0,2333310.5,NA,new molecules
385.1691,SW,PreFenton,0,0,NA,NA
385.1868,HW,PostFenton,8132743.66666667,21586917.3333333,not adsorbed,NA
385.1868,HW,PreFenton,11268645.6666667,15924422.6666667,not adsorbed,NA
385.1868,SW,PostFenton,13565522.3333333,32850227.6666667,not adsorbed,NA
385.1868,SW,PreFenton,13395360.3333333,20953618.3333333,not adsorbed,NA
385.2021,HW,PostFenton,1703676,2655892,NA,NA
385.2021,HW,PreFenton,2748799.66666667,3821089,not adsorbed,NA
385.2021,SW,PostFenton,0,2829965,NA,new molecules
385.2021,SW,PreFenton,2018212,3036523.33333333,NA,NA
385.2232,HW,PostFenton,2721937,9158297.66666667,NA,NA
385.2232,HW,PreFenton,7901062.33333333,13073619,not adsorbed,NA
385.2232,SW,PostFenton,4738310,17211709,not adsorbed,NA
385.2232,SW,PreFenton,9655721.66666667,18012699,not adsorbed,NA
385.2596,HW,PostFenton,0,2600952.66666667,NA,new molecules
385.2596,HW,PreFenton,1918617.5,3240841.66666667,NA,NA
385.2596,SW,PostFenton,0,3545243.66666667,NA,new molecules
385.2596,SW,PreFenton,0,3384355.33333333,NA,new molecules
386.0517,HW,PostFenton,0,0,NA,NA
386.0517,HW,PreFenton,1830533,0,NA,NA
386.0517,SW,PostFenton,0,0,NA,NA
386.0517,SW,PreFenton,0,0,NA,NA
386.0729,HW,PostFenton,1712662.33333333,0,NA,NA
386.0729,HW,PreFenton,0,0,NA,NA
386.0729,SW,PostFenton,0,0,NA,NA
386.0729,SW,PreFenton,0,0,NA,NA
386.0881,HW,PostFenton,0,0,NA,NA
386.0881,HW,PreFenton,2251920,0,NA,NA
386.0881,SW,PostFenton,0,0,NA,NA
386.0881,SW,PreFenton,0,0,NA,NA
386.1093,HW,PostFenton,1721631,0,NA,NA
386.1093,HW,PreFenton,2057643.5,0,NA,NA
386.1093,SW,PostFenton,1750702,0,NA,NA
386.1093,SW,PreFenton,0,0,NA,NA
386.1569,HW,PostFenton,4378326,7168912.33333333,not adsorbed,NA
386.1569,HW,PreFenton,4026874.33333333,3935068.66666667,not adsorbed,NA
386.1569,SW,PostFenton,3519464,5879334.33333333,not adsorbed,NA
386.1569,SW,PreFenton,3213125.33333333,3669575.33333333,not adsorbed,NA
386.1933,HW,PostFenton,2683444.33333333,8309316.33333333,NA,NA
386.1933,HW,PreFenton,4551515,6283112.66666667,not adsorbed,NA
386.1933,SW,PostFenton,2879984.66666667,7569285,not adsorbed,NA
386.1933,SW,PreFenton,3826851.66666667,6856784,not adsorbed,NA
386.2126,HW,PostFenton,0,1807434,NA,new molecules
386.2126,HW,PreFenton,0,0,NA,NA
386.2126,SW,PostFenton,0,1689655,NA,new molecules
386.2126,SW,PreFenton,0,0,NA,NA
386.2297,HW,PostFenton,0,2170189.66666667,NA,new molecules
386.2297,HW,PreFenton,0,0,NA,NA
386.2297,SW,PostFenton,0,0,NA,NA
386.2297,SW,PreFenton,0,0,NA,NA
386.9994,HW,PostFenton,0,0,NA,NA
386.9994,HW,PreFenton,4977400.33333333,0,adsorbed,NA
386.9994,SW,PostFenton,0,0,NA,NA
386.9994,SW,PreFenton,2800666,0,adsorbed,NA
387.0205,HW,PostFenton,2176944,0,NA,NA
387.0205,HW,PreFenton,0,0,NA,NA
387.0205,SW,PostFenton,0,0,NA,NA
387.0205,SW,PreFenton,0,0,NA,NA
387.0358,HW,PostFenton,2341470,0,NA,NA
387.0358,HW,PreFenton,8128600.66666667,3456805.33333333,not adsorbed,NA
387.0358,SW,PostFenton,2209669.5,0,NA,NA
387.0358,SW,PreFenton,6973987,0,adsorbed,NA
387.0569,HW,PostFenton,9760014,1676326,not adsorbed,NA
387.0569,HW,PreFenton,6619231,0,adsorbed,NA
387.0569,SW,PostFenton,8320359.66666667,0,adsorbed,NA
387.0569,SW,PreFenton,4739283,0,adsorbed,NA
387.0603,HW,PostFenton,4065551,2006054.5,not adsorbed,NA
387.0603,HW,PreFenton,0,0,NA,NA
387.0603,SW,PostFenton,3108200.33333333,1698308,not adsorbed,NA
387.0603,SW,PreFenton,0,0,NA,NA
387.0722,HW,PostFenton,3313084.33333333,0,adsorbed,NA
387.0722,HW,PreFenton,8902414,4654897,not adsorbed,NA
387.0722,SW,PostFenton,3242688.66666667,0,adsorbed,NA
387.0722,SW,PreFenton,8554369.66666667,3061355.33333333,not adsorbed,NA
387.0933,HW,PostFenton,12343233.6666667,4132994,not adsorbed,NA
387.0933,HW,PreFenton,6935316.33333333,3263800,not adsorbed,NA
387.0933,SW,PostFenton,11254469.6666667,3557814.33333333,not adsorbed,NA
387.0933,SW,PreFenton,6306012.33333333,2163312,not adsorbed,NA
387.1046,HW,PostFenton,2264431.33333333,0,NA,NA
387.1046,HW,PreFenton,0,0,NA,NA
387.1046,SW,PostFenton,0,0,NA,NA
387.1046,SW,PreFenton,0,0,NA,NA
387.1085,HW,PostFenton,3931419,3289051.33333333,not adsorbed,NA
387.1085,HW,PreFenton,8796952.66666667,5891218.33333333,not adsorbed,NA
387.1085,SW,PostFenton,3688307.66666667,3020047.66666667,not adsorbed,NA
387.1085,SW,PreFenton,8746890.66666667,5811144.66666667,not adsorbed,NA
387.1117,HW,PostFenton,0,0,NA,NA
387.1117,HW,PreFenton,0,0,NA,NA
387.1117,SW,PostFenton,0,4300219.33333333,NA,new molecules
387.1117,SW,PreFenton,4468619.33333333,6477086.66666667,not adsorbed,NA
387.1144,HW,PostFenton,2380572.33333333,0,NA,NA
387.1144,HW,PreFenton,0,0,NA,NA
387.1144,SW,PostFenton,3772106,0,adsorbed,NA
