"","Forest","Treatment","Mass","intensity"
"5867","HW","PreFentonGoethite",447.1344,3212857.66666667
"5868","HW","PreFentonGoethite",447.1661,11377550.6666667
"5869","HW","PreFentonGoethite",447.1872,2368569.33333333
"5870","HW","PreFentonGoethite",447.2024,14532836
"5871","HW","PreFentonGoethite",447.2236,18178275.6666667
"5872","HW","PreFentonGoethite",447.2388,10479161.3333333
"5873","HW","PreFentonGoethite",447.26,3210638.66666667
"5874","HW","PreFentonGoethite",447.2752,3651129
"5875","HW","PreFentonGoethite",449.0362,1898462.66666667
"5876","HW","PreFentonGoethite",449.0725,3272586
"5877","HW","PreFentonGoethite",449.1089,6583860.33333333
"5878","HW","PreFentonGoethite",449.1301,3138612.33333333
"5879","HW","PreFentonGoethite",449.1453,9049652.33333333
"5880","HW","PreFentonGoethite",449.1817,13776436.3333333
"5881","HW","PreFentonGoethite",449.2028,2938591
"5882","HW","PreFentonGoethite",449.2181,14138249.6666667
"5883","HW","PreFentonGoethite",449.2392,3924190.66666667
"5884","HW","PreFentonGoethite",449.2545,6935775
"5885","HW","PreFentonGoethite",451.0518,2404410.66666667
"5886","HW","PreFentonGoethite",451.0671,2050789.33333333
"5887","HW","PreFentonGoethite",451.0882,3457936
"5888","HW","PreFentonGoethite",451.1123,11161829.3333333
"5889","HW","PreFentonGoethite",451.1246,7102011.33333333
"5890","HW","PreFentonGoethite",451.161,10413627.3333333
"5891","HW","PreFentonGoethite",451.1821,2634555.33333333
"5892","HW","PreFentonGoethite",451.1974,13578470
"5893","HW","PreFentonGoethite",451.2126,1694524
"5894","HW","PreFentonGoethite",451.2198,2708027.66666667
"5895","HW","PreFentonGoethite",451.2337,10079804
"5896","HW","PreFentonGoethite",451.2549,2826982.66666667
"5897","HW","PreFentonGoethite",451.2701,4042641.33333333
"5898","HW","PreFentonGoethite",452.2151,2177946
"5899","HW","PreFentonGoethite",453.0463,2227791.66666667
"5900","HW","PreFentonGoethite",453.0675,2686544
"5901","HW","PreFentonGoethite",453.0827,2298618.33333333
"5902","HW","PreFentonGoethite",453.1038,3931387
"5903","HW","PreFentonGoethite",453.1191,2350160.33333333
"5904","HW","PreFentonGoethite",453.125,7121147.33333333
"5905","HW","PreFentonGoethite",453.1402,5932966
"5906","HW","PreFentonGoethite",453.1555,1949777
"5907","HW","PreFentonGoethite",453.1614,5545212
"5908","HW","PreFentonGoethite",453.1766,9323430.66666667
"5909","HW","PreFentonGoethite",453.1919,2942886.66666667
"5910","HW","PreFentonGoethite",453.1991,2681596.66666667
"5911","HW","PreFentonGoethite",453.213,10746791.3333333
"5912","HW","PreFentonGoethite",453.2283,2538236.66666667
"5913","HW","PreFentonGoethite",453.2355,3413586.33333333
"5914","HW","PreFentonGoethite",453.2494,6897917.33333333
"5915","HW","PreFentonGoethite",453.2719,2486867
"5916","HW","PreFentonGoethite",453.2858,2271656.33333333
"5917","HW","PreFentonGoethite",454.2307,3203343
"5918","HW","PreFentonGoethite",454.2671,4396986.33333333
"5919","HW","PreFentonGoethite",455.062,2691702
"5920","HW","PreFentonGoethite",455.0831,2202572
"5921","HW","PreFentonGoethite",455.0984,2560289.66666667
"5922","HW","PreFentonGoethite",455.1195,3730380.66666667
"5923","HW","PreFentonGoethite",455.1348,2575821.33333333
"5924","HW","PreFentonGoethite",455.1406,24277282.6666667
"5925","HW","PreFentonGoethite",455.1559,4767693.33333333
"5926","HW","PreFentonGoethite",455.1711,4210638
"5927","HW","PreFentonGoethite",455.177,6151118.33333333
"5928","HW","PreFentonGoethite",455.1923,7950628
"5929","HW","PreFentonGoethite",455.2075,5462991
"5930","HW","PreFentonGoethite",455.2147,4588495
"5931","HW","PreFentonGoethite",455.2287,8319268.66666667
"5932","HW","PreFentonGoethite",455.2439,4121893.33333333
"5933","HW","PreFentonGoethite",455.2511,6936869.33333333
"5934","HW","PreFentonGoethite",455.265,5117562.66666667
"5935","HW","PreFentonGoethite",455.2803,2364198
"5936","HW","PreFentonGoethite",456.21,3971732.66666667
"5937","HW","PreFentonGoethite",456.2464,3581248.66666667
"5938","HW","PreFentonGoethite",456.2828,2988695.33333333
"5939","HW","PreFentonGoethite",457.0412,2480815.33333333
"5940","HW","PreFentonGoethite",457.0776,2757126
"5941","HW","PreFentonGoethite",457.114,3434674
"5942","HW","PreFentonGoethite",457.1351,2495667
"5943","HW","PreFentonGoethite",457.1504,4821000.66666667
"5944","HW","PreFentonGoethite",457.1563,1972233
"5945","HW","PreFentonGoethite",457.1715,4512777.33333333
"5946","HW","PreFentonGoethite",457.1868,7382026
"5947","HW","PreFentonGoethite",457.194,3182602
"5948","HW","PreFentonGoethite",457.2079,6479541
"5949","HW","PreFentonGoethite",457.2232,8316598
"5950","HW","PreFentonGoethite",457.2304,4985184.66666667
"5951","HW","PreFentonGoethite",457.2443,6355980
"5952","HW","PreFentonGoethite",457.2596,5141175
"5953","HW","PreFentonGoethite",457.2668,4105229
"5954","HW","PreFentonGoethite",457.282,3326989.33333333
"5955","HW","PreFentonGoethite",458.1891,2326576
"5956","HW","PreFentonGoethite",458.2256,3879302.66666667
"5957","HW","PreFentonGoethite",458.262,5808520
"5958","HW","PreFentonGoethite",459.0569,2800213.66666667
"5959","HW","PreFentonGoethite",459.0933,3760215.33333333
"5960","HW","PreFentonGoethite",459.1297,4878084
"5961","HW","PreFentonGoethite",459.1508,2214149
"5962","HW","PreFentonGoethite",459.1661,7412144
"5963","HW","PreFentonGoethite",459.1872,5454257
"5964","HW","PreFentonGoethite",459.2024,11685639
"5965","HW","PreFentonGoethite",459.2097,2578695.33333333
"5966","HW","PreFentonGoethite",459.2236,12825693.3333333
"5967","HW","PreFentonGoethite",459.2388,10759262
"5968","HW","PreFentonGoethite",459.246,4600926.33333333
"5969","HW","PreFentonGoethite",459.26,4184500.33333333
"5970","HW","PreFentonGoethite",459.2752,4999605.33333333
"5971","HW","PreFentonGoethite",461.0362,2146322.66666667
"5972","HW","PreFentonGoethite",461.0725,3533332.66666667
"5973","HW","PreFentonGoethite",461.1089,4288705.33333333
"5974","HW","PreFentonGoethite",461.1301,2563608
"5975","HW","PreFentonGoethite",461.1453,7160344.66666667
"5976","HW","PreFentonGoethite",461.1817,11558768.3333333
"5977","HW","PreFentonGoethite",461.2028,6719004.33333333
"5978","HW","PreFentonGoethite",461.2181,14006131
"5979","HW","PreFentonGoethite",461.2392,14402078.6666667
"5980","HW","PreFentonGoethite",461.2545,10250101
"5981","HW","PreFentonGoethite",461.2909,4097399
"5982","HW","PreFentonGoethite",463.0518,2717162.66666667
"5983","HW","PreFentonGoethite",463.0882,3384130.66666667
"5984","HW","PreFentonGoethite",463.1246,5958639.66666667
"5985","HW","PreFentonGoethite",463.161,9822194
"5986","HW","PreFentonGoethite",463.1974,13583007.3333333
"5987","HW","PreFentonGoethite",463.2185,19036150.3333333
"5988","HW","PreFentonGoethite",463.2337,11993079.6666667
"5989","HW","PreFentonGoethite",463.2701,5824164.66666667
"5990","HW","PreFentonGoethite",463.3065,2620583.33333333
"5991","HW","PreFentonGoethite",465.0463,1789230
"5992","HW","PreFentonGoethite",465.0675,2707418
"5993","HW","PreFentonGoethite",465.0827,1848454.33333333
"5994","HW","PreFentonGoethite",465.1038,4013874.66666667
"5995","HW","PreFentonGoethite",465.125,4257588.33333333
"5996","HW","PreFentonGoethite",465.128,3811124.66666667
"5997","HW","PreFentonGoethite",465.1402,7101579
"5998","HW","PreFentonGoethite",465.1614,2665954.33333333
"5999","HW","PreFentonGoethite",465.1726,2410637.66666667
"6000","HW","PreFentonGoethite",465.1766,10131598
"6001","HW","PreFentonGoethite",465.213,12713446.3333333
"6002","HW","PreFentonGoethite",465.2494,8614718.66666667
"6003","HW","PreFentonGoethite",465.2858,3585858
"6004","HW","PreFentonGoethite",465.3044,3400174.33333333
"6005","HW","PreFentonGoethite",466.2307,2210707.33333333
"6006","HW","PreFentonGoethite",467.062,2371380
"6007","HW","PreFentonGoethite",467.0831,2590347.33333333
"6008","HW","PreFentonGoethite",467.1195,4265273.33333333
"6009","HW","PreFentonGoethite",467.1348,1909904
"6010","HW","PreFentonGoethite",467.1406,6726629.66666667
"6011","HW","PreFentonGoethite",467.1559,7175484.33333333
"6012","HW","PreFentonGoethite",467.1711,2329064.66666667
"6013","HW","PreFentonGoethite",467.177,2919572
"6014","HW","PreFentonGoethite",467.1923,9300970.66666667
"6015","HW","PreFentonGoethite",467.2075,2850454.66666667
"6016","HW","PreFentonGoethite",467.2287,9680537
"6017","HW","PreFentonGoethite",467.2439,2642074.33333333
"6018","HW","PreFentonGoethite",467.265,5698887
"6019","HW","PreFentonGoethite",467.3014,2012661
"6020","HW","PreFentonGoethite",468.21,2380364.33333333
"6021","HW","PreFentonGoethite",468.2464,3372453
"6022","HW","PreFentonGoethite",468.2828,2435497
"6023","HW","PreFentonGoethite",469.0776,2495993.33333333
"6024","HW","PreFentonGoethite",469.0988,2498043.33333333
"6025","HW","PreFentonGoethite",469.114,2568530.33333333
"6026","HW","PreFentonGoethite",469.1199,2614099
"6027","HW","PreFentonGoethite",469.1351,3295401.66666667
"6028","HW","PreFentonGoethite",469.1504,2922667.33333333
"6029","HW","PreFentonGoethite",469.1563,4941996
"6030","HW","PreFentonGoethite",469.1715,5530456
"6031","HW","PreFentonGoethite",469.1868,4580868.66666667
"6032","HW","PreFentonGoethite",469.1927,2429615.66666667
"6033","HW","PreFentonGoethite",469.2079,7292764
"6034","HW","PreFentonGoethite",469.2232,5483016
"6035","HW","PreFentonGoethite",469.2304,3884211.66666667
"6036","HW","PreFentonGoethite",469.2443,7425205
"6037","HW","PreFentonGoethite",469.2596,4023820
"6038","HW","PreFentonGoethite",469.2668,3913911.33333333
"6039","HW","PreFentonGoethite",469.2807,3378702
"6040","HW","PreFentonGoethite",469.2841,3535545
"6041","HW","PreFentonGoethite",469.2959,2324837
"6042","HW","PreFentonGoethite",470.2256,4516807.33333333
"6043","HW","PreFentonGoethite",470.262,3204384.66666667
"6044","HW","PreFentonGoethite",470.2984,2399695.66666667
"6045","HW","PreFentonGoethite",471.0569,2748962.66666667
"6046","HW","PreFentonGoethite",471.0933,2926972
"6047","HW","PreFentonGoethite",471.1297,3258240.33333333
"6048","HW","PreFentonGoethite",471.1355,5549782.33333333
"6049","HW","PreFentonGoethite",471.1508,2585986.66666667
"6050","HW","PreFentonGoethite",471.1661,4845615
"6051","HW","PreFentonGoethite",471.1719,2620805
"6052","HW","PreFentonGoethite",471.1872,4270129
"6053","HW","PreFentonGoethite",471.2024,8043912.66666667
"6054","HW","PreFentonGoethite",471.2097,2603060
"6055","HW","PreFentonGoethite",471.2236,6439306.66666667
"6056","HW","PreFentonGoethite",471.2388,8480140.66666667
"6057","HW","PreFentonGoethite",471.246,3402296
"6058","HW","PreFentonGoethite",471.26,4760974.66666667
"6059","HW","PreFentonGoethite",471.2752,5167845.66666667
"6060","HW","PreFentonGoethite",471.2824,2505958.66666667
"6061","HW","PreFentonGoethite",471.2963,2437181.66666667
"6062","HW","PreFentonGoethite",471.3116,2545556.66666667
"6063","HW","PreFentonGoethite",472.1494,2135370
"6064","HW","PreFentonGoethite",472.2047,2762576.33333333
"6065","HW","PreFentonGoethite",472.2413,5071700.66666667
"6066","HW","PreFentonGoethite",472.2777,2670083.66666667
"6067","HW","PreFentonGoethite",473.0725,3017142.66666667
"6068","HW","PreFentonGoethite",473.1089,3634790
"6069","HW","PreFentonGoethite",473.1453,4627391.66666667
"6070","HW","PreFentonGoethite",473.1664,2397292.66666667
"6071","HW","PreFentonGoethite",473.1817,8417561.33333333
"6072","HW","PreFentonGoethite",473.2028,6932763.66666667
"6073","HW","PreFentonGoethite",473.2181,11865032.3333333
"6074","HW","PreFentonGoethite",473.2253,2224926.33333333
"6075","HW","PreFentonGoethite",473.2392,4452299
"6076","HW","PreFentonGoethite",473.2545,9804066
"6077","HW","PreFentonGoethite",473.2756,3113594
"6078","HW","PreFentonGoethite",473.2826,3593680
"6079","HW","PreFentonGoethite",473.2909,4991612
"6080","HW","PreFentonGoethite",474.1729,4366738.66666667
"6081","HW","PreFentonGoethite",475.0518,2675201
"6082","HW","PreFentonGoethite",475.0882,3311280.33333333
"6083","HW","PreFentonGoethite",475.1246,4983647.66666667
"6084","HW","PreFentonGoethite",475.1457,2101517
"6085","HW","PreFentonGoethite",475.161,7190030.66666667
"6086","HW","PreFentonGoethite",475.1974,12108990
"6087","HW","PreFentonGoethite",475.2185,9830251.66666667
"6088","HW","PreFentonGoethite",475.2337,13798594.6666667
"6089","HW","PreFentonGoethite",475.2549,3041648.33333333
"6090","HW","PreFentonGoethite",475.2701,8425330
"6091","HW","PreFentonGoethite",475.2913,1907231.66666667
"6092","HW","PreFentonGoethite",475.3065,2897441.33333333
"6093","HW","PreFentonGoethite",477.0675,2923955
"6094","HW","PreFentonGoethite",477.1038,3722167.66666667
"6095","HW","PreFentonGoethite",477.125,2151355
"6096","HW","PreFentonGoethite",477.1402,6322620.66666667
"6097","HW","PreFentonGoethite",477.1726,5007809
"6098","HW","PreFentonGoethite",477.1766,9386775
"6099","HW","PreFentonGoethite",477.213,14439196
"6100","HW","PreFentonGoethite",477.2341,17228575
"6101","HW","PreFentonGoethite",477.2494,11504416.6666667
"6102","HW","PreFentonGoethite",477.2858,5750224.33333333
"6103","HW","PreFentonGoethite",479.0467,2032492.66666667
"6104","HW","PreFentonGoethite",479.0831,2717554
"6105","HW","PreFentonGoethite",479.1042,2749130
"6106","HW","PreFentonGoethite",479.1195,4437708.33333333
"6107","HW","PreFentonGoethite",479.1406,1937444.66666667
"6108","HW","PreFentonGoethite",479.1559,7679014.66666667
"6109","HW","PreFentonGoethite",479.177,2560383
"6110","HW","PreFentonGoethite",479.1923,10062892
"6111","HW","PreFentonGoethite",479.2134,2721839
"6112","HW","PreFentonGoethite",479.2287,11598214.3333333
"6113","HW","PreFentonGoethite",479.265,7549664.66666667
"6114","HW","PreFentonGoethite",479.3014,38530789.3333333
"6115","HW","PreFentonGoethite",481.0624,1915019.66666667
"6116","HW","PreFentonGoethite",481.0776,2084920.66666667
"6117","HW","PreFentonGoethite",481.0988,2741563.66666667
"6118","HW","PreFentonGoethite",481.1199,2385214.66666667
"6119","HW","PreFentonGoethite",481.1351,4544832.66666667
"6120","HW","PreFentonGoethite",481.1563,3474073.33333333
"6121","HW","PreFentonGoethite",481.1715,7717531.33333333
"6122","HW","PreFentonGoethite",481.1868,2381640.33333333
"6123","HW","PreFentonGoethite",481.1927,2297502.66666667
"6124","HW","PreFentonGoethite",481.2079,9173664.66666667
"6125","HW","PreFentonGoethite",481.2232,3067725.33333333
"6126","HW","PreFentonGoethite",481.2443,8398160.66666667
"6127","HW","PreFentonGoethite",481.2596,2415101.66666667
"6128","HW","PreFentonGoethite",481.2807,4658859.33333333
"6129","HW","PreFentonGoethite",482.1643,2905559.66666667
"6130","HW","PreFentonGoethite",482.2256,2087392.33333333
"6131","HW","PreFentonGoethite",482.262,2709307
"6132","HW","PreFentonGoethite",483.0569,2261937
"6133","HW","PreFentonGoethite",483.0933,2407009.33333333
"6134","HW","PreFentonGoethite",483.1144,2261433.66666667
"6135","HW","PreFentonGoethite",483.1297,2524433.33333333
"6136","HW","PreFentonGoethite",483.1355,8102162
"6137","HW","PreFentonGoethite",483.1508,3727636.33333333
"6138","HW","PreFentonGoethite",483.1661,3108460
"6139","HW","PreFentonGoethite",483.1719,4711703.66666667
"6140","HW","PreFentonGoethite",483.1872,5405978
"6141","HW","PreFentonGoethite",483.2024,4384710.33333333
"6142","HW","PreFentonGoethite",483.2236,7170335
"6143","HW","PreFentonGoethite",483.2388,5340449.66666667
"6144","HW","PreFentonGoethite",483.246,2862883
"6145","HW","PreFentonGoethite",483.26,6059983.33333333
"6146","HW","PreFentonGoethite",483.2752,3904465.66666667
"6147","HW","PreFentonGoethite",483.2963,3215829
"6148","HW","PreFentonGoethite",483.3116,2439468.33333333
"6149","HW","PreFentonGoethite",484.2047,2092637.66666667
"6150","HW","PreFentonGoethite",484.2413,4656227
"6151","HW","PreFentonGoethite",484.2777,3844200.66666667
"6152","HW","PreFentonGoethite",485.0725,2618252
"6153","HW","PreFentonGoethite",485.1089,2655121.66666667
"6154","HW","PreFentonGoethite",485.1301,1991231.66666667
"6155","HW","PreFentonGoethite",485.1453,3157569.66666667
"6156","HW","PreFentonGoethite",485.1512,19728280
"6157","HW","PreFentonGoethite",485.1664,3354522.33333333
"6158","HW","PreFentonGoethite",485.1817,5171783.33333333
"6159","HW","PreFentonGoethite",485.1876,2329501.66666667
"6160","HW","PreFentonGoethite",485.2028,4454303.66666667
"6161","HW","PreFentonGoethite",485.2181,8549623.33333333
"6162","HW","PreFentonGoethite",485.2253,2475768.66666667
"6163","HW","PreFentonGoethite",485.2392,6021029.66666667
"6164","HW","PreFentonGoethite",485.2545,8307965.33333333
"6165","HW","PreFentonGoethite",485.2617,2282750.66666667
"6166","HW","PreFentonGoethite",485.2756,3759019
"6167","HW","PreFentonGoethite",485.279,4191659.66666667
"6168","HW","PreFentonGoethite",485.2909,5437016
"6169","HW","PreFentonGoethite",485.3272,7120477.66666667
"6170","HW","PreFentonGoethite",486.2204,3640380.33333333
"6171","HW","PreFentonGoethite",486.2569,4512151
"6172","HW","PreFentonGoethite",486.2933,2147911.33333333
"6173","HW","PreFentonGoethite",487.0518,2397373
"6174","HW","PreFentonGoethite",487.0882,2663619
"6175","HW","PreFentonGoethite",487.1246,3358237.66666667
"6176","HW","PreFentonGoethite",487.161,5121912.66666667
"6177","HW","PreFentonGoethite",487.1821,3060603.66666667
"6178","HW","PreFentonGoethite",487.1974,8637993
"6179","HW","PreFentonGoethite",487.2185,4261079
"6180","HW","PreFentonGoethite",487.2337,12495065.3333333
"6181","HW","PreFentonGoethite",487.241,2285104
"6182","HW","PreFentonGoethite",487.2549,4667612.33333333
"6183","HW","PreFentonGoethite",487.2701,9944628
"6184","HW","PreFentonGoethite",487.2913,2560738.33333333
"6185","HW","PreFentonGoethite",487.3065,5611749
"6186","HW","PreFentonGoethite",487.3429,9579413
"6187","HW","PreFentonGoethite",488.1886,3099331.33333333
"6188","HW","PreFentonGoethite",489.0675,2721613.66666667
"6189","HW","PreFentonGoethite",489.1038,3511123.66666667
"6190","HW","PreFentonGoethite",489.1402,4876803.66666667
"6191","HW","PreFentonGoethite",489.1766,7819785.66666667
"6192","HW","PreFentonGoethite",489.1977,4483596.66666667
"6193","HW","PreFentonGoethite",489.213,11928079
"6194","HW","PreFentonGoethite",489.2341,2982930.66666667
"6195","HW","PreFentonGoethite",489.2494,13341888
"6196","HW","PreFentonGoethite",489.2705,3277166
"6197","HW","PreFentonGoethite",489.2858,8107888
"6198","HW","PreFentonGoethite",489.3222,3296288.33333333
"6199","HW","PreFentonGoethite",491.0467,1918769.33333333
"6200","HW","PreFentonGoethite",491.0831,2755724
"6201","HW","PreFentonGoethite",491.1195,3930940.66666667
"6202","HW","PreFentonGoethite",491.1559,6345538.33333333
"6203","HW","PreFentonGoethite",491.1923,10166429.6666667
"6204","HW","PreFentonGoethite",491.1993,4455582.66666667
"6205","HW","PreFentonGoethite",491.2134,5562528.66666667
"6206","HW","PreFentonGoethite",491.2287,13105997.6666667
"6207","HW","PreFentonGoethite",491.2498,2325158.33333333
"6208","HW","PreFentonGoethite",491.265,10216275.6666667
"6209","HW","PreFentonGoethite",491.3014,4944388.33333333
"6210","HW","PreFentonGoethite",492.1835,6216336
"6211","HW","PreFentonGoethite",493.0624,1973019.66666667
"6212","HW","PreFentonGoethite",493.0988,2994636
"6213","HW","PreFentonGoethite",493.1351,4726908.66666667
"6214","HW","PreFentonGoethite",493.1563,3789781
"6215","HW","PreFentonGoethite",493.1715,7159596.66666667
"6216","HW","PreFentonGoethite",493.2079,10710835
"6217","HW","PreFentonGoethite",493.229,5540320.66666667
"6218","HW","PreFentonGoethite",493.2443,10563384.3333333
"6219","HW","PreFentonGoethite",493.2807,6618259.66666667
"6220","HW","PreFentonGoethite",495.0933,2060894
"6221","HW","PreFentonGoethite",495.1144,2797835.66666667
"6222","HW","PreFentonGoethite",495.1355,2589455.33333333
"6223","HW","PreFentonGoethite",495.1508,5536188.33333333
"6224","HW","PreFentonGoethite",495.1719,24929045
"6225","HW","PreFentonGoethite",495.1872,6957847.33333333
"6226","HW","PreFentonGoethite",495.2024,2483823
"6227","HW","PreFentonGoethite",495.2083,2194885.33333333
"6228","HW","PreFentonGoethite",495.2236,8787399.66666667
"6229","HW","PreFentonGoethite",495.2388,2614389
"6230","HW","PreFentonGoethite",495.2447,2080374
"6231","HW","PreFentonGoethite",495.26,7675341.66666667
"6232","HW","PreFentonGoethite",495.2963,14683603.3333333
"6233","HW","PreFentonGoethite",496.2413,2317075.33333333
"6234","HW","PreFentonGoethite",497.0725,2206102.33333333
"6235","HW","PreFentonGoethite",497.1089,2094833.33333333
"6236","HW","PreFentonGoethite",497.1148,13807346.3333333
"6237","HW","PreFentonGoethite",497.1301,2473716.66666667
"6238","HW","PreFentonGoethite",497.1453,2282743
"6239","HW","PreFentonGoethite",497.1512,3560525.33333333
"6240","HW","PreFentonGoethite",497.1664,4326821
"6241","HW","PreFentonGoethite",497.1817,2948178.33333333
"6242","HW","PreFentonGoethite",497.1876,4248147.33333333
"6243","HW","PreFentonGoethite",497.2028,5990144.33333333
"6244","HW","PreFentonGoethite",497.2181,5118381.33333333
"6245","HW","PreFentonGoethite",497.2392,7040773.66666667
"6246","HW","PreFentonGoethite",497.2545,5080498.66666667
"6247","HW","PreFentonGoethite",497.2756,6301452
"6248","HW","PreFentonGoethite",497.2909,2761827.33333333
"6249","HW","PreFentonGoethite",498.2204,2528842.33333333
"6250","HW","PreFentonGoethite",498.2569,4623610.66666667
"6251","HW","PreFentonGoethite",498.2933,2918314.66666667
"6252","HW","PreFentonGoethite",499.0518,2173644
"6253","HW","PreFentonGoethite",499.0882,2510033.33333333
"6254","HW","PreFentonGoethite",499.1246,2773718.66666667
"6255","HW","PreFentonGoethite",499.1305,7485485
"6256","HW","PreFentonGoethite",499.161,3408604.66666667
"6257","HW","PreFentonGoethite",499.1668,6811699
"6258","HW","PreFentonGoethite",499.1821,2982794.66666667
"6259","HW","PreFentonGoethite",499.1974,5779511.66666667
"6260","HW","PreFentonGoethite",499.2185,4962362.66666667
"6261","HW","PreFentonGoethite",499.2337,9564221
"6262","HW","PreFentonGoethite",499.241,1958974.66666667
"6263","HW","PreFentonGoethite",499.2549,5489387.33333333
"6264","HW","PreFentonGoethite",499.2701,8015939
"6265","HW","PreFentonGoethite",499.2913,3544475.66666667
"6266","HW","PreFentonGoethite",499.3065,7462302
"6267","HW","PreFentonGoethite",500.236,3961731
"6268","HW","PreFentonGoethite",501.0675,2387287.33333333
"6269","HW","PreFentonGoethite",501.1038,3016370.33333333
"6270","HW","PreFentonGoethite",501.1402,3444749
"6271","HW","PreFentonGoethite",501.1461,10858851.3333333
"6272","HW","PreFentonGoethite",501.1766,5355197
"6273","HW","PreFentonGoethite",501.1977,2247019
"6274","HW","PreFentonGoethite",501.213,10350274.6666667
"6275","HW","PreFentonGoethite",501.2341,3606555.33333333
"6276","HW","PreFentonGoethite",501.2494,13168328.3333333
"6277","HW","PreFentonGoethite",501.2705,3722102.33333333
"6278","HW","PreFentonGoethite",501.2858,10117496.3333333
"6279","HW","PreFentonGoethite",501.3222,17303251.3333333
"6280","HW","PreFentonGoethite",503.0831,2836785.66666667
"6281","HW","PreFentonGoethite",503.1195,3497612.66666667
"6282","HW","PreFentonGoethite",503.1559,4608316.66666667
"6283","HW","PreFentonGoethite",503.177,7237610.33333333
"6284","HW","PreFentonGoethite",503.1923,8176279.33333333
"6285","HW","PreFentonGoethite",503.2134,2327535.66666667
"6286","HW","PreFentonGoethite",503.2287,12881223.3333333
"6287","HW","PreFentonGoethite",503.2498,3075402.33333333
"6288","HW","PreFentonGoethite",503.265,14262946
"6289","HW","PreFentonGoethite",503.2862,2307578.33333333
"6290","HW","PreFentonGoethite",503.3014,8556540.66666667
"6291","HW","PreFentonGoethite",503.3378,15973719.3333333
"6292","HW","PreFentonGoethite",505.0624,2484649.66666667
"6293","HW","PreFentonGoethite",505.0988,2933508
"6294","HW","PreFentonGoethite",505.1336,4008883.66666667
"6295","HW","PreFentonGoethite",505.1351,4072372
"6296","HW","PreFentonGoethite",505.1715,6435086.66666667
"6297","HW","PreFentonGoethite",505.2079,10402067.6666667
"6298","HW","PreFentonGoethite",505.2443,13440622
"6299","HW","PreFentonGoethite",505.2654,2836764
"6300","HW","PreFentonGoethite",505.2807,10467614
"6301","HW","PreFentonGoethite",505.3171,7371726
"6302","HW","PreFentonGoethite",506.1991,4964086.66666667
"6303","HW","PreFentonGoethite",507.078,2454386.33333333
"6304","HW","PreFentonGoethite",507.1144,3141324.33333333
"6305","HW","PreFentonGoethite",507.1508,4830076.33333333
"6306","HW","PreFentonGoethite",507.1872,7474390.66666667
"6307","HW","PreFentonGoethite",507.1942,2613634.66666667
"6308","HW","PreFentonGoethite",507.2083,2282372.66666667
"6309","HW","PreFentonGoethite",507.2236,10613980
"6310","HW","PreFentonGoethite",507.26,10363446.3333333
"6311","HW","PreFentonGoethite",507.2963,5837712.66666667
"6312","HW","PreFentonGoethite",508.1355,6683311
"6313","HW","PreFentonGoethite",508.1784,2589194.33333333
"6314","HW","PreFentonGoethite",509.0937,2245765.33333333
"6315","HW","PreFentonGoethite",509.1301,3173173
"6316","HW","PreFentonGoethite",509.1512,9616183.66666667
"6317","HW","PreFentonGoethite",509.1664,6119567
"6318","HW","PreFentonGoethite",509.1876,2561511.33333333
"6319","HW","PreFentonGoethite",509.2028,7172926.66666667
"6320","HW","PreFentonGoethite",509.2181,2290838
"6321","HW","PreFentonGoethite",509.224,2286230.66666667
"6322","HW","PreFentonGoethite",509.2392,8680942
"6323","HW","PreFentonGoethite",509.2756,6658547
"6324","HW","PreFentonGoethite",509.312,3057143.66666667
"6325","HW","PreFentonGoethite",510.1828,2841535.33333333
"6326","HW","PreFentonGoethite",510.2569,2342856.66666667
"6327","HW","PreFentonGoethite",511.0882,2201822.33333333
"6328","HW","PreFentonGoethite",511.1093,2023137
"6329","HW","PreFentonGoethite",511.1246,2441784
"6330","HW","PreFentonGoethite",511.1305,2603235.66666667
"6331","HW","PreFentonGoethite",511.1457,2937915
"6332","HW","PreFentonGoethite",511.161,2273170
"6333","HW","PreFentonGoethite",511.1668,3188456.33333333
"6334","HW","PreFentonGoethite",511.1821,4983530.33333333
"6335","HW","PreFentonGoethite",511.1974,3627756
"6336","HW","PreFentonGoethite",511.2032,3260823
"6337","HW","PreFentonGoethite",511.2185,6167620
"6338","HW","PreFentonGoethite",511.2337,4538779.33333333
"6339","HW","PreFentonGoethite",511.2549,6803187.33333333
"6340","HW","PreFentonGoethite",511.2701,3498058.66666667
"6341","HW","PreFentonGoethite",511.2913,4389965
"6342","HW","PreFentonGoethite",512.2112,3825173
"6343","HW","PreFentonGoethite",512.236,2685805.33333333
"6344","HW","PreFentonGoethite",512.2726,4186652.33333333
"6345","HW","PreFentonGoethite",513.0675,2344401.66666667
"6346","HW","PreFentonGoethite",513.1038,2171179.33333333
"6347","HW","PreFentonGoethite",513.1097,2018604.33333333
"6348","HW","PreFentonGoethite",513.1402,2786607.66666667
"6349","HW","PreFentonGoethite",513.1461,12485936.3333333
"6350","HW","PreFentonGoethite",513.1766,3401012
"6351","HW","PreFentonGoethite",513.1825,5814239.66666667
"6352","HW","PreFentonGoethite",513.1977,3071628
"6353","HW","PreFentonGoethite",513.213,6514659.33333333
"6354","HW","PreFentonGoethite",513.2341,4797755
"6355","HW","PreFentonGoethite",513.2494,8335335.33333333
"6356","HW","PreFentonGoethite",513.2705,6395540.66666667
"6357","HW","PreFentonGoethite",513.2858,6292801.33333333
