"","Forest","Treatment","Mass","intensity"
"594","HW","PostFenton",404.2038,3104520.33333333
"595","HW","PostFenton",405.0463,4992870.33333333
"596","HW","PostFenton",405.0675,5102782
"597","HW","PostFenton",405.0708,6264681
"598","HW","PostFenton",405.0827,6599189
"599","HW","PostFenton",405.1038,11495276.6666667
"600","HW","PostFenton",405.1151,2903320.33333333
"601","HW","PostFenton",405.1191,9565379.66666667
"602","HW","PostFenton",405.1402,7280496.33333333
"603","HW","PostFenton",405.1515,9759943
"604","HW","PostFenton",405.1555,10769607.3333333
"605","HW","PostFenton",405.1766,6086857.33333333
"606","HW","PostFenton",405.1919,5948619.33333333
"607","HW","PostFenton",405.213,2269389.66666667
"608","HW","PostFenton",406.0991,2779261.33333333
"609","HW","PostFenton",406.1355,2336555.66666667
"610","HW","PostFenton",407.0256,4410068.66666667
"611","HW","PostFenton",407.062,7701890.66666667
"612","HW","PostFenton",407.0831,8574340.66666667
"613","HW","PostFenton",407.0984,10037296.3333333
"614","HW","PostFenton",407.1195,9116381.33333333
"615","HW","PostFenton",407.1307,4499166
"616","HW","PostFenton",407.1348,14482825
"617","HW","PostFenton",407.1559,5521803
"618","HW","PostFenton",407.1671,2597772
"619","HW","PostFenton",407.1711,11755575
"620","HW","PostFenton",407.1923,3756430
"621","HW","PostFenton",407.2075,4326970.33333333
"622","HW","PostFenton",408.1147,4244956.33333333
"623","HW","PostFenton",408.1511,2534537.33333333
"624","HW","PostFenton",409.0412,7565517.33333333
"625","HW","PostFenton",409.0624,2693327.33333333
"626","HW","PostFenton",409.0776,10075686
"627","HW","PostFenton",409.0988,18864337.6666667
"628","HW","PostFenton",409.114,14670035
"629","HW","PostFenton",409.1351,8550612.33333333
"630","HW","PostFenton",409.1504,17068928.3333333
"631","HW","PostFenton",409.1715,2739244.33333333
"632","HW","PostFenton",409.1868,8958851
"633","HW","PostFenton",409.2232,2684805.33333333
"634","HW","PostFenton",410.0729,2061588.33333333
"635","HW","PostFenton",410.094,2372032.66666667
"636","HW","PostFenton",410.1304,4317805.66666667
"637","HW","PostFenton",411.0205,3944952.66666667
"638","HW","PostFenton",411.0569,10207568
"639","HW","PostFenton",411.078,7684774.33333333
"640","HW","PostFenton",411.0933,13259090.3333333
"641","HW","PostFenton",411.1144,24492371.3333333
"642","HW","PostFenton",411.1297,17391273.6666667
"643","HW","PostFenton",411.1508,5106688
"644","HW","PostFenton",411.1661,15528960.6666667
"645","HW","PostFenton",411.1885,2301783.33333333
"646","HW","PostFenton",411.2024,6158680.33333333
"647","HW","PostFenton",412.0885,1966470.66666667
"648","HW","PostFenton",412.1097,2709724.66666667
"649","HW","PostFenton",412.1249,1845042.66666667
"650","HW","PostFenton",412.1362,1873288.66666667
"651","HW","PostFenton",413.0362,6313052
"652","HW","PostFenton",413.0514,1733895.33333333
"653","HW","PostFenton",413.0725,11785992
"654","HW","PostFenton",413.0878,1994163.66666667
"655","HW","PostFenton",413.0937,10796126.3333333
"656","HW","PostFenton",413.1089,14349406.6666667
"657","HW","PostFenton",413.1242,2006964.66666667
"658","HW","PostFenton",413.1301,10308021
"659","HW","PostFenton",413.1453,15176800.3333333
"660","HW","PostFenton",413.1606,2472971.66666667
"661","HW","PostFenton",413.1678,3860918.33333333
"662","HW","PostFenton",413.1817,11340215.3333333
"663","HW","PostFenton",413.197,2065847.66666667
"664","HW","PostFenton",413.2042,2919352.33333333
"665","HW","PostFenton",413.2181,4000867.33333333
"666","HW","PostFenton",414.0678,1731203
"667","HW","PostFenton",414.1518,2894982
"668","HW","PostFenton",414.1882,1996935.33333333
"669","HW","PostFenton",415.0518,8218444.33333333
"670","HW","PostFenton",415.0671,2899447.66666667
"671","HW","PostFenton",415.0882,11005090.6666667
"672","HW","PostFenton",415.1035,2815992.33333333
"673","HW","PostFenton",415.1093,3731790
"674","HW","PostFenton",415.1246,12086435.6666667
"675","HW","PostFenton",415.1398,3661134.66666667
"676","HW","PostFenton",415.1471,2816847
"677","HW","PostFenton",415.161,11878905.6666667
"678","HW","PostFenton",415.1762,3641850.66666667
"679","HW","PostFenton",415.1834,4264442.66666667
"680","HW","PostFenton",415.1974,6798501.66666667
"681","HW","PostFenton",415.2126,1787046
"682","HW","PostFenton",415.2198,3480571.33333333
"683","HW","PostFenton",415.2337,2501969.66666667
"684","HW","PostFenton",416.1311,2679313
"685","HW","PostFenton",416.1675,3449362
"686","HW","PostFenton",417.0311,2166134.33333333
"687","HW","PostFenton",417.0463,3196961
"688","HW","PostFenton",417.0675,7515340
"689","HW","PostFenton",417.0708,4667596
"690","HW","PostFenton",417.0827,3733879.33333333
"691","HW","PostFenton",417.1038,8333858.33333333
"692","HW","PostFenton",417.1072,2662946.33333333
"693","HW","PostFenton",417.1151,2477431.66666667
"694","HW","PostFenton",417.1191,4809591.66666667
"695","HW","PostFenton",417.1402,9432269.33333333
"696","HW","PostFenton",417.1555,6436728.33333333
"697","HW","PostFenton",417.1627,3275298.66666667
"698","HW","PostFenton",417.1766,7414307.33333333
"699","HW","PostFenton",417.1919,4638243.33333333
"700","HW","PostFenton",417.1991,3303800.66666667
"701","HW","PostFenton",417.213,4560419.33333333
"702","HW","PostFenton",418.1467,3030915.33333333
"703","HW","PostFenton",418.1831,2819288.66666667
"704","HW","PostFenton",419.0256,2928349.33333333
"705","HW","PostFenton",419.0467,2308317.33333333
"706","HW","PostFenton",419.0501,3216093.66666667
"707","HW","PostFenton",419.062,4693554.66666667
"708","HW","PostFenton",419.0831,5540061.33333333
"709","HW","PostFenton",419.0865,4842376
"710","HW","PostFenton",419.0984,5568392
"711","HW","PostFenton",419.1195,6691720
"712","HW","PostFenton",419.1307,7519795
"713","HW","PostFenton",419.1348,8646536.33333333
"714","HW","PostFenton",419.1559,6158899
"715","HW","PostFenton",419.1711,8204851
"716","HW","PostFenton",419.1923,3609651
"717","HW","PostFenton",419.2075,3714952.33333333
"718","HW","PostFenton",420.1147,2461149.33333333
"719","HW","PostFenton",420.1624,1929181.33333333
"720","HW","PostFenton",421.0412,4827010.66666667
"721","HW","PostFenton",421.0659,3653336
"722","HW","PostFenton",421.0776,6229890.33333333
"723","HW","PostFenton",421.0988,8006530.33333333
"724","HW","PostFenton",421.114,9172866
"725","HW","PostFenton",421.1351,6622765
"726","HW","PostFenton",421.1464,2489729.66666667
"727","HW","PostFenton",421.1504,12636034
"728","HW","PostFenton",421.1715,4530049.66666667
"729","HW","PostFenton",421.1868,8177537.66666667
"730","HW","PostFenton",421.2232,2637526.66666667
"731","HW","PostFenton",421.2265,4825985
"732","HW","PostFenton",422.1304,3352439
"733","HW","PostFenton",423.0205,3230739.66666667
"734","HW","PostFenton",423.0569,7552872.33333333
"735","HW","PostFenton",423.078,5402813.33333333
"736","HW","PostFenton",423.0933,8891581.33333333
"737","HW","PostFenton",423.1144,17198268.6666667
"738","HW","PostFenton",423.1256,2286268.33333333
"739","HW","PostFenton",423.1297,13207399.3333333
"740","HW","PostFenton",423.1508,5232828
"741","HW","PostFenton",423.1661,12577297.3333333
"742","HW","PostFenton",423.1872,2975248.66666667
"743","HW","PostFenton",423.2024,5701477.66666667
"744","HW","PostFenton",424.1097,3346600.33333333
"745","HW","PostFenton",424.146,3063804.66666667
"746","HW","PostFenton",425.0362,5770385.33333333
"747","HW","PostFenton",425.0725,9245157.66666667
"748","HW","PostFenton",425.0937,18404495.6666667
"749","HW","PostFenton",425.1089,12167652.6666667
"750","HW","PostFenton",425.1301,12896057.6666667
"751","HW","PostFenton",425.1453,15251940
"752","HW","PostFenton",425.1664,2726030
"753","HW","PostFenton",425.1817,10226146.6666667
"754","HW","PostFenton",425.2181,3771873.66666667
"755","HW","PostFenton",425.2578,5619510.33333333
"756","HW","PostFenton",426.1253,3083378
"757","HW","PostFenton",427.0154,2023849.66666667
"758","HW","PostFenton",427.0518,7753470
"759","HW","PostFenton",427.0882,10757202
"760","HW","PostFenton",427.1093,28774140
"761","HW","PostFenton",427.1246,12972454
"762","HW","PostFenton",427.1457,6075130.66666667
"763","HW","PostFenton",427.161,13230500.6666667
"764","HW","PostFenton",427.1762,1994831
"765","HW","PostFenton",427.1834,2886734.33333333
"766","HW","PostFenton",427.1974,7354105
"767","HW","PostFenton",427.2198,2022904.33333333
"768","HW","PostFenton",427.2337,2196045
"769","HW","PostFenton",428.1675,2254890.33333333
"770","HW","PostFenton",428.1787,1830442
"771","HW","PostFenton",429.0311,2990941
"772","HW","PostFenton",429.0675,8243547.66666667
"773","HW","PostFenton",429.0827,2174555.33333333
"774","HW","PostFenton",429.1038,9963866
"775","HW","PostFenton",429.1191,2502489.66666667
"776","HW","PostFenton",429.125,20964356
"777","HW","PostFenton",429.1402,10826073
"778","HW","PostFenton",429.1555,3584344.33333333
"779","HW","PostFenton",429.1627,3241986.33333333
"780","HW","PostFenton",429.1766,9494871.66666667
"781","HW","PostFenton",429.1919,2890241.33333333
"782","HW","PostFenton",429.1991,3340971.33333333
"783","HW","PostFenton",429.213,4514134
"784","HW","PostFenton",429.2355,2013439.33333333
"785","HW","PostFenton",430.1467,2773293.33333333
"786","HW","PostFenton",430.1831,2290646.33333333
"787","HW","PostFenton",430.1943,2196267.33333333
"788","HW","PostFenton",431.0256,1813765
"789","HW","PostFenton",431.0467,4301059.66666667
"790","HW","PostFenton",431.062,3058435.33333333
"791","HW","PostFenton",431.0831,6863106
"792","HW","PostFenton",431.0865,3105367.33333333
"793","HW","PostFenton",431.0984,3424855
"794","HW","PostFenton",431.1195,7936939
"795","HW","PostFenton",431.1348,4672085
"796","HW","PostFenton",431.1559,8060500.33333333
"797","HW","PostFenton",431.1711,5044819.33333333
"798","HW","PostFenton",431.1784,3849128.33333333
"799","HW","PostFenton",431.1923,5875623.66666667
"800","HW","PostFenton",431.2075,3483217.66666667
"801","HW","PostFenton",431.2147,3101265
"802","HW","PostFenton",431.2287,3581008.66666667
"803","HW","PostFenton",432.1624,3025101.66666667
"804","HW","PostFenton",433.0412,3167222.33333333
"805","HW","PostFenton",433.0624,3361269
"806","HW","PostFenton",433.0657,3527157
"807","HW","PostFenton",433.0776,4015263
"808","HW","PostFenton",433.0988,5636936.33333333
"809","HW","PostFenton",433.1021,2878621.66666667
"810","HW","PostFenton",433.11,1797448
"811","HW","PostFenton",433.114,5352946.33333333
"812","HW","PostFenton",433.1351,5632156
"813","HW","PostFenton",433.1464,2095771.33333333
"814","HW","PostFenton",433.1504,7638512.33333333
"815","HW","PostFenton",433.1715,5037210
"816","HW","PostFenton",433.1868,6527470.66666667
"817","HW","PostFenton",433.194,2706414.33333333
"818","HW","PostFenton",433.2079,2835266.66666667
"819","HW","PostFenton",433.2232,2781506
"820","HW","PostFenton",435.0205,2194145.33333333
"821","HW","PostFenton",435.0569,4989663
"822","HW","PostFenton",435.078,3803187
"823","HW","PostFenton",435.0815,3996381.33333333
"824","HW","PostFenton",435.0933,5623858.33333333
"825","HW","PostFenton",435.1144,7112753
"826","HW","PostFenton",435.1256,3493083
"827","HW","PostFenton",435.1297,9223557.33333333
"828","HW","PostFenton",435.1508,5348740.33333333
"829","HW","PostFenton",435.1661,10133550.3333333
"830","HW","PostFenton",435.1872,2900695.66666667
"831","HW","PostFenton",435.2024,5452844
"832","HW","PostFenton",435.2388,1834026
"833","HW","PostFenton",436.1097,2206371.33333333
"834","HW","PostFenton",437.0362,4642072.66666667
"835","HW","PostFenton",437.0725,6272278
"836","HW","PostFenton",437.0937,9019327.66666667
"837","HW","PostFenton",437.1089,8499817.66666667
"838","HW","PostFenton",437.1301,9167464.33333333
"839","HW","PostFenton",437.1413,6279101.33333333
"840","HW","PostFenton",437.1453,12466108.6666667
"841","HW","PostFenton",437.1664,3934139.66666667
"842","HW","PostFenton",437.1817,9080080
"843","HW","PostFenton",437.2181,4043534
"844","HW","PostFenton",438.1253,3860525.66666667
"845","HW","PostFenton",438.1617,1641942.33333333
"846","HW","PostFenton",439.0154,2075811
"847","HW","PostFenton",439.0518,6316193
"848","HW","PostFenton",439.0729,2711029
"849","HW","PostFenton",439.0882,8245065.33333333
"850","HW","PostFenton",439.1093,17969650.6666667
"851","HW","PostFenton",439.1246,11498652.3333333
"852","HW","PostFenton",439.1457,9442459.33333333
"853","HW","PostFenton",439.1569,8038896
"854","HW","PostFenton",439.161,12255727.6666667
"855","HW","PostFenton",439.1974,6616557.33333333
"856","HW","PostFenton",439.2337,2276160.66666667
"857","HW","PostFenton",440.141,2460596.66666667
"858","HW","PostFenton",441.0311,3429758.66666667
"859","HW","PostFenton",441.0675,7659217.66666667
"860","HW","PostFenton",441.0886,5657637.66666667
"861","HW","PostFenton",441.1038,9640996.66666667
"862","HW","PostFenton",441.125,19181944.6666667
"863","HW","PostFenton",441.1402,11740194.6666667
"864","HW","PostFenton",441.1614,4716235.66666667
"865","HW","PostFenton",441.1766,9758411
"866","HW","PostFenton",441.1991,2256073.33333333
"867","HW","PostFenton",441.213,4481395
"868","HW","PostFenton",441.2528,6286705.33333333
"869","HW","PostFenton",442.1943,2111117.33333333
"870","HW","PostFenton",443.0467,4894639
"871","HW","PostFenton",443.062,1902680.66666667
"872","HW","PostFenton",443.0831,7910316.66666667
"873","HW","PostFenton",443.0984,1918038.33333333
"874","HW","PostFenton",443.1042,6718720.66666667
"875","HW","PostFenton",443.1195,8965717
"876","HW","PostFenton",443.1348,2425769.33333333
"877","HW","PostFenton",443.1406,6734761
"878","HW","PostFenton",443.1559,9647699
"879","HW","PostFenton",443.1711,2943399.33333333
"880","HW","PostFenton",443.1784,3243260
"881","HW","PostFenton",443.1923,7077456.66666667
"882","HW","PostFenton",443.2075,2375930.33333333
"883","HW","PostFenton",443.2147,2809935.33333333
"884","HW","PostFenton",443.2287,2548814.33333333
"885","HW","PostFenton",444.1181,3764761.33333333
"886","HW","PostFenton",444.21,1966611.66666667
"887","HW","PostFenton",445.0412,2126989.33333333
"888","HW","PostFenton",445.0624,5240289
"889","HW","PostFenton",445.0776,2594954.66666667
"890","HW","PostFenton",445.0988,6591967
"891","HW","PostFenton",445.114,2842419
"892","HW","PostFenton",445.1351,6774578
"893","HW","PostFenton",445.1504,4338140
"894","HW","PostFenton",445.1576,2545627.33333333
"895","HW","PostFenton",445.1715,7507077
"896","HW","PostFenton",445.1868,4415620.33333333
"897","HW","PostFenton",445.194,3229316
"898","HW","PostFenton",445.2079,4551811.33333333
"899","HW","PostFenton",445.2232,2392706.33333333
"900","HW","PostFenton",445.2304,2272044.33333333
"901","HW","PostFenton",446.0974,1924004.66666667
"902","HW","PostFenton",446.178,2120608
"903","HW","PostFenton",447.0569,3330243.33333333
"904","HW","PostFenton",447.078,4145858
"905","HW","PostFenton",447.0814,2830700.33333333
"906","HW","PostFenton",447.0933,3690859.66666667
"907","HW","PostFenton",447.1144,6058005
"908","HW","PostFenton",447.1297,5276009.66666667
"909","HW","PostFenton",447.1508,4811795
"910","HW","PostFenton",447.1661,6507538
"911","HW","PostFenton",447.1872,4452369
"912","HW","PostFenton",447.2024,4849680.33333333
"913","HW","PostFenton",447.2097,2605242.33333333
"914","HW","PostFenton",447.2236,2576740.33333333
"915","HW","PostFenton",449.0362,3315627.66666667
"916","HW","PostFenton",449.0607,2093823.33333333
"917","HW","PostFenton",449.0725,4430761.33333333
"918","HW","PostFenton",449.0937,5086803.33333333
"919","HW","PostFenton",449.1089,4965287.66666667
"920","HW","PostFenton",449.1301,5457830.33333333
"921","HW","PostFenton",449.1453,8142757.33333333
"922","HW","PostFenton",449.1664,3464441.66666667
"923","HW","PostFenton",449.1817,7966627.66666667
"924","HW","PostFenton",449.2028,2062242.66666667
"925","HW","PostFenton",449.2181,4026615.33333333
"926","HW","PostFenton",450.1253,2288157.33333333
"927","HW","PostFenton",451.0518,4766191
"928","HW","PostFenton",451.0729,2220611.66666667
"929","HW","PostFenton",451.0882,5683693.66666667
"930","HW","PostFenton",451.1093,10448023
"931","HW","PostFenton",451.1246,8499009.33333333
"932","HW","PostFenton",451.1457,6179989.33333333
"933","HW","PostFenton",451.1569,2231274.33333333
"934","HW","PostFenton",451.161,10241855.3333333
"935","HW","PostFenton",451.1821,2110782.33333333
"936","HW","PostFenton",451.1974,6914536
"937","HW","PostFenton",451.2337,2509627.66666667
"938","HW","PostFenton",452.141,2881467.66666667
"939","HW","PostFenton",453.0311,3463572
"940","HW","PostFenton",453.0675,6293223.66666667
"941","HW","PostFenton",453.0886,7244860.33333333
"942","HW","PostFenton",453.1038,7641489
"943","HW","PostFenton",453.125,20554810.6666667
"944","HW","PostFenton",453.1402,10497082
"945","HW","PostFenton",453.1614,5891470.33333333
"946","HW","PostFenton",453.1766,9623949.66666667
"947","HW","PostFenton",453.213,4350348.33333333
"948","HW","PostFenton",454.1202,2510694.66666667
"949","HW","PostFenton",454.1566,2004752.33333333
"950","HW","PostFenton",455.0467,4856131
"951","HW","PostFenton",455.0831,7153303.33333333
"952","HW","PostFenton",455.1042,16871062.6666667
"953","HW","PostFenton",455.1195,8522048.66666667
"954","HW","PostFenton",455.1406,19006442.6666667
"955","HW","PostFenton",455.1559,10432831.3333333
"956","HW","PostFenton",455.177,3034601
"957","HW","PostFenton",455.1923,7534909.66666667
"958","HW","PostFenton",455.2287,2623121.66666667
"959","HW","PostFenton",457.0624,5813163.66666667
"960","HW","PostFenton",457.0988,6484906
