"Forest","Mass","fenton","PostGoethite","PreGoethite"
"HW",463.0518,"PreFenton",2717162.66666667,6343849
"HW",463.0729,"PostFenton",,2410487
"HW",463.0763,"PostFenton",,2219169.66666667
"HW",463.0882,"PostFenton",,3684172.33333333
"HW",463.0882,"PreFenton",3384130.66666667,7385255.66666667
"HW",463.1093,"PostFenton",,5018444
"HW",463.1093,"PreFenton",,2721959.33333333
"HW",463.1246,"PostFenton",3124903.66666667,5103436
"HW",463.1246,"PreFenton",5958639.66666667,7867900.33333333
"HW",463.1457,"PostFenton",2218833.33333333,3991372
"HW",463.161,"PostFenton",8522918,7520417.33333333
"HW",463.161,"PreFenton",9822194,8655696.66666667
"HW",463.1821,"PostFenton",4719781,3585356
"HW",463.1974,"PostFenton",12285092.6666667,6077942.66666667
"HW",463.1974,"PreFenton",13583007.3333333,8542373
"HW",463.2185,"PostFenton",5409956,2953718.66666667
"HW",463.2185,"PreFenton",19036150.3333333,35118585.6666667
"HW",463.2337,"PostFenton",7912611,2933921
"HW",463.2337,"PreFenton",11993079.6666667,6737401.33333333
"HW",463.2701,"PostFenton",2687137.33333333,
"HW",463.2701,"PreFenton",5824164.66666667,2852770.66666667
"HW",463.3065,"PreFenton",2620583.33333333,
"HW",465.0311,"PostFenton",,2798074.66666667
"HW",465.0311,"PreFenton",,3802575
"HW",465.0463,"PreFenton",1789230,
"HW",465.0675,"PostFenton",,4646394.66666667
"HW",465.0675,"PreFenton",2707418,6933966.33333333
"HW",465.0827,"PreFenton",1848454.33333333,
"HW",465.0886,"PostFenton",,3950075
"HW",465.1038,"PostFenton",2072666.66666667,5507920.33333333
"HW",465.1038,"PreFenton",4013874.66666667,8519459.33333333
"HW",465.125,"PostFenton",6532868.66666667,9427109.66666667
"HW",465.125,"PreFenton",4257588.33333333,3617570.66666667
"HW",465.128,"PreFenton",3811124.66666667,3033208
"HW",465.1402,"PostFenton",5523545.66666667,8381947.33333333
"HW",465.1402,"PreFenton",7101579,8285986.66666667
"HW",465.1614,"PostFenton",3571459.33333333,3689297
"HW",465.1614,"PreFenton",2665954.33333333,
"HW",465.1726,"PostFenton",2515459,1999185.33333333
"HW",465.1726,"PreFenton",2410637.66666667,
"HW",465.1766,"PostFenton",11332013.3333333,8773798.66666667
"HW",465.1766,"PreFenton",10131598,8017698
"HW",465.1977,"PostFenton",2056791.33333333,
"HW",465.213,"PostFenton",11108780,5360124
"HW",465.213,"PreFenton",12713446.3333333,7713569.33333333
"HW",465.2494,"PostFenton",5219072.66666667,
"HW",465.2494,"PreFenton",8614718.66666667,4315083
"HW",465.2858,"PreFenton",3585858,
"HW",465.3044,"PostFenton",4268115.66666667,3813372.66666667
"HW",465.3044,"PreFenton",3400174.33333333,
"HW",466.1202,"PostFenton",,2223961
"HW",466.1566,"PostFenton",2349794.33333333,2304686.66666667
"HW",466.2307,"PreFenton",2210707.33333333,
"HW",467.0467,"PostFenton",,4226575.33333333
"HW",467.0467,"PreFenton",,4505692.33333333
"HW",467.062,"PreFenton",2371380,2674439
"HW",467.0831,"PostFenton",,5565626.66666667
"HW",467.0831,"PreFenton",2590347.33333333,7248647
"HW",467.0984,"PreFenton",,2487046.66666667
"HW",467.1042,"PostFenton",3083974,11294906.6666667
"HW",467.1195,"PostFenton",3121179,7330661.66666667
"HW",467.1195,"PreFenton",4265273.33333333,6995718.33333333
"HW",467.1348,"PreFenton",1909904,
"HW",467.1406,"PostFenton",9990511.66666667,13738854
"HW",467.1406,"PreFenton",6726629.66666667,4434694.33333333
"HW",467.1559,"PostFenton",7134233.66666667,9340432.66666667
"HW",467.1559,"PreFenton",7175484.33333333,7916635.66666667
"HW",467.1711,"PreFenton",2329064.66666667,2131888.66666667
"HW",467.177,"PostFenton",4906351,3304806.33333333
"HW",467.177,"PreFenton",2919572,
"HW",467.1923,"PostFenton",10890265,7164092
"HW",467.1923,"PreFenton",9300970.66666667,6761221.66666667
"HW",467.2075,"PreFenton",2850454.66666667,1928453.66666667
"HW",467.2147,"PostFenton",1956717.33333333,
"HW",467.2287,"PostFenton",7585474.66666667,3489639
"HW",467.2287,"PreFenton",9680537,5001989.66666667
"HW",467.2439,"PreFenton",2642074.33333333,
"HW",467.265,"PostFenton",2975766.66666667,
"HW",467.265,"PreFenton",5698887,3147183.66666667
"HW",467.3014,"PreFenton",2012661,
"HW",468.1359,"PostFenton",,3158048.66666667
"HW",468.21,"PostFenton",2432680.66666667,
"HW",468.21,"PreFenton",2380364.33333333,
"HW",468.2464,"PostFenton",2237096,
"HW",468.2464,"PreFenton",3372453,
"HW",468.2828,"PreFenton",2435497,
"HW",469.026,"PostFenton",,2203527.66666667
"HW",469.0412,"PreFenton",,3252987.33333333
"HW",469.0624,"PostFenton",,5367346.66666667
"HW",469.0624,"PreFenton",,4699216.33333333
"HW",469.0776,"PreFenton",2495993.33333333,3530661.66666667
"HW",469.0835,"PostFenton",,3341193
"HW",469.0988,"PostFenton",,6388617
"HW",469.0988,"PreFenton",2498043.33333333,5868624
"HW",469.114,"PreFenton",2568530.33333333,2830416
"HW",469.1199,"PostFenton",9883966.33333333,24940084.3333333
"HW",469.1199,"PreFenton",2614099,2516731
"HW",469.1351,"PostFenton",3591827.33333333,8145119.33333333
"HW",469.1351,"PreFenton",3295401.66666667,5373691
"HW",469.1504,"PreFenton",2922667.33333333,
"HW",469.1563,"PostFenton",12324499,12577674.3333333
"HW",469.1563,"PreFenton",4941996,3389520.33333333
"HW",469.1715,"PostFenton",7464594.66666667,8388149.33333333
"HW",469.1715,"PreFenton",5530456,5710928.33333333
"HW",469.1868,"PostFenton",2208999.66666667,
"HW",469.1868,"PreFenton",4580868.66666667,
"HW",469.1927,"PostFenton",3633469,
"HW",469.1927,"PreFenton",2429615.66666667,
"HW",469.2079,"PostFenton",8883175.33333333,5171424.66666667
"HW",469.2079,"PreFenton",7292764,5099770.66666667
"HW",469.2232,"PostFenton",2540177.66666667,
"HW",469.2232,"PreFenton",5483016,2929744
"HW",469.2304,"PostFenton",3486012,
"HW",469.2304,"PreFenton",3884211.66666667,1969573.33333333
"HW",469.2443,"PostFenton",5431953,
"HW",469.2443,"PreFenton",7425205,3635792
"HW",469.2596,"PreFenton",4023820,
"HW",469.2668,"PreFenton",3913911.33333333,
"HW",469.2807,"PreFenton",3378702,
"HW",469.2841,"PostFenton",4717882.66666667,2870669.33333333
"HW",469.2841,"PreFenton",3535545,
"HW",469.2959,"PreFenton",2324837,
"HW",470.1891,"PostFenton",2472745,
"HW",470.2256,"PostFenton",3915731,
"HW",470.2256,"PreFenton",4516807.33333333,2772390.33333333
"HW",470.262,"PostFenton",2403282.66666667,
"HW",470.262,"PreFenton",3204384.66666667,
"HW",470.2984,"PreFenton",2399695.66666667,
"HW",471.0205,"PreFenton",,2149289.33333333
"HW",471.0416,"PostFenton",,3300964.33333333
"HW",471.0569,"PreFenton",2748962.66666667,4262996.33333333
"HW",471.078,"PostFenton",,5789626.66666667
"HW",471.078,"PreFenton",,3976276.33333333
"HW",471.0933,"PreFenton",2926972,4282282
"HW",471.0992,"PostFenton",,7576848.66666667
"HW",471.1144,"PostFenton",,6330299.66666667
"HW",471.1144,"PreFenton",,4708436.66666667
"HW",471.1297,"PreFenton",3258240.33333333,3727615.33333333
"HW",471.1355,"PostFenton",21454447,32281532
"HW",471.1355,"PreFenton",5549782.33333333,7393023.66666667
"HW",471.1508,"PostFenton",3319406.33333333,7308903.33333333
"HW",471.1508,"PreFenton",2585986.66666667,3595178.33333333
"HW",471.1661,"PostFenton",2469145,1878120
"HW",471.1661,"PreFenton",4845615,3760895.66666667
"HW",471.1719,"PostFenton",6451822.33333333,7620882.66666667
"HW",471.1719,"PreFenton",2620805,2779733
"HW",471.1872,"PostFenton",6615321,6214248.33333333
"HW",471.1872,"PreFenton",4270129,3483391.66666667
"HW",471.2024,"PostFenton",4553325.66666667,2534334
"HW",471.2024,"PreFenton",8043912.66666667,4552447.66666667
"HW",471.2097,"PostFenton",,2083774.66666667
"HW",471.2097,"PreFenton",2603060,
"HW",471.2236,"PostFenton",6514968,3365822.66666667
"HW",471.2236,"PreFenton",6439306.66666667,3679146.66666667
"HW",471.2388,"PostFenton",4243394.66666667,
"HW",471.2388,"PreFenton",8480140.66666667,4335531
"HW",471.246,"PostFenton",3002647.66666667,
"HW",471.246,"PreFenton",3402296,
"HW",471.26,"PostFenton",3359341,
"HW",471.26,"PreFenton",4760974.66666667,2358187
"HW",471.2752,"PreFenton",5167845.66666667,2790485.66666667
"HW",471.2824,"PreFenton",2505958.66666667,
"HW",471.2963,"PreFenton",2437181.66666667,
"HW",471.3116,"PreFenton",2545556.66666667,
"HW",472.1494,"PreFenton",2135370,
"HW",472.2047,"PostFenton",3562080,
"HW",472.2047,"PreFenton",2762576.33333333,
"HW",472.2413,"PostFenton",3919456,
"HW",472.2413,"PreFenton",5071700.66666667,3286109.66666667
"HW",472.2777,"PostFenton",1781514,
"HW",472.2777,"PreFenton",2670083.66666667,
"HW",473.0362,"PreFenton",,3649297
"HW",473.0573,"PostFenton",,3914403.33333333
"HW",473.0725,"PreFenton",3017142.66666667,5476455.33333333
"HW",473.0937,"PostFenton",,5137402.33333333
"HW",473.0937,"PreFenton",,2897170
"HW",473.1089,"PostFenton",,2010362.66666667
"HW",473.1089,"PreFenton",3634790,5266535.33333333
"HW",473.1148,"PostFenton",,7577936
"HW",473.1301,"PostFenton",,5470203.33333333
"HW",473.1301,"PreFenton",,2897512
"HW",473.1453,"PostFenton",2353750.33333333,2436433.33333333
"HW",473.1453,"PreFenton",4627391.66666667,4853181.33333333
"HW",473.1512,"PostFenton",,6719825.33333333
"HW",473.1664,"PostFenton",3970646.33333333,6131367
"HW",473.1664,"PreFenton",2397292.66666667,3085928
"HW",473.1817,"PostFenton",5754453.66666667,3553960
"HW",473.1817,"PreFenton",8417561.33333333,5896638
"HW",473.1889,"PostFenton",4106496.33333333,3256829.66666667
"HW",473.2028,"PostFenton",5963008,4139006
"HW",473.2028,"PreFenton",6932763.66666667,3773203.33333333
"HW",473.2181,"PostFenton",6947072,3105107.66666667
"HW",473.2181,"PreFenton",11865032.3333333,6264254
"HW",473.2253,"PostFenton",2940160.33333333,
"HW",473.2253,"PreFenton",2224926.33333333,
"HW",473.2392,"PostFenton",4153258.33333333,
"HW",473.2392,"PreFenton",4452299,
"HW",473.2545,"PostFenton",4989183.66666667,
"HW",473.2545,"PreFenton",9804066,4846015
"HW",473.2617,"PostFenton",1977941,
"HW",473.2756,"PostFenton",2035114.33333333,
"HW",473.2756,"PreFenton",3113594,
"HW",473.2826,"PostFenton",4160084.66666667,3258369
"HW",473.2826,"PreFenton",3593680,
"HW",473.2909,"PreFenton",4991612,2378090
"HW",474.1287,"PostFenton",2502051.33333333,
"HW",474.1729,"PostFenton",3485603.66666667,2253003.66666667
"HW",474.1729,"PreFenton",4366738.66666667,2942412.33333333
"HW",475.0518,"PostFenton",,2108654
"HW",475.0518,"PreFenton",2675201,5473073.33333333
"HW",475.0729,"PostFenton",,3155694.66666667
"HW",475.0882,"PostFenton",,2459717
"HW",475.0882,"PreFenton",3311280.33333333,6077916.66666667
"HW",475.1093,"PostFenton",,3876933.66666667
"HW",475.1128,"PostFenton",1717662.33333333,
"HW",475.1246,"PostFenton",1862558.66666667,3054662.33333333
"HW",475.1246,"PreFenton",4983647.66666667,6273501.66666667
"HW",475.1457,"PostFenton",1782857,4097777.66666667
"HW",475.1457,"PreFenton",2101517,3090568.33333333
"HW",475.161,"PostFenton",5236296.66666667,4704669
"HW",475.161,"PreFenton",7190030.66666667,6204211.33333333
"HW",475.1821,"PostFenton",3773000.66666667,4868851.33333333
"HW",475.1974,"PostFenton",9948062,4931657.33333333
"HW",475.1974,"PreFenton",12108990,7746356
"HW",475.2185,"PostFenton",5880392.66666667,2582943.33333333
"HW",475.2185,"PreFenton",9830251.66666667,4675039.33333333
"HW",475.2337,"PostFenton",8365640.66666667,3321248
"HW",475.2337,"PreFenton",13798594.6666667,7165407.33333333
"HW",475.2549,"PostFenton",2463987.33333333,
"HW",475.2549,"PreFenton",3041648.33333333,
"HW",475.2701,"PostFenton",4141981.66666667,
"HW",475.2701,"PreFenton",8425330,4030773.66666667
"HW",475.2913,"PreFenton",1907231.66666667,
"HW",475.3065,"PreFenton",2897441.33333333,
"HW",477.0311,"PostFenton",,1828418.33333333
"HW",477.0311,"PreFenton",,3432114
"HW",477.0675,"PostFenton",,3252036
"HW",477.0675,"PreFenton",2923955,6487560.33333333
"HW",477.0886,"PostFenton",,3220975.66666667
"HW",477.1038,"PostFenton",,3283782
"HW",477.1038,"PreFenton",3722167.66666667,6692020
"HW",477.125,"PostFenton",,3436529.33333333
"HW",477.125,"PreFenton",2151355,4950879.33333333
"HW",477.1402,"PostFenton",3970289,5191154
"HW",477.1402,"PreFenton",6322620.66666667,7351818.33333333
"HW",477.1614,"PostFenton",2198086.33333333,3121821.66666667
"HW",477.1726,"PostFenton",3305884,
"HW",477.1726,"PreFenton",5007809,2692789.66666667
"HW",477.1766,"PostFenton",9100870.33333333,6689950.33333333
"HW",477.1766,"PreFenton",9386775,7248395.33333333
"HW",477.1977,"PostFenton",4324252,3105780.66666667
"HW",477.213,"PostFenton",10827334.6666667,4982944
"HW",477.213,"PreFenton",14439196,8620897.33333333
"HW",477.2341,"PostFenton",4582470.66666667,
"HW",477.2341,"PreFenton",17228575,7485623.33333333
"HW",477.2494,"PostFenton",6677062.33333333,2218316.33333333
"HW",477.2494,"PreFenton",11504416.6666667,5660855.66666667
"HW",477.2858,"PostFenton",2946630.33333333,
"HW",477.2858,"PreFenton",5750224.33333333,2975075
"HW",479.0467,"PostFenton",,3367159.66666667
"HW",479.0467,"PreFenton",2032492.66666667,4526313.33333333
"HW",479.062,"PreFenton",,1868863
"HW",479.0831,"PostFenton",,3907150.66666667
"HW",479.0831,"PreFenton",2717554,6264725
"HW",479.1042,"PostFenton",3004834.66666667,5475237
"HW",479.1042,"PreFenton",2749130,
"HW",479.1195,"PostFenton",2347256.33333333,4989520.66666667
"HW",479.1195,"PreFenton",4437708.33333333,6625857
"HW",479.1406,"PostFenton",2751224.66666667,4232785.66666667
"HW",479.1406,"PreFenton",1937444.66666667,
"HW",479.1519,"PostFenton",,2031186.33333333
"HW",479.1559,"PostFenton",6468515.33333333,7475111.66666667
"HW",479.1559,"PreFenton",7679014.66666667,7104066
"HW",479.177,"PostFenton",2726819.33333333,2909097
"HW",479.177,"PreFenton",2560383,
"HW",479.1923,"PostFenton",10872398,7249151
"HW",479.1923,"PreFenton",10062892,7182573.66666667
"HW",479.2134,"PostFenton",2528675.66666667,
"HW",479.2134,"PreFenton",2721839,
"HW",479.2287,"PostFenton",9044217,4082944.66666667
"HW",479.2287,"PreFenton",11598214.3333333,6217625.66666667
"HW",479.265,"PostFenton",4308558.66666667,
"HW",479.265,"PreFenton",7549664.66666667,3557786.66666667
"HW",479.3014,"PostFenton",6446158.66666667,
"HW",479.3014,"PreFenton",38530789.3333333,18067526
"HW",480.1359,"PostFenton",,2790020.66666667
"HW",480.1723,"PostFenton",2127616,
"HW",481.026,"PostFenton",,1895774.33333333
"HW",481.0412,"PreFenton",,2072617.66666667
"HW",481.0624,"PostFenton",,4420960
"HW",481.0624,"PreFenton",1915019.66666667,5140437
"HW",481.0776,"PreFenton",2084920.66666667,2284501.33333333
"HW",481.0835,"PostFenton",,3252065
"HW",481.0988,"PostFenton",,4609378.33333333
"HW",481.0988,"PreFenton",2741563.66666667,6202667.66666667
"HW",481.1199,"PostFenton",6185907.33333333,12287331.3333333
"HW",481.1199,"PreFenton",2385214.66666667,
"HW",481.1351,"PostFenton",3481865.33333333,6892558.66666667
"HW",481.1351,"PreFenton",4544832.66666667,6884994.33333333
"HW",481.1563,"PostFenton",6590046.66666667,6852623.66666667
"HW",481.1563,"PreFenton",3474073.33333333,
"HW",481.1715,"PostFenton",8091231,7980390
"HW",481.1715,"PreFenton",7717531.33333333,6375726
"HW",481.1868,"PreFenton",2381640.33333333,
"HW",481.1927,"PostFenton",3309833.66666667,
"HW",481.1927,"PreFenton",2297502.66666667,
"HW",481.2079,"PostFenton",9509129.66666667,5618365
"HW",481.2079,"PreFenton",9173664.66666667,5539460.66666667
"HW",481.2232,"PreFenton",3067725.33333333,
"HW",481.2443,"PostFenton",5904650,2247871.33333333
"HW",481.2443,"PreFenton",8398160.66666667,4458459
"HW",481.2596,"PreFenton",2415101.66666667,
"HW",481.2807,"PostFenton",2152202.66666667,
"HW",481.2807,"PreFenton",4658859.33333333,2312498
"HW",482.1515,"PostFenton",2245396.66666667,2870342.66666667
"HW",482.1643,"PreFenton",2905559.66666667,
"HW",482.2256,"PostFenton",1982400,
"HW",482.2256,"PreFenton",2087392.33333333,
"HW",482.262,"PreFenton",2709307,
"HW",483.0416,"PostFenton",,3044985
"HW",483.0569,"PreFenton",2261937,3075614
"HW",483.078,"PostFenton",,5090768
"HW",483.078,"PreFenton",,4634483.66666667
"HW",483.0933,"PreFenton",2407009.33333333,2943860.33333333
"HW",483.0992,"PostFenton",,9728806.66666667
"HW",483.1144,"PostFenton",1904759,5788797
"HW",483.1144,"PreFenton",2261433.66666667,4800543.66666667
"HW",483.1297,"PreFenton",2524433.33333333,
"HW",483.1355,"PostFenton",14095308.3333333,24353576.6666667
"HW",483.1355,"PreFenton",8102162,5017632.66666667
"HW",483.1508,"PostFenton",4060109,7252095
"HW",483.1508,"PreFenton",3727636.33333333,4712993
"HW",483.1661,"PreFenton",3108460,2954871.33333333
"HW",483.1719,"PostFenton",9709858.33333333,6861269.66666667
"HW",483.1719,"PreFenton",4711703.66666667,2470092.66666667
"HW",483.1872,"PostFenton",7184674.33333333,6886870.33333333
"HW",483.1872,"PreFenton",5405978,4471160
"HW",483.2024,"PostFenton",2511480.33333333,
"HW",483.2024,"PreFenton",4384710.33333333,
"HW",483.2236,"PostFenton",7110264.66666667,3935192.66666667
"HW",483.2236,"PreFenton",7170335,4192974.33333333
"HW",483.2388,"PostFenton",2226809,
"HW",483.2388,"PreFenton",5340449.66666667,2961615.33333333
"HW",483.246,"PostFenton",2135843.33333333,
"HW",483.246,"PreFenton",2862883,
"HW",483.26,"PostFenton",3794553,
"HW",483.26,"PreFenton",6059983.33333333,
"HW",483.2752,"PreFenton",3904465.66666667,
"HW",483.2963,"PreFenton",3215829,
"HW",483.3116,"PreFenton",2439468.33333333,
"HW",484.1308,"PostFenton",,2190349.33333333
"HW",484.2047,"PostFenton",2906077,
"HW",484.2047,"PreFenton",2092637.66666667,
"HW",484.2413,"PostFenton",3083912.33333333,
"HW",484.2413,"PreFenton",4656227,
"HW",484.2777,"PostFenton",1920137,
"HW",484.2777,"PreFenton",3844200.66666667,
"HW",485.0362,"PreFenton",,3154370.33333333
"HW",485.0573,"PostFenton",,3983599
"HW",485.0573,"PreFenton",,2620952.33333333
"HW",485.0725,"PreFenton",2618252,3882947.66666667
"HW",485.0937,"PostFenton",,4987463
"HW",485.0937,"PreFenton",,3864687
"HW",485.1089,"PreFenton",2655121.66666667,3787717
"HW",485.1148,"PostFenton",4244802,22203293.3333333
"HW",485.1301,"PostFenton",,5647603.66666667
"HW",485.1301,"PreFenton",1991231.66666667,3552709.66666667
"HW",485.1453,"PreFenton",3157569.66666667,3095153.33333333
"HW",485.1512,"PostFenton",17193283,20922613
"HW",485.1512,"PreFenton",19728280,12945180
"HW",485.1664,"PostFenton",3917123.33333333,6328565.66666667
"HW",485.1664,"PreFenton",3354522.33333333,3000946
"HW",485.1817,"PostFenton",3050819.33333333,
"HW",485.1817,"PreFenton",5171783.33333333,3870066.66666667
"HW",485.1876,"PostFenton",6348440.66666667,4838305.33333333
"HW",485.1876,"PreFenton",2329501.66666667,1684936.33333333
"HW",485.2028,"PostFenton",6184259.66666667,4506189.33333333
"HW",485.2028,"PreFenton",4454303.66666667,3234590
"HW",485.2181,"PostFenton",4346521.33333333,2149454.33333333
"HW",485.2181,"PreFenton",8549623.33333333,4549748.33333333
"HW",485.2253,"PreFenton",2475768.66666667,
"HW",485.2392,"PostFenton",4996761.66666667,2298276.66666667
"HW",485.2392,"PreFenton",6021029.66666667,2912544
"HW",485.2545,"PostFenton",3419119.33333333,
"HW",485.2545,"PreFenton",8307965.33333333,4277707.33333333
"HW",485.2617,"PreFenton",2282750.66666667,
"HW",485.2756,"PreFenton",3759019,
"HW",485.279,"PostFenton",4674031.66666667,2981116.66666667
"HW",485.279,"PreFenton",4191659.66666667,
"HW",485.2909,"PreFenton",5437016,2497314
"HW",485.3272,"PreFenton",7120477.66666667,2972622
"HW",486.1253,"PreFenton",,2695835
"HW",486.2204,"PostFenton",3594583.33333333,1850678
"HW",486.2204,"PreFenton",3640380.33333333,2123081.66666667
"HW",486.2569,"PostFenton",3030360,
"HW",486.2569,"PreFenton",4512151,2273782
"HW",486.2933,"PreFenton",2147911.33333333,
"HW",487.0518,"PreFenton",2397373,4393325.66666667
"HW",487.0729,"PostFenton",,3892928.33333333
"HW",487.0729,"PreFenton",,2658500
"HW",487.0882,"PreFenton",2663619,4593348.66666667
"HW",487.1093,"PostFenton",,4384450.66666667
"HW",487.1093,"PreFenton",,2768240.33333333
"HW",487.1246,"PreFenton",3358237.66666667,4067526.33333333
"HW",487.1305,"PostFenton",3364714.33333333,23056750.6666667
"HW",487.1457,"PostFenton",,4599492.66666667
"HW",487.1457,"PreFenton",,2668658
"HW",487.161,"PostFenton",2925760,2286960.33333333
