"Forest","Mass","fenton","PostGoethite","PreGoethite"
"HW",433.0657,"PostFenton",,3527157
"HW",433.0776,"PostFenton",,4015263
"HW",433.0776,"PreFenton",4034968.66666667,9217052
"HW",433.0931,"PreFenton",2311405.66666667,
"HW",433.0988,"PostFenton",,5636936.33333333
"HW",433.0988,"PreFenton",,2058096
"HW",433.1021,"PostFenton",3293917.33333333,2878621.66666667
"HW",433.1021,"PreFenton",3859523,1959279.33333333
"HW",433.11,"PostFenton",,1797448
"HW",433.114,"PostFenton",3957468.33333333,5352946.33333333
"HW",433.114,"PreFenton",6687128,10850670.6666667
"HW",433.1351,"PostFenton",2482736.33333333,5632156
"HW",433.1351,"PreFenton",,2547223.66666667
"HW",433.1464,"PostFenton",,2095771.33333333
"HW",433.1504,"PostFenton",9975855,7638512.33333333
"HW",433.1504,"PreFenton",10970178.3333333,10378945
"HW",433.1715,"PostFenton",4342488.33333333,5037210
"HW",433.1868,"PostFenton",13292930,6527470.66666667
"HW",433.1868,"PreFenton",15731778,10258110.6666667
"HW",433.194,"PostFenton",,2706414.33333333
"HW",433.2079,"PostFenton",5703040.33333333,2835266.66666667
"HW",433.2079,"PreFenton",4245228.66666667,3188071.33333333
"HW",433.2232,"PostFenton",7951743.33333333,2781506
"HW",433.2232,"PreFenton",11682881.6666667,6961851.66666667
"HW",433.2443,"PostFenton",3836456.66666667,
"HW",433.2443,"PreFenton",6579948,3404473.66666667
"HW",433.2596,"PostFenton",2340220.66666667,
"HW",433.2596,"PreFenton",4450710.66666667,
"HW",433.2807,"PreFenton",1904619.66666667,
"HW",433.3323,"PostFenton",2406434,
"HW",434.1093,"PreFenton",,2195061
"HW",435.0205,"PostFenton",,2194145.33333333
"HW",435.0205,"PreFenton",,3840213.66666667
"HW",435.0569,"PostFenton",,4989663
"HW",435.0569,"PreFenton",3379414.66666667,9539794.66666667
"HW",435.0722,"PreFenton",,2099921.33333333
"HW",435.078,"PostFenton",,3803187
"HW",435.0815,"PostFenton",,3996381.33333333
"HW",435.0933,"PostFenton",2616051,5623858.33333333
"HW",435.0933,"PreFenton",4805675.66666667,11216421
"HW",435.1144,"PostFenton",3809180,7112753
"HW",435.1144,"PreFenton",2928512.66666667,3336056.33333333
"HW",435.1256,"PostFenton",2804976.33333333,3493083
"HW",435.1297,"PostFenton",7790490.66666667,9223557.33333333
"HW",435.1297,"PreFenton",9002027.33333333,12058146
"HW",435.1508,"PostFenton",4580249,5348740.33333333
"HW",435.1508,"PreFenton",2530347,
"HW",435.1661,"PostFenton",15564013.3333333,10133550.3333333
"HW",435.1661,"PreFenton",14137045.6666667,11608265.6666667
"HW",435.1872,"PostFenton",3286080.66666667,2900695.66666667
"HW",435.1872,"PreFenton",2469418.66666667,
"HW",435.2024,"PostFenton",13567210.3333333,5452844
"HW",435.2024,"PreFenton",15341269,9976007
"HW",435.2236,"PostFenton",2288360.66666667,
"HW",435.2249,"PreFenton",3819220.33333333,2074820.66666667
"HW",435.2388,"PostFenton",5104189.33333333,1834026
"HW",435.2388,"PreFenton",8660009.66666667,5335918.33333333
"HW",435.26,"PreFenton",3109417.33333333,1667436.33333333
"HW",435.2752,"PreFenton",2409854.66666667,
"HW",436.1097,"PostFenton",,2206371.33333333
"HW",436.146,"PostFenton",1993973.66666667,
"HW",437.0362,"PostFenton",,4642072.66666667
"HW",437.0362,"PreFenton",1946981.66666667,5888725.33333333
"HW",437.0514,"PreFenton",2298213.66666667,2736169.66666667
"HW",437.0725,"PostFenton",,6272278
"HW",437.0725,"PreFenton",3439461,10504231.6666667
"HW",437.0878,"PreFenton",,2374353.33333333
"HW",437.0937,"PostFenton",2911657.33333333,9019327.66666667
"HW",437.1089,"PostFenton",4493736,8499817.66666667
"HW",437.1089,"PreFenton",5926927.33333333,11048314
"HW",437.1301,"PostFenton",7181393,9167464.33333333
"HW",437.1301,"PreFenton",3007162,2510541.66666667
"HW",437.1413,"PostFenton",2585680.33333333,6279101.33333333
"HW",437.1453,"PostFenton",12013989,12466108.6666667
"HW",437.1453,"PreFenton",12157967,13383713.3333333
"HW",437.1664,"PostFenton",4910840.66666667,3934139.66666667
"HW",437.1664,"PreFenton",3910158.66666667,2229109
"HW",437.1817,"PostFenton",16328439.6666667,9080080
"HW",437.1817,"PreFenton",14150670,10767731.6666667
"HW",437.2042,"PostFenton",1846176.33333333,
"HW",437.2042,"PreFenton",2624014,
"HW",437.2181,"PostFenton",9632159.33333333,4043534
"HW",437.2181,"PreFenton",12169571,7426416.66666667
"HW",437.2406,"PreFenton",2504717.33333333,
"HW",437.2545,"PostFenton",2912668.33333333,
"HW",437.2545,"PreFenton",5445304,2591597.33333333
"HW",438.1253,"PostFenton",,3860525.66666667
"HW",438.1617,"PostFenton",2568700,1641942.33333333
"HW",439.0154,"PostFenton",,2075811
"HW",439.0307,"PreFenton",,2666534
"HW",439.0518,"PostFenton",,6316193
"HW",439.0518,"PreFenton",,6822436
"HW",439.0552,"PreFenton",28041542.6666667,13338489.3333333
"HW",439.0671,"PreFenton",2276166.66666667,3344930.66666667
"HW",439.0729,"PostFenton",,2711029
"HW",439.0882,"PostFenton",2528516.33333333,8245065.33333333
"HW",439.0882,"PreFenton",3371334.33333333,9569483.33333333
"HW",439.1035,"PreFenton",2149190,2810570
"HW",439.1093,"PostFenton",7781975.66666667,17969650.6666667
"HW",439.1093,"PreFenton",2394950.33333333,
"HW",439.1246,"PostFenton",6050049,11498652.3333333
"HW",439.1246,"PreFenton",6001307.33333333,9715571
"HW",439.1398,"PreFenton",2245104.33333333,
"HW",439.1457,"PostFenton",14048170,9442459.33333333
"HW",439.1457,"PreFenton",8933701.33333333,5306225.33333333
"HW",439.1569,"PostFenton",,8038896
"HW",439.161,"PostFenton",13814014,12255727.6666667
"HW",439.161,"PreFenton",9780207.66666667,9839130.66666667
"HW",439.1762,"PreFenton",2703855.33333333,2116121
"HW",439.1821,"PostFenton",3148881.33333333,
"HW",439.1821,"PreFenton",3225924.66666667,
"HW",439.1974,"PostFenton",13461072,6616557.33333333
"HW",439.1974,"PreFenton",11373551.3333333,8301079.33333333
"HW",439.2007,"PreFenton",2859162,
"HW",439.2126,"PreFenton",2960196.33333333,
"HW",439.2198,"PostFenton",3812601,
"HW",439.2198,"PreFenton",4743492.33333333,2710378.33333333
"HW",439.2337,"PostFenton",6252450.33333333,2276160.66666667
"HW",439.2337,"PreFenton",8883183,4802751
"HW",439.2562,"PostFenton",1884747,
"HW",439.2701,"PreFenton",3400515.66666667,
"HW",439.2735,"PostFenton",4364361.66666667,
"HW",439.2735,"PreFenton",3572803.33333333,
"HW",439.2926,"PreFenton",2948419,
"HW",440.141,"PostFenton",,2460596.66666667
"HW",440.1787,"PostFenton",2069159.66666667,
"HW",440.2038,"PreFenton",2076127.66666667,
"HW",440.2151,"PostFenton",2723321.66666667,
"HW",440.2151,"PreFenton",2455519.33333333,
"HW",440.2515,"PostFenton",1863500,
"HW",440.2515,"PreFenton",3481055,
"HW",441.0099,"PreFenton",,2258803.66666667
"HW",441.0311,"PostFenton",,3429758.66666667
"HW",441.0311,"PreFenton",,2132508.66666667
"HW",441.0463,"PreFenton",2261118,3957275.33333333
"HW",441.0675,"PostFenton",,7659217.66666667
"HW",441.0675,"PreFenton",1987368,6935235.33333333
"HW",441.0827,"PreFenton",2800253.33333333,4197741
"HW",441.0886,"PostFenton",,5657637.66666667
"HW",441.1038,"PostFenton",3044781,9640996.66666667
"HW",441.1038,"PreFenton",3147730.33333333,8031936.33333333
"HW",441.1191,"PreFenton",2969895,3964094.66666667
"HW",441.125,"PostFenton",8615339.33333333,19181944.6666667
"HW",441.125,"PreFenton",2464978,3154793.33333333
"HW",441.128,"PostFenton",4405163.33333333,
"HW",441.128,"PreFenton",7063847,3376233
"HW",441.1402,"PostFenton",6936661,11740194.6666667
"HW",441.1402,"PreFenton",4430460.33333333,6551570.33333333
"HW",441.1555,"PostFenton",2015401,
"HW",441.1555,"PreFenton",3748305.33333333,3051366.33333333
"HW",441.1614,"PostFenton",8680872,4716235.66666667
"HW",441.1614,"PreFenton",7607249.33333333,4248934
"HW",441.1766,"PostFenton",12853329.6666667,9758411
"HW",441.1766,"PreFenton",14021585,9872399.33333333
"HW",441.1919,"PostFenton",3242064.33333333,
"HW",441.1919,"PreFenton",5533990,3498851
"HW",441.1991,"PostFenton",5144314.33333333,2256073.33333333
"HW",441.1991,"PreFenton",4589179.66666667,2800994.33333333
"HW",441.213,"PostFenton",10412793.3333333,4481395
"HW",441.213,"PreFenton",9730342,6218763.66666667
"HW",441.2283,"PostFenton",2425592,
"HW",441.2283,"PreFenton",4326352.33333333,2933258.66666667
"HW",441.2355,"PostFenton",5836876.66666667,
"HW",441.2355,"PreFenton",8577317.33333333,5151412.33333333
"HW",441.2494,"PostFenton",3585440.66666667,
"HW",441.2494,"PreFenton",6145658.66666667,3310771
"HW",441.2528,"PostFenton",9128352.66666667,6286705.33333333
"HW",441.2528,"PreFenton",6584272,2915165.66666667
"HW",441.2646,"PreFenton",2257530.33333333,
"HW",441.2719,"PostFenton",2105247,
"HW",441.2719,"PreFenton",3981263.66666667,
"HW",441.2858,"PreFenton",2007759.66666667,
"HW",442.1831,"PostFenton",2082213,
"HW",442.1943,"PostFenton",4186617.66666667,2111117.33333333
"HW",442.1943,"PreFenton",3437848,2653618.33333333
"HW",442.2195,"PostFenton",2108407.33333333,
"HW",442.2195,"PreFenton",2659095.33333333,
"HW",442.2307,"PostFenton",3942049,
"HW",442.2307,"PreFenton",5130178.33333333,2931802
"HW",442.2671,"PreFenton",3507308,
"HW",443.0256,"PreFenton",,3853158.66666667
"HW",443.0467,"PostFenton",,4894639
"HW",443.062,"PostFenton",,1902680.66666667
"HW",443.062,"PreFenton",3145484,5521934.33333333
"HW",443.0831,"PostFenton",1932886.66666667,7910316.66666667
"HW",443.0831,"PreFenton",,5426700
"HW",443.0984,"PostFenton",,1918038.33333333
"HW",443.0984,"PreFenton",3484257,5514762.66666667
"HW",443.1042,"PostFenton",,6718720.66666667
"HW",443.1195,"PostFenton",2670846.66666667,8965717
"HW",443.1195,"PreFenton",3999158,7755955.33333333
"HW",443.1348,"PostFenton",2122151.66666667,2425769.33333333
"HW",443.1348,"PreFenton",4435552.33333333,5255687.33333333
"HW",443.1406,"PostFenton",1833212.66666667,6734761
"HW",443.1559,"PostFenton",6644987,9647699
"HW",443.1559,"PreFenton",3575051,4325893.66666667
"HW",443.1711,"PostFenton",4506191,2943399.33333333
"HW",443.1711,"PreFenton",7121845.33333333,5358084
"HW",443.1784,"PostFenton",,3243260
"HW",443.1784,"PreFenton",2414005,
"HW",443.1923,"PostFenton",11408631.6666667,7077456.66666667
"HW",443.1923,"PreFenton",15184138.3333333,9560919.66666667
"HW",443.2075,"PostFenton",5153356,2375930.33333333
"HW",443.2075,"PreFenton",8967092.66666667,5612374.33333333
"HW",443.2147,"PostFenton",6597878,2809935.33333333
"HW",443.2147,"PreFenton",6473311.33333333,4684629.33333333
"HW",443.2287,"PostFenton",7821898.33333333,2548814.33333333
"HW",443.2287,"PreFenton",7863220.66666667,4228607
"HW",443.2439,"PostFenton",3401459.66666667,
"HW",443.2439,"PreFenton",5996809.66666667,3496616.33333333
"HW",443.2511,"PostFenton",4714738.66666667,
"HW",443.2511,"PreFenton",5002164.33333333,2873511.33333333
"HW",443.265,"PreFenton",4160777.33333333,
"HW",443.2875,"PreFenton",3596041,
"HW",444.1181,"PostFenton",9161895,3764761.33333333
"HW",444.1181,"PreFenton",13539583,6643459.33333333
"HW",444.1734,"PostFenton",2285047.66666667,
"HW",444.21,"PostFenton",3746463,1966611.66666667
"HW",444.21,"PreFenton",3100243,2190416
"HW",444.2464,"PostFenton",3923100,
"HW",444.2464,"PreFenton",7093843,4263671.66666667
"HW",445.0412,"PostFenton",,2126989.33333333
"HW",445.0412,"PreFenton",2478666,5762053.33333333
"HW",445.0624,"PostFenton",,5240289
"HW",445.0776,"PostFenton",,2594954.66666667
"HW",445.0776,"PreFenton",3620084.33333333,6864556.66666667
"HW",445.0988,"PostFenton",,6591967
"HW",445.0988,"PreFenton",,3728384
"HW",445.1021,"PostFenton",2131025.66666667,
"HW",445.114,"PostFenton",,2842419
"HW",445.114,"PreFenton",5077236,7346174.66666667
"HW",445.1351,"PostFenton",2645923.66666667,6774578
"HW",445.1351,"PreFenton",1929033.33333333,3225938
"HW",445.1504,"PostFenton",4584525.33333333,4338140
"HW",445.1504,"PreFenton",7466569.33333333,7198374.33333333
"HW",445.1576,"PostFenton",,2545627.33333333
"HW",445.1715,"PostFenton",6781686,7507077
"HW",445.1715,"PreFenton",3992137,3431247
"HW",445.1868,"PostFenton",8525556.66666667,4415620.33333333
"HW",445.1868,"PreFenton",11443102.3333333,7487821.33333333
"HW",445.194,"PostFenton",4096755.66666667,3229316
"HW",445.194,"PreFenton",2813683.66666667,
"HW",445.2079,"PostFenton",9337245.33333333,4551811.33333333
"HW",445.2079,"PreFenton",13229640.6666667,12882592.6666667
"HW",445.2232,"PostFenton",6171377.66666667,2392706.33333333
"HW",445.2232,"PreFenton",10920862,6265844.66666667
"HW",445.2304,"PostFenton",4531611.66666667,2272044.33333333
"HW",445.2304,"PreFenton",4723614,4635295
"HW",445.2443,"PostFenton",4708421.33333333,
"HW",445.2443,"PreFenton",6428914.66666667,2973853.66666667
"HW",445.2596,"PostFenton",2796270,
"HW",445.2596,"PreFenton",5611762.66666667,3079324
"HW",445.2668,"PostFenton",1854360.33333333,
"HW",445.2668,"PreFenton",2053874.66666667,
"HW",445.2807,"PreFenton",2094493.33333333,
"HW",446.0974,"PostFenton",,1924004.66666667
"HW",446.178,"PostFenton",,2120608
"HW",447.0205,"PreFenton",,3526484.66666667
"HW",447.0569,"PostFenton",,3330243.33333333
"HW",447.0569,"PreFenton",3086565,7304700.33333333
"HW",447.078,"PostFenton",,4145858
"HW",447.0814,"PostFenton",,2830700.33333333
"HW",447.0933,"PostFenton",,3690859.66666667
"HW",447.0933,"PreFenton",4382948.66666667,8162809
"HW",447.1144,"PostFenton",2220621.33333333,6058005
"HW",447.1144,"PreFenton",2975460.66666667,29278711
"HW",447.1178,"PostFenton",2946466.66666667,
"HW",447.1178,"PreFenton",3678095.33333333,
"HW",447.1297,"PostFenton",3980193.66666667,5276009.66666667
"HW",447.1297,"PreFenton",6860345.66666667,8415733.66666667
"HW",447.1344,"PostFenton",4098977,
"HW",447.1344,"PreFenton",3212857.66666667,
"HW",447.1508,"PostFenton",2691317.33333333,4811795
"HW",447.1508,"PreFenton",,2240841.33333333
"HW",447.1661,"PostFenton",9487945,6507538
"HW",447.1661,"PreFenton",11377550.6666667,9279986.33333333
"HW",447.1872,"PostFenton",6572274.33333333,4452369
"HW",447.1872,"PreFenton",2368569.33333333,
"HW",447.2024,"PostFenton",11596699,4849680.33333333
"HW",447.2024,"PreFenton",14532836,9249263.33333333
"HW",447.2097,"PostFenton",,2605242.33333333
"HW",447.2236,"PostFenton",6366105.66666667,2576740.33333333
"HW",447.2236,"PreFenton",18178275.6666667,22568088.3333333
"HW",447.2388,"PostFenton",5488194.66666667,
"HW",447.2388,"PreFenton",10479161.3333333,5390486.66666667
"HW",447.26,"PostFenton",2064619.66666667,
"HW",447.26,"PreFenton",3210638.66666667,
"HW",447.2752,"PreFenton",3651129,
"HW",448.0885,"PreFenton",,2003959.33333333
"HW",449.0362,"PostFenton",,3315627.66666667
"HW",449.0362,"PreFenton",1898462.66666667,5662715.66666667
"HW",449.0607,"PostFenton",,2093823.33333333
"HW",449.0725,"PostFenton",,4430761.33333333
"HW",449.0725,"PreFenton",3272586,8629923.66666667
"HW",449.0937,"PostFenton",,5086803.33333333
"HW",449.1089,"PostFenton",3054670.33333333,4965287.66666667
"HW",449.1089,"PreFenton",6583860.33333333,11082059
"HW",449.1301,"PostFenton",2866765,5457830.33333333
"HW",449.1301,"PreFenton",3138612.33333333,3161417
"HW",449.1453,"PostFenton",8329291.33333333,8142757.33333333
"HW",449.1453,"PreFenton",9049652.33333333,9490759.66666667
"HW",449.1664,"PostFenton",3183007,3464441.66666667
"HW",449.1817,"PostFenton",13717576.3333333,7966627.66666667
"HW",449.1817,"PreFenton",13776436.3333333,9982959.33333333
"HW",449.2028,"PostFenton",3038278.66666667,2062242.66666667
"HW",449.2028,"PreFenton",2938591,
"HW",449.2181,"PostFenton",10685850.6666667,4026615.33333333
"HW",449.2181,"PreFenton",14138249.6666667,8300183
"HW",449.2392,"PostFenton",2736366.33333333,
"HW",449.2392,"PreFenton",3924190.66666667,
"HW",449.2545,"PostFenton",4160237,
"HW",449.2545,"PreFenton",6935775,3626644
"HW",450.1253,"PostFenton",,2288157.33333333
"HW",451.0154,"PreFenton",,1894744.66666667
"HW",451.0518,"PostFenton",,4766191
"HW",451.0518,"PreFenton",2404410.66666667,6924800.33333333
"HW",451.0671,"PreFenton",2050789.33333333,2461012.66666667
"HW",451.0729,"PostFenton",,2220611.66666667
"HW",451.0882,"PostFenton",,5683693.66666667
"HW",451.0882,"PreFenton",3457936,8884733.66666667
"HW",451.1093,"PostFenton",4156670.66666667,10448023
"HW",451.1123,"PreFenton",11161829.3333333,4859046
"HW",451.1246,"PostFenton",5257469.66666667,8499009.33333333
"HW",451.1246,"PreFenton",7102011.33333333,11536549.3333333
"HW",451.1457,"PostFenton",5032529,6179989.33333333
"HW",451.1569,"PostFenton",,2231274.33333333
"HW",451.161,"PostFenton",11638693.3333333,10241855.3333333
"HW",451.161,"PreFenton",10413627.3333333,9664674.66666667
"HW",451.1821,"PostFenton",2477305,2110782.33333333
"HW",451.1821,"PreFenton",2634555.33333333,
"HW",451.1974,"PostFenton",13533773,6914536
"HW",451.1974,"PreFenton",13578470,8832500.66666667
"HW",451.2126,"PreFenton",1694524,
"HW",451.2198,"PreFenton",2708027.66666667,
"HW",451.2337,"PostFenton",6852852.66666667,2509627.66666667
"HW",451.2337,"PreFenton",10079804,5559794
"HW",451.2549,"PostFenton",3560520.33333333,
"HW",451.2549,"PreFenton",2826982.66666667,
"HW",451.2701,"PreFenton",4042641.33333333,1758190.66666667
"HW",452.141,"PostFenton",2047063,2881467.66666667
"HW",452.2151,"PreFenton",2177946,
"HW",453.0311,"PostFenton",,3463572
"HW",453.0311,"PreFenton",,2871485
"HW",453.0463,"PreFenton",2227791.66666667,2991974.33333333
"HW",453.0675,"PostFenton",,6293223.66666667
"HW",453.0675,"PreFenton",2686544,7740431.66666667
"HW",453.0827,"PreFenton",2298618.33333333,3073038.33333333
"HW",453.0886,"PostFenton",,7244860.33333333
"HW",453.1038,"PostFenton",2574604,7641489
"HW",453.1038,"PreFenton",3931387,8555191.66666667
"HW",453.1191,"PreFenton",2350160.33333333,2645686.66666667
"HW",453.125,"PostFenton",12898058.3333333,20554810.6666667
"HW",453.125,"PreFenton",7121147.33333333,5758646
"HW",453.1402,"PostFenton",6757812,10497082
"HW",453.1402,"PreFenton",5932966,8529930.33333333
"HW",453.1555,"PreFenton",1949777,
"HW",453.1614,"PostFenton",8481885,5891470.33333333
"HW",453.1614,"PreFenton",5545212,3039070
"HW",453.1766,"PostFenton",11982598.3333333,9623949.66666667
"HW",453.1766,"PreFenton",9323430.66666667,7909042.33333333
"HW",453.1919,"PreFenton",2942886.66666667,
"HW",453.1991,"PostFenton",2289839.66666667,
"HW",453.1991,"PreFenton",2681596.66666667,
"HW",453.213,"PostFenton",10495065.3333333,4350348.33333333
"HW",453.213,"PreFenton",10746791.3333333,6673412.66666667
"HW",453.2283,"PreFenton",2538236.66666667,
"HW",453.2355,"PostFenton",2239063.33333333,
"HW",453.2355,"PreFenton",3413586.33333333,
"HW",453.2494,"PostFenton",4103254.33333333,
"HW",453.2494,"PreFenton",6897917.33333333,3591682
"HW",453.2719,"PreFenton",2486867,
"HW",453.2858,"PreFenton",2271656.33333333,
"HW",454.1202,"PostFenton",,2510694.66666667
"HW",454.1566,"PostFenton",,2004752.33333333
"HW",454.1943,"PostFenton",2294628.33333333,
"HW",454.2307,"PostFenton",2670945.66666667,
"HW",454.2307,"PreFenton",3203343,
"HW",454.2671,"PreFenton",4396986.33333333,
"HW",455.0256,"PreFenton",,2541445.33333333
"HW",455.0467,"PostFenton",,4856131
"HW",455.0467,"PreFenton",,3949614.33333333
"HW",455.062,"PreFenton",2691702,4102018.66666667
"HW",455.0831,"PostFenton",,7153303.33333333
"HW",455.0831,"PreFenton",2202572,6946689.33333333
"HW",455.0984,"PreFenton",2560289.66666667,3583531.33333333
"HW",455.1042,"PostFenton",3289378.33333333,16871062.6666667
"HW",455.1195,"PostFenton",3251660,8522048.66666667
"HW",455.1195,"PreFenton",3730380.66666667,6842921.66666667
"HW",455.1348,"PreFenton",2575821.33333333,3040126
"HW",455.1406,"PostFenton",13472031.6666667,19006442.6666667
"HW",455.1406,"PreFenton",24277282.6666667,15063592
"HW",455.1559,"PostFenton",7721246.66666667,10432831.3333333
"HW",455.1559,"PreFenton",4767693.33333333,5645521.66666667
"HW",455.1711,"PostFenton",2550045.66666667,
"HW",455.1711,"PreFenton",4210638,3224614
"HW",455.177,"PostFenton",5830940.66666667,3034601
"HW",455.177,"PreFenton",6151118.33333333,2883451
"HW",455.1923,"PostFenton",10417094.3333333,7534909.66666667
"HW",455.1923,"PreFenton",7950628,5795023.33333333
"HW",455.2075,"PostFenton",2750405.66666667,
"HW",455.2075,"PreFenton",5462991,3383161
"HW",455.2147,"PostFenton",4653679.66666667,
"HW",455.2147,"PreFenton",4588495,3114189.66666667
"HW",455.2287,"PostFenton",7234500,2623121.66666667
"HW",455.2287,"PreFenton",8319268.66666667,4609911.33333333
"HW",455.2439,"PostFenton",2153240.33333333,
"HW",455.2439,"PreFenton",4121893.33333333,2520438.66666667
"HW",455.2511,"PostFenton",3673367.66666667,
"HW",455.2511,"PreFenton",6936869.33333333,3876555.33333333
"HW",455.265,"PostFenton",2764054.66666667,
"HW",455.265,"PreFenton",5117562.66666667,
"HW",455.2803,"PreFenton",2364198,
"HW",456.1734,"PostFenton",1778903.33333333,
"HW",456.21,"PostFenton",4240255.33333333,
"HW",456.21,"PreFenton",3971732.66666667,2709134
"HW",456.2464,"PostFenton",2897447.33333333,
"HW",456.2464,"PreFenton",3581248.66666667,2036448.66666667
"HW",456.2828,"PreFenton",2988695.33333333,
"HW",457.0412,"PreFenton",2480815.33333333,4361307.33333333
"HW",457.0624,"PostFenton",,5813163.66666667
"HW",457.0624,"PreFenton",,3949317
"HW",457.0776,"PreFenton",2757126,4982532
"HW",457.0988,"PostFenton",2010606.66666667,6484906
"HW",457.0988,"PreFenton",,4932013.33333333
"HW",457.114,"PreFenton",3434674,4465068.66666667
"HW",457.1199,"PostFenton",3585858.33333333,21565012
"HW",457.1351,"PostFenton",3234625.66666667,8518569.33333333
"HW",457.1351,"PreFenton",2495667,4279894
"HW",457.1504,"PostFenton",2007446,2224723.33333333
"HW",457.1504,"PreFenton",4821000.66666667,4478037
"HW",457.1563,"PostFenton",3992042.66666667,7050152.66666667
"HW",457.1563,"PreFenton",1972233,3332863.33333333
"HW",457.1715,"PostFenton",7096468.33333333,8238674.66666667
"HW",457.1715,"PreFenton",4512777.33333333,4146942.33333333
"HW",457.1868,"PostFenton",4668222,2718290.66666667
"HW",457.1868,"PreFenton",7382026,5032360.33333333
"HW",457.194,"PostFenton",,2836391.33333333
"HW",457.194,"PreFenton",3182602,
"HW",457.2079,"PostFenton",8403090,4736935.33333333
"HW",457.2079,"PreFenton",6479541,4637436.66666667
"HW",457.2232,"PostFenton",4513254.66666667,1797884
"HW",457.2232,"PreFenton",8316598,4667131.33333333
"HW",457.2304,"PostFenton",5095568.33333333,
"HW",457.2304,"PreFenton",4985184.66666667,3045627
"HW",457.2443,"PostFenton",4937189,
"HW",457.2443,"PreFenton",6355980,3145466.33333333
"HW",457.2596,"PostFenton",2657252,
"HW",457.2596,"PreFenton",5141175,2938617.33333333
"HW",457.2668,"PostFenton",2904035.66666667,
"HW",457.2668,"PreFenton",4105229,2555726.33333333
"HW",457.282,"PreFenton",3326989.33333333,
"HW",457.3171,"PostFenton",,2892537.33333333
"HW",458.1891,"PostFenton",2911657,2087479.66666667
"HW",458.1891,"PreFenton",2326576,
"HW",458.2256,"PostFenton",3990609.66666667,
"HW",458.2256,"PreFenton",3879302.66666667,2684100
"HW",458.262,"PostFenton",2965754,
"HW",458.262,"PreFenton",5808520,2755777.66666667
"HW",459.0205,"PreFenton",,3116955
"HW",459.0416,"PostFenton",,2598607.33333333
"HW",459.0569,"PostFenton",,2134905.66666667
"HW",459.0569,"PreFenton",2800213.66666667,5630617
"HW",459.078,"PostFenton",,5307598.33333333
"HW",459.078,"PreFenton",,3013784.33333333
"HW",459.0933,"PostFenton",,2216654
"HW",459.0933,"PreFenton",3760215.33333333,6252183.33333333
"HW",459.1144,"PostFenton",,5705250.66666667
"HW",459.1144,"PreFenton",,3647809
"HW",459.1297,"PostFenton",2273649,2919970.66666667
"HW",459.1297,"PreFenton",4878084,5924843
"HW",459.1355,"PostFenton",,9909794.33333333
"HW",459.1508,"PostFenton",3210948.66666667,6431266
"HW",459.1508,"PreFenton",2214149,3054569.66666667
"HW",459.1661,"PostFenton",5429273.33333333,3861537.66666667
"HW",459.1661,"PreFenton",7412144,6052158.33333333
"HW",459.1733,"PostFenton",2154862,2663287
"HW",459.1872,"PostFenton",6598338.66666667,5564961.66666667
"HW",459.1872,"PreFenton",5454257,4606440
"HW",459.2024,"PostFenton",7652033.66666667,3647009
"HW",459.2024,"PreFenton",11685639,7153639.33333333
"HW",459.2097,"PostFenton",3317612,2735478.33333333
"HW",459.2097,"PreFenton",2578695.33333333,
"HW",459.2236,"PostFenton",6722582,2638710.33333333
"HW",459.2236,"PreFenton",12825693.3333333,6390417
"HW",459.2388,"PostFenton",5861055.66666667,1791691
"HW",459.2388,"PreFenton",10759262,5937808
"HW",459.246,"PostFenton",3424788.66666667,
"HW",459.246,"PreFenton",4600926.33333333,3004048
"HW",459.26,"PostFenton",2805097,
"HW",459.26,"PreFenton",4184500.33333333,2054116.66666667
"HW",459.2752,"PostFenton",1964392.33333333,
"HW",459.2752,"PreFenton",4999605.33333333,2380089
"HW",460.1573,"PostFenton",,1928378.66666667
"HW",460.2047,"PostFenton",2279647,2038629
"HW",461.0362,"PostFenton",,2034863
"HW",461.0362,"PreFenton",2146322.66666667,5120578.33333333
"HW",461.0573,"PostFenton",,2910041.33333333
"HW",461.0725,"PostFenton",,3046574.66666667
"HW",461.0725,"PreFenton",3533332.66666667,6897558
"HW",461.0937,"PostFenton",,4166489
"HW",461.0937,"PreFenton",,2190229.33333333
"HW",461.0972,"PostFenton",2499846,
"HW",461.1089,"PostFenton",,3195225
"HW",461.1089,"PreFenton",4288705.33333333,7318761.66666667
"HW",461.1301,"PostFenton",,4625241
"HW",461.1301,"PreFenton",2563608,4688446.33333333
"HW",461.1453,"PostFenton",4965976.66666667,4812291.33333333
"HW",461.1453,"PreFenton",7160344.66666667,7540968.66666667
"HW",461.1664,"PostFenton",3686316.66666667,4776109.66666667
"HW",461.1817,"PostFenton",10001665.3333333,6004226.66666667
"HW",461.1817,"PreFenton",11558768.3333333,8181308.33333333
"HW",461.2028,"PostFenton",6228224.33333333,4177069.33333333
"HW",461.2028,"PreFenton",6719004.33333333,8075494.33333333
"HW",461.2181,"PostFenton",9026815.66666667,3562327.66666667
"HW",461.2181,"PreFenton",14006131,8038971
"HW",461.2392,"PostFenton",4531796,
"HW",461.2392,"PreFenton",14402078.6666667,6604346.33333333
"HW",461.2545,"PostFenton",4750590,
"HW",461.2545,"PreFenton",10250101,4997860.66666667
"HW",461.2909,"PreFenton",4097399,
"HW",462.1729,"PostFenton",,1754533.33333333
"HW",463.0518,"PostFenton",,3246412.33333333
