soil,Forest,Treatment,Mass,Class,intensity
Soil_14,HW,PreFentonGoethite,355.2126,Protein,7372901
Soil_14,HW,PreFentonGoethite,357.0827,Tannin,2561795
Soil_14,HW,PreFentonGoethite,357.098,Lignin,3617545
Soil_14,HW,PreFentonGoethite,357.0463,Tannin,0
Soil_14,HW,PreFentonGoethite,357.0616,ConHC,2647292
Soil_14,HW,PreFentonGoethite,351.0569,Tannin,7085753
Soil_14,HW,PreFentonGoethite,351.0722,Lignin,3566270
Soil_14,HW,PreFentonGoethite,351.1449,Lignin,11125463
Soil_14,HW,PreFentonGoethite,351.1813,Lignin,9579235
Soil_14,HW,PreFentonGoethite,351.2177,Lipid,6578928
Soil_14,HW,PreFentonGoethite,353.0514,Tannin,2313579
Soil_14,HW,PreFentonGoethite,353.0878,Lignin,4809080
Soil_14,HW,PreFentonGoethite,353.1242,Lignin,8152452
Soil_14,HW,PreFentonGoethite,351.0358,Tannin,2006193
Soil_14,HW,PreFentonGoethite,355.1762,Protein,14712921
Soil_14,HW,PreFentonGoethite,439.161,Lignin,9052960
Soil_14,HW,PreFentonGoethite,439.2337,Protein,8807200
Soil_14,HW,PreFentonGoethite,441.0675,Tannin,2031376
Soil_14,HW,PreFentonGoethite,441.1038,Lignin,2735888
Soil_14,HW,PreFentonGoethite,441.125,Carb,2909967
Soil_14,HW,PreFentonGoethite,441.1402,Lignin,3988239
Soil_14,HW,PreFentonGoethite,441.1766,Lignin,14269199
Soil_14,HW,PreFentonGoethite,441.1919,Lignin,5533455
Soil_14,HW,PreFentonGoethite,357.1191,Lignin,5476112
Soil_14,HW,PreFentonGoethite,357.1344,Lignin,3858198
Soil_14,HW,PreFentonGoethite,357.1555,Protein,8741662
Soil_14,HW,PreFentonGoethite,357.1919,Protein,15489835
Soil_14,HW,PreFentonGoethite,357.2283,Protein,9462584
Soil_14,HW,PreFentonGoethite,358.1256,AminoSugar,1556604
Soil_14,HW,PreFentonGoethite,358.162,Protein,4079754
Soil_14,HW,PreFentonGoethite,335.15,Lignin,5950391
Soil_14,HW,PreFentonGoethite,335.1864,Lignin,3584449
Soil_14,HW,PreFentonGoethite,337.0201,ConHC,0
Soil_14,HW,PreFentonGoethite,337.0565,Lignin,1964991
Soil_14,HW,PreFentonGoethite,337.0929,Lignin,4043721
Soil_14,HW,PreFentonGoethite,337.1293,Lignin,6352339
Soil_14,HW,PreFentonGoethite,338.1721,Protein,5826295
Soil_14,HW,PreFentonGoethite,339.0358,Tannin,0
Soil_14,HW,PreFentonGoethite,339.0722,Lignin,3054071
Soil_14,HW,PreFentonGoethite,339.1085,Lignin,4952066
Soil_14,HW,PreFentonGoethite,339.1449,Lignin,7224332
Soil_14,HW,PreFentonGoethite,339.1813,Protein,8284183
Soil_14,HW,PreFentonGoethite,340.1878,Protein,8906042
Soil_14,HW,PreFentonGoethite,340.2242,Lipid,6460740
Soil_14,HW,PreFentonGoethite,341.0514,Tannin,0
Soil_14,HW,PreFentonGoethite,341.0878,Lignin,2675266
Soil_14,HW,PreFentonGoethite,341.1242,Lignin,7611981
Soil_14,HW,PreFentonGoethite,341.1606,Protein,8922712
Soil_14,HW,PreFentonGoethite,341.197,Protein,9975395
Soil_14,HW,PreFentonGoethite,353.1606,Lignin,12502417
Soil_14,HW,PreFentonGoethite,353.197,Protein,7774622
Soil_14,HW,PreFentonGoethite,354.1671,Protein,4499187
Soil_14,HW,PreFentonGoethite,355.0307,Tannin,0
Soil_14,HW,PreFentonGoethite,355.0671,Tannin,2420786
Soil_14,HW,PreFentonGoethite,355.1035,Lignin,4907071
Soil_14,HW,PreFentonGoethite,330.1671,Protein,3138738
Soil_14,HW,PreFentonGoethite,330.2034,Protein,11526843
Soil_14,HW,PreFentonGoethite,331.1035,Lignin,1447836
Soil_14,HW,PreFentonGoethite,331.1187,Lignin,3159455
Soil_14,HW,PreFentonGoethite,331.1398,Protein,2145189
Soil_14,HW,PreFentonGoethite,331.1551,Lignin,2733481
Soil_14,HW,PreFentonGoethite,331.1762,Protein,16096174
Soil_14,HW,PreFentonGoethite,331.2126,Protein,3846071
Soil_14,HW,PreFentonGoethite,333.0616,Lignin,3105167
Soil_14,HW,PreFentonGoethite,333.098,Lignin,3030937
Soil_14,HW,PreFentonGoethite,333.1191,AminoSugar,4789662
Soil_14,HW,PreFentonGoethite,333.1344,Lignin,4626850
Soil_14,HW,PreFentonGoethite,333.1707,Lignin,4189612
Soil_14,HW,PreFentonGoethite,335.0772,Lignin,3402659
Soil_14,HW,PreFentonGoethite,335.1136,Lignin,4512173
Soil_14,HW,PreFentonGoethite,347.1348,AminoSugar,1878937
Soil_14,HW,PreFentonGoethite,347.15,Lignin,7514526
Soil_14,HW,PreFentonGoethite,347.1711,Protein,9102757
Soil_14,HW,PreFentonGoethite,347.1864,Lignin,5536170
Soil_14,HW,PreFentonGoethite,347.2075,Protein,3167665
Soil_14,HW,PreFentonGoethite,347.2439,Protein,22957501
Soil_14,HW,PreFentonGoethite,349.0565,Lignin,2979859
Soil_14,HW,PreFentonGoethite,349.0929,Lignin,4906016
Soil_14,HW,PreFentonGoethite,349.1293,Lignin,7835692
Soil_14,HW,PreFentonGoethite,349.1657,Lignin,9144376
Soil_14,HW,PreFentonGoethite,349.1868,Protein,2892351
Soil_14,HW,PreFentonGoethite,435.1297,Lignin,8747841
Soil_14,HW,PreFentonGoethite,435.1661,Lignin,13355841
Soil_14,HW,PreFentonGoethite,435.2024,Lignin,14797632
Soil_14,HW,PreFentonGoethite,435.2388,Lipid,8878912
Soil_14,HW,PreFentonGoethite,437.0725,Lignin,3253554
Soil_14,HW,PreFentonGoethite,437.1089,Lignin,5528370
Soil_14,HW,PreFentonGoethite,437.1453,Lignin,11590450
Soil_14,HW,PreFentonGoethite,437.1664,AminoSugar,3580722
Soil_14,HW,PreFentonGoethite,437.1817,Lignin,13515569
Soil_14,HW,PreFentonGoethite,437.2181,Lignin,11787057
Soil_14,HW,PreFentonGoethite,437.2545,Lipid,5834545
Soil_14,HW,PreFentonGoethite,439.0518,Tannin,0
Soil_14,HW,PreFentonGoethite,439.0882,Lignin,3135265
Soil_14,HW,PreFentonGoethite,439.1246,Lignin,5585697
Soil_14,HW,PreFentonGoethite,439.1457,Carb,8977184
Soil_14,HW,PreFentonGoethite,517.141,Carb,3931081
Soil_14,HW,PreFentonGoethite,517.1715,Lignin,4735948
Soil_14,HW,PreFentonGoethite,517.2079,Lignin,9545680
Soil_14,HW,PreFentonGoethite,517.2443,Lignin,14809043
Soil_14,HW,PreFentonGoethite,517.2807,Lignin,12666838
Soil_14,HW,PreFentonGoethite,519.1872,Lignin,6418564
Soil_14,HW,PreFentonGoethite,519.2963,Lipid,10346637
Soil_14,HW,PreFentonGoethite,521.1301,Lignin,2591013
Soil_14,HW,PreFentonGoethite,441.213,Protein,9177871
Soil_14,HW,PreFentonGoethite,441.2283,Lignin,3986191
Soil_14,HW,PreFentonGoethite,441.2494,Protein,6347534
Soil_14,HW,PreFentonGoethite,443.0831,Tannin,0
Soil_14,HW,PreFentonGoethite,443.0984,Lignin,3436289
Soil_14,HW,PreFentonGoethite,443.1195,Lignin,3322112
Soil_14,HW,PreFentonGoethite,443.1348,Lignin,4334336
Soil_14,HW,PreFentonGoethite,443.1559,Lignin,3126016
Soil_14,HW,PreFentonGoethite,443.1711,Lignin,6990592
Soil_14,HW,PreFentonGoethite,359.062,Tannin,0
Soil_14,HW,PreFentonGoethite,359.0984,Tannin,4686302
Soil_14,HW,PreFentonGoethite,359.1136,Lignin,5326307
Soil_14,HW,PreFentonGoethite,359.1348,AminoSugar,5310955
Soil_14,HW,PreFentonGoethite,359.15,Lignin,6997489
Soil_14,HW,PreFentonGoethite,359.1864,Lignin,5103102
Soil_14,HW,PreFentonGoethite,359.2075,Protein,22572550
Soil_14,HW,PreFentonGoethite,359.2439,Protein,12516883
Soil_14,HW,PreFentonGoethite,360.1776,Protein,4127592
Soil_14,HW,PreFentonGoethite,361.0565,Lignin,3824810
Soil_14,HW,PreFentonGoethite,361.0929,Lignin,8517815
Soil_14,HW,PreFentonGoethite,361.114,Tannin,5082303
Soil_14,HW,PreFentonGoethite,361.1293,Lignin,9363653
Soil_14,HW,PreFentonGoethite,361.1504,AminoSugar,6075596
Soil_14,HW,PreFentonGoethite,361.1657,Lignin,11075794
Soil_14,HW,PreFentonGoethite,361.1868,Protein,4383962
Soil_14,HW,PreFentonGoethite,361.202,Lignin,5466335
Soil_14,HW,PreFentonGoethite,361.2232,Protein,16826599
Soil_14,HW,PreFentonGoethite,363.0358,ConHC,3136386
Soil_14,HW,PreFentonGoethite,363.0722,Lignin,5557135
Soil_14,HW,PreFentonGoethite,363.1449,Lignin,14136234
Soil_14,HW,PreFentonGoethite,363.1661,AminoSugar,7842738
Soil_14,HW,PreFentonGoethite,363.1813,Lignin,13978551
Soil_14,HW,PreFentonGoethite,363.2177,Lipid,3939269
Soil_14,HW,PreFentonGoethite,363.2388,Protein,11383757
Soil_14,HW,PreFentonGoethite,365.015,ConHC,0
Soil_14,HW,PreFentonGoethite,365.0514,Lignin,3838569
Soil_14,HW,PreFentonGoethite,365.0878,Lignin,6626935
Soil_14,HW,PreFentonGoethite,365.1089,Carb,3977855
Soil_14,HW,PreFentonGoethite,365.1242,Lignin,11591300
Soil_14,HW,PreFentonGoethite,365.1453,AminoSugar,3053708
Soil_14,HW,PreFentonGoethite,365.1606,Lignin,16574098
Soil_14,HW,PreFentonGoethite,365.1817,AminoSugar,3599001
Soil_14,HW,PreFentonGoethite,365.197,Protein,14716575
Soil_14,HW,PreFentonGoethite,366.1671,Lignin,3364357
Soil_14,HW,PreFentonGoethite,367.0307,Tannin,0
Soil_14,HW,PreFentonGoethite,367.0671,Lignin,3813201
Soil_14,HW,PreFentonGoethite,367.1035,Lignin,8065374
Soil_14,HW,PreFentonGoethite,367.1246,Carb,2923366
Soil_14,HW,PreFentonGoethite,367.1398,Lignin,13388140
Soil_14,HW,PreFentonGoethite,367.1762,Lignin,15264121
Soil_14,HW,PreFentonGoethite,367.2126,Protein,12294535
Soil_14,HW,PreFentonGoethite,368.1463,Lignin,2071775
Soil_14,HW,PreFentonGoethite,368.1827,Protein,3543276
Soil_14,HW,PreFentonGoethite,369.0463,Tannin,2019881
Soil_14,HW,PreFentonGoethite,369.0827,Lignin,4609079
Soil_14,HW,PreFentonGoethite,369.1191,Lignin,8807492
Soil_14,HW,PreFentonGoethite,369.1344,Lignin,2394186
Soil_14,HW,PreFentonGoethite,369.1555,Lignin,13882449
Soil_14,HW,PreFentonGoethite,369.1919,Protein,14920799
Soil_14,HW,PreFentonGoethite,369.2283,Protein,6603884
Soil_14,HW,PreFentonGoethite,370.162,Protein,7474626
Soil_14,HW,PreFentonGoethite,370.1984,Protein,9201103
Soil_14,HW,PreFentonGoethite,371.062,Tannin,1527307
Soil_14,HW,PreFentonGoethite,371.0984,Lignin,4990744
Soil_14,HW,PreFentonGoethite,371.1136,Lignin,4373277
Soil_14,HW,PreFentonGoethite,371.1348,Lignin,6598437
Soil_14,HW,PreFentonGoethite,342.1307,Protein,3133818
Soil_14,HW,PreFentonGoethite,342.1671,Protein,7949188
Soil_14,HW,PreFentonGoethite,342.2398,Lipid,9093018
Soil_14,HW,PreFentonGoethite,343.0671,Tannin,0
Soil_14,HW,PreFentonGoethite,343.1035,Lignin,3209377
Soil_14,HW,PreFentonGoethite,343.1511,Protein,2178991
Soil_14,HW,PreFentonGoethite,343.1551,Lignin,2849968
Soil_14,HW,PreFentonGoethite,343.1762,Protein,8018103
Soil_14,HW,PreFentonGoethite,343.2126,Protein,19876034
Soil_14,HW,PreFentonGoethite,344.1827,Protein,9400813
Soil_14,HW,PreFentonGoethite,344.2191,Protein,7299577
Soil_14,HW,PreFentonGoethite,345.0616,Lignin,2887425
Soil_14,HW,PreFentonGoethite,345.0827,Tannin,0
Soil_14,HW,PreFentonGoethite,345.098,Lignin,4217612
Soil_14,HW,PreFentonGoethite,345.1191,Lignin,2360595
Soil_14,HW,PreFentonGoethite,345.1344,Lignin,4557592
Soil_14,HW,PreFentonGoethite,345.1555,Protein,16567070
Soil_14,HW,PreFentonGoethite,345.1919,Protein,5723946
Soil_14,HW,PreFentonGoethite,345.2283,Protein,22580021
Soil_14,HW,PreFentonGoethite,346.162,Protein,2237023
Soil_14,HW,PreFentonGoethite,347.0984,Tannin,6142349
Soil_14,HW,PreFentonGoethite,347.1136,Lignin,5755282
Soil_14,HW,PreFentonGoethite,433.0776,Lignin,3833676
Soil_14,HW,PreFentonGoethite,433.1021,Carb,4034379
Soil_14,HW,PreFentonGoethite,433.114,Lignin,6585163
Soil_14,HW,PreFentonGoethite,433.1504,Lignin,10619723
Soil_14,HW,PreFentonGoethite,433.1868,Lignin,15403851
Soil_14,HW,PreFentonGoethite,433.2079,Protein,4088651
Soil_14,HW,PreFentonGoethite,433.2232,Lignin,11342667
Soil_14,HW,PreFentonGoethite,433.2443,Protein,6749003
Soil_14,HW,PreFentonGoethite,435.0569,Lignin,3641153
Soil_14,HW,PreFentonGoethite,435.0933,Lignin,5076801
Soil_14,HW,PreFentonGoethite,377.2181,Protein,6667173
Soil_14,HW,PreFentonGoethite,379.0307,ConHC,2211353
Soil_14,HW,PreFentonGoethite,379.0671,Lignin,4923942
Soil_14,HW,PreFentonGoethite,379.1035,Lignin,9202226
Soil_14,HW,PreFentonGoethite,379.1246,Carb,2674234
Soil_14,HW,PreFentonGoethite,379.161,AminoSugar,6392390
Soil_14,HW,PreFentonGoethite,379.1762,Lignin,19655243
Soil_14,HW,PreFentonGoethite,379.2126,Lipid,9298520
Soil_14,HW,PreFentonGoethite,381.0827,Lignin,5947601
Soil_14,HW,PreFentonGoethite,381.1191,Lignin,9604318
Soil_14,HW,PreFentonGoethite,381.1402,Carb,3796197
Soil_14,HW,PreFentonGoethite,381.1555,Lignin,16633066
Soil_14,HW,PreFentonGoethite,381.1766,AminoSugar,4919537
Soil_14,HW,PreFentonGoethite,381.1919,Protein,19516662
Soil_14,HW,PreFentonGoethite,381.2283,Lipid,7096578
Soil_14,HW,PreFentonGoethite,382.162,Lignin,2697272
Soil_14,HW,PreFentonGoethite,383.0256,Tannin,0
Soil_14,HW,PreFentonGoethite,383.062,Tannin,3194720
Soil_14,HW,PreFentonGoethite,383.0984,Lignin,6670188
Soil_14,HW,PreFentonGoethite,383.1195,Carb,3913586
Soil_14,HW,PreFentonGoethite,383.1348,Lignin,10143607
Soil_14,HW,PreFentonGoethite,383.2075,Protein,16138127
Soil_14,HW,PreFentonGoethite,383.2439,Lipid,5600155
Soil_14,HW,PreFentonGoethite,521.1664,Lignin,4659496
Soil_14,HW,PreFentonGoethite,521.2028,Lignin,7272747
Soil_14,HW,PreFentonGoethite,521.2392,Lignin,10350894
Soil_14,HW,PreFentonGoethite,521.2756,Protein,9531696
Soil_14,HW,PreFentonGoethite,523.1093,Lignin,2593209
Soil_14,HW,PreFentonGoethite,523.1821,Lignin,4974015
Soil_14,HW,PreFentonGoethite,523.2185,Lignin,6812097
Soil_14,HW,PreFentonGoethite,523.2549,Lignin,7662020
Soil_14,HW,PreFentonGoethite,525.1614,Lignin,3417667
Soil_14,HW,PreFentonGoethite,525.2705,Protein,5907018
Soil_14,HW,PreFentonGoethite,527.2498,Protein,5350080
Soil_14,HW,PreFentonGoethite,529.2443,Lignin,9655081
Soil_14,HW,PreFentonGoethite,529.2654,Protein,4012842
Soil_14,HW,PreFentonGoethite,529.2807,Lignin,9421611
Soil_14,HW,PreFentonGoethite,531.1872,Lignin,4937603
Soil_14,HW,PreFentonGoethite,531.2236,Lignin,9773957
Soil_14,HW,PreFentonGoethite,531.26,Lignin,12516230
Soil_14,HW,PreFentonGoethite,533.2756,Lignin,12049367
Soil_14,HW,PreFentonGoethite,533.312,Lipid,8575960
Soil_14,HW,PreFentonGoethite,535.1821,Lignin,4656152
Soil_14,HW,PreFentonGoethite,535.2185,Lignin,7216153
Soil_14,HW,PreFentonGoethite,535.2549,Lignin,10615834
Soil_14,HW,PreFentonGoethite,535.2913,Protein,8401948
Soil_14,HW,PreFentonGoethite,537.2341,Lignin,7351379
Soil_14,HW,PreFentonGoethite,537.2705,Protein,7785556
Soil_14,HW,PreFentonGoethite,539.2134,Lignin,4343939
Soil_14,HW,PreFentonGoethite,539.2498,Lignin,5723267
Soil_14,HW,PreFentonGoethite,539.2862,Protein,5188740
Soil_14,HW,PreFentonGoethite,541.1774,Carb,21724328
Soil_14,HW,PreFentonGoethite,543.1567,Carb,7857350
Soil_14,HW,PreFentonGoethite,543.2236,Lignin,5893319
Soil_14,HW,PreFentonGoethite,543.26,Lignin,7804103
Soil_14,HW,PreFentonGoethite,547.1821,Lignin,3705067
Soil_14,HW,PreFentonGoethite,547.2185,Lignin,7576812
Soil_14,HW,PreFentonGoethite,547.2549,Lignin,10755308
Soil_14,HW,PreFentonGoethite,547.2913,Lignin,9962732
Soil_14,HW,PreFentonGoethite,549.1614,Lignin,3035380
Soil_14,HW,PreFentonGoethite,549.2705,Lignin,8948980
Soil_14,HW,PreFentonGoethite,551.177,Lignin,3792119
Soil_14,HW,PreFentonGoethite,551.2134,Lignin,5186807
Soil_14,HW,PreFentonGoethite,551.2498,Lignin,7761143
Soil_14,HW,PreFentonGoethite,551.2862,Protein,7034103
Soil_14,HW,PreFentonGoethite,553.2654,Protein,5367029
Soil_14,HW,PreFentonGoethite,559.1516,Carb,8803546
Soil_14,HW,PreFentonGoethite,559.2549,Lignin,8400089
Soil_14,HW,PreFentonGoethite,561.2341,Lignin,7165132
Soil_14,HW,PreFentonGoethite,561.2705,Lignin,8770763
Soil_14,HW,PreFentonGoethite,563.2134,Lignin,5092541
Soil_14,HW,PreFentonGoethite,563.2498,Lignin,7109820
Soil_14,HW,PreFentonGoethite,563.2862,Lignin,7748796
Soil_14,HW,PreFentonGoethite,565.1927,Lignin,3645614
Soil_14,HW,PreFentonGoethite,571.188,Carb,4126853
Soil_14,HW,PreFentonGoethite,575.2498,Lignin,6720629
Soil_14,HW,PreFentonGoethite,587.1829,Carb,5706894
Soil_14,HW,PreFentonGoethite,603.1778,Carb,8957192
Soil_14,HW,PreFentonGoethite,608.2308,AminoSugar,32455984
Soil_14,HW,PreFentonGoethite,617.1935,Carb,6462821
Soil_14,HW,PreFentonGoethite,657.2248,Carb,11942733
Soil_14,HW,PreFentonGoethite,661.1833,Carb,11877061
Soil_14,HW,PreFentonGoethite,677.2146,Carb,6707210
Soil_14,HW,PreFentonGoethite,425.1453,Lignin,7545627
Soil_14,HW,PreFentonGoethite,425.1817,Lignin,15498011
Soil_14,HW,PreFentonGoethite,425.2181,Protein,11139868
Soil_14,HW,PreFentonGoethite,427.0518,Tannin,0
Soil_14,HW,PreFentonGoethite,427.0882,Tannin,2642232
Soil_14,HW,PreFentonGoethite,427.1093,Carb,3152697
Soil_14,HW,PreFentonGoethite,427.1246,Lignin,4688697
Soil_14,HW,PreFentonGoethite,427.1457,Carb,3368761
Soil_14,HW,PreFentonGoethite,427.161,Lignin,7717689
Soil_14,HW,PreFentonGoethite,427.1974,Protein,11010874
Soil_14,HW,PreFentonGoethite,427.2126,Lignin,5130042
Soil_14,HW,PreFentonGoethite,427.2337,Protein,8037178
Soil_14,HW,PreFentonGoethite,429.1038,Tannin,2595145
Soil_14,HW,PreFentonGoethite,429.125,Carb,0
Soil_14,HW,PreFentonGoethite,429.1402,Lignin,2907466
Soil_14,HW,PreFentonGoethite,429.1555,Lignin,6392650
Soil_14,HW,PreFentonGoethite,429.1766,Protein,6153034
Soil_14,HW,PreFentonGoethite,429.1919,Lignin,8850250
Soil_14,HW,PreFentonGoethite,429.213,Protein,9579338
Soil_14,HW,PreFentonGoethite,429.2283,Lignin,6216522
Soil_14,HW,PreFentonGoethite,429.2494,Protein,6022986
Soil_14,HW,PreFentonGoethite,430.1831,Protein,2415950
Soil_14,HW,PreFentonGoethite,431.0831,Tannin,0
Soil_14,HW,PreFentonGoethite,431.0984,Lignin,4855631
Soil_14,HW,PreFentonGoethite,431.1195,Tannin,2129743
Soil_14,HW,PreFentonGoethite,431.1348,Lignin,6779727
Soil_14,HW,PreFentonGoethite,431.1559,Lignin,3769167
Soil_14,HW,PreFentonGoethite,431.1711,Lignin,11723599
Soil_14,HW,PreFentonGoethite,431.1923,Protein,4974415
Soil_14,HW,PreFentonGoethite,431.2075,Lignin,12528463
Soil_14,HW,PreFentonGoethite,431.2439,Lignin,6163279
Soil_14,HW,PreFentonGoethite,377.0514,Lignin,4027243
Soil_14,HW,PreFentonGoethite,377.0878,Lignin,7456632
Soil_14,HW,PreFentonGoethite,377.1242,Lignin,12318596
Soil_14,HW,PreFentonGoethite,377.1453,AminoSugar,4327308
Soil_14,HW,PreFentonGoethite,377.1606,Lignin,18175889
Soil_14,HW,PreFentonGoethite,377.1817,Protein,3492249
Soil_14,HW,PreFentonGoethite,377.197,Lignin,11874206
Soil_14,HW,PreFentonGoethite,509.1664,Lignin,6009935
Soil_14,HW,PreFentonGoethite,509.2028,Lignin,7373908
Soil_14,HW,PreFentonGoethite,509.2392,Lignin,8332376
Soil_14,HW,PreFentonGoethite,509.2756,Protein,6984797
Soil_14,HW,PreFentonGoethite,511.1457,Lignin,2558274
Soil_14,HW,PreFentonGoethite,511.1821,Lignin,4512070
Soil_14,HW,PreFentonGoethite,511.2185,Lignin,6192458
Soil_14,HW,PreFentonGoethite,513.1461,Carb,12609065
Soil_14,HW,PreFentonGoethite,513.1825,Carb,6276653
Soil_14,HW,PreFentonGoethite,513.2494,Lignin,8142389
Soil_14,HW,PreFentonGoethite,513.2705,Protein,6301239
Soil_14,HW,PreFentonGoethite,515.1618,Carb,4970243
Soil_14,HW,PreFentonGoethite,515.1923,Lignin,6342406
Soil_14,HW,PreFentonGoethite,515.2134,Protein,2599689
Soil_14,HW,PreFentonGoethite,515.2287,Lignin,11945738
Soil_14,HW,PreFentonGoethite,515.265,Lignin,11904782
Soil_14,HW,PreFentonGoethite,283.2643,Lipid,2971362
Soil_14,HW,PreFentonGoethite,309.1707,Lipid,4273079
Soil_14,HW,PreFentonGoethite,311.1136,Lignin,2531081
Soil_14,HW,PreFentonGoethite,311.15,Protein,2789647
Soil_14,HW,PreFentonGoethite,313.0929,Lignin,0
Soil_14,HW,PreFentonGoethite,313.1293,Lignin,2482804
Soil_14,HW,PreFentonGoethite,313.1657,Protein,4276347
Soil_14,HW,PreFentonGoethite,314.2085,Lipid,4228412
Soil_14,HW,PreFentonGoethite,315.0722,Tannin,2070495
Soil_14,HW,PreFentonGoethite,315.1449,Protein,2921452
Soil_14,HW,PreFentonGoethite,315.1813,Protein,3920371
Soil_14,HW,PreFentonGoethite,316.1878,Protein,3774645
Soil_14,HW,PreFentonGoethite,319.1187,Lignin,1969660
Soil_14,HW,PreFentonGoethite,321.0616,Lignin,1850767
Soil_14,HW,PreFentonGoethite,321.098,Lignin,2353815
Soil_14,HW,PreFentonGoethite,321.1344,Lignin,3569822
Soil_14,HW,PreFentonGoethite,323.0409,Lignin,0
Soil_14,HW,PreFentonGoethite,323.0772,Lignin,1908544
Soil_14,HW,PreFentonGoethite,443.1923,Protein,11930368
Soil_14,HW,PreFentonGoethite,443.2075,Lignin,8999680
Soil_14,HW,PreFentonGoethite,443.2439,Lignin,6146816
Soil_14,HW,PreFentonGoethite,444.1181,Carb,14551802
Soil_14,HW,PreFentonGoethite,445.0776,Lignin,3448566
Soil_14,HW,PreFentonGoethite,445.0988,Tannin,0
Soil_14,HW,PreFentonGoethite,445.114,Lignin,5327606
Soil_14,HW,PreFentonGoethite,445.1504,Lignin,7111414
Soil_14,HW,PreFentonGoethite,445.1715,AminoSugar,3109622
Soil_14,HW,PreFentonGoethite,445.1868,Lignin,11330294
Soil_14,HW,PreFentonGoethite,445.2079,Protein,11420406
Soil_14,HW,PreFentonGoethite,445.2232,Lignin,10455798
Soil_14,HW,PreFentonGoethite,445.2443,Protein,5798645
Soil_14,HW,PreFentonGoethite,445.2596,Lignin,5448437
Soil_14,HW,PreFentonGoethite,447.0569,Lignin,3213042
Soil_14,HW,PreFentonGoethite,447.0933,Lignin,4444914
Soil_14,HW,PreFentonGoethite,447.1144,Tannin,3024114
Soil_14,HW,PreFentonGoethite,447.1661,Lignin,10984178
Soil_14,HW,PreFentonGoethite,447.2024,Lignin,14142194
Soil_14,HW,PreFentonGoethite,447.2236,Protein,16022258
Soil_14,HW,PreFentonGoethite,447.2388,Lignin,9964274
Soil_14,HW,PreFentonGoethite,449.0725,Lignin,3219192
Soil_14,HW,PreFentonGoethite,449.1089,Lignin,6681336
Soil_14,HW,PreFentonGoethite,449.1301,Tannin,3474168
Soil_14,HW,PreFentonGoethite,449.1453,Lignin,8921848
Soil_14,HW,PreFentonGoethite,449.1817,Lignin,13105912
Soil_14,HW,PreFentonGoethite,449.2181,Lignin,14719736
Soil_14,HW,PreFentonGoethite,451.0518,Tannin,2538248
Soil_14,HW,PreFentonGoethite,451.0882,Lignin,3498760
Soil_14,HW,PreFentonGoethite,451.1246,Lignin,6726409
Soil_14,HW,PreFentonGoethite,451.2337,Protein,9968394
Soil_14,HW,PreFentonGoethite,453.0675,Tannin,2611494
Soil_14,HW,PreFentonGoethite,453.1038,Lignin,3890983
Soil_14,HW,PreFentonGoethite,453.125,Carb,7539495
Soil_14,HW,PreFentonGoethite,453.1402,Lignin,5667623
Soil_14,HW,PreFentonGoethite,453.1766,Lignin,8856360
Soil_14,HW,PreFentonGoethite,453.213,Lignin,10691369
Soil_14,HW,PreFentonGoethite,453.2494,Protein,6918954
Soil_14,HW,PreFentonGoethite,455.0467,Tannin,0
Soil_14,HW,PreFentonGoethite,455.0831,Tannin,2437460
Soil_14,HW,PreFentonGoethite,455.1195,Lignin,3821397
Soil_14,HW,PreFentonGoethite,455.1406,Carb,25000790
Soil_14,HW,PreFentonGoethite,455.1559,Lignin,4251478
Soil_14,HW,PreFentonGoethite,455.1923,Lignin,7781207
Soil_14,HW,PreFentonGoethite,455.2075,Lignin,5594968
Soil_14,HW,PreFentonGoethite,455.2287,Protein,8147800
Soil_14,HW,PreFentonGoethite,457.1715,Lignin,4093848
Soil_14,HW,PreFentonGoethite,457.1868,Lignin,7320473
Soil_14,HW,PreFentonGoethite,457.2079,Protein,6736793
Soil_14,HW,PreFentonGoethite,457.2232,Lignin,8692634
Soil_14,HW,PreFentonGoethite,457.2443,Protein,6247323
Soil_14,HW,PreFentonGoethite,459.1144,Tannin,0
Soil_14,HW,PreFentonGoethite,459.1297,Lignin,5084140
Soil_14,HW,PreFentonGoethite,459.1508,Lignin,2164717
Soil_14,HW,PreFentonGoethite,459.1661,Lignin,7068653
Soil_14,HW,PreFentonGoethite,459.1872,Protein,5792750
Soil_14,HW,PreFentonGoethite,371.15,Lignin,5210923
Soil_14,HW,PreFentonGoethite,371.1864,Lignin,3729208
Soil_14,HW,PreFentonGoethite,371.2075,Protein,15986496
Soil_14,HW,PreFentonGoethite,371.2439,Protein,5882701
Soil_14,HW,PreFentonGoethite,372.1412,Protein,2175635
Soil_14,HW,PreFentonGoethite,372.1776,Protein,5565600
Soil_14,HW,PreFentonGoethite,372.214,Protein,11737261
Soil_14,HW,PreFentonGoethite,373.0565,ConHC,4362718
