soil,Forest,Treatment,Mass,Class,intensity
Soil_21,HW,PostFentonGoethite,355.2126,Protein,5636126
Soil_21,HW,PostFentonGoethite,356.1463,Protein,8924494
Soil_21,HW,PostFentonGoethite,356.1827,Protein,9864537
Soil_21,HW,PostFentonGoethite,357.0463,Tannin,0
Soil_21,HW,PostFentonGoethite,357.0616,ConHC,0
Soil_21,HW,PostFentonGoethite,357.0827,Tannin,3484288
Soil_21,HW,PostFentonGoethite,357.098,Lignin,1822341
Soil_21,HW,PostFentonGoethite,357.1191,Lignin,9776780
Soil_21,HW,PostFentonGoethite,357.1344,Lignin,2947217
Soil_21,HW,PostFentonGoethite,357.1555,Protein,16963224
Soil_21,HW,PostFentonGoethite,357.1919,Protein,17266340
Soil_21,HW,PostFentonGoethite,357.2283,Protein,5626544
Soil_21,HW,PostFentonGoethite,358.1256,AminoSugar,3207639
Soil_21,HW,PostFentonGoethite,358.162,Protein,8163299
Soil_21,HW,PostFentonGoethite,358.1984,Protein,13549551
Soil_21,HW,PostFentonGoethite,359.062,Tannin,0
Soil_21,HW,PostFentonGoethite,359.0984,Tannin,4366617
Soil_21,HW,PostFentonGoethite,359.1136,Lignin,3929374
Soil_21,HW,PostFentonGoethite,359.1348,AminoSugar,12632357
Soil_21,HW,PostFentonGoethite,359.15,Lignin,6374698
Soil_21,HW,PostFentonGoethite,359.1864,Lignin,3406134
Soil_21,HW,PostFentonGoethite,359.2075,Protein,15862077
Soil_21,HW,PostFentonGoethite,359.2439,Protein,5674313
Soil_21,HW,PostFentonGoethite,360.1776,Protein,4991616
Soil_21,HW,PostFentonGoethite,361.0565,Lignin,1973669
Soil_21,HW,PostFentonGoethite,361.0929,Lignin,4883377
Soil_21,HW,PostFentonGoethite,361.114,Tannin,3889080
Soil_21,HW,PostFentonGoethite,361.1293,Lignin,8604605
Soil_21,HW,PostFentonGoethite,361.1504,AminoSugar,15551428
Soil_21,HW,PostFentonGoethite,361.1657,Lignin,9706441
Soil_21,HW,PostFentonGoethite,361.1868,Protein,7375824
Soil_21,HW,PostFentonGoethite,361.202,Lignin,3625430
Soil_21,HW,PostFentonGoethite,361.2232,Protein,9608157
Soil_21,HW,PostFentonGoethite,363.0358,ConHC,0
Soil_21,HW,PostFentonGoethite,363.0722,Lignin,3393096
Soil_21,HW,PostFentonGoethite,363.1449,Lignin,15711841
Soil_21,HW,PostFentonGoethite,363.1661,AminoSugar,7972456
Soil_21,HW,PostFentonGoethite,363.1813,Lignin,12119661
Soil_21,HW,PostFentonGoethite,363.2177,Lipid,2521209
Soil_21,HW,PostFentonGoethite,363.2388,Protein,5394048
Soil_21,HW,PostFentonGoethite,365.015,ConHC,0
Soil_21,HW,PostFentonGoethite,365.0514,Lignin,2403041
Soil_21,HW,PostFentonGoethite,365.0878,Lignin,5801197
Soil_21,HW,PostFentonGoethite,365.1089,Carb,8552693
Soil_21,HW,PostFentonGoethite,365.1242,Lignin,15180026
Soil_21,HW,PostFentonGoethite,365.1453,AminoSugar,7497985
Soil_21,HW,PostFentonGoethite,365.1606,Lignin,20304134
Soil_21,HW,PostFentonGoethite,365.1817,AminoSugar,2659085
Soil_21,HW,PostFentonGoethite,365.197,Protein,11694354
Soil_21,HW,PostFentonGoethite,366.1671,Lignin,3377752
Soil_21,HW,PostFentonGoethite,367.0307,Tannin,0
Soil_21,HW,PostFentonGoethite,367.0671,Lignin,4039558
Soil_21,HW,PostFentonGoethite,367.1035,Lignin,10443666
Soil_21,HW,PostFentonGoethite,367.1246,Carb,10703769
Soil_21,HW,PostFentonGoethite,367.1398,Lignin,20947871
Soil_21,HW,PostFentonGoethite,367.1762,Lignin,19690411
Soil_21,HW,PostFentonGoethite,367.2126,Protein,7754679
Soil_21,HW,PostFentonGoethite,368.1463,Lignin,4227312
Soil_21,HW,PostFentonGoethite,368.1827,Protein,6696188
Soil_21,HW,PostFentonGoethite,369.0463,Tannin,0
Soil_21,HW,PostFentonGoethite,369.0827,Lignin,5589545
Soil_21,HW,PostFentonGoethite,369.1191,Lignin,13948469
Soil_21,HW,PostFentonGoethite,369.1344,Lignin,0
Soil_21,HW,PostFentonGoethite,369.1555,Lignin,23508545
Soil_21,HW,PostFentonGoethite,369.1919,Protein,17049165
Soil_21,HW,PostFentonGoethite,369.2283,Protein,4238937
Soil_21,HW,PostFentonGoethite,370.162,Protein,10835856
Soil_21,HW,PostFentonGoethite,370.1984,Protein,8839068
Soil_21,HW,PostFentonGoethite,371.062,Tannin,2918586
Soil_21,HW,PostFentonGoethite,371.0984,Lignin,6031558
Soil_21,HW,PostFentonGoethite,371.1136,Lignin,2936011
Soil_21,HW,PostFentonGoethite,371.1348,Lignin,15845586
Soil_21,HW,PostFentonGoethite,371.15,Lignin,3989207
Soil_21,HW,PostFentonGoethite,371.1864,Lignin,2901731
Soil_21,HW,PostFentonGoethite,371.2075,Protein,15415530
Soil_21,HW,PostFentonGoethite,371.2439,Protein,3175158
Soil_21,HW,PostFentonGoethite,372.1412,Protein,5858846
Soil_21,HW,PostFentonGoethite,372.1776,Protein,10926634
Soil_21,HW,PostFentonGoethite,372.214,Protein,8331830
Soil_21,HW,PostFentonGoethite,373.0565,ConHC,0
Soil_21,HW,PostFentonGoethite,373.0929,Lignin,3440982
Soil_21,HW,PostFentonGoethite,373.114,Lignin,6197085
Soil_21,HW,PostFentonGoethite,373.1293,Lignin,5731170
Soil_21,HW,PostFentonGoethite,373.1504,Protein,13282153
Soil_21,HW,PostFentonGoethite,373.1657,Lignin,7265134
Soil_21,HW,PostFentonGoethite,373.2232,Protein,12247936
Soil_21,HW,PostFentonGoethite,374.1569,Protein,4807856
Soil_21,HW,PostFentonGoethite,375.0358,ConHC,0
Soil_21,HW,PostFentonGoethite,375.0722,Lignin,2955736
Soil_21,HW,PostFentonGoethite,375.0933,Tannin,3134431
Soil_21,HW,PostFentonGoethite,375.1297,AminoSugar,7251434
Soil_21,HW,PostFentonGoethite,375.1661,Protein,10339830
Soil_21,HW,PostFentonGoethite,375.1813,Lignin,9604603
Soil_21,HW,PostFentonGoethite,375.2024,Protein,13295106
Soil_21,HW,PostFentonGoethite,375.2177,Lignin,2664455
Soil_21,HW,PostFentonGoethite,375.2388,Protein,8441357
Soil_21,HW,PostFentonGoethite,377.0514,Lignin,2354255
Soil_21,HW,PostFentonGoethite,377.0878,Lignin,5356634
Soil_21,HW,PostFentonGoethite,377.1242,Lignin,12046437
Soil_21,HW,PostFentonGoethite,377.1453,AminoSugar,8317036
Soil_21,HW,PostFentonGoethite,377.1606,Lignin,17338481
Soil_21,HW,PostFentonGoethite,377.1817,Protein,6125688
Soil_21,HW,PostFentonGoethite,377.197,Lignin,8978556
Soil_21,HW,PostFentonGoethite,377.2181,Protein,5496963
Soil_21,HW,PostFentonGoethite,379.0307,ConHC,0
Soil_21,HW,PostFentonGoethite,379.0671,Lignin,3295939
Soil_21,HW,PostFentonGoethite,379.1035,Lignin,8095439
Soil_21,HW,PostFentonGoethite,379.1246,Carb,5608149
Soil_21,HW,PostFentonGoethite,379.161,AminoSugar,10607328
Soil_21,HW,PostFentonGoethite,379.1762,Lignin,20959973
Soil_21,HW,PostFentonGoethite,379.2126,Lipid,5909232
Soil_21,HW,PostFentonGoethite,381.0827,Lignin,5482792
Soil_21,HW,PostFentonGoethite,381.1191,Lignin,14533939
Soil_21,HW,PostFentonGoethite,381.1402,Carb,9772345
Soil_21,HW,PostFentonGoethite,381.1555,Lignin,24327486
Soil_21,HW,PostFentonGoethite,381.1766,AminoSugar,4512068
Soil_21,HW,PostFentonGoethite,381.1919,Protein,18507081
Soil_21,HW,PostFentonGoethite,381.2283,Lipid,3684692
Soil_21,HW,PostFentonGoethite,382.162,Lignin,3776105
Soil_21,HW,PostFentonGoethite,383.0256,Tannin,0
Soil_21,HW,PostFentonGoethite,383.062,Tannin,3548016
Soil_21,HW,PostFentonGoethite,383.0984,Lignin,7280507
Soil_21,HW,PostFentonGoethite,383.1195,Carb,9762689
Soil_21,HW,PostFentonGoethite,383.1348,Lignin,17463173
Soil_21,HW,PostFentonGoethite,383.2075,Protein,14047131
Soil_21,HW,PostFentonGoethite,383.2439,Lipid,2357669
Soil_21,HW,PostFentonGoethite,384.214,Protein,4118716
Soil_21,HW,PostFentonGoethite,385.0776,Tannin,4116911
Soil_21,HW,PostFentonGoethite,385.0929,Lignin,0
Soil_21,HW,PostFentonGoethite,385.114,Lignin,8858041
Soil_21,HW,PostFentonGoethite,385.1174,Carb,5026234
Soil_21,HW,PostFentonGoethite,385.1293,Lignin,3029438
Soil_21,HW,PostFentonGoethite,385.1504,Lignin,18545092
Soil_21,HW,PostFentonGoethite,385.1657,Lignin,4394440
Soil_21,HW,PostFentonGoethite,385.1868,Protein,21871054
Soil_21,HW,PostFentonGoethite,385.2232,Protein,9513432
Soil_21,HW,PostFentonGoethite,386.1569,Protein,6689498
Soil_21,HW,PostFentonGoethite,386.1933,Protein,8622820
Soil_21,HW,PostFentonGoethite,387.0569,Tannin,0
Soil_21,HW,PostFentonGoethite,387.0722,Lignin,0
Soil_21,HW,PostFentonGoethite,387.0933,Tannin,3848151
Soil_21,HW,PostFentonGoethite,387.1085,Lignin,3710939
Soil_21,HW,PostFentonGoethite,387.1297,Lignin,7640033
Soil_21,HW,PostFentonGoethite,387.1661,Protein,17611755
Soil_21,HW,PostFentonGoethite,387.1813,Lignin,6066159
Soil_21,HW,PostFentonGoethite,387.2177,Lignin,2216441
Soil_21,HW,PostFentonGoethite,387.2388,Protein,7181310
Soil_21,HW,PostFentonGoethite,389.0514,ConHC,0
Soil_21,HW,PostFentonGoethite,389.0878,Lignin,3295713
Soil_21,HW,PostFentonGoethite,389.1089,Tannin,3358183
Soil_21,HW,PostFentonGoethite,389.1242,Lignin,7855595
Soil_21,HW,PostFentonGoethite,389.1453,AminoSugar,6357488
Soil_21,HW,PostFentonGoethite,389.1606,Lignin,13159924
Soil_21,HW,PostFentonGoethite,389.1817,Protein,14540281
Soil_21,HW,PostFentonGoethite,389.197,Lignin,8414717
Soil_21,HW,PostFentonGoethite,389.2181,Protein,12025347
Soil_21,HW,PostFentonGoethite,389.2545,Protein,3422732
Soil_21,HW,PostFentonGoethite,391.0307,ConHC,0
Soil_21,HW,PostFentonGoethite,391.0671,Lignin,3086285
Soil_21,HW,PostFentonGoethite,391.1035,Lignin,7391190
Soil_21,HW,PostFentonGoethite,391.161,AminoSugar,7084004
Soil_21,HW,PostFentonGoethite,391.1762,Lignin,17887207
Soil_21,HW,PostFentonGoethite,391.1974,Protein,7989229
Soil_21,HW,PostFentonGoethite,391.2126,Lignin,7121904
Soil_21,HW,PostFentonGoethite,391.2337,Protein,6936565
Soil_21,HW,PostFentonGoethite,393.0463,Lignin,0
Soil_21,HW,PostFentonGoethite,393.0827,Lignin,4314533
Soil_21,HW,PostFentonGoethite,393.1038,Tannin,5535146
Soil_21,HW,PostFentonGoethite,393.1191,Lignin,13445549
Soil_21,HW,PostFentonGoethite,393.1402,AminoSugar,7023026
Soil_21,HW,PostFentonGoethite,393.1555,Lignin,24478133
Soil_21,HW,PostFentonGoethite,393.1766,AminoSugar,5588410
Soil_21,HW,PostFentonGoethite,393.1919,Lignin,16679358
Soil_21,HW,PostFentonGoethite,393.213,Protein,3714498
Soil_21,HW,PostFentonGoethite,393.2283,Lipid,4689350
Soil_21,HW,PostFentonGoethite,395.0256,ConHC,0
Soil_21,HW,PostFentonGoethite,395.062,Lignin,3584854
Soil_21,HW,PostFentonGoethite,395.0984,Lignin,7252829
Soil_21,HW,PostFentonGoethite,395.1195,Carb,28345186
Soil_21,HW,PostFentonGoethite,395.1348,Lignin,20304741
Soil_21,HW,PostFentonGoethite,395.1711,Lignin,27902829
Soil_21,HW,PostFentonGoethite,395.2075,Protein,13097844
Soil_21,HW,PostFentonGoethite,395.2439,Lipid,2613116
Soil_21,HW,PostFentonGoethite,397.0776,Lignin,4531437
Soil_21,HW,PostFentonGoethite,397.114,Lignin,10943732
Soil_21,HW,PostFentonGoethite,397.1351,Carb,11564280
Soil_21,HW,PostFentonGoethite,397.1504,Lignin,22054139
Soil_21,HW,PostFentonGoethite,397.1657,Lignin,1763326
Soil_21,HW,PostFentonGoethite,397.1868,Protein,23930114
Soil_21,HW,PostFentonGoethite,397.2232,Protein,9227529
Soil_21,HW,PostFentonGoethite,398.1093,Lignin,0
Soil_21,HW,PostFentonGoethite,398.1569,Lignin,4128184
Soil_21,HW,PostFentonGoethite,398.1933,Protein,6077887
Soil_21,HW,PostFentonGoethite,399.0569,Tannin,3312218
Soil_21,HW,PostFentonGoethite,399.0933,Lignin,4656736
Soil_21,HW,PostFentonGoethite,399.1297,Lignin,11937383
Soil_21,HW,PostFentonGoethite,399.1449,Lignin,3485289
Soil_21,HW,PostFentonGoethite,399.1813,Lignin,3968112
Soil_21,HW,PostFentonGoethite,399.2024,Protein,17847923
Soil_21,HW,PostFentonGoethite,399.2177,Lignin,2221174
Soil_21,HW,PostFentonGoethite,399.2388,Protein,6407802
Soil_21,HW,PostFentonGoethite,400.1725,Protein,7548696
Soil_21,HW,PostFentonGoethite,400.2089,Protein,6112030
Soil_21,HW,PostFentonGoethite,401.0725,Tannin,2533800
Soil_21,HW,PostFentonGoethite,401.0878,Lignin,2644906
Soil_21,HW,PostFentonGoethite,401.1089,Lignin,4574126
Soil_21,HW,PostFentonGoethite,401.1242,Lignin,4856752
Soil_21,HW,PostFentonGoethite,401.1453,Lignin,10915763
Soil_21,HW,PostFentonGoethite,401.1606,Lignin,7577526
Soil_21,HW,PostFentonGoethite,401.1817,Protein,19023801
Soil_21,HW,PostFentonGoethite,401.197,Lignin,6007739
Soil_21,HW,PostFentonGoethite,401.2181,Protein,13268926
Soil_22,SW,PostFentonGoethite,283.2643,Lipid,7311424
Soil_22,SW,PostFentonGoethite,309.1707,Lipid,11051843
Soil_22,SW,PostFentonGoethite,311.1136,Lignin,7249965
Soil_22,SW,PostFentonGoethite,311.15,Protein,5729330
Soil_22,SW,PostFentonGoethite,313.0929,Lignin,2887971
Soil_22,SW,PostFentonGoethite,313.1293,Lignin,11263272
Soil_22,SW,PostFentonGoethite,313.1657,Protein,7319852
Soil_22,SW,PostFentonGoethite,314.2085,Lipid,1766065
Soil_22,SW,PostFentonGoethite,315.0722,Tannin,0
Soil_22,SW,PostFentonGoethite,315.1449,Protein,8198699
Soil_22,SW,PostFentonGoethite,315.1813,Protein,8122927
Soil_22,SW,PostFentonGoethite,316.1878,Protein,2742964
Soil_22,SW,PostFentonGoethite,319.1187,Lignin,2449220
Soil_22,SW,PostFentonGoethite,321.0616,Lignin,0
Soil_22,SW,PostFentonGoethite,321.098,Lignin,2371936
Soil_22,SW,PostFentonGoethite,321.1344,Lignin,4999525
Soil_22,SW,PostFentonGoethite,323.0409,Lignin,0
Soil_22,SW,PostFentonGoethite,323.0772,Lignin,1962374
Soil_22,SW,PostFentonGoethite,323.0984,Carb,2506889
Soil_22,SW,PostFentonGoethite,323.1136,Lignin,5845644
Soil_22,SW,PostFentonGoethite,323.15,Lignin,7304849
Soil_22,SW,PostFentonGoethite,323.1864,Lipid,3449495
Soil_22,SW,PostFentonGoethite,325.0565,Lignin,0
Soil_22,SW,PostFentonGoethite,325.0929,Lignin,5271486
Soil_22,SW,PostFentonGoethite,325.1293,Lignin,10425284
Soil_22,SW,PostFentonGoethite,325.1657,Protein,8124362
Soil_22,SW,PostFentonGoethite,325.202,Lipid,3570640
Soil_22,SW,PostFentonGoethite,326.1721,Protein,2635883
Soil_22,SW,PostFentonGoethite,326.2085,Lipid,2409585
Soil_22,SW,PostFentonGoethite,327.1085,Lignin,9561348
Soil_22,SW,PostFentonGoethite,327.1449,Protein,13495562
Soil_22,SW,PostFentonGoethite,327.1813,Protein,9684240
Soil_22,SW,PostFentonGoethite,327.2177,Lipid,5291286
Soil_22,SW,PostFentonGoethite,328.1514,Protein,4210610
Soil_22,SW,PostFentonGoethite,328.1878,Protein,3500984
Soil_22,SW,PostFentonGoethite,328.2242,Lipid,2622910
Soil_22,SW,PostFentonGoethite,329.0878,Lignin,3967057
Soil_22,SW,PostFentonGoethite,329.1242,Lignin,13835864
Soil_22,SW,PostFentonGoethite,329.1394,Lignin,3017818
Soil_22,SW,PostFentonGoethite,329.1606,Protein,33465950
Soil_22,SW,PostFentonGoethite,329.197,Protein,8394340
Soil_22,SW,PostFentonGoethite,329.2333,Lipid,9217642
Soil_22,SW,PostFentonGoethite,330.1671,Protein,3496205
Soil_22,SW,PostFentonGoethite,330.2034,Protein,7002900
Soil_22,SW,PostFentonGoethite,331.1035,Lignin,3010996
Soil_22,SW,PostFentonGoethite,331.1187,Lignin,2668470
Soil_22,SW,PostFentonGoethite,331.1398,Protein,9922490
Soil_22,SW,PostFentonGoethite,331.1551,Lignin,4492221
Soil_22,SW,PostFentonGoethite,331.1762,Protein,22595521
Soil_22,SW,PostFentonGoethite,331.2126,Protein,5164999
Soil_22,SW,PostFentonGoethite,333.0616,Lignin,0
Soil_22,SW,PostFentonGoethite,333.098,Lignin,1959970
Soil_22,SW,PostFentonGoethite,333.1191,AminoSugar,3428646
Soil_22,SW,PostFentonGoethite,333.1344,Lignin,5129513
Soil_22,SW,PostFentonGoethite,333.1707,Lignin,5475632
Soil_22,SW,PostFentonGoethite,335.0772,Lignin,0
Soil_22,SW,PostFentonGoethite,335.1136,Lignin,5665445
Soil_22,SW,PostFentonGoethite,335.15,Lignin,8672940
Soil_22,SW,PostFentonGoethite,335.1864,Lignin,5817011
Soil_22,SW,PostFentonGoethite,337.0201,ConHC,0
Soil_22,SW,PostFentonGoethite,337.0565,Lignin,0
Soil_22,SW,PostFentonGoethite,337.0929,Lignin,4179505
Soil_22,SW,PostFentonGoethite,337.1293,Lignin,10902585
Soil_22,SW,PostFentonGoethite,338.1721,Protein,3186449
Soil_22,SW,PostFentonGoethite,339.0358,Tannin,0
Soil_22,SW,PostFentonGoethite,339.0722,Lignin,2463695
Soil_22,SW,PostFentonGoethite,339.1085,Lignin,8900055
Soil_22,SW,PostFentonGoethite,339.1449,Lignin,14728671
Soil_22,SW,PostFentonGoethite,339.1813,Protein,9917927
Soil_22,SW,PostFentonGoethite,340.1878,Protein,5136065
Soil_22,SW,PostFentonGoethite,340.2242,Lipid,2243273
Soil_22,SW,PostFentonGoethite,341.0514,Tannin,0
Soil_22,SW,PostFentonGoethite,341.0878,Lignin,4704136
Soil_22,SW,PostFentonGoethite,341.1242,Lignin,15669136
Soil_22,SW,PostFentonGoethite,341.1606,Protein,19247001
Soil_22,SW,PostFentonGoethite,341.197,Protein,9471905
Soil_22,SW,PostFentonGoethite,342.1307,Protein,4143732
Soil_22,SW,PostFentonGoethite,342.1671,Protein,6013053
Soil_22,SW,PostFentonGoethite,342.2398,Lipid,2600077
Soil_22,SW,PostFentonGoethite,343.0671,Tannin,1838925
Soil_22,SW,PostFentonGoethite,343.1035,Lignin,7182677
Soil_22,SW,PostFentonGoethite,343.1511,Protein,2055008
Soil_22,SW,PostFentonGoethite,343.1551,Lignin,3772257
Soil_22,SW,PostFentonGoethite,343.1762,Protein,17584486
Soil_22,SW,PostFentonGoethite,343.2126,Protein,12913007
Soil_22,SW,PostFentonGoethite,344.1827,Protein,9132628
Soil_22,SW,PostFentonGoethite,344.2191,Protein,3354205
Soil_22,SW,PostFentonGoethite,345.0616,Lignin,0
Soil_22,SW,PostFentonGoethite,345.0827,Tannin,2109742
Soil_22,SW,PostFentonGoethite,345.098,Lignin,2036017
Soil_22,SW,PostFentonGoethite,345.1191,Lignin,10099511
Soil_22,SW,PostFentonGoethite,345.1344,Lignin,5026618
Soil_22,SW,PostFentonGoethite,345.1555,Protein,37102400
Soil_22,SW,PostFentonGoethite,345.1919,Protein,11656008
Soil_22,SW,PostFentonGoethite,345.2283,Protein,7715665
Soil_22,SW,PostFentonGoethite,346.162,Protein,2023992
Soil_22,SW,PostFentonGoethite,347.0984,Tannin,3392292
Soil_22,SW,PostFentonGoethite,347.1136,Lignin,4860200
Soil_22,SW,PostFentonGoethite,347.1348,AminoSugar,12893486
Soil_22,SW,PostFentonGoethite,347.15,Lignin,9776434
Soil_22,SW,PostFentonGoethite,347.1711,Protein,21202231
Soil_22,SW,PostFentonGoethite,347.1864,Lignin,8801595
Soil_22,SW,PostFentonGoethite,347.2075,Protein,5913920
Soil_22,SW,PostFentonGoethite,347.2439,Protein,7724362
Soil_22,SW,PostFentonGoethite,349.0565,Lignin,0
Soil_22,SW,PostFentonGoethite,349.0929,Lignin,4264747
Soil_22,SW,PostFentonGoethite,349.1293,Lignin,10512180
Soil_22,SW,PostFentonGoethite,349.1657,Lignin,14077758
Soil_22,SW,PostFentonGoethite,349.1868,Protein,5046084
Soil_22,SW,PostFentonGoethite,351.0358,Tannin,0
Soil_22,SW,PostFentonGoethite,351.0569,Tannin,1616700
Soil_22,SW,PostFentonGoethite,351.0722,Lignin,2403136
Soil_22,SW,PostFentonGoethite,351.1449,Lignin,18078036
Soil_22,SW,PostFentonGoethite,351.1813,Lignin,17635678
Soil_22,SW,PostFentonGoethite,351.2177,Lipid,6805864
Soil_22,SW,PostFentonGoethite,353.0514,Tannin,0
Soil_22,SW,PostFentonGoethite,353.0878,Lignin,5275503
Soil_22,SW,PostFentonGoethite,353.1242,Lignin,14795641
Soil_22,SW,PostFentonGoethite,353.1606,Lignin,23239556
Soil_22,SW,PostFentonGoethite,353.197,Protein,13202318
Soil_22,SW,PostFentonGoethite,354.1671,Protein,5763233
Soil_22,SW,PostFentonGoethite,355.0307,Tannin,0
Soil_22,SW,PostFentonGoethite,355.0671,Tannin,2106275
Soil_22,SW,PostFentonGoethite,355.1035,Lignin,9172397
Soil_22,SW,PostFentonGoethite,355.1762,Protein,24300994
Soil_22,SW,PostFentonGoethite,355.2126,Protein,6922701
Soil_22,SW,PostFentonGoethite,356.1463,Protein,8068827
Soil_22,SW,PostFentonGoethite,356.1827,Protein,7125734
Soil_22,SW,PostFentonGoethite,357.0463,Tannin,0
Soil_22,SW,PostFentonGoethite,357.0616,ConHC,0
Soil_22,SW,PostFentonGoethite,357.0827,Tannin,3644397
Soil_22,SW,PostFentonGoethite,357.098,Lignin,0
Soil_22,SW,PostFentonGoethite,357.1191,Lignin,15499256
Soil_22,SW,PostFentonGoethite,357.1344,Lignin,2599421
Soil_22,SW,PostFentonGoethite,357.1555,Protein,23142403
Soil_22,SW,PostFentonGoethite,357.1919,Protein,20795405
Soil_22,SW,PostFentonGoethite,357.2283,Protein,7454744
Soil_22,SW,PostFentonGoethite,358.1256,AminoSugar,3455265
Soil_22,SW,PostFentonGoethite,358.162,Protein,6702380
Soil_22,SW,PostFentonGoethite,358.1984,Protein,12020022
Soil_22,SW,PostFentonGoethite,359.062,Tannin,0
Soil_22,SW,PostFentonGoethite,359.0984,Tannin,4430402
Soil_22,SW,PostFentonGoethite,359.1136,Lignin,3800647
Soil_22,SW,PostFentonGoethite,359.1348,AminoSugar,30061133
Soil_22,SW,PostFentonGoethite,359.15,Lignin,7817810
Soil_22,SW,PostFentonGoethite,359.1864,Lignin,4115036
Soil_22,SW,PostFentonGoethite,359.2075,Protein,20812387
Soil_22,SW,PostFentonGoethite,359.2439,Protein,4723310
Soil_22,SW,PostFentonGoethite,360.1776,Protein,4074373
Soil_22,SW,PostFentonGoethite,361.0565,Lignin,0
Soil_22,SW,PostFentonGoethite,361.0929,Lignin,3942553
Soil_22,SW,PostFentonGoethite,361.114,Tannin,6266015
Soil_22,SW,PostFentonGoethite,361.1293,Lignin,9260196
Soil_22,SW,PostFentonGoethite,361.1504,AminoSugar,48100522
Soil_22,SW,PostFentonGoethite,361.1657,Lignin,15967407
Soil_22,SW,PostFentonGoethite,361.1868,Protein,11152565
Soil_22,SW,PostFentonGoethite,361.202,Lignin,3775674
Soil_22,SW,PostFentonGoethite,361.2232,Protein,13192384
Soil_22,SW,PostFentonGoethite,363.0358,ConHC,0
Soil_22,SW,PostFentonGoethite,363.0722,Lignin,2152176
Soil_22,SW,PostFentonGoethite,363.1449,Lignin,20043526
Soil_22,SW,PostFentonGoethite,363.1661,AminoSugar,17229581
Soil_22,SW,PostFentonGoethite,363.1813,Lignin,25011985
Soil_22,SW,PostFentonGoethite,363.2177,Lipid,3299100
Soil_22,SW,PostFentonGoethite,363.2388,Protein,4847395
Soil_22,SW,PostFentonGoethite,365.015,ConHC,0
Soil_22,SW,PostFentonGoethite,365.0514,Lignin,0
Soil_22,SW,PostFentonGoethite,365.0878,Lignin,5010775
Soil_22,SW,PostFentonGoethite,365.1089,Carb,6567261
Soil_22,SW,PostFentonGoethite,365.1242,Lignin,16021858
Soil_22,SW,PostFentonGoethite,365.1453,AminoSugar,13769064
Soil_22,SW,PostFentonGoethite,365.1606,Lignin,29219181
Soil_22,SW,PostFentonGoethite,365.1817,AminoSugar,6375795
Soil_22,SW,PostFentonGoethite,365.197,Protein,31529336
Soil_22,SW,PostFentonGoethite,366.1671,Lignin,1572512
Soil_22,SW,PostFentonGoethite,367.0307,Tannin,0
Soil_22,SW,PostFentonGoethite,367.0671,Lignin,2415539
Soil_22,SW,PostFentonGoethite,367.1035,Lignin,10554302
Soil_22,SW,PostFentonGoethite,367.1246,Carb,12874693
Soil_22,SW,PostFentonGoethite,367.1398,Lignin,27151305
Soil_22,SW,PostFentonGoethite,367.1762,Lignin,32783317
Soil_22,SW,PostFentonGoethite,367.2126,Protein,20769760
Soil_22,SW,PostFentonGoethite,368.1463,Lignin,3145469
Soil_22,SW,PostFentonGoethite,368.1827,Protein,4265224
Soil_22,SW,PostFentonGoethite,369.0463,Tannin,0
Soil_22,SW,PostFentonGoethite,369.0827,Lignin,4761114
Soil_22,SW,PostFentonGoethite,369.1191,Lignin,17104421
Soil_22,SW,PostFentonGoethite,369.1344,Lignin,1672746
Soil_22,SW,PostFentonGoethite,369.1555,Lignin,32947760
Soil_22,SW,PostFentonGoethite,369.1919,Protein,26254908
Soil_22,SW,PostFentonGoethite,369.2283,Protein,6618695
Soil_22,SW,PostFentonGoethite,370.162,Protein,9871203
Soil_22,SW,PostFentonGoethite,370.1984,Protein,6237038
Soil_22,SW,PostFentonGoethite,371.062,Tannin,2155635
Soil_22,SW,PostFentonGoethite,371.0984,Lignin,6468734
Soil_22,SW,PostFentonGoethite,371.1136,Lignin,2399875
Soil_22,SW,PostFentonGoethite,371.1348,Lignin,18264201
Soil_22,SW,PostFentonGoethite,371.15,Lignin,3986574
Soil_22,SW,PostFentonGoethite,371.1864,Lignin,3504793
Soil_22,SW,PostFentonGoethite,371.2075,Protein,18530463
Soil_22,SW,PostFentonGoethite,371.2439,Protein,6488234
Soil_22,SW,PostFentonGoethite,372.1412,Protein,5605817
Soil_22,SW,PostFentonGoethite,372.1776,Protein,8600004
Soil_22,SW,PostFentonGoethite,372.214,Protein,5927375
Soil_22,SW,PostFentonGoethite,373.0565,ConHC,0
Soil_22,SW,PostFentonGoethite,373.0929,Lignin,2239191
Soil_22,SW,PostFentonGoethite,373.114,Lignin,9216733
Soil_22,SW,PostFentonGoethite,373.1293,Lignin,5194466
Soil_22,SW,PostFentonGoethite,373.1504,Protein,17441512
Soil_22,SW,PostFentonGoethite,373.1657,Lignin,6553325
Soil_22,SW,PostFentonGoethite,373.2232,Protein,11674366
Soil_22,SW,PostFentonGoethite,374.1569,Protein,3932181
Soil_22,SW,PostFentonGoethite,375.0358,ConHC,0
Soil_22,SW,PostFentonGoethite,375.0722,Lignin,0
Soil_22,SW,PostFentonGoethite,375.0933,Tannin,2744106
Soil_22,SW,PostFentonGoethite,375.1297,AminoSugar,20661557
Soil_22,SW,PostFentonGoethite,375.1661,Protein,14558528
Soil_22,SW,PostFentonGoethite,375.1813,Lignin,8844612
