Treatment,X,code,soil,Forest,Fenton,Mass,C,H,N,O,S,P,HC,OC,DBE,CRAM,AI_mod,Class,KM,NKM,KMD,perc
PostFenton,48,PosFHW1.csv,Soil_7,HW,PostFenton,633.152,22,34,0,21,0,0,1.55,0.95,6,O,-0.391304348,SatFatAcCarb,633.29839,633,0.29839,second 25 %
PostFenton,49,PosFHW1.csv,Soil_7,HW,PostFenton,457.1351,20,26,0,12,0,0,1.3,0.6,8,O,0.142857143,HighUnsatLign,457.24085,457,0.24085,top 25 %
PostFenton,50,PosFHW1.csv,Soil_7,HW,PostFenton,527.1981,21,36,0,15,0,0,1.71,0.71,4,O,-0.259259259,SatFatAcCarb,527.32005,527,0.32005,third 25 %
PostFenton,51,PosFHW1.csv,Soil_7,HW,PostFenton,359.0772,18,16,0,8,0,0,0.89,0.44,11,CRAM,0.5,HighUnsatLign,359.16027,359,0.16027,lowest 25%
PostFenton,52,PosFHW1.csv,Soil_7,HW,PostFenton,583.2396,28,40,0,13,0,0,1.43,0.46,9,O,0.11627907,HighUnsatLign,583.37448,583,0.37448,third 25 %
PostFenton,53,PosFHW1.csv,Soil_7,HW,PostFenton,433.0988,17,22,0,13,0,0,1.29,0.76,7,O,0.047619048,HighUnsatLign,433.19891,433,0.19891,top 25 %
PostFenton,54,PosFHW1.csv,Soil_7,HW,PostFenton,377.015,16,10,0,11,0,0,0.62,0.69,12,O,0.619047619,Aromatic,377.10221,377,0.10221,third 25 %
PostFenton,55,PosFHW1.csv,Soil_7,HW,PostFenton,631.2455,25,44,0,18,0,0,1.76,0.72,4,O,-0.3125,SatFatAcCarb,631.39145,631,0.39145,lowest 25%
PostFenton,56,PosFHW1.csv,Soil_7,HW,PostFenton,420.1624,16,27,3,10,0,0,1.69,0.62,5,O,-0.1875,SatFatAcCarb,420.25952,420,0.25952,lowest 25%
PostFenton,57,PosFHW1.csv,Soil_7,HW,PostFenton,339.3269,22,44,0,2,0,0,2,0.09,1,O,0,UnSatAliph_noN,339.40532,339,0.40532,third 25 %
PostFenton,58,PosFHW1.csv,Soil_7,HW,PostFenton,417.1191,21,22,0,9,0,0,1.05,0.43,11,CRAM,0.393939394,HighUnsatLign,417.21556,417,0.21556,second 25 %
PostFenton,59,PosFHW1.csv,Soil_7,HW,PostFenton,309.098,15,18,0,7,0,0,1.2,0.47,7,CRAM,0.304347826,HighUnsatLign,309.16945,309,0.16945,lowest 25%
PostFenton,60,PosFHW1.csv,Soil_7,HW,PostFenton,411.1144,15,24,0,13,0,0,1.6,0.87,4,O,-0.294117647,SatFatAcCarb,411.20948,411,0.20948,top 25 %
PostFenton,61,PosFHW1.csv,Soil_7,HW,PostFenton,535.0729,23,20,0,15,0,0,0.87,0.65,14,CRAM,0.419354839,HighUnsatLign,535.19667,535,0.19667,lowest 25%
PostFenton,62,PosFHW1.csv,Soil_7,HW,PostFenton,571.0941,23,24,0,17,0,0,1.04,0.74,12,O,0.24137931,HighUnsatLign,571.22613,571,0.22613,lowest 25%
PostFenton,63,PosFHW1.csv,Soil_7,HW,PostFenton,337.2054,16,34,0,5,1,0,2.12,0.31,0,O,-0.28,UnSatAliph_noN,337.28339,337,0.28339,second 25 %
PostFenton,64,PosFHW1.csv,Soil_7,HW,PostFenton,461.0573,17,18,0,15,0,0,1.06,0.88,9,O,0.157894737,HighUnsatLign,461.16391,461,0.16391,third 25 %
PostFenton,65,PosFHW1.csv,Soil_7,HW,PostFenton,707.1888,25,40,0,23,0,0,1.6,0.92,6,O,-0.407407407,SatFatAcCarb,707.35229,707,0.35229,second 25 %
PostFenton,66,PosFHW1.csv,Soil_7,HW,PostFenton,487.1457,21,28,0,13,0,0,1.33,0.62,8,O,0.103448276,HighUnsatLign,487.25836,487,0.25836,second 25 %
PostFenton,67,PosFHW1.csv,Soil_7,HW,PostFenton,399.078,13,20,0,14,0,0,1.54,1.08,4,O,-0.5,SatFatAcCarb,399.17031,399,0.17031,third 25 %
PostFenton,68,PosFHW1.csv,Soil_7,HW,PostFenton,524.1621,20,31,1,15,0,0,1.55,0.75,6,O,-0.173913043,SatFatAcCarb,524.2833,524,0.2833,third 25 %
PostFenton,69,PosFHW1.csv,Soil_7,HW,PostFenton,407.1671,16,28,2,10,0,0,1.75,0.62,4,O,-0.222222222,SatFatAcCarb,407.26127,407,0.26127,third 25 %
PostFenton,70,PosFHW1.csv,Soil_7,HW,PostFenton,421.114,20,22,0,10,0,0,1.1,0.5,10,CRAM,0.333333333,HighUnsatLign,421.2114,421,0.2114,top 25 %
PostFenton,71,PosFHW1.csv,Soil_7,HW,PostFenton,461.0362,20,14,0,13,0,0,0.7,0.65,14,O,0.555555556,Aromatic,461.14277,461,0.14277,lowest 25%
PostFenton,72,PosFHW1.csv,Soil_7,HW,PostFenton,325.0565,14,14,0,9,0,0,1,0.64,8,CRAM,0.368421053,HighUnsatLign,325.13167,325,0.13167,third 25 %
PostFenton,73,PosFHW1.csv,Soil_7,HW,PostFenton,671.204,26,40,0,20,0,0,1.54,0.77,7,O,-0.1875,SatFatAcCarb,671.35922,671,0.35922,third 25 %
PostFenton,74,PosFHW1.csv,Soil_7,HW,PostFenton,449.1664,19,30,0,12,0,0,1.58,0.63,5,O,-0.076923077,SatFatAcCarb,449.27031,449,0.27031,second 25 %
PostFenton,75,PosFHW1.csv,Soil_7,HW,PostFenton,383.0984,17,20,0,10,0,0,1.18,0.59,8,CRAM,0.25,HighUnsatLign,383.18696,383,0.18696,top 25 %
PostFenton,76,PosFHW1.csv,Soil_7,HW,PostFenton,431.0467,16,16,0,14,0,0,1,0.88,9,O,0.222222222,HighUnsatLign,431.1464,431,0.1464,second 25 %
PostFenton,77,PosFHW1.csv,Soil_7,HW,PostFenton,563.1406,26,28,0,14,0,0,1.08,0.54,13,CRAM,0.315789474,HighUnsatLign,563.27085,563,0.27085,lowest 25%
PostFenton,78,PosFHW1.csv,Soil_7,HW,PostFenton,319.1187,17,20,0,6,0,0,1.18,0.35,8,CRAM,0.357142857,HighUnsatLign,319.1925,319,0.1925,lowest 25%
PostFenton,79,PosFHW1.csv,Soil_7,HW,PostFenton,407.0984,19,20,0,10,0,0,1.05,0.53,10,CRAM,0.357142857,HighUnsatLign,407.19251,407,0.19251,top 25 %
PostFenton,80,PosFHW1.csv,Soil_7,HW,PostFenton,427.1834,18,28,4,8,0,0,1.56,0.44,7,CRAM,0.1,Aliphat+N,427.28222,427,0.28222,third 25 %
PostFenton,81,PosFHW1.csv,Soil_7,HW,PostFenton,355.1762,18,28,0,7,0,0,1.56,0.39,5,O,0.103448276,UnSatAliph_noN,355.25836,355,0.25836,second 25 %
PostFenton,82,PosFHW1.csv,Soil_7,HW,PostFenton,374.2449,21,33,3,3,0,0,1.57,0.14,7,O,0.242424242,Aliphat+N,374.33145,374,0.33145,top 25 %
PostFenton,83,PosFHW1.csv,Soil_7,HW,PostFenton,555.1719,25,32,0,14,0,0,1.28,0.56,10,O,0.166666667,HighUnsatLign,555.3003,555,0.3003,second 25 %
PostFenton,84,PosFHW1.csv,Soil_7,HW,PostFenton,415.1398,22,24,0,8,0,0,1.09,0.36,11,CRAM,0.388888889,HighUnsatLign,415.23584,415,0.23584,third 25 %
PostFenton,85,PosFHW1.csv,Soil_7,HW,PostFenton,453.0675,19,18,0,13,0,0,0.95,0.68,11,CRAM,0.36,HighUnsatLign,453.17223,453,0.17223,top 25 %
PostFenton,86,PosFHW1.csv,Soil_7,HW,PostFenton,505.1199,20,26,0,15,0,0,1.3,0.75,8,O,0.04,HighUnsatLign,505.23669,505,0.23669,third 25 %
PostFenton,87,PosFHW1.csv,Soil_7,HW,PostFenton,510.1828,20,33,1,14,0,0,1.65,0.7,5,O,-0.208333333,SatFatAcCarb,510.3008,510,0.3008,lowest 25%
PostFenton,88,PosFHW1.csv,Soil_7,HW,PostFenton,481.2079,24,34,0,10,0,0,1.42,0.42,8,CRAM,0.157894737,HighUnsatLign,481.31919,481,0.31919,second 25 %
PostFenton,89,PosFHW1.csv,Soil_7,HW,PostFenton,321.0463,11,14,0,11,0,0,1.27,1,5,O,-0.090909091,HighUnsatLign,321.12057,321,0.12057,lowest 25%
PostFenton,90,PosFHW1.csv,Soil_7,HW,PostFenton,659.1676,24,36,0,21,0,0,1.5,0.88,7,O,-0.259259259,SatFatAcCarb,659.32005,659,0.32005,top 25 %
PostFenton,91,PosFHW1.csv,Soil_7,HW,PostFenton,373.0565,18,14,0,9,0,0,0.78,0.5,12,CRAM,0.555555556,Aromatic,373.14277,373,0.14277,third 25 %
PostFenton,92,PosFHW1.csv,Soil_7,HW,PostFenton,381.0099,15,10,0,12,0,0,0.67,0.8,11,O,0.555555556,Aromatic,381.09805,381,0.09805,third 25 %
PostFenton,93,PosFHW1.csv,Soil_7,HW,PostFenton,451.161,22,28,0,10,0,0,1.27,0.45,9,CRAM,0.235294118,HighUnsatLign,451.26529,451,0.26529,top 25 %
PostFenton,94,PosFHW1.csv,Soil_7,HW,PostFenton,447.0933,21,20,0,11,0,0,0.95,0.52,12,CRAM,0.419354839,HighUnsatLign,447.19667,447,0.19667,third 25 %
PostFenton,95,PosFHW1.csv,Soil_7,HW,PostFenton,531.1355,22,28,0,15,0,0,1.27,0.68,9,O,0.103448276,HighUnsatLign,531.25836,531,0.25836,third 25 %
PostFenton,96,PosFHW1.csv,Soil_7,HW,PostFenton,384.1776,17,27,3,7,0,0,1.59,0.41,6,CRAM,0.095238095,Aliphat+N,384.26646,384,0.26646,lowest 25%
PostFenton,97,PosFHW1.csv,Soil_7,HW,PostFenton,353.0725,12,18,0,12,0,0,1.5,1,4,O,-0.333333333,SatFatAcCarb,353.15419,353,0.15419,top 25 %
PostFenton,98,PosFHW1.csv,Soil_7,HW,PostFenton,331.1187,18,20,0,6,0,0,1.11,0.33,9,CRAM,0.4,HighUnsatLign,331.19528,331,0.19528,lowest 25%
PostFenton,99,PosFHW1.csv,Soil_7,HW,PostFenton,561.1309,19,30,0,19,0,0,1.58,1,5,O,-0.473684211,SatFatAcCarb,561.2606,561,0.2606,third 25 %
PostFenton,100,PosFHW1.csv,Soil_7,HW,PostFenton,347.062,13,16,0,11,0,0,1.23,0.85,6,O,0.066666667,HighUnsatLign,347.14224,347,0.14224,second 25 %
PostFenton,101,PosFHW1.csv,Soil_7,HW,PostFenton,400.1725,17,27,3,8,0,0,1.59,0.47,6,O,0.05,Aliphat+N,400.26507,400,0.26507,second 25 %
PostFenton,102,PosFHW1.csv,Soil_7,HW,PostFenton,362.1933,15,29,3,7,0,0,1.93,0.47,3,O,-0.235294118,Aliphat+N,362.27702,362,0.27702,third 25 %
PostFenton,103,PosFHW1.csv,Soil_7,HW,PostFenton,369.1402,14,26,0,11,0,0,1.86,0.79,2,O,-0.411764706,SatFatAcCarb,369.22559,369,0.22559,third 25 %
PostFenton,104,PosFHW1.csv,Soil_7,HW,PostFenton,633.2248,24,42,0,19,0,0,1.75,0.79,4,O,-0.379310345,SatFatAcCarb,633.37117,633,0.37117,lowest 25%
