Treatment,X,code,soil,Forest,Fenton,Mass,C,H,N,O,S,P,HC,OC,DBE,CRAM,AI_mod,Class,KM,NKM,KMD,perc
PreFenton,15821,PreHW2.csv,Soil_2,HW,PreFenton,327.1085,15,20,0,8,0,0,1.33,0.53,6,O,0.181818182,HighUnsatLign,327.18418,327,0.18418,second 25 %
PreFenton,15822,PreHW2.csv,Soil_2,HW,PreFenton,509.2028,25,34,0,11,0,0,1.36,0.44,9,CRAM,0.179487179,HighUnsatLign,509.32058,509,0.32058,second 25 %
PreFenton,15823,PreHW2.csv,Soil_2,HW,PreFenton,422.1093,19,21,1,10,0,0,1.11,0.53,10,CRAM,0.346153846,HighUnsatLign,422.20688,422,0.20688,lowest 25%
PreFenton,15824,PreHW2.csv,Soil_2,HW,PreFenton,459.2388,26,36,0,7,0,0,1.38,0.27,9,CRAM,0.244444444,HighUnsatLign,459.34502,459,0.34502,top 25 %
PreFenton,15825,PreHW2.csv,Soil_2,HW,PreFenton,345.1707,20,26,0,5,0,0,1.3,0.25,8,CRAM,0.314285714,HighUnsatLign,345.25056,345,0.25056,second 25 %
PreFenton,15826,PreHW2.csv,Soil_2,HW,PreFenton,313.1657,16,26,0,6,0,0,1.62,0.38,4,O,0.076923077,UnSatAliph_noN,313.23808,313,0.23808000000000001,lowest 25%
PreFenton,15827,PreHW2.csv,Soil_2,HW,PreFenton,483.0933,24,20,0,11,0,0,0.83,0.46,15,CRAM,0.513513514,Aromatic,483.20499,483,0.20499,second 25 %
PreFenton,15828,PreHW2.csv,Soil_2,HW,PreFenton,511.0882,25,20,0,12,0,0,0.8,0.48,16,CRAM,0.526315789,Aromatic,511.20638,511,0.20638,third 25 %
PreFenton,15829,PreHW2.csv,Soil_2,HW,PreFenton,499.2185,24,36,0,11,0,0,1.5,0.46,7,O,0.081081081,UnSatAliph_noN,499.33392,499,0.33392,third 25 %
PreFenton,15830,PreHW2.csv,Soil_2,HW,PreFenton,445.2232,25,34,0,7,0,0,1.36,0.28,9,CRAM,0.255813953,HighUnsatLign,445.32613,445,0.32613,top 25 %
PreFenton,15831,PreHW2.csv,Soil_2,HW,PreFenton,391.0671,18,16,0,10,0,0,0.89,0.56,11,CRAM,0.461538462,HighUnsatLign,391.1575,391,0.1575,top 25 %
PreFenton,15832,PreHW2.csv,Soil_2,HW,PreFenton,469.0776,23,18,0,11,0,0,0.78,0.48,15,CRAM,0.542857143,Aromatic,469.1861,469,0.1861,second 25 %
PreFenton,15833,PreHW2.csv,Soil_2,HW,PreFenton,341.0303,17,10,0,8,0,0,0.59,0.47,13,O,0.692307692,CondAr,341.10915,341,0.10915,third 25 %
PreFenton,15834,PreHW2.csv,Soil_2,HW,PreFenton,441.2283,26,34,0,6,0,0,1.31,0.23,10,CRAM,0.304347826,HighUnsatLign,441.33029,441,0.33029,third 25 %
PreFenton,15835,PreHW2.csv,Soil_2,HW,PreFenton,447.1508,19,28,0,12,0,0,1.47,0.63,6,O,0,HighUnsatLign,447.2542,447,0.2542,lowest 25%
PreFenton,15836,PreHW2.csv,Soil_2,HW,PreFenton,391.161,17,28,0,10,0,0,1.65,0.59,4,O,-0.083333333,UnSatAliph_noN,391.25142,391,0.25142,third 25 %
PreFenton,15837,PreHW2.csv,Soil_2,HW,PreFenton,401.1606,22,26,0,7,0,0,1.18,0.32,10,CRAM,0.351351351,HighUnsatLign,401.25334,401,0.25334,top 25 %
PreFenton,15838,PreHW2.csv,Soil_2,HW,PreFenton,459.1508,20,28,0,12,0,0,1.4,0.6,7,O,0.071428571,HighUnsatLign,459.25697,459,0.25697,third 25 %
PreFenton,15839,PreHW2.csv,Soil_2,HW,PreFenton,449.0725,20,18,0,12,0,0,0.9,0.6,12,CRAM,0.428571429,HighUnsatLign,449.17639,449,0.17639,top 25 %
PreFenton,15840,PreHW2.csv,Soil_2,HW,PreFenton,391.1762,21,28,0,7,0,0,1.33,0.33,8,CRAM,0.257142857,HighUnsatLign,391.26668,391,0.26668,top 25 %
PreFenton,15841,PreHW2.csv,Soil_2,HW,PreFenton,537.0886,23,22,0,15,0,0,0.96,0.65,13,CRAM,0.35483871,HighUnsatLign,537.21279,537,0.21279,second 25 %
PreFenton,15842,PreHW2.csv,Soil_2,HW,PreFenton,425.1242,23,22,0,8,0,0,0.96,0.35,13,CRAM,0.473684211,HighUnsatLign,425.22249,425,0.22249,third 25 %
PreFenton,15843,PreHW2.csv,Soil_2,HW,PreFenton,311.0772,14,16,0,8,0,0,1.14,0.57,7,CRAM,0.3,HighUnsatLign,311.14917,311,0.14917,lowest 25%
PreFenton,15844,PreHW2.csv,Soil_2,HW,PreFenton,385.202,23,30,0,5,0,0,1.3,0.22,9,O,0.317073171,HighUnsatLign,385.29112,385,0.29112,third 25 %
PreFenton,15845,PreHW2.csv,Soil_2,HW,PreFenton,361.1868,17,30,0,8,0,0,1.76,0.47,3,O,-0.076923077,UnSatAliph_noN,361.27031,361,0.27031,third 25 %
PreFenton,15846,PreHW2.csv,Soil_2,HW,PreFenton,473.1301,20,26,0,13,0,0,1.3,0.65,8,O,0.111111111,HighUnsatLign,473.23947,473,0.23947,third 25 %
PreFenton,15847,PreHW2.csv,Soil_2,HW,PreFenton,527.1042,22,24,0,15,0,0,1.09,0.68,11,O,0.24137931,HighUnsatLign,527.22613,527,0.22613,third 25 %
PreFenton,15848,PreHW2.csv,Soil_2,HW,PreFenton,397.1504,19,26,0,9,0,0,1.37,0.47,7,CRAM,0.172413793,HighUnsatLign,397.24224,397,0.24224,top 25 %
PreFenton,15849,PreHW2.csv,Soil_2,HW,PreFenton,359.15,20,24,0,6,0,0,1.2,0.3,9,CRAM,0.352941176,HighUnsatLign,359.23306,359,0.23306,second 25 %
PreFenton,15850,PreHW2.csv,Soil_2,HW,PreFenton,397.0412,16,14,0,12,0,0,0.88,0.75,10,CRAM,0.4,HighUnsatLign,397.13306,397,0.13306,top 25 %
PreFenton,15851,PreHW2.csv,Soil_2,HW,PreFenton,447.1661,23,28,0,9,0,0,1.22,0.39,10,CRAM,0.297297297,HighUnsatLign,447.26946,447,0.26946,top 25 %
PreFenton,15852,PreHW2.csv,Soil_2,HW,PreFenton,455.2075,26,32,0,7,0,0,1.23,0.27,11,CRAM,0.333333333,HighUnsatLign,455.31279,455,0.31279,second 25 %
PreFenton,15853,PreHW2.csv,Soil_2,HW,PreFenton,477.1038,22,22,0,12,0,0,1,0.55,12,CRAM,0.375,HighUnsatLign,477.21417,477,0.21417,top 25 %
PreFenton,15854,PreHW2.csv,Soil_2,HW,PreFenton,331.1398,15,24,0,8,0,0,1.6,0.53,4,O,0,UnSatAliph_noN,331.21641,331,0.21641,lowest 25%
PreFenton,15855,PreHW2.csv,Soil_2,HW,PreFenton,355.0882,12,20,0,12,0,0,1.67,1,3,O,-0.5,SatFatAcCarb,355.17031,355,0.17031,lowest 25%
PreFenton,15856,PreHW2.csv,Soil_2,HW,PreFenton,387.1521,15,24,4,8,0,0,1.6,0.53,6,O,0,Aliphat+N,387.24166,387,0.24166,lowest 25%
PreFenton,15857,PreHW2.csv,Soil_2,HW,PreFenton,481.1351,22,26,0,12,0,0,1.18,0.55,10,CRAM,0.25,HighUnsatLign,481.2464,481,0.2464,top 25 %
PreFenton,15858,PreHW2.csv,Soil_2,HW,PreFenton,417.2494,21,38,0,8,0,0,1.81,0.38,3,O,-0.058823529,UnSatAliph_noN,417.34587,417,0.34587,second 25 %
PreFenton,15859,PreHW2.csv,Soil_2,HW,PreFenton,493.2807,27,42,0,8,0,0,1.56,0.3,7,O,0.130434783,UnSatAliph_noN,493.39475,493,0.39475,third 25 %
PreFenton,15860,PreHW2.csv,Soil_2,HW,PreFenton,352.1038,16,19,1,8,0,0,1.19,0.5,8,CRAM,0.318181818,HighUnsatLign,352.18521,352,0.18521,lowest 25%
PreFenton,15861,PreHW2.csv,Soil_2,HW,PreFenton,374.0881,18,17,1,8,0,0,0.94,0.44,11,CRAM,0.5,HighUnsatLign,374.17464,374,0.17464,lowest 25%
PreFenton,15862,PreHW2.csv,Soil_2,HW,PreFenton,395.0772,21,16,0,8,0,0,0.76,0.38,14,CRAM,0.588235294,Aromatic,395.1686,395,0.1686,second 25 %
PreFenton,15863,PreHW2.csv,Soil_2,HW,PreFenton,545.2756,30,42,0,9,0,0,1.4,0.3,10,CRAM,0.215686275,HighUnsatLign,545.40169,545,0.40169,second 25 %
PreFenton,15864,PreHW2.csv,Soil_2,HW,PreFenton,413.1678,17,26,4,8,0,0,1.53,0.47,7,CRAM,0.111111111,Aliphat+N,413.26333,413,0.26333,second 25 %
PreFenton,15865,PreHW2.csv,Soil_2,HW,PreFenton,365.099,16,18,2,8,0,0,1.12,0.5,9,CRAM,0.4,HighUnsatLign,365.18346,365,0.18346,lowest 25%
PreFenton,15866,PreHW2.csv,Soil_2,HW,PreFenton,471.2388,27,36,0,7,0,0,1.33,0.26,10,CRAM,0.276595745,HighUnsatLign,471.34779,471,0.34779,second 25 %
PreFenton,15867,PreHW2.csv,Soil_2,HW,PreFenton,330.2034,15,29,3,5,0,0,1.93,0.33,3,O,-0.105263158,Aliphat+N,330.2798,330,0.2798,top 25 %
PreFenton,15868,PreHW2.csv,Soil_2,HW,PreFenton,371.0772,19,16,0,8,0,0,0.84,0.42,12,CRAM,0.533333333,Aromatic,371.16305,371,0.16305,top 25 %
PreFenton,15869,PreHW2.csv,Soil_2,HW,PreFenton,453.0311,18,14,0,14,0,0,0.78,0.78,12,CRAM,0.454545455,HighUnsatLign,453.13583,453,0.13583,third 25 %
PreFenton,15870,PreHW2.csv,Soil_2,HW,PreFenton,527.265,30,40,0,8,0,0,1.33,0.27,11,CRAM,0.269230769,HighUnsatLign,527.38696,527,0.38696,third 25 %
PreFenton,15871,PreHW2.csv,Soil_2,HW,PreFenton,379.0671,17,16,0,10,0,0,0.94,0.59,10,CRAM,0.416666667,HighUnsatLign,379.15472,379,0.15472,top 25 %
PreFenton,15872,PreHW2.csv,Soil_2,HW,PreFenton,505.0988,23,22,0,13,0,0,0.96,0.57,13,CRAM,0.393939394,HighUnsatLign,505.21556,505,0.21556,second 25 %
PreFenton,15873,PreHW2.csv,Soil_2,HW,PreFenton,369.178,16,26,4,6,0,0,1.62,0.38,6,CRAM,0.111111111,Aliphat+N,369.26332,369,0.26332,second 25 %
PreFenton,15874,PreHW2.csv,Soil_2,HW,PreFenton,513.1766,27,30,0,10,0,0,1.11,0.37,13,CRAM,0.363636364,HighUnsatLign,513.29528,513,0.29528,third 25 %
PreFenton,15875,PreHW2.csv,Soil_2,HW,PreFenton,337.0929,16,18,0,8,0,0,1.12,0.5,8,CRAM,0.333333333,HighUnsatLign,337.17084,337,0.17084,top 25 %
PreFenton,15876,PreHW2.csv,Soil_2,HW,PreFenton,327.1449,16,24,0,7,0,0,1.5,0.44,5,O,0.12,UnSatAliph_noN,327.22057,327,0.22057,second 25 %
PreFenton,15877,PreHW2.csv,Soil_2,HW,PreFenton,369.2283,20,34,0,6,0,0,1.7,0.3,4,O,0.058823529,UnSatAliph_noN,369.31364,369,0.31364,second 25 %
PreFenton,15878,PreHW2.csv,Soil_2,HW,PreFenton,471.1719,18,32,0,14,0,0,1.78,0.78,3,O,-0.363636364,SatFatAcCarb,471.28088,471,0.28088,third 25 %
PreFenton,15879,PreHW2.csv,Soil_2,HW,PreFenton,503.0467,22,16,0,14,0,0,0.73,0.64,15,O,0.533333333,Aromatic,503.16305,503,0.16305,second 25 %
PreFenton,15880,PreHW2.csv,Soil_2,HW,PreFenton,384.1776,17,27,3,7,0,0,1.59,0.41,6,CRAM,0.095238095,Aliphat+N,384.26646,384,0.26646,second 25 %
PreFenton,15881,PreHW2.csv,Soil_2,HW,PreFenton,373.1504,17,26,0,9,0,0,1.53,0.53,5,O,0.04,UnSatAliph_noN,373.23669,373,0.23669,second 25 %
PreFenton,15882,PreHW2.csv,Soil_2,HW,PreFenton,405.1191,20,22,0,9,0,0,1.1,0.45,10,CRAM,0.35483871,HighUnsatLign,405.21278,405,0.21278,top 25 %
PreFenton,15883,PreHW2.csv,Soil_2,HW,PreFenton,455.062,22,16,0,11,0,0,0.73,0.5,15,O,0.575757576,Aromatic,455.16721,455,0.16721,second 25 %
PreFenton,15884,PreHW2.csv,Soil_2,HW,PreFenton,373.114,16,22,0,10,0,0,1.38,0.62,6,O,0.090909091,HighUnsatLign,373.2003,373,0.2003,second 25 %
PreFenton,15885,PreHW2.csv,Soil_2,HW,PreFenton,505.2079,26,34,0,10,0,0,1.31,0.38,10,CRAM,0.238095238,HighUnsatLign,505.32474,505,0.32474,top 25 %
PreFenton,15886,PreHW2.csv,Soil_2,HW,PreFenton,441.0099,20,10,0,12,0,0,0.5,0.6,16,O,0.714285714,CondAr,441.11193,441,0.11193,third 25 %
PreFenton,15887,PreHW2.csv,Soil_2,HW,PreFenton,321.0252,14,10,0,9,0,0,0.71,0.64,10,O,0.578947368,Aromatic,321.09944,321,0.09944,third 25 %
PreFenton,15888,PreHW2.csv,Soil_2,HW,PreFenton,331.0096,15,8,0,9,0,0,0.53,0.6,12,O,0.714285714,CondAr,331.0861,331,0.0861,lowest 25%
PreFenton,15889,PreHW2.csv,Soil_2,HW,PreFenton,447.1144,18,24,0,13,0,0,1.33,0.72,7,O,0.043478261,HighUnsatLign,447.2178,447,0.2178,top 25 %
PreFenton,15890,PreHW2.csv,Soil_2,HW,PreFenton,373.0565,18,14,0,9,0,0,0.78,0.5,12,CRAM,0.555555556,Aromatic,373.14277,373,0.14277,top 25 %
PreFenton,15891,PreHW2.csv,Soil_2,HW,PreFenton,657.2248,26,42,0,19,0,0,1.62,0.73,6,O,-0.212121212,SatFatAcCarb,657.37672,657,0.37672,second 25 %
PreFenton,15892,PreHW2.csv,Soil_2,HW,PreFenton,357.0463,14,14,0,11,0,0,1,0.79,8,O,0.294117647,HighUnsatLign,357.1289,357,0.1289,third 25 %
PreFenton,15893,PreHW2.csv,Soil_2,HW,PreFenton,414.2358,18,33,5,6,0,0,1.83,0.33,5,O,-0.05,Aliphat+N,414.33159,414,0.33159,second 25 %
PreFenton,15894,PreHW2.csv,Soil_2,HW,PreFenton,383.15,22,24,0,6,0,0,1.09,0.27,11,O,0.421052632,HighUnsatLign,383.23861,383,0.23861,third 25 %
PreFenton,15895,PreHW2.csv,Soil_2,HW,PreFenton,531.2236,28,36,0,10,0,0,1.29,0.36,11,CRAM,0.260869565,HighUnsatLign,531.34641,531,0.34641,top 25 %
PreFenton,15896,PreHW2.csv,Soil_2,HW,PreFenton,461.1301,19,26,0,13,0,0,1.37,0.68,7,O,0.04,HighUnsatLign,461.23669,461,0.23669,second 25 %
PreFenton,15897,PreHW2.csv,Soil_2,HW,PreFenton,409.0565,21,14,0,9,0,0,0.67,0.43,15,O,0.636363636,Aromatic,409.15109,409,0.15109,second 25 %
PreFenton,15898,PreHW2.csv,Soil_2,HW,PreFenton,407.1195,16,24,0,12,0,0,1.5,0.75,5,O,-0.1,SatFatAcCarb,407.21364,407,0.21364,lowest 25%
PreFenton,15899,PreHW2.csv,Soil_2,HW,PreFenton,475.2337,26,36,0,8,0,0,1.38,0.31,9,CRAM,0.227272727,HighUnsatLign,475.34363,475,0.34363,top 25 %
PreFenton,15900,PreHW2.csv,Soil_2,HW,PreFenton,399.1661,19,28,0,9,0,0,1.47,0.47,6,O,0.103448276,HighUnsatLign,399.25836,399,0.25836,top 25 %
PreFenton,15901,PreHW2.csv,Soil_2,HW,PreFenton,377.0514,17,14,0,10,0,0,0.82,0.59,11,CRAM,0.5,HighUnsatLign,377.13861000000003,377,0.13861,top 25 %
PreFenton,15902,PreHW2.csv,Soil_2,HW,PreFenton,465.213,24,34,0,9,0,0,1.42,0.38,8,CRAM,0.179487179,HighUnsatLign,465.32058,465,0.32058,top 25 %
PreFenton,15903,PreHW2.csv,Soil_2,HW,PreFenton,388.1038,19,19,1,8,0,0,1,0.42,11,CRAM,0.464285714,HighUnsatLign,388.19353,388,0.19353,third 25 %
PreFenton,15904,PreHW2.csv,Soil_2,HW,PreFenton,337.1657,18,26,0,6,0,0,1.44,0.33,6,CRAM,0.2,HighUnsatLign,337.24363,337,0.24363,second 25 %
PreFenton,15905,PreHW2.csv,Soil_2,HW,PreFenton,429.2355,19,34,4,7,0,0,1.79,0.37,5,O,-0.043478261,Aliphat+N,429.33473,429,0.33473,second 25 %
PreFenton,15906,PreHW2.csv,Soil_2,HW,PreFenton,391.1398,20,24,0,8,0,0,1.2,0.4,9,CRAM,0.3125,HighUnsatLign,391.23029,391,0.23029,top 25 %
PreFenton,15907,PreHW2.csv,Soil_2,HW,PreFenton,563.2498,29,40,0,11,0,0,1.38,0.38,10,CRAM,0.191489362,HighUnsatLign,563.38003,563,0.38003,second 25 %
PreFenton,15908,PreHW2.csv,Soil_2,HW,PreFenton,501.1402,25,26,0,11,0,0,1.04,0.44,13,CRAM,0.384615385,HighUnsatLign,501.25612,501,0.25612,second 25 %
PreFenton,15909,PreHW2.csv,Soil_2,HW,PreFenton,441.213,22,34,0,9,0,0,1.55,0.41,6,O,0.085714286,UnSatAliph_noN,441.31503,441,0.31503,top 25 %
PreFenton,15910,PreHW2.csv,Soil_2,HW,PreFenton,345.178,14,26,4,6,0,0,1.86,0.43,4,O,-0.142857143,Aliphat+N,345.25777,345,0.25777,lowest 25%
PreFenton,15911,PreHW2.csv,Soil_2,HW,PreFenton,423.0358,21,12,0,10,0,0,0.57,0.48,16,O,0.6875,CondAr,423.13359,423,0.13359,third 25 %
PreFenton,15912,PreHW2.csv,Soil_2,HW,PreFenton,343.1987,15,28,4,5,0,0,1.87,0.33,4,O,-0.058823529,Aliphat+N,343.27805,343,0.27805,second 25 %
PreFenton,15913,PreHW2.csv,Soil_2,HW,PreFenton,441.1038,19,22,0,12,0,0,1.16,0.63,9,O,0.230769231,HighUnsatLign,441.20585,441,0.20585,top 25 %
PreFenton,15914,PreHW2.csv,Soil_2,HW,PreFenton,517.0624,23,18,0,14,0,0,0.78,0.61,15,CRAM,0.5,HighUnsatLign,517.18194,517,0.18194,second 25 %
PreFenton,15915,PreHW2.csv,Soil_2,HW,PreFenton,485.1089,24,22,0,11,0,0,0.92,0.46,14,CRAM,0.459459459,HighUnsatLign,485.22111,485,0.22111,second 25 %
PreFenton,15916,PreHW2.csv,Soil_2,HW,PreFenton,529.0624,24,18,0,14,0,0,0.75,0.58,16,CRAM,0.529411765,Aromatic,529.18472,529,0.18472,second 25 %
PreFenton,15917,PreHW2.csv,Soil_2,HW,PreFenton,381.1038,14,22,0,12,0,0,1.57,0.86,4,O,-0.25,SatFatAcCarb,381.19197,381,0.19197,second 25 %
PreFenton,15918,PreHW2.csv,Soil_2,HW,PreFenton,405.1402,17,26,0,11,0,0,1.53,0.65,5,O,-0.043478261,SatFatAcCarb,405.23392,405,0.23392,lowest 25%
PreFenton,15919,PreHW2.csv,Soil_2,HW,PreFenton,407.1348,20,24,0,9,0,0,1.2,0.45,9,CRAM,0.290322581,HighUnsatLign,407.2289,407,0.2289,top 25 %
PreFenton,15920,PreHW2.csv,Soil_2,HW,PreFenton,329.2333,18,34,0,5,0,0,1.89,0.28,2,O,-0.032258065,UnSatAliph_noN,329.30948,329,0.30948,top 25 %
PreFenton,15921,PreHW2.csv,Soil_2,HW,PreFenton,329.1242,15,22,0,8,0,0,1.47,0.53,5,O,0.090909091,HighUnsatLign,329.2003,329,0.2003,third 25 %
PreFenton,15922,PreHW2.csv,Soil_2,HW,PreFenton,467.1559,22,28,0,11,0,0,1.27,0.5,9,CRAM,0.212121212,HighUnsatLign,467.26391,467,0.26391,top 25 %
PreFenton,15923,PreHW2.csv,Soil_2,HW,PreFenton,513.0886,21,22,0,15,0,0,1.05,0.71,11,O,0.259259259,HighUnsatLign,513.20724,513,0.20724,third 25 %
PreFenton,15924,PreHW2.csv,Soil_2,HW,PreFenton,413.1606,23,26,0,7,0,0,1.13,0.3,11,CRAM,0.384615385,HighUnsatLign,413.25611,413,0.25611,second 25 %
PreFenton,15925,PreHW2.csv,Soil_2,HW,PreFenton,374.2449,21,33,3,3,0,0,1.57,0.14,7,O,0.242424242,Aliphat+N,374.33145,374,0.33145,top 25 %
PreFenton,15926,PreHW2.csv,Soil_2,HW,PreFenton,351.1085,17,20,0,8,0,0,1.18,0.47,8,CRAM,0.307692308,HighUnsatLign,351.18973,351,0.18973,top 25 %
PreFenton,15927,PreHW2.csv,Soil_2,HW,PreFenton,351.0569,12,16,0,12,0,0,1.33,1,5,O,-0.166666667,HighUnsatLign,351.13808,351,0.13808,third 25 %
PreFenton,15928,PreHW2.csv,Soil_2,HW,PreFenton,521.2028,26,34,0,11,0,0,1.31,0.42,10,CRAM,0.219512195,HighUnsatLign,521.32335,521,0.32335,top 25 %
PreFenton,15929,PreHW2.csv,Soil_2,HW,PreFenton,331.2126,17,32,0,6,0,0,1.88,0.35,2,O,-0.071428571,UnSatAliph_noN,331.2892,331,0.2892,lowest 25%
PreFenton,15930,PreHW2.csv,Soil_2,HW,PreFenton,339.0722,15,16,0,9,0,0,1.07,0.6,8,CRAM,0.333333333,HighUnsatLign,339.15056,339,0.15056,top 25 %
PreFenton,15931,PreHW2.csv,Soil_2,HW,PreFenton,429.1919,24,30,0,7,0,0,1.25,0.29,10,CRAM,0.317073171,HighUnsatLign,429.29112,429,0.29112,top 25 %
PreFenton,15932,PreHW2.csv,Soil_2,HW,PreFenton,559.1821,28,32,0,12,0,0,1.14,0.43,13,CRAM,0.318181818,HighUnsatLign,559.3114,559,0.3114,second 25 %
PreFenton,15933,PreHW2.csv,Soil_2,HW,PreFenton,543.2236,29,36,0,10,0,0,1.24,0.34,12,CRAM,0.291666667,HighUnsatLign,543.34918,543,0.34918,second 25 %
PreFenton,15934,PreHW2.csv,Soil_2,HW,PreFenton,402.1882,17,29,3,8,0,0,1.71,0.47,5,O,-0.05,Aliphat+N,402.28119,402,0.28119,lowest 25%
PreFenton,15935,PreHW2.csv,Soil_2,HW,PreFenton,379.1246,15,24,0,11,0,0,1.6,0.73,4,O,-0.157894737,SatFatAcCarb,379.21225,379,0.21225,lowest 25%
PreFenton,15936,PreHW2.csv,Soil_2,HW,PreFenton,467.2287,24,36,0,9,0,0,1.5,0.38,7,O,0.128205128,UnSatAliph_noN,467.33669,467,0.33669,second 25 %
PreFenton,15937,PreHW2.csv,Soil_2,HW,PreFenton,394.078,17,17,1,10,0,0,1,0.59,10,CRAM,0.409090909,HighUnsatLign,394.16909,394,0.16909,third 25 %
PreFenton,15938,PreHW2.csv,Soil_2,HW,PreFenton,385.0412,15,14,0,12,0,0,0.93,0.8,9,O,0.333333333,HighUnsatLign,385.13028,385,0.13028,second 25 %
PreFenton,15939,PreHW2.csv,Soil_2,HW,PreFenton,479.1559,23,28,0,11,0,0,1.22,0.48,10,CRAM,0.257142857,HighUnsatLign,479.26668,479,0.26668,top 25 %
PreFenton,15940,PreHW2.csv,Soil_2,HW,PreFenton,381.0827,17,18,0,10,0,0,1.06,0.59,9,CRAM,0.333333333,HighUnsatLign,381.17084,381,0.17084,top 25 %
PreFenton,15941,PreHW2.csv,Soil_2,HW,PreFenton,384.0936,16,19,1,10,0,0,1.19,0.62,8,CRAM,0.25,HighUnsatLign,384.18243,384,0.18243,lowest 25%
PreFenton,15942,PreHW2.csv,Soil_2,HW,PreFenton,507.1872,25,32,0,11,0,0,1.28,0.44,10,CRAM,0.230769231,HighUnsatLign,507.30446,507,0.30446,top 25 %
PreFenton,15943,PreHW2.csv,Soil_2,HW,PreFenton,451.0518,19,16,0,13,0,0,0.84,0.68,12,CRAM,0.44,HighUnsatLign,451.15611,451,0.15611,top 25 %
PreFenton,15944,PreHW2.csv,Soil_2,HW,PreFenton,485.2181,27,34,0,8,0,0,1.26,0.3,11,CRAM,0.304347826,HighUnsatLign,485.33029,485,0.33029,second 25 %
PreFenton,15945,PreHW2.csv,Soil_2,HW,PreFenton,331.1187,18,20,0,6,0,0,1.11,0.33,9,CRAM,0.4,HighUnsatLign,331.19528,331,0.19528,third 25 %
PreFenton,15946,PreHW2.csv,Soil_2,HW,PreFenton,481.2079,24,34,0,10,0,0,1.42,0.42,8,CRAM,0.157894737,HighUnsatLign,481.31919,481,0.31919,top 25 %
PreFenton,15947,PreHW2.csv,Soil_2,HW,PreFenton,382.162,17,25,3,7,0,0,1.47,0.41,7,CRAM,0.19047619,HighUnsatLign,382.25034,382,0.25034,third 25 %
PreFenton,15948,PreHW2.csv,Soil_2,HW,PreFenton,561.1614,27,30,0,13,0,0,1.11,0.48,13,CRAM,0.317073171,HighUnsatLign,561.29112,561,0.29112,third 25 %
PreFenton,15949,PreHW2.csv,Soil_2,HW,PreFenton,457.1351,20,26,0,12,0,0,1.3,0.6,8,O,0.142857143,HighUnsatLign,457.24085,457,0.24085,second 25 %
PreFenton,15950,PreHW2.csv,Soil_2,HW,PreFenton,430.1943,17,29,5,8,0,0,1.71,0.47,6,O,-0.0625,Aliphat+N,430.29381,430,0.29381,lowest 25%
PreFenton,15951,PreHW2.csv,Soil_2,HW,PreFenton,459.0205,20,12,0,13,0,0,0.6,0.65,15,O,0.62962963,Aromatic,459.12666,459,0.12666,second 25 %
PreFenton,15952,PreHW2.csv,Soil_2,HW,PreFenton,423.1661,21,28,0,9,0,0,1.33,0.43,8,CRAM,0.212121212,HighUnsatLign,423.26391,423,0.26391,top 25 %
PreFenton,15953,PreHW2.csv,Soil_2,HW,PreFenton,435.1297,21,24,0,10,0,0,1.14,0.48,10,CRAM,0.3125,HighUnsatLign,435.23029,435,0.23029,top 25 %
PreFenton,15954,PreHW2.csv,Soil_2,HW,PreFenton,355.0307,14,12,0,11,0,0,0.86,0.79,9,CRAM,0.411764706,HighUnsatLign,355.11278,355,0.11278,third 25 %
PreFenton,15955,PreHW2.csv,Soil_2,HW,PreFenton,485.3272,30,46,0,5,0,0,1.53,0.17,8,O,0.2,UnSatAliph_noN,485.43946999999997,485,0.43947,third 25 %
PreFenton,15956,PreHW2.csv,Soil_2,HW,PreFenton,359.1572,14,24,4,7,0,0,1.71,0.5,5,O,-0.076923077,Aliphat+N,359.24027,359,0.24027,lowest 25%
PreFenton,15957,PreHW2.csv,Soil_2,HW,PreFenton,425.2406,20,34,4,6,0,0,1.7,0.3,6,O,0.076923077,Aliphat+N,425.33889,425,0.33889,third 25 %
PreFenton,15958,PreHW2.csv,Soil_2,HW,PreFenton,411.1885,18,28,4,7,0,0,1.56,0.39,7,CRAM,0.142857143,Aliphat+N,411.2836,411,0.2836,second 25 %
PreFenton,15959,PreHW2.csv,Soil_2,HW,PreFenton,420.0936,19,19,1,10,0,0,1,0.53,11,CRAM,0.423076923,HighUnsatLign,420.19076,420,0.19076,lowest 25%
PreFenton,15960,PreHW2.csv,Soil_2,HW,PreFenton,283.2643,18,36,0,2,0,0,2,0.11,1,O,0,UnSatAliph_noN,283.32975,283,0.32975,lowest 25%
PreFenton,15961,PreHW2.csv,Soil_2,HW,PreFenton,441.2528,20,42,0,8,1,0,2.1,0.4,0,O,-0.333333333,UnSatAliph_noN,441.35479,441,0.35479,third 25 %
PreFenton,15962,PreHW2.csv,Soil_2,HW,PreFenton,475.1974,25,32,0,9,0,0,1.28,0.36,10,CRAM,0.268292683,HighUnsatLign,475.30724,475,0.30724,top 25 %
PreFenton,15963,PreHW2.csv,Soil_2,HW,PreFenton,433.1351,18,26,0,12,0,0,1.44,0.67,6,O,0,HighUnsatLign,433.2353,433,0.2353,third 25 %
PreFenton,15964,PreHW2.csv,Soil_2,HW,PreFenton,399.0205,15,12,0,13,0,0,0.8,0.87,10,O,0.411764706,HighUnsatLign,399.11278,399,0.11278,lowest 25%
