Mass,HC,OC,El_comp,NOSC,Class,KM_CH2,KMD_CH2,DBE,AI_0,C,H,O,N,S,P,Na
867.2629,0.73,0.73,CHONP,-0.4107142857142856,ConHC,867.300705678033,0.699294321967272,38,0.648936170212766,56,41,6,2,0,1,0
867.2634,0.81,0.81,CHOS,-0.44444444444444464,Lignin,867.301192633686,0.698807366314099,33,0.522727272727273,54,44,9,0,1,0,0
909.2742,0.82,0.82,CHOS,-0.4285714285714288,Lignin,909.265028060512,0.734971939487764,34,0.511111111111111,56,46,10,0,1,0,0
909.3106,0.88,0.88,CHOS,-0.5263157894736841,Lignin,909.301407393615,0.698592606385091,33,0.48936170212766,57,50,9,0,1,0,0
910.6131,2.02,2.02,CHONSP,-1.5319148936170217,Lipid,910.602487971398,0.397512028602364,2,0,47,95,9,1,1,2,0
921.2007,0.61,0.61,CHONP,-0.19298245614035103,ConHC,921.1782208129,0.821779187100219,42,0.7,57,35,9,2,0,1,0
923.3259,0.82,0.82,CHONP,-0.5166666666666666,UnsatHC,923.301032812343,0.698967187656649,38,0.598039215686274,60,49,6,2,0,1,0
965.3358,0.82,0.82,CHONP,-0.5,UnsatHC,965.264049154789,0.735950845210937,39,0.586538461538462,62,51,7,2,0,1,0
966.3398,0.8,0.8,CHON,-0.360655737704918,Lignin,966.266933073837,0.733066926163247,39,0.581632653061224,61,49,9,3,0,0,0
971.3125,0.66,0.66,CHON,-0.3880597014925371,ConHC,971.234100490261,0.765899509739484,47,0.677966101694915,67,44,6,2,0,0,0
303.0722,1.33,1.33,CHO,0.16666666666666652,Tannin,303.739914633736,0.26008536626415,5,0,12,16,9,0,0,0,0
328.115,1.46,1.46,CHON,0.3076923076923075,Lignin,328.754777257541,0.245222742458736,6,0,13,19,7,3,0,0,0
319.1398,1.71,1.71,CHO,-0.5714285714285712,AminoSugar,319.789614285416,0.210385714583538,3,0,14,24,8,0,0,0,0
358.078,1.21,1.21,CHON,0.4285714285714284,Tannin,358.68428367834,0.315716321660432,7,0,14,17,10,1,0,0,0
331.0307,1,1,CHO,0.8333333333333335,Tannin,331.667176611121,0.332823388878978,7,0,12,12,11,0,0,0,0
597.0732,0.92,0.92,CHO,0.5833333333333335,Tannin,597.41269441919,0.587305580810039,14,0,24,22,18,0,0,0,0
631.2456,1.76,1.76,CHO,-0.3200000000000003,Carb,631.546858728372,0.453141271627601,4,0,25,44,18,0,0,0,0
737.1994,1.62,1.62,CHO,0.23076923076923084,Carb,737.38238080548,0.617619194520444,6,0,26,42,24,0,0,0,0
747.1834,1.48,1.48,CHO,0.2962962962962963,Tannin,747.355190129343,0.644809870657468,8,0,27,40,24,0,0,0,0
733.241,1.64,1.64,CHO,-0.07142857142857117,Carb,733.428441102362,0.571558897637829,6,0,28,46,22,0,0,0,0
601.2349,1.75,1.75,CHO,-0.33333333333333304,Carb,601.569696373751,0.430303626248815,4,0,24,42,17,0,0,0,0
365.0362,1.17,1.17,CHO,1,Tannin,365.634719084475,0.365280915525148,6,7,12,14,13,0,0,0,0
311.062,1.6,1.6,CHO,0.6000000000000001,Other,311.72076718071,0.279232819289859,3,8,10,16,11,0,0,0,0
658.1836,1.54,1.54,CHON,0.25,Carb,658.45477808994406,0.545221910056284,7,0,24,37,20,1,0,0,0
331.1147,1.54,1.54,CHON,0.15384615384615374,AminoSugar,331.751116112083,0.248883887916747,5,0,13,20,8,2,0,0,0
593.1393,0.54,0.54,CHO,-0.29268292682926855,ConHC,593.483103806792,0.516896193208481,31,0.722222222222222,41,22,5,0,0,0,0
355.1148,1.33,1.33,CHON,0.1333333333333333,Lignin,355.724379927889,0.275620072110826,7,0,15,20,8,2,0,0,0
659.1313,1.39,1.39,CHO,0.5217391304347827,Tannin,659.401499790329,0.598500209671442,8,0,23,32,22,0,0,0,0
344.11,1.46,1.46,CHON,0.4615384615384617,Lignin,344.731890460758,0.268109539242175,6,0,13,19,8,3,0,0,0
705.246,1.7,1.7,CHO,-0.14814814814814792,Carb,705.464645274127,0.535354725872821,5,0,27,46,21,0,0,0,0
609.1343,0.54,0.54,CHO,-0.24390243902439046,ConHC,609.460291926262,0.539708073737643,31,0.714285714285714,41,22,6,0,0,0,0
567.1676,1.52,1.52,CHON,0.2857142857142856,Carb,567.540487279314,0.459512720685893,7,0,21,32,16,2,0,0,0
642.2364,1.71,1.71,CHON,0.08333333333333348,Carb,642.525400858064,0.474599141936324,6,0,24,41,17,3,0,0,0
456.1358,1.69,1.69,CHON,0.25,Carb,456.632609775714,0.367390224286282,4,0,16,27,14,1,0,0,0
599.1619,1.23,1.23,CHO,0,Lignin,599.499068817333,0.500931182666704,11,0,26,32,16,0,0,0,0
330.1307,1.62,1.62,CHON,0.15384615384615374,Protein,330.768189550228,0.231810449771672,5,0,13,21,7,3,0,0,0
587.2193,1.74,1.74,CHO,-0.2608695652173916,Carb,587.56978551022,0.430214489779701,4,0,23,40,17,0,0,0,0
644.2042,1.62,1.62,CHON,0.08333333333333348,Carb,644.491027568205,0.508972431794518,6,0,24,39,19,1,0,0,0
605.1877,1.17,1.17,CHO,-0.2068965517241379,Lignin,605.518063774161,0.481936225839036,13,0,29,34,14,0,0,0,0
438.1616,1.71,1.71,CHON,-0.117647058823529,Carb,438.678518773473,0.321481226526942,4,0,17,29,12,1,0,0,0
547.1668,1.39,1.39,CHO,-0.08695652173913082,Tannin,547.561965412687,0.438034587313496,8,0,23,32,15,0,0,0,0
416.0835,1.19,1.19,CHON,0.5,Tannin,416.625004230009,0.374995769991415,8,0,16,19,12,1,0,0,0
547.094,1.14,1.14,CHO,0.4761904761904763,Tannin,547.489236712983,0.510763287017085,10,0,21,24,17,0,0,0,0
547.2032,1.5,1.5,CHO,-0.33333333333333304,AminoSugar,547.598337254164,0.401662745836234,7,0,24,36,14,0,0,0,0
356.0987,1.27,1.27,CHON,0.1333333333333333,Lignin,356.707248720988,0.292751279011668,7,0,15,19,9,1,0,0,0
571.0941,1.04,1.04,CHO,0.43478260869565233,Tannin,571.462530495291,0.537469504709406,12,0,23,24,17,0,0,0,0
444.1735,1.04,1.04,CHONP,-0.7037037037037033,UnsatHC,444.683637686181,0.316362313819241,15,0.5,27,28,3,1,0,1,0
541.0473,0.86,0.86,CHO,0.7619047619047619,Tannin,541.449318478723,0.550681521276601,13,0,21,18,17,0,0,0,0
514.2153,1.1,1.1,CHONP,-0.741935483870968,Lignin,514.647274335212,0.352725664787613,16,0.44,31,34,4,1,0,1,0
311.0984,1.82,1.82,CHO,0,Carb,311.75714851158,0.242851488420456,2,0,11,20,10,0,0,0,0
371.146,1.5,1.5,CHON,-0.125,Protein,371.737761754633,0.2622382453672,6,0,16,24,8,2,0,0,0
789.2308,1.53,1.53,CHO,0.06666666666666687,Carb,789.355652469655,0.64434753034493,8,0,30,46,24,0,0,0,0
584.1832,1.59,1.59,CHON,0.09090909090909083,Carb,584.537044223397,0.462955776602712,6,0,22,35,17,1,0,0,0
422.0941,1.4,1.4,CHON,0.5333333333333332,Tannin,422.628891075546,0.371108924453608,6,0,15,21,13,1,0,0,0
373.089,1.29,1.29,CHON,0.5714285714285716,Tannin,373.678547233722,0.321452766277673,7,0,14,18,10,2,0,0,0
545.2087,1.81,1.81,CHO,-0.2857142857142856,Carb,545.606073487113,0.393926512886878,3,0,21,38,16,0,0,0,0
341.015,0.77,0.77,CHO,0.9230769230769229,ConHC,341.64039131516,0.359608684840168,9,0,13,10,11,0,0,0,0
339.1602,1.14,1.14,CHO,-0.7619047619047619,Lignin,339.787598187478,0.21240181252216,10,0.352941176470588,21,24,4,0,0,0,0
567.0628,0.87,0.87,CHO,0.6086956521739131,Tannin,567.435767674206,0.564232325794251,14,0,23,20,17,0,0,0,0
411.348,1.92,1.92,CHO,-1.5999999999999996,Lipid,411.894801920447,0.105198079552508,2,0,25,48,4,0,0,0,0
777.2308,1.59,1.59,CHO,0.06896551724137945,Carb,777.369074449925,0.630925550075176,7,0,29,46,24,0,0,0,0
613.1775,1.26,1.26,CHO,-0.0740740740740744,Lignin,613.498977253022,0.50102274697781,11,0,27,34,16,0,0,0,0
625.1986,1.52,1.52,CHO,-0.08000000000000007,Carb,625.506622754063,0.493377245937154,7,0,25,38,18,0,0,0,0
386.0729,1.13,1.13,CHON,0.5333333333333332,Tannin,386.647986753117,0.352013246883359,8,0,15,17,11,1,0,0,0
347.1096,1.54,1.54,CHON,0.3076923076923075,AminoSugar,347.728211002438,0.271788997562055,5,0,13,20,9,2,0,0,0
456.1735,1,1,CHONP,-0.6785714285714288,UnsatHC,456.670254361112,0.329745638887971,16,0.521739130434783,28,28,3,1,0,1,0
839.2315,0.69,0.69,CHONP,-0.3518518518518521,ConHC,839.300528376231,0.699471623769227,38,0.677777777777778,54,37,6,2,0,1,0
416.1198,1.35,1.35,CHON,0.11764705882352944,Lignin,416.661348602193,0.338651397807439,7,0,17,23,11,1,0,0,0
392.1675,1.8,1.8,CHON,0,AminoSugar,392.735734021349,0.264265978650997,4,0,15,27,9,3,0,0,0
547.1305,1.27,1.27,CHO,0.18181818181818166,Tannin,547.525710940008,0.474289059992316,9,0,22,28,16,0,0,0,0
470.1892,1.03,1.03,CHONP,-0.7241379310344831,UnsatHC,470.670310964504,0.329689035495505,16,0.5,29,30,3,1,0,1,0
595.1879,1.5,1.5,CHO,-0.08333333333333304,Carb,595.529489573178,0.470510426821534,7,0,24,36,17,0,0,0,0
462.1366,1.47,1.47,CHON,0.47058823529411775,Tannin,462.626760837801,0.373239162199411,7,0,17,25,12,3,0,0,0
500.162,1.72,1.72,CHON,0.11111111111111116,Carb,500.609668872747,0.390331127252807,4,0,18,31,15,1,0,0,0
507.1944,1.14,1.14,CHOP,-0.7241379310344831,Lignin,507.634207941574,0.365792058426166,14,0.340909090909091,29,33,6,0,0,1,0
569.0995,1.3,1.3,CHO,0.6000000000000001,Tannin,569.470145197427,0.529854802572913,8,0,20,26,19,0,0,0,0
563.1619,1.39,1.39,CHO,0,Tannin,563.539200146716,0.460799853284016,8,0,23,32,16,0,0,0,0
414.0678,1.06,1.06,CHON,0.625,Tannin,414.61157662111,0.388423378890195,9,0,16,17,12,1,0,0,0
623.1983,1.24,1.24,CHO,-0.2068965517241379,Lignin,623.508579614193,0.491420385807487,12,0,29,36,15,0,0,0,0
583.2761,1.52,1.52,CHO,-0.6896551724137927,Protein,583.630922970845,0.369077029155278,8,0,29,44,12,0,0,0,0
573.1825,1.36,1.36,CHO,-0.16000000000000014,Lignin,573.548641021738,0.451358978262192,9,0,25,34,15,0,0,0,0
509.1623,1.58,1.58,CHON,0.2105263157894739,Carb,509.599911565737,0.400088434263182,6,0,19,30,14,2,0,0,0
421.11,1.47,1.47,CHON,0.5333333333333332,Tannin,421.645976500292,0.354023499707807,6,0,15,22,12,2,0,0,0
805.226,1.53,1.53,CHO,0.1333333333333333,Carb,805.33306760641506,0.66693239358483,8,0,30,46,25,0,0,0,0
464.141,1.5,1.5,CHON,0.11111111111111116,Carb,464.6288477906,0.371152209400236,6,0,18,27,13,1,0,0,0
348.0936,1.46,1.46,CHON,0.3076923076923075,Tannin,348.711114399712,0.288885600288438,5,0,13,19,10,1,0,0,0
519.2083,1.57,1.57,CHO,-0.43478260869565233,AminoSugar,519.634672886118,0.365327113882017,6,0,23,36,13,0,0,0,0
581.1149,1.04,1.04,CHO,0.2400000000000002,Lignin,581.472186962644,0.527813037355941,13,0,25,26,16,0,0,0,0
390.1154,1.5,1.5,CHON,0.5714285714285716,Carb,390.685975358711,0.314024641288881,6,0,14,21,10,3,0,0,0
378.1518,1.79,1.79,CHON,0.1428571428571428,AminoSugar,378.7357490046,0.264250995400175,4,0,14,25,9,3,0,0,0
533.224,1.58,1.58,CHO,-0.5,Protein,533.634740310747,0.365259689253094,6,0,24,38,13,0,0,0,0
729.2098,1.5,1.5,CHO,0.07142857142857162,Carb,729.401679589339,0.598320410661017,8,0,28,42,22,0,0,0,0
610.2103,1.61,1.61,CHON,0.17391304347826075,AminoSugar,610.535062985757,0.464937014243333,7,0,23,37,16,3,0,0,0
462.173,1.61,1.61,CHON,0.11111111111111116,AminoSugar,462.663037785356,0.336962214644359,6,0,18,29,11,3,0,0,0
559.1305,1.22,1.22,CHO,0.17391304347826075,Tannin,559.512281666303,0.487718333696989,10,0,23,28,16,0,0,0,0
595.1187,0.5,0.5,CHO,-0.20000000000000018,ConHC,595.460296920679,0.539703079320589,31,0.735294117647059,40,20,6,0,0,0,0
545.0783,1.05,1.05,CHO,0.5714285714285716,Tannin,545.475842400197,0.524157599803061,11,0,21,22,17,0,0,0,0
553.047,0.82,0.82,CHO,0.7272727272727271,Tannin,553.435609517669,0.56439048233085,14,0,22,18,17,0,0,0,0
489.0523,1,1,CHO,0.7777777777777777,Tannin,489.512341599306,0.487658400693533,10,0,18,18,16,0,0,0,0
500.1997,1.07,1.07,CHONP,-0.7000000000000002,Lignin,500.647298308414,0.352701691586219,16,0.458333333333333,30,32,4,1,0,1,0
357.1304,1.47,1.47,CHON,0,Lignin,357.737745661512,0.262254338488333,6,0,15,22,8,2,0,0,0
609.1825,1.21,1.21,CHO,-0.14285714285714324,Lignin,609.508388161542,0.491611838457857,12,0,28,34,15,0,0,0,0
487.0364,0.89,0.89,CHO,0.8888888888888888,Tannin,487.498732526591,0.501267473408689,11,0,18,16,16,0,0,0,0
505.1788,1.07,1.07,CHOP,-0.6551724137931032,Lignin,505.620851253396,0.37914874660413,15,0.386363636363636,29,31,6,0,0,1,0
369.094,1.2,1.2,CHON,0.3999999999999999,Lignin,369.687974790299,0.312025209700721,8,0,15,18,9,2,0,0,0
597.1786,1.55,1.55,CHON,0.27272727272727293,Carb,597.517921790022,0.482078209978113,7,0,22,34,17,2,0,0,0
573.1098,1.13,1.13,CHO,0.34782608695652195,Tannin,573.475982243872,0.524017756128387,11,0,23,26,17,0,0,0,0
629.1208,1.36,1.36,CHO,0.5454545454545454,Tannin,629.424429872059,0.575570127941319,8,0,22,30,21,0,0,0,0
363.141,1.71,1.71,CHON,0,AminoSugar,363.741644362484,0.258355637516217,4,0,14,24,9,2,0,0,0
507.2083,1.64,1.64,CHO,-0.45454545454545414,AminoSugar,507.648096915685,0.35190308431504,5,0,22,36,13,0,0,0,0
821.2208,1.53,1.53,CHO,0.20000000000000018,Carb,821.309949273585,0.690050726415052,8,0,30,46,26,0,0,0,0
573.1461,1.25,1.25,CHO,0.08333333333333348,Tannin,573.512261688635,0.487738311364865,10,0,24,30,16,0,0,0,0
508.1307,1.42,1.42,CHON,0.3157894736842106,Tannin,508.569508409265,0.430491590734675,7,0,19,27,15,1,0,0,0
433.1101,1.38,1.38,CHON,0.5,Tannin,433.63264511716,0.367354882840232,7,0,16,22,12,2,0,0,0
543.0628,0.95,0.95,CHO,0.6666666666666665,Tannin,543.462532992499,0.537467007500936,12,0,21,20,17,0,0,0,0
563.1287,0.5,0.5,CHO,-0.2999999999999998,ConHC,563.506087162302,0.493912837697962,31,0.75,40,20,4,0,0,0,0
791.2099,1.52,1.52,CHO,0.2068965517241379,Carb,791.332577193089,0.667422806910963,8,0,29,44,25,0,0,0,0
377.1567,1.73,1.73,CHON,-0.13333333333333375,AminoSugar,377.741685225895,0.258314774104633,4,0,15,26,9,2,0,0,0
641.2299,1.62,1.62,CHO,-0.23076923076923084,AminoSugar,641.52005535738,0.479944642620467,6,0,26,42,18,0,0,0,0
549.1672,1.79,1.79,CHO,0.10526315789473673,Carb,549.560156720261,0.439843279739421,3,0,19,34,18,0,0,0,0
547.1879,1.8,1.8,CHO,-0.09999999999999964,Carb,547.583040853355,0.416959146645354,3,0,20,36,17,0,0,0,0
533.1149,1.24,1.24,CHO,0.2857142857142856,Tannin,533.525800839513,0.474199160487046,9,0,21,26,16,0,0,0,0
411.2422,2.11,2.11,CHOS,-1.2631578947368425,Protein,411.789184985093,0.210815014906927,0,0,19,40,7,0,1,0,0
493.0869,0.39,0.39,CHO,-0.22222222222222232,ConHC,493.542419880846,0.457580119153818,30,0.818181818181818,36,14,3,0,0,0,0
623.2345,1.33,1.33,CHO,-0.40000000000000036,Lignin,623.544765829839,0.455234170161134,11,0,30,40,14,0,0,0,0
391.0994,1.43,1.43,CHON,0.5714285714285716,Tannin,391.668896593188,0.331103406811678,6,0,14,20,11,2,0,0,0
462.1253,1.39,1.39,CHON,0.22222222222222232,Tannin,462.615463466648,0.384536533352389,7,0,18,25,13,1,0,0,0
335.1347,1.71,1.71,CHO,-0.4285714285714288,AminoSugar,335.766678620184,0.233321379816005,3,0,14,24,9,0,0,0,0
609.2553,1.4,1.4,CHO,-0.5333333333333332,Lignin,609.581120318919,0.418879681081307,10,0,30,42,13,0,0,0,0
434.1417,1.56,1.56,CHON,0.375,AminoSugar,434.663038617758,0.336961382241839,6,0,16,25,11,3,0,0,0
569.0784,0.96,0.96,CHO,0.5217391304347827,Tannin,569.44909372996,0.550906270039604,13,0,23,22,17,0,0,0,0
779.2098,1.57,1.57,CHO,0.2142857142857144,Carb,779.345899086829,0.654100913170737,7,0,28,44,25,0,0,0,0
655.2093,1.54,1.54,CHO,-0.07692307692307665,Carb,655.483867893128,0.516132106871964,7,0,26,40,19,0,0,0,0
474.2204,1.17,1.17,CHONP,-0.8620689655172411,UnsatHC,474.696997038048,0.303002961951847,14,0.416666666666667,29,34,3,1,0,1,0
649.2197,1.75,1.75,CHO,-0.08333333333333304,Carb,649.500941485862,0.499058514138369,4,0,24,42,20,0,0,0,0
585.2554,1.5,1.5,CHO,-0.5714285714285712,Protein,585.608003906211,0.391996093788862,8,0,28,42,13,0,0,0,0
389.0395,1.64,1.64,CHOS,0.9090909090909092,Other,389.61128171268,0.388718287320273,3,3.66666666666667,11,18,13,0,1,0,0
478.1203,1.39,1.39,CHON,0.3333333333333335,Tannin,478.592613295589,0.407386704411124,7,0,18,25,14,1,0,0,0
516.1946,1.07,1.07,CHONP,-0.6333333333333337,Lignin,516.624319281398,0.375680718602439,16,0.434782608695652,30,32,5,1,0,1,0
412.1249,1.28,1.28,CHON,0,Lignin,412.670895358854,0.329104641146159,8,0,18,23,10,1,0,0,0
506.1628,1.53,1.53,CHON,0.3157894736842106,AminoSugar,506.603768325859,0.396231674141461,7,0,19,29,13,3,0,0,0
397.0048,0.67,0.67,CHO,1.0666666666666669,ConHC,397.567702570792,0.43229742920812,11,0,15,10,13,0,0,0,0
535.0975,0.42,0.42,CHO,-0.21052631578947345,ConHC,535.506177061807,0.493822938192693,31,0.794117647058823,38,16,4,0,0,0,0
569.1835,1.62,1.62,CHON,0.1904761904761907,Carb,569.554091357612,0.445908642387622,6,0,21,34,16,2,0,0,0
524.1257,1.42,1.42,CHON,0.42105263157894735,Tannin,524.546648249373,0.453351750627348,7,0,19,27,16,1,0,0,0
343.1147,1.43,1.43,CHON,0.1428571428571428,Lignin,343.73771680488,0.262283195119778,6,0,14,20,8,2,0,0,0
545.224,1.52,1.52,CHO,-0.4800000000000004,Protein,545.621352468001,0.378647531998809,7,0,25,38,13,0,0,0,0
533.1876,1.48,1.48,CHO,-0.2608695652173916,Lignin,533.598403013987,0.401596986013374,7,0,23,34,14,0,0,0,0
633.2248,1.75,1.75,CHO,-0.16666666666666696,Carb,633.523869159569,0.476130840430528,4,0,24,42,19,0,0,0,0
504.1836,1.55,1.55,CHON,0.10000000000000009,AminoSugar,504.626735865716,0.373264134284227,7,0,20,31,12,3,0,0,0
511.0366,0.8,0.8,CHO,0.7999999999999998,Tannin,511.472101225153,0.527898774846733,13,0,20,16,16,0,0,0,0
382.1256,1.31,1.31,CHON,0.25,Lignin,382.705077861984,0.29492213801575,8,0,16,21,8,3,0,0,0
319.1035,1.54,1.54,CHO,-0.1538461538461542,AminoSugar,319.753292250899,0.246707749100779,4,0,13,20,9,0,0,0,0
385.1253,1.38,1.38,CHON,0.125,Lignin,385.701433079188,0.298566920811822,7,0,16,22,9,2,0,0,0
572.1469,1.55,1.55,CHON,0.3999999999999999,Carb,572.514154097003,0.485845902997198,6,0,20,31,18,1,0,0,0
581.1514,1.15,1.15,CHO,0,Lignin,581.508632887973,0.491367112026865,12,0,26,30,15,0,0,0,0
765.2309,1.64,1.64,CHO,0.07142857142857162,Carb,765.382538129614,0.617461870386364,6,0,28,46,24,0,0,0,0
723.2202,1.69,1.69,CHO,0.0769230769230771,Carb,723.418805088335,0.581194911665307,5,0,26,44,23,0,0,0,0
555.0628,0.91,0.91,CHO,0.6363636363636362,Tannin,555.449183629466,0.550816370534335,13,0,22,20,17,0,0,0,0
430.1025,1.79,1.79,CHONS,0.2857142857142856,Carb,430.628375461453,0.371624538546541,3,0,14,25,12,1,1,0,0
434.1304,1.47,1.47,CHON,0.11764705882352944,Tannin,434.651832810916,0.348167189083654,6,0,17,25,12,1,0,0,0
565.1081,0.46,0.46,CHO,-0.2051282051282053,ConHC,565.483249477286,0.516750522714233,31,0.764705882352941,39,18,5,0,0,0,0
685.2198,1.56,1.56,CHO,-0.0740740740740744,Carb,685.46081170237,0.539188297630176,7,0,27,42,20,0,0,0,0
336.0936,1.58,1.58,CHON,0.3333333333333335,Carb,336.724474607765,0.275525392235124,4,0,12,19,10,1,0,0,0
474.184,1.07,1.07,CHONP,-0.6785714285714288,Lignin,474.66063368708,0.33936631292022,15,0.454545454545455,28,30,4,1,0,1,0
669.1884,1.46,1.46,CHO,0.0769230769230771,Tannin,669.447339976121,0.552660023879071,8,0,26,38,20,0,0,0,0
487.0941,1.5,1.5,CHO,0.625,Other,487.556351450199,0.443648549801026,5,12,16,24,17,0,0,0,0
541.2138,1.73,1.73,CHO,-0.3636363636363633,AminoSugar,541.61560426164,0.384395738359785,4,0,22,38,15,0,0,0,0
475.1681,1.04,1.04,CHOP,-0.6785714285714288,Lignin,475.64366479873,0.356335201270042,15,0.431818181818182,28,29,5,0,0,1,0
613.2139,1.36,1.36,CHO,-0.2857142857142856,Lignin,613.53533161404,0.464668385959953,10,0,28,38,15,0,0,0,0
559.094,1.09,1.09,CHO,0.4545454545454546,Tannin,559.475872366699,0.524127633301418,11,0,22,24,17,0,0,0,0
307.067,1.45,1.45,CHO,0.36363636363636376,Tannin,307.730311939605,0.269688060395367,4,0,11,16,10,0,0,0,0
625.214,1.31,1.31,CHO,-0.2758620689655169,Lignin,625.521989742632,0.478010257367941,11,0,29,38,15,0,0,0,0
446.0973,1.79,1.79,CHONS,0.4285714285714284,Carb,446.605350485801,0.394649514198818,3,11.5,14,25,13,1,1,0,0
499.0366,0.84,0.84,CHO,0.8421052631578947,Tannin,499.485496370342,0.514503629658122,12,0,19,16,16,0,0,0,0
388.0886,1.27,1.27,CHON,0.3999999999999999,Tannin,388.661401875973,0.33859812402693,7,0,15,19,11,1,0,0,0
521.1876,1.55,1.55,CHO,-0.2727272727272725,AminoSugar,521.61179649437,0.388203505629804,6,0,22,34,14,0,0,0,0
553.1047,1.3,1.3,CHO,0.5,Tannin,553.49330002792,0.506699972079787,8,0,20,26,18,0,0,0,0
460.1573,1.5,1.5,CHON,0.22222222222222232,AminoSugar,460.649662617835,0.350337382165094,7,0,18,27,11,3,0,0,0
532.2258,1.16,1.16,CHONP,-0.741935483870968,Lignin,532.637696113724,0.362303886275754,15,0.375,31,36,5,1,0,1,0
395.1308,1.71,1.71,CHON,0.2857142857142856,Carb,395.695740157347,0.304259842653096,4,0,14,24,11,2,0,0,0
420.1623,1.69,1.69,CHON,0.125,AminoSugar,420.699327218953,0.300672781046956,5,0,16,27,10,3,0,0,0
449.0971,0.4,0.4,CHO,-0.3428571428571425,ConHC,449.601765921404,0.398234078596431,29,0.823529411764706,35,14,1,0,0,0,0
426.1015,0.95,0.95,CHONS,-0.18181818181818166,Lignin,426.631899617189,0.368100382810781,13,0.392857142857143,22,21,6,1,1,0,0
395.0468,1.23,1.23,CHO,0.9230769230769229,Tannin,395.61182895808,0.388171041919577,6,8,13,16,14,0,0,0,0
465.1362,1.53,1.53,CHON,0.3529411764705883,Carb,465.622986485559,0.377013514441387,6,0,17,26,13,2,0,0,0
583.1153,1.33,1.33,CHO,0.4761904761904763,Tannin,583.47031667241,0.529683327590419,8,0,21,28,19,0,0,0,0
493.0835,1.22,1.22,CHO,0.5555555555555554,Tannin,493.539076951098,0.460923048901918,8,0,18,22,16,0,0,0,0
554.1363,1.45,1.45,CHON,0.3999999999999999,Tannin,554.523648245805,0.476351754194866,7,0,20,29,17,1,0,0,0
519.0993,1.2,1.2,CHO,0.3999999999999999,Tannin,519.525840794849,0.474159205151409,9,0,20,24,16,0,0,0,0
557.0784,1,1,CHO,0.5454545454545454,Tannin,557.462517010365,0.537482989635123,12,0,22,22,17,0,0,0,0
419.1783,1.12,1.12,CHOP,-0.884615384615385,UnsatHC,419.716425962144,0.283574037856283,13,0.431818181818182,26,29,3,0,0,1,0
557.1148,1.13,1.13,CHO,0.26086956521739113,Tannin,557.498872370266,0.501127629733901,11,0,23,26,16,0,0,0,0
457.026,0.82,0.82,CHO,0.9411764705882355,Tannin,457.521802451996,0.478197548003891,11,0,17,14,15,0,0,0,0
689.1418,1.42,1.42,CHO,0.5,Tannin,689.378483138704,0.621516861295731,8,0,24,34,23,0,0,0,0
380.0835,1.46,1.46,CHON,0.6153846153846154,Tannin,380.665267079038,0.334732920961926,5,0,13,19,12,1,0,0,0
643.2455,1.69,1.69,CHO,-0.3076923076923075,AminoSugar,643.533446578383,0.466553421617164,5,0,26,44,18,0,0,0,0
538.1778,1.57,1.57,CHON,0,Carb,538.582982632723,0.417017367277367,6,0,21,33,15,1,0,0,0
563.1466,1.68,1.68,CHO,0.3157894736842106,Carb,563.523924722458,0.476075277542009,4,0,19,32,19,0,0,0,0
402.1042,1.31,1.31,CHON,0.25,Tannin,402.661348602193,0.338651397807439,7,0,16,21,11,1,0,0,0
370.0991,1.75,1.75,CHON,0.5,Carb,370.692013252066,0.307986747933967,3,9.5,12,21,12,1,0,0,0
659.2405,1.69,1.69,CHO,-0.23076923076923084,Carb,659.510512635423,0.489487364576917,5,0,26,44,19,0,0,0,0
595.276,1.47,1.47,CHO,-0.666666666666667,Lignin,595.617480101227,0.382519898772671,9,0,30,44,12,0,0,0,0
398.1205,1.31,1.31,CHON,0.375,Lignin,398.682109323244,0.317890676756349,8,0,16,21,9,3,0,0,0
515.089,1.41,1.41,CHO,0.7058823529411766,Tannin,515.519962128262,0.480037871737522,6,12,17,24,18,0,0,0,0
551.1288,0.51,0.51,CHO,-0.3076923076923075,ConHC,551.519548067315,0.480451932685355,30,0.742857142857143,39,20,4,0,0,0,0
317.1242,1.57,1.57,CHO,-0.4285714285714288,AminoSugar,317.776238029369,0.223761970631415,4,0,14,22,8,0,0,0,0
465.1726,1.67,1.67,CHON,0,AminoSugar,465.65933585216,0.340664147840471,5,0,18,30,12,2,0,0,0
454.1566,1.71,1.71,CHON,0,Carb,454.655626427338,0.344373572661993,4,0,17,29,13,1,0,0,0
