C,H,N,O,S,P,,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
20,28,0,18,0,0,,555.1202864,,NA,NA,NA,,,3183594,3011683,2352530,,1.4,0.9,,555.12029,7,0.35,0.25,0.388888889,O,,,-0.181818182,,----,----,HUnSatLig,----,----,----,,555.24865,555.00000,0.24865
20,29,3,4,0,0,,374.208529,,NA,NA,NA,,,1776892,1662351,1599826,,1.45,0.2,,374.20853,8,0.4,0.275862069,2,O,,,0.3,,----,----,HUnSatLig,----,----,----,,374.29506,374.00000,0.29506
20,29,3,6,0,0,,406.1983582,,1725204,2202227,1661679,,,2760669,2501193,2329412,,1.45,0.3,,406.19836,8,0.4,0.275862069,1.333333333,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,406.29229,406.00000,0.29229
20,30,0,4,0,0,,333.207132,,6637996,7671428,6875112,,,11689108,14931076,11486401,,1.5,0.2,,333.20713,6,0.3,0.2,1.5,CRAM,,,0.222222222,,----,----,----,AlipatNoN,----,----,,333.28418,333.00000,0.28418
20,30,0,5,0,0,,349.2020466,,21097162,23276888,21438456,,,36179321,46099468,35171598,,1.5,0.25,,349.20205,6,0.3,0.2,1.2,CRAM,,,0.2,,----,----,----,AlipatNoN,----,----,,349.28279,349.00000,0.28279
20,30,0,6,0,0,,365.1969612,,33063268,35618450,31810215,,,56770690,66272838,51887966,,1.5,0.3,,365.19696,6,0.3,0.2,1,CRAM,,,0.176470588,,----,----,----,AlipatNoN,----,----,,365.28141,365.00000,0.28141
20,30,0,7,0,0,,381.1918758,,26785883,27639619,26379405,,,40161910,45453316,37908562,,1.5,0.35,,381.19188,6,0.3,0.2,0.857142857,CRAM,,,0.151515152,,----,----,----,AlipatNoN,----,----,,381.28002,381.00000,0.28002
20,30,0,8,0,0,,397.1867904,,21453270,21908511,20861407,,,31072194,32751027,28605491,,1.5,0.4,,397.18679,6,0.3,0.2,0.75,O,,,0.125,,----,----,----,AlipatNoN,----,----,,397.27863,397.00000,0.27863
20,30,0,9,0,0,,413.181705,,13113458,12870176,12316444,,,16188707,16249867,14483359,,1.5,0.45,,413.18170,6,0.3,0.2,0.666666667,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,413.27725,413.00000,0.27725
20,30,0,10,0,0,,429.1766196,,7009554,6924758,5958902,,,7801731,7013308,6826953,,1.5,0.5,,429.17662,6,0.3,0.2,0.6,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,429.27586,429.00000,0.27586
20,30,0,11,0,0,,445.1715342,,3242275,3317356,3302688,,,3535566,3222611,3311923,,1.5,0.55,,445.17153,6,0.3,0.2,0.545454545,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,445.27447,445.00000,0.27447
20,30,0,12,0,0,,461.1664488,,2037803,2155290,2227553,,,1712898,1922925,1841267,,1.5,0.6,,461.16645,6,0.3,0.2,0.5,O,,,0,,----,----,----,----,SatFACarb,----,,461.27309,461.00000,0.27309
20,30,0,14,0,0,,493.156278,,2576355,2592041,2420271,,,3887422,3616703,2686460,,1.5,0.7,,493.15628,6,0.3,0.2,0.428571429,O,,,-0.076923077,,----,----,----,----,SatFACarb,----,,493.27031,493.00000,0.27031
20,30,0,15,0,0,,509.1511926,,7356755,6326479,5900126,,,5789712,5512762,4312011,,1.5,0.75,,509.15119,6,0.3,0.2,0.4,O,,,-0.12,,----,----,----,----,SatFACarb,----,,509.26893,509.00000,0.26893
20,30,0,16,0,0,,525.1461072,,1822806,1628419,1833233,,,NA,NA,NA,,1.5,0.8,,525.14611,6,0.3,0.2,0.375,O,,,-0.166666667,,----,----,----,----,SatFACarb,----,,525.26754,525.00000,0.26754
20,30,4,8,0,0,,453.1990864,,NA,NA,NA,,,1987721,2433684,1755725,,1.5,0.4,,453.19909,8,0.4,0.266666667,1,CRAM,,,0.166666667,,----,----,----,----,----,Alipat+N,,453.30388,453.00000,0.30388
20,31,3,4,0,0,,376.224179,,NA,NA,NA,,,2582327,3575494,2659692,,1.55,0.2,,376.22418,7,0.35,0.225806452,1.75,CRAM,,,0.233333333,,----,----,----,----,----,Alipat+N,,376.31118,376.00000,0.31118
20,31,3,5,0,0,,392.2190936,,NA,NA,NA,,,2082903,2494489,2003271,,1.55,0.25,,392.21909,7,0.35,0.225806452,1.4,CRAM,,,0.206896552,,----,----,----,----,----,Alipat+N,,392.30979,392.00000,0.30979
20,31,3,11,0,0,,488.1885812,,NA,NA,NA,,,5127262,1764341,4431556,,1.55,0.55,,488.18858,7,0.35,0.225806452,0.636363636,O,,,0,,----,----,----,----,----,Alipat+N,,488.30147,488.00000,0.30147
20,32,0,4,0,0,,335.222782,,2253690,2549303,2301373,,,3527305,4443720,3621541,,1.6,0.2,,335.22278,5,0.25,0.15625,1.25,O,,,0.166666667,,----,----,----,AlipatNoN,----,----,,335.30030,335.00000,0.30030
20,32,0,5,0,0,,351.2176966,,13798762,14690158,13793852,,,24727503,29146688,23105359,,1.6,0.25,,351.21770,5,0.25,0.15625,1,O,,,0.142857143,,----,----,----,AlipatNoN,----,----,,351.29891,351.00000,0.29891
20,32,0,6,0,0,,367.2126112,,28787811,31768774,27456776,,,51372776,60588189,46883239,,1.6,0.3,,367.21261,5,0.25,0.15625,0.833333333,O,,,0.117647059,,----,----,----,AlipatNoN,----,----,,367.29752,367.00000,0.29752
20,32,0,7,0,0,,383.2075258,,20757243,22839593,19859088,,,34010231,38212106,29823532,,1.6,0.35,,383.20753,5,0.25,0.15625,0.714285714,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,383.29614,383.00000,0.29614
20,32,0,8,0,0,,399.2024404,,15981403,16571726,14979848,,,23621868,25181941,22211878,,1.6,0.4,,399.20244,5,0.25,0.15625,0.625,O,,,0.0625,,----,----,----,AlipatNoN,----,----,,399.29475,399.00000,0.29475
20,32,0,9,0,0,,415.197355,,9091190,10377823,8679212,,,12907837,12864589,11358066,,1.6,0.45,,415.19735,5,0.25,0.15625,0.555555556,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,415.29336,415.00000,0.29336
20,32,0,10,0,0,,431.1922696,,4794421,5305731,4738137,,,7013122,6225767,6212355,,1.6,0.5,,431.19227,5,0.25,0.15625,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,431.29198,431.00000,0.29198
20,32,0,11,0,0,,447.1871842,,2125335,2542574,2279505,,,2648626,2182619,2204776,,1.6,0.55,,447.18718,5,0.25,0.15625,0.454545455,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,447.29059,447.00000,0.29059
20,32,0,14,0,0,,495.171928,,9383494,9710427,9113158,,,16997789,14250004,12145791,,1.6,0.7,,495.17193,5,0.25,0.15625,0.357142857,O,,,-0.153846154,,----,----,----,----,SatFACarb,----,,495.28643,495.00000,0.28643
20,32,0,16,0,0,,527.1617572,,10267804,10288663,9314629,,,12763505,13329236,10576230,,1.6,0.8,,527.16176,5,0.25,0.15625,0.3125,O,,,-0.25,,----,----,----,----,SatFACarb,----,,527.28366,527.00000,0.28366
20,32,0,17,0,0,,543.1566718,,4057561,3499539,2996870,,,2899152,2517563,2167768,,1.6,0.85,,543.15667,5,0.25,0.15625,0.294117647,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,543.28227,543.00000,0.28227
20,32,0,18,0,0,,559.1515864,,4281669,3690707,3290777,,,3195808,2635163,2140337,,1.6,0.9,,559.15159,5,0.25,0.15625,0.277777778,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,559.28088,559.00000,0.28088
20,32,4,7,0,0,,439.2198218,,2409029,1701338,2467197,,,3229354,3971514,3587502,,1.6,0.35,,439.21982,7,0.35,0.21875,1,CRAM,,,0.12,,----,----,----,----,----,Alipat+N,,439.32138,439.00000,0.32138
20,32,4,8,0,0,,455.2147364,,2297932,2298399,2143044,,,3519504,3468855,3316150,,1.6,0.4,,455.21474,7,0.35,0.21875,0.875,CRAM,,,0.083333333,,----,----,----,----,----,Alipat+N,,455.32000,455.00000,0.32000
20,32,4,9,0,0,,471.209651,,1832275,1974851,1807164,,,2054793,2185520,2082315,,1.6,0.45,,471.20965,7,0.35,0.21875,0.777777778,CRAM,,,0.043478261,,----,----,----,----,----,Alipat+N,,471.31861,471.00000,0.31861
20,33,0,12,0,1,,495.1636853,,2419781,2299739,1686085,,,4553116,6374419,6620286,,1.65,0.6,,495.16369,5,0.25,0.151515152,0.416666667,O,,,-0.115384615,,----,----,----,----,SatFACarb,----,,495.27818,495.00000,0.27818
20,33,3,6,0,0,,410.2296582,,NA,NA,NA,,,2864840,2877305,2079146,,1.65,0.3,,410.22966,6,0.3,0.181818182,1,O,,,0.107142857,,----,----,----,----,----,Alipat+N,,410.32452,410.00000,0.32452
20,33,3,8,0,0,,442.2194874,,NA,NA,NA,,,2441657,2363654,2033770,,1.65,0.4,,442.21949,6,0.3,0.181818182,0.75,O,,,0.038461538,,----,----,----,----,----,Alipat+N,,442.32174,442.00000,0.32174
20,33,3,12,0,0,,506.1991458,,2435241,2318977,1530645,,,7810969,4193747,8116014,,1.65,0.6,,506.19915,6,0.3,0.181818182,0.5,O,,,-0.136363636,,----,----,----,----,SatFACarb,----,,506.31620,506.00000,0.31620
20,33,5,7,0,0,,454.2307208,,NA,NA,NA,,,1887818,2165859,1699838,,1.65,0.35,,454.23072,7,0.35,0.212121212,1,CRAM,,,0.086956522,,----,----,----,----,----,Alipat+N,,454.33575,454.00000,0.33575
20,33,5,8,0,0,,470.2256354,,1855594,1707084,1843044,,,3073669,3015976,2438144,,1.65,0.4,,470.22564,7,0.35,0.212121212,0.875,CRAM,,,0.045454545,,----,----,----,----,----,Alipat+N,,470.33437,470.00000,0.33437
20,34,0,5,0,0,,353.2333466,,1986849,2597262,2501771,,,4609581,4927614,4330904,,1.7,0.25,,353.23335,4,0.2,0.117647059,0.8,O,,,0.085714286,,----,----,----,AlipatNoN,----,----,,353.31503,353.00000,0.31503
20,34,0,6,0,0,,369.2282612,,7386976,7860981,7747427,,,13393223,15373039,12600298,,1.7,0.3,,369.22826,4,0.2,0.117647059,0.666666667,O,,,0.058823529,,----,----,----,AlipatNoN,----,----,,369.31364,369.00000,0.31364
20,34,0,7,0,0,,385.2231758,,9502082,9896702,9568381,,,18613860,19551229,15873008,,1.7,0.35,,385.22318,4,0.2,0.117647059,0.571428571,O,,,0.03030303,,----,----,----,AlipatNoN,----,----,,385.31225,385.00000,0.31225
20,34,0,8,0,0,,401.2180904,,9405615,10012254,8872974,,,16921075,16433174,14933491,,1.7,0.4,,401.21809,4,0.2,0.117647059,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,401.31087,401.00000,0.31087
20,34,0,9,0,0,,417.213005,,6959188,7842438,6741791,,,11498813,12076149,10506026,,1.7,0.45,,417.21300,4,0.2,0.117647059,0.444444444,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,417.30948,417.00000,0.30948
20,34,0,10,0,0,,433.2079196,,8592200,8200485,8328112,,,12147318,11535110,10750516,,1.7,0.5,,433.20792,4,0.2,0.117647059,0.4,O,,,-0.066666667,,----,----,----,AlipatNoN,----,----,,433.30809,433.00000,0.30809
20,34,0,11,0,0,,449.2028342,,2193682,2501491,2278789,,,3086235,3231591,2814886,,1.7,0.55,,449.20283,4,0.2,0.117647059,0.363636364,O,,,-0.103448276,,----,----,----,AlipatNoN,----,----,,449.30671,449.00000,0.30671
20,34,0,14,0,0,,497.187578,,NA,NA,NA,,,2646525,2755689,1953026,,1.7,0.7,,497.18758,4,0.2,0.117647059,0.285714286,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,497.30255,497.00000,0.30255
20,34,0,15,0,0,,513.1824926,,2231859,1938738,2428361,,,3775644,3328690,2475648,,1.7,0.75,,513.18249,4,0.2,0.117647059,0.266666667,O,,,-0.28,,----,----,----,----,SatFACarb,----,,513.30116,513.00000,0.30116
20,34,0,16,0,0,,529.1774072,,1569500,1987111,1666424,,,2142575,2335562,1769813,,1.7,0.8,,529.17741,4,0.2,0.117647059,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.29977,529.00000,0.29977
20,34,0,17,0,0,,545.1723218,,6233569,6635005,6507165,,,5369003,5445114,5285762,,1.7,0.85,,545.17232,4,0.2,0.117647059,0.235294118,O,,,-0.391304348,,----,----,----,----,SatFACarb,----,,545.29838,545.00000,0.29838
20,34,0,18,0,0,,561.1672364,,2894095,4226194,3411581,,,NA,NA,NA,,1.7,0.9,,561.16724,4,0.2,0.117647059,0.222222222,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,561.29700,561.00000,0.29700
20,34,4,6,0,0,,425.2405572,,1987721,2277458,2297850,,,3886170,4092989,3025193,,1.7,0.3,,425.24056,6,0.3,0.176470588,1,O,,,0.076923077,,----,----,----,----,----,Alipat+N,,425.33889,425.00000,0.33889
20,34,4,7,0,0,,441.2354718,,4492086,4582240,4063411,,,6957065,7887169,6596307,,1.7,0.35,,441.23547,6,0.3,0.176470588,0.857142857,O,,,0.04,,----,----,----,----,----,Alipat+N,,441.33750,441.00000,0.33750
20,34,4,8,0,0,,457.2303864,,2659710,2833340,2502292,,,3788708,4071909,4000051,,1.7,0.4,,457.23039,6,0.3,0.176470588,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,457.33611,457.00000,0.33611
20,35,0,11,0,1,,481.1844207,,3737674,3600977,3037245,,,5894995,9444863,10633544,,1.75,0.55,,481.18442,4,0.2,0.114285714,0.363636364,O,,,-0.148148148,,----,----,----,AlipatNoN,----,----,,481.29569,481.00000,0.29569
20,35,0,12,0,1,,497.1793353,,NA,NA,NA,,,2686972,4116584,4451586,,1.75,0.6,,497.17934,4,0.2,0.114285714,0.333333333,O,,,-0.192307692,,----,----,----,----,SatFACarb,----,,497.29430,497.00000,0.29430
20,35,3,6,0,0,,412.2453082,,NA,NA,NA,,,3660045,4025316,3355561,,1.75,0.3,,412.24531,5,0.25,0.142857143,0.833333333,O,,,0.035714286,,----,----,----,----,----,Alipat+N,,412.34063,412.00000,0.34063
20,35,5,6,0,0,,440.2514562,,NA,NA,NA,,,2170456,2221436,1625918,,1.75,0.3,,440.25146,6,0.3,0.171428571,1,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,440.35326,440.00000,0.35326
20,35,5,7,0,0,,456.2463708,,NA,NA,NA,,,1598935,1901580,1873777,,1.75,0.35,,456.24637,6,0.3,0.171428571,0.857142857,O,,,0,,----,----,----,----,----,Alipat+N,,456.35187,456.00000,0.35187
20,35,5,8,0,0,,472.2412854,,NA,NA,NA,,,2683537,2526523,2500636,,1.75,0.4,,472.24129,6,0.3,0.171428571,0.75,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,472.35048,472.00000,0.35048
20,36,0,5,0,0,,355.2489966,,NA,NA,NA,,,2446482,2947781,2621927,,1.8,0.25,,355.24900,3,0.15,0.083333333,0.6,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,355.33114,355.00000,0.33114
20,36,0,6,0,0,,371.2439112,,3510361,4477215,4578743,,,7946142,9141563,7689763,,1.8,0.3,,371.24391,3,0.15,0.083333333,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,371.32976,371.00000,0.32976
20,36,0,7,0,0,,387.2388258,,6081516,6056128,5471829,,,11948090,12914140,10593691,,1.8,0.35,,387.23883,3,0.15,0.083333333,0.428571429,O,,,-0.03030303,,----,----,----,AlipatNoN,----,----,,387.32837,387.00000,0.32837
20,36,0,8,0,0,,403.2337404,,5397966,6005582,5553389,,,9532117,10281236,8234649,,1.8,0.4,,403.23374,3,0.15,0.083333333,0.375,O,,,-0.0625,,----,----,----,AlipatNoN,----,----,,403.32698,403.00000,0.32698
20,36,0,9,0,0,,419.228655,,3819534,4974230,4465400,,,7376164,8420485,7038665,,1.8,0.45,,419.22865,3,0.15,0.083333333,0.333333333,O,,,-0.096774194,,----,----,----,AlipatNoN,----,----,,419.32560,419.00000,0.32560
20,36,0,10,0,0,,435.2235696,,3317327,2793149,2892540,,,5054945,4658845,3786079,,1.8,0.5,,435.22357,3,0.15,0.083333333,0.3,O,,,-0.133333333,,----,----,----,AlipatNoN,----,----,,435.32421,435.00000,0.32421
20,36,0,11,0,0,,451.2184842,,NA,NA,NA,,,2791180,2573561,2039537,,1.8,0.55,,451.21848,3,0.15,0.083333333,0.272727273,O,,,-0.172413793,,----,----,----,AlipatNoN,----,----,,451.32282,451.00000,0.32282
20,36,0,12,0,0,,467.2133988,,2010319,2102393,1742832,,,2619019,3427618,2205688,,1.8,0.6,,467.21340,3,0.15,0.083333333,0.25,O,,,-0.214285714,,----,----,----,----,SatFACarb,----,,467.32143,467.00000,0.32143
20,36,4,5,0,0,,411.2612926,,NA,NA,NA,,,3216623,3390899,2511789,,1.8,0.25,,411.26129,5,0.25,0.138888889,1,O,,,0.037037037,,----,----,----,----,----,Alipat+N,,411.35639,411.00000,0.35639
20,36,4,6,0,0,,427.2562072,,3184083,2972185,2646397,,,5981171,6524930,5341307,,1.8,0.3,,427.25621,5,0.25,0.138888889,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,427.35500,427.00000,0.35500
20,36,4,7,0,0,,443.2511218,,1980966,2442980,2370021,,,3382119,4048071,2923004,,1.8,0.35,,443.25112,5,0.25,0.138888889,0.714285714,O,,,-0.04,,----,----,----,----,----,Alipat+N,,443.35362,443.00000,0.35362
20,36,4,8,0,0,,459.2460364,,2188485,2710371,2554864,,,2616649,2880929,2606790,,1.8,0.4,,459.24604,5,0.25,0.138888889,0.625,O,,,-0.083333333,,----,----,----,----,----,Alipat+N,,459.35223,459.00000,0.35223
20,37,0,11,0,1,,483.2000707,,5811317,6326889,6063655,,,10460056,16440895,16462251,,1.85,0.55,,483.20007,3,0.15,0.081081081,0.272727273,O,,,-0.222222222,,----,----,----,AlipatNoN,----,----,,483.31180,483.00000,0.31180
20,37,0,12,0,1,,499.1949853,,NA,NA,NA,,,3993180,5357757,6292868,,1.85,0.6,,499.19499,3,0.15,0.081081081,0.25,O,,,-0.269230769,,----,----,----,----,SatFACarb,----,,499.31042,499.00000,0.31042
20,37,5,7,0,0,,458.2620208,,NA,NA,NA,,,2020723,2891201,2365688,,1.85,0.35,,458.26202,5,0.25,0.135135135,0.714285714,O,,,-0.086956522,,----,----,----,----,----,Alipat+N,,458.36799,458.00000,0.36799
20,38,0,6,0,0,,373.2595612,,3044170,3227458,2871811,,,4424171,5852033,4868176,,1.9,0.3,,373.25956,2,0.1,0.052631579,0.333333333,O,,,-0.058823529,,----,----,----,AlipatNoN,----,----,,373.34587,373.00000,0.34587
20,38,0,7,0,0,,389.2544758,,3761720,4291182,3758099,,,7178744,8390565,6069036,,1.9,0.35,,389.25448,2,0.1,0.052631579,0.285714286,O,,,-0.090909091,,----,----,----,AlipatNoN,----,----,,389.34449,389.00000,0.34449
20,38,0,7,1,0,,421.2265465,,23359401,2924178,39102138,,,366994676,20247680,317578834,,1.9,0.35,,421.22655,2,0.1,0.052631579,0.285714286,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,421.32395,421.00000,0.32395
20,38,0,8,0,0,,405.2493904,,4111032,5400605,4617637,,,6534033,9214446,6488855,,1.9,0.4,,405.24939,2,0.1,0.052631579,0.25,O,,,-0.125,,----,----,----,AlipatNoN,----,----,,405.34310,405.00000,0.34310
20,38,0,8,1,0,,437.2214611,,NA,NA,NA,,,3980616,1774638,4349063,,1.9,0.4,,437.22146,2,0.1,0.052631579,0.25,O,,,-0.2,,----,----,----,AlipatNoN,----,----,,437.32256,437.00000,0.32256
20,38,0,9,0,0,,421.244305,,NA,NA,NA,,,2012404,2683008,1561937,,1.9,0.45,,421.24430,2,0.1,0.052631579,0.222222222,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,421.34171,421.00000,0.34171
20,38,4,5,0,0,,413.2769426,,NA,NA,NA,,,2145829,2758159,2360733,,1.9,0.25,,413.27694,4,0.2,0.105263158,0.8,O,,,-0.037037037,,----,----,----,----,----,Alipat+N,,413.37251,413.00000,0.37251
20,38,4,6,0,0,,429.2718572,,NA,NA,NA,,,3614589,4036536,3280832,,1.9,0.3,,429.27186,4,0.2,0.105263158,0.666666667,O,,,-0.076923077,,----,----,----,----,----,Alipat+N,,429.37112,429.00000,0.37112
20,40,0,6,0,0,,375.2752112,,3694128,4214108,4344387,,,6123564,9591229,6546033,,2,0.3,,375.27521,1,0.05,0.025,0.166666667,O,,,-0.117647059,,----,----,----,AlipatNoN,----,----,,375.36199,375.00000,0.36199
20,40,0,7,0,0,,391.2701258,,3889249,3935237,3980728,,,6729627,9443670,6245537,,2,0.35,,391.27013,1,0.05,0.025,0.142857143,O,,,-0.151515152,,----,----,----,AlipatNoN,----,----,,391.36060,391.00000,0.36060
20,40,0,8,0,0,,407.2650404,,1982830,2723019,1973816,,,3036713,3656358,2915693,,2,0.4,,407.26504,1,0.05,0.025,0.125,O,,,-0.1875,,----,----,----,AlipatNoN,----,----,,407.35921,407.00000,0.35921
20,42,0,7,1,0,,425.2578465,,3757704,3075666,2467833,,,6125657,5508156,4298023,,2.1,0.35,,425.25785,0,0,0,0,O,,,-0.290322581,,----,----,----,AlipatNoN,----,----,,425.35618,425.00000,0.35618
20,42,0,8,1,0,,441.2527611,,3525428,2770783,2517681,,,5452807,5483840,3299026,,2.1,0.4,,441.25276,0,0,0,0,O,,,-0.333333333,,----,----,----,AlipatNoN,----,----,,441.35479,441.00000,0.35479
21,12,0,8,0,0,,391.0459404,,1802789,2190809,1727626,,,NA,NA,NA,,0.571428571,0.380952381,,391.04594,16,0.761904762,1.333333333,2,O,,,0.705882353,,CondAr,----,----,----,----,----,,391.13636,391.00000,0.13636
21,12,0,9,0,0,,407.040855,,2445148,2421433,2379817,,,NA,NA,NA,,0.571428571,0.428571429,,407.04085,16,0.761904762,1.333333333,1.777777778,O,,,0.696969697,,CondAr,----,----,----,----,----,,407.13498,407.00000,0.13498
21,12,0,10,0,0,,423.0357696,,2260277,2142334,2374253,,,NA,NA,NA,,0.571428571,0.476190476,,423.03577,16,0.761904762,1.333333333,1.6,O,,,0.6875,,CondAr,----,----,----,----,----,,423.13359,423.00000,0.13359
21,12,0,11,0,0,,439.0306842,,1773407,1939429,2093455,,,NA,NA,NA,,0.571428571,0.523809524,,439.03068,16,0.761904762,1.333333333,1.454545455,O,,,0.677419355,,CondAr,----,----,----,----,----,,439.13220,439.00000,0.13220
21,12,0,12,0,0,,455.0255988,,2111585,1972265,2118485,,,NA,NA,NA,,0.571428571,0.571428571,,455.02560,16,0.761904762,1.333333333,1.333333333,O,,,0.666666667,,CondAr,----,----,----,----,----,,455.13082,455.00000,0.13082
21,14,0,8,0,0,,393.0615904,,2766893,2459994,2468118,,,NA,NA,NA,,0.666666667,0.380952381,,393.06159,15,0.714285714,1.071428571,1.875,O,,,0.647058824,,----,Aromatic,----,----,----,----,,393.15248,393.00000,0.15248
21,14,0,9,0,0,,409.056505,,2963430,3048780,3460763,,,NA,NA,NA,,0.666666667,0.428571429,,409.05650,15,0.714285714,1.071428571,1.666666667,O,,,0.636363636,,----,Aromatic,----,----,----,----,,409.15109,409.00000,0.15109
21,14,0,10,0,0,,425.0514196,,4098713,3904087,3710469,,,NA,NA,NA,,0.666666667,0.476190476,,425.05142,15,0.714285714,1.071428571,1.5,O,,,0.625,,----,Aromatic,----,----,----,----,,425.14971,425.00000,0.14971
21,14,0,11,0,0,,441.0463342,,3748688,3521388,3334342,,,NA,NA,NA,,0.666666667,0.523809524,,441.04633,15,0.714285714,1.071428571,1.363636364,O,,,0.612903226,,----,Aromatic,----,----,----,----,,441.14832,441.00000,0.14832
21,14,0,12,0,0,,457.0412488,,3595153,3738565,3634852,,,NA,NA,NA,,0.666666667,0.571428571,,457.04125,15,0.714285714,1.071428571,1.25,O,,,0.6,,----,Aromatic,----,----,----,----,,457.14693,457.00000,0.14693
21,14,0,13,0,0,,473.0361634,,3345459,2832950,2507002,,,NA,NA,NA,,0.666666667,0.619047619,,473.03616,15,0.714285714,1.071428571,1.153846154,O,,,0.586206897,,----,Aromatic,----,----,----,----,,473.14555,473.00000,0.14555
21,14,0,14,0,0,,489.031078,,2538799,2189005,2441750,,,NA,NA,NA,,0.666666667,0.666666667,,489.03108,15,0.714285714,1.071428571,1.071428571,O,,,0.571428571,,----,Aromatic,----,----,----,----,,489.14416,489.00000,0.14416
21,16,0,7,0,0,,379.0823258,,2489732,2217269,1821279,,,NA,NA,NA,,0.761904762,0.333333333,,379.08233,14,0.666666667,0.875,2,O,,,0.6,,----,Aromatic,----,----,----,----,,379.16998,379.00000,0.16998
21,16,0,8,0,0,,395.0772404,,3379213,2935491,3112579,,,NA,NA,NA,,0.761904762,0.380952381,,395.07724,14,0.666666667,0.875,1.75,CRAM,,,0.588235294,,----,Aromatic,----,----,----,----,,395.16860,395.00000,0.16860
21,16,0,9,0,0,,411.072155,,4720705,4405698,4175595,,,NA,NA,NA,,0.761904762,0.428571429,,411.07215,14,0.666666667,0.875,1.555555556,CRAM,,,0.575757576,,----,Aromatic,----,----,----,----,,411.16721,411.00000,0.16721
21,16,0,10,0,0,,427.0670696,,5061093,4744735,5107081,,,NA,NA,NA,,0.761904762,0.476190476,,427.06707,14,0.666666667,0.875,1.4,CRAM,,,0.5625,,----,Aromatic,----,----,----,----,,427.16582,427.00000,0.16582
21,16,0,11,0,0,,443.0619842,,4901439,4587247,4999160,,,NA,NA,NA,,0.761904762,0.523809524,,443.06198,14,0.666666667,0.875,1.272727273,CRAM,,,0.548387097,,----,Aromatic,----,----,----,----,,443.16444,443.00000,0.16444
21,16,0,12,0,0,,459.0568988,,5742294,5139307,5227007,,,NA,NA,NA,,0.761904762,0.571428571,,459.05690,14,0.666666667,0.875,1.166666667,CRAM,,,0.533333333,,----,Aromatic,----,----,----,----,,459.16305,459.00000,0.16305
21,16,0,13,0,0,,475.0518134,,5146656,4551217,4803259,,,NA,NA,NA,,0.761904762,0.619047619,,475.05181,14,0.666666667,0.875,1.076923077,CRAM,,,0.517241379,,----,Aromatic,----,----,----,----,,475.16166,475.00000,0.16166
21,16,0,14,0,0,,491.046728,,3642755,3339000,3546655,,,NA,NA,NA,,0.761904762,0.666666667,,491.04673,14,0.666666667,0.875,1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,491.16028,491.00000,0.16028
21,16,0,15,0,0,,507.0416426,,2578138,2505880,2175273,,,NA,NA,NA,,0.761904762,0.714285714,,507.04164,14,0.666666667,0.875,0.933333333,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,507.15889,507.00000,0.15889
21,18,0,7,0,0,,381.0979758,,2673211,2335020,2906741,,,NA,NA,NA,,0.857142857,0.333333333,,381.09798,13,0.619047619,0.722222222,1.857142857,O,,,0.542857143,,----,Aromatic,----,----,----,----,,381.18610,381.00000,0.18610
21,18,0,8,0,0,,397.0928904,,4522434,4881424,4566480,,,2547635,1806755,1955366,,0.857142857,0.380952381,,397.09289,13,0.619047619,0.722222222,1.625,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,397.18471,397.00000,0.18471
21,18,0,9,0,0,,413.087805,,5833840,5846556,5295899,,,2350369,2420231,2308000,,0.857142857,0.428571429,,413.08780,13,0.619047619,0.722222222,1.444444444,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,413.18333,413.00000,0.18333
